speaker,timestamp,End Time,words
Walter Currin,00;10;50;22,00;11;10;04,"I don't know. But anyway, they take these little small beads, different colors, and they'd make the prettiest flowers on these gloves and the beadwork bags and stuff and their jackets. The they'd be on that day were great. Or they were finest artist going for that."
Speaker 4,00;11;10;06,00;11;17;26,"And all their clothes and stuff on animal hides, which is a thing when they grow an animal. I've seen everything it could."
Sam Schrager,00;11;18;02,00;11;26;19,"I've seen, and that way, you know. Yeah. Is God that that must be a lot of the old work that they still have. Yeah."
Walter Currin,00;11;26;22,00;11;47;29,"Here. A while back, some of the old time Indian ladies, they was putting on classes, learning the young ones how to do that down there, how to make baskets and buckskin and stuff. And it was, showing them learn the new the trade like the old fellows used to the old Indians. And they were they were great."
Speaker 4,00;11;47;29,00;11;53;07,"Aren't handed, you know, pretty dark."
Sam Schrager,00;11;54;21,00;12;10;06,"But, you know, it's kind of funny that nowadays, now, you in front get, Well, maybe somebody who is like, Indian would really go in that much trouble for with a white boy, you know? Yeah. how do how."
Walter Currin,00;12;10;06,00;12;15;22,"Do I tell you? If they were a friend to you, they'd do anything to you."
Speaker 4,00;12;15;22,00;12;16;19,That's the only way.
Walter Currin,00;12;16;24,00;12;20;01,If they were an enemy. Well.
Speaker 4,00;12;20;03,00;12;24;28,But they do a thing in their world for you. If they. If they liked you.
Walter Currin,00;12;25;01,00;12;49;00,"That they were great friends about out here. The folks all a lot of them and all the stuff. Why they're offering a big garden and they come to camp there. Some had money, some did, and she never returned from a letter writing stuff. They come back from Huckleberry and and mother don't get for 5 or 6 gallon of huckleberries."
Walter Currin,00;12;49;03,00;13;01;23,"They'd always bring her out a bunch of huckleberry or Indian ladies. And the same way with fishing, they go fishing down on the river and they'd bring fish. They want fresh fish."
Speaker 4,00;13;01;25,00;13;05;03,And know what they like to buy. They do anything that.
Sam Schrager,00;13;05;06,00;13;13;07,"Sounds like they like, they want to like you. Why you think you liked you? Was it because they you shared like that way? Oh, yeah. You had."
Walter Currin,00;13;13;11,00;13;26;25,"We always treated them right. And, we, Never. We always. Well, frequent guest on the Eagle, but with the other people. And they appreciate what? And like that."
Speaker 4,00;13;26;28,00;13;36;04,"I never was around and I was scared to death them. But they, you know, they never hurt me. They, you know, just kid, you know, now, I'm not used to it. You know that too, that they didn't bother being a mother."
Walter Currin,00;13;36;04,00;13;36;22,But they were.
Speaker 4,00;13;36;24,00;13;37;19,Never was around.
Walter Currin,00;13;37;23,00;13;51;05,"You're treated like you treat an Indian, right? And you treat you right. You you. They're good friends. I still got a lot of friends down there on that. But yet even their younger ones."
Sam Schrager,00;13;51;08,00;13;55;21,"Where there's some where there's some people that didn't they didn't read them. Well, in those days."
Walter Currin,00;13;55;21,00;14;01;24,"Well, I don't know. I couldn't say that because I never went around saying that."
Sam Schrager,00;14;01;26,00;14;05;02,"Well, just when you say if they didn't like you, they really didn't like, well."
Walter Currin,00;14;05;02,00;14;28;19,"If you done something to them that to make a mad while they were mad and stuff like that. If you've done some jerk or something and and something that hurt him, why no they didn't. Or you if you just treat him, fight and, treat them right. Can you do me a favor? And they do you one thing."
Sam Schrager,00;14;28;22,00;14;33;00,"what about Jackson? Sundance? Oh, what kind of guy was he?"
Walter Currin,00;14;33;00,00;14;54;29,"Was a fine. Oh, and, boy, he was one of the best bronc riders. He used to come up out there. We lived on the reservation cattle back in, teens in the 20s, they'd have. The talk show was here in a rodeo, and he would come up to him and his wife and family would camp out there, and he'd come in here to the show during the day and back up to his camp."
Walter Currin,00;14;55;01,00;15;00;07,And he was a fine old fellow.
Walter Currin,00;15;00;10,00;15;07;08,"Yes, sir. But not he'd you get one of the better one for."
Sam Schrager,00;15;07;14,00;15;13;15,"as far as ride goes, I guess I heard him. He was all over the country. Pendleton."
Speaker 5,00;15;13;18,00;15;17;03,He won the world championship. A penalty that's down there.
Walter Currin,00;15;17;06,00;15;23;29,"Yeah. Oh, he was a dandy and not necessarily need to be around if you ever see him there."
Speaker 4,00;15;23;29,00;15;25;22,This time. Malvo. I heard him.
Walter Currin,00;15;25;24,00;15;32;16,You killed him with this bill telling George. Bill telling you you were the finest only to be around.
Sam Schrager,00;15;32;19,00;15;49;10,"Somebody told me about telling how, considering he was, he'd gone and stayed at their place, and, he was doing some random work with him, and. And he was the only one that really said. Well, and your your cooking was great. I enjoyed, I gotta tell you."
Walter Currin,00;15;49;12,00;16;11;14,"He used to get up in the morning. Little place there on the river, go out and take a swim in the clear water in the late fall, pouring ice. Get out, get on a little horse and come up to the to the right there. And he got there and we were having breakfast and had breakfast with it. And he didn't know while take off, get back to the river."
Walter Currin,00;16;11;16,00;16;18;09,He used to make jerky and bring it to us. And he was very considered old folk.
Sam Schrager,00;16;18;11,00;16;21;14,"Was he was, you know, mad this time when he was driving, diving in the."
Walter Currin,00;16;21;14,00;16;32;02,"River. Yeah, yeah, yeah, he was around late 60s and 70 in there. He always took a swim in the polar."
Speaker 4,00;16;32;05,00;16;33;18,I don't remember him.
Walter Currin,00;16;33;18,00;16;34;10,I never saw him.
Sam Schrager,00;16;34;10,00;16;39;12,"You bet did, Jackson. So that's everything to you? I think about riding."
Walter Currin,00;16;39;15,00;16;51;04,"Well, he gave me quite a few pointers. Of course, I don't kid growing up. About that time and I learned a lot from Jackson."
Speaker 4,00;16;51;06,00;16;52;26,"Yeah, I guess he was."
Walter Currin,00;16;52;28,00;16;58;23,"Was lucky he'd write him and I'd get fooled around, get bucked off."
Sam Schrager,00;16;58;26,00;17;01;03,Were you interested? Were you interested in that? Right?
Walter Currin,00;17;01;08,00;17;22;27,"Yeah, I like it, I liked it. I used to break horses in the winter. Yeah. Summertime course. Have to busy with farmers. We farm by horse. I'll have 2 or 3 saddle horses around that. I like messing around with horses, cattle real good."
Sam Schrager,00;17;23;00,00;17;33;08,"Oh, this, this broke right in it. it was there. Was there much rodeo in around here? Oh, yeah. Kids have a chance to learn about."
Walter Currin,00;17;33;11,00;17;58;23,"Oh, yeah? Yeah. You take old farm kids. How do you get. Well, they had cattle and stuff, of course. Take it out. Right. Calves and stuff more. You know, on the farm, they all had an idea that they want to ride. So I think, you know, do it themselves sometimes nobody would tell them, just get out."
Walter Currin,00;17;58;25,00;18;06;03,"Oh, lot of fun. They'd get booked off."
Walter Currin,00;18;06;05,00;18;10;09,Farming different now. It's all machinery. Now it's in the horses.
Speaker 4,00;18;10;11,00;18;14;12,"You know, thrash machine stuff."
Sam Schrager,00;18;14;14,00;18;23;29,"Did, did Jackson Sundance ever? I mean, would he fool around on the horses whether or not he was in a rodeo? I mean, you have his own string or anything, you know."
Walter Currin,00;18;24;01,00;18;31;28,"He had horses, but he never had a rodeo string. He just went and rode and shows."
Walter Currin,00;18;32;00,00;18;48;06,"Yeah, he was he just. He come up there and camp and come here, and he they always go and camp where when he was, he was riding on a 50 beef. Same way all the way Western Pendleton where they had a show where he'd go ride."
Sam Schrager,00;18;48;09,00;18;51;26,"All that was this, this Jesse horse show. Was that a rodeo town?"
Walter Currin,00;18;51;28,00;19;16;21,"Well, they had the rodeo. And in connection with the horse, show them days. Why, they had to find horses around, draft horse out. Then they'd have. Oh, maybe the they'd have the last day of the show. They'd have a rodeo. And Anthony had some bucking horses around the country way they wasn't at that time. There really wasn't any, special rodeo."
Walter Currin,00;19;16;21,00;19;34;25,"Strange. Everybody out of country, out of horses. And if they hadn't worked auction, they thought it was a good button, or they'd bring him in and they'd drive out. They'd have to show them that way. But they never hired, strain. Like, did you ever string a horse? Like to do it? Loosen it around to put on the shows?"
Sam Schrager,00;19;34;27,00;19;38;25,"But that's what Sundance was here for. To be for that, for the horse show that he'd come."
Walter Currin,00;19;38;25,00;19;55;19,"Well, he'd come for the worst show on the bronc. He same way with Pendleton. He went down the hill to right there. We didn't have. Of course, now it's more like they have they have these regular strings and come in."
Sam Schrager,00;19;55;22,00;19;59;11,"Well, to this draw people in from, from, very far and."
Walter Currin,00;19;59;11,00;20;18;10,"Oh because all these small towns right here was come and oh, we had rodeos here. The Hannah boys used to come in and put on rodeos here. August Campbell, Jett Sams had horses and we all had horses. But he with them put on a show here."
Sam Schrager,00;20;18;12,00;20;21;07,I guess he used to do that rodeo in two way.
Walter Currin,00;20;21;08,00;20;38;02,"Oh, yeah. He had a bunch of horses out here on the rim and him and Chet Sams, they can bring their stock in. So everybody, like I said, had a buck more to bring them. Well."
Walter Currin,00;20;38;04,00;20;41;21,"You know, that made it fun for all."
Sam Schrager,00;20;41;24,00;20;45;12,Was there was intellectual on and off for a guy like Jackson Sundance for.
Walter Currin,00;20;45;14,00;20;55;15,"Well it all depends on what your, what your purse was for Championship. Each little show was had probably a different purse. You know."
Speaker 4,00;20;55;17,00;20;58;09,How the Madison had as much I do know I don't know.
Walter Currin,00;20;58;10,00;21;00;07,"Nothing about, you know."
Sam Schrager,00;21;00;10,00;21;14;08,"you know, I don't seem to me like you're all that big now either. At some of these guys can ride the circuit. The champion and the national champion could maybe have $50,000, which have so much in there to other. Yeah. Other jobs. Oh, no."
Walter Currin,00;21;14;10,00;21;27;26,"Well, for the chances they take and the rougher, rough part of it. Why he doesn't do much. Of course nowadays then days you rode a horse to a finish. Now you're riding so many seconds."
Sam Schrager,00;21;27;29,00;21;29;22,Your own to a finish. What do you need.
Walter Currin,00;21;29;27,00;21;41;13,"To work with that? Well, yeah. You know, now they run eight seconds and take whatever it is they let you sit down."
Sam Schrager,00;21;41;15,00;21;44;21,"Well, how long could a working and so."
Walter Currin,00;21;44;23,00;21;50;00,Some of them go quite a ways. I never stuck with Wilbur. Enough of them to go all the way with.
Speaker 4,00;21;50;02,00;21;55;03,No I don't know. I'm thing about.
Walter Currin,00;21;55;06,00;21;58;26,I guess.
Walter Currin,00;21;58;28,00;22;08;17,"Yeah. They. Yeah. Well, what sport. You never know when you want to get hurt."
Speaker 4,00;22;08;20,00;22;10;12,"Did you get it right? Yeah, I did."
Sam Schrager,00;22;10;12,00;22;12;23,You did you do much road riding yourself?
Walter Currin,00;22;12;27,00;22;33;02,"And I never run the show too much. I was usually. Oh, I usually work, just pick up my days or something like that. When I never really run the shows too much. Sometimes. Try it."
Walter Currin,00;22;33;04,00;22;44;01,"Out. But I never had the time to get away. To follow the show every on the farm. No work and stuff. So, I never had a chance to get away. Much."
Sam Schrager,00;22;44;03,00;22;48;08,Did you ever over at the village show over there to work in it?
Walter Currin,00;22;48;10,00;23;14;17,"Have. Well, I didn't work and I went over that. Old people tell it one time. Knock you to kid road. No, the race horses. Resources have to show. And one one year he took me over. I had these two. These horses are keeping up on the ranch. He took one of over and took me along with him. We had a good time down there."
Sam Schrager,00;23;14;19,00;23;18;05,Which they sure do. Which guy?
Walter Currin,00;23;18;08,00;23;43;08,"Well, Hayden was on or Bulldog. He's a steer on one side. Well, the dog comes on the other sometimes running in the stock and back on the work, but just right rider off and running up. Pick him up, take the saddle off of him and pick up a rider horse. Quick Buck and are you running in? Pick the horse up, snap him up and take the rider off on back."
Walter Currin,00;23;43;08,00;23;52;27,You on your horse and then he going over it. He was take that. Take him back in the saddle off him. So.
Sam Schrager,00;23;53;00,00;23;59;29,You know we start me. Is this really dangerous a dangerous game? I guess that's because I never been much of a rail.
Walter Currin,00;24;00;04,00;24;24;22,"You never knew where. What the horses were going to do. Sometimes some of them were trying to figure knock you out of the saddle, and some of them would want to keep on bucking. So you just never knew what the horsemen sounded. Right? So it made. When you went in there, you just took your chances and."
Unknown,00;24;24;25,00;24;29;07,Or when you.
Sam Schrager,00;24;29;10,00;24;36;03,"I just think you holding on. how did you do that? I mean, when you were when a horse was buck. And what was a way that you learned?"
Walter Currin,00;24;36;08,00;25;08;00,"Well, you wouldn't dare. You wouldn't dare go grab the saddle horn or they disqualify you had your your bucking reins and your saddle, and you ride with your balance to the horse, over the horse. So it was just it's a game of its own. Some get good, some never learn."
Walter Currin,00;25;08;02,00;25;09;18,Yeah. You.
Sam Schrager,00;25;09;21,00;25;14;22,I wonder where a guy like some dancer Jackson Sundance will pick it up.
Walter Currin,00;25;14;25,00;25;42;02,"Well, he told us when he was a kid. Ride buffaloes. Yeah, when he was a kid. See him, know people and go for a good ride or two. But he never rode rodeo. Also mountain. He used to ride buffaloes. He take these, ride these old bulls with the saddle or bareback. Since he's the one who didn't. Show he did what he did when he was from a kid."
Walter Currin,00;25;42;02,00;25;46;25,At that way.
Sam Schrager,00;25;46;28,00;25;59;22,"When they end them rodeos, what do they have to go like nowadays? You know, they got all that? some some of them have a lot of carnival Florida, you know, where they have where they have to go with them in that days."
Walter Currin,00;25;59;24,00;26;09;06,"Well, anything special? Some would have, maybe a little carnival and some didn't."
Walter Currin,00;26;09;09,00;26;55;04,"They just put on the show in the afternoon, usually have a ball game in the morning, baseball the afternoon. Be a rodeo. Sometimes they'd, get a little carnival in fairground Ferris wheel or something like that from sideshows."
Sam Schrager,00;26;55;06,00;26;58;15,Really sounds like that.
Walter Currin,00;26;58;18,00;27;05;05,"Oh my gosh, what a fun. It was a lot of fun. Always give something to do."
Sam Schrager,00;27;05;07,00;27;15;03,"But you say, like the horses stuff in those rodeos, they worked. They. They were brought in by people, or. I mean, they didn't like it is now. No."
Walter Currin,00;27;15;05,00;27;41;23,"You know, the first one had ever come in Genesee with a bucking stream was George, the Hanna brothers had in 1929. They come in ahead of time and they kept brought in a bunch of horses. And, anybody had a good bucking horse, they'd try him out. And if he looked like he'd make a good bucker, that either by him or trading another horse for the modern looking horse."
Walter Currin,00;27;41;25,00;28;06;27,"So they they stuck right here all in the two weeks, every. But they made sure they put it on the spot 3 or 4 days short. Yeah. Over the 4th of July celebration would they were they had an awful good string of horses and they were nice horse to work with. George Hannah. You know what I know for that now, he lived down here in the roost in Orchard someplace."
Walter Currin,00;28;06;27,00;28;27;19,"But they did. They don't have this string anymore. He's all he's way up in age now, so he got to go down. It. Oh for that. But he still monkeying around. He like stock him."
Sam Schrager,00;28;27;21,00;28;30;29,They give him and they go all around the country. Other place. Oh yeah.
Walter Currin,00;28;31;02,00;28;35;13,Wherever they wanted the contract to come in the and string. Why they go in.
Sam Schrager,00;28;35;15,00;28;38;10,And that was as a part of the stock show and rodeo that they had.
Walter Currin,00;28;38;11,00;28;59;12,"Well I mean yeah. See they quit having the stock shows afterwards, but then they had rodeos around in here. I know I wound up with the Hanna boys. I worked with them here in 2019, and I went up with them to, the Riverside Park up there toward college. And wasn't he was in here twice. March, Uniontown, wherever they could."
Walter Currin,00;28;59;14,00;29;07;03,"They don't recommend. Pretty sure why they bring your rodeo stuff here. Put it on, let it."
Sam Schrager,00;29;07;05,00;29;16;24,"I got it then. I'm not real ignorant about, you know, bucking horse. Oh, yeah. When they used to tell that you're saying that only some horses were would be buggers."
Walter Currin,00;29;16;24,00;29;35;04,"Yeah, not all of them would be. Well, maybe they'd come out maybe once. Next time they were quit and wouldn't do a thing. And a lot of them are just keep on getting worse. That's where once a string they like to get older, some."
Sam Schrager,00;29;35;07,00;29;41;21,"Oh, how well were horses cared for in them days? You know, all the farms in stock."
Walter Currin,00;29;41;24,00;30;15;28,"Well and older and on the individual. Most of them took good care of their stock, and some of them just not quite as good as he they had to because they had to depend on him for their farm work, you see, see and running ahead, a reminder, you know, employment coming back. Come back tomorrow. Yeah. But, all the way from, oh little by over 12 up to 32 had horses up."
Walter Currin,00;30;16;01,00;30;20;09,On these old ground folk combined.
Sam Schrager,00;30;20;11,00;30;25;15,"What about, what was the the size of the horses?"
Walter Currin,00;30;25;17,00;30;40;13,"Oh, they'd run far away from or 1210 1617. Oh, yeah."
Sam Schrager,00;30;40;15,00;30;45;03,"Did they have a lot of different kinds, or was,"
Walter Currin,00;30;45;05,00;31;06;28,"They like that old? There was, Shire Elk and birches were mostly around this country, and that sometimes you just mixed breed, you know, that was the three main group horses they had around."
Walter Currin,00;31;07;01,00;31;13;03,For the farm work.
Walter Currin,00;31;13;05,00;31;31;10,"On account of the flu epidemic. Well, I was running around out there at the ranch, and, old man, we'd come up. You know what I was doing mucking around after school? I don't want any, because come. So his daughter was teaching. His daughter Joanna was teaching down on the county grade school. Hey, Tommy, come and get my books."
Walter Currin,00;31;31;10,00;31;53;03,"And so I did. I finished the school year down there. There was six of us, five kids, 18. And that was besides the school we had good old school. She was a real good teacher. Joanna was she's passed on now. But it was I had a real good year down there."
Sam Schrager,00;31;53;06,00;32;02;27,"With it. Where are you? Where did you go to school before in Tennessee? Oh, how what was the difference between a school here? The town and a school entry like that? There wasn't."
Walter Currin,00;32;02;27,00;32;22;17,"Any difference. Only here in town. We had our one grade, you know, or two grades. And down there we had all the way from the first to the eighth grade. Yeah. We rode a saddle horse. Her brother and I rode from up here on the hill. Then after spring last year was boarding down there with a couple of family."
Walter Currin,00;32;22;21,00;32;34;27,"So then she used to ride a horse down with us two in the morning till school was out and I know just the atmosphere being out in the country, you know, but I right."
Speaker 4,00;32;34;29,00;32;39;06,"I don't know, one day of school, I know it closed in Kokomo near to."
Walter Currin,00;32;39;09,00;32;43;02,Well it was called Genesee right here.
Sam Schrager,00;32;43;04,00;32;45;17,We did many people were out here. They got the flu.
Walter Currin,00;32;45;17,00;32;59;17,"Oh, everybody had it. We lost. oh. Several around here. One man and wife both died within a few hours of each other. All this, an awful lot of died around here for."
Speaker 4,00;32;59;19,00;33;03;11,At was the first time I think I shifted that year. I remember.
Walter Currin,00;33;03;14,00;33;10;07,"You know, I was pretty lucky too that year. But it was bad. Real bad."
Speaker 4,00;33;10;09,00;33;16;28,"We had to shake it. I mean, and we have Gene Clark. Yeah. Monkey."
Sam Schrager,00;33;17;01,00;33;20;16,And you get to play these games when you went down there.
Walter Currin,00;33;20;19,00;33;38;21,"Oh, yeah. You played any game with you and you get down there. We Mike Sweeney and I, we had two boys from up here on the hill. We played with him down there in games and stuff, but it's always there when you get down. Played stick game and stuff like that. Kids, Indian kids, you know, different little things."
Walter Currin,00;33;38;21,00;33;49;00,"They had stick game. Yeah, they played that. I don't remember how the devil we did play it, but now. But and then they played just same as us kids too, you know."
Speaker 4,00;33;49;03,00;33;52;25,They started playing more.
Walter Currin,00;33;52;27,00;33;55;21,They like baseball. We play it down there.
Speaker 4,00;33;55;23,00;33;59;17,"It's friends. And now he was never around, you know."
Sam Schrager,00;33;59;17,00;34;04;13,And he's park and the theory.
Speaker 4,00;34;04;15,00;34;06;01,I don't know.
Walter Currin,00;34;06;04,00;34;09;04,Y'all. That was we had to change.
Speaker 4,00;34;09;05,00;34;16;13,Their plans and use the levy area. But I guess it was no real.
Walter Currin,00;34;16;16,00;34;31;19,"Yeah. If you contact me on my, he can probably give you a lot more history further back than I can go to the farm. Well, he's in his 80s now, and he's an old timer here."
Walter Currin,00;34;31;22,00;34;35;21,"Because I lived out here in the country, I missed a lot of city life."
Sam Schrager,00;34;35;24,00;34;38;21,When did you start working in on a farm?
Walter Currin,00;34;38;23,00;34;43;01,"How old were you when you. Oh, I left 12 years old."
Sam Schrager,00;34;43;03,00;34;44;23,When he started on doing.
Walter Currin,00;34;44;29,00;34;50;01,Row driving team. How team? Different things in the field.
Speaker 4,00;34;50;01,00;34;51;23,A lot of kids used to start in the.
Walter Currin,00;34;51;23,00;34;55;14,"Porch helping in here, mowing hay, raking."
Speaker 4,00;34;55;16,00;34;57;21,So I had to do that. I guess.
