speaker,timestamp,End Time,words
John Cushman,00;16;34;25,00;17;05;23,"I never had any trouble, getting actors at home. The men always seemed to be willing to take part there. One year I had a bad time of it back east during the First World War. You see, that came around 1917. I didn't read that 1919. I had one play to do, and I had about one man. Oh man that I could count on."
John Cushman,00;17;05;25,00;17;40;12,"So I chose a little play that was based on a famous novel called Cranford. Did you have you heard of that? Cranford? That's. It's really like a Jane Austen pay, a lots of country ladies in, and, it turned out to be a good play anyway, for, for the war, there's hardly any undergraduates on the campus, and we had a bad time."
John Cushman,00;17;40;15,00;18;16;11,"We had no, I never got that band. And so that is not my problem. when you are now, out here, we did have that two main plays. I say graduation play is seen as a happy graduation by that, was before my time. So I always had enough of time. We had the play and the regular plays and the auditorium."
John Cushman,00;18;16;13,00;18;44;23,"And the next morning, Sunday morning was the commencement. So they had to clear out everything on the stage and have it ready fixed for the morning. And so I tried to get a play that wasn't too long. And some of the best grades we did with those commencement plays, I did one called Pygmalion. You know, and it was awfully well done."
John Cushman,00;18;44;23,00;19;17;03,"My, hero lead was in, a fellow who became a famous, chemistry man, very like Malcolm Renfrew. And he settled in, California. In Los Angeles, he was trained at nothing at, one of those schools in Chicago. And, he did that play. His sister's name was Verna Johannes. And you have her name?"
Rachel Foxman,00;19;17;06,00;19;17;27,I don't believe.
John Cushman,00;19;17;27,00;19;56;25,"She. She was connected with the way the. And home economics school, ma'am. And then went over to alma and she married in about 35, and her husband died within a year. It was rather tragic. All right. Happy life. She was on Mac. I guess, the the first play I did hear you're interested in that spring sometime."
John Cushman,00;19;56;28,00;20;29;28,"I was at Brown. I had to be going to Boston. I lived in Maine, so I was going to Boston. And so I'd stop up and see a play. And this one was very, very, very, very rare. And she, was very famous and and she was in this play called The Amazons that has an arrow. It's about a mother and a lord and lady who live in England."
John Cushman,00;20;30;00,00;21;15;00,"And, they bring their three girls at, like, boys because their father was so disappointed not to have boys. And so they were right. And that they also tried to keep all men away from them. And the comedians. Oh man, we did this up in Derry and we did, Saint Lucia and I started that quite early. This thing at that time we played in Kellogg and Wallace and and, the ones out by the lakes got good and, father up."
John Cushman,00;21;15;02,00;21;27;14,I'm having how old you are. I know when people made firm exits who couldn't near together that moment.
Rachel Foxman,00;21;27;16,00;21;29;28,Where the play's pretty well received.
John Cushman,00;21;30;03,00;22;04;29,"Oh, yeah. Oh, yes, they were. There's first play which I entertained the hero of, just a short time ago. He came back for his 55th anniversary from Boise, and, he came here to this apartment, and he now lives in some quite the same time. He was a lawyer, trained as a lawyer. They loved you. He never liked me very much because I had distracted some of his students."
John Cushman,00;22;05;02,00;22;36;15,"Another one of them became a judge. And here's one of my best actors. I had time with these lawyers because they were trained in high school so rigidly that they couldn't relax and take different parts. they could make their voice sound so they could be heard at something where they display the Amazons is a very strong, I think, a pretty good high school grade would me."
John Cushman,00;22;36;18,00;23;28;25,"At any rate, Berger did it charmingly and amusingly. And so I did that for my first show. of course, had much easier doing plays because they didn't have so many movies, you see, and so they hadn't seen the plays that I chose. And there were several John Jay writers then, and I never I always chose Broadway plays and Shakespeare, some of my best actors, Romeo and Juliet and I, and we used to take those two Spokane because in the spring the teachers, met up there and they hope to get their first jobs, at the meeting."
John Cushman,00;23;28;28,00;23;59;15,"And so they, the, the president of the university would generally get us an invitation to appear and then version characters. And so I took the, my scenery for, Romeo and Juliet, which is staircase. I didn't know that that would be made. And and, way to the local gray man to target up that part and we."
John Cushman,00;23;59;15,00;24;14;09,"Yeah. No time. we had Martin likes to use, you know, spot lighting. And that's what makes those things work."
Rachel Foxman,00;24;14;11,00;24;21;00,"When you, when you first came here, I suppose you did some performing in the UI."
John Cushman,00;24;21;02,00;24;48;16,"Did you ever. Yes, yes, that's where we finally went. I had that from my office to. I occasionally had my some of my regular English classes. I know the name. Of course it was. I was over there. They just came into my office and sat around a circle long like that was in that class. And,"
John Cushman,00;24;48;19,00;25;23;00,"The first year I was here, I had non dramatic literature, English and advanced English class. I saw one of the girls last summer, and she's in her 70s, having, and because she doesn't look the same and, but I was so amused that I was hired to do the plays and have the non Shakespearean plays."
John Cushman,00;25;23;02,00;25;43;24,"and Doctor Miller, who was my chief, also had, Doctor Kittredge from Harvard in Shakespeare. So naturally, he wanted to do that, and they'd do it for several years before I came to it."
Rachel Foxman,00;25;43;26,00;25;50;01,"When would you use the, the you had facility instead of using the auditorium?"
John Cushman,00;25;50;03,00;26;18;07,"that never happened. I always use, I always use, yes. I was in a scrap with the music head because he wanted to use it. I had to go to the president sometimes to get my share. I used to happen to. I did, Jennifer. Hi, coach. Wherever I am indeed. Today, singing and I have occasionally done things like that."
Rachel Foxman,00;26;18;09,00;26;20;11,Was the you but not big enough for you to.
John Cushman,00;26;20;11,00;26;49;00,"Use. Oh, no. Is that one? No, no. We, we would try it for things that we wanted to do. We used masks, for instance, for some of our plays, one actors, we tried usually those things. no one actors. And so but we found that the match closed in their voices to match. We didn't know how to make them."
John Cushman,00;26;49;03,00;27;00;21,"Exactly. one of the girls liked the idea of making Mash, and so she did. And and we used that kind of help, how we could."
Rachel Foxman,00;27;00;22,00;27;03;09,What kind of play would you use that mask?
John Cushman,00;27;03;12,00;27;17;10,"Well, it is something connected with a desert down around New Mexico, I can't remember. They must have been. Spanish? Mexican."
Rachel Foxman,00;27;17;12,00;27;19;01,So it was rather experimental.
John Cushman,00;27;19;01,00;27;20;19,"Oh, yeah. Yeah. Is that."
Rachel Foxman,00;27;20;19,00;27;21;17,What it was used.
John Cushman,00;27;21;18,00;27;52;08,"For? That? That we did? You, a lot of it. Not always. Sometimes it was testifiers and some the actors that they go, I hated to memorize parts and so forth, but then I could tell from the work they did. And when I paid, if I could depend on them for, long practicing."
Rachel Foxman,00;27;52;11,00;27;59;10,"Well, and I don't I don't know if I understand. When you first came here, was there a Department of Drama or was there."
John Cushman,00;27;59;11,00;28;03;01,"No, there wasn't, there wasn't, I developed that."
Rachel Foxman,00;28;03;06,00;28;04;25,And when did you develop the drama?
John Cushman,00;28;05;00,00;28;32;24,"I couldn't tell you. I developed so the the club that they wanted had. And so we had a little pen that looked like a draft card. And we called the club the garden club. The garden. Yes. And that was about the time. It's correct. There was a student. you see, I had her when she left. She came here first."
John Cushman,00;28;32;24,00;28;59;13,"She tried out and she went off to college, and then she came back after 2 or 3 years, as an assistant in the department. Well, she came back where I tested. I had, to teach full time in English. And then she took over that. Who had joined in?"
Rachel Foxman,00;28;59;16,00;29;03;22,"When you would do plays, would you be the one that would be designing the sets as well as."
John Cushman,00;29;03;22,00;29;41;24,"I did all of that? Yes. I had some very good help. I had a college carpenter. He was a wonderful carpenter. And he do these broad staircases. They were far too heavy. when I was in Syracuse, I did a play for the Drama League, which was a national organization, and did it downtown and run the big city theaters and, I did a play that one of the the local janitors recognized."
John Cushman,00;29;41;26,00;30;06;09,"He said, I know what this is. I used to do this in New York. I printed, I worked on the play in New York, and it was at a set, the fire. And that was my Barry. And the reason why this, that and the first act. A young girl had decorated the apartment and she tried different kinds of wallpaper."
John Cushman,00;30;06;11,00;30;20;14,"So there's all kinds of on paper, everything was crazy about the set. So of course I felt I was setting the stage. I would recognize that."
John Cushman,00;30;20;16,00;31;00;19,"And, And Romeo and Juliet, Mercutio died, of course, about the middle of the play and, then he became the stage manager. So he had a skullcap on his head, and he was directing the evening of the, the the drops overhead when the curtain accidentally slid open the same her costar, the dead, my character doing the things with his wings and and so he had chagrined."
John Cushman,00;31;00;21,00;31;41;16,"Been a reader ever since I did. Who do that, too? I had done it before I came here, and I did a group of plays in the Episcopal, Guild Hall, where they had a little stage, and we used to read the plays with a book in a hand, and we'd act them out and found myself one evening during a fight in, court with a married lady."
John Cushman,00;31;41;19,00;31;55;03,"Man. Yeah. Who he has been doing when the bat. So she was reading out a book in in the bed, and I, So."
John Cushman,00;31;55;05,00;32;12;23,"We used to play every two weeks without food for dresses. We didn't memorize them. You see, we had them, and they worked very well. I did that for years. And that's beside the page I did on the campus."
Rachel Foxman,00;32;12;26,00;32;17;17,"How long would it take you to do a play that you do on the campus? A full length,"
John Cushman,00;32;17;20,00;32;22;07,I suppose six grade six weeks for the the one at Grace?
Rachel Foxman,00;32;22;07,00;32;25;27,And how long for the full length plays?
John Cushman,00;32;25;29,00;32;40;26,But not much longer. But we'd have more rehearsal. They had them sometimes in the afternoon they it and grab hammock. after rehearsal it would be that long.
Rachel Foxman,00;32;40;28,00;32;43;27,"And you were teaching drama classes in that time too, as well?"
John Cushman,00;32;43;27,00;33;29;18,"Yes. We organized, introductory courses and advanced courses and, did advanced writing, too. in my early years, I was very interesting. I, I was enjoyed I think my best course was great books and I started that in 25. And Professor President Dell asked me to do it for the business school. So we'd have about 150. And I had three Episcopalian daughters who would read my quizzes."
Rachel Foxman,00;33;29;21,00;33;31;23,Sounded like they spread you pretty thin.
John Cushman,00;33;31;23,00;33;58;25,"Yes, yes, I had did that. And after I stopped being had, I did that and I had about five classes I taught till I was 70. You see, most of them stop at 65. And it didn't seem to cause me any trouble. And I enjoyed it a lot."
Rachel Foxman,00;33;58;28,00;34;11;20,"You know, it's I've, one more question about theater right now. It seems to me that they don't do as much Shakespeare now on the campus, it sounds like when you were there, they did not."
John Cushman,00;34;11;22,00;34;29;20,"they had a star was bobbed hair, and I protested it, for acting, you see. And, they quoted it. And when they asked me about this, I noticed what I had to say about,"
Rachel Foxman,00;34;29;22,00;34;31;09,And what was it that you had to say?
John Cushman,00;34;31;13,00;34;56;02,"Well, that I didn't approve of it because I didn't want to have to work with bobbed hair. I want them to have as long as you have. and we could do all kinds of things with that. A of course, they have gorgeous hair for Shakespeare. As far as the men go. They have really beautiful hair. Some other."
Rachel Foxman,00;34;56;05,00;35;01;10,They do. Do you think that people could understand Shakespeare better though them?
John Cushman,00;35;01;12,00;35;36;07,"Well, I had Mr. Jennings and he translated Shakespeare's plays and even Doctor Miller, Max Siberia, he'd recognize it. We had translated everybody didn't realize it. He could understand it. and you say in there. And he did, he did Romeo and Juliet, you know, in the movies, too. And, he was used to that."
John Cushman,00;35;36;09,00;35;40;11,We had some very interesting people.
Rachel Foxman,00;35;40;13,00;35;42;13,Mr. Jennings sounds like.
John Cushman,00;35;42;15,00;35;54;27,"Yes, yes, he was a fine, fine writer. Even Professor Baker found him a fine writer. He did 2 or 3 plays for him."
Rachel Foxman,00;35;55;00,00;36;00;06,Can you tell me at all what that pageant was like? Night on the mountain?
John Cushman,00;36;00;08,00;36;27;06,"Well, yes, it was pretty good. we, competed that year the first time with, Well, why, they they did that as more artificially more. Their staging was built. Well, good. mountains were built on wood."
Rachel Foxman,00;36;27;08,00;36;30;00,So now what was the competition?
John Cushman,00;36;30;03,00;36;55;11,"Well, that, you see, we did naturally on the athletic field. And so we'd look up on the top of the hill there. They have read him and Abe golf is up there on a wooden horse, and he showed only when he turned the light on. We had some trouble with our lighting at first, but I finally got that better."
John Cushman,00;36;55;13,00;37;25;16,"Professor Johnson of engine of mine. Electrical engineering. He was the head of that. He did that program. And then we had an electrician. We have his name in reverse, and he's not very, but he was on the campus here, and he did, that, man."
Rachel Foxman,00;37;25;18,00;37;28;28,Who came up with the idea to do this pageant.
John Cushman,00;37;29;00,00;37;53;27,"Doctor Miller, I think because he had taught it, Sam. And he has studied it in the East in pageantry, had been well known of college and, it was a way of getting, you know, early English plays, you know, and, so I think he started it, I didn't."
Rachel Foxman,00;37;53;29,00;37;57;11,And he and Talbot Jennings wrote the play for him.
John Cushman,00;37;57;14,00;38;15;23,"Well, he worked with me on that. Coach and officer, Professor Brosnan, who was a American history man. But we had a great big committee where the Danish women and we had the president, university and all sorts of people."
Rachel Foxman,00;38;15;29,00;38;18;06,How many people did you have in the production?
Rachel Foxman,00;38;19;01,00;38;19;22,Could you.
John Cushman,00;38;19;25,00;38;52;06,"Write? I couldn't say I had to have a lot. I have and some of the pageants, some of the later ones, Miss Collette and somebody who did Mr. Chavez's work, he would be doing it. I didn't finish talking to you. Did, about the assistants I had? One of my actresses has to Brown. Harry Bran is his name, and he was a painter."
John Cushman,00;38;52;08,00;39;19;21,"He was painting. Where is your garage? He painted houses and things like that. And so he used to paint on machinery for me. And that was kind of how I would have been no good at it. Now, that summer, when I worked at Harvard, they sent me to getting doorknobs and things like that, and I was no good at all to that."
John Cushman,00;39;19;23,00;39;46;01,"I didn't happened to have done that kind of thing as a boy. So I'm in them here having done all that. And I would advise a person not to take so much French, Latin as I took. I could a those as well as my English. You. I got about it at Brown. We didn't have any major work."
John Cushman,00;39;46;03,00;39;58;07,"They told us what we had to do and that we did, and we had practically no choice. And it still does good work."
Rachel Foxman,00;39;58;09,00;40;04;10,"Well, when you say that you, had a competition with wall and wall or was it like,"
John Cushman,00;40;04;13,00;40;10;24,"I mean, you say in the area, I mean, oh, for people in the northwest. No."
Rachel Foxman,00;40;10;24,00;40;11;17,Was it like the state?
John Cushman,00;40;11;24,00;40;32;01,"Yeah. Like they compete. They compared their show without they have had a one recently, I understand two years ago that was very good trails west. Yes. They. I didn't see that."
Rachel Foxman,00;40;32;03,00;40;36;06,And did they do lower the mountain every year.
John Cushman,00;40;36;08,00;41;06;29,"No they didn't usually I did it only about three times. in all the years I was here, governor McConnell was present. He was in, you know, knows by in, in the story. And so he was in it. And then when we did it in Boise and they, a law firm, I can't think of that name."
John Cushman,00;41;07;01,00;41;22;13,"but they they did it. They were the young boys then something begins with age. I mean, I can't think."
John Cushman,00;41;22;15,00;41;57;25,"I didn't know anything about the history history at that. But Mr. Jennings did. He was an Idaho boy. And, so I depended on him. He. We had a bear. So we had a chapel, and we had a priest. That's what I'm saying. And we had, it started in, well, a group of football men, which I used for Indians."
John Cushman,00;41;57;28,00;42;27;17,"And then we got costumed by getting the Nez Perce Indians up there, and, and they each brought a costume and, so these boys were those. And they look like Indians because they were big husky. But by the time we got to dancing, them, they went through the and then in dance. And then they had a great time."
John Cushman,00;42;27;20,00;43;07;01,"It was like trying to recite chanting around the campfire. That's the way we at it. Or by the campfire. And, we chanted all about Sacajawea, were being swept by some other tribe of Indians and then share bed on a hilltop, with Lewis and Clark, leading them to Portland. And so, and, and we introduced it by that chanting around."
John Cushman,00;43;07;01,00;43;44;27,"They put the campfire, but they, they found they couldn't do their regular football tactics. And then in a breath after to recite that, we got one of our facts. one of the girls danced. Who sang soprano? Now she came, we put her in with the covered wagons, and they were way down the other end. And you looked way down and saw them coming into a set, to protect themselves from the attacks from Indians."
John Cushman,00;43;45;00,00;44;36;04,"And she sang soprano home sweet home, which was lovely. And, they did. Do you know, you can get quite nice effect and then we call the the end, which we planned the that's the barren way. The dances, barren ways. And so they, they, they came down out of the hills with capes on long capes. They come to the ground and they were the color sagebrush and the skirts down and that other and blues and greens and whites of the water come dancing down in among them all."
John Cushman,00;44;36;06,00;45;00;04,"And then they'd rise up in the colors of their yellow and peach color and, the fruits and happiness and things like that. And then the dancing of those two colors, and as the waters and the fruits. And that was the final scene of the pageant."
Rachel Foxman,00;45;00;07,00;45;10;25,"The book, beacon for Mountain and Plain, says the, the scene where there was a lot of square dancing. Was a great favorite."
John Cushman,00;45;10;26,00;45;55;20,"Yes. Well, that Mrs. Brown made her hit and that she was one of the, the partners that you got from some country farm to, there was a horse and buggy across sagebrush and then danced all night and as they did, you know, and then that's where we gathered them horses from the country here we had an awful lot of horses, and they were taken care of, but they, egg department and, we had the horses, we had chiefs."
John Cushman,00;45;55;27,00;46;32;18,"Joseph Pratt who, who tie down his horse because he didn't know a horse alligator. And he had a white horse. He was like a circus. And he had that lovely speech where they sang those and will fight no more forever. And he that beautifully. I think he was a Jewish lad. And his features were right with that, that he probably looked more romantic."
John Cushman,00;46;32;21,00;47;04;06,"at least heroic than Chief Joseph himself. It was very well built. And, there was one child of no idea who was kind of, A star man. We called him, and he would read the signs and, and, prophesy about and kind of preach. And so,"
Rachel Foxman,00;47;04;09,00;47;09;24,I understand one scene took place out of the memory of Dean French's childhood.
John Cushman,00;47;09;27,00;47;13;12,That I don't remember that I don't know that I know that.
Rachel Foxman,00;47;13;12,00;47;18;11,"Something from, was quoted from beacon, from Mountain Plane, I believe it was the Idaho City."
John Cushman,00;47;18;13,00;47;29;12,"Rising. I read that, of course, but I, I would know some of those things that were there. I know the name very well."
Rachel Foxman,00;47;29;14,00;47;34;10,The pageant sounds like it was grand. Do you think they could do it nowadays?
John Cushman,00;47;34;12,00;47;37;01,"Well, they don't have any page to do it."
Rachel Foxman,00;47;37;03,00;47;38;17,No. That's true.
John Cushman,00;47;38;19,00;47;49;09,You where they filled all that back with building. I don't know why they do. I wish they would. I never said yeah.
Rachel Foxman,00;47;49;11,00;47;52;06,It's interesting to hear about
John Cushman,00;47;52;08,00;47;53;24,And.
Rachel Foxman,00;47;53;27,00;48;00;04,"I've heard a great deal about, George Miller. Maury."
John Cushman,00;48;00;04,00;48;03;06,"Was that his name, judge Maury Miller?"
Rachel Foxman,00;48;03;06,00;48;05;14,"Yeah, he was. He was your."
John Cushman,00;48;05;17,00;48;09;00,"Yes, Dean. He was. He hired me. Yeah."
Rachel Foxman,00;48;09;03,00;48;15;23,"He was. It seems to me that, he's quite well known. And then he was pretty well respected."
John Cushman,00;48;15;25,00;48;36;08,"Well, he looked like a, a farmer. Exactly. In overalls. And he would he liked to make farms and he'd dress the bad. And he loved to go hunting. And so he would look that way."
Rachel Foxman,00;48;36;11,00;48;37;24,Was he an Idaho boy?
John Cushman,00;48;37;27,00;48;57;19,"Oh, no. He was from Indiana. And, he had come just two years for, I mean, he was much older and he's been gone about. I wonder how many years his son, his dad,"
Rachel Foxman,00;48;57;21,00;49;03;11,"You know anything at all about, from then called the Hume folks named after Dean. You?"
John Cushman,00;49;03;17,00;49;23;25,"Yeah, I was I don't know how much of a fight there was, but he was a brilliant teacher, and he went to Stanford. He was my dean for the first year. Yeah, but he wasn't here. He was on leave. And,"
John Cushman,00;49;23;27,00;49;36;13,"I don't know, he's ever lived here in my time. And since 1919 that, I don't know what the fight would be about."
Rachel Foxman,00;49;36;16,00;49;43;14,"As I understand that there were, was, big dispute between freshmen and sophomores."
John Cushman,00;49;43;17,00;49;44;16,"No, I didn't."
Rachel Foxman,00;49;44;18,00;49;51;00,"And so that, the dean would just simply have them all line up his teams and play like a rough football game."
John Cushman,00;49;51;03,00;49;54;19,Where I never heard that before.
Rachel Foxman,00;49;54;21,00;49;57;14,I wondered if that had been a tradition when you were here.
John Cushman,00;49;57;17,00;50;02;00,"No, no, it hadn't been, yeah."
Rachel Foxman,00;50;02;03,00;50;04;14,I understand Dean French was a great influence.
John Cushman,00;50;04;21,00;50;11;28,"Oh, yes, I think she is. That the strongest dean in the northwest. The man of the school."
Rachel Foxman,00;50;12;00,00;50;13;10,why is that?
John Cushman,00;50;13;12,00;50;56;11,"I don't know, dates after Pasadena. Cheers. An Irish Cal and, she seemed very dignified. She said she and her junior, Milo, put on her cap and gown for an honorary degree that they each got in Washington, and she couldn't have done it right. I, I used to see Junior minor when I was in college with her husband, Southern and Milo, and they would do all and they changed their name."
John Cushman,00;50;56;13,00;51;27;12,"I was very lucky, as many of us were, who went to, eastern schools regularly and, had the money to go see the plays. And I think the luckiest one I saw was, a nation of, doing the jobs and had a guy and all that. She'd do one after another. I she just love right? Yes."
John Cushman,00;51;27;13,00;52;03;04,"I mean, she learned English, too. She, she talked a rush. And that first. Do you read those books like Gerald Crawford? Gerald Crawford is a producer, and she worked with. And there's an event and, that that other one that has a repertory company in New York, they did several plays that in her old age that I."
John Cushman,00;52;03;06,00;52;10;14,"And I saw her first because she was much, much younger."
