speaker,timestamp,End Time,words
Helen Kellberg Anderson:,00;06;23;10,00;06;35;09,"Oh, I think so. It was quite a depression during those years. I don't know yet how long they lasted."
Laura Schrager:,00;06;35;11,00;06;51;26,You know.
Helen Kellberg Anderson:,00;06;51;28,00;06;57;15,"I measure only for them, and my grandmother passed away. But I remember a few things about her."
Laura Schrager:,00;06;57;18,00;06;58;23,"Oh, what do you remember?"
Helen Kellberg Anderson:,00;06;58;26,00;07;29;11,"Well, I remember when we moved into this house. We lived in a in a sort of a shack before down in the orchard, and and my brother and my aunt and uncle were carrying the store, moving the stove in, and I and grandmother came behind him, he with her cane, and I was carrying the coffeepot. And when he came into the house, my uncle said, now we must have some coffee."
Laura Schrager:,00;07;29;13,00;07;38;17,So that was what you did.
Laura Schrager:,00;07;38;19,00;07;47;20,"There was something else I remembered, which was, the, the cross that your mother made when, Peter Carlson."
Helen Kellberg Anderson:,00;07;47;26,00;07;49;20,Yes. My aunt.
Laura Schrager:,00;07;49;23,00;07;50;05,Your aunt.
Helen Kellberg Anderson:,00;07;50;07,00;08;11;10,"Sophie Anderson. She made a cross out of out of tin cans and shattered it so it held water. And then she filled it with pansies. It was really beautiful, but it was quite heavy. She had sand in there, too, so that they'd stay in."
Laura Schrager:,00;08;11;13,00;08;14;00,Were you young when you passed away?
Helen Kellberg Anderson:,00;08;14;03,00;08;28;24,"Yes, I was quite young. I don't know just how old. I don't know, probably seven, eight years old, I don't know. I really don't know who."
Laura Schrager:,00;08;28;26,00;08;36;07,"Did you have when you were young? Were there things that you did around the house, you know, chores that you had to do?"
Helen Kellberg Anderson:,00;08;36;09,00;08;55;04,"Oh, yes. When I got old enough, I milk cows, took care of the chickens, helped my. And, clean the flower beds. She hadn't raised a lot of pansies. Another flowers."
Laura Schrager:,00;08;55;06,00;08;58;21,"when you were at home, you spoke Swedish, and."
Helen Kellberg Anderson:,00;08;58;23,00;09;25;28,"We always spoke Swedish. My uncle could manage the American language pretty well, but my aunt was not very good. And so we always spoke Swedish. When I started school, I didn't know much about the English language. I even spoke Swedish to the teacher when he asked me questions."
Laura Schrager:,00;09;26;01,00;09;34;00,"What did. What did you think about? What did you. Oh, you didn't say anything."
Laura Schrager:,00;09;34;03,00;09;38;04,Were there other children that didn't know English when you went to school?
Helen Kellberg Anderson:,00;09;38;07,00;09;44;28,"I don't remember, I don't think so."
Laura Schrager:,00;09;45;01,00;09;47;10,Did it take you? Was it hard to learn?
Helen Kellberg Anderson:,00;09;47;11,00;09;54;23,No. I think it came quite easily.
Laura Schrager:,00;09;54;25,00;10;05;17,"Did, Do you know anything about the tuberculosis that was on the ridge here? The, children that died?"
Helen Kellberg Anderson:,00;10;05;19,00;10;12;26,No. Not much. No.
Laura Schrager:,00;10;12;28,00;10;16;16,It never. It didn't affect you at all.
Helen Kellberg Anderson:,00;10;16;19,00;10;34;04,my husband had two sisters that died from it. And.
Laura Schrager:,00;10;34;06,00;10;42;07,"what kind of things really did you do for, you know, for fun?"
Helen Kellberg Anderson:,00;10;42;09,00;10;45;28,"Well, we had literary societies at the schoolhouse."
Helen Kellberg Anderson:,00;10;46;24,00;11;10;09,"And there were debates carried on about different things. And we had young people, society, Little League, we called it from the church and we met in the various homes in the evenings during the summer, after the programs, we'd play games outside on the lawn. We have a lot of fun."
Laura Schrager:,00;11;10;12,00;11;12;09,Was that religious at all?
Helen Kellberg Anderson:,00;11;12;11,00;11;16;13,The programs were.
Laura Schrager:,00;11;16;15,00;11;18;13,Did you take part in those programs?
Helen Kellberg Anderson:,00;11;18;15,00;11;20;20,Yes.
Laura Schrager:,00;11;20;22,00;11;22;28,What did you ever do there?
Helen Kellberg Anderson:,00;11;23;00,00;11;34;15,I don't remember much about them. I think we mainly spoke. I don't remember much about the programs.
Laura Schrager:,00;11;34;17,00;11;38;10,"Do you remember any of the, games that you played afterwards?"
Helen Kellberg Anderson:,00;11;38;12,00;11;48;18,"Well, we played a lot of Swedish games and saying to them party games, we called."
Laura Schrager:,00;11;48;21,00;11;51;27,Do you remember any of them?
Helen Kellberg Anderson:,00;11;52;00,00;11;53;15,Only in Swedish.
Laura Schrager:,00;11;53;17,00;11;54;18,Could you say no to me.
Helen Kellberg Anderson:,00;11;54;18,00;11;57;23,In Sweden.
Laura Schrager:,00;11;57;25,00;11;59;17,And then tell me afterwards what they.
Helen Kellberg Anderson:,00;11;59;23,00;12;16;28,"You know. Well, I know, I know one in English. We're sailing eastward, sailing westward, sailing over the ocean. You, sailor boy. If you want a good mug, you better be quick in your motion."
Laura Schrager:,00;12;17;01,00;12;19;09,There were movements that went with them.
Helen Kellberg Anderson:,00;12;19;12,00;12;23;20,Yeah. Yes.
Laura Schrager:,00;12;23;22,00;12;27;01,Do you remember any of the Swedish ones?
Helen Kellberg Anderson:,00;12;27;04,00;12;37;23,"Oh, I don't know. Not from good. No. It's been quite a while."
Laura Schrager:,00;12;37;25,00;12;41;17,When did they start doing those cardigans?
Helen Kellberg Anderson:,00;12;41;20,00;12;48;06,"Oh, that was when we grew up."
Helen Kellberg Anderson:,00;12;48;08,00;12;57;11,"In our later teens, I guess."
Laura Schrager:,00;12;57;13,00;13;03;19,Did the church have other activities that you went to or anything?
Helen Kellberg Anderson:,00;13;03;22,00;13;15;20,"Well, I don't remember too much in church services in the morning in sandwich."
Laura Schrager:,00;13;15;22,00;13;17;18,Were those in Swedish when you were young?
Helen Kellberg Anderson:,00;13;17;19,00;13;21;12,Yes.
Helen Kellberg Anderson:,00;13;21;15,00;13;29;26,There wasn't near as much activities in the church then as it is now.
Laura Schrager:,00;13;33;28,00;13;37;18,Did most of the people on the ridge belong to the church?
Helen Kellberg Anderson:,00;13;37;21,00;13;41;09,"Yes, most of them did."
Laura Schrager:,00;13;41;12,00;13;44;07,Did they all go into town together?
Helen Kellberg Anderson:,00;13;44;10,00;13;49;03,"Well, each in their own regard."
Laura Schrager:,00;13;49;06,00;13;53;00,"Did you go to families for, you know, for dinner?"
Helen Kellberg Anderson:,00;13;53;05,00;14;00;23,"Yes, we did then a whole lot more then than we do now."
Helen Kellberg Anderson:,00;14;00;26,00;14;19;20,"It seems that the cars have taken over now. And you go farther, longer distance. You know. Then we stayed close by. More so."
Laura Schrager:,00;14;19;23,00;14;26;17,"Do you remember much about school in the, you know, new days when you went there?"
Helen Kellberg Anderson:,00;14;26;19,00;14;46;18,"Well, we went to school in a one room schoolhouse on a grade one teacher. And at one time we were 44 pupils. Quite a bunch for one teacher. Did they get them?"
Laura Schrager:,00;14;46;20,00;14;49;17,Would you have trouble with the teacher?
Helen Kellberg Anderson:,00;14;49;24,00;15;01;13,Have trouble? Sometimes. Some of the boys did. Sometimes.
Laura Schrager:,00;15;01;15,00;15;06;24,"Did you, Did you go through eighth grade?"
Helen Kellberg Anderson:,00;15;06;26,00;15;12;14,I finished eighth grade at Peoria.
Laura Schrager:,00;15;12;16,00;15;14;14,What did you do after that?
Helen Kellberg Anderson:,00;15;14;17,00;15;23;26,"Well, national schooling I had because we didn't have any conveyance to go to try the high school at that time."
Laura Schrager:,00;15;23;28,00;15;28;28,"I meant more what you you know, after you left school, what you did with them."
Helen Kellberg Anderson:,00;15;29;04,00;15;45;20,"Well, then I worked on the farm up to the. We raised beans and out at that time, and there was. And I had been going around to different neighbors."
Laura Schrager:,00;15;45;23,00;15;47;10,"You know, for the neighbors."
Helen Kellberg Anderson:,00;15;47;12,00;15;58;05,Yes. How long? Didn't mind assemblies much then. Now?
Laura Schrager:,00;15;58;07,00;16;02;14,"That's hard work. And. Well, what do you do?"
Helen Kellberg Anderson:,00;16;02;16,00;16;29;19,"And then? Well, they were planted in rows, so we had to hawk the weeds. And then in the fall, when they were ripe and we'd bunch them. When they were dry, they'd come along and pick them up and put them in stacks. After a while, threshing."
Laura Schrager:,00;16;29;22,00;16;34;13,What else did you grow around here? What else did your uncle grow?
Helen Kellberg Anderson:,00;16;34;16,00;16;41;23,We know ten barley.
Laura Schrager:,00;16;41;25,00;16;43;11,He had an orchard too.
Helen Kellberg Anderson:,00;16;43;14,00;16;52;29,"Yes. He had a lot of fruit trees, apples and mainly prunes. We had a large prune out. You."
Laura Schrager:,00;16;53;01,00;16;58;18,Do you remember? When do you remember much about that? Did you pick prunes?
Helen Kellberg Anderson:,00;16;58;20,00;17;18;04,"Well, I was really too little to pick much at that time. The main thing was for grandma to keep in the. Keep me in the house, so I wouldn't go down there and bother them when they were picking prunes."
Laura Schrager:,00;17;18;07,00;17;26;24,"When did they stop that orchard? When did they stop? Did they, chop it down?"
Helen Kellberg Anderson:,00;17;26;27,00;17;41;18,They put it off the trees after a while. I don't know just when.
Laura Schrager:,00;17;41;21,00;17;51;02,Were there any other people on Burt Ridge when your uncle came here? Or was he with those three men? Pretty much. The first settlers out here.
Helen Kellberg Anderson:,00;17;51;04,00;17;57;18,"And we're. I think the Westbridge family came. He, him and his wife came earlier."
Helen Kellberg Anderson:,00;17;58;28,00;18;16;27,And they were probably a few others that didn't come from Sweden. Maybe 2 or 3 families.
Laura Schrager:,00;18;16;29,00;18;21;17,Do you know what lake your uncle lives? Were you?
Helen Kellberg Anderson:,00;18;21;19,00;18;44;15,"Well, I don't know exactly, but I think they had a hard time of it in Sweden. And everybody went to America. And I guess it was just sort of a fever that everybody went here. Got this would be a better country, I guess."
Laura Schrager:,00;18;44;17,00;18;46;11,How long was he in Ashtabula?
Helen Kellberg Anderson:,00;18;46;14,00;18;57;04,Three years. From 1881 to 1884.
Laura Schrager:,00;18;57;07,00;19;01;10,Did you go to Moscow much when you were young?
Helen Kellberg Anderson:,00;19;01;13,00;19;31;07,"Once a year. We went there to do a lot of shopping. Usually in the fall of the year on a team of horses and cherry. We didn't make those trips very often because that would take quite a while. You know. And my uncle brought hay along for the horses to eat in the fields stable, and we'd do our shopping at the Williamson store."
Helen Kellberg Anderson:,00;19;31;09,00;19;45;25,"And he was we have taken that. We came, you know, that was a far distance to come. And he ran a cafeteria there. So he'd always give us a good free dinner."
Helen Kellberg Anderson:,00;19;45;27,00;19;49;00,So that was quite a treat. Yeah.
Laura Schrager:,00;19;49;02,00;19;57;15,Once a year. Did you ever you could get your whole what you needed for the whole year to school?
Helen Kellberg Anderson:,00;19;57;18,00;20;06;10,"Well, maybe this was mainly clothing."
Laura Schrager:,00;20;06;12,00;20;09;22,When did you get into Troy? Much?
Helen Kellberg Anderson:,00;20;09;24,00;20;14;26,"Well, we went in Troy every week. Of course."
Laura Schrager:,00;20;14;28,00;20;17;19,But you didn't go into sharp relief and not.
Helen Kellberg Anderson:,00;20;17;22,00;20;35;20,Get groceries and things.
Laura Schrager:,00;20;35;22,00;20;39;28,Did you know? Did you know your husband for a long time before you got married?
Helen Kellberg Anderson:,00;20;40;05,00;20;47;22,"Oh, yes. We grew up together here on the same ridge."
Helen Kellberg Anderson:,00;20;47;25,00;20;50;18,Went to school together.
Laura Schrager:,00;20;50;21,00;20;54;17,Were you very old when you married?
Helen Kellberg Anderson:,00;20;54;19,00;21;08;03,I was 26.
Laura Schrager:,00;21;08;05,00;21;14;09,"Did, did your husband, did he stay at home before you? He married you."
Helen Kellberg Anderson:,00;21;14;09,00;21;27;13,"Did he? Yes. He was at home working on his father's farm. They were a large family, so there was a lot of work to do."
Laura Schrager:,00;21;27;15,00;21;30;23,Were you close friends for a long time before you got married?
Helen Kellberg Anderson:,00;21;30;25,00;21;39;07,Yes.
Laura Schrager:,00;21;39;09,00;21;42;08,"Did you, Did you work out at all?"
Helen Kellberg Anderson:,00;21;42;10,00;21;54;27,"No, I didn't. I did plenty of work to do right here."
Laura Schrager:,00;21;55;00,00;22;18;19,"I know you told me a lot more than you come in. You know you're giving me charades, but I don't have any more questions. But I know that there's more that you can say about your. You know, your life. You know, you."
Laura Schrager:,00;22;18;21,00;22;24;12,"Are there any more things about, you know, that your uncle told you that you remember?"
Helen Kellberg Anderson:,00;22;24;15,00;22;37;06,"No, I don't remember too much. I often wish I had found out more from him. But I was young then, you know. And I didn't think. And those things."
Helen Kellberg Anderson:,00;22;37;08,00;22;38;23,And I wish I had.
Laura Schrager:,00;22;38;25,00;22;46;06,"Was it many, many years that they got their water from the creek and that they hold it up here and."
Helen Kellberg Anderson:,00;22;46;09,00;23;04;15,"Well, I suppose they dug the cistern as soon as they could. And when they had the means of getting it hard from town, I don't know just how long it was."
Laura Schrager:,00;23;04;18,00;23;10;29,"For them, for me, for."
Laura Schrager:,00;23;11;01,00;23;16;23,"Oh. Did they, when you were young, did they have beer? Your Christmas service?"
Helen Kellberg Anderson:,00;23;16;25,00;23;49;06,"Yes, we did, and we enjoyed that. So much. 530 on Christmas morning. And we'd ride to town and in the sled and go and buy horses. Sleigh bells. That was beautiful, cold. And, you know, we didn't mind that. Just a lot of fun. And in the early morning, my aunt could get up and have a candle lit in each window upstairs and downstairs."
Helen Kellberg Anderson:,00;23;49;08,00;24;06;14,"And that was my job to watch those candles run up and down the steps to see that everything was okay. And that was a lot of fun. When we went to church, we blew them out. Of course."
Helen Kellberg Anderson:,00;24;06;16,00;24;16;00,"It's dark on our way to church, and when we came out, it was like they might."
Laura Schrager:,00;24;16;02,00;24;20;14,How was that fun? Just. Was everyone really happy?
Helen Kellberg Anderson:,00;24;20;17,00;24;29;23,"Yes, yes, and it was traditional and we missed it after it was gone."
Laura Schrager:,00;24;29;25,00;24;31;25,Why did they do it? Why don't we?
Helen Kellberg Anderson:,00;24;31;27,00;24;45;01,When I think it was mainly because the people in town didn't want to get up that early in the morning. So now we have it at 11:00.
Helen Kellberg Anderson:,00;24;45;03,00;24;52;09,Christmas Eve in the evening.
Laura Schrager:,00;24;52;11,00;24;57;14,You probably was easier for you to get up at 530 than to stay up to 11 and room.
Helen Kellberg Anderson:,00;24;57;19,00;25;00;14,I didn't mind it one bit.
Laura Schrager:,00;25;00;17,00;25;03;05,Did you get presents for Christmas too?
Helen Kellberg Anderson:,00;25;03;09,00;25;19;01,"Yes, we we did. We gave a presence on Christmas Eve."
Laura Schrager:,00;25;19;03,00;25;26;26,"I don't know that. The only thing is, do you remember Peter Carlson? Little? Did you know him?"
Helen Kellberg Anderson:,00;25;26;28,00;25;36;10,"You know, I don't think I remember him only by pictures. No, I don't. That was really before my time."
Laura Schrager:,00;25;36;12,00;25;38;14,Would he come out to try and give?
Helen Kellberg Anderson:,00;25;38;19,00;25;43;15,Yes. He'd been.
Laura Schrager:,00;25;43;17,00;25;49;22,Was there another pastor who was the early pastors and.
Helen Kellberg Anderson:,00;25;49;24,00;26;16;16,"And. Well, they came from Moscow because the church there were organized earlier than Troy. So there was and J.W. Nelson and George Anderson and Reverend Beckmann, he was the first one really."
Laura Schrager:,00;26;16;18,00;26;20;11,"Were they all, you know, good. No."
Helen Kellberg Anderson:,00;26;20;13,00;26;23;16,"Yeah. Yes. Oh, yes."
Laura Schrager:,00;26;23;18,00;26;25;19,And they stay around here?
Helen Kellberg Anderson:,00;26;25;21,00;26;45;14,"No, they just came down. You couldn't go on the train at that time. Probably had I don't know when the cars came in. Really. Not for the early ones. No."
Helen Kellberg Anderson:,00;26;45;16,00;26;52;29,"Then when our church was organized in church and we had a regular pastor later on, that's what."
Laura Schrager:,00;26;53;07,00;26;55;16,When was that about.
Helen Kellberg Anderson:,00;26;55;19,00;26;57;17,1886
Laura Schrager:,00;26;57;20,00;27;04;20,That's when they organized. What were you going to say later on?
Helen Kellberg Anderson:,00;27;04;22,00;27;14;04,And the pastors would come up to the schoolhouse in the country and Sunday afternoons and preach.
Laura Schrager:,00;27;14;07,00;27;22;04,"To. Was that for the school children? No, just for those people."
Helen Kellberg Anderson:,00;27;22;06,00;27;27;25,It was a little harder to get into town than when we had to ride on horses. And yet.
