speaker,timestamp,"End Time",words
"Carl Olson","00;06;56;29","00;07;04;00","Home. If I had had danced with them, I could have sent up on the side it and blow that never had come."
"Carl Olson","00;07;04;00","00;07;04;09","You know."
"Carl Olson","00;07;04;11","00;07;13;15","If you were a danger, what? Yeah. Yeah. Well, pretty good. All animals got a."
"Carl Olson","00;07;13;17","00;07;14;11","Call like that."
"Carl Olson","00;07;14;11","00;07;18;11","I believe I was out on fast."
"Carl Olson","00;07;18;12","00;07;23;13","And, you know, kings, they call here and I warned them."
"Carl Olson","00;07;23;15","00;07;25;14","You know, she."
"Carl Olson","00;07;25;16","00;07;33;10","Think in the wings that you couldn't fly. You jump on the ground and make an off on your record and you got to see the roosters."
"Carl Olson","00;07;33;10","00;07;42;12","Come in five or six and come through round. There were all that noise, the heat, there was a signal you."
"Carl Olson","00;07;42;13","00;07;49;26","Something like that. He says, you know, so I had to play. If I could make a call like that I can."
"Carl Olson","00;07;49;26","00;07;59;21","Go out and get a lot of birds. But no, I didn't think it was worth around there at all. Hardly even by four or five at least."
"Carl Olson","00;07;59;24","00;08;02;12","Roosters come from one place."
"Carl Olson","00;08;02;14","00;08;05;06","To see what was wrong."
"Carl Olson","00;08;05;08","00;08;08;13","And that's the way it is. But we're all animals."
"Carl Olson","00;08;08;15","00;08;09;04","But I."
"Carl Olson","00;08;09;06","00;08;30;12","I never did try the all and I used to find hunting and and deer quite a bit. If I had more ram I could have made. We called it the African deer to as to but I never used never man come to my mind."
