speaker,timestamp,"End Time",words

"Sam Schrager","00;11;04;23","00;11;06;27","How did. How did your camp work?"

"Bess Beardsley Whitman","00;11;07;11","00;11;27;12","wonderful. We had it all planned, planned and all the wonderful. And we had this big wagon. Great, big old. I don't know, like big enough was covered like the prairie schooners, but it was bit like that and had everything in good shape. And this of the two horses, if they had lost a shoe and her brother brothers were real good, some of them."

"Bess Beardsley Whitman","00;11;27;14","00;11;43;24","And fact they're part of the heart of America at night, we all well, don't think it was a pretty little. It was. You like to take a nap once in a while. Wanted to get into a town, you know, once in a while. And there's too many. And I'm worried about it. Terrible. But we we made it, and she didn't."

"Bess Beardsley Whitman","00;11;44;01","00;12;05;26","He promised he wouldn't. When me left out her, she promised her sisters and the rest of her family there be more than 20 kids. They're all dead now. Everyone. I'm usually one of them. And she had never told my family. And the first time I've ever had sisters, most of them were out in the west someplace and Oklahoma around here."

"Bess Beardsley Whitman","00;12;05;29","00;12;24;07","But anyway, we got we had to make those extra long trips and cause everybody in the horses, we just completely begged them. Coming up the hill that same day we had the back to the ferry was the old highway comes up a different way and it's just nothing but a trail you might find. The horses gave out, kept giving out on the wagon."

"Bess Beardsley Whitman","00;12;24;07","00;12;46;17","Big wagon. So we never stopped putting another marshal. We had a masters. We were driving. It could be used, you know. So we stopped putting more horses myself, I'm sorry, farmers. And they were so faithful. But yeah, we got here. And I remember when I get to the top of a hill and all that, so I always my mother just crying."

"Bess Beardsley Whitman","00;12;46;17","00;13;00;09","She just like, God, I guess that would maybe get through. But I didn't get anything about me. Then when I got in town, the horses just scattered. We didn't know what to do."

"Sam Schrager","00;13;00;11","00;13;02;16","Did you? Did you know or the family was?"

"Bess Beardsley Whitman","00;13;02;16","00;13;18;08","Not exactly. But we didn't have any. We found them. The not so nice feller, Bunyan Starnes lived out that way. I later was in school with him and he was about my age and he come along and we found the town. He helped us and he helped me get past the other end. And he told us about me."

"Bess Beardsley Whitman","00;13;18;08","00;13;38;17","And he was a crook, but he helped drive me to Moscow. And we ask for money for the Howard Springs grandmother system. And he wasn't funny with it, but they had a big barn and we put the harshest stuff up for the night. The worst thing of the whole blizzard. My mother's brother lives around in this corner house."

"Bess Beardsley Whitman","00;13;38;17","00;13;56;28","He wanted us to bring the horses. He said it was no surprise for him here. He says it would be best to bring with it because we have quite a lot of my minorities and it's kind of a hobby, but it's all of us. But, you know, by that time, the bottom went out of horses and I was old enough to knock off of him and we just couldn't sell them."

"Bess Beardsley Whitman","00;13;56;28","00;14;17;29","And we they put them out there on those, just on those sort of stacks of strong. That's all I had all winter. They were not used to that to in the barn from having my hay. I don't know. They, some of them died, dried up and that just broke our hearts and we couldn't sell them to anybody. Nobody wanted horses because they just couldn't pay."

"Bess Beardsley Whitman","00;14;17;29","00;14;35;07","What I'm trying to get it didn't want. So that was an awful heartbreak for my mother after coming up here to save our horses. And that was one way I never have been treated before. I they got us up here and we're so faithful here this year and then lost month. And then I had to sell my volume and I've known that I never would have come."

"Bess Beardsley Whitman","00;14;35;07","00;14;56;15","I guess I cried if I cut off part of his main put a ribbon on it and care for four years. I took the money and bought myself a lot if I was going. Looking very good too. So you know about it. And we have had a party with my mother and my sister had an awful rocky road."

"Bess Beardsley Whitman","00;14;56;18","00;15;00;18","She had a hard time communication from the work all the time. You keep busy."

"Sam Schrager","00;15;00;20","00;15;01;26","Busy mother."

"Bess Beardsley Whitman","00;15;01;28","00;15;09;18","Well, she almost had to. We didn't have enough. We had all the things they were managing after she died that we sold."

"Bess Beardsley Whitman","00;15;09;20","00;15;30;04","But, you know, maybe so. Maybe, you know, I'll say, Well, we had one of the best farms and he was a good farmer and then have had insurance. So the family run out with my son is the last one, or she's got children or grandchildren and all have not like the marriage of."

"Sam Schrager","00;15;30;06","00;15;39;26","Well, when you went to work for pennies, you were the you were the first player. How many other people were working then? I don't know. I don't remember that. Was it a pretty big store at home?"

"Bess Beardsley Whitman","00;15;39;26","00;15;49;24","This was a small store to drive down here on the farm where I was. Okay. You know, the first store here, this picture you can imagine might be finished was a dinky little town. And wintertime time."

"Sam Schrager","00;15;49;24","00;15;50;28","What it was what was it?"

"Bess Beardsley Whitman","00;15;50;28","00;15;56;29","How long after it cleared? Forgot the person you may not even want. Find out any of that stuff."

"Sam Schrager","00;15;56;29","00;16;47;20","Yeah. what was it when you first when was word opinions? Was it still called the Golden Rule and Open?"

"Bess Beardsley Whitman","00;16;47;24","00;17;02;25","Have you read that? It's all in there. Mr. Brewster's coffee was one of the prime seats. That story. And it takes a long time. But the best thing to do is read the whole thing and. And just cut off what you think I'd like to have it in here. But how successful she was with this over here then and she left here."

"Bess Beardsley Whitman","00;17;02;25","00;17;24;23","I think that in an instant most people are here. She was stage at the age of 61. Most of us think of retirement. She wrote this because her children wanted to leave, but she didn't want to write anything about that. And they said that she had this girl, my brother and I want to say something about what their going to like."

"Bess Beardsley Whitman","00;17;24;23","00;17;43;22","Well, we're going to go. And she wrote Mrs. Coffee A to me and wanted information about what all the stores and we opened and different ones and I could tell about because she wanted to get them all in here. But she had been associated with me. She was the these people here all penny man, they every one of them."

"Bess Beardsley Whitman","00;17;43;25","00;17;55;23","This is me here. And then I wonder if you just dad is in the paper. His sister was working for him and he were from here, and he told me stories when he got so he knew enough. You know, he was in managed Colfax store."

"Sam Schrager","00;17;55;29","00;17;57;08","Which was one of these youth that."

"Bess Beardsley Whitman","00;17;57;08","00;18;16;22","I was in, but I wasn't married and my husband wasn't here. And so we were I mean, you know, every one of those were couples that had stores here, around here someplace. And I couldn't bring Mr. Coffee. And she had this party and dinner for us. And this was taken at the same time you way and so forth."

"Bess Beardsley Whitman","00;18;16;24","00;18;40;16","And those are the things the girl I think I'll send addition and I've got two of them, but I don't want to keep it in a dorm once. And this the this car and some of the name of it, an old timer. But it was a very valuable car. And this back, you know, that's up you see the shovel down here they confiscated during the war, you know, and they confiscated the volume over there and wouldn't let him take it home with my last name."

"Bess Beardsley Whitman","00;18;40;22","00;19;09;28","He was stole a year or two getting it. But this is Mr. Penny or Mr. Penny sister here, and that's Mr. Penny. She wasn't married yet, and Mr. Penny's wife was dead. And then these children all belong to a penny. Some did not. And this is a shelter. But this little girl here with his sister's little girl wasn't appropriate."

"Bess Beardsley Whitman","00;19;10;01","00;19;33;16","But they all came on their mind and knew it all. And a little five and a half. And I go through it some way. But he finally got his car back and I think, I guess it cost an awful lot to run it because it was a big, heavy thing. And and one of the first cars, 19 three, you know, there were two men about her about me start with and you take this you you go through it won't."

"Sam Schrager","00;19;33;18","00;19;34;00","Take them."

"Bess Beardsley Whitman","00;19;34;05","00;19;36;22","But I can't do anything about it."

"Sam Schrager","00;19;36;22","00;19;41;22","Well the penny the have given the same kind of stock because it."

"Bess Beardsley Whitman","00;19;41;25","00;19;58;07","Was only for some of them stores hadn't had their big money. So she had one in program. The county's the biggest director and a bank. And I guess they got one more time. I have know, so I don't know. But they said you can buy anything. You couldn't find any big department store even. Thank you. Same here. I think they're just great."

"Bess Beardsley Whitman","00;19;58;13","00;20;15;13","We, of course, wasn't even making that one. That moved a couple of times. And same store number ten years this opportunity for himself. this was interesting to me. And I think that that was nice. But my paper. But I don't know how you're going to get off the paper. And I wanted him right away."

"Sam Schrager","00;20;15;15","00;20;16;14","Ultimately this way."

"Bess Beardsley Whitman","00;20;16;14","00;20;51;21","But she's so busy, I don't know how she can do it. The company was expanding rapidly. Well, the name was changed in 1913, January 1913, the No new stores name was changed to the J.C. Penney Company. Now that is is put in the paper now. And it was incorporated to Salt Lake City in Salt Lake City under the Utah law was to name has incorporated in Berkhamsted south is one of the 20 something you know I don't know what it meant after all."

"Bess Beardsley Whitman","00;20;51;22","00;21;18;26","Well it's kind of something, you know, they find solutions. A lot of this is in corporate settlements. And, of course, you know, first you mentioned that she was a wonderful man here tonight. Mr. Penny died. She wrote me. But a few days later, she was in bed and was really, you know, had five or had her last reading liver."

"Bess Beardsley Whitman","00;21;18;29","00;21;26;03","And she heard that announcement, which she said it was later said she got so much. I mean, everybody knew somebody."

"Sam Schrager","00;21;26;05","00;21;29;12","Did he come out personally and and then visit the store here in the open."

"Bess Beardsley Whitman","00;21;29;12","00;21;48;07","Knowing that it might be visited always very wrong. And he was able to do or she didn't get through, but he did go wrong last year, but not the last few, because he was 96 years old, maybe five or six. Funny guy. And his goal, he wrote me every Christmas and I swear you wrote me. Well, he passed my five now."

"Bess Beardsley Whitman","00;21;48;07","00;22;07;04","He was pretty sure he'd make 100 and he would have only been found if he can't. And after that, he mentioned your family. He had a wonderful, wonderful wife. And she writes me darling letters. Well, if I had met her at the Mother of the Year banquet in New York City, they had a big man at one of the swankiest places there."

"Bess Beardsley Whitman","00;22;07;04","00;22;20;20","I forgot what it was. And she told me and she had a piece of paper. So when you come back, she don't mind putting pieces of paper, but you know, I don't like doing that. I just don't what I want to put in when I want to keep out hard, I just want to get somebody to do that for me."

"Bess Beardsley Whitman","00;22;20;22","00;22;34;12","Anything. I don't try to keep that stuff up there, but I never meant to be seen about him up there. I don't know what's the matter with the mind. I gave him the four tears that I had, and I guess reason was every place I had seen Big Harry Brown or Courtier home."

"Sam Schrager","00;22;34;14","00;22;36;09","Very big and."

"Bess Beardsley Whitman","00;22;36;11","00;22;55;26","Big, in fact, about our family here in New York, Mr. Bennett. And every year when I had to clean house and redecorate, well, you got no one, of course. And so they didn't have anything. They just pulled him up. But when he was out, business was there. We just moved in this new house. He got real nice home, big home."

"Bess Beardsley Whitman","00;22;55;29","00;23;16;09","But there was big doorways between that. And they're all going upstairs, you know, And for me, type family and it's so warm there and he didn't very many have furnished. We just turn it off and we just used the fireplace and then to be a little chilly in the evening sitting out. So he said, I think that's what I'm going to do when I get home."

"Bess Beardsley Whitman","00;23;16;09","00;23;34;20","I guess, you know, Joe Regan, I'm going to send you those for two years and just sit here. And I said there was a big Norway, there was an open, you know, double talk. And he says, I have to just sit here because I came out and all. And so then he measured and left around there and left very long after that."

"Bess Beardsley Whitman","00;23;34;26","00;24;01;09","I got there, so I never had too many heard of my mother. I got this big package besides that, he had 12 yards of lovely velvet, nice velvet to match. real good and golden brown. But the poor tears were smoky and smile that way. You know, they don't the way they never get done. Very small. And from the outside, you know, big city that way."

"Bess Beardsley Whitman","00;24;01;14","00;24;22;02","But he didn't tell. But they were awful heavy. And I never knew what to do with them. And they were interline too happy, you know, not just to two thicknesses, but then it was Lightning McQueen, of course, the quarterback behind me, and I always dreamed I would use them and how they were so wonderful. But I didn't. And I, we moved too many times."

"Bess Beardsley Whitman","00;24;22;02","00;24;33;06","I got tired of just selling a home. Like I said, I'm not the one that should stay in a hotel or rent or something, but I know what I have to go on ahead to not get started on. And then I left."

"Sam Schrager","00;24;33;08","00;24;37;00","Well, how many stores did did you did you start? Well, we."

"Bess Beardsley Whitman","00;24;37;03","00;24;38;09","You see in those days you could."

"Sam Schrager","00;24;38;14","00;24;39;19","The."

"Bess Beardsley Whitman","00;24;39;22","00;24;58;17","A man and when he was able to run a store then you could start him might on a new store and you would get a third interest in it. And then we had a third interest in five stores and I went over there. It was a mess when we had this bank because everything was just looming over there, just getting ready to be through."

"Bess Beardsley Whitman","00;24;58;22","00;25;19;25","And so that was then they had to write a new law. You couldn't do that anymore. You had So we had to make a conversion. We had to sell all of my stores, you know, an interest. And that's where we got so much money we had, which then was $500,000. I mean, for a third interest, that was big."

"Bess Beardsley Whitman","00;25;19;25","00;25;48;23","Then. Now we first that we were five that. But he put it on the stock market. He'd just gone crazy on the stock market, buying and selling big blocks of stock that you could buy it for a very small margin in those days. And then then you had to pay for it if anything happened. Well, then this just about two years after that, he got in real deep and 1929 and thirties when we had that awful depression, everybody lost partner putting off, leaving their homes and you couldn't even write a check."

"Bess Beardsley Whitman","00;25;48;29","00;26;10;16","Good check on what you in the bank. You couldn't get your money out of Mexico. No, I and so he had to they closed down on him and my loan on it margin Medicaid. It took everything with me and we lost our home and lost everything. And then he lost his house. Never had anything since."

"Sam Schrager","00;26;10;18","00;26;14;23","Well, how long did the coffee stay at the Penny store here in Los?"

"Bess Beardsley Whitman","00;26;14;24","00;26;58;06","And we said, Well, I guess it's in here someplace. So they came in. They opened the store in 19. I don't know when he came. He died in 35. She was would be like 35 now and I would wanted this in the paper kind of. Anyway, however, it was the year she did, she bought this business of the she but she rescued a faltering product called Individual Boots by forming a new company to manufacture and distribute this novel for Rainbow Rainbows."

"Bess Beardsley Whitman","00;26;58;09","00;27;22;01","However, it was over a year before the first sale was made and most ordinary people would have given up and in a minute minimized. I can't read where you're sitting. I see their offices, but Mrs. Coffee saw the potential and persisted until original Boots became a household word. After many years of active participation in when it was certain the company would survive and be successful."

"Bess Beardsley Whitman","00;27;22;04","00;27;38;27","Mrs. Coffee sold her interest in the business and retired. That's when she turned it over. I didn't know, she told me, because her kids are still running it because they spoke about, I guess, sold it to them. Mrs. Coffee enjoyed creating poetry about that."

"Sam Schrager","00;27;39;00","00;27;44;29","Would you know, how long did did you work for them in the school store?"

"Bess Beardsley Whitman","00;27;45;01","00;28;06;08","Well, I left there in 19. That's I got married and left the next day and went through to thing, you see. And I was married you a 5920 seconds now prior to 27th. And then I left here in May."

"Sam Schrager","00;28;06;10","00;28;09;04","It was in 19 1913."

"Bess Beardsley Whitman","00;28;09;06","00;28;13;06","And so I was only with them about three years."

"Sam Schrager","00;28;13;09","00;28;17;10","In the store. Change a lot in those three years. you grow up quite a bit."

"Bess Beardsley Whitman","00;28;17;13","00;28;22;15","Just of course, Postal was nothing like it is now."

"Sam Schrager","00;28;22;18","00;28;25;19","It was a competition. Pretty, pretty stiff. I don't know if."

"Bess Beardsley Whitman","00;28;25;23","00;28;40;22","It was you know, they're not they weren't very ambitious. The same people in business. You have freedom and all. You're not broke down from generation and they try to keep everybody else out of here. They don't want anybody in business. Davidson didn't work right. They run the stores this town for years."

"Sam Schrager","00;28;40;24","00;28;42;29","That would come just pretty hard to bring a new store like."

"Bess Beardsley Whitman","00;28;43;06","00;29;04;22","Well, I don't remember it back. And part of it we never discussed that, but people thought what kind of stores, working people especially like to train their fruit and was nice for children and family. Many stuff like that. It was good. But if you want to move in now, they gave it. And then when we got our sources saying that was prospering, that and you really got a mixture, right?"

"Bess Beardsley Whitman","00;29;04;24","00;29;17;01","Yes. Get the nicest kind of clothes that happens. I guess. Well, I'm to have to find it. I thought you were going to be with the Idaho. You too."

"Sam Schrager","00;29;17;04","00;29;18;27","Well, we do work with the economy."

"Bess Beardsley Whitman","00;29;19;00","00;29;21;13","But I left everything in."

"Sam Schrager","00;29;21;15","00;29;26;06","That was a sissy. How much more information we had. And then."

"Bess Beardsley Whitman","00;29;26;06","00;29;38;00","The time. I don't. I can't give any more questions here at all. I've done. I thought that's all I needed. That's all I need to put in the paper anyway. But I don't know anything more what I told you."

"Bess Beardsley Whitman","00;29;39;25","00;29;47;10","I forgot all that stuff when you years, many years between now and then that I can't remember. I wasn't here, you know, I couldn't tell you anything about what happened."

"Sam Schrager","00;29;47;12","00;29;49;20","What, what were your wages when we first started."

"Bess Beardsley Whitman","00;29;49;22","00;29;53;20","I don't. Don't even."

