speaker,timestamp,words,End Time
Nellie Tomer Handlin:,00:12:32,"He was real anxious that there'd be schools. And, I just for the young people… this is it's don't you don't,… ... She was the only one that graduated from the university. Of course, that was many years after. But, he had quite a bit to do with getting the university, which is a land grant school located here.",00:13:14
Laura Schrager:,00:13:14,Do you know what you have to do with that?,00:13:18
Nellie Tomer Handlin:,00:13:18,"What he had? Yeah, well, not really. I mean, just promoting it, you know, like you have to do get a thing started a little more in grade school and school. Oh, groundwork done for for the kids. You can get a permit, put a school there. And he worked for that… and this… probably tells like a like that when the school was instituted. But that's not to do with this. Only his star was one of the early graduate.",00:14:08
Laura Schrager:,00:14:08,"So, I've forgotten. Did he have a hand in setting up the the first school here. Do you know.",00:14:17
Nellie Tomer Handlin:,00:14:17,What he had to do? That you have an article there somewhere ahead.,00:14:20
Laura Schrager:,00:14:20,And that's.,00:14:24
Nellie Tomer Handlin:,00:14:24,"You know, on some school board, whatever. I guess they call it school board. But he and some other men were. sort of the leaders to get a school system started. Yourself on that was that article that do a girl had written that for a. I think congratulatory comments. Yeah.",00:15:17
Laura Schrager:,00:15:17,"They mentioned in one of these articles that there was a mark on the ground where Mark Swanson's, TV star.",00:15:24
Nellie Tomer Handlin:,00:15:25,"Okay, I only the try to trace down this on Indian trail. It used to be a kind of a trail between. Well, actually, between those two, them car lane. Okay. And they found relics that they thought were, landmarks, you know, I have no idea. Some word on one of them.",00:15:51
Laura Schrager:,00:15:51,Did that go right through your place?,00:15:53
Nellie Tomer Handlin:,00:15:53,"Well, I've been never there. I think through. Pardon? And then up to. Now you know her. Mrs. Clyde lives. Well, it's like you go up, I think 95 now and then, kind of, you know, in this area east.",00:16:26
Laura Schrager:,00:16:26,Did they start trading down in Lewiston after they turn it around? So.,00:16:32
Nellie Tomer Handlin:,00:16:32,"That was lost. And then was getting to be quite a town where they could buy almost anything they needed, you know, so they eventually quit making that long trip while.",00:16:45
Laura Schrager:,00:16:46,What would they trade for supplies?,00:16:48
Nellie Tomer Handlin:,00:16:48,"Well, they they'd take wheat in and and get flour like that. You otherwise they would just buy of course, by sugar and coffee not staple things, but they would take their own grain and trade for flour. Because they had mills, what they call grist mill. Through the grinder, let him make flour.",00:17:19
Laura Schrager:,00:17:19,Did they ever tell of the building? talk with the building of the railroad around here.,00:17:26
Nellie Tomer Handlin:,00:17:26,"That's where they had lots of Chinese help. Came in. Lots of cheap labor. I'm not sure what year it was. Did anything tell where, what year it was?",00:17:35
Laura Schrager:,00:17:39,I'm not positive. I think I know it made it to Kendrick in 91...,00:17:49
Nellie Tomer Handlin:,00:17:49,"I don't know, they just kept at it. But about the only thing I remember of that, of hearing my dad. Tell me about Chinese that they brought in because he would work so cheap to put out in. And he was just young boy. And it was fun. So that much work here him talk Chinese.",00:18:21
Laura Schrager:,00:18:21,"Did Italians work on the railroad because they worked on, a lot of the railroads later on.",00:18:28
Nellie Tomer Handlin:,00:18:29,I don't know about that. Maybe so. Not now. The thing I can remember telling about the Chinese. The word. Because they it work for almost nothing. And they were very near by the railroad company.,00:18:54
Laura Schrager:,00:18:54,Did did you go to Moscow? Very much. You were doing.,00:18:59
Nellie Tomer Handlin:,00:18:59,"Not awfully. We lived six miles and that was, horses was quite a little trip until I was ready for a high school.",00:19:14
Laura Schrager:,00:19:14,And were there any special places that you'd go in? Came into Moscow?,00:19:20
Nellie Tomer Handlin:,00:19:20,"Cook stores and put a day in, you know, shop you all over lunch? We would have a list of things to buy because we didn't come very often.",00:19:35
Laura Schrager:,00:19:35,You read out in town?,00:19:37
Nellie Tomer Handlin:,00:19:37,"Oh, no. The restaurant. We had our dinner.",00:19:47
Laura Schrager:,00:19:47,They were the main eating places in the hotel?,00:19:54
Nellie Tomer Handlin:,00:19:54,"There was one we usually call it. Then the person home sits down on the corner of third and. Jackson. It's an apartment house now, but it used to be a restaurant. That's where we used one for them. We knew the people. That were in.",00:20:17
Laura Schrager:,00:20:17,Would everyone get served together?,00:20:19
Nellie Tomer Handlin:,00:20:19,"Teach family style. Later, just like you'd have at home. Or I don't remember whether he had choices or not. I think it was just that's what they serve. That's what you'd. Like it or not. But it was treat to know the come to town, have a dinner.",00:20:43
Laura Schrager:,00:20:43,"To remember, the eighth grade exam that you took.",00:20:49
Nellie Tomer Handlin:,00:20:49,"I remember when I took it, there were questions sent out by the council to bring down the schools and done. And we were told ahead, like in English. What, poems to study and, then we had to write it. Have heaven punctuated properly like that. We knew what to study for, but it was real business like. Some of them a little bit later, then came in the courthouse and took their. But when I took it, they just sent questions to the teacher and she came to us. But it was real to me. big that because you either passed if it didn't pass, which had to go to grade school another year, half started going grades.",00:21:44
Laura Schrager:,00:21:44,What was graduation like? Was that a...,00:21:47
Nellie Tomer Handlin:,00:21:47,Not for each grade. They sent you a diploma.,00:21:57
Laura Schrager:,00:21:57,Or your first impressions of the high school came here?,00:22:01
Nellie Tomer Handlin:,00:22:01,"Well, scared it was a big thing. Came from my little country school. About 30 kids and and then there were 3 or 400 in here. So I didn't know anybody could. So I was kind of confused, along with a lot of other country kids. Would lose my lock or go in the locker room one time or one end and right around the corner be my locker for fell and the other one was there and they all looked like. So I'd be trying to get somebody else. Yeah, that was about the worst experience. But you get adjusted. But kids do. I like to then.",00:22:48
Laura Schrager:,00:22:48,"There were a lot of country kids, in high school.",00:22:51
Nellie Tomer Handlin:,00:22:51,"And then know that in that bus, you know, you either had to stay in town or. Well, had either stand out or go back and forth, and that was too far. So I stayed in. And then I would go home every Friday night or every Friday night if there was something I wanted to go to on the weekend. But mostly I went home and I would.",00:23:20
Laura Schrager:,00:23:20,"You could get kept pretty busy with school work during the week, So you wouldn't have much time to run around after school.",00:23:31
Nellie Tomer Handlin:,00:23:31,"And have things to run around. You usually have social things on the weekend, you know, Friday and Saturday nights. I always came back Sunday afternoon, and then I would go to. To the Methodist church. They had a league called it for Young People. Boys went to that Sunday night.",00:23:56
Laura Schrager:,00:23:56,Was that a social?,00:23:57
Nellie Tomer Handlin:,00:23:57,"Well, no, not really. It was just kind of my church service only. But young people, you know, we. But there were basketball games and all those things during the week, like they had no.",00:24:18
Laura Schrager:,00:24:18,The sports were pretty big back then to come here.,00:24:23
Nellie Tomer Handlin:,00:24:23,"Football. Basketball, smaller school course. But here I don't know.",00:24:37
Laura Schrager:,00:24:37,Did the girls play? the sports too?,00:24:43
Nellie Tomer Handlin:,00:24:43,"I don't think so. I'm pretty sure we didn't have girls basketball. We had, groups. Oh, yeah. The I don't know, I guess I was maybe second year. We had a English teacher who helped us organize a kind of, oh fun group. We call ourselves Sharps and Flats. The girls were in sharps, and the boys were the class. And we'd have a party within our class.",00:25:24
Laura Schrager:,00:25:24,"That was a social? Did you have debates or anything in the school for us, you know?",00:25:33
Nellie Tomer Handlin:,00:25:34,"Oh, I'm sure they did, and I didn't. I didn't, participate in, but they didn't have to be society. And they had league clubs like, c and groups like that, for boys and girls. Things compared. Well, what they have no. Only smaller scale, of course.",00:25:58
Laura Schrager:,00:25:58,I'm surprised there were 300 kids in ...,00:26:03
Nellie Tomer Handlin:,00:26:03,"In high school. Four years of high school. It didn't have junior high. Went right from eighth grade to high school for the ninth, 10th, 11th, and 12th grades.",00:26:21
Laura Schrager:,00:26:21,How did you choose to go to business college?,00:26:25
Nellie Tomer Handlin:,00:26:25,"Oh, that's the. And how so I could work. I could have gone to university, but one day that I to work in an office. So that's what I did.",00:26:41
Laura Schrager:,00:26:41,"Can you tell me again, what it was like to work in Penny's and how you got that job.",00:26:50
Nellie Tomer Handlin:,00:26:50,"I don't know how I got it. Only some through somebody. Me, I guess through the school. That school was out in. Do you know, I guess the business college. And then they, like they do now. They can help place the kids, you know, in jobs and, the man that owned told me that he'd heard the one the cashier Penny's. So I went to Penney's and talked to the store manager, and he needed somebody. By the 1st September. So I lived on a farm. Sure. For September, I came to town to work for him. In the meantime, my folks had decided to quit farming. They had to sell all of the horses and cattle. And then we moved to town. I went with Penny's.",00:27:51
Laura Schrager:,00:27:51,What was that job line like? How did that work again? Where you'd be the sales woman would be down the floor.,00:28:00
Nellie Tomer Handlin:,00:28:00,"Up, and she was upstairs moving from the. Well, he had,… coin cups. I didn't have anything to do with the merchandise, but they would sell an article and put the money in a coin cup, and there was a we pulled her like a pulley to a up, and then I ran on a wire up to the office where I made the change. And somebody so that. In meantime, they were wrapping the package in time. I got the package, wrap the other change back. How the deal was we'd stay open Saturday night. Everything was cash, Penny's, and there was no charge. Okay. I've never seen so much money. Never handled money like that or had the bell. Was my daily sure about that money, That's what I like to do. I work six years. And I was married ... It was my first job with working for anybody. I think I got. Excuse me? Like $75 a month. That would been in about 1918. I think it was $7. We got paid over two weeks. But that was the first money I ever made. So that was big money.",00:29:46
Laura Schrager:,00:29:46,"Is that about the, all the stores were, you know, you know, would they use to.",00:29:55
Nellie Tomer Handlin:,00:29:56,"Yeah. No, most of them had cash registers right down on the floor and then Penny's later did, of course. I think Penny's maybe was the only store that I thought they were not the only store that had that either, because Williamson store, which was at the Mr. Tuna building, they had a system like that too, and they gradually all got to cash registers.",00:30:23
Laura Schrager:,00:30:23,Saturday night was a pretty big night?,00:30:24
Nellie Tomer Handlin:,00:30:24,"Farmers would come in after work and by clothes and stuff would be open from 6 to 9, will be open till nine. But we often did more business. No three of them had done all they.",00:30:42
Laura Schrager:,00:30:42,"Oh, you mean they open up again at six?",00:30:44
Nellie Tomer Handlin:,00:30:44,"Not only did… just stay open, they they were open from 8 to 6 anyway. They just stay open on Saturday. Not till nine.",00:30:58
Laura Schrager:,00:30:58,So they don't keep store open.,00:31:00
Nellie Tomer Handlin:,00:31:00,"Only on the all through Christmas time. Some things are… that talking… while 1893 is story goes they can just rain or fall it in harvest. Anything and many of them lost their land. Many of the early settlers and my folks were among them. Well, I think maybe they didn't just lose it that year, but they. They were able to stay on for a few years after that. But with no crop. And. How much money saved by many? all of the country lost their land.",00:32:04
Laura Schrager:,00:32:04,"How did how would that happen? That they would they,… you know, I mean, you did. They owed money on their land that they weren't.",00:32:19
Nellie Tomer Handlin:,00:32:19,"I suppose they I'm not sure how that worked in Sugar Harbor. All the workings that would was. But, with no crop that year at all. And they had debts on. No, really. But good. But I've heard them tell me time. Well, 493 and my. Then a harvest and things and they and the. Banks would foreclose on me. Oh well most of my guys had a mortgage on that place for trying to. Oh, borrow money to build buildings. New buildings like this. And a lot of the men took advantage, like the banks and the men who had money, who had lend loan money to them. And they foreclosed on and just took over. The one man which would steal them, cause not much more because people had more money, more places to borrow and more, actually more savings, money that the times were real hard and when you lose a whole crop, enough income, you must pretty bad.",00:33:48
Laura Schrager:,00:33:48,What did they do?,00:33:50
Nellie Tomer Handlin:,00:33:50,"Well, they rented land and they moved from this place. In about 1901 or something like that. And we lived on rented land. Then most of the time we on.",00:34:09
Laura Schrager:,00:34:09,"I mean, they didn't actually lose their farm until 1901.",00:34:13
Nellie Tomer Handlin:,00:34:13,"No, I don't think so. But by the time they moved off of it, I know maybe they had to pay rent for years or something like that. But thinking back when I. When I was living that and then after my mother died and then we moved to another farm before I started school. Real hard going for everybody. Of course, everybody was affected by the merchants and everybody, you know, there was no money to. Farmers didn't make any money. They couldn't buy anything. So it was kind of a bad time for everybody, both of us, that grew crops and also depended on. The people in there to buy from them.",00:35:26
Laura Schrager:,00:35:26,People sure have stories about the depression.,00:35:28
Nellie Tomer Handlin:,00:35:31,"You know, it's much worse for them. And then you've probably heard them talk about. We probably weren't here in 1929, had none of that. And, there was this man of 93. I mean, I'm sure people had more...",00:36:02
Laura Schrager:,00:36:02,How did they feed their stock that year?,00:36:06
Nellie Tomer Handlin:,00:36:06,"Go up here and say they would? Take part of this grain and dry it out and say, put it in the barn. Some, but it just can dry out so they could feed it, you know, but then they couldn't sell it because it was an elementary war. But it would do for feed, you know, if you get it dried out, like it like ripened. Well, kind of ripened. It's all right for passing cattle feed.",00:36:42
Laura Schrager:,00:36:42,"So what happened then is that it started raining in August, and so the wheat never matured as it.",00:36:52
Nellie Tomer Handlin:,00:36:52,"Never got revived. So they could come out of the wind, combine their binders, but never did really mature or get ripe.",00:37:05
Laura Schrager:,00:37:05,Did you help much around for?,00:37:08
Nellie Tomer Handlin:,00:37:08,"No, I wasn't big enough. I was course six when I started school and, much up till in. And then after first year I went through and my grandmother and grandfather and I lived in town here while my then his brother were getting set up to grand, a big farm out in town. But the house had to be papered and cleaned up. So we slimmed down. Winter and I went to school in June 1st year, went to school.",00:37:47
Laura Schrager:,00:37:47,Were the school's pretty different? The country and the city schools?,00:37:51
Nellie Tomer Handlin:,00:37:57,"We just had one room school, you know, for all, all grades. We had a good country schools, country schools, went it was a new building and the first year I think they'd had school for one year or one. I started about and, these they didn't have any. Well, and so we had to go back a quarter of a mile down the road to people's House to get what we can bring. That was fun, because we could put in half a. Day two of us and go and take a big old bucket of course. Time and got back. Schoolhouse heck was locked up. I couldn't remember that, but it was real treat to be the one chosen to go down and get the water. Got out of class plain long. I got kids to do, get them a little rope, hang themselves. But it be pretty bad. Winters and I live. We lived two miles in the school on horseback in the fall, as long as good weather. And then when it got snowing, then my my dad would take me and we pick up all the kids along the road. We had a big sled, little ride school, and he'd be there to be home at night.",00:39:27
Nellie Tomer Handlin:,00:39:27,"Hard way to get a little education was, the kids get in a nice, warm school bus out of their heads off. They have to walk 50ft.",00:39:41
Laura Schrager:,00:39:42,Was the country school. Was that taught much differently from the city school that you went to the first year?,00:39:48
Nellie Tomer Handlin:,00:39:48,"Sure. One teacher to all grades, and you got high school. You had teaching for every class, you know, like English and. Math and language, whatever you took nothing. Nothing like it was altogether different.",00:40:14
Laura Schrager:,00:40:14,"I meant whether the the, the elementary school that you went to that first year, whether that was much different to.",00:40:22
Nellie Tomer Handlin:,00:40:22,"Well, they had one teacher to the school. I went to live on the corner right across from the Methodist church over here, from the annex to the new high school field. And I had one teacher for all grade teacher and. I don't know how they do now. I think, I think they just had one teacher until like the. Sixth grade. So they have a room teacher, I guess, now. And then they go to different rooms for different classes, but they have a homeroom teacher. But we just stayed in that one room. With one teacher.",00:41:13
Laura Schrager:,00:41:13,"Did you spend a lot of the time in the one room schoolhouse or just studying, preparing your lessons?",00:41:21
Nellie Tomer Handlin:,00:41:21,"Well, you did what you could do in school and you took your books of life and homework, just like we did not. I was always bad at math. My dad was real good enough. So we always had mathematics class after supper. Dan Idaho would have been there yet. I wasn't sure good if he was.",00:41:49
Laura Schrager:,00:41:49,Must have been a real challenge to balance the books.,00:41:52
Nellie Tomer Handlin:,00:41:52,"Well, I learned a little bit by then. I'd been in business college, know a little about that time. I had that when watching course, and then I had to depend on my talents, so I didn't have.",00:42:14
Laura Schrager:,00:42:14,"Did you have a recitation bench or anything like that? I mean, you recite your lessons to the teacher.",00:42:21
Nellie Tomer Handlin:,00:42:21,"Yeah. We go up there, be a. We had double seats, two tickets. You the to know. Then when our class time for our class came, I go up front of room and instead of having a desk in front of that front row seats, we have that for our class.",00:42:42
Laura Schrager:,00:42:42,"Yeah. So when you were being taught, you'd sort of go to the front. You, the.",00:42:47
Nellie Tomer Handlin:,00:42:47,"Teacher? And then the other kids were supposed to be studying while that was going on. Because they had all, like I say, all it grades and all the different subjects. Kids ever learned anything?",00:43:11
Laura Schrager:,00:43:11,"Were the classes pretty? You know, if you were in first grade, did that mean the. Well, first of the bad example, you were in fourth grade? Would that mean that you would be with a certain bunch of kids who were all in fourth grade? Now, would you graduate to fifth grade with that? Did you have.",00:43:34
Nellie Tomer Handlin:,00:43:34,"To just automatically go on? I guess you didn't have an ceremonial thing for. But the books, you know, were written for grade people, kids, you know, subjects, arithmetic and geography and spelling. You know what? You had your book for each subject.",00:43:58
Laura Schrager:,00:43:58,"Was there any provision for, a child to, you know, just couldn't do math? You know, we could do everything else pretty well.",00:44:08
Nellie Tomer Handlin:,00:44:08,Okay. So we just didn't do it.,00:44:11
Laura Schrager:,00:44:11,I guess it just didn't do well.,00:44:15
Nellie Tomer Handlin:,00:44:15,"No, I can't think that there was. You mean like, Well, special classes for those who are harder to learn. I don't know what they call them anymore. They were not retarded, but someone was, you know, just some things are easier than nothing. But until you got eighth grade, you didn't take any examination that I can remember of. We just told them everything. Learned one in the next. So dad had passed his eighth grade exam before you became the high school.",00:44:58
Laura Schrager:,00:44:58,Could most kids who were in eighth grade pass an exam?,00:45:03
Nellie Tomer Handlin:,00:45:03,"Yeah, cause I know one. I think the year you see. I think three of us took the exam. Yeah, I did not pass, but, You didn't always never have to maybe go on a year. Like I had said, they were, they knew about what to pair. Oh, they didn't really. Only in English. And like that they would give us a certain either a poem or an essay or something that we were to memorize. Then memorize the punctuation, spelling like that. You. I know we had the great stone face. Then we had chamber novelists for another one, but always stayed with me. I'd never forget those. I hated them, they were such a challenge. We go over and over, you know, but you had to have ever come and just write in a period of quotation Mark Verything had to be perfect. Suppose mine were perfect. Okay.",00:46:28
Laura Schrager:,00:46:28,They did. They emphasize memorization.,00:46:32
Nellie Tomer Handlin:,00:46:32,"Yeah. And we had a lot of that to memorize. And reading aloud. That was another thing that that's the thing that I think they don't do much for now. But we would read aloud to the class with just to learn. You learn to read aloud, which was real good. There are lots of people today who can get up and read an articles they've had to study. you know, I'm pretty well educated, but it's hard for them to get up, read for an audience.",00:47:10
Laura Schrager:,00:47:10,"Would you, when you were in the older grades or even when you were fairly young grades, would you help other students with their written?",00:47:19
Nellie Tomer Handlin:,00:47:19,"We could, because we had all ages, you know, little kids up to big kids. We'd help one another.",00:47:31
Laura Schrager:,00:47:31,So you could you could sort of talk in the classroom and to help them.,00:47:36
Nellie Tomer Handlin:,00:47:36,"Well, or they'd let you sit with them and you could just whisper, I think for double seats, we could change around, sit them. Sometimes you to punish you a bit, make the girl sit with a boy or something like that. And I was. Yeah, usually was. Because probably some kind of stupid boy. You must do it. I didn't get upset with the ones you kind of liked to. Wonder how you ever grew up too much I look back, no wonder I do anything at all. I think I ever learned very much in grade school. Helped me much. And then from my dad and I, we learned that.",00:48:35
Laura Schrager:,00:48:35,He helped you along especially.,00:48:38
Nellie Tomer Handlin:,00:48:38,Especially in arithmetic. I got along pretty well with the rest of it.,00:48:52
Laura Schrager:,00:48:52,"You know how the kids were doing in school. It was an unusual thing, father. To help.",00:48:59
Nellie Tomer Handlin:,00:48:59,"Oh, there just wasn't so many things for parents to be involved in. We lived out my country. There weren't things to go to. Every. And I'd like many of them do now, I think we had more. Home life. after supper, we'd all sit in, read and study and do whatever my family got to read. There wasn't radio or television and all those things. You just made your own entertainment. Which was, I think back now. Sounds kind of good. It wasn't so many things. Negative attention. Get involved in.",00:49:49
Laura Schrager:,00:49:49,"Did you. What kind of, did you have quite a number of books at home that you.",00:49:58
Nellie Tomer Handlin:,00:49:58,"We always took magazines and bought books. I have a whole. Lot of old books. Well, we always, for Christmas, got to read books and people bought books, and it was no library to go to and just plain bought my granddad pay him some read books, history books. Of course, it bothered me. Terrible. I had books my own age to read. I never could figure out how he could sit and read those. He could.",00:50:39
Laura Schrager:,00:50:39,Did you get a newspaper too?,00:50:44
Nellie Tomer Handlin:,00:50:44,"It was a Moscow or paper weekly. And then for years we took, what they called San Francisco Examiner, that they had taken it when they moved down. So they better read it. We always got. Newspaper.",00:51:09
Laura Schrager:,00:51:09,"Would people get as excited about, you know, news that was happening?",00:51:13
Nellie Tomer Handlin:,00:51:14,"I can't remember if they did. Of course, there was foreign news like various. Now, the Japanese and and the Russians were at it. It was always a war going. Seemed like. And they were interested just like people now. And boys and servicemen. Okay. Of course, not as much I do now because our country wasn't all that involved in it.",00:51:54
Laura Schrager:,00:51:54,"Did people have much, you know, reaction to World War One?",00:52:04
Nellie Tomer Handlin:,00:52:04,"You know, of course, that was after I got it. Yeah. Older than all the boys from the area around. All were eligible. Went into that. Know that brought hardships. take care of the farm people who had and, on their boys to help, you know. There just about to them all. They had the draft course they were old enough and past physical what they and go.",00:52:48
Laura Schrager:,00:52:48,"Doesn't sound like people around here too excited about rural. if they had any choice and that they wouldn't, we probably wouldn't have gotten involved.",00:52:59
