speaker,timestamp,words,End Time
Gus Gamble or Lola Clyde or Bob Clyde, 00:12:57,"This little man, he knows you, Pat Malone. Maybe he can tell you about Pat my home.",00:13:01
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:01,"Oh, yeah. Some of those.",00:13:02
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:02,Stories.,00:13:03
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:03,yeah. I did not know that was there around that early.,00:13:09
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:09,"Oh, no. He wasn't. No, no, I didn't know him till 1914 or so.",00:13:13
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:14,"Oh, well, yeah, I am 139. I was going into, Elk River out was there, and though me and John did down.",00:13:27
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:27,"In,",00:13:29
Gus Gamble or Lola Clyde or Bob Clyde, 00:13:32,"went down to Edgewater, you wouldn't find it in shock so long. Yeah, I've been set up that I'm not sure what it is. So it's this, town or. And so we, we go to in order to get to Moscow, you have to come to Poland and lay off where I live on. And, and finally hit the wall early on.",00:14:02
Gus Gamble or Lola Clyde or Bob Clyde, 00:14:02,"And then the next morning, because, I'm trained, and there's a lot of hellos on the way to Iowa for that, and I know who that is. Bovill. And then we would. Yeah, I thought of Pat's, shoulders and go on out to my homestead, grow a John, Baker's two or he bought. He is.",00:14:29
Sam Schrager,00:14:29,Where was the homestead?,00:14:31
Gus Gamble or Lola Clyde or Bob Clyde, 00:14:31,"out east, east of, Elk River. But there was no, until I got the railroad in. But the railroad did in, about four years, and they had started the mill out at, the fall of 1811, the fall of 1911. That started it up and have run it, pretty much throughout the winter.",00:15:02
Gus Gamble or Lola Clyde or Bob Clyde, 00:15:02,"Our brother John in on they started it and they, they, At Denver they named Clipper. But before that it was a strong.",00:15:17
Gus Gamble or Lola Clyde or Bob Clyde, 00:15:18,"And, so this all this helpful was that before then?",00:15:23
Sam Schrager,00:15:23,Who Trumbull was?,00:15:24
Gus Gamble or Lola Clyde or Bob Clyde, 00:15:24,I know this old fella. Know this? Dave. Yes. The.,00:15:29
Sam Schrager,00:15:29,"Oh, did you know Trumbull at all, old man? Trumbull?",00:15:32
Gus Gamble or Lola Clyde or Bob Clyde, 00:15:32,"didn't know the old man, but I knew the boys. The boys run a bunch of cattle, bring up the, North Fork in. Well, they've got the mill, and, b, dam in there now. Oh, that gave them digging.",00:15:51
Gus Gamble or Lola Clyde or Bob Clyde, 00:15:51,"And I read nothing up about that cattle range, but, you know, engaging Miller's book. I don't think he wrote that. That's something I never heard before.",00:16:00
Sam Schrager,00:16:01,"What cattle ranches is now. Well, it.",00:16:03
Gus Gamble or Lola Clyde or Bob Clyde, 00:16:03,"Was up in Elk River some place wasn't, I guess. then you said they ran them there in the.",00:16:09
Sam Schrager,00:16:09,Trumbull Trumbull sons.,00:16:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:16:10,Yeah.,00:16:12
Gus Gamble or Lola Clyde or Bob Clyde, 00:16:12,"Yeah. Well, that was that. Yeah. That was the name of the place. Just a little store or something. Right. And so mine was up around that mill. They, the,",00:16:31
Gus Gamble or Lola Clyde or Bob Clyde, 00:16:31,"Older homes. That was the old, old, Bay clerk and, read all of the boys up from Nauvoo. Old hurry and, Yeah. And, how old?",00:16:47
Gus Gamble or Lola Clyde or Bob Clyde, 00:16:47,"Anyway, when I you Irish, you were Alberts. You they were just young followers, and they didn't mind.",00:17:02
Gus Gamble or Lola Clyde or Bob Clyde, 00:17:02,"And though. But I that were in there until of 19 1221 and I never even in place that the whole telegram came out. Smile on it and yeah, I yeah, I bought this, this, relinquishment. I and I don't oh they threw I have already homesteaded a piece of, Plummer and I do a lot of mountain by,",00:17:41
Gus Gamble or Lola Clyde or Bob Clyde, 00:17:41,"Yeah. Yeah. I don't have a brush patch, but it wasn't that had no value. I don't think I might have something now, but anyhow. But we just pulled up for $50 and paid 100 for it. Not just the $50 for his hand. that was that. So he had lost $50. It was $50 of his hundred. the I got one.",00:18:16
Gus Gamble or Lola Clyde or Bob Clyde, 00:18:16,"He, tied tied, he borrowed. It was about a fellow he knew from back, and I. So he, he, took, but he he thought that mine would be valuable to him. But he was he was that good. And anyway, so he turned to me, and he and I were good friends. And so he said, yeah, if you if you want a place where you get it and, and prove up on it, and I could have proved up in 14 months, 200 grand and say, that's what I intend to do, because there was a railroad in there then it had been in a couple of years.",00:19:12
Gus Gamble or Lola Clyde or Bob Clyde, 00:19:12,"Yes, they have freight. And then when I grew up, the Middle belt and, and the long out here and down the lowest and they had this big wooden build. It had Lewiston and then he had a big, a miller pot, but still and it's still there. yes.",00:19:41
Sam Schrager,00:19:42,Did you how did you and your brother homestead out there?,00:19:44
Gus Gamble or Lola Clyde or Bob Clyde, 00:19:45,"I said my brother bought a piece, but I, homesteaded, and I intended to stay there instead of not instead of, staying, south of that for,",00:20:06
Gus Gamble or Lola Clyde or Bob Clyde, 00:20:06,"For 14, 14 months.",00:20:08
Gus Gamble or Lola Clyde or Bob Clyde, 00:20:08,"I, first year, changed my mind. And then I would get you in in the winter and one day in there and, I'm, I had three years in, I then I could move up and, bring to, two men, the ramblers man. And, we were there. I mean, I'm the worst part of Boston.",00:20:42
Gus Gamble or Lola Clyde or Bob Clyde, 00:20:43,"that's another branch off of the of Moscow. And and we lived it north. I don't know, here. So we, I knew this old boy over there. you know, I was born, and I was told he thought he is old, and I didn't know I. I never came out in the winter time. It was throughout the summer.",00:21:12
Gus Gamble or Lola Clyde or Bob Clyde, 00:21:12,"And work didn't come back until back in the in the weather. And the first winter in there. The storm flies high as the ceiling. Yeah. The liar came out of my shack. Yeah. Had a breakthrough and and, we made it was 80 and, in the and had them and Elk River, which had been Trumbull buzzards, dozens of them doing all and then ended.",00:21:47
Gus Gamble or Lola Clyde or Bob Clyde, 00:21:47,"But by the time they started building the mill, I think. But in those days, I didn't have a damn, when they needed anything to put it in my timber home. But there was only about half timber. The rest that didn't burned off, burned up in 1910. And I, but what was on was pretty good. White pine.",00:22:13
Gus Gamble or Lola Clyde or Bob Clyde, 00:22:13,"And I held it. Yeah, I pulled up in 1915, and then I held on and paid the taxes all night. And, I would have to pay a fire tax. yes. Potlatch. I think somehow they'd, had,",00:22:39
Sam Schrager,00:22:39,"But that land, that land wasn't very good for farming or not.",00:22:43
Gus Gamble or Lola Clyde or Bob Clyde, 00:22:43,"Was it down? No, it raised grass. It's good for grass. Have good. Have strawberry plants. But, no, you couldn't, you couldn't. I don't think they sent me now. But Timothy would go. Either that or not quite that I would tell his baby and all and, and, but they wouldn't laugh. You couldn't plant. They got it, didn't them?",00:23:11
Gus Gamble or Lola Clyde or Bob Clyde, 00:23:11,"Off to a dam. And, But I didn't intend to live. but I was, just messing around, and, I would pay, but, the, the taxes weren't very, very high speed. But, yeah, when you.",00:23:40
Gus Gamble or Lola Clyde or Bob Clyde, 00:23:40,"Got to that and and look, we've done some place. I guess Elizabeth had some, but,",00:23:49
Gus Gamble or Lola Clyde or Bob Clyde, 00:23:49,"Not all that. but, Yeah, I don't think the land is any any better now that it was in it. just a few years and, it, I don't.",00:24:09
Gus Gamble or Lola Clyde or Bob Clyde, 00:24:09,Know that.,00:24:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:24:10,"You could, But I.",00:24:21
Sam Schrager,00:24:21,"Well, well, you're starting to tell me about Pat Malone out in that country.",00:24:27
Gus Gamble or Lola Clyde or Bob Clyde, 00:24:27,"Oh. Oh, yes. For a little, until we would go in and I, we would go in and it was our homestead. The time that the, was going up and so, so bad and we started to improve. oh. What about Potlatch I. Yes, there's Potlatch. We went to one and, but anyhow, we'll have to wait for our tree and him.",00:25:01
Gus Gamble or Lola Clyde or Bob Clyde, 00:25:01,"So we had them. That was not trainload, half a dozen of them. And, but they would have to or and some, some of it as a, as a booming little town. But, then as soon as they have the, the, the timber cut around the townsite and then they. Yeah,",00:25:36
Gus Gamble or Lola Clyde or Bob Clyde, 00:25:36,"Camp. right. Railroad out, out into the woods and, and one of the new jobs that had, a crew have building homes on that island and, So anyway, we put in our two years, but, but how we got to talking with this old man who had the loan is all that is from, from our land.",00:26:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:26:10,"And he, he it would.",00:26:20
Gus Gamble or Lola Clyde or Bob Clyde, 00:26:20,"Hello. Because we were young then maybe I was 22 or 23 and, hum. Was about nine and. we were interested in, in. And so he was quite a rival there to the, ours and port Bill and, and have had to or pollution. I see that there that he just got off. He was a copper, Bovill man.",00:26:56
Gus Gamble or Lola Clyde or Bob Clyde, 00:26:56,"Was he also the copper at, Elk River or just in Vogel?",00:27:00
Gus Gamble or Lola Clyde or Bob Clyde, 00:27:00,"as, adult? yeah. And then there was another old rooster. Well, I can't just think of them now.",00:27:13
Gus Gamble or Lola Clyde or Bob Clyde, 00:27:13,All of them.,00:27:14
Sam Schrager,00:27:14,Did tell you any stories about what he did?,00:27:18
Gus Gamble or Lola Clyde or Bob Clyde, 00:27:18,"no. No, he, No. Well, that still his. But he was glad that. Oh. Well, at least in the old high, you kind of like him. But he was home in or. But not not a lot of his old is out back about seven. Yeah. I haven't had a round of, of moonshiners and, and, hum.",00:27:54
Gus Gamble or Lola Clyde or Bob Clyde, 00:27:55,"Duncan. So, fill them in or extend them. You have to go back to the wood, not be coming in and getting. And I guess you did you take some money though like though for them next morning they didn't have money to turn them out. They come back and pay a $10 fine, and that would take them 30 years on account.",00:28:20
Gus Gamble or Lola Clyde or Bob Clyde, 00:28:20,Anything.,00:28:20
Gus Gamble or Lola Clyde or Bob Clyde, 00:28:20,"Yeah, but he got all kinds of it. Yeah. Sometimes he gave them back the money, know, sometimes they didn't. But he was, he was well, like, that he must be dead long.",00:28:31
Sam Schrager,00:28:31,"Oh, yeah. He died in, World War two, but 1941, I think.",00:28:36
Gus Gamble or Lola Clyde or Bob Clyde, 00:28:36,"Oh, widow. Yeah, that was actually he was pretty well all in years. Then. you remind me of an old. How about you, Sherry? Up here also, ma'am, Jim can only can. Was a big man, and he wasn't. He was about my size, thought, but.",00:28:58
Gus Gamble or Lola Clyde or Bob Clyde, 00:28:58,"Hey, we're both Irish.",00:28:59
Gus Gamble or Lola Clyde or Bob Clyde, 00:28:59,"But that was it. And that daddy's road. And, had the. You would, Oh, it finished him pretty good yarn, you believe. What'd you want him to do on that? He, he was, for the this diesel whole. We all left it all back a little bit. I was in ours. Go ahead and all my.",00:29:31
Gus Gamble or Lola Clyde or Bob Clyde, 00:29:31,"And I'll tell Moscow how I knew it. Come down. Have a mile or maybe an hour that bull bell. And then they picked me up and take me down to Delhi. And I jump out there walking is about either 30 miles, something like that. And then, if I was and you could use the catch a hat or some radio in there, but, you know.",00:30:03
Gus Gamble or Lola Clyde or Bob Clyde, 00:30:03,"Yeah. And take sometimes you would only ride a few miles. I was very clear. And so we didn't go quite to Moscow. We'd, you know, of all we got to the cemetery, we got off in that home. It was a couple of miles. How long?",00:30:25
Sam Schrager,00:30:25,Where would you be coming back from? From working.,00:30:28
Gus Gamble or Lola Clyde or Bob Clyde, 00:30:28,"And. No, we just.",00:30:29
Gus Gamble or Lola Clyde or Bob Clyde, 00:30:29,Coming back from out.,00:30:30
Gus Gamble or Lola Clyde or Bob Clyde, 00:30:30,"Yeah. Yeah, yeah. Coming out from the heart of my traveling one.",00:30:40
Gus Gamble or Lola Clyde or Bob Clyde, 00:30:40,"Yeah. allows you to go on to it about that time. And it wasn't this particular the first winter I said this, I had somebody every night, but then, you went down and talked to them. Now the, the. Land off the land opposite, Lewiston. And so I. Yeah. So, I don't know how long I was going to be on the lawn and so they said, no, I didn't want to have want to have them that so I did.",00:31:22
Gus Gamble or Lola Clyde or Bob Clyde, 00:31:22,"And then I got down from the had dropped so on. And so they so had it all, the half of it every night. You been gone for a week or a couple of weeks. Gone working some crazy inopportune that it you just, you just, you go in there 1st December and then you the Green Hand.",00:31:50
Gus Gamble or Lola Clyde or Bob Clyde, 00:31:50,"You. Yeah. You go to work out and just go home. So I didn't I didn't. And so then I walked in the road, and, there was only on that I would, camp and just camp and the home was, was out night and then come down Monday morning and go to work, and I, I used to go out.",00:32:21
Gus Gamble or Lola Clyde or Bob Clyde, 00:32:21,"I could, I could go all the mail on the walk back and forth, but it wasn't very good for that because it was, I had no water, mills. And so I only got up to half a day. Then I put the job that had been put away, the war. I, you know, war in back in the and the old country, the old, the carpenter in 14.",00:33:01
Gus Gamble or Lola Clyde or Bob Clyde, 00:33:01,"And we turn up to a download for that. There's about $0.60 and that was pretty good. If I'm helping bad little ranch and and go out and and work in the summer and, and, we do. We just spent minute as long as you were in there around that. And we did that, and all of them did.",00:33:29
Gus Gamble or Lola Clyde or Bob Clyde, 00:33:29,"And, that was a gold mine and,",00:33:34
Sam Schrager,00:33:34,My place and out of Elk River there.,00:33:37
Gus Gamble or Lola Clyde or Bob Clyde, 00:33:37,"Yeah, but and we never, never. but yes, a you he him. And I'm so glad you had up. my.",00:33:51
Gus Gamble or Lola Clyde or Bob Clyde, 00:33:55,oh. But there were to.,00:33:58
Gus Gamble or Lola Clyde or Bob Clyde, 00:33:59,It coming up. Oh.,00:34:02
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:02,All right. Nice.,00:34:03
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:03,They. They.,00:34:06
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:06,"You know, my son.",00:34:07
Sam Schrager,00:34:07,Yes. We met last last week.,00:34:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:10,"Yeah, yeah. Pretty good out there.",00:34:12
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:12,Yeah.,00:34:12
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:12,And by the year.,00:34:14
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:14,"Oh, I got a whole barn for it.",00:34:17
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:17,Yeah.,00:34:17
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:17,"After. Well, I got a whole combine hitch over there. Well, it just had anyone who knew how to hook it up. And horses.",00:34:25
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:25,We don't have any the horses as well. I think you the out.,00:34:28
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:29,"Oh no. The horses wouldn't do too much good if I had any horses hook up, man. Wouldn't do me a hell of a lot of good.",00:34:35
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:35,"Well, that went pretty well.",00:34:36
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:36,"I couldn't get them out in the field anyway. Yeah, yeah.",00:34:39
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:39,It's really.,00:34:40
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:40,"That, beats the pulse of, How hot is your. hum. Mine. What?",00:34:49
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:49,"Oh, God, I don't know. Must be can turn.",00:34:53
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:53,"Oh, I don't pace at all.",00:34:55
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:55,can I.,00:34:56
Gus Gamble or Lola Clyde or Bob Clyde, 00:34:56,Believe this horse? You have the all in one.,00:35:00
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:00,"Once you bang, we have to push it.",00:35:03
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:03,Yeah.,00:35:04
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:04,I've put a tongue in behind and push.,00:35:06
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:06,"Well, the reason, but I.",00:35:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:10,Just did it. Just one charge for sure. yeah. So? So we're excited to have it for a race that you wouldn't have to.,00:35:22
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:22,"I mean, why would you do that when you got to go? Oh.",00:35:25
Sam Schrager,00:35:26,"Well, you know, there's no the way things are going. You, Randy, and you might have a hard time getting the old gas.",00:35:31
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:31,"So you wouldn't need it. All these farmers are down next spring and they can't get any diesel. Well, I'll be in business.",00:35:37
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:37,Yeah.,00:35:38
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:38,"You know, all.",00:35:38
Sam Schrager,00:35:38,You need is hook those farmers up there.,00:35:41
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:41,You're doing.,00:35:41
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:41,All right.,00:35:42
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:42,"I got a horse out here, and I'll run me up another one someplace.",00:35:47
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:47,"You might take us. We're buggy. Right. Anyway, with that.",00:35:49
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:49,That's a woman. Yes.,00:35:52
Gus Gamble or Lola Clyde or Bob Clyde, 00:35:52,"Right. Yeah. Well, that was really. Well, it's quite popular. That didn't happen. Maybe. Yeah. You know, it could have happened to somebody home and had an airplane. Might have something.",00:36:04
Sam Schrager,00:36:05,Who's old shorty.,00:36:07
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:07,You tell him. I'm not sure he'll.,00:36:10
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:10,"Rich a man. I don't know who was shorty. Oh, I did, man, but work around here at one time he did everything.",00:36:24
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:24,"Oh, yeah.",00:36:25
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:25,"Phenix one. Rob Banks shot, man. Yeah, yeah. A couple of things. They thought it could have been true. Yeah.",00:36:37
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:37,"Hello? Yeah. I will follow you around. Over me. No, I don't know. Yeah, I had a guy. He lives in Lewiston, but he used to he with.",00:36:50
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:50,A I in.,00:36:52
Gus Gamble or Lola Clyde or Bob Clyde, 00:36:52,"Hollywood. And how he. Yeah, he got a saloon up at, I believe it was,",00:37:00
