speaker,timestamp,spanish,words,tags
Patricia McDaniel,[00:03:19:15],Con amigas y amigos.,With friends.,
Maria (Mary) Rodríguez López,[00:03:21:23],"Y pues mis suegros, los padres del toda la gente que conocían en Everlyn, con muchos parientes y amigos conocidos desde allá del de Texas. Así que todos estuvieron en la boda en todo. Muy bonita, mucha comida. Nos casamos en la tarde.","And then my in-laws, the parents of everyone they knew in Everlyn, along with many relatives and friends they knew from back in Texas. So everyone was at the wedding for every occasion. It was very nice, there was lots of food. We got married in the afternoon.",family
Patricia McDaniel,[00:03:41:26],Sí.,Yeah.,
Maria (Mary) Rodríguez López,[00:03:42:20],Y la cena llegó bastante grande.,And the dinner arrived quite large.,
Patricia McDaniel,[00:03:46:11],Así que fue una fiesta bien.,So it was a good party.,
Maria (Mary) Rodríguez López,[00:03:48:27],Bien grande y bastante nieve.,Very big and quite a lot of snow.,
Patricia McDaniel,[00:03:51:09],Hubo mucha nieve.,There was a lot of snow.,
Maria (Mary) Rodríguez López,[00:03:53:10],"Que me acuerdo yo que en la día cuando nos íbamos a casar porque nos casamos por el juez y yo y mi esposo y los padrinos que fueron con él, tuvo que cargar una pala espada para la casa del juez después porque había mucha nieve, etcétera y lo mismo pa atrás pa subirme al carro jajaja.","I remember that on the day when we were going to get married because we were married by the judge and me, my husband and the godparents who went with him, had to carry a shovel to the judge's house afterwards because there was a lot of snow, etc. and the same thing going back to get me into the car hahaha.",family;agriculture
Patricia McDaniel,[00:04:15:05],"Ya, pero así.","Yes, but like this.",
Maria (Mary) Rodríguez López,[00:04:16:07],"No, Mi papá también fue mi papá estuvo presente.","No, My dad was also my dad was present.",
Patricia McDaniel,[00:04:20:17],¿Así ustedes casaron con con un juez en vez de en una iglesia?,So you got married in front of a judge instead of in a church?,religion
Maria (Mary) Rodríguez López,[00:04:26:02],"Y luego este, puedo seguir? Bueno, cuando, cuando yo me fui, que él ya vino porque él estaba en el servicio y luego lo mandaron pa California. Y luego, cuando se acabó, terminó la guerra y sacó el el discharge. Eso fue en en agosto, el 45 y luego se volvió a alistar el 48 y lo cual Korea.","And then, can I continue? Well, when, when I left, he came back because he was in the service and then they sent him to California. And then, when it was over, the war ended, and he got his discharge. That was in August of '45, and then he re-enlisted in '48, and then Korea.",conflict
Maria (Mary) Rodríguez López,[00:05:01:05],"Y yo cuando regresó pa atrás, lo mandaron pa Francia y yo me fui para allá con él. Yo en mi entonces mi hija mayor Taba, tenía cinco años y allá cuando nos casamos en la iglesia.","And when he came back, they sent him to France, and I went there with him. At the time, my oldest daughter, Taba, was five years old, and that's when we got married in church.",france;religion
Patricia McDaniel,[00:05:16:20],En Francia.,In France.,france
Maria (Mary) Rodríguez López,[00:05:17:12],"Así, en, en, en, en cómo le dicen en el post ahí del Army , en el chat de del Army nos casamos por la iglesia. Mhm. Y también bueno, conocidos que tenía entre soldados con la familia atendieron a la boda","So, in, in, in, in, as they say in the Army post there, in the Army chat, we got married in church. Mhm. And also, well, acquaintances I had among soldiers with their family attended the wedding.",religion;family
Patricia McDaniel,[00:05:34:11],¿Cómo es que no se casaron en una iglesia en Everlyn?,How come they didn't get married in a church in Everlyn?,religion
Maria (Mary) Rodríguez López,[00:05:38:10],"Porque fue muy corto el tiempo ese, digamos, no tuvieron bastante tiempo. Pero ahora mientras más nos casamos y la siguiente semana lo mandaron para Robert para cuidar prisioneros alemanes. Y luego de ahí tuvimos como un mes aquí en Rupert. Y luego lo mandaron pa California. ","Because that time was very short, let's say, they didn't have enough time. But now the more we got married, the following week they sent him to Robert to guard German prisoners. And then we had about a month here in Rupert. And then they sent him to California.",germany;idaho
Patricia McDaniel,[00:06:00:05],"Ah, vamos a hablar un poco de de de su trabajo, del del marido del esposo en Rupert en guardando prisioneros de. De Alemania.","Ah, let's talk a little bit about your work, Rupert's husband's husband's work in guarding prisoners from. From Germany.",germany
Maria (Mary) Rodríguez López,[00:06:10:14],"Sí, de Alemania. Ajá. Sí. Él era guardia de de guarda. Los prisioneros.","Yes, from Germany. Yeah. Yes. He was a guard. The prisoners.",germany
Patricia McDaniel,[00:06:18:20],¿Y qué tal el trabajo? ¿Cómo fue?,And how was work? How was it?,
Maria (Mary) Rodríguez López,[00:06:20:21],"Oh, el el El.","Oh, the the The.",
Patricia McDaniel,[00:06:23:18],¿Qué pensaba él de los prisioneros?,What did he think of the prisoners?,
Maria (Mary) Rodríguez López,[00:06:26:12],"Eran muy estrictos. No. No. ¿Que los trataban mal? No. Él quería guardarlos bien. Naturalmente que los daban órdenes de que si se querían escapar. Pero él nunca dice que él, los que cuidaba nunca le dieron problemas. Mhm. Muy buenos prisioneros. Y los atendían muy bien. Y todo lo llevaban los salían en la mañana a trabajar en Betabel.","They were very strict. No. No. Did they treat them badly? No. He wanted to keep them safe. Naturally, they gave them orders that if they wanted to escape, they wouldn't. But he never says that those he looked after never gave him any trouble. Mhm. Very good prisoners. And they looked after them very well. And everything they brought was taken out in the morning to work in Betabel.",
Maria (Mary) Rodríguez López,[00:06:58:02],"Entonces me decía mi esposo que usaban como unos machetes para trapear el betabel, como ahora que usan esas máquinas. usaban unos machetes. Este con eso andaba y andaban de rodillas los pobrecitos y a veces que hacían porque estaba frío cuando estaba frío dice que hacían una lumbre, se ponían a asar betabel pa comer y luego a veces cuando venía la papa, también nos ponían a.","Then my husband told me that they used machetes to harvest the beets, like they use those machines now. They used machetes. They used that, and they walked on their knees, the poor things. And sometimes what they did because it was cold. When it was cold, he says they made a fire, they roasted beets to eat, and then sometimes when the potatoes came, they also put us to...",family;agriculture;health
Patricia McDaniel,[00:07:32:22],Hacía.,Toward.,
Maria (Mary) Rodríguez López,[00:07:33:13],"Así a pescar papa entonces usaban paja, ahora no, ahora usan pura máquina y también hacían una lumbre y echaban papa asada como mashpotato. Sí y no dice que andaba un come y come y un prisionero muy cómico y se reía con el paciente porque era muy travieso y hablaba poco el inglés. Decía.","So, to fish for potatoes, they used straw. Now they don't. Now they just use a machine, and they also made a fire and threw in roasted potatoes like mash potatoes. It says there was a prisoner who was very funny and laughed with the patient because he was very mischievous and spoke little English. He said.",health
Patricia McDaniel,[00:07:57:07],"Los prisioneros hablaron, hablaron ingles","The prisoners spoke, they spoke English",
Maria (Mary) Rodríguez López,[00:07:59:14],"Se y pero más pues y se animaban a platicar con él así no, pero este uno de ellos era muy, muy cómico, muy cómico. Cómo le está.","I know, and more so, and they dared to talk to him like that, but this one of them was very, very funny, very funny. How are you?",
Patricia McDaniel,[00:08:10:19],Picando favor.,Please bite.,
Maria (Mary) Rodríguez López,[00:08:11:18],"O muy bueno ya diciendo chistes así. Y luego decía cuando andaba trabaje y trabaje y le decía pues este  nos decía que teníamos que cruzar América, pero no nos dijo cómo de hasta andabamos de rodillas, pero muy muy travieso, muy travieso. Y mi esposo se reía bastante con él.","Or really good at telling jokes like that. And then he'd say, ""I'd work and work,"" and I'd say, ""Well, he told us we had to cross America, but he didn't tell us how far we had to go, even on our knees, but he was very, very naughty, very naughty."" And my husband laughed a lot with him.",family
Patricia McDaniel,[00:08:33:09],Sí.,Yeah.,
Maria (Mary) Rodríguez López,[00:08:34:02],"Y luego pues ya te digo, lo mandaron pa.","And then, well, I'll tell you, they sent him for it.",
Patricia McDaniel,[00:08:36:25],Sí.,Yeah.,
Maria (Mary) Rodríguez López,[00:08:37:19],Se acabó la la guerra y se lo llevaron para atras,The war is over and they took him back.,conflict
Patricia McDaniel,[00:08:40:01],"¿Se cogieron a Alemania enseguida? No, ya así. ¿Cuánto tiempo llevaban ustedes en Rupper?","Did you take Germany right away? No, just like that. How long had you been with Rupper?",germany
Maria (Mary) Rodríguez López,[00:08:49:05],"Oh, pues casi estuvimos como un casi dos meses nomás. Cuando lo mandaron para California, eh","Oh, well, we were there for almost two months. When they sent him to California, eh?",
Patricia McDaniel,[00:08:58:24],¿Y donde vivieron? En.,And where did they live? In.,
Maria (Mary) Rodríguez López,[00:09:00:06],En o en una casita que rentamos. Mhm. En una casita que rentamos.,In or on a little house we rented. Mhm. In a little house we rented.,
Patricia McDaniel,[00:09:06:28],Y que está en la casita.,And it's in the little house.,
Maria (Mary) Rodríguez López,[00:09:08:11],"O en una casita chiquita, o nomás una, una recámara en cocina y sale todo. Pero entonces en ese tiempo no, pues no había televisión, Veremos si con nosotros no pensaba miedo. Ya, pero y como andaban o nosotros así de. (inaudible)","Or in a small house, or just one, a bedroom in the kitchen and everything comes out. But back then, no, there was no television. We'll see if with us, he didn't think of fear. Yeah, but how were they doing or were we like that? (inaudible)",technology
Patricia McDaniel,[00:09:27:06],"¿Cómo se divirtieron, qué hicieron cuando no está? Bueno.",How did you have fun? What did you do when he wasn't around? Okay.,recreation
Maria (Mary) Rodríguez López,[00:09:30:25],"Pues yo casi lo más el radio cuando él venía a veces que cenaban o ya para cuando él venía ya porque salía en la tarde como a las 17:00 de la tarde,. A veces cuando ya venía este ya tenía la cena lista y cenabanos. Es que decíamos vamos al al cine o a una vista a ver una movie.","Well, I mostly listened to the radio when he came over sometimes when they were having dinner, or when he came over, because he left in the afternoon around 5:00 p.m. Sometimes when he came over, dinner was already ready, and we'd have dinner. We'd say, let's go to the movies or go somewhere to see a movie.",technology;art
Maria (Mary) Rodríguez López,[00:09:56:03],Ya ves que no se iban estar en la cena.,You see they weren't going to be at dinner.,
Patricia McDaniel,[00:09:59:05],Y habían o habían otros hispanos en en esa época que.,And there were or were other Hispanics at that time who.,
Maria (Mary) Rodríguez López,[00:10:04:18],"Problablemente sí, pero yo no conocí a nadie porque como nos tuvimos bastante en ese en ese pueblito, es un pueblito chiquito. Quién sabe. Ahora ya sí.","Probably yes, but I didn't meet anyone because we spent quite a bit of time in that little town. It's a small town. Who knows? Now I know.",
Patricia McDaniel,[00:10:16:10],"Ya sé, ya.","I know, I know.",
Maria (Mary) Rodríguez López,[00:10:17:22],Sé.,See.,
Patricia McDaniel,[00:10:18:11],"Pues vamos a. Vamos a pasar. En vez de pasar en. Vamos en adelante, vamos a a regresar un poco al al pasado a hablar un poco de su vida en en Texas y de su educación. ¿Sus padres? ¿De dónde eran?","Well, let's go. Let's go. Instead of going in. Let's go ahead, let's go back a little bit to the past to talk a little bit about your life in Texas and your upbringing. Your parents? Where were they from?",
Maria (Mary) Rodríguez López,[00:10:34:14],"Mi papá y mi mamá, ellos fueron en México. Fueron nacidos y criados como eran mexicanos. Odia.",My dad and mom were born in Mexico. They were born and raised Mexican. He hates it.,mexico
Patricia McDaniel,[00:10:44:16],Y cuando y cuando es que vi cómo es que vinieron a los Estados Unidos y cuando.,And when and when is that I saw how they came to the United States and when.,
Maria (Mary) Rodríguez López,[00:10:49:13],Pues mi papá vino primero a trabajar solo. Me parece que dijo que la el primer año que que vino al país para el Valle de Texas fue en 1913 y estuvo trabajando con un ranchero. Eh más yo no me acuerdo cuántos años estuvo ahí. Serían unos dos o tres años. Y luego hizo trajo a mi mamá y. Y el mismo ranchero y la esposa de él fueron los padrinos.,"Well, my dad came to work alone first. I think he said the first year he came to the country to the Texas Valley was 1913, and he worked with a rancher. Oh, but I don't remember how many years he was there. It was about two or three years. And then he brought my mom over, and the rancher himself and his wife were the godparents.",family
Maria (Mary) Rodríguez López,[00:11:22:12],Porque fue y se la trajo.,Because he went and brought it to her.,
Patricia McDaniel,[00:11:23:26],Sí.,Yeah.,
Maria (Mary) Rodríguez López,[00:11:24:14],"Y ahí estuvieron, en el rancho del trabajo.","And there they were, at the work ranch.",agriculture
Patricia McDaniel,[00:11:26:21],Ellos se casaron en Texas.,They got married in Texas.,
Maria (Mary) Rodríguez López,[00:11:28:21],Ok. En ese.,Ok. On that one.,
Patricia McDaniel,[00:11:29:26],En ese.,In that one.,
Maria (Mary) Rodríguez López,[00:11:30:18],"En Mercedes, Texas. Sí. Y luego ahí. Pues ya, ya. El ranchero ya no quiso tener correr el como le dicen el rancho y. Y entonces ya mi papá se vino para Far y ahí empezó a buscar trabajitos haciendo labor porque era.","In Mercedes, Texas. Yes. And then there. Well, then. The rancher didn't want to run the ranch anymore, as they call it, and... And then my dad came to Far and there he started looking for odd jobs doing labor because he had to.",agriculture;labor
Patricia McDaniel,[00:11:52:00],Su su su padre también.,His his his father too.,family
Maria (Mary) Rodríguez López,[00:11:54:19],"O sea, ahí fue donde nacieron los dos hermanos míos, que los primeros cinco que tuvo de familia mi mamá, todos ellos murieron.","That is, that's where my two brothers were born, and the first five that my mother had in her family, they all died.",family
Patricia McDaniel,[00:12:04:08],Los primeros.,The first ones.,
Maria (Mary) Rodríguez López,[00:12:04:26],Cinco primeros cinco.,Five first five.,
Patricia McDaniel,[00:12:06:11],Después de.,After.,
Maria (Mary) Rodríguez López,[00:12:07:05],"Luego nació, luego nació mi hermano, que es el que vive ahorita en .... Mhm. Es el mayor de nosotros, eh","Then he was born, then my brother was born, who is the one who lives in ... right now. Mhm. He's the oldest of us, eh?",family
Patricia McDaniel,[00:12:16:24],Pero en realidad fue el el 6.º que venía.,But in reality he was the 6th one who came.,
Maria (Mary) Rodríguez López,[00:12:20:19],Venía entonces. Mhm. Porque dice mi mamá que que el 18.,I was coming then. Mhm. Because my mom says it's the 18th.,
Maria (Mary) Rodríguez López,[00:12:28:29],Es el primer año del 18 o el 17. Por ahí fue cuando se vino una influencia muy grande y mi mamá estaba criando unos cuates de año y medio y se le murieron de eso de de influencia ya grande que hubo y ya después fue cuando este tuvo a mi hermano que vive en paz.,It was the first year of '18 or '17. That's when a very strong influence came and my mom was raising some one-and-a-half-year-old boys and they died from that strong influence that there was and then it was when she had my brother who lives in peace.,family
Patricia McDaniel,[00:12:55:21],Y usted también nació en Zaragoza.,And you were also born in Zaragoza.,spain
Maria (Mary) Rodríguez López,[00:12:57:19],Y todos los nacimos ahi.,And we were all born there.,
Patricia McDaniel,[00:13:00:10],"Y tiene dos hermanas, me dijo el otro día.","And he has two sisters, he told me the other day.",
Maria (Mary) Rodríguez López,[00:13:03:23],"En California, en California.","In California, in California.",
Patricia McDaniel,[00:13:05:29],"Dos Hermanas en California, pero también ellas nacieron en Far. Hubo y así usted pasó toda su vida en Far antes de venir Idaho","Two sisters in California, but they were also born in Far. There was, and so you spent your entire life in Far before coming to Idaho.",idaho
Maria (Mary) Rodríguez López,[00:13:17:04],"A ellos, como si mí pues.","To them, as if I were.",
Patricia McDaniel,[00:13:20:03],Y vamos a hablar un poco de la educación que que tenía usted en. ... había escuela. Hable un poco de de su educación.,And let's talk a little about the education you had back in Far. There was school in Far. Tell me a little about your education.,education
Maria (Mary) Rodríguez López,[00:13:31:10],"O sea, yo fui hasta, Porque la escuela que le dicen a School más talk y luego es que en el high school este entonces no había como ver a Junior High y todo eso y era parejo de del seis me pasaron al High School, que fue cuando comenzaba en ese tiempo e y ese hasta entonces nomas me había hasta el 11 grado.","I mean, I went until, Because the school they call School plus talk and then it's that in high school back then there was no way to see Junior High and all that and it was even from six they moved me to High School, which was when it started at that time and that until then I only had until 11th grade.",education
Patricia McDaniel,[00:14:04:15],Y usted terminó de.,And you finished.,
Maria (Mary) Rodríguez López,[00:14:06:27],"No, yo nomás llegué hasta nueve nueve grado. ¿Ya, ya no quise ir, No?","No, I only made it to grade nine. I didn't want to go anymore, right?",education
Patricia McDaniel,[00:14:13:18],¿Y qué hice? ¿Y qué hizo después de terminar su educación formal? ¿Qué hizo después?,And what did I do? And what did he do after finishing his formal education? What did he do after that?,education
Maria (Mary) Rodríguez López,[00:14:21:23],"Oh, pues trabajaba. Hacían trabajos, hacían empacadoras de fruta, empacar fruta. Había una casa de matas que le decíamos café. Casa de matas donde plantaban uno, matas en macetas y luego de ahí unos la vendia para las tiendas y todo eso. Y. Y no más trabajo, porque.","Oh, well, I worked. They did odd jobs, they worked in fruit packing plants, packing fruit. There was a plantation house that we called ""café."" A plantation house where they would plant plants in pots, and then from there, some would sell them to stores and all that. And... And no more work, because...",
Patricia McDaniel,[00:14:46:25],Hasta hasta que hasta que vino.,Until until until he came.,
Maria (Mary) Rodríguez López,[00:14:48:21],Idaho,Idaho,idaho
Patricia McDaniel,[00:14:49:22],Vernos o para casarse.,See each other or get married.,
Maria (Mary) Rodríguez López,[00:14:53:03],"Y luego para antes en una, en una, como le dicen de de cementary de tuberlculosis. Este Ahí me tuvieron a mí nueve meses y mi hermano también porque a.","And then for a, in one, as they call it, cementary of tuberculosis. This There they had me for nine months and my brother too because...",family
Patricia McDaniel,[00:15:11:08],Como enferma.,As sick.,
Maria (Mary) Rodríguez López,[00:15:12:07],"Como enferma y entonces este metían que estuviéramos como nueve meses para estar seguro que no y no, pues habían para los tres meses me dijo el doctor que podían besarme y le dije a mi hermano eso, que nomás que nos tenían diferentes dormitorios a los hombres separado y a las mujeres y nomás los domingos nos daban un permiso, no más media hora de hablar un ..., o sea de para visitarnos y le dije a mi esposo que yo el doctor me había dicho que yo me puedo ir para la casa, que yo estaba bien.","As if I were sick and then they said we would be there for like nine months to be sure that no and no, well after three months the doctor told me that they could kiss me and I told my brother that, that they just had different bedrooms for us, separate for the men and the women and and only on Sundays they gave us permission, no more than half an hour to talk about ..., that is to say to visit each other and and and I told my husband that the doctor had told me that I could go home, that I was fine.",health;family
Maria (Mary) Rodríguez López,[00:15:52:24],"Y dijo no! Dijo no, quédate los nueve meses así no nos vamos juntos. Y pues me quedé y luego cuando salí eso fue el 42, en diciembre, el 42 salimos y la el 43 en la En el primavera en spring time me mandaron una carta que si quería venir a a trabajar al centro de ayudante enfermera. Y como vine estuve tres meses nomás y ya no quise trabajar porque hubo una afuera por el pago nomás 20 $ por mes con el cuarto y comida, cositas, pero como quiera 20 $, quién sabe, Yo como quiera hubiera durado así porque pues tenía todo, pero me pusieron en en la enfermería y Farmers cuando estaban los enfermos bien graves, mi.","And she said no! She said no, stay the nine months so we don't leave together. And so I stayed and then when I got out that was in '42, in December, in '42 we got out and in '43 in the In the spring time they sent me a letter asking if I wanted to come work at the center as a nursing assistant. And when I came I stayed there for three months only and I didn't want to work because there was one outside for the payment only $20 a month with room and board, things, but still $20, who knows, I still would have lasted like that because I had everything, but they put me in the infirmary and Farmers when the patients were really serious, my.",
Maria (Mary) Rodríguez López,[00:16:53:25],"Y entonces no, no le daban a uno mascar más ni guantes ni nada.","And then no, they didn't give you any more chewing gum or gloves or anything.",clothing
Patricia McDaniel,[00:16:57:19],"Para, para.","Stop, stop.",
Maria (Mary) Rodríguez López,[00:16:58:17],"Para la limpieza y todo que tenía que hacer yo misma la limpieza en mi cuarto y me dio un poco de miedo y dije no. Entonces sí, sí, salí bien de esta enfermedad. Que se la agarre la la infección y no quería. Mejor le mandé a escribir a mi papá y a mi mamá. Dijo No, pues si no estás a gusto, no quieres estar ya vente.","For the cleaning and everything, I had to do my own cleaning in my room, and I was a little scared, so I said no. So yes, yes, I got over this illness all right. I didn't want to get the infection. I texted my dad and mom instead. They said, ""No, because if you're not comfortable, you don't want to be here anymore.""",
Maria (Mary) Rodríguez López,[00:17:22:13],¿Y como lo hizo en México? Mhm.,And how did he do it in Mexico? Mhm.,mexico
Patricia McDaniel,[00:17:24:23],Así volvió a a hacer.,So he did it again.,
Maria (Mary) Rodríguez López,[00:17:26:26],"Sí, ya fue cuando comencé a trabajar así con unas empacadoras de tomate también donde estén botan tomate. También trabajé ahí.","Yes, it was when I started working like that with some tomato packing plants, where they also dump tomatoes. I also worked there.",
Patricia McDaniel,[00:17:38:04],"Así trabajaba bastante antes de venir  Idaho, ya pues vamos a dar, vamos a hacer una, una, vamos, brinque. Vamos a hablar otra vez de de su vida aquí en Idaho. ¿Me dijo el otro día que después de esta en esta temporada, su esposo volvió a a trabajar en el Army, verdad? Y luego se fueron a vivir en en Francia, en Francia.","I was working quite a bit like that before coming to Idaho, so let's jump in, let's do one, one, let's jump in. Let's talk again about your life here in Idaho. You told me the other day that after this season, your husband went back to work in the Army, right? And then you went to live in France, in France.",idaho;family;france
Maria (Mary) Rodríguez López,[00:18:10:27],"No, eso fue cuando se vino de Corea, ya así lo mandaron por lo de Washington. Y luego de allí yo me iba entonces y estaba aquí en Tampa, con mis suegros y yo me iba a ir para allá. ¿Y luego me habló eso no? Dijo No, no te vayas a venir, porque me dieron la orden que me van a mandar pa Arkansas, dijo.","No, that was when he came back from Korea. They sent him back because of Washington. And then I was leaving and I was here in Tampa with my in-laws, and I was going to go there. And then he told me that, right? He said, ""No, don't come back, because they gave me the order that they're going to send me to Arkansas,"" he said.",
Maria (Mary) Rodríguez López,[00:18:39:23],"Así es que mandar a crear un carrito que teníamos una hasta incluso era yo no me acuerdo el año. Anyway, un muy buen carrito y lo mandé a lo metí al garaje que le dieran un tunup y en eso nos se vino él en el bus yo creo fue fue en el tren, no me acuerdo y me levantó a mi y a mi hija y a mi hija y nos fuimos en el carro en.","So I ordered a stroller, which we had, and it was even, I don't remember the year. Anyway, a very good stroller, and I sent it to the garage to get it tuned up, and then he came to us on the bus, I think it was on the train, I don't remember, and he picked me up, my daughter, and we went in the stroller.",
Patricia McDaniel,[00:19:12:14],"Pero antes de irse, usted vivía aquí en la casa un tiempo.","But before you left, you lived here in the house for a while.",
Maria (Mary) Rodríguez López,[00:19:18:12],Sí.,Yeah.,
Patricia McDaniel,[00:19:19:00],Ajá. Y qué hizo aquí en Tampa ¿Ha trabajado?,Yeah. And what did you do here in Tampa? Did you work?,
Maria (Mary) Rodríguez López,[00:19:22:09],O a veces. A veces trabaje en el betabel. Como le dicen aquí? Saqué que yo nunca había trabajado en eso. Y entonces.,Or sometimes. Sometimes I worked in beetroot. What do they call it here? I realized I'd never worked in that field. And then...,
Patricia McDaniel,[00:19:33:03],Que.,What.,
Maria (Mary) Rodríguez López,[00:19:34:03],"Este Black, que le dicen.","This Black, they call him.",
Patricia McDaniel,[00:19:38:04],Así.,So.,
Maria (Mary) Rodríguez López,[00:19:39:02],"Entonces usaban este azadón chiquito y como me dolía mi cintura y por cierto que no trabajaba yo mucho en eso, porque todo hacían por contrato y yo para el contrato no, pues cuando no me esté aumentaba el dinero porque no era pronta para de sacar mejor. Me gustaba trabajar por horas. Ajá.","So they used this little hoe, and since my back hurt, and since I didn't work much at it, because everything was done by contract, and I wasn't contracted, well, when I wasn't there, the pay would increase because I wasn't quick to get better. I liked working by the hour. Yeah.",agriculture
Patricia McDaniel,[00:20:04:19],Así es que con un poco del contrato y como como fue.,So with a little bit of the contract and how it went.,
Maria (Mary) Rodríguez López,[00:20:10:04],"El contrato de cuando en el trabajo de betabel. Mhm. Eso hasta hace buen entendido. Pagan cierto. bueno, por ejemplo 20 o 25 $ el acre te pagan y naturalmente los que son muy livianos para ese trabajo del día hacen hasta un acre que sabe más. Depende como están el el betabel de mugroso limpio así está limpio pues. Y uno que es bueno para eso pues hacer así ahora más pues ahora les pagan mucho más y.","The contract for beet work. Mhm. That's even a good idea. They pay, right? Well, for example, $20 or $25 an acre, and naturally, those who are too light for that daily work can even do an acre, which is more important. It depends on how they are; the beets are so filthy and clean that they're clean. And those who are good at it, well, they get paid much more now.",
Patricia McDaniel,[00:20:47:22],"Ahora sí, claro.","Now yes, of course.",
Maria (Mary) Rodríguez López,[00:20:49:03],Les pagan mucho más y hay unos muy prontos para bueno.,They get paid a lot more and some are very quick to do well.,
Patricia McDaniel,[00:20:53:27],Así se trabajaba así o una temporada.,That's how it worked for a while.,
Maria (Mary) Rodríguez López,[00:20:57:01],"No sé, ya después cuando venimos de Francia, este fue cuando.","I don't know, later when we came from France, this was when.",france
