speaker,timestamp,words,End Time
Madeleine Groh Gorman,00:22:57,"I think that's marvelous. The beadwork, the leather work. I would just give anything to to know how to do that. And I am, waiting until my family is completely grown up. And then I want go in and take up the leather work and things like they do. I find out that.",00:23:20
Laura Schrager,00:23:20,"When you were a young child, you never had any fear.",00:23:23
Madeleine Groh Gorman,00:23:23,"That I had no fear of the Indians. In fact, to me, the Indians were more, Less to be feared than the white man. And I have no, I have no reason for that. I had no fear of them, even with all the weird tales, you know. Or maybe they weren't so weird, but, history books and all that that have said about the.",00:23:50
Madeleine Groh Gorman,00:23:50,"I always felt that, we as white men were very, very cruel to the Indians. An unjust. And we were the culprits and not them the culprits for scalping the white man and all that. I, I feel as though we ourselves, the white men, did an injustice to the Indians by taking their lands the way he did, and then turn around and give them reservations and land that they couldn't even provide for their own family.",00:24:22
Madeleine Groh Gorman,00:24:22,"I think that's cruelty to my way. Thank you. I don't think the colored man has half. Well, no, I can't say that either, because I wasn't down around with them. I didn't live with them. You see, this is, something that, you don't think of until you started the way. Not. Well, maybe not. Maybe we were just as cruel because we did take them out of their country and bring more of what we didn't.",00:24:48
Madeleine Groh Gorman,00:24:48,But mostly the Queen of England did at that time. But we were responsible for once they were on our land or on the Indians land.,00:24:59
Laura Schrager,00:24:59,We do you think that's an attitude you got somewhat from your mother? Was that her attitude?,00:25:06
Madeleine Groh Gorman,00:25:06,"My mother and dad's attitude was every man is equal until they prove themselves differently. Every man was to prove himself. Didn't make any difference of race, color or creed I have. I have known some Indians that were taken up to be shot. But of course you will find that in the color. You will find that in the white man.",00:25:37
Madeleine Groh Gorman,00:25:37,"Equally you will find it in the well, not so much. The Japanese and Chinese, because I haven't had too much to do with it. However, mothers regard for both the Chinese and the Japanese was very high. Due to, the fire in Kendrick. And at that time they had, they had both Japanese and Chinese house boys and, and your mother said that, the both of them were Chinese and Japanese, even though they disliked them, you know, their nationalities.",00:26:22
Madeleine Groh Gorman,00:26:22,"There's just like a German and Frenchman. You know, there's always that conflict. But mother said that they always conducted themselves in such a perfect manner, respectful, very, dutiful. Well, mother could consider them extremely honorable. And during the fire, mother said that they both both worked together side by side, and they took blankets, soaked them with water and hung them along the building from the roof and weighted them down it so that the fire would not catch the wood structure on it, you know, so the blankets would prevent the, fire from hitting the wood structure.",00:27:07
Madeleine Groh Gorman,00:27:07,"This is in Kendrick and mother said that they. But, both the boys, there's, four of them. I think it was. She says they were they had blisters on the face of their hands from the, heat. And she said that did not stop. And they continued. And if it hadn't been for them, mother claims, if it hadn't been for them, that that building would have gotten down, that the, fire would have, you know, taken it.",00:27:36
Madeleine Groh Gorman,00:27:36,"So, you know, like I said, nationalities had to prove themselves. The man had to prove himself whether he was honorable or dishonorable. So that's it.",00:27:55
Madeleine Groh Gorman,00:27:55,"But I don't I don't know whether Tommy would remember that or not. Yeah, but the fire danger that made quite an impression might hurt to a man. The blisters. I could, I could understand how dreadfully painful that would be.",00:28:13
Laura Schrager,00:28:13,So that's incredible story.,00:28:16
Madeleine Groh Gorman,00:28:16,"That, to me, that was really something. Of course. Later years. And in Bovill, I fell on a red hot stove, so I can, I can, appreciate it. In later years, you know, just what those men went through. I fell on the stove. This with this arm and my hands just stayed when they pulled it back.",00:28:39
Madeleine Groh Gorman,00:28:39,That was just the flesh. And I have no scar. And you know why? Cattails and Crisco.,00:28:51
Madeleine Groh Gorman,00:28:51,"And. And potatoes and potatoes. Mrs. Flasher said. Mother called over to Mrs. Flasher immediately for help, because I was in such pain in the, about ten and I stumbled, you know, in this wood range. And they had what they call on these sheets underneath the wood range. I don't know what they call them. And it had been slightly frayed.",00:29:22
Madeleine Groh Gorman,00:29:22,"And Dad and Uncle Herman and Johnny and, John, Uncle John, the Sunday following was supposed it was going to it was all planned that they were going to change this. Well, this happened, I think, on a Thursday or Friday and I fell, I stuck my toe on it and I fell and I threw my head back because the water, this thing had been disfigured from the steam, I had no presence of mind.",00:29:51
Madeleine Groh Gorman,00:29:51,"And then mother called Mrs. Flasher, and Mrs. Flasher came over and she got Tommy to, peel potatoes quickly. And then they put them through, a ricer, I guess it. And they took these raw potatoes and, and place them on my arm. And of course, that was dreadfully painful. The starch in there was just, oh, awful.",00:30:16
Madeleine Groh Gorman,00:30:16,"And in those days they did have a telephone and, mother called right away down the dead and dad says, just a minute. He's will have help up there to you right away. And the, doctor Gibson was on a call for the Potlatch yard, and so John called them, and Alvina said it was very simple.",00:30:50
Madeleine Groh Gorman,00:30:50,"She says, does do they have, cattails? And, I'll run up a one of my pillows and she. I want a can of Crisco. And she took the cat, she ripped her pillow and she she had pillows always for that particular thing. And she ripped your pillow open and took the cat tail. Just the fuzz and mixed it with the fuzz was.",00:31:20
Laura Schrager,00:31:20,And she made pillows. Yes.,00:31:22
Madeleine Groh Gorman,00:31:22,"From the fuzz of the cat tails, you see. You know, the the brown knob on the cat here. All right. When in the fall it goes to. Well, let's see. Well, the brown.",00:31:35
Madeleine Groh Gorman,00:31:35,"Or cat tail and put it in with Chris goes no salt. See, at that time they had no salt in the crystal. And then they made a regular poultice on it, and they left it on my arms and on the hands.",00:31:51
Laura Schrager,00:31:51,"I have did the heat up, Chris. No, no.",00:31:54
Madeleine Groh Gorman,00:31:55,"Oh, it melted right. Always. Who's it hit? As soon as it hit the arm, it just went just, And they they kept putting the pulled us on constantly, you know, as soon as it was that it looked like it was going to stick to the arm, then they put some more another, application of it and, the only thing I have left is extreme calluses on the hands.",00:32:19
Madeleine Groh Gorman,00:32:19,"So they're very hard on both hands. That's the only thing that I have from this. Or I'd been completely scarred. I find the TI, real strong TI on a burn. Donald fell on them great of, Oh, well, it's it's with all the heat comes in for the house, and he fell on that, and he had blisters across his stomach that broke open right away.",00:32:54
Madeleine Groh Gorman,00:32:54,"And, the doctor lamb said, make a strong tea and, put the he's put it in the refrigerator right away to cool down right away. And he's put that apply that on and it won't scar tannic acid again where you that time you couldn't get tannic acid in the, drugstores. They didn't know, I guess, about tannic acid at that time.",00:33:20
Madeleine Groh Gorman,00:33:20,"But, these old remedies are really something you're, after all remedies. I have another one. That is the one that you just for earaches. You can have terrific earache. And if you take a tiny bit of garlic about the size of a head of a of, common pain, a straight pill. It doesn't have to be very big a small piece, and you put it in cotton and I take, the oil, and I just, you know, on the bottle.",00:33:51
Madeleine Groh Gorman,00:33:51,"I put my hand like that, dump the bottle over. So there just a little bit of oil on my hand, and I rub that in there, make him kind of a little ball, like, stuff it near. That's all you have to do. The heat of the garlic, warms up the ear. It. Apparently, that's the only thing a solution I could think of.",00:34:11
Madeleine Groh Gorman,00:34:12,"And I know it works because I've had earaches. Upon your weeks in Marion, we went into Canada one year. She had an awful Erie. And I told my husband, I said, let's stop at a little store. Well, in Canada on Sunday there are no stores open. And so he went to a drugstore and they gave him a preparation and it didn't help.",00:34:36
Madeleine Groh Gorman,00:34:36,"And we stopped for some gas. And I happened to see a little grocery store in, in a home, I guess. And I asked if they had garlic and they said yes, but I'd have to buy the complete package, which had these two. And I said, I'm perfectly willing to do that. And, they were rather surprised that I know would buy it for such a small quantity that I wanted.",00:35:02
Madeleine Groh Gorman,00:35:02,"And I came back to the car, and of course, we always took our lunch with us and whatnot, and I had some oil and I fixed that up. And within 20 minutes time, her earache was gone. So this is she is for sure. And I am I know because I've had an awful lot of earaches. Are. But I went back far enough and my, my my memory I probably could come up with a lot of other, you know, things, but these are the two.",00:35:36
Madeleine Groh Gorman,00:35:36,"This are outstanding we swear by. So for years after I was born, there was always 2 or 3 pillows, and everybody in the house knew which pillows had the cat to you. I still have pillows with cat tail feathers in.",00:35:54
Laura Schrager,00:35:54,And it was meant to be used.,00:35:55
Madeleine Groh Gorman,00:35:56,"To be used for just that, for burns, in case there was a severe burn, we would we would have it, you know, we'd have the medicine or the. And every year, every year, the pillow was emptied and filled with no. But since tea is so easily gotten, you know why I have my pillow? But I also have, the tea is there on time as well?",00:36:21
Madeleine Groh Gorman,00:36:21,"Mary is quite a tea drinker. Now, is there anything else you want to know about dad? Mom, I get carried away sometimes.",00:36:34
Laura Schrager,00:36:34,I wanted to talk about that. I don't know if there's anything. You know else. Let's talk about the the fire in Bovill.,00:36:44
Madeleine Groh Gorman,00:36:45,"Yeah. That was, Well, yeah.",00:36:50
Laura Schrager,00:36:50,"You know where it started, you know, Mr..",00:36:53
Madeleine Groh Gorman,00:36:53,"Well, I'm not sure that there again, you know, you you posed the question, is that where it started? Well, and then Tommy's remark, saying that the people were picturesque or whatever you want, call it storytellers. It, the story is I had been told that when the fire started, it started in the back of the grocery store, and that apparently had been set.",00:37:25
Madeleine Groh Gorman,00:37:26,"And I know that Dad and Uncle John had been threatened a couple of times now, whether they were threatened with by a person who was drunk or, you know, how you will say, sometimes I could kill you and you really don't mean it. It could be that this person had had said that, you know, I'll burn you out.",00:37:51
Madeleine Groh Gorman,00:37:51,"Who knows what, what took place? I don't know, but, the fellow who was living next to dad had little business, and they lived in the back of the business. Now, I'm not sure whether it was a shoemaker. Or just what? But, Of course, now there I could be, my mind could have gone back with some of the part that I knew, because at the store where the story is now, right next door, it used to be an old shoemaker, and he also lived in the back of his place, and they had a fence, but theirs was the hardboard fence that Tommy was talking about.",00:38:41
Madeleine Groh Gorman,00:38:42,"Now the other fence, I don't know, but when the, the fella said that lived in the house, it was near this door so that he had heard someone jump the fence. Now, was it that fire or was it the fire that was almost started, years later at the store, because there was twice, two other times that fire had started in the back of the store at Bovill.",00:39:17
Madeleine Groh Gorman,00:39:17,"And there was either the horses whinny or this, shoemaker really heard somebody and went out, but the fire had been extinguished before it could do any damage. You know, those and those two were definitely said. One was with, soaked rags of, I don't know if it was gasoline or kerosene or something, but these were set now.",00:39:49
Madeleine Groh Gorman,00:39:49,"I, I'm not sure whether you know how a child will remember, and yet it will take it back also. But the with the first fire. I am quite sure that mother said that it had been, a fire that apparently had been set and like I said, she felt so terribly broken up to think that here they were reduced to nothing in just the, in just overnight and, to.",00:40:26
Laura Schrager,00:40:26,Were they able to save anything?,00:40:27
Madeleine Groh Gorman,00:40:27,"Nothing. Nothing. Everything went. Everything went. And, this is it, like in France, if you got it, you know, something like that. And you had no insurance or anything at all, you you're completely wiped out. You, your friends and everything. They don't know you anymore in those days, I don't know. I don't know how it is, but in those days, that's the way it would have been.",00:40:50
Madeleine Groh Gorman,00:40:50,"But, Like I see, I don't know whether it was telephone. Pardon me. Or whether it was by telegraph, but, Swift, not Swift. It was a roundup. Grocery. Told dad that they had, complete carload of everything to start them in business and that swift. I believe it was swift and company. It the the, company was in the, building, that is known as the Hazelwood Building now, the one that burnt not too long ago, but that used to be a meatpacking company and, smokers, they used to have smoke houses in there that, went umpteen storeys high as a child.",00:41:52
Madeleine Groh Gorman,00:41:52,"I remember that, but they also had a half a car load of, things like, wieners. Sausages, baloney. Summer sausage, hams, bacon. To start over again. That would tide Dad and John over until, you know, they were back on their feet. And like Tommy said, did they get the tent? Now, I'm not sure whether or not, roundup grocery asked dad if they had provisions to start over again.",00:42:34
Madeleine Groh Gorman,00:42:34,"If they could start in the tent. Now, maybe dad did borrow a tent from the Potlatch yard if the Potlatch yard was there at that time, I don't know. See, this is something else I don't know. But I do know that they set up a tent and they started back in the business with a tent. And, like I say, I don't know whether that took a span of 2 or 3 days or four days to a week.",00:43:00
Madeleine Groh Gorman,00:43:00,"I don't know how long it took for the carload to get up there, but when it did, why, dad had everything he said he had, vegetables that were, you know, that were in like, your potatoes and and carrots and onions and rutabagas, things like that, that are, keep overs and all the canned goods they needed staples.",00:43:24
Madeleine Groh Gorman,00:43:25,"Also the matches. I remember dad saying, of course we had to have matches in the we had all that set up to just start right over again. And it was quite a huge tent that was saying how large it attended was. And then of course, from there on, why that was dad's business. So what? And as for McClintock, chunky that, they, absolutely were.",00:43:57
Madeleine Groh Gorman,00:43:58,"They were just opposite of what, round up was dad had always kept round that was that was from there. What if.",00:44:07
Laura Schrager,00:44:07,McClintock.,00:44:08
Madeleine Groh Gorman,00:44:08,Well they sent they sent a bill to dad.,00:44:11
Laura Schrager,00:44:11,What were they? Yes.,00:44:13
Madeleine Groh Gorman,00:44:13,"Yes, they were a wholesaler. Yes. And they had sent a bill to dad in. Dad had still the proof that it had been paid. However, the papers were terribly charred. But the proof was there that they had been it had been paid. So, you know, when you see something like that now, it could have been an oversight on their part.",00:44:32
Madeleine Groh Gorman,00:44:32,"You never know. And, and again, probably some, you know, how some people are, they might have just thought, well, here's my chance of making a little extra dough, Ray. Me. I don't know, I'd rather not think of it in that manner, but from all appearances, that's what it looked like. But then, I don't know.",00:44:54
Laura Schrager,00:44:54,Did they do a pretty big business?,00:44:56
Madeleine Groh Gorman,00:44:56,"Yes. They did. Yeah, they did quite a quite a big business. Saturdays, I would, dad would put money in the paper sack and I would carry it to the bank. They thought it was safer for a little kid going down to the bank, and it, many times I had to ask dad several times, just how much I was worth in that with that paper sack.",00:45:25
Madeleine Groh Gorman,00:45:25,"And dad says, well, a couple of thousand dollars today. It were on a Saturday. That would be a Saturday. So, that they did make quite a little bit. But as Tommy said, the there was quite a few people that, had quite large bills and then just up and left. Oh, I could name a dozen of them that I still know that, old dad, quite a little bit of money.",00:45:51
Madeleine Groh Gorman,00:45:52,"But then, like dad says, they they can't take it with them. So. As long as dad like dad says, as long as my slate is clean, that's all it's necessary. And he's. If it did help them out, well, is that maybe they were that destitute, that they just couldn't, couldn't see their way clear. So that was another way.",00:46:14
Madeleine Groh Gorman,00:46:14,Dad looked at us.,00:46:17
Laura Schrager,00:46:17,Did he try to collect at all?,00:46:19
Madeleine Groh Gorman,00:46:19,"Well, he'd ask them, you know, in a nice way. That was the one. One thing. Daddy was a very poor businessman at that. John was a better collector than dad would be because dad was a little too soft hearted. They could give him a soft story or, and, he would go. But but John was just the opposite.",00:46:40
Madeleine Groh Gorman,00:46:40,"But John was a very, trickster. You know, like I told you yesterday, 10 pounds of macaroni.",00:46:49
Laura Schrager,00:46:49,Can you tell me that story again?,00:46:54
Madeleine Groh Gorman,00:46:54,"Well, this man came from back east. He had quite a large family, 5 or 7 children, I'm not sure which. And they moved out here because of his wife's health. So she stayed back east where she died. So he came out and he came to John one day, and he wanted some seeds to plant macaroni, wanted to plant macaroni.",00:47:19
Madeleine Groh Gorman,00:47:20,"So John sold them a 10 pound bag sack of macaroni. And the fella went up and he planted it. And then he came back a couple, 2 or 3 weeks later and wanted to know from John if that was good seed, because his seed did not sprout. And of course, he was kind of upset. And then I think John broke down and told and kind of laughed at him and said, well, you surely didn't plant that macaroni and, and yes, I did.",00:47:52
