speaker,timestamp,words

Sam Schrager,00:12:32,"You told me he was a really strong man, Joe.",
Elmer Flodin,00:12:36,"Yeah, he was strong, and Chuck was stronger.",
Sam Schrager,00:12:38,Stronger than Joe?,
Elmer Flodin,00:12:40,"Oh boy. That was the man of his powerhouse right there. He used to keep him on the landing, rolling back, and he was getting him with horses to roll back, and he left the skidways. He had a hard time keeping Peavey handles for him.",
Sam Schrager,00:12:52,This is Chuck now.,
Elmer Flodin,00:12:54,"He break the Peavey handles. I know he... I heard about it. My brother-in-law worked up at Camp 14 for Frank Jean. And he found a line in there, and a big pine log, probably three feet and better than two. And he'd go and roll them logs, and he'd break Peavey handles. And Chuck was strong. I seen Chuck. When I was at the powerhouse. You know, first I worked in the woods. Oh, thank you. I met Chuck then. He was married then. His first wife, Milbert, the one that married Dan Ross, Mrs. Ross. She was Mrs. Ross when she died. That was his first wife. Yeah, them dirty people, they should know a lot about them.",
Sam Schrager,00:13:55,About Joe.,
Elmer Flodin,00:13:57,"The whole family married, the daughter, nigga married, they called her. And her two children, they should know about them.",
Sam Schrager,00:14:07,"What about what you heard about, oh, Vollmer and the hard times in 93? Did you ever hear talk about Vollmer, the guy that the town of Troy was named before he...",
Elmer Flodin,00:14:20,"Yeah, Vollmer, that was the first town, you know.",
Sam Schrager,00:14:24,"More about the man. I heard he owned a lot of, or he got a lot of land in here during the, well, a lot of places.",
Elmer Flodin,00:14:32,"He might have had a lot of land, but the first flour mill down at Driscoll's, that was Vollmer's milling company. And then after that, I don't know what it was, then he went down on the coast. But you see, at that time, where Vollmer was, I wasn't even here.",
Sam Schrager,00:15:01,Never even thought of you.,
Elmer Flodin,00:15:03,"No, I was born in Vollmer, I don't know. It was still Vollmer when I was born.",
Sam Schrager,00:15:12,"Well, I want to ask you about the thrashing, too, and about what that was like. You're telling me that the Olsons ran a real good thrashing operation, and I know Carl, you know, he would never just tell me that they did a real good job, because he wouldn't say that about himself. But you told me that they did do really good work, is that right?",
Elmer Flodin,00:15:36,"You bet. Carl and Oscar. Oscar, Carl was the engineer and Oscar was the separate tenderer. Boy, I'll tell you, if we could do it, then Oscar could do it. And I'll tell you, another one was Albert, who died in Moscow, and Roberts had passed away in Troy. They had a thrashing outfit together. There were two other good thrashmen, but I'd say Oscar had everybody beaten. Like Amel said, there's none in the family that could beat Oscar.",
Sam Schrager,00:16:07,"When you say that about how if it could be thrashed to Oscar, you mean if it was dry enough or what?",
Elmer Flodin,00:16:14,"If it was dry enough and could be held, Oscar would set the machine to do it. And he'd always check in the store behind to, on the shaft for two season, nothing's going over.",
Sam Schrager,00:16:30,Did they work fast?,
Elmer Flodin,00:16:33,"They worked fast. Oscar could set the machine so it would take a lot of grain. He set his sieve and shaft for so that it would take it. What did they try to do? I'd like it now when they're out on the ridges there. Well, I showed you that calendar of Carl and Oscar, you know, all them sacks in that ten-hour trashing out there. The fourth brothers, 1924. That was Oscar, the separator man. And then he trained Amel with him. So Amel worked with him every year by half-oil and ten separators. And Amel, I'll tell you, is a good thrashman too. Yeah, Amel could thrash.",
Sam Schrager,00:17:31,Did you work on the crews up here at all? Did you work with them?,
Elmer Flodin,00:17:35,"Well, the only thing, you know, they come around here. Well, they need so many bundled teams, the farmers go together and help each other out. Right. That's how I worked with them.",
Sam Schrager,00:17:47,Did you work from dawn till dark? Or how did it go?,
Elmer Flodin,00:17:51,"Oh, you know, we put in 12 hours. 12 hours actually. But that's in bad days. You know, some often did, used to go like out in the Genesee country. There you'd trash an hour before breakfast and then trash till dark. About 14 hours. About 12 hours is what they used.",
Sam Schrager,00:18:33,Did you tell me?,
Elmer Flodin,00:18:34,"Carl didn't want to admit his thrashing, huh?",
Sam Schrager,00:18:36,"Well, he'll tell me that he thrashed and he tells about it, but all I'm saying is he wouldn't say we were good thrashers, you know. He'd say, well, we thrashed.",
Elmer Flodin,00:18:45,"That's one thing I'd say. Carl and Oscar were two of the best around the country. Nobody could beat them. I don't care where you went, who thrashed. Now, Johnson was out there in the region. He was a pretty good thrasher too. But he couldn't come up to Old Fremont. My brother-in-law's dad, Andrew Hawkinson, he couldn't come up to them.",
Sam Schrager,00:19:11,"Do they, does that mean that they got a lot more work?",
Elmer Flodin,00:19:16,"Yes, and the job they done.",
Sam Schrager,00:19:19,Were they much in demand then? Did people want them to? Yes. They had as much as they could handle then?,
Elmer Flodin,00:19:25,"More than they could handle. You see, they used to take a little barrage and drive quick and up and around Plasmon Hill and clean it around. Well, then John Johnson started out there and then Andrew Hawkinson bought the second machine. He went out there, so then the Old Fremont took big barrage. So they went clean to lower end of Big Barrage. And then up on Dry Creek and ended up going up and around by Avon and clean it back, come clean around by Plasmon Hill. Hmm.",
Sam Schrager,00:20:01,When did this stuff end? What happened there to the thrashing? Why did it go out?,
Elmer Flodin,00:20:06,"Well, they started in with these smaller machines like the 28 and 26 and these are gas thrashers and lots of people started doing thrashing. Then, now Carl, well Robert, no Carl too, Carl and Oscar, they got rid of their steam engine and they bought a smaller one and the Yardier or Case, Case gas tractor. And the same with Albert and Robert, Robert was one of them too in the last traction. And then the Combiners came in.",
Sam Schrager,00:20:50,"Carl told me that Robert really knew an awful lot about a lot of things. He said Robert is the one in the family that he sort of singles out as being a guy that studied and knew things, especially about mining. Just about anything you'd ask him, he said he'd have an answer.",
Elmer Flodin,00:21:14,"You see, he took a course at the University of Mining. But when they come down to steam and machinery like thrashing, Oscar would take him there. See, Oscar, when Oscar came in to start a traction here, he ran shape for a P.F. for a partridge up in Elk Ridge.",
Sam Schrager,00:21:33,"That's right, I've seen a picture of him.",
Elmer Flodin,00:21:36,"Yeah, yeah. And then, so he knew all about steam then. And then he taught Carl to run the engine and then he ran the separator. But that's the end of traction, there was lots of little... Philarmonie, over here had a little traction outfit. Oscar and Carl had one. And John R. Johnson had a traction outfit. Charlie Smith had two.",
Sam Schrager,00:22:12,"You know, another thing about the Olsons is, from Carl, it just makes me think that those guys would be as honest as a day is long with all the work they were doing. I mean, I would think that they'd really give people a lot for, you know, do the best they could. Really put out a lot of effort.",
Elmer Flodin,00:22:32,"Yeah, I'll tell you, that's one thing I say about it. Albert, he was kind of hot-headed though. Robert, he would go to Carl and the machine and Robert would get after him.",
Sam Schrager,00:22:42,"What do you mean, crowd?",
Elmer Flodin,00:22:44,"Well, it's trashing up too much grain. Oh, yeah. But Oscar, he took care of that for Robert. Carl didn't have to say anything because Oscar, which I think, shut up. He'd tell him what Carl had done. Carl was told about it, getting enough sacks, but Oscar, he shut up.",
Sam Schrager,00:23:08,"Well, did you tell me that once that Carl... well, Carl's mentioned to me too. Once he got really mad at his teacher and he quit school.",
Elmer Flodin,00:23:18,He got mad at Guy Kitts.,
Sam Schrager,00:23:20,He got what?,
Elmer Flodin,00:23:21,"He got mad at Guy Kitts. Guy Kitts, you know him? No. He'd make me panic and pull my teeth to live over here where the house is.",
Sam Schrager,00:23:29,"This guy's father? This guy's father, right?",
Elmer Flodin,00:23:33,"The guy, but...",
Sam Schrager,00:23:34,What did this guy do? Did he... was he giving Carl a hard time?,
Elmer Flodin,00:23:39,"No, I don't know. They got in an argument in school about something. Carl had a temper and blew up. And they got in an argument and Carl took his books and went home. I was there when it happened.",
Sam Schrager,00:23:57,Was that the last time Carl went to school?,
Elmer Flodin,00:23:59,"Mm-hmm, last time he went to school. Guy tossed off him and he had a... he had a shoe string that he had to carry books in. He'd double it up and hit Guy with that.",
Sam Schrager,00:24:10,Carl did?,
Elmer Flodin,00:24:11,"Mm-hmm, yeah. And then he told him that he was going and Guy tossed off him and he said, you can't toss him in here with that man. And they had to answer Carl. Carl just took his books and went home. That's the last time. Now, Carl had a temper. He'll ask if he gets an argument. If he gets a good argument, Carl, he... I see him get mad a lot of times. He can't stand argument, you know? He figure he's... he's going to win. That's why. And now Oscar was absolutely the other way. You couldn't... I don't think you could cut an argument out of Oscar.",
Sam Schrager,00:25:01,"Oscar, he died young, didn't he?",
Elmer Flodin,00:25:03,"Yeah, he was young when he died. See what happened to Oscar. He ran around them shades on them rough side spurs up there, shaking. And he took one kidney loose. And those days they didn't know enough to operate. They got a kidney, so I think it was cancelled, the kidney… he died… he suffered. Oh boy, that man. I'll tell you, I was up there and I seen him when he used Grey's Teeth to tell people.",
Sam Schrager,00:25:30,"Grey's Teeth, so what?",
Elmer Flodin,00:25:32,"Grey's Teeth. Oh. He used for the pain. Yeah. Guys went up there, round here lots. He liked to play cards, he used to go up there and play poker and rummy and different games. He said draw all night till the next daylight. Pastime with him.",
Sam Schrager,00:25:55,"This is when he was sick, eh? Yeah. Where was he then? Was he still there?",
Elmer Flodin,00:26:00,Well he had...,
Sam Schrager,00:26:01,The home place?,
Elmer Flodin,00:26:02,"Yeah, just right across, you know where Danny McKenzie got his trade house. Just across the road back on the hill there was a cabin. That's the place they're calling Oscar, well Oscar bought that when he come out and he been calling for him. And then he got bad so then he had to move in over there where Amel is, the folks. That's where he died.",
Sam Schrager,00:26:29,Did he have it for a long time before he finally died?,
Elmer Flodin,00:26:33,"Oscar suffered for... Must have been three years anyway. He suffered with that. I forget just how old Oscar was, but he wasn't old when he died. He couldn't have been older than his 30s.",
Sam Schrager,00:26:56,Do you remember the parents? Their parents? Mr. and Mrs. Wolfe? Yeah.,
Elmer Flodin,00:27:01,"Oh you see, in the neighborhood.",
Sam Schrager,00:27:13,Seems like they raised quite a family.,
Elmer Flodin,00:27:17,"They did. Always told. It's our children. Your family. And off the damn notes, two boys, Carl Neimo and Ida and Amel, three girls. One girl dead.",
Sam Schrager,00:27:35,"Do you remember with the father, Mr. Olson, he worked? Do you remember about his work and what he did?",
Elmer Flodin,00:27:45,He worked on the sawmill for the Troy Lumber Company. That's where he worked. He was a sawmill man.,
Sam Schrager,00:27:57,"Which one of his sons was he like? Do you remember? I mean if you were going to say, was he like... Which one of the boys took after him?",
Elmer Flodin,00:28:07,I don't know.,
Sam Schrager,00:28:08,I'm just trying to know a little what he was like.,
Elmer Flodin,00:28:12,"Oh, Wolfen, he was a good-natured guy. Full of fun. He was a joker. Wolfen, he wasn't like Carl or Albert or any of them. No, I don't know any of the boys really. Axel, the oldest boy, Axel and Oscar I guess would be about the closest.",
Sam Schrager,00:28:43,"Well, you know, the other thing I wanted to ask you about too was about the way that the farming is changing. You were talking to me about some before and I really got the idea that the way you see it, it's really ruining the land, the way they're farming. Now why?",
Elmer Flodin,00:29:10,"Well, one thing you can take this nitrate. You ain't putting that little pellet in the ground. Well, we used to plow under clover, probably red clover that high, building up the soil. You filled the soil so you couldn't wash. You had something there, green manure crop. Yeah, I raised on red clover. That's what Amal Olsen tell you too. We raised just some good wheat crops on red clover ground as they raise now.",
Sam Schrager,00:29:52,Would you get the same kind of yield?,
Elmer Flodin,00:29:54,"Well, all here without any other. I raised 60 books of wheat on it. And we didn't have no gains wheat like we got now. We had different kinds of wheat, 40 fold. And oh God, there were so many strains of wheat. But we never had no gains. If we'd had a gains wheat, we could have had our 80 books of wheat too.",
Sam Schrager,00:30:23,"Well, now when you say...",
Elmer Flodin,00:30:25,"I'll tell you, you see now when you plow, you don't see these little humus stringers in the ground.",
Sam Schrager,00:30:32,The humus in the ground?,
Elmer Flodin,00:30:32,"Yeah, you don't see that anymore. These little stringers, just like webs when you plow.",
Sam Schrager,00:30:42,You mean after you plow you'd see that?,
Elmer Flodin,00:30:44,"You could see that in your furrow when your plow is going. You could see it. But you don't see that no more. That's your life, your fiber has gone out of the soil. And that ground, of course we didn't dry plow like we do now, but that ground would turn up just like a nice garden.",
Sam Schrager,00:31:08,You mean when you were...,
Elmer Flodin,00:31:10,"When we plowed, yeah. When we re-sinked over. And like now, you take and go down now and see your ground. You go down 12 inches now. Look what you're turning up. Red hard soil. In those days, it hadn't washed off. You had good, rich soil right down. I walked in furrow up to here. I had a foot burner and had good soil.",
Sam Schrager,00:31:33,You walking soil halfway up to your knee?,
Elmer Flodin,00:31:37,"Falling in the foot burner. Oh, we plowed. We plowed up to 14 inches.",
Sam Schrager,00:31:43,"Oh, I didn't know that.",
Elmer Flodin,00:31:45,They say shallow plowing like they do. It's not 18 inches. They didn't believe in that.,
Sam Schrager,00:31:49,"And it was good soil clear, clear down?",
Elmer Flodin,00:31:55,Yes. And I can show you spots like around the south side of this field here. Down on the curve down there. And over across on the field furrow over. It's rock. And we could plow 14 inches deep. And never even know there was rock there.,
Sam Schrager,00:32:13,What happened to the soil?,
Elmer Flodin,00:32:15,It washed off. And then plowed down the hill all the time. Plowed it off.,
Sam Schrager,00:32:23,And washed off because it hasn't...,
Elmer Flodin,00:32:25,"Then you take a few years to keep it plowed down the hill. Every time you plow 16 inches. Say now you plow 16 inches wide and 8 inches deep. Well, you have turned that soil completely over. You're going to set up an edge. All right? You know that's going to make it... And on the side of the hill, that'll probably go out there 20 inches. Well, that makes a 10-ton soil. And the year after you plow down off the hill, that way you're going to get a 10-ton soil.",
Sam Schrager,00:32:56,"Well, how did you rotate it? Did you have a first row of crop and then grow clover or fallow it? Or how did you do it?",
Elmer Flodin,00:33:02,"Well, we plow under our clover and then put that into fall wheat. And then I'll probably go back with peas and barley. Rotate it. Rotate it like that. And then after I got my D4 and 49, and I got a whole lot of these big chisels. You've probably seen them. They're real chisels, what they call them. I had them high beams, three, two, three. Well, I had three of them. And I went down 18 inches and broke up the bottom. As Andy Hilliard said when he rented my place then when I quit in 62, he said you could tell the difference on plowing here than on his that hadn't been chiseled.",
Sam Schrager,00:33:52,What was the difference?,
Elmer Flodin,00:33:54,"Plow leisure. And you could see for years, I don't know if of course you could know, for years you could see where that chiseled area was. Well, you see a crack along there in the bottom of your furrow. And then I went around my hills this way. Said, good boy, I should have run right into it.",
Sam Schrager,00:34:14,You sort of contoured it.,
Elmer Flodin,00:34:16,"Contoured it good. Never to get anything that could run. If I had a corner like over on that field over here, I'd go forth and back there, and I'd get up far enough so I could go around the whole side of the hill. And I'd done that every third year.",
Sam Schrager,00:34:36,Every third year? You chiseled it?,
Elmer Flodin,00:34:39,"I chiseled it every third year. This place here, I didn't get any of it. It wasn't chiseled three times.",
Sam Schrager,00:34:50,"Do you think it helped hold the soil besides making it easier to plow, having chiseled it?",
Elmer Flodin,00:34:56,"Well, I bet you because that water went right down there, cleaned down to the chiseling forest. It couldn't go like you plow eight inches now. Once I do, the water comes and springs down to that, what you call it, plow soil. Then it runs there, and then it gets up by the water and you just take that root with it. You couldn't do that with the chiseling. And then we plowed down the clover. You had all of that there to hold it.",
Sam Schrager,00:35:34,"When did they start with this fertilizing, the kind they're doing now?",
Elmer Flodin,00:35:38,"They started it in the...we didn't use it here until in the 50s, late 50s. They started with it down there on the Walla before because Fred Greenville, he used to farm this place, Fredman Place, and he had a friend down there, a schoolmate, and he'd been using it and he tried three different years to germinate clover on that nitrate ground and could get a germination. So that fellow told him, he says, you use that, he says, you can't even start raising grass and keep on plowing. It takes everything there is out of the soil. All you use is that pellet, dope. I'll tell you, when that first came out, I belonged to the Soil Conservation since 1930, and we had a meeting up here at Hawkinson's and there was many old stuff from Kendrick and so on from the NSC were there. And then they told all of us there, well, he says, just like you get sick, you're shot in the arm, you're worse off after it dies away. And that's what's going to happen to your nitrate, they told us.",
Sam Schrager,00:36:50,They were telling you not to use it then?,
Elmer Flodin,00:36:52,"They were again. You're missing nitrate. Gosh, he used to come up here every, oh, go through the country, he'd always stop in here.",
Sam Schrager,00:37:05,What's his name?,
Elmer Flodin,00:37:07,Manny Ohnstadt. He lives right across from the Kendrick screw house.,
Sam Schrager,00:37:11,Is he retired?,
Elmer Flodin,00:37:15,He's retired. He's an oral conservation man. Damn good one too. Manning was good.,
Sam Schrager,00:37:34,So you think it's the fertilizing that's really the cause of the ruining?,
Elmer Flodin,00:37:37,"No, you take that and it's contour work, that's what they taught us, not to plow rock the field and work it down the hills and everything. Contour, seed contour, that's one thing that's what they were for. And you see lots of that going on too now. People are getting more careful about their seeding.",
Sam Schrager,00:38:02,You think they like your fields here in a lot worse shape now than they were when you were?,
Elmer Flodin,00:38:08,"They're played out from that nitrate, getting played out.",
Sam Schrager,00:38:12,Can you see it?,
Elmer Flodin,00:38:14,"You can tell by how the ground works up, sure. It's hard, the ground's getting harder. And you take and go out and all, right? Well, it'll go out on the lower end of Macquarie, you know, out that way. And go out to the Gen Z. You see them hills. You ever have a chance on some of that ground, you can find it just like pellets, just like it was gravel. That's what it starts to get like. It gets played out. And after that, you ain't got much left. Now there was a fellow by the name of Williams, he come from Kansas, and he was here in Moscow for seven years. He was selling combines for Farbrook. And he went back there, and he came here that fall. And he said there was just a plot to three towns for dead, and people had moved to Alaska and couldn't raise a thing. You can't even hear a midgrass. And Stanley Hilliard, when his uncle and auntie died in eastern Montana, he went into western Minnesota, and he said, There was the same thing over there, a plot to it. Stanley can tell you about that. He told me. That's just what it was. Finally, it'll die out. Well, you see, you've heard and read now about what happened in Africa after they took all that timber and that folio. Where them people are starving. They can't raise anything, they're not. They took the vegetation off.",
Sam Schrager,00:39:53,"By the way, do you think that that's why the creeks don't run here much anymore, like they used to? Is it because they cut the timber off the hill?",
Elmer Flodin,00:40:01,"That's absolutely it. Absolutely. This creek down here, Bright Creek, I could go down here and fish in an ice stream in July, in August. There was running water here the years round. Come from Springs and Etup and clean up in White Pine. Same Bear Creek. Bear Creek was a good stream. Come clean back from Sand Mountain and Micomine. And that was all timber. Snow lay there until in June. Now what have you got? Now when it goes, it all goes at one time. I don't care how deep the snow falls. Get our spring at toss and rain and sun and you're out of snow. And not defeated. No Bear Creek down here. I've seen the times in August when Bear Creek would be as wide as across this room here. Bright Creek down here, same way.",
Sam Schrager,00:41:10,"That's so darn hard for me to, you know, I mean I can see it, what you're saying, but it's so hard to imagine it, having never seen it myself.",
Elmer Flodin,00:41:18,"If you haven't seen it, you wouldn't believe it. You wouldn't believe what difference it is now.",
Sam Schrager,00:41:25,When did that start to happen? When did the creek start to go up?,
Elmer Flodin,00:41:28,"Well that started after they logged off Bear Creek, after they logged off all through Bear Creek, all the way from below Amal Olsen. And clean up to Moscow Mountain. And then log everything up here, clean up to the Moscow Mountain on this side.",
Sam Schrager,00:41:48,You think it'll change again if the timber grows back?,
Elmer Flodin,00:41:52,"Well how are you going to go back? Where they've been logging with these catties, nothing left. Have you ever been on the East Fork or Potlatch out of Bovill?",
Sam Schrager,00:42:00,I don't think so.,
Elmer Flodin,00:42:02,"You go up there and see what's left. Yes, it's ice sand timber. Now they've logged it three times, three, four times. And some of that they took down there. It's just one hill there, just bare. What they didn't take, they now go with the cats and skidding logs. It's a, already it's a fright to look at.",
Sam Schrager,00:42:23,"I've seen, I've seen that kind of stuff. I've seen it, I've seen it up on near Ball Mountain where we had, I was a lookout.",
Elmer Flodin,00:42:32,"Yeah, and you take the same route, you go up, clean up to the upper basin of Elk River. Go eastward, clean to the North Fork. A lot of Elk River. Go clean down south to the Clearwater. You've got the same thing. There. Park country back, a park back, A.P. Lewis was. Yes, one little spot there on, yes, they actually leave back a park there. Little standing timber, a white pine spot like this and dirt. But they'll be logging up pretty quick. Otherwise they're getting nothing there.",
Sam Schrager,00:43:15,"Why, why do you think all that happened? I mean, do you think they just were ignorant of it or they didn't care?",
Elmer Flodin,00:43:21,"Why? Potlatch just wanted all the logs they could get off of there. And they're logging, not like with them cats, you know, you'd think about, well, you make a skid, you know, it'll go down. Well, you hook onto a tree here and you just take off wherever you want, right down through the tail. That'll fall ahead of you.",
Sam Schrager,00:43:42,Now when did they start logging on Bear Creek and all the way up to the mountain?,
