speaker,timestamp,End Time,words
Roy Martin,,,"Well, Capitalism. They want a man to work for nothing. They want to treat him like a dog. You see? Money, greed. That's all it is. Greedy people. Yeah, they'll work you for nothing as long as they can."
Sam Schrager,,,Sounds like they were in the woods pretty good if the superintendent would make you sign up.
Roy Martin,,,"Yeah, they had some pretty good camps. Humbird Lumber Company was a real good company to work for. I imagine that a lot of these other lumber companies were just as good. Humbard Lumber Company was a good outfit to work for. Diamond Match was a fine outfit. And there were a lot of good camps. Yeah, I worked for Humbird. I worked out at Priest River, I worked for different outfits up there, Diamond Match and Beardsmore."
Sam Schrager,,,"Did you ever go to any of the union halls, like in Spokane?"
Roy Martin,,,"Oh, yeah, I've been in the I.W.W. hall."
Sam Schrager,,,What did they have there?
Roy Martin,,,"Same as any other union hall. It was a union hall, that's all I can say."
Sam Schrager,,,A meeting place?
Roy Martin,,,"Sure, this country's changed an awful lot."
Sam Schrager,,,What made you decide to leave the woods and enlist in the army?
Roy Martin,,,"Well, things was getting pretty rough. I went to Butte and worked in Butte, Montanain the copper mines. And that was not a bad placer to work, they paid pretty good there. They paid better than they in the woods. They started gyppoing--what they call gyppo and that's contracting, and the wages were so doggone cheap got so cheap they got down to three dollars and sixty cents a day. No three dollars and, I don't know three dollars and something a day. Three I think it was, a day. And then they'd charge you a dollar and something for board so you was actually working for damn near nothing time you paid your Sunday board. And if you missed a day or two on account of bad weather why you working for your board and room, practically."
Sam Schrager,,,Was this in the woods?
Roy Martin,,,"Yeah, that was in the woods. So I went to work in the mines and was getting six dollars a day. But in '29 I came to Spokane I joined the army and went to the Phillipine Islands. And I never come back here til 1955. But I like Idaho. Its, I don't know. There's just something about Idaho that I like. I like the people pretty well, I like the country."
Sam Schrager,,,What was the idea of going gyppo? Did they figure they could get more work out of the men?
Roy Martin,,,"Yeah, well, you see, at that time they imported I guess, 'because I don't know where they come from, whether they come from Wisconsin or directly from Sweden, but the Scandinavian people come in here and they could work like a dog, you know, and make about eight dollars a day, you see. Maybe ten. And the harder the work the more... they got paid so much a thousand, they got paid around a dollar and a quarter, dollar and a half a thousand for falling timber. And they wouldn't... come down on the price, but they'd cheat them on the scale. Companies would cheat 'em on the scale. I know guys there, it didn't make any difference how many thousand board feet of lumber that they trees that they'd get down, they'd only give them so much scale, maybe they'd let them make eight or ten dollars a day. That's as much as they could make. And they do it today. The lumber companies do it today. Not with the man, as much the man that's cutting, they just let him cut so much. Course today they can go out there and make hundred and fifty, two hundred dollars a day. You see, some places. But I know where they had log truckers and they cheat- on the scale, they still do it today. companies still do it today. And Potlatch is one of the dirtiest men, dirtiest outfits in the whole country. One time I said, I come up here you know, and Inever worked for Potlatch at that time. in fact, I never did. I said,""What does PFI stand for?"" Big old lumberjack turned around said,""Don't you know?"" He says,""Potlatch Fucks Idaho."" And that's just about the size of it. They're a money making outfit, Potlatch is. And they're fooling lot, they're fooling I'd of people. Potlatch is fooling lots of people. They giue you the big old story,""Yes, ue clear-cut. We leave seed trees ""I can show you clear-cuts and all the seed treesthue there's... left in there, about enough seedlings come up you could put 'em in your eye. You see? And whereas the government in parts of Idaho here uhere the Forest Service isre—seeded forty five years ago, they're ready to cut timber on that now. The timber's big enough for merchantible timber. Potlatch hasn't done that to my experience. They take the best and that's it."
Sam Schrager,,,Do you think it was the same way back in the...
Roy Martin,,,"Sure. Sure, they'd buy asection of land and log asection and ahalf. They were stealing off the government all the time. And they're still doing it. What do you think, they take the governor and the lieutenant governor and the whole tribe from Boise and what do you think they take them down the North hork of the Clearwater River. They wine 'em and dine 'em. They wine 'em and dine 'em there at old Bowles' cabin, they used to."
Sam Schrager,,,They used to do that?
Roy Martin,,,Yeah. Take 'em down the-river and they'd all get drunker than fish. Have agood time. And wine 'cm and dine 'em down at the Lewiston Hotel down here in Lewiston. You see?
Sam Schrager,,,Yeah.
Roy Martin,,,"And they get anything they want off of the state of Idaho. Yeah, they buy it but, you see the methods they go about doing it."
Sam Schrager,,,There's no union like the I.W.W. to stand up anymore.
Roy Martin,,,"I guess the woodworkers has got a union, alright. But I don't think it means much. I don't think it's meaningful union. I really don't know. 'Cause, I haven't worked in the woods in a long time."
Sam Schrager,,,"When you were working in the woods, did you feel that the union was looking out for the men?"
Roy Martin,,,"Yeah. Sure they did. They got clean blankets. Good food. Eight hour day. And the wages was adequate. We was getting around four dollars and fifty cents a day. That is, if you were working a day's pay. And at that time, four dollars and fifty dents was a lot of money. You figure out, you could buy a pair of overalls for about a dollar. You see. Around that. Give or take a few cents, you know. You could buy one of the best pair of cork shoes for fifteen, sixteen dollars. You could go down here to hite's down in Spokane or you could go buy a pair of Kern's or any number of differentbrands of logging shoes and they would run around fifteen, sixteen bucks. But, yeah well. There was a few trucks hauling. They had trucks Few little, oh, I don't know what they were, shivvies or something hauling logs in the summertime. I remember that. But were very small at that time as far as trucking operations hauling logs was concerned. A few gyppos, you know, hauling logs. But the biggest logging deals were rivers. They'd drive, they'd drive the 'orth Fork and they'd drive a lot of these creeks, like Emerald Creek and different rivers. And they had their logging roads. That's the way they got their logs."
Sam Schrager,,,Where did the men go to blow in?
Roy Martin,,,"Spokane, oh Priest River, Newport, or Sandpoint. All these towns were more or less, well in the lumbering country, they were lumberjack towns and they pretty good little towns. They were good working man towns. Little bit different now. You walk down the street with a packsack on your back, you're liable to get thrown in jail for a bum. here in them days, practically 8 every lumberjack had a packsack you know. You never carry a suitcase, you carry a packsack. You didn't have a car, you had to take the logging road, you either walk to the camp or take the logging train. There was no such thing as driving to camp in a car. Wintertime there was snow. And there was no cars traveling to the logging camps. Only thing they was was logging road. 'ailroad,"
Sam Schrager,,,"When a guy went to blow in, would he live it up for a pretty long time1? A few weeks or a few days?"
Roy Martin,,,"Well, it's hard to tell. Some of them went to Spokane and probably wouldn't work in the wintertime. Probably would get 'em an apartment and winter in Spokane. Some of them might.would blow in get drunk, maybe in a week they'd be broke, maybe less than that. Had plenty of people to 'em, you know. All kind of bootleg joints. And houses of prostitution, whatnot."
Sam Schrager,,,There was a lot of girls around.
Roy Martin,,,That's Fletcher there. Is it? I don't know. Looks like his trailer.
Sam Schrager,,,There were a lot of girls available...
Roy Martin,,,"Save a few dollars you know, and then maybe you'd get sick or something happen. But I think the best investment I ever made was buy a little property And have a home of my own."
Sam Schrager,,,It seems like a hell of a lot of people in the early days couldn't save.
Roy Martin,,,"No, you didn't. No, you didn't make enough to save. Of course, it all depends on what kind of.business you were in. If you was a working man, why like I say, you was getting four dollars and fifty cents a day. And if you was married man, you didn't save anything. Very little, and well about the only ones that got prettygood was probably the man that had a few cows and some horses, few animals and something like that, you know. Course, land was pretty cheap here in Idaho at one time. My folks only paid ten dollars an acre for their, they bought forty-two acres up there in Sandpoint. And they paid ten dollars an acre. I went up and looked at the place here about five or six years ago. I didn't even recognize it flat There was no stumps there you know. It was all niceland, valley land. Hay was two feet high. And it looked beaufiful, you know. I didn't even recognize where I'd been raised."
Sam Schrager,,,"It seemed to me that working men like lumberjacks, most all of them took their money and blew in."
Sam Schrager,,,So there was lots of work.
Roy Martin,,,"Oh, yeah. I never did work on a combine. I worked on a rnungle rack, you know. Thrashing machine."
Roy Martin,,,"Well, yeah. But there was a lot of... I started working in the harvest about 1924. And.work in the woods and then when the weather got real nice, you know, we'd grap an armful of boxcars and we'd want to go somewhere. We'd probably go up to Missoula, Montana and maybe work on a fire, maybe, they'd always have a lot of forest fires you know out at Missoula, Montana. Maybe work on a forest fire for a week or two or something like that. Make a few dollars. Then go up into North Dakota. And work in the harvest there. And once in a while work out of Spokane. And you'd get jobs up here, some places had thrashing machines. We'd get a job on a thrashing machine. But a lot of this country y had combines and the had all horse drawn, you see. And they just didn't dump their grain like they do in the combine today. They had sack sewers on there and they sewed them up in sacks. And then as you sewed them up in a sack, then you'd kick them off, you see? And they had men with wagons and teams that would come along and pick the sacks up later on. And load them up and take them in in the sack."
Sam Schrager,,,Why did you go to Dakota and Montana instead of staying in the Palouse?
Roy Martin,,,"Well, it's a bigger, actually it's a bigger grain country, you know, Montana North Dakota. It's flat. Most of it's flat. And the bundles are not as heavy, you see. Over here, these people never seen a bad year, I don't think, as far as crops is concerned. They've never had a failure in the Palouse country, that I know of. But they did have failures in like Montana North Dakota, South Dakota and places like that, hey had some pretty slim years there, dry seasons. But you'd work up there in the bundles and the bundles weren't as heavy and you got just as much money. You matte just as much money. So we'd go up there and pitch bundles because there wasn't that much bundle pitching in this part of the country anyway. Most of it was combine. Horse drawn. I think they used anywhere from twenty-six to thirty head of horses or mules or whatever they used to pull these a(t combines. But they didn't use combines up there. They usedthrashing machines up in North Dakota, Montana."
Sam Schrager,,,"So to get over there, you usually rode the frieght?"
Roy Martin,,,"Ride the frieght, yeah."
Sam Schrager,,,How long would it take?
Roy Martin,,,"Oh, it. was no hurry. As a rule, we'd try to get up into oh, try to get up around Fargo, maybe go up what they call Red River Valley country you know, and thrash up there and get the early train..."
Sam Schrager,,,...I've never ridden one myself.
Roy Martin,,,You never have?
Sam Schrager,,,"No, I never have. I've gotten on one."
Roy Martin,,,"Ride boxcars you know. You get inside of a car. Inside of a boxcar. And as a rule they.'don't bother you too much riding boxcars. I don't know how it is now, not being, sometimes some of them freights have a hundred men on them or maybe more on one freight. And if it's nice weather like this, you ride along. If you feel like going to sleep, why you go to sleep. And you know where you're going. Maybe you're going five, six, seven hundred miles-whatever it is, why you know where the next division point is. And if you got a few dollars, why, you get off in that town and maybe get yourself something to eat. And in them days, lot of people riding freights. Lot of people. Nobody had any money. Couldn't afford to pay your fare."
Sam Schrager,,,Would they all be strangers to you?
Roy Martin,,,"ost of them. Most of them maybe a bunch of guys would leave Spokane or Priest River or Newport or anywhere along the line up through here. They'd have the same idea, you know, of going going to take in the harvest, because five dollars a day and board and room was better than four and a half and paying a dollar twenty for board and room working in the woods. And them farmers was pretty nice to work for. They fed real good. But the only thing about working on a thrashing rig like that, you put in about ten hours for your five bucks. But that was alright. That was five dollars clear. There was no... and nobody asked you your name. I mean they might say,""What's your name?"" ""My name's..."" That's all. And as a rule a check was unheard of. Most of them people would pay you in cash. They wouldn't write you a check. Because the banks, most of the banks was no good. And people didn't trust the banks. When you got through working as a rule, they take you to town, yeah, they might have a bank account, but he'd pay you in cash. He wouldn't give you no check. Once in a while you'd get, farmers' would give you a check. But a check wasn't as common place as it 'tis today,"
Sam Schrager,,,What were the accomodations like? Where did they have for you to sleep?
Roy Martin,,,"ost of the time, course if there was a big bunch of men, like say, twenty cr thirty men or something like that, why you slept in the barn or you know and sleep in the hay mounds. And they'd give you blankets. They'd furnish you with blankets. A lot of times you to work for farmers that, well the farmers would go in.together. One guy would hire maybe Cut two or three men to shock the grain except they it with a binder and then you had to go up and shock it. Then when thrashing time come, the thrashing machine would move in there and you would go with the thrashing machine then from farm to farm. But as a rule when you worked for a farmer they give you a bed in the house."
Sam Schrager,,,What did you think of the farmers that you worked for?
Roy Martin,,,"Very good, nice people. Yeah. Some of the nicest people I ever worked for be- They fed good. And of course that was a great time for them because that's when their only money crop came in is when they got that thrashed. But they were nice people to work for."
Sam Schrager,,,Did they treat you like an equal?
Roy Martin,,,"You bet. Yeah. You set down you ate with the family. Yeah they treated you wonderful. I never worked for any of them farmers, wheat.'farmers there that didn't treat their, that didn't treat the men they had working for them real good. Good bunch of people."
Sam Schrager,,,"Did these people, did the crews come from all over the place?"
Roy Martin,,,"Anywhere and everywhere. People come from all over the country, take in the harvest. Course, lot of people didn't like I say, lot of lumberjacks that was here that they just stayed in the woods and they never did work in the harvest, I was versatile, I worked the harvest. Worked whatever I could get a job at. And jobs weren't so plentiful then, either. But you had to take what you could get."
Sam Schrager,,,What about on the trains. Did you have to worry about people trying to rob you?
Roy Martin,,,"Oh, yeah. You bet. You, you didn't jingle no money. And I had three and four hundred dollars in my pocket. I had three or four hundred dollars on me. And be riding a train with a bunch of men and I went out on the, I went from resturant to rcsturant and asked to do some work for a bite to eat. So that they could see that I was broke. 'Cause if you showed like you had any money, you didn't know who might rob you. And then another thing, lumberjacks as a rule had cork shoes on, you know. And you have a double tongue in your shoe. We used to take our folding money, put it in between the two tongues, and lace you shoe up. I've been robbed on freight trains. And I've had them take my shoes off or malce me take my shoes off and they'd shake the shoe like that. But no money would drop out because it was in between the two tongues you see which was laced up from about here to here yet. But I could still get my foot out of it. But thorn two tongues layed in there like that. And the money be between them two tongues. I've been robbed and had quite a lot of money in the two tongues of my shoe, double tongue, you see."
Sam Schrager,,,"When you d be robbed like that, would it be one guy or several?"
Roy Martin,,,"Sometimes it's one, sometimes it's two. And sometimes it'd be the brakemen's doing the robbing. Yeah. Oh, I've had brakemen, two brakemen come along and they'd go down the train and rob every body on the train. Yeah. Rob every body on the train. Knew they were brakemen. Cause I've seen them later on in the resturant when they were eating. And, but what you going to do? Just keep your mouth shut that's all. They rob you. But they do that on harvest. You know, about harvest time, when they knew that men was coming back from the harvest and every body had a few dollars, not very much. Some of them might have a hundred or two hundred dollars. Some of them fifty dollars. Some of them nothing. Lot of people were broke also."
Sam Schrager,,,"in those days, did you ever see anybody packing a gun?"
,,,"Well, I guess that some of them did pack a gun. But of course, if you knew somebody was packing a gun, you wouldn't want to be riding with him. You know. Probably some of them was packing guns that you wouldn't know about you know. But, that's another good thing that the I.W.W.'s. They had a well, in towns all up and down the railroad like you know, good sized towns like Missoula, like Bismark, North Dakota, Fargo, North Dakota, and Mineic North Dakota. All those.:big cities, they had, they had union halls, I.W.W. union halls. Well then they had at that time some of them union halls had what they call a 'flying squad'. And one time we got robbed, a whole train 14 was robbed by some couple of robbers, you know. Come along, they just rob all the working stiffs on the, riding this train. But they just go from car to car rob every body even, you know, while the train was enroute. And somebody on the train, one of the men on the train.went by some little town station and he threw a note on the station platform and so told them that they were being robbed and to call, to wire in to the the union hall of this town and tell them that train so-and-so was being systematically robbed, that there was two robbers on there robbing the train. Well what they did was, the union hatf sent out this flying squad in a pretty fast car, you know. It was summertime. The roads were pretty good. And they caught up to the train and they finally caught the robbers on the train. Everybody got their money back. And the robbers got shot."
Sam Schrager,,,You were on that train?
Roy Martin,,,Yeah.
Sam Schrager,,,Did you see it?
Roy Martin,,,"No I didn't see it, but they got shot. They killed both of them. And then we got into this next town, I can't think of the name of the town 'ceptin' up in North Dakota somewhere. But they took every body off the train and took all in the courthouse and there was about a hundred and fifty of us, I guess. So then every body told them what happened and nobody was arrested for killing these two guys. And turned us all loose. But that's one thing that the union did do. They tried to protect the men as much as they could. Course, I was just a kid then you know, only about sixteen I guess."
Sam Schrager,,,I heard that on some of those trains that your I.W.W. card was your ticket.
Roy Martin,,,"That's right. That's right. Course, they wouldn't kick you off. They wouldn't kick you off the train. But they'd tell you that you get to work nowyou join up. Cause you know they tell them that everything was union. That the best way to do it is to join the union. And a lot of people joined the union 15 but course it was a lot of dirty work done and course the I.W.W. 's got the blame for it. Some of the, some people say well the I.W.W. put matches in the bundles and burnt the thrashing machine up and all that stuff, you know. Anybody could have put a box of matches in a bundle. And of course when it goes through the concaves of the machine there, it's going to set it on fire. The I.W.W.'s got the blame for it. Whether they did it or not, I don't know. Probably nobody else does. That's the way things went. But finally the union, the union disintegrated and lot of things happened I guess that made it go haywire. Politically and economically and crookedness. And they had, had somebody who was president run away with all the money in the union and there was big organizations that spent a lot of money to try to break the union and so forth, you know."
Sam Schrager,,,Was that in Spokane where the guy ran away?
Roy Martin,,,Run out with the money?
Sam Schrager,,,Yeah.
Roy Martin,,,"Oh I don't, no I think it was in back east somewhere, it was. where it was I don't know. I think it was back east."
Sam Schrager,,,ell these organizations that tried to break the union must have been the corporations.
Roy Martin,,,"Well, Hollywood movie actors spent quite a few million dollars contributed quite a few million dollars to break the union. And that was a long time if you went in a resturant and you was a lumberjack, you didn't eat no raisin pie. They come from California. And boycotted California and they wouldn't, and if you had ketchup on the table that was made in California, you better not eat it. You see. Oh yes. The reason they boycotted California was because California was one of the biggest contributors to try to break the I.W.W.'s."
Sam Schrager,,,It sounds like the I.W.W.'s worked more than just with the lumberjacks. They had some of the harvest crews and...
Roy Martin,,,"Oh yeah. Yeah thoy were the same as the American Federation of Labor or ""M- CIO is today. You see if you belong to the American Federation AFL or CIO today you're either number so-and-so, you're either in the mine mills, smelter, you're in the lumberworkers union local or you're machinist local or you're what have you. Same thing."
Sam Schrager,,,So it was the average working man who worked at a lot of things.
Roy Martin,,,"You could work in many trades and the I.W.W. cover it just the same as they cover, as the AFL.-CIO covers trades today. You see. It was a good thing. It had to come. And you see, before I was, in 1916 of course, I was only eight years old. That's when they had the big strike somewhere along in there but before that they were packing blankets and they'd work you any amount of hours from daylight til dark in these camps and U they'd feed you sowbelly and boans and every body was lousycauso every body was packing their own blankets. And everything4 not as good as it is today. The simple reason is that you might hire out and get fifty dollars a month board and room. And if they wanted to they could pay you off at twenty five. You see. And there nothing you could do about it. So the union was a good thing. They got a wage that was adequate and they got good board and room. And you had somewhere to go for a little protection. Before that you didn't have it."
Sam Schrager,,,"If you were in different towns that had I.W.W. halls, could you stay in the halls overnight?"
Roy Martin,,,"No, there was no place in the hall that you could stay as far as I know. It was a business hall..the same as a union hall is today. They dispatched men out on jobs, helped thorn, and not always dispatched a man on a job as much it is they would tell him where he could go and he might get work. As a rule he would go find his own job. They didn't find him a job. You found your own job. You see. Now today, the union will dispatch you on a job. But at that time, as far as I know, they didn't. You found your own job. You was goingifind your own job as far as jobs is concerned."
Sam Schrager,,,"If you got into a town like Missoula, where would you sleep overnight?"
Roy Martin,,,"Hotels. Hotel rooms were cheap then, you see. You could get a pretty fair hotel for a dollar a night. And lot of places it would be four bits. You know, you wouldn't get hot and cold running water or anything like that. But you could get them cheap hotels, would give you a bed for fifty cents or two men could get a double bed you know, for a dollar. Or a dollar and a half or you could get a room up to five dollars if you wanted to if you wanted to got to the Florence Hotel which was one of the finest hotels there in Missoula, at that time. But, no things were reasonable. Food was cheap. Yo Jd get a pretty fair meal forAthirty five cents. That ain't too bad either."
Sam Schrager,,,Sounds pretty darn good. Would women ride the rails -too?
Roy Martin,,,"Yeah, I've seen them. Not too often but once in a while you'd see them, you know you'd see women riding the rails. Course in, when things are pretty, tough, I've seen whole families moving out and riding freights. A lot of them poor people you knowlost all their, lost their farms through well, they couldn't pay the taxes or they belonged to the banks and they'd borrowed money from the banks and they couldn't pay it and the banks would foreclose. And I've seen people with wagons and hayracks and everything they had piled on it and,""Where you going?"" ""Heading west"" You know. Going somewheres. Some going to Oregon, some of them to California. They didn't know what they was getting into but they knew was leaving. Take around oh, nearly 1920's why things was, crops weren't too good. It was a pretty dry cycle. All through the midwest and lot of people they, well they wasn't getting very much for their grain, not getting much grain when they did harvest corn. Went broke, you know. There was all kinds of land in Montana and North Dakota and up in there you could have bought for the taxes. Just pay the taxes and you can have the land, I seen one farmer there, he going down road. And I asked him where he was going. He says,"" Well, we're going west."" He said,""We ain't got nothing to keep us here,""he said,""the bank has foreclosed,""he said,""there's my ranch there. Nice looking house. All the furniture in it, all the machinery's in the shed."" What he had was horse drawn of course. He said,""Do you want it?"" He said,""You pay the taxes on it, I'll write you a deed;"" He said,"" I'll give you the deed if you want to pay the taxes you can have it'.' Hundred and sixty acres or what had he. Nice looking land. Well I haven't been up in that country now for forty some years or pretty close to fifty, yeah, I guess it's fifty years. And they tell me that that country has had nothing but good crops for years now. And the people are well off in North Dakota and Montana and up in there."
Sam Schrager,,,"You didn't want it at the time, or was it just too much money?"
Roy Martin,,,"I didn't have a nickel to rub against a dime. So what could I do? He'd of give the place if I'd've paid the taxes. Well how much was the taxes? I don't know. Might have been couple thousand bucks or something like that. Maybe less. But he didn't have any money. I didn't have any money. Nobody had any money. The only people I'd see come out on that was the bankers. They owned all the land. And eventually they probably made out. Course, like in '29, the banks went busted, but I don't know. °omebody got something. There was hundreds of farmers left their farms, it all belonged to the banks. But all the banks went broke so somebody got it, I don't know who got it."
Sam Schrager,,,Did you see many people in those days who didn't have enough to eat?
Roy Martin,,,"Oh boy. Yeah, you'd better believe it. And I was one of them. Many and many a day I postponed eating. I postponed eating for two and three days at a time. No work. Couldn't get a job. They might hire a man if they needed a man, but they wouldn't hire a kid. And there was nobody that I know that you could go to that would help you. They didn't have such thing as welfare. And oh, I guess the Salvation Army helped a few people you know in big cities and give them a place to sleep or give them a bite to eat once in a while and the Catholic institution sometimes would, well, they did it in Spokane, they had, you could go up to the hospital;that big hospital there, Catholic hospital, there, what is it, Sacred Heart? And boy they fed thousands of people up there. You know, men that was hungry and wanted something to eat. And there was quite a few places that would help you but you had to know where to go and how to go about it. You could go up to the Davenport Hotel and you'd see the manager in there and they would set you in there and set you in there and give you a great big bowl of chili beans, good beans, too. Real good beans. And give you a great big bowl of beans and a stack of crackers. And they give you something to eat and that was the Davenport Hotel. It was good. Course they had quite a few soup lines and missions of different kinds, you know. Salvation Army and Goodwill. Volunteers of America. But I never did hit those places if possible, I've only, I've only about once or twice in my life ever went into one of those places. That was just last resort, you know. But right now people better not complain. They got it pretty good."
Sam Schrager,,,What period of time was the soup lines?
Roy Martin,,,I'm talking about the '20's.
Sam Schrager,,,That sounds rough to me to find yourself in that situation.
Roy Martin,,,"It is rough. It is rough. You know. If you're talking about not being at home, getting away from home. You see, at that time, if a family was destitute at that time, about the only people that would help you, that could help you would be the county and the Red Cross. Red Cross put out a grocery order for a family to keep them from starving to death. And that's all. You didn't have any other way to go. You take for instance, you take a mother or something like that had two or three children, if her husband died or something like that well the bread earner was gone. Where's she going to go? At that time it was pretty hard for awoman to get ajob tooo It was pretty rough..."
Roy Martin,,,"...Leaves home because he wants to get a job. Or maybe he leaves homeAcause his family can't afford to keep you. They don't kick you out. You take an initiative olf your own to get out and find something. But you don't find anything. So you're a bum. That's what it turns out to be. Or a hobo or whatever you want to call him. But it's pretty rough. Sometimes you find a job, you make a few dollars. You have no education. Well, education wouldn't do you any good at that time, anyway. I've seen professors riding boxcars. Yeah, I've seen professors, all kinds of guys with degrees riding boxcars. Yessir. So, when times get rough, no matter how well educated you are, it can be rough on people with an education, too."
Sam Schrager,,,Was the job market just going up and down?
Roy Martin,,,"Well I don't know really. It, somplaces there was work, someplaces there wasn't work."
Sam Schrager,,,You had to be lucky to fall into it?
Roy Martin,,,"Well, you could say that, yeah. Course, Idaho here, if you weren't a lumber jack, that is, Northern Idaho, if you wasn't a lumberjack why or work in the woods or work in the millor something like that, that's about all you had. Nothing else. You might get a job seasonally, you know. Or you might get a job working on. railroad, extra gang. Or maybe a section gang, or something like that. Oh, it didn't pay very much. Only paid about oh, I don't know. They paid by the hour. Thirty five, forty cents an hour, something like that. And they paid you twice a month. Well that was alright, Quite a few people, quite a few men you know, in the summertime would work on the extra gang. And a few of them would book on as section hand And then of course there was the minqf. You'd go to Cour d'Alenes work in the mines, Wallace, Kellogg, Burke. And then if you didn't work in the mines. You could go to Butte. Butte, well you figure, when I was there, see I was in Butte in '27, winter of '27 and '28, well you had a population of forty- five thousand, resident population. And they had a floating population of 21 about forty thousand, you see. So it was a pretty good size city, Butte was. Well it paid prtty good compared to what jfa paid in the woods at that acti?-H time. See they was only paying about three something in the woods. And they A paid from six dollars to six and quarter in Butte for working underground for eight hours."
Sam Schrager,,,Was that kind of work something a guy could pick up pretty easy? fit
