speaker,timestamp,words,End Time

Arthur Sundberg,00:10:43,"An intake and exhaust valve on each end of the cylinder. And these, these rods would open and close these little rebels, you see, so that when the intake valve was opened on one end, the exhaust valve had to be opened on the opposite end and then vice versa, you see. And that pushed the cylinder piston back and forth in the cylinders. How was the steam generated? Well, from the power plant they they had a battery of boilers there. They had… they had 12… return flue boilers. And then they had one of course, this, this big water tube boilers wasn't installed until 1920. Beginning in 1925… but anyway they… they burned all their waste from the mill. Not all of it, but they, they burned whatever waste they needed from the mill to generate the steam. And and then. Surplus waste went into a big burner. This burner was.",00;12;32;09
Arthur Sundberg,00:12:32,"Well, I don't know the exact dimension, but about 60ft in diameter. And I think it was 110ft tall with the screen top on all the surplus sleds and sawdust and stuff that they didn't need that went into this burner, the corner. That burner. It was torn down. It was in the 1940s. I can't give you the exact year. But anyway, they they quit burning their, their surplus and. And and they hogged all that, their fuel. That is all the slabs went through a big hog knife hog that chopped it all up into small pieces, you know, and then whatever wasn't burned in the power plant it they put it in a conveyor system that went across to a big fuel pile where they could store this fuel, where they could bring it back in and burn it on. Weekends, holidays and times whenever the mill was running, you see.",00;14;08;17
Sam Schrager,00:14:08,But the engine provided the power for the entire song.,00;14;13;02
Arthur Sundberg,00:14:13,"Everything. Everything that is entire sawmill. Plus the green chain… the… it was all driven. I think I told you here before about the the belt that used on that engine that went from the engine over into the sawmill… the… claim that the took 3000 cow hides to make that one belly. Of course. Now when you see a cowhide, they in making it belt, they don't use the entire hide because the flank and some of those parts of the hide are too soft. You see, they just use the backs and. They used mostly South American cowhide because they said that they were thicker in the I suppose it was done in a warm climate, you know… but… this thing was all put together with glue… and… whenever, whenever this belt would stretch, you know, which it would, you know, after put on a new belt, then it would run about a year. By then it had stretched to the point where they'd have to take a piece out of it and read it. And and.",00;16;11;26
Arthur Sundberg,00:16:11,"It takes an experienced man to do that kind of work. Each layer in thickness of this belt has to be separated back for a distance of about three feet on each end of the belt, you know where to cut. And then. Each each ply has to be separated back. And then these plays have to be shaved down to a feather edge, you see. And and then they had to be. Covered with blue. And then these plays would go together like so. And then they had great big wooden clamps that they, they clamped on that and they'd stay in these clamps until that blue was dry. And to make that joint so that smooth so that it wouldn't pound as it went over the pulley, you know, you take on the driven end, the small pulley way, it could make a quite a racket, you know. And it could, it could put a lot of strain on the pulley itself and on the burdens on the shaft.",00;17;47;06
Arthur Sundberg,00:17:47,"You know, if it if it had found every time he'd come over and of course, the speed did it go over by, it'd be just like a hammer striking, you know, if it wasn't good and smooth. So it was it was skilled at work, you know, putting the belt like that together. Well, then it's kind of hard to, to someone that picture. The transmission of power in the mill like that. Unless you could look at some drawings or sketches or something and get something idea. Then this shaft that supported the the main line shaft in the sawmill where the engine drove on to this main line shaft, it was seven inches in diameter. And and then of course, it… it was probably… 60ft long, but on this shaft were several other pulleys. And the transmitted the power to other shafts, big long shafts. And they were these other shafts would transmit the power to the main band saws. You know, they had four band saws. So they, they had.",00;19;35;07
Arthur Sundberg,00:19:35,"Two of them would, would drive off in one shaft. Well then from that secondary shaft, they was, it would drive over on to a third shaft. And of course each one would hit it progressed over, would be a little smaller in size. But anyway that. That mill was 120ft wide and about 340ft long. And when you'd stand on the floor and look up like that, it was just a maze of chefs and pulleys and belts over the entire area. But then you take. Say that the main main shaft run this way. Well, then there was a another line shaft that run diagonally to that at 90 degrees to that that drove the edges. Well, to get this power off in this shaft, to drive a shaft that's running 90 degrees to that, that had to be done through some gears. And those gears were they were called core gears. And these, these gears were.",00;21;17;20
Arthur Sundberg,00:21:17,About… five feet in diameter.,00;21;25;18
Sam Schrager,00:21:25,And they were.,00;21;28;01
Arthur Sundberg,00:21:28,"A cast iron hub with slots in it. And these slots they put in wooden teeth. And these teeth had to be fitted and shaped so that they went in there, and then a key would be driven in to tighten that tooth into the into the casting seat. Then you see you had. Bevel gear running in this plane, another bevel gear running in this plane. And of course, they matched perfectly together so that you would transmit the power in one direction to the other. Well then to drive the the green chain… there was a… from this… main shaft there was another. Belt that go over on to another counter shaft. And then of course, you'd run in the same plane as this main shaft, but then the, the power that went out to the green chain, it had to run right angles to that. So there had to be another big core gear around that. When you see that would transmit the power out to the and it's really that stupendous piece of engineering.",00;23;17;00
Arthur Sundberg,00:23:17,"You take you take engineering here today, you can set a machine down in any location and at any angle. It doesn't make any difference how a machine is set down on its base, because you would attach the electric motor right to it. And that had. But when you when you're going to run a sawmill as big as this one was it. In the earlier years and run it off in just one power source, that that was really a piece of engineering… that's something that… future generations will have no idea what ever what it was. It's too bad that I thought lots of times it. You know, if I had known that a lot of these blueprints were going to be destroyed. And just, you know, mutilated and finally just burn way had really been something, you know, for person could have kept a lot of imprints.",00;24;48;12
Sam Schrager,00:24:48,Was firing the engine. Was that a much to that? Was it a big deal that it would have to be done very carefully? Was it.,00;24;59;03
Arthur Sundberg,00:24:59,You mean the boilers?,00;25;00;19
Sam Schrager,00:25:00,"Well, yeah.",00;25;02;00
Arthur Sundberg,00:25:02,"You see the engine and you take the the four head rigs in the sawmill. They were all propelled by steam power. And each one of those head rigs run by a 12 inch cast iron cylinder. And these cylinders were. About 42ft long. And of course, it had a valve on each end of that, you know, to run this piston back and forth and that in turn pulled that carriage back and forth on the track. You see that where they saw up the lumber? Well, in each each rig. Had a steam nigger, and that consisted of two cylinders, one eight inch cylinder and one ten inch cylinder. And that would. You've probably been in a sawmill, have you? Well, you've seen this thing come up out of the hole and turned the log over. Well, that bar comes down and then it branches out like this. Well, there's one cylinder that attaches to this end and one to that end. So of course, the the different manipulation of these two different cylinders can make this bar do whatever you want it to do up above here, you see, because if this one goes up and this one stays put, then that bar is going to go forward, see.",00;26;44;09
Arthur Sundberg,00:26:44,"Or if this one goes up the bar is going to go back. They both go up, it's going to come straight up. But anyway, there was one set like that for each, each. Henry. Well then there was a 12 inch cylinder about. Two foot stroke or each loader that in turn tipped the log off and logged onto the carriage. You see. Now that was just for, for each each great glen where the logs come into the mill… they had… 12 inch cellars there for to kick the logs out of one bull chain over on to the next chain, and then as it go in there they had another cylinder down below. Here they kicked the log onto each log de each carried. The carriage had its own deck of logs, you know, they had. So they kicked them up. So you see there were steam cylinders all throughout the mill. And all away from, from six inch in diameter and 12 inch stroke to 12 inch diameter and so on. So it took an awful lot of steam. Well, then, of course, they furnished the steam for part of the town.",00;28;23;22
Arthur Sundberg,00:28:23,"The mercantile store and the hotel and the school. And the big church that burned down… as well as… five houses upon novel, where the brass was all heated with steam from the mill. But then when they started to build dry hills, the first dry killed, I think I told you before was was an experimental deal that nobody in the lumber industry knew anything about drying lumber with dry kills until. The latter in the latter part of the period when was involved in that First World War and in the of course, during wartime, the demand for lumber went up. So I and all that took too long to drive just air dry. So they started experimenting with drying it with steam. So then that took… more steam. But… they had another water room at the planer that drove that Corliss engine. And of course, that that boiler room, he's the one that furnished Dean for this first dry kill that they had. So the one bought a room at the sawmill. It just furnished steam for for the sawmill and for their pumps and for the town. Part of the town.",00;30;27;11
Arthur Sundberg,00:30:27,"Well, then… in 19 2425… they'd… got into the… point where they they knew quite a bit about, drying lumber. So they built 24 big dry kills. I think I explained those gills to you before. But anyway, they at that time… they… connected the steam power line… and… at that time is when they put in this big water tube boilers, the big Kidwell boiler. And it was. Well, I'm not I'm not going to quote exactly but. I think it was about 1200 horsepower boiler just this one border. Well they used that then with these other four banks of butters that they had in the original power plant. Now those. Original boilers, they were. About five feet in diameter and. 20ft long, something like that. And they were made up in batteries of three boilers side by side in each battery. And they had four batteries, so there was 12 with those borders. You know, that was the original set of and.",00;32;48;24
Arthur Sundberg,00:32:48,"They were returned fluid boilers where the, the water was on the outside of the flues, and the fire from the firebox went to the back end of the firebox and then come up and come through these flues and then out the stack, you see… and… these fires, these boilers, they were fired by Dutch ovens… instead of… well, the fire was partly under the boiler, but just, just the back end of the firebox was under the water. But anyway, the firebox was bricked over to where there was no fire, come in contact with the outer shell of the boiler. And then, of course, they had this conveyor system that run from the sawmill through the boiler room. That carried the fuel. It was the sawdust and ground up slabs, you know, and then for for each boiler they had a metal spout that come down this conveyor system run quite high. It was probably.",00;34;29;19
Arthur Sundberg,00:34:29,"Ten feet above the deck of the boiler room, and they had metal spouts that opened on top, just metal troughs that come down into this round fire hole. It was just a casting. It was opening of about about 12 14 inch opening. And in the bottom of this conveyor they had slide gates that was operated with a long handle that the firemen need walk along. He looked down in these holes and see how he's fires were, you know, and of course, wouldn't take long to learn just how much fuel that you are supposed to keep in this firebox. There, you see, because you're not supposed to have any exposed grates. And he could adjust these levers on these to adjust the amount of fuel that come down, you see… well, now… prior to 19… early part 1925… when they put in this extra big boiler and built these dry kills.",00;36;03;25
Arthur Sundberg,00:36:03,"A man working in the powerhouse, the firemen. They really had a job cut out for him, but still it was something attractive about it to where it was for years and years there that that was 12 hours a day and and seven days a week firing these boilers. And the only time there was ever an opening for vacancy, there was if somebody had to move out of the country or died, you know. But you take during the working hours of the mill, well, these firemen, they could just, as I say, just these slides and let the fuel run in there, see. But then they also had to let some fuel run out onto the deck. And this deck was. Oh. About ten foot wide back from the the spouse come down back to the wall. Well, they could run fuel onto this deck, but then when it got up there to where it wouldn't run out anymore, then these men had to go up and shovel it back up against this wall, you know, bank up as much as they could so as to have enough fuel in there on this deck to run them the hours that the mill wasn't running, you know, like on a Sunday or holiday or or on the.",00;38;00;04
Arthur Sundberg,00:38:00,"Two hours during the night, you know, when it wasn't running. Well, at that time, they had to keep these fires going. They had to maintain this steam pressure. So they had to shovel it in there. They had these big barley forks and they would shovel this fuel in that. They'd stored there during the day into the whole sea. So that run into a lot of hard work. But then after 1925, when they put in this big boiler. They also built a big fuel house so they didn't have to store anymore that fuel on this deck because all the surplus fuel, then wood would go spill over into a conveyor from this powerhouse conveyor that went to the right angles up into a fuel house, and that was a long conveyor that would distribute that in there. Well, then, whenever they needed fuel, rather than when the sawmill was running, well, then one man would go out in the fuel house and one man.",00;39;15;11
Arthur Sundberg,00:39:15,"Would stay in the powerhouse. There'd be two in the power. There was three men on the ship, the water tender, and two firemen. But this one man had got in the power house, and he would start that conveyor down there. And then they had doors that would open. Full length of the building was a whole series of doors each. Each door was about or six foot wide and they could open them up in this fuel, had run into this conveyor and go back up into the powerhouse and circulate around. And of course, whenever the fuel got low in the in this fuel bend, and the man out there had to do quite a bit of breaking down and shoveling to get at the end of that conveyor. So making steam was more or less complicated, and it took a lot of manpower and a lot of hard work.",00;40;31;03
Sam Schrager,00:40:31,"Talking about the power being supplied town, it makes me think of what I was told that the town would not only be part much, you know, supply of power in the town, but that the town functions were all like the schools and and different things like that were run by management. Is that.",00;40;55;14
Arthur Sundberg,00:40:55,"That's right. It was it was a closed school district here. And it was just for the town. And. There was no one outside the company that paid any school taxes. The company paid the entire cost. They they furnished the buildings. They paid all the. Administrative expenses of the school. So everything was free to the people, to the kids. And. We talked about Mr. Laird before and all during his lifetime here he was always at the head of the school board, and he was stickler for education… this pilot school… as long as long as it was administered that way, it had the… highest reading… in later county and the highest reading in the whole state of Idaho. In standing. Because this Potlatch school board, which was partly lumber company, they just hired the very best teachers that could be found. And they maintained a high degree of education as far as they went. You know, the grade school plus the high school. So they they really had an outstanding, outstanding.",00;43;05;18
Arthur Sundberg,00:43:05,"School system here all during that period. I don't know, I think possibly that. What I'm thinking about probably would carry you to the entire nation. But, you know, it used to be that. Every kid in school was taught penmanship. And all all the subjects that they that they did carry. The kids were really brilliant. And you never every subject you'd take write today. The average kid that that finishes high school and I might say probably everyone that finishes college. You've got to have a kind of vivid imagination if you're going to even read their name. You know, they can't write. Kids use typewriters nowadays. You know they can't, right? And they can't figure they've got to use a calculator if they're going to do any figuring. But it always wasn't that way before they got all these gadgets because, you know, they the kids were taught penmanship. That was one thing that was pounded into every kid. And.",00;44;52;06
Arthur Sundberg,00:44:52,"Another thing too, he was every kid was really outstanding. And being able to read and to write and to figure. You know, addition, subtraction and multiplication and all those things. They were really sharp at it. Then maybe, maybe I've got a wrong picture now. But what kids that I've seen in the last few years, they can't even figure out chains for $0.50.",00;45;34;00
Sam Schrager,00:45:34,"Yeah, I don't know. I've heard that Potlatch had had an outstanding school system. But I also heard that they divided up the the management of the town among the different managers of the superintendents of the company, and each one had a certain responsibilities for, for running the town. And that struck me as an odd kind of a way as far as the local people being involved in, in managing a town like you take a town like Troy, where you know, where there's a city council and it's all run by and by the local people. And what I was thinking about, about the schools and, and this was.",00;46;18;17
Arthur Sundberg,00:46:18,Was.,00;46;18;29
Sam Schrager,00:46:19,"Well, not that that had a discouraged local people.",00;46;22;29
Arthur Sundberg,00:46:23,"No, no, no, it it didn't discourage them at all because you take everything, everything was run so efficiently that. Unless it be some individual crackpot, did you find some that was figures. Well, he could do it better, but, you know, a company town is something that was really unique. There wasn't too many of them in the in the whole United States. You found more of them, I suppose, back in the mining. Districts in the in the east were the coal mine operator company. They they owned these shacks and they owned a company store. And but you take away those towns were run was absolutely no no comparison at all of what he. This town was run and of course I, I don't know just how many company towns were in the lumber industry, but I know of one more. I'm McLeod, California. There was a probably still is I'm not sure. Wholly owned company town and sawmill operation. It was a big operation. They owned all the houses and the hotel and everything.",00;48;09;26
Arthur Sundberg,00:48:09,"But McLeod didn't have. Quite, quite as good a set up as they had here, because I've been in McLeod and and they never maintained the company down there and never maintained their sidewalks in the streets as well as they did here. And they never maintained their houses as good as they did here. I don't believe. And. They didn't have quite as many. Public facilities, you know, in a way of for churches and gymnasiums and stuff like that. Here. They had everything. Here they had the. Well, to start with here they had what they called the Union Church, and that was non-denominational. See, that was all denominations, you know, wanted to get together. Well, then. There was so many Scandinavians, Swedes and Norwegians, you know, that they there. State church over in the country where they come from was Lutheran. So then they they wanted church of the company build a Lutheran church. Well, then there was.",00;49;54;18
Arthur Sundberg,00:49:54,"Quite a few Catholics or build Erie. The first general manager was a Catholic, so they built a Catholic church. So they had three churches besides the. Grade school, which went through one through eight grade. And then they had the high school from nine through 12… and… then this big gymnasium that I believe I told you about before. And hotels and boarding houses and, and. Building that was housed the after the got to so that they had moving pictures. Why they of course they come the owned the building. Theater itself was privately run, but they had just about everything here that you would find in any small town, you know, confectionery and. Pool hall and just, you know, everything that you would find anywhere.",00;51;18;23
Sam Schrager,00:51:18,"In terms of, of self-government or governing the town itself, regulating. What about the involvement of local people in that? I mean, besides the brass, did the brass really take 95% of that, of that running onto themselves because the company owned the town and.",00;51;43;27
Arthur Sundberg,00:51:44,"They took 100%. They took it all the people, they didn't have any part in it. That is in the management of the town… he… the town itself, the the administrator of the town was was usually the. Head bookkeeper in the office. Or auditor or whatever you want to call him. Well, then they had a what might be classified as a town superintendent. And he was the one that that looked after all the details of of the town, that is, I'm talking about the the physical structure of the town. If anybody had if you had a leaky water faucet or if you. Thought that your house needed redecorating on the inside, you go down and see him. And of course, if you had a leaky water foster, he'd send the plumber up and have it fixed. And if there was a hole in your sidewalk where they'd send the carpenter up and repair that. They had wooden sidewalks all over the town. And.",00;53;31;02
Arthur Sundberg,00:53:31,"Then they had a. Pretty good, fair schedule of about redecorating the houses on the inside and possibly painting the outside every five years. But in the case of somebody moving out of a house and the wallpaper, the paint or something being in bad shape, why, they'd send the crew in and refinish the inside of the house before the next tenant come in and dig for the the amount of rent that was charged. Now this house, this is a three bedroom house. Well, when we moved into this house, we paid $20 a month rent. You know, you can't own a house for that, you know? And then, as I say, anything that needed repairing while they repaired it, they paid the taxes. You didn't have no taxes to pay, or you didn't have any school tax to pay.",00;54;47;06
Sam Schrager,00:54:47,What kind of vantage do you think this this gave the company? Do you think it was really a profitable thing for them?,00;54;53;18
Arthur Sundberg,00:54:53,"No, it wasn't profitable. No. But, they owned everything to begin with. And then they kept the ownership and they kept up the maintenance of everything up to the time when all top management, you know, you get up in the board of directors and president of the company and all that sort of thing. You know, they have the meeting and they discuss these things… and finally,… gosh, I forget what year we didn't buy this house. But anyway, when they sold these houses, now, this is a pretty nice street that we're on here. In fact, the houses on this street were built in 1925. So you see, they're quite a bit newer than the rest of the town. That is a majority of the town… and… there's three houses on this street here, this one and the one across the street and one down at the end of the street, where all of the same floor plan. And.",00;56;21;06
Arthur Sundberg,00:56:21,"We bought these houses for $3,250. And all the rest of the houses on this street. There's a lot of nice houses here. Sold for $2,600. So you see, they didn't make any money on that at all. There was people on this street here that, that they would if if they wanted to, you could buy one of these houses for 10% down. And then monthly payments on the purchase of it. So you see, on a $2,600 house, a 10% down payment was only $260. And I know there's one family lived here that finally got around to make it. Greeted by their house, they made a down payment and they probably didn't make over 2 or 3 monthly payments until they sold out for $6,000. They see, as far as the company making money is concerned, they didn't make any money.",00;57;37;12
Sam Schrager,00:57:37,"Well, what do you think they're thinking was on on maintaining the company town in the in the early years. I mean, we've talked about the fact that that let's say in the men that they were promoting to become a higher ups, they were looking for production. That's what they wanted. So it's hard for me to believe that they did that. They maintained this town as a company town and put into it what they did for for just altruistic.",00;58;05;20
Arthur Sundberg,00:58:05,"Well, I know, but then you've got to look at it this way too, that. They undoubtedly figured at the beginning there that it would take so many dwellings to support a certain number of people that would be working for them to produce what they had to produce. But if they didn't have control of these dwellings. Then possibly they would be a big percentage of these dwellings would be occupied by people that didn't work for them. Consequently, then the people that did work for them wouldn't have any place to live. So you see, they they always had every time a new family come in, they always had a house for them. You could come in today and go down to the office and ask for a house, and it may not be the house that you'd want, but you'd have a house to move into tomorrow, and possibly in a month or 2 or 6 months, or sometime in the future, they would find a house for you, you know, more to your liking.",00;59;29;21
Arthur Sundberg,00:59:29,"And that way, you know when they had control of all these houses, why, they could keep the people satisfied and happy. And oh, I know that the time that people were paying rent, there were lots of them had done a lot of bellyaching about paying rent and money. So down the drain and all that. But some of these same people, when they got around to where they bought their home, then they found out how cheap it was to rent once he. Because when you had to pay for the maintenance of a house, pay your taxes and your insurance. Why? Well, it takes a lot of money just to own home.",01;00;27;12
Sam Schrager,01:00:27,"What do you think that that the attitude of most of the. Well, I imagine there are different attitudes. And I'm thinking about ways that that people work and felt about the company, whether they thought that that, They should get whatever they could from the company or whether they really, let's say, appreciated and felt the company was doing a lot for them.",01;00;53;29
Arthur Sundberg,01:00:54,"Well, I'll tell you, you take the. You might say, the class of people that might be the wrong words to use because I don't know as class enters into it too much. But anyway, you take people that are used to living. In this sort of an environment, you know, they just take things for granted, you know, and they don't don't think about a lot of the details. They really didn't. I don't think the average person really thought much of it. It was just a case of having a house to live in and having a job and reporting on the job at 7:00 in the morning and and having a one hour for noon and then finish out the day and, and then in the evening. Why they could spend their time leisure time anyway, they wanted to you see, they didn't do much thinking about that… it was… the average young person that is, I say, man that is working here, that that was single. He would probably make plans for the weekend, you know, or and.",01;02;39;26
Arthur Sundberg,01:02:39,There wasn't too much I don't believe that. But they really thought about outside of just making a living for their family.,01;02;53;12
Sam Schrager,01:02:53,"I guess why I ask it is because the company town and that that way of of having a town is so different than, than, you know, 99% of the towns in America. So it seems like a as far as the the way the town was handled and run there, there would be real differences if the person knows that if, let's say, I've heard of, oh, somebody who's whose husband died when she had to leave the town because she she wasn't… no.",01;03;29;10
Arthur Sundberg,01:03:29,"I don't think that that wasn't true at all. It wasn't true. She might leave the town, but she didn't have to leave the town. She could stay here and and try to make a living in a way that she could. Now, she might if she wasn't trained, she might have to make a living by taking in washing or or going out and doing housework. And there was, there was several that had done that, but there was no such thing that they had to leave the town.",01;04;08;24
Sam Schrager,01:04:08,What would happen if the guy got fired by the company of each day?,01;04;13;07
Arthur Sundberg,01:04:13,"No, that is nonetheless he of course, if he got fired in one department and he could get just go over to the next department and hire on. See. And if he did, well, as long as he was on the payroll, he could work here, he could live here. But I don't think anybody I don't know of anybody that was actually kicked out because they were out of a job. If they could, if they could show that they could pay their rent and their expenses, well, then of course they go down and pay that in cash. You know, they could stay on. It wasn't it wasn't that rigid. You didn't lose your house just because you was out of a job, because that being out of a job might be just temporary. There might have been a few cases, you know, throughout the years where it was somebody was canned. And the reason for it was, you know, so severe that they just didn't want them in the town any longer, and then they might be asked to move out.",01;05;31;04
Arthur Sundberg,01:05:31,"But those those cases were… all… a few and far between that I don't believe. It's hardly worth mentioning. You know, you take as far as taking the having the people take an interest in, in running the town. Do you have any idea at all how the people feel right today? You can canvass the people in this town, or the city of Moscow, or Pullman or Lewiston or Spokane or any place. And you find the big majority, not not just the majority, but the big majority. They don't know straight up, and they don't care a thing about it one way or the other. They just go along and just with any way the ball bounces. You know, the the average person in the average town, they can't tell you the name of the councilman. Probably a lot of them can't tell you the name of the mayor if they have a mayor. And. About all they can do is they bag guys, you know, I pay too much taxes. You'd say, well, how much do you pay? Well, I don't know. They don't even know that. What proportion do you pay in taxes to the school district? What proportion goes to the county? What proportion goes to the city? They don't know.",01;07;12;24
Sam Schrager,01:07:12,You think it was bad back then?,01;07;15;25
Arthur Sundberg,01:07:15,"Well, they didn't have that to pay. Not in this town. They didn't have. They didn't have any of that to be concerned.",01;07;20;27
Sam Schrager,01:07:20,I don't mean that. But then they're running the town.,01;07;24;16
Arthur Sundberg,01:07:24,"But then you take for the country wide. Why there was always just a few individuals in every town, regardless of the size of the town, whether it be Potlatch or New York City. It was just a very few individuals in proportion to the population, that wanted to meddle with politics in the running of the city, but that that proportion in regard to to the population was a darn small. It probably wouldn't be less than 1%, you know. So people, as a rule, they're not they're not too concerned about details, you know, they're you know, they'll. Watch the television and listen to radio and get these commentators views on some of them things, and then they'll say, yeah, boy, the country's going to pot, you know, and but they haven't got any solution to offer.",01;08;46;13
Sam Schrager,01:08:46,"What do you think? When the company was providing services for the town, for the people that that they really put aside? Saving money as a consideration? Did they try to cut corners wherever they could, or were they really.",01;09;06;01
Arthur Sundberg,01:09:06,The people.,01;09;06;22
Sam Schrager,01:09:06,"Know the, the the management running the town? I'm, I'm thinking about well, I've heard in the, in the woods that they, that they watch every penny that they could. Well and I'm wondering whether in the town.",01;09;18;28
Arthur Sundberg,01:09:19,Well don't you think that don't you think that holds true with running any company.,01;09;24;09
Sam Schrager,01:09:24,"Yeah. But the difference here is running the town. I mean, I see that as a I'm not, you know, that's not the same to me as running the company. Maybe it was the same.",01;09;34;17
Arthur Sundberg,01:09:34,"Well, I know, but then in running the town, you know, if you or anyone else was responsible for the running of the town, the management of it, you would at least try to break him and even, wouldn't you, you know, if he was going to go in the red year after year. Well, then. When the top brass looked over the books, they'd say, well, that man is not the man for the job. So they get another administrator. So. It it wasn't the case of making money, but then it's just more of a case of breaking even.",01;10;24;00
Sam Schrager,01:10:24,With these responsibilities for the town. We handle this as a part of the of management's daily work. Or was that extracurricular?,01;10;34;08
Arthur Sundberg,01:10:34,"Well, when you say management, of course, management spreads out, you know, from the from the top clear down to something that's. Well, almost to the point of being obscured, but still, it could be management, you know, now, as I say, the management of the town itself. Was run separately from the management of the sawmill, although the the general manager, he was the manager over all of it. But. These different departments, you know, they all had, you know, different department heads. And I say the, the town itself. Well, the. The auditor or the head bookkeeper, whatever you want to call him in the office usually was the administrator of the town. But he had what you might classify as a town superintendent under him. And he didn't concern himself with anything else except the the physical part of the town, you know, the maintenance and upkeep of the town. This town superintendent, he didn't have anything to do with renting houses because the auditor, he handled the rentals of houses. But as far as the maintenance of streets, sidewalks and all buildings, whether it be public buildings or private buildings, everything was was all handled by the superintendent of the town.",01;12;45;02
Arthur Sundberg,01:12:45,"But he was might consider as part of the brass, you know. But as far as his salary was concerned, his salary probably didn't amount to. And he just a few dollars more than one of the men that was working under him.",01;13;07;13
Sam Schrager,01:13:07,"Do you know whether they broke even in, in many, much of the management.",01;13;12;09
Arthur Sundberg,01:13:12,"Of the. Well, of course, I, I never had access to any of the books, you know, and, I've sat in on a lot of meetings, you know, management meetings for the. Unit manager would would give us a lot of figures, you know, but whether or not they were true or not, I wouldn't have any way of knowing, because I of course, there was a couple of times there when he offered to let some of us look at the books because he thought that maybe by the look on our faces that maybe we doubted what he was telling us, you know… but of course, we'd never would take him up on that. But,",01;14;07;25
Sam Schrager,01:14:07,What kind what kinds of things would be would those be where you might doubt what you know?,01;14;14;08
