speaker,timestamp,End Time,words
Roy Martin,,,"We were supposed to stay in that night to make up for the spelling that we lost, we were supposed to write each word five hundred times and that would take quite some time for a boy. And we'd, the heck with that, we walked out. Well the next night, of course, we got a whippin'. With a big willow stick. And I didn't like whippin' very well, so I quit school. And I told the teacher that I didn't like the whippin' and that, you beat me any more with that stick, I'm gonna take that stick and I'm gonna whip her! Well of course, then we called the sheriff from Sancpomt and his name was Kurt Patrick. Nice man, very nice man. He came up and looked for me, but I knew what had happened. So I just grabbed my cork shoes which I had in my room, and lumberjack. . And I left home and I knew where I was going I was gonna go work in the woods. And I went to work in the Humbird lumbercamp. Humbird Lumber Company. And I got a job."
Sam Schrager,,,H0w old were you at tha t time?
Roy Martin,,,"Bout fifteen and a half or sixteen. I don't know exactly, but I'd say about 16. I went to work in the Humbird Lumber Company Camp as a swamper. That was about the most manual job that you could get. But Humbird Lumber Company was good. They're a big outfit, I suppose they were probably as big as Potlatch. And quite a few young boys became lumberjacks working for Humbird Lumber Company. And we went, we swamped, some of us drove team, 'cause pretty near everybody in that... , kids and all, they knew how to handle horses. And that's the way it went. Of course, when times were tough, alot of lumberjacks, they didn't hire boys to do a man's work. But a lot of times, boys did do a man's work. We done a man's work and we get paid for a man's work.pause in tape You see, the people at that time that were performing aservice for the country, they weren't all resident pop ulation. They were what you call a floating population. They went from here to there there to here. At one time, everybody had a home. Maybe some of 'em were from Michigan, some of 'em from Wisconsin, some of 'em from Minnesota and God know where they were from, but they were mostly Westerners, I would say, that stayed around the woods. There wasn't any bums hung around the woods, they weren't bums. They were lumberjacks, but they might have been lumberjacks inva destitute situation where they had to, but they never called apon the public as mufch as the bums did. They called upone one another. AndheYped one another. Lumberjacks helped one another. They'd never say, ""Are you hungry?"" That was never said. They'd say,""Are you eating?"" You'd either say yes or no. You say no, they knew you was broke. If they knew you were broke, had any money they'd say,""Here's a dollar. Go eat."" Or here's five, or here's two or three or whatever the case may be. You wasn't bummin'"
Sam Schrager,,,Did you try to Pay them back the same amount later? Or didn't that matter how much it was.
Roy Martin,,,"No. I t was never a loan. I t was never considered a loan. I'd say to you,""Are you eatin'?"" You tell me, you say,""No."" I knew you were broke. If you're not eatin' you're hungry. Here's a buck and you'd say thanks and you'd go eat. And maybe you get 50 cents left or 75 cents left. Maybe you buy a room and maybe you don't. Maybe you save it for the next day, or the next day or the next day. For a dollar you could eat for about three days. I mean a meal a day at least."
Sam Schrager,,,0 e thing I was trying to figure is how come you couldn't stay in one pJa ce?
Roy Martin,,,"The thing was, if there was no work there, who's gonna support ya? Kow you gonna get by?"
Sam Schrager,,,These jobs would only last for a little while?
Roy Martin,,,"Maybe they was no job. What you da, a lumberjack went from camp to camp. He was either a skinner, which is a teamster, or see they didn't have any trucks, they didn't have any cats. And you was either a tail down man or you were a cross haul man or you're a canthook man or you was a faller or you was a swamper, or if they had chutes where they chuted logs down the hill, you was either tailin' down end to the chute or you wasswamper, up in the woods swamping for horses. To haul logs out, or you was a greaser on the Chute. They had greasers, go along with a can of grease, plop, plop, plop, you'd walk up that chute with a can of crude oil. You had cork shoes on which you had to have, cause that chute is slick. Had to be slick. And some places, fchey use sand to slow 'em down where it was too steep. And where it was too steep after sand, they'd use what they'd call a goose neck. Which was a piece of iron, put in the ehute like that and when the logs went down it just rip a piece right out of the log. Mostly what it ripped off was just piece ofbark. And maybe alittle bit of the, well, the bark and part of the sap. That's all."
Sam Schrager,,,How was it it set up that aman had to move and keep moving? A fellow couldn't just marry and settle down ifthe wanted to?
Roy Martin,,,"No. Well, I suppose you could settle down. I don't know how you'd do it. There uias lot of People that was settled down, there was lot of lumberjacks that was married or that had homes. up enough money to buy a little property, you was living on a stump ranch. Maybe they met some gal and they married here. And how did they live? Very poor. Well yes, they raised little garden, they had maybe a cow or horse or two. And they got along, some of 'em got along good, some of 'em didn't get along so good. That, at that time, what the logging industry was interested in was manpower and as low a price as they could. And the floating manpower, it didn't make any difference. If you were raised in Moscow and you went to Priest River or you went to Sandpoint or you went anywhere else here where they logging camps, you stayed in the camp, you get treated the same, you get so much a day, you get so much for board, so much for blankets, 25 cents for hospital. That was it! And if you were lucky and you were a good man, you stayed there 4 or 5 months, you might make Four or five hundred dollars. You didn't make very much money. So you had to be pretty careful if, how you spent that money. Now, if you were a married man of course, you had to have a pretty frugal wife too. And you had to have a stump ranch or someplace where you could raise a garden. You could get along real reasonable. Otherwise, you didn't make it. That's all there was to it. And there was a lot of men. And they had nothing to hold em back. They had a family somewhere, but everybody's got a family. But, in order to survive for themselves, they forgot their families. Not the. tr wives as arule, they didn't forget them, but their mothers, fathers, sisters, so forth, they forgot them to get by themselves. They got by. That was the way it was. They didn't ride passenger trains, they rode boxcars, nd when they was prosperous and they wanted to get somewhere in a hurry, they had a big check or something, maybe they ride a passenger train. And that was when trains was a hundred per cent transportation, where today a hundred per cent transportation is cars. In this I nland Empire, in this part of the country. You didn't have no cars run- ning around on a big highway. come down through Pullman here a. side that road the main road wasn't as wide as this county road is here. I worked in Pullman in 1926. Came up here, there was no work in the woods, they wasn't paying anything in . the woods. I wenthere with a friend of mine, we went steeplejacking."
Sam Schrager,,,What's that?
Roy Martin,,,"Well, you go through town up here the first thing you notice is the university. Two or three flag poles up there, they got no flag lines in 'em. Like the student union building, two flag poles oft it, or did have at that time, I don't know tohat they got now. Two flag poles up there, just setting up on a two or three story building. No flag lines in 'em, they needed painting. So you go up there and you paint the ball or the eagle, whatever got on top. Put the flag line in and paint the pole all the way down, you get bi sum of about 35 bucks a pole. I t's a dangerous occupation. And that was the lumberjack that did that."
Sam Schrager,,,"What did you think of Pullman, was it an alright place to be at that time?"
Roy Martin,,,"Just as good as anywhere else. I t was a university town. I t wasn't one third as big as it is now. They had a park down along the river. I think they called it a tourist park at the time. They didn't charge you anything, they had tables in there. Place you could pitch a tent, we pitched a tent. We did everything. And we had a outfit and we sharpened knives and scissors and axes and lawnmowers and we'd go through town, we'd make maybe ten dollars. Some days. And then we'd move to another town."
Sam Schrager,,,How'd you tote your stuff?
Roy Martin,,,"We had a Model T Ford. Little engine on the back, couple of grinding wheels."
Sam Schrager,,,"""That sounds different than hoboing on the rails."
Roy Martin,,,"That's what you go through, even if you're a lumberjack. You diversify. If there's nothing here, you do something else. I've shovelled coal. I've shovelled wheat. Everything else. I've pitched bundles. Go to North Dakota, Montana, Canada. Pitched bundles in the summertime 'cause they paid five dollars a day and board. 'Cause they wasn't paying anything in the woods. And finally they got to paying down to what they called, three dollars and ninety cents a day. That's what they paid in the woods. At one time. That was when it was what they call ""gyppo"". That was a ""gyppo"" area. And then we quite 'cause we couldn't make any money. The only guys that was making any money, and they wasn't making much that they was breaking their bodies was the Swedes and Norwegians, that come from the old country and they was working for scab wages. And they was working themselves to the bone to make twice as much as they were paying by contract. And so finally eventhey had to give up. And then of course, you know what h happened afterwards, the depression hit. But we quit the woods and we went to different things. Lumberjack then became a miner andthe became everything else. Bad thatthe had to quit the woods. Becausethe was raised in the woods, but they had to quit! They had to become bundle pitchers, and they had to become miners and they had to become everything else. Working on the railroad and everything else. Even the railroads didn't pay very much money. But it was better than working in the woods. That was before the depression in '29."
Sam Schrager,,,"Sounds like the ""gyppo"" was the company getting every last bit out of you they could."
Roy Martin,,,Naturally. All it is is human nature is greedy. They're gonna get everything they can. And they got it and went broke in '29.
Sam Schrager,,,What do you know about the IWW philosophy? I understand that they were saying the working class should control the means of production.
Roy Martin,,,"Well, IWW's were alright. They were something like the CIO is today. Or the Afofl. Through a union you get power. And hy yourself you ain't got nothin'. And that still holds true today. Now, if you're working out here on a job and it's ascab job, you can say, well, I got to cut your wages. Nothing you can do about it. End of side A"
Roy Martin,,,"The IWW's was the best thing that ever hit this country. Ward was the first man ever paid five dollars a day for working man. And all the goddamn Jews said,""Oh you're going to ruin the country! You're going to break us all, you're going to ruin the country paying five dollars a day.""They didn't. They didn't break the country. They got the 8 hour day 1916, IWW's."
Sam Schrager,,,"Seems that compared to the unions today, they were after more. They wanted to get it all for the working man."
Roy Martin,,,"what they wanted was afair day's pay for a fair day's work, IWW's. I t was no g different. IWW's was not a bit different, they were not as violent, actually as they were made out to be. Not as much as the American Federation of Labor is today, or the Afofl CI0 is today. But at that time, capitalists were so much against them, that they were printing all kinds of junk to break it. They were paying millions of dollars to break the IWW's, because the I wws was the first uhion that we had in I Daho, Washington, Montana. The first union that we had. California didn't have any union. They had bundle stiffs coming up from California with bedrolls on their back and the I wws was burning 'em! They catch a goddamn bum1 coming up with a bedroll on his back,""Where you going?"" ""Well, I'm going up here to Missoula, or I'm going up to Priest River, see if I can get a job."" Said,""Well you won't need this bed, let me help you."" And they'd take it off. They'd set fire to it. Said,""We don't pack any beds in this country. You won't need it."" Just burn it up. He said, a lot of them companies here will furnish decent beds and they'll furnish showers. That's what it amounted to, the I wws. They made the I wws look bad, yeah. Communist this, communist that. They didn't even know what communism meant in this country at that time. But I'll tell you what it was: I t was propaganda put out by the rich, to exploit the poor. They still do it today, there's no difference. Just like those politicians. They got abig bunch of shit they'll give ya, and when the election is won and their in, they'll forget all about it. And that's capitalism. Free enterprise, yes, I think free enterprise is good. But I think when capital gets too big, it can be just as bad as any other form of ..."
Sam Schrager,,,Dictators? Right?
Roy Martin,,,"Same thing. Figure . Same thing. And I Daho at one time was a very good state, was a very good union state. But I doubt, it's not as good a union state as it used to be. But one thing to say is, the statethat border is right now, that is 100 per cent union and everything, you can't even get a job as alatrine orderly without belonging to the union. Come to figure out that I Daho, Montana, parts of Montana and Washington started out by the lumberjacks, the I wws. And they spent millions of dollars to break the I wws. Millions. California alone spent millions to break the I wws."
Sam Schrager,,,Did you ever see the little red songbooks the I wws had?
Roy Martin,,,"Yes, I did, sung all the songs and read all the preambles, carried a book, you bet I did! Sings the songs. See tape for words and musicSecond voice has joined, it is unidentified."
Sam Schrager,,,"I know that I heard... ? Oh yeah, you're brother used to be a Wobbly."
Roy Martin,,,You want a song book? He'll give you one. You'll have to pay for it.
Sam Schrager,,,That's okay.
Roy Martin,,,They used to cost ten cents. They'll probably cost you forty cents now.
Sam Schrager,,,"Do you remember the song,""Halleluah, I'm a Bum""? I heard about that one."
Roy Martin,,,"I don't know too much about that one. I've sang it. A lot of these songs was put on radio or put on TV or put on records, they were all taken from bum songs. Lot of people think that hell, they come about just lately. Hell, they didn't come about lately. I wws had it in the song books for years."
Sam Schrager,,,When did you get the chance to sing that song?
Roy Martin,,,I sung 'em for years!
Sam Schrager,,,Did guys sing 'em down in the jungles?
Roy Martin,,,"Yeah. Hell, riding boxcars, in the jungles, whenever we felt like singing, lot of families, lot of young guys be singing. Break in tape I Daho can be proud that it was instrumental, the people that made the woods great in this country and brought the logs to market and here were, in the early '20's were I wws. You couldn't go into the big outfit like Potlatch anc' get a job, you could get a job alright, and go out to the camp, or Humbird Lumber company, or lot of these other big lumber companies. Big lumber companies! When you go out there, the superintendent would say,""Lad do you belong to the union?"" And like me, I'm akid, I said,""No, I don't even know what aunion is."" Well, i, e'd say,""Young man, if you want to work here you got to belong to the union."" I said, what's the procedure, what does it cost? Well it cost you five dollars to join and it cost you 50 cents a month. I said, that's alright. Sothe said,""They'11 be a delegate come over and talk to you tonight at the bunkhouse."" And a delegate was the same as a business agent. That's what it was. Andthe'd talk to you andthe'd sign you up. And the money was taken out of your check. And you had your job, you were an IWW then. And you got a card, a red card, you had a number. That's what it was, that's all it amounted to. You join the union. Break in tapeAnd have what I got today. And I guess the answer to my prayer. I love it here, I love this country. But I hate it. . I hate towns, I hate these little town governments. And all these crooks that you got in town and I, uh, what I can call your town businessmen are small crooks is what they are. They're living off people. Well, that's right, they got to make a living. That is some thing that they got to do, they got to make a living. But I don't want 'em to retire on their first purchase that they get off of me. Or you. And all these people are trying to retire off the first few customers that they get. This this country was built on 6 per cent interest. At one time. I would say times have changed. Well, how in the hell did they change? This country became great on six per cent interest for business. I t became great, it became one of the most wealthiest countries in the world. And now their not satisfied with less than 60 ""o 100 per cent interest and up. And their still going broke, but their all driving Cadillacs. And the farmers, their the most poor mouthed people that you ever looked at. They are! They're all losing money. But every kid's got a Cadillac and every kid's going to college. They're all going to college, educated idiots! That's what they are. That's what I call 'em, educated idiots. If the axe would drop tomorrow and a depression, be thousands of these kids going to college right now, be starving to death. What could they do? None of 'em ever learn anything about manual labor. Producing. Non-producers is what they are. That's what the I wws advocated. Get rid of the non-producers. The producers is the one that should benefit the profit. Not the non-producers. And we got nine non-producers for every producer. More or less. Don't quote me on that, I haven't made any calculated figures."
Sam Schrager,,,"What about back then? Do you think it was in the interest of the wealthy to have all these men that were floating to come at their beck and call when they offered 'em work, was that the way it was set up? You had to go where the work was, you didn't have any choices?"
Roy Martin,,,"Absolutely. Great Northern Railroad was built by migratory workers from all over. Bums, they call 'em, hobos. They built the Great Northern Railroad! They tunneled through the mountains, they built the grades and they did the work. And Jim Hill himself said,""Don't kick any of 'em offmy trains."" He said,""Yes, the mail train, I don't want no bums riding the mail train. Don't want no bums riding the silk train. But I don't want any bums kicked off of my freight trains!"" And I've seen 300 men on my freight train. Riding from here to there, on the Great Northern Railroad. The Milwaukee Railroad did not kick people off of their trains. I don't know who owned the Milwaukee, I heard that Henry, Ford owned a big part of it. They weren't kicked off. The Northern Pacific, a great rail road. Nobody was kicked off of the Northern Pacific Railroad. You could ride it from end to end. As long as you stayed on a freight train, in most of these towns, you were not kicked off a train. But, if you got on some of these offshot railroads like the Spands, the 0RN, the Cbq, back east, and a lot of other railroads, the brakeman would come and say,""You got a dollar?""""No, I ain't got a dollar."" ""Well get off! This is it, you get off!"" And..."
Sam Schrager,,,When the train was running?
Roy Martin,,,"Sometimes. Yes. Because they carried brakeclubs, a club about like a pick handle. They carried those pick handles, and what they were carried for was to knock the retainers down on the cars. They had an air retainer on the end of each car. When they were knocked down, they had 15 pounds more pressure per square inch, or something like that. I'm not exactly up on that, but I think it was around 15 per cent more pressure on the brake cylinder, they has a big brake cylinder under each car. Well when the retainers were knocked down, going down a big grade, they had 50 per cent more braking power. And they carried clubs that they could run over the car and they could whack, and they were just little handles, about your finger, and they just knoced 'em down. So, they would run over the cars with these, and they would also use these on the bums, to chase the bums off the cars. Well, they weren't all ... bums, riding on these cars. There were men of misfortune, men that had families, men that had families that were hungry. And they tried to go someplace where they could get a job sothey could send money to their families. Maybe they were in North Dakota, had a family in Wisconsin that was destitute. If they worked in North Dakota, maybe they could make money in the harvest to send money to their homes in Minnesota or Wisconsin, whereever they lived. They did it all over the country. Vice versa. Whereever labor was required, men showed up. Railroad men were unscrupulous, some of 'em. I've seen some of 'em that became hold up men. Men comingfrom the west would go up into North Dakota, South Dakota, Montana and all that and they'd work in the harvest, and they all coming back with not very much money but at that time it was a lot of money. Three, four, five, six hundred dollars. Two hundred dollars, what not. And they were coming back. Some of 'em were coming back to families, some of 'em didn't have any families. Regardless, railroad men became holdup men. And they would go from car to car, they would hold 'em up and take all their money. And it happened on the Great Northern Railroad, it happened on the Northern Pacific, it happened on all the railroads. We had crooked brakemen. Well, I'm gonna tell you something, all those hold up men were not sucessful. Some of 'em died. Because the IWW's had what they called a 'flying aquad.' And if somebody sent in that atrain was bing robbed, they would send in to the closest big union hall and tell 'em what was happening. And in minutes they would have a flying squad. And at that time they still had cars. I wasn't that young or I wasn't that old, but they had cars. Buicks and maybe Dodges, Fords or whatnot. What they would catch that train and they would grab that train. And they would seek out the holdup men on that train and they would shoot 'em. No such thing as turning 'em in to the law. They were killed! And maybe two hundred Bnd seventy men were taken off of that train. Maybe at the next station and say,""What happened!"" Well,""These three guys that got killed or whateverthey was hold up men, they held us all up and they took 14 all our money.""""Who killed 'em?"" Maybe five or six guys.""We killed 'em."" And like in one place in North Dakota, there was 170 men got off a train. Had all been robbed. They didn't all have money, but the ones that had money got robbed. And they said, who killed 'em? Two or three men, I don't know how m. ny, said yes we shot 'em. Well,""You shot 'em?"" ""Yes, we shot 'em."" And so then the judge said, I don't remember what time it was, but I remember that I was very young then. Said,""Too bad there ain't more people like you."" Turn 'em loose and that was it. And everybody got their money bach, more or less, that the guys had took. One guy said,""He took five dollars off of me, took 280 dollars off of me. and your representatives, I mean, they were the flying squad that shot these guys, Got 'em all together and said, now alright, and everybody got robbed, paid 'em off. I didn't get robbed, I was on that train, I didn't get robbed. And my friend, Bill didn't get robbed. Bill Martell, was his name. Big lumberjack. One of the finest lumberjacks I ever met. Bill Martell, you can put that down in your book."
Sam Schrager,,,What made him such a good lumberjack?
Roy Martin,,,"He was a top loader, everybody wanted top loaders. Bill Martell was one of the best top loaders. Came from Michigan. And Wisconsin. One of the best top loaders this country ever had. Every outfit wanted Bill Martell. Humbird Lumber Company wanted him. Anytime they had ajob for top loaders, Humbird Lumber Company wanted him. Ac White wanted him. Daddy Beardsmore wanted him. Diamond Match wanted him. Any outfit in Montana wanted him. That includes ACM. The name was Bill Martell."
Sam Schrager,,,What kind of guy wasthe?
Roy Martin,,,"French-Canadian. Big man, 275. Good man. Died in Okanogan. With abroken ankle. He's now buried in Okanogan. Butthe's areal lumberjack. He was in '27, the was 48 years old. S3: Do you know how it happened? m: Yeh. He went to catch atrain. In Okanogan, the always had abig oacksack with all his clothes on his back. Like all lumberjacks at that time carried packsack. And we did. I carried paiksack. Everybody carried packsack. All lumberjacks carried packsacks, in them times. He went to catch a train with his packsack, and the train, threw him andthe broke his neck. And as far as I know, the was one of my best friends, I never went to Okanogan, I'd like to gofand see if D. and his grave is still there, see where it is. He broke his neck trying to catch this train. And him and I caught thousands of trains. Well, not thousands, but probably..."
Sam Schrager,,,Seems like it.
Roy Martin,,,Probably five thousand been more like it. But that's the kind of a guythe was. Good guy. Real good people.
Sam Schrager,,,"When you were catching train like that, it sounds like that was a pretty dangerous moment,"
Roy Martin,,,"No, it ain't dangerous. I tell you, when you catching a train, what ever direction you're going, you don't try to put your, kind of a stirrup that hangs down on a train and ladders going up. Well they only have that on two sidees 0f the train. One is on the front end, one is on the rear end. On each side. You don't try to put your foot in that stirrup, you're running real hard, you put your knee on it. And I rode more miles on a boxcar than a lot of people have ever rode in a car of a passenger train. I've rode thousands of miles in a boxcar. Then there's difficulties in the wintertime."
Roy Martin,,,"Say that you want to go from here to Missoula. In wintertime. And you look, well everything going back east is loaded. All the cars are loaded so that you don't find any empty to ride east on. Plenty empty going west but you can't find any going east. So you ride refrigerated cars. So in the wintertime you get on a refrigerated car and you start opening hatches top of the car. You see a skull and crossbones, you fold it back down, you go to the next car. Because askull and crossbones you know is charcoal heated. And it'll kill ya."
Sam Schrager,,,Who put the shull and crossbones on?
Roy Martin,,,"The railroad puts it on. But then finally you get the one that's warm. When you open that little old hatch, about that big square, you open that and they got nothing on it, you stick you're head down there, you could smell it, it's lit by coal oil. Coal oil heater, that's alright. And then you can crasl down in there and I've roJfl from here to Havre, Montana when it was seventy below zero at Browning. One time I rode, I was in Browning, was seventy below zero. And apassenger train went by on the side track and just had great big icicles hanging all the way downabout that big around hanging all the way down. Seventy below zero. We get into Havre, there wasn't much warmer. Maybe about 65, but at Browning it was 70 degrees below zero. And, where was we going, I don't know. We was travelling because you had to travel, I had no place to live, I had to go somewhere, I had to bum somebody. I had to live. I was a side, and them was the times and lumberjacks, was no exception, 'cause I was alumberjack and there was lumberjacks with me. And we were heading east and we get out of the cold. Maybe we get up into North Dakota or some up in there. And then we'd maybe get ajob unloading coal or doing something to make alittle money and wait til spring. That's how tough times were. Hell, times ain't tough now! I remember when they had four to five feet of snow in Sandpoint, I Daho, and now their crying 'cause they got two feet. What the hell's the matter with this country? They're crying 'cause they got two or three feet of snow! ... Hell, that ain't nothing. I went from Sandpoint to Cour d'Alene one time, and the snowplow just went through, and there was six feet of snow!. On each side of the highway. All the way in and I was about 15 then I guess. We went into Cour d'Alene, I Daho and it was five and six feet of snow on the level! And went into Cour d'Alene, and what did we do when we got'there? Like a bunch of kids, we went to some old silly danee , which didn't amount to nothin'. And then drove all the way back to Sandpoint. Chugedy chugedy, with chains, you know. In an old car, I don't know, it was about 1925, I guess it was, something like that. 1925, 1924 Chevy. Lucky we made it, we get stuck one day or the other.laughs And people nowadays are crying about two feet of snow. Two feet of snow ain't nothing unusual in this country."
Sam Schrager,,,Did you ever know men to freeze to death? Who were bumming?
Roy Martin,,,"Yeah, s-iie did. Lots of 'em. Fact, I damn near froze to death one time. Yeah. I'll tell you what happens. Somebody gets desperate and passenger train leaves Spokane, Washington. I t be going west on the old WRN or SBQ or it could be going north, that be on CR, I mean on the Northern Pacific or be reat Northern. Regardless. You might get on a passenger train, yeah, you might survive it for ob, you might get up around Sandpoint or you -might get up even further than that. You might get to Bonners Ferry and if it's real damn cold you could freeze to death on a passenger train."
Sam Schrager,,,Where were you riding?
Roy Martin,,,"Could be riding on what you call the blinds or you could be riding behind the tender. If you're riding behind the tender, if you got too damn cold, you go up over the top and get down over the coal bin, they was all coal burners then. They wasn't oil burners, they was coal burners. And you could say,""Boy, I'm freezing to riB?. t--."" And then the fireman and the engineer would thaw you out in front of the door. They said, get off at the next stop, which might be another hundred miles. They were generally pretty good guys."
Sam Schrager,,,Did you stand there in the door and warm up?
Roy Martin,,,"Yeah, they'd even give you coffee. Maybe even give you a sandwich. Because some of the crew members on there were awful good people. Well, that's the way it goes. Now, there's a few of 'em that they found on tanker cars, oil tanker cars. They may be empty, they may be full, I don't know which way they was going. But they was no way to get out of the wind, there was no way to get off of it. And they'd have their arms hooked arouncipat railing around tanker cars, and they'd be found froze to death! On the tanker car, and that has been found."
Sam Schrager,,,What about the blinds?
