speaker,timestamp,End Time,words
Unknown Interviewer or Fannie Cuthbert Byers,00:12:18:16,00:12:39:19,"I first started school, you know, while at one time had a three story hotel that, you know, that where, where and for us and, our mother used to have a room, a couple of rooms there, and we stayed down there during the week when we went to school, and I wrote a book. I couldn't get up here."
Unknown Interviewer or Fannie Cuthbert Byers,00:12:39:19,00:13:04:26,"The snow got so deep and the roads were so bad that we winters, we winter down there. Wasn't that funny. Now that they could move there, then I can, What did you what did you do down there for your meals? Oh, we we had, I'm not going to be back there. We had housekeeping apartment, or we had a kitchen and a living room, and I saw the bedroom."
Unknown Interviewer or Fannie Cuthbert Byers,00:13:04:27,00:13:29:21,"There was, Oh, there wasn't too many. There was a store underneath. And the corner had the store and the hotel. You could eat there, but we didn't do that. We had housekeeping rooms up there on the next corner. Oh. Oh, I forgot what it was. All three story building and the stable referred to the house. It was a play by the state, their family."
Unknown Interviewer or Fannie Cuthbert Byers,00:13:29:21,00:13:48:16,"And I said, we only read from the home, and, there was none where I suppose I could be a traveling salesman in the hall. But there was a doctor who lived in by, his leg, and her head was kept in a stable. The economy's about."
Unknown Interviewer or Fannie Cuthbert Byers,00:13:48:18,00:13:51:25,"Oh, year old, not Farnum mine."
Unknown Interviewer or Fannie Cuthbert Byers,00:13:51:26,00:14:03:17,And later he moved to coop. There was another doctor there in Violet for a while when I kind of forgot his leg cut.
Unknown Interviewer or Fannie Cuthbert Byers,00:14:03:19,00:14:14:08,"oh. That wasn't the same doctor. I had my medical, but I forgot my name. How do you like when you were growing them?"
Unknown Interviewer or Fannie Cuthbert Byers,00:14:14:10,00:14:30:23,"Say that they believe were one of those things that the horse was going around and around, and he got on her. He and and my both my my mother says that I better not put them on here, that the doctor was a little bit know you don't need a ride. Oh, no."
Unknown Interviewer or Fannie Cuthbert Byers,00:14:30:26,00:14:31:20,I thought he was.
Unknown Interviewer or Fannie Cuthbert Byers,00:14:31:20,00:14:52:16,"A little bit food. And his mother, his mother and my mother always thought that he put on her were the best leg. It looked the worst to him, I suppose. They were both amazed. And that it's only, you know, the doctor. Probably the."
Unknown Interviewer or Fannie Cuthbert Byers,00:14:52:18,00:14:55:01,"Well, I think it needed to be drank a little bit."
Unknown Interviewer or Fannie Cuthbert Byers,00:14:55:01,00:15:01:03,"And of course they would think bad things. I think they,"
Unknown Interviewer or Fannie Cuthbert Byers,00:15:01:06,00:15:05:24,Remember who ran.
Unknown Interviewer or Fannie Cuthbert Byers,00:15:05:27,00:15:38:13,"Well, I would imagine that the man that, ran the store. No, I don't know. I just don't remember that it's possible that coma run or his hired man or something. Run that along with the store and say, oh, I just forgotten. Do you remember when they, the young, male, their vital food to them to grind for him?"
Unknown Interviewer or Fannie Cuthbert Byers,00:15:38:16,00:15:45:10,"I mean, I remember, I mean, he mentioned, but again."
Unknown Interviewer or Fannie Cuthbert Byers,00:15:45:13,00:15:54:06,"do you remember female being in violent, a female really grumpy."
Unknown Interviewer or Fannie Cuthbert Byers,00:15:54:08,00:16:06:22,"I don't, but there was a sawmill right up that way above the grave. How I can remember that."
Unknown Interviewer or Fannie Cuthbert Byers,00:16:06:24,00:16:07:18,Where I think.
Unknown Interviewer or Fannie Cuthbert Byers,00:16:07:18,00:16:29:10,"Somebody had told that there was. And no doubt there was. I. You know, may have been trying to come here. I was I never was at the school, but they had school up on the level up, you know, up where happened later. That's where I, the academy was in the school. They had a boarding school up there, you know."
Unknown Interviewer or Fannie Cuthbert Byers,00:16:29:13,00:16:51:06,"Well, never had heard that. Well, I reckon you got it quite a while ago today. And, it was a boarding school. The kids come from different, but but it goes back to. Yeah, that's why they were settling here when they came here from all around. They were supposed to have, some sort of,"
Unknown Interviewer or Fannie Cuthbert Byers,00:16:51:08,00:16:56:13,"Shop or not have house before they would make cereal, you know, like oatmeal."
Unknown Interviewer or Fannie Cuthbert Byers,00:16:56:13,00:17:24:21,"And all that cornmeal. And so they sold little places. You know, when I was growing up riding horseback or a house on the real, you know, you remember some of them or the. It would. And they sell little acreage to people. And they were supposed to furnish some jobs, you know, and it never materially for some reason I don't the world so they just, as time went on and no work, they did move someplace else."
Unknown Interviewer or Fannie Cuthbert Byers,00:17:24:21,00:17:30:12,"But at one time it was quite a big school up there and quite a settlement around here, cause."
Unknown Interviewer or Fannie Cuthbert Byers,00:17:30:14,00:17:31:02,They worked at.
Unknown Interviewer or Fannie Cuthbert Byers,00:17:31:02,00:17:47:08,"The mall, the main, anticipating, work in the factory or whatever it was. Yes. They and they moved here, but it never didn't realize why, I don't know. So about what time where that was."
Unknown Interviewer or Fannie Cuthbert Byers,00:17:47:13,00:17:48:04,Would have been.
Unknown Interviewer or Fannie Cuthbert Byers,00:17:48:04,00:18:17:05,"About, Oh, a little left about 55 years. And, you know, as I was growing up, probably. And, but I don't know why they never did get there, but then finally bought a lot of land and lots of school land. Well, it moved down on the road there and they kind of moved. It got so few, so few scholars that they didn't have a boarding school anymore."
Unknown Interviewer or Fannie Cuthbert Byers,00:18:17:07,00:18:26:11,"So who were you neighbors back here when you when you all. When you first you. Oh, yeah. When Well, there was."
Unknown Interviewer or Fannie Cuthbert Byers,00:18:26:13,00:18:31:21,So many about at one time there was about half a dozen kids would walk.
Unknown Interviewer or Fannie Cuthbert Byers,00:18:31:21,00:19:01:18,"To school with me from the, whoever down the old US right. A family with the name of grass. And they had a big farm in Utah. Oh, go ahead, count me. But, Oh. Let's see, I can't remember. As time went on, there would be them houses built into it. Now where? On, on beneath layer. I think that house was built across the road three or."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:01:23,00:19:07:15,"Four times in my life of built down where they got it, man, and moved up across road."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:07:15,00:19:31:22,"And then moved back to back, I don't know, maybe about 510. and finally and they bought it for the real Christopher. And he had these he used to sell a lot of money to, of, I think they came to work where a lot of these things did work. While."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:31:24,00:19:49:16,"In one of them didn't in Wyoming. I remember. When you down there. Well, when I was growing up, he had, I guess they called it the pool hall. It was it was just a little by the, livery stable."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:49:18,00:19:50:19,"There, working with my."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:50:21,00:19:59:18,"Bosses about where they played time. And I suppose they again, was my rock paper, too."
Unknown Interviewer or Fannie Cuthbert Byers,00:19:59:21,00:20:02:14,So all of these.
Unknown Interviewer or Fannie Cuthbert Byers,00:20:02:14,00:20:17:11,"Poor families were. And then there would be times when everybody would get, I don't know. Now everybody's so busy. There's so many different things. Well, then there was a mr. Manson would run the sawmill."
Unknown Interviewer or Fannie Cuthbert Byers,00:20:17:14,00:20:22:28,"Probably, forgive in the spring and in the fall. Well, everybody would work there."
Unknown Interviewer or Fannie Cuthbert Byers,00:20:22:28,00:20:39:02,"Then when the mill shut down and a law to do so. I think a lot of people played cards for and, I remember anything or. But down there."
Unknown Interviewer or Fannie Cuthbert Byers,00:20:39:05,00:20:39:20,There were a little.
Unknown Interviewer or Fannie Cuthbert Byers,00:20:39:20,00:20:58:10,"Bit where there was some, there must have been a claim mill or something. Name mine. I can't remember. Must do. And the baseball park was just about where,"
Unknown Interviewer or Fannie Cuthbert Byers,00:20:58:13,00:21:06:27,"Virgil and I lived there no more than a flat. That was a big time. Or whenever they had the ball game, you know, the 11."
Unknown Interviewer or Fannie Cuthbert Byers,00:21:06:29,00:21:07:21,"Oh, yeah."
Unknown Interviewer or Fannie Cuthbert Byers,00:21:07:24,00:21:38:06,"Oh, yeah. That's what you would hear. Oh, well, that would have been about that would be it. Probably in the 2015 that 30 all in. Yeah. Yes. still game. It was a great club or a pretty good you know. And a few of the others were pretty good. But even before that happened, the Boulder boys were young and old, and Archibald, that would be good kid."
Unknown Interviewer or Fannie Cuthbert Byers,00:21:38:09,00:22:11:18,"second generation, almost from the old man. Those come here. What? I like. And his wife. I didn't even think about it. He had had a nervous breakdown, and that's where he was. And then all of a sudden, he got a home. He had these two older boys asking for. And then after he got home, I remember when he brought her home, and then he had a hired woman and he had all these kids, you know, maybe."
Unknown Interviewer or Fannie Cuthbert Byers,00:22:11:21,00:22:19:25,"Oh, what? The one who just maybe in to a three boys and, he was the last. And then there was."
Unknown Interviewer or Fannie Cuthbert Byers,00:22:19:27,00:22:20:17,1 or 2.
Unknown Interviewer or Fannie Cuthbert Byers,00:22:20:17,00:22:59:02,"In between. I heard she had one in the asylum that somebody about that because of something in for them. And I got a claim for who? Middle of the road where I guess most everybody goes to find and done. Okay. And I can't think of anything that only, What, what kind of a life. If you know him, you can, you can tell me everyday was like, yeah, you know, I think he did all, like, every."
Unknown Interviewer or Fannie Cuthbert Byers,00:22:59:05,00:23:22:08,"No, but I think they enjoyed life pretty much. They just did around and know the women would congregate at somebody's house and then like, movies and then I do remember, I can remember of walking home meet along with little, you know, little kids was on the Harrison girl. Mrs. Harrison took her when her mother died. You didn't know that."
Unknown Interviewer or Fannie Cuthbert Byers,00:23:22:10,00:23:23:10,Well.
Unknown Interviewer or Fannie Cuthbert Byers,00:23:23:12,00:23:53:03,"She did, she thought somebody had to take. Her mother died. She was born. And, somebody had to take her for a few days. And, you know, during that, Bill Nichols's mother was still in good hands to establish. Their mother and father lived up on the hill above, Byron Jeffries right up there, that old women had been up there a lot of times that women would go on, and we used to walk there and stay for dinner."
Unknown Interviewer or Fannie Cuthbert Byers,00:23:53:05,00:24:04:29,"my mother and, I mean, I play with lead all day, and, they had them in the middle some fighting part of the day, you know, like we do nowadays."
Unknown Interviewer or Fannie Cuthbert Byers,00:24:05:01,00:24:06:08,But they didn't visit.
Unknown Interviewer or Fannie Cuthbert Byers,00:24:06:15,00:24:29:13,"Any in the winter. Mr.. I was married, and even before people, we used to have the parties and the houses and dances and play cards and have a good time. Didn't have to, ready to feel like, you know, I either probably having car that ride and I make your own in."
Unknown Interviewer or Fannie Cuthbert Byers,00:24:29:15,00:24:30:15,Although they do.
Unknown Interviewer or Fannie Cuthbert Byers,00:24:30:15,00:24:56:23,"Say that, talk about the good old days, but really, I don't think there was a good time to their name, but that if my or, lots of people saved and maybe some, you know, every time has existed and all that and I guess maybe we had this big baby now all over. But I like about my."
Unknown Interviewer or Fannie Cuthbert Byers,00:24:56:25,00:24:57:28,Well.
Unknown Interviewer or Fannie Cuthbert Byers,00:24:58:00,00:25:10:00,"Like, you know, these on me, like it wasn't there. Everybody was kind of in the same. Oh, you know what they did? You might not have had much to do."
Unknown Interviewer or Fannie Cuthbert Byers,00:25:10:01,00:25:11:07,You know.
Unknown Interviewer or Fannie Cuthbert Byers,00:25:11:10,00:25:41:27,"You didn't have to keep up with the Joneses. instead you rest. Oh, no. Cumulate, I think. No, I think, that was different. That is true. And, Oh, I don't know of late, I think. And if you say just to make money that, you know, well, maybe the person that wasn't satisfied with that would make you take your money."
Unknown Interviewer or Fannie Cuthbert Byers,00:25:41:27,00:25:55:09,"You know, you have to remember what if your family didn't work out what wages were about around in, when you when you really don't. But then I know it's called the grade."
Unknown Interviewer or Fannie Cuthbert Byers,00:25:55:09,00:25:58:24,You can be separated. And I know.
Unknown Interviewer or Fannie Cuthbert Byers,00:25:58:24,00:26:27:01,"When I went first time, I went with a good pair. Let's see, I got about $5 and it was off. What what were you doing? How things work at what? I mean for the tell the everybody there has an accuracy. The. Oh, I mean, I could have traveled along in one field to another and they always had to cook, or cook or"
Unknown Interviewer or Fannie Cuthbert Byers,00:26:27:04,00:27:00:27,"Oh. Well, sometimes they could have put a manager in for 40, like. Oh yeah. To whoever owned the definition they had to cook off. That went right. When you're out making room, couldn't do that now. And groceries are so high that we used to feed them good. You know, and the other thing about it, and even the horses, you know, that, one thing when I was, oh, have them tiny horses, little more money."
Unknown Interviewer or Fannie Cuthbert Byers,00:27:01:00,00:27:26:16,"How many horses would be that outfit? Well, it seems like then, after growing up so high, they thought, couldn't afford to keep them warm and not heating up off more than the grain. but about that time, it was a lot tougher for them. All the things that did it required horses. So everything had been there was not enough for that cooking."
Unknown Interviewer or Fannie Cuthbert Byers,00:27:26:18,00:28:04:08,"Everybody had gone and then some of the crew and the crew and most people, there may be horses. So I would kill you and or had you only that man and the got along with your army, even the people who had been coming who know that. Right. how you. Oh, they would come out on the other side of Moscow and the herd on the, different places that you would go over here."
Unknown Interviewer or Fannie Cuthbert Byers,00:28:04:12,00:28:10:22,"Well below the ram, the place we called it, the old place they rented that, you know."
Unknown Interviewer or Fannie Cuthbert Byers,00:28:10:24,00:28:11:12,You get up on.
Unknown Interviewer or Fannie Cuthbert Byers,00:28:11:12,00:29:05:11,"The mountain and you look down the potter's lane and the mud brick place, and then the rock, right. All on that, road there. That's on the map. where? And the, marshes were all musicians. They played for the before they moved here so that, what happened? and, at that pearl. Well, I just think of that because it was at that time we had the, cradle and, you know, you had heard about that really bad thing went on that the, know, not what I, what made me think about the people who lived in the middle house of their the lightning struck the telephone."
Unknown Interviewer or Fannie Cuthbert Byers,00:29:05:11,00:29:13:02,"And then I forget one man that field, the other, talking women on the phone."
Unknown Interviewer or Fannie Cuthbert Byers,00:29:13:02,00:29:15:20,I just almost forgot the tale.
Unknown Interviewer or Fannie Cuthbert Byers,00:29:15:22,00:29:41:18,"In fact, I think there were two, because I could remember they had been hit on both. And when laid down near the, camp in here for, you know, pulled out the way the lightning, I don't know, I forgot, and I can't tell. It looks like it was, but that was shortly after the night the moved over there."
Unknown Interviewer or Fannie Cuthbert Byers,00:29:41:20,00:29:46:23,"And,"
Unknown Interviewer or Fannie Cuthbert Byers,00:29:46:26,00:29:52:29,"Well, did you have your home?"
Unknown Interviewer or Fannie Cuthbert Byers,00:29:53:01,00:30:09:14,"Or and work in the works a little. We my kids was raised born here. Her neighbor, Jerry Taylor. My my folks here, we live there most of our married life."
Unknown Interviewer or Fannie Cuthbert Byers,00:30:09:16,00:30:39:15,"And I, his sister, went to Coos Bay. We went to the Hudson River cruise. They after she finished high school. And she went down there and, to take care of her sister when their first baby was born and adopted folks to to come to the hospital so that her she had to be a nurse here and, you know, held him through the World War one disabled nurse who."
Unknown Interviewer or Fannie Cuthbert Byers,00:30:39:17,00:30:56:17,"so he was down there and married down there. So he wasn't up here. There until about 40, then finally moved up to Walla Walla."
Unknown Interviewer or Fannie Cuthbert Byers,00:30:56:20,00:31:23:24,"And then when I was he come home here to help take care of him, her husband passed away. Then. So then she was saved. So I have lived with her, on. We've been together last 12 years, but there's probably 20 or 30 or 30 years in between there that we were together. Yeah. You during World War One."
Unknown Interviewer or Fannie Cuthbert Byers,00:31:23:26,00:32:01:06,"Education and training. Because you she took part of it and then got married and then unsuccessfully for a while and she went back and finished up the crew. And for her look in that letter and then live happily ever. But he was a, you know, again. so who graduated from. who went back there, had a little sister who lived in Portland, but it had changed."
Unknown Interviewer or Fannie Cuthbert Byers,00:32:01:06,00:32:15:27,"So she couldn't, you know, halfway through, she couldn't do the. So we growed up, I mean, build up, go around the community."
Unknown Interviewer or Fannie Cuthbert Byers,00:32:15:29,00:32:19:05,So our dad.
Unknown Interviewer or Fannie Cuthbert Byers,00:32:19:05,00:32:51:14,"Lived in Germany on the war and up to about 85. but he know for one month of the year, 90 900, and our mother lives to be in Germany, too, in 92. And, she was. I guess I wasn't big enough then, but she put her in another one and used to walk up to grandma. Came and took."
Unknown Interviewer or Fannie Cuthbert Byers,00:32:51:16,00:32:53:01,Quite a long way to go.
Unknown Interviewer or Fannie Cuthbert Byers,00:32:53:01,00:32:53:29,Across the ground.
Unknown Interviewer or Fannie Cuthbert Byers,00:32:54:00,00:33:20:11,"Okay. And you never thought a walk a mile? I walked around, apply, go down to Sunday school in the morning with somebody on many a long walk back from your brother and the. And you remember in Danville, you. Well, I don't know what the endeavor meant, but that was the one people my contact with the youth group. Yeah."
Unknown Interviewer or Fannie Cuthbert Byers,00:33:20:13,00:33:51:00,"I. So and another thing down there in front of, you know, her down the track. And my lady, but from what you. Hey, hey, I was going to call those who it where there's a family lived there that had quite a few kids. And in the spring, we used to have, have a room and a half a pound in front of the house."
Unknown Interviewer or Fannie Cuthbert Byers,00:33:51:06,00:33:59:04,"That's how big the creek used to be. Oh, and in the spring, it would get so big we had a to go to do our house."
Unknown Interviewer or Fannie Cuthbert Byers,00:33:59:07,00:34:01:01,And now you wouldn't believe it.
Unknown Interviewer or Fannie Cuthbert Byers,00:34:01:01,00:34:36:17,"But these little guy who, we. And who's going to get so good and for my, you know, my sister Brown and for my. Baby, for the McCoys, you know, you know, the two Hill Creek. Yeah. So. But so, when McCoy come here and she brown some place, go home and found the body way down a little bit."
