speaker,timestamp,spanish,words,tags
Librado Salinas,[00:03:49:29],"Uno de ellos fue Lyon Sid. Sí que ayudó bastante, ha ayudado bastante a la gente mexicana. Y yo recuerdo de de todas esas cosas porque, eh, muchas familias que no sabían ni siquiera inglés ni nada los mandaron a la escuela. Y ha sido bastante bien ese programa. Y Y pienso que educación es lo primero, porque lo veo con mis hijos, porque yo entonces tenía en mi mente que yo todo el tiempo iba a ayudar a mis hijos a que fueran a la escuela, porque cuando yo vine de México, pues yo del pueblo donde yo estuve, la educación estaba muy muy corta.","One of them was Lyon Sid. He really helped a lot, he's helped the Mexican people a lot. And I remember all those things because, uh, many families who didn't even know English or anything sent them to school. And that program has been quite good. And I think education comes first, because I see it with my children, because back then I had in mind that I was always going to help my children go to school, because when I came from Mexico, well, in the town where I was, education was very, very lacking.",france;mexico;education
Librado Salinas,[00:04:35:01],"Luego estuve hasta Elementary School y como quiera lo poco que aprendí lo aprendí bien, como quiera, pues de perdido, leer y escribir, que es lo principal.","Then I went up to Elementary School and whatever little I learned I learned well, anyway, because at least I could read and write, which is the most important thing.",education
Maria Talamantes,[00:04:47:20],Y este a fueron a la escuela cuando yo están.,And they went to school when I am.,education
Librado Salinas,[00:04:51:21],"Muy bueno mi papá. Ese fue el problema más grande que teníamos porque mi padre fue el mayor de la familia. Entonces en ese pueblo tan chico, este tenía el de tres hermanos más y él quedó como jefe de la familia, así es de que él no tuvo escuela, él nunca fue a la escuela y él trabajó para que sus hermanos fueran a la escuela.","My dad was very good. That was the biggest problem we had because my father was the oldest in the family. So in that small town, he had three other brothers, and he was left as the head of the family, so he didn't have school, he never went to school, and he worked so his brothers could go to school.",family;education
Librado Salinas,[00:05:14:09],"Y los demás hermanos odos están bien. Los estados pues también tienen buenos trabajos. Uno trabajaba en el departamento de Migración, el otro señor tenía tienda de abarrotes y el otro contratista, el único que quedó abajo de mi padre, porque pues no sabía nada, no tenía educación, tuvo oportunidades en el pueblo donde estábamos. Una vez lo eligieron para que fuera síndico del Ayuntamiento, pero no aceptó porque no sabía ni leer ni escribir y eso.","And the other brothers are all doing well. The states also have good jobs. One worked in the Department of Immigration, another man owned a grocery store, and the other, a contractor—the only one left under my father's employ, because he didn't know anything, had no education—had opportunities in the town where we lived. Once, he was elected to be a city council member, but he didn't accept because he couldn't read or write.",migration;education
Librado Salinas,[00:05:45:10],"Él decía que él no lo podía aceptar porque la gente del pueblo lo quería, pero no podía él aceptar un cargo así porque no lo podía desempeñar. Y entonces nosotros hicimos el sacrificio de enseñarlo a leer y escribir y él aprendió a la edad de 45 años a poner su nombre y leer un poco. Así es de que después de eso fue cuando yo me dije a sí mismo yo voy a ayudar a mi familia porque yo no quiero que sufra lo mismo que sufrió batallando por no tener educación.","He said he couldn't accept it because the townspeople loved him, but he couldn't accept a position like that because he couldn't handle it. So we made the sacrifice of teaching him to read and write, and at the age of 45, he learned to write his name and read a little. So, after that, I said to myself, ""I'm going to help my family because I don't want them to suffer the same way they did struggling without an education.""",family;education
Librado Salinas,[00:06:16:22],"Y al principio, cuando pasé para acá, eh trabajé, estaba trabajando en Kimberly en un lugar, estaba recién llegado y me acuerdo que pensaba que decía voy a entregar el pasaporte, yo me voy para México, para atrás, porque no me podía comunicar con nadie. Pero después de eso ya empecé a comunicarme con los amigos y ellos me enseñaban inglés.","And at first, when I moved here, I worked, I was working in Kimberly at a place, I had just arrived, and I remember thinking, ""I'm going to hand in my passport, I'm going back to Mexico, back again, because I couldn't communicate with anyone. But after that, I started communicating with friends, and they taught me English.""",idaho;mexico
Librado Salinas,[00:06:39:22],"Yo les enseñaba español y como quiera ya empecé a entender un poco mejor y fue más fácil para mí. Pero ahorita, viendo todo el sacrificio que nosotros hicimos con la familia, veo que educación es uno de los principales cosas que existen ahorita, porque sin educación no llega a ninguna parte y ahora hay mucho más gente de habla hispana y muchos no tienen educación, muchos son analfabetas que de a tiro no saben ni leer, ni escribir, ni en inglés y en español.","I taught them Spanish, and I started to understand it a little better, and it was easier for me. But now, seeing all the sacrifices we made as a family, I see that education is one of the most important things we have right now, because without education, you can't get anywhere. Now, there are many more Spanish-speaking people, and many of them don't have an education. Many are illiterate and can't even read or write, either in English or in Spanish.",family;education
Librado Salinas,[00:07:15:21],"Y eso es más difícil todavía. Pienso yo que ojalá y más adelante no va a haber problemas, porque como hay tanta gente que trabajos, no es tan difícil para conseguir o algo que pueda pasar por la falta de educación. Pero viendo ahorita como van todas las cosas que todos los todas las mayores partes de los los que tienen programas, todo lo primero que tratan es educación, porque se están dando cuenta que verdaderamente es lo que se necesita.","And that's even more difficult. I think that hopefully, in the future, there won't be problems, because since there are so many people who have jobs, it's not so difficult to get them, or anything that could happen due to a lack of education. But seeing how things are going right now, most of those who have programs, the first thing they try is education, because they're realizing that's truly what's needed.",education
Maria Talamantes,[00:07:50:02],"Este Cuando usted vino a este país por la primer vez, vino con toda su familia, venían todos o nomás.","This When you came to this country for the first time, you came with your whole family, did everyone come or just you.",family
Librado Salinas,[00:07:58:12],"Uno, cuando en 1949, cuando para hacer yo pasé por cinco años, estuve solo, soltero y andaba nomás. Yo trabajaba las seis y me iba para atrás hasta el 55 cuando me casé con mi esposa por entonces y ya después ya decidimos quedarnos aquí. Y yo recuerdo una vez porque una vez se enfermó Irma y yo estaba trabajando en la papa y fui a a llevar la con al hospital y ella estaba bastante mal y me dijeron que pues necesitaba alguien que interpretar ahí y pues yo sabía muy poco en ese tiempo y ella también, este pues no sabía nada.","One, in 1949, when I spent five years making it, I was alone, single, and just getting by. I worked six hours a day and went back until 1955 when I married my then-wife, and then we decided to stay here. And I remember one time because Irma got sick, and I was working in the potato field, and I went to take her to the hospital. She was in pretty bad shape, and they told me they needed someone to interpret there. And well, I knew very little at that time, and so did she. Well, I didn't know anything.",agriculture;health
Librado Salinas,[00:08:45:28],"Así es de que pues batallaba bastante porque una vez estaba quería pedir agua y no sabía ni cómo pedir agua y entonces ya cuando ya la entendieron este ya la empezaron a ayudar y todo, pero ella se hizo el propósito que dice que ahorita actualmente trabaja con un gestor y ella dice que ella quiere enseñarle a los niños a inculcarles, que agarren educación para que no tengan miedo a ir a la escuela.","So, she struggled quite a bit because once she wanted to ask for water and she didn't even know how to ask for water and then when they finally understood her, they started to help her and everything, but she made the resolution that she says that right now she works with a manager and she says that she wants to teach children to instill in them, to get an education so that they won't be afraid of going to school.",education
Librado Salinas,[00:09:15:21],"Trabaja en un kindergarten y para que los niños no tengan miedo de ir al four grade, ya están preparados antes para que así no batallen ni tengan miedo de ir a la escuela y para el tiempo que van a la escuela y a ellos ya saben algo. Y ella dice que eso es como una cosa que ella se puso en sus mente de decir yo voy a ayudar a estos niños porque estos niños van a ser el futuro.","She works in a kindergarten, and so the children aren't afraid of going to fourth grade, they're prepared beforehand so they don't struggle or fear going to school, and by the time they get to school, they already know something. And she says that's something she put in her mind to say, ""I'm going to help these children because these children are going to be the future.""",education
Librado Salinas,[00:09:40:29],"Nosotros vamos y ellos son los que van a quedar y no quiere que vayan a quedarse sin educación que que inculcarles desde ahorita, hacerlos ver que la educación es lo principal. En otras palabras, ella no los atiende como alumnos de la escuela, sino que casi como si fueran sus hijos, que quiere darles lo mejor y y ellos hace eso por la experiencia que pasó cuando ella no podía hablar ni decir nada.","We're going, and they're the ones who're going to stay behind. She doesn't want them to go without an education, so she needs to instill in them from now on, making them see that education is the most important thing. In other words, she doesn't treat them as schoolchildren, but almost as if they were her own children. She wants to give them the best, and she does this because of the experience she went through when she couldn't speak or say anything.",education
Librado Salinas,[00:10:09:26],"Ahora yo pienso que ella lo habla hasta mejor que yo, pero pues así es la cosa. Ella aprendió a actuar rápido, tuvo más facilidad de aprenderlo porque ha tenido la oportunidad de ir a la escuela y cosas así. Y todavía sigue ella insistiendo en hacer algo por los niños, porque dice que es es el futuro de aquí de de los hispanos que no lo sufran en Estados Unidos, que estén igual al mismo nivel que cualquiera.","Now I think she speaks it even better than I do, but that's the way it is. She learned to act quickly; it was easier for her to learn because she's had the opportunity to go to school and things like that. And she still insists on doing something for the children, because she says it's the future here, for Hispanics who don't suffer in the United States, who are at the same level as everyone else.",education
Maria Talamantes,[00:10:36:06],"Llendonos para atras. ¿Cuando usted vino al principio, este En qué modo de transportación tenía usted que vino por cada ropa?","Going back. When you first came, what mode of transportation did you use to get each item of clothing?",clothing
Librado Salinas,[00:10:47:15],"Bueno, la primera vez que vine vine con el señor Sánchez. El, contrataba a la gente y él los traía hasta aquí hasta Twin Falls. Y luego él era el encargado de conseguirnos los trabajos para trabajar en diferentes partes. Y después de eso, él tenía un sobrino que era el que él manejaba la troca y él, este muchacho era el intérprete.","Well, the first time I came here, I came with Mr. Sánchez. He hired the people and brought them all the way here to Twin Falls. And then he was in charge of getting us jobs to work in different places. And after that, he had a nephew who drove the truck, and this guy was the interpreter.",family
Librado Salinas,[00:11:13:04],"Entonces lo llamaron al ejército, a él y a mí, y yo fui a Boise. Si a pasar el físico, pero pasé el físico, pero lo pasé en inglés porque lo dos no estaba, no sabía nada, no comprendía muchas cosas y yo me quedé. Pero él sí fue él se fue, lo llevaron a Japón, entonces yo me quedé encargado de manejar esa troca y yo le manejé a la troca a ese señor, pues hasta que me casé y ya después cuando ya aprendí todo eso, entonces yo también empecé a hacer lo mismo que él, a trabajar con mi troca, compré una troca y traía la gente la llevaba y como quiera hacía pues sobrevivía, podía","So they called him up for the army, him and me, and I went to Boise. Yes, to pass the physical, but I passed it in English because both of us weren't up to it, I didn't know anything, I didn't understand many things, and I stayed. But he did go, he left, they took him to Japan, so I was left in charge of driving that truck, and I drove that man's truck until I got married, and then when I learned all that, then I also started doing the same thing as him, working with my truck. I bought a truck and brought people, I took them, and however I did, I survived, I could",boise;japan
Librado Salinas,[00:12:00:04],hacer algo.,do something.,
Maria Talamantes,[00:12:01:18],Esta gente que trabajo usted era de de los Estados Unidos o venían de.,These people who worked with you were from the United States or came from.,
Librado Salinas,[00:12:06:23],"¿Eran de Texas, Eran de Texas. Contrataban en San Antonio, Texas para la compañía de De Azúcar.","They were from Texas, They were from Texas. They were recruiting in San Antonio, Texas for the De Azúcar company.",
Maria Talamantes,[00:12:14:20],Venían a.,They came to.,
Librado Salinas,[00:12:15:23],"A trabajar, a trabajar con la compañía de las de azúcar.","To work, to work with the sugar company.",
Maria Talamantes,[00:12:20:03],Venían abajo de de un tipo de programa o un poco.,They came under a type of program or a little bit.,
Librado Salinas,[00:12:25:06],"No, ellos ya Ellos eran este. Todos eran legales de aquí, de estados de aquí, de Estados Unidos. De ellos tenía todos sus papeles, nada más que. Pues el Laredo, Texas, estado de ese tiempo no había trabajo, no había nada y todos, la mayor parte se salía. Y así como veníamos nosotros de Laredo, venían de Bacalar, de otras partes también a la Compañía del Azúcar a trabajar por.","No, they were already like that. They were all legally from here, from states here, from the United States. They had all their papers from them, nothing more. Well, in Laredo, Texas, a state at that time, there was no work, there was nothing, and everyone, most of them, left. And just as we came from Laredo, they came from Bacalar, from other places as well, to work for the Sugar Company.",
Librado Salinas,[00:12:50:10],Por bastante tiempo estuvimos haciendo eso que.,For quite some time we were doing that.,
Maria Talamantes,[00:12:54:10],"Usted dijo cuando al principio, cuando vinieron aquí a era porque se estaban tan viviendo en el Labor Camp cuales eran las condiciones ahí de casa de viviendo.","You said when you first came here, it was because you were living in the Labor Camp, what were the living conditions like there?",labor;recreation
Librado Salinas,[00:13:04:15],"Bueno, en ese tiempo las las casas estaba estaba poco duro porque había que acarrear agua, lotería, agua, las, las las las cabinas, porque eran cabinas nada más. Las casas grandes eran las que tenían todos los servicios, pero pues este ahí vivía nada más gente que era residente de aquí de Twin Falls. Y los que veníamos dormidos, todos vivos en las barracas y este pues estaba un poco difícil, pero como quiera por la compañía y por el campo a la gente le prestaban cobijas, le prestaban cama al otro, estaba todo para que vivieran, pero era poco duro porque había veces que 2/4 había toda una familia de ocho o diez y estaba.","Well, at that time, the houses were a bit tough because we had to carry water, lottery tickets, water, the, the, the cabins, because they were just cabins. The big houses were the ones that had all the services, but well, only people who were residents of Twin Falls lived there. And those of us who came here slept, all of us lived in the barracks, and it was a bit tough, but anyway, because of the company and the countryside, they lent people blankets, they lent beds to each other, everything was there for them to live, but it wasn't hard because sometimes two-quarters of us would be a whole family of eight or ten, and that was it.",family
Librado Salinas,[00:13:53:20],"Estaba bastante difícil, eh, eh, Ahora en la actualidad, ahorita el Lyon Site tiene un sitio de una colonia que es de lo más lujoso que se puede ver ahorita a nivel de cualquier otra. Otra propiedad y tiene buenos servicios y todo. Así es de que ahora sí hay más, está más abierto que como estaba antes. Está bastante difícil.","It was pretty difficult, eh, eh. Nowadays, right now, the Lyon Site has a neighborhood site that's the most luxurious you can see right now, compared to any other. Another property, and it has good services and everything. So now there's more, it's more open than it was before. It's pretty difficult.",france;culture
Maria Talamantes,[00:14:20:10],¿Cómo trataban los mexicanos en durante ese tiempo?,How did Mexicans treat each other during that time?,
Librado Salinas,[00:14:23:08],"Bueno, en ese tiempo yo recuerdo cuando tuve los como unos cinco años, del 49 al 55. Había lugares aquí, tuvimos que ir hasta en un café, no podía entrar uno entrar. Había un café que se llamaba el Red Road y ahí tenían el doble.","Well, at that time I remember when I was about five years old, from '49 to '55. There were places here, we even had to go to a café, you couldn't get in. There was a café called Red Road and they had twice as many there.",
Librado Salinas,[00:14:45:22],"De cafés si tenían también y no querían a los mexicanos. Estaba difícil. Estaba difícil. En ese tiempo fue del 49, 55. Era muy, muy difícil para para poder este entrar. Es de esos lugares donde los aceptaban muy bien. Ahora ya después bueno, todo fue cambiando y ahora ya estamos casi al mismo nivel todos. Pero en ese tiempo sí estaba difícil.","They also had coffee shops, and they didn't like Mexicans. It was difficult. It was difficult. At that time, it was '49, '55. It was very, very difficult to get in. It's one of those places where they accepted them very well. Now, well, everything changed, and now we're almost all on the same level. But at that time, it was difficult.",food and drink
Maria Talamantes,[00:15:13:25],Qué fue lo que lo hizo decidir quedarse aquí en Idaho?,What made you decide to stay here in Idaho?,idaho
Librado Salinas,[00:15:19:12],"¿Del pueblo? Vine me gustó bastante porque como quiera que sea había bastante trabajo y pues este era la ilusión de estar por acá en el este, para el norte, porque yo yo si que anduve trabajando con gente que era de Texas, que los traía, pero yo no, yo emigré de México, vine de México y luego después todavía vine como esa gente y cuando ya aprendí, entonces fue cuando empecé a trabajar con la gente.","From the people? I really liked coming here because there was plenty of work, and it was the dream of being here in the east, up north, because I did work with people from Texas, who brought them, but not me. I emigrated from Mexico, I came from Mexico, and then later I came with those people, and when I learned, that's when I started working with people.",mexico
Librado Salinas,[00:15:50:19],"Pero yo, yo, yo sí vine de México, yo recién México.","But I, I, I did come from Mexico, I just came to Mexico.",mexico
Maria Talamantes,[00:15:54:08],Y México y nunca fue a la escuela o fue a la escuela de México.,And Mexico and never went to school or went to school in Mexico.,mexico;education
Librado Salinas,[00:15:58:22],"Aquí siempre fui a la Escuela México hasta ahí el del pueblito de Estados hasta el grado que que había y ya después de ese tiempo, pues este después de que fue cuando me vine a Laredo, entonces ya este conocí y empecé a conocer gente y y pues me decía de Estados Unidos, Estados Unidos hasta que por fin pues este un día me decidí y como quiera anduve ilegal pero arreglé pronto y luego ya no va a salir la migración y entonces sí me vine ya legalmente, pero ya tengo aquí de estar con mi pasaporte desde el 1949","Here I always went to the Mexico School up to there in the town of Estados Unidos until the grade that there was and after that time, well this after that was when I came to Laredo, then I met and began to meet people and and well I called myself from the United States, United States until finally well this one day I decided and anyway I went illegally but I fixed it soon and then the immigration didn't come out and then yes I came legally, but I have been here with my passport since 1949",mexico;education;migration
Librado Salinas,[00:16:43:02],"Tengo 41 años y este tuve un una como de como podría decir, como una historia o algo así, de que hace como unos cuatro años fui a a a Salt Lake a sacar a renovar mi pasaporte porque tenía una hija en Inglaterra que se había venido para allá.","I'm 41 years old and this time I had a story like, I could say, like a story or something like that, about four years ago I went to Salt Lake to renew my passport because I had a daughter in England who had come over there.",food and drink;recreation;britain
Librado Salinas,[00:17:10:26],"Este de tránsito, o sea solo a renovar mi pasaporte y cuando lo vieron me dijeron que me lo voy a regalar para atrás de estudiar porque estaba tan limpio y tan nuevo que yo lo aturdía, guardado desde que había venido para acá. Y luego me preguntaron que por qué yo seguía siendo ciudadano mexicano y mi esposa, que yo la había emigrado, era ciudadana americana.","This one was for transit, meaning just to renew my passport. When they saw it, they told me I was going to give it to myself before I went to school because it was so clean and new that it was dazzling to me, having been kept there since I came here. And then they asked me why I was still a Mexican citizen and why my wife, whom I had immigrated to, was an American citizen.",education;mexico;family
Librado Salinas,[00:17:36:23],"Y es que ella decidió hacerse estudiar americana y pues yo nunca he decidido ser ciudadano americano, pero yo de un la ley, él me dijo que yo tenía los mismos derechos de vivir aquí y ser. Que no me preocupara, que no era problema. Así es de que como quiera que sea, cuando estuve ahí el, el el sol que me dieron el nuevo pasaporte es porque mi hija estaba ya en Inglaterra.","And she decided to study as an American, and I've never decided to become an American citizen, but under the law, he told me I had the same rights to live here and be. That I shouldn't worry, that it wasn't a problem. So, anyway, when I was there, the day they gave me the new passport, it was because my daughter was already in England.",education;britain
Librado Salinas,[00:18:06:10],"Íbamos a ir a visitarla y teníamos la oportunidad porque mi hijo trabaja con United Airlines y y cada año nos regalan un ticket y fuimos a visitarla por como un mes y eso pues es diferente. Nunca había estado yo ni soñaba que un día podría ir tan lejos, venir desde un pueblo tan chico de Coahuila y luego ir tan lejos por allá.","We were going to visit her, and we had the opportunity because my son works for United Airlines, and every year they give us a ticket, so we went to visit her for about a month, and that's different. I'd never been there, nor did I dream that one day I'd be able to go so far, come from such a small town in Coahuila, and then go so far over there.",
Librado Salinas,[00:18:32:27],"Pero bueno, así es ahora ellos este como digo, están preparados, tan educados ellos y ellos y al final divertido, han paseado por diferentes partes y así es de que ya la la la la migración eh. Se sorprendió cuando les dije yo que yo era era mexicano y mi señora era americana diciendo que yo fui, que la traje para acá, para los Estados Unidos, de.","But well, that's how it is now, like I said, they're prepared, they're so polite, and they're fun, and in the end, they've walked around different places, and that's how immigration is, eh. They were surprised when I told them I was Mexican and my wife was American, saying that I was there, that I brought her here, to the United States, from...",recreation;migration;mexico;family
Maria Talamantes,[00:19:01:25],México.,Mexico.,mexico
Librado Salinas,[00:19:02:12],"De México. Sí, así es. De que a este ahora todos mis hijos, todos, la señora aquí eh, pues bueno no en Twin Falls, nuestro hijos nacieron tres en Texas y los otros cinco nacieron aquí. Estoy hermoso, así es de que toda esta gente, pues ellos se creen que son de aquí, porque pues este conocieron a sus amigos desde four grade, fueron con americanos y así es de que están este tanto, este que se comunican tan fácil que pues son los amigos de la infancia, no tienen problema.","From Mexico. Yes, that's right. From now on, all my children, all of them, the lady here, well, not in Twin Falls, three of our children were born in Texas and the other five were born here. I'm beautiful, so all these people, well, they think they're from here, because they knew their friends since fourth grade, they went with Americans, and that's how they're so, so they communicate so easily that they're like childhood friends, they have no problem.",mexico;education
Maria Talamantes,[00:19:36:06],"¿Este cuando usted vino aquí al principio, cuando se migró pa acá eh? ¿Fue difícil para usted, para para emigrar?","When you first came here, when you migrated here, huh? Was it difficult for you to emigrate?",
Librado Salinas,[00:19:44:03],"Bueno, no, cuando yo pasé para acá que emigré, estaba trabajando en Laredo, entonces este un señor ofreció trabajo en Laredo, Texas, en un rancho. Y entonces yo bebiendo con el con él, con una tarjeta local y estuve trabajando con él primero en la labor, en un tractor, trabajando. Y luego después necesitaba una persona que le ayudara en la tienda.","Well, no, when I immigrated here, I was working in Laredo, then this man offered me a job in Laredo, Texas, on a ranch. So I was drinking with him, with a local card, and I worked with him first, farming, on a tractor, working. And then later he needed someone to help him in the store.",agriculture
Librado Salinas,[00:20:09:03],"Tenía una tienda por el por el camino del highway y tenía gasolineras y tenía todo el señor y entonces me dijo que si yo sabía algo de eso, le dije que sí, pero en ese tiempo yo estaba todavía estaba de ilegal. Y entonces este. Pero el señor le decía hijo, y la gente creía que yo era hijo de de a veces pues iba la migración.","He had a store along the highway, and he had gas stations, and he had everything. Then he asked me if I knew anything about that. I said yes, but at that time I was still illegal. And then this. But the man called him son, and people thought I was the son of someone, because sometimes immigration would come.",migration
Librado Salinas,[00:20:33:08],"¿Ahí me preguntaban de que si lo habían pasado mojados por ahí por el highway y pues yo les decía que no, pero pues yo era mojado también, pero yo lo decía nada, yo me quedaba callado, eh. Y cada vez que venían pues yo los trataba bien, les daba la soda, la cerveza o el lo que lo que podía yo ofrecerles este.","They asked me if I'd been wet on the highway, and I'd tell them no, but I was wet too, but I didn't say anything, I just stayed quiet. And every time they came, I treated them well, gave them soda, beer, or whatever I could offer them.",food and drink
Librado Salinas,[00:20:53:22],"Y entonces pasó el tiempo. Empezamos pues a ayudarle al Señor a llevar el récord de todos los demás, porque había varios que estaban ilegales, que trabajadores y también y ellos usaban un número para ir a sacar la comida y entonces yo les apuntaba todo lo que estaban usando de groserías y el Señor el el el día de. Pero yo le ayudaba a ser el, pero si yo le rebajamos lo que debían y luego se les pagaba lo que alcanzaban y él tenía otro señor, un señor ya mayor que era el que le ayudaba.","And then time passed. So we started helping the Lord keep track of everyone else, because there were several who were illegal, who were workers, and so on. They used a number to go and get the food, and then I wrote down all the profanity they were using, and the Lord was the one on the day of. But I helped him be the one, but if I reduced what they owed, then they were paid what they reached, and he had another master, an older man who was the one who helped him.",
Librado Salinas,[00:21:31:18],"Pero entonces cuando yo empecé a trabajar eso y que lo hacía mejor que el señor, pues lo desocupó y entonces cuando lo desocupó, pues el Señor lo luego le dijo a la migración que ilegal y lo luego me agarraron y entonces los mismos policías que estaban yendo en ese circuito, ellos me llevaron y me dijeron que que ellos iban a tratar de ayudarme a que el Señor me diera las cartas de sostenimiento para trabajar aquí, que porque este yo había estado trabajando, haciendo cosas y que que no estaban legales, porque eso de estar vendiendo cerveza y este despachando gasolina y todo cierto ilegal que estaba mal, pero como quiera el a el señor dos no","But then when I started working there and I did it better than the gentleman, well, he vacated it and then when he vacated it, well, the Lord then told immigration that I was illegal and then they caught me and then the same police that were going on that circuit, they took me and told me that they were going to try to help me so that the Lord would give me the support letters to work here, because I had been working, doing things that were not legal, because selling beer and this dispatching gasoline and all certain illegal things that were wrong, but anyway, the gentleman two did not",migration;crime;food and drink
Librado Salinas,[00:22:20:12],"se rehusó, luego les dio las cartas y dos no voy. Tardé más que como unos ocho 15 días y ya estaba legal en los Estados Unidos. Y ese señor me hizo un favor, el señor que me denunció porque yo llegué y entonces si ya ya pude quedar aquí. Legal. Y entonces fue cuando conocí al señor Sánchez, que el señor Sánchez era compadre de ese señor y él el este, fue a decirme que si podía, que si quería venir pa Idaho para con él.","He refused, then he gave them the letters and two, I didn't go. It took me more than eight to fifteen days and I was already legally in the United States. And that man did me a favor, the man who reported me because I arrived and then I could stay here. Legally. And that's when I met Mr. Sánchez, who Mr. Sánchez was that man's friend and he, the one, came to tell me if I could, if I wanted to come to Idaho with him.",idaho
Librado Salinas,[00:22:48:26],"Y le dije pues yo no puedo ir. Le dije porque apenas acabas de darme el pasaporte. Señor, este médico dijo no consigo llevarlo con él y entonces pues me dejaron que usted dejó que viniera a Idaho y ya desde entonces pues aquí Idaho ha sido para mí. Pues yo creo que viviendo aquí, pues desde que pasé, desde el 49.","And I told him, well, I can't go. I told him because you just gave me my passport. Sir, this doctor said I couldn't take it with him, and so they let me come to Idaho, and ever since then, Idaho has been my home. Well, I think I've been living here since I came here, since '49.",health;idaho
Maria Talamantes,[00:23:13:12],¿Usted cree que los mexicanos aquí son tratados bein? ,Do you think Mexicans here are treated well?,
