speaker,timestamp,End Time,words
Mabelle Nickell Morris,,,"Yugoslavia and I taly. There was an awful lot of I talians here then. And Norway and Sweden. Finlanders. There wasn't very many Finlanders, but there was some. Of course they were all different. You know how the write. So you can imagine my trying to copy all that, send it over there."
Sam Schrager,,,Did many of them operate through their crew foremen? Did they have some of them leaders that you could tell?
Mabelle Nickell Morris,,,"Well nearly all of the men that sere, in fact they were all people that were sent out here from Minnesota and Cloquet. They were all Minnesota people, practically, Wisconsin. Menomenee, Wisconsin, and Winona, Minnesota, practically every one of 'em come from them two places, Some of them from Cloquet,"
Sam Schrager,,,"When you moved to Potlatch, where did you live?"
Mabelle Nickell Morris,,,I lived with my uncle. My uncle lived there.
Sam Schrager,,,T. P. Jones-
Mabelle Nickell Morris,,,"No, with Campbell, James Campbell."
Sam Schrager,,,What was he doing at that time?
Mabelle Nickell Morris,,,"He was post master first. After he left the post office, he went into logging. He worked with Uncle Tommy."
Sam Schrager,,,So you came out with Mr. Campbell?
Mabelle Nickell Morris,,,"No, I came out all by myself. laughs They sent for me, I came out and I stayed at, what was the name of the hotel in Spokane, been gone a long time now. I don't remember the name of it. I came from Spokane to Palouse and Uncle Tommy was living in Palouse in those days. Right after that they moveq to Harvard."
Sam Schrager,,,"He was, Mr. Jones was your uncle and Mr. Campbell was too,"
Mabelle Nickell Morris,,,"r. Campbell was my mother's brother. And Mr. Jones was her brother-in-law. Mrs. Jones was my mother's sister. There was eleven in the family. And my uncle, J. C. Campbell in Cloqet, came to Michigan was a boy and he started logging there and he kept coming on out until he got to Minnesota and he stayed there til he died. He worked, he was the superintendent for the Weyerhaeuser people in Cloquet for many years. And the other brothersworked for him. Uncle Will and Uncle Tommy and Uncle Jim. They all worked for this uncle, J. C."
Sam Schrager,,,That's how they got started working for the Weyerhaeusers?
Mabelle Nickell Morris,,,Yes. They all worked for the Weyerhaeuser people all their lives. From the time they left Ontario.
Sam Schrager,,,"I t was J. C, that you were staying with?"
Mabelle Nickell Morris,,,I n Cloquet.
Sam Schrager,,,How did the daughter die?
Mabelle Nickell Morris,,,"They had a tent in the yard for them to play in. And there was something sticking up, a piece of the tent or something. I t was holding it down. She skinned her knee. She got tetanus in it and she died. Those days I guess they didn't know what to do. They didn't realize what it was all about, She was the only girl of course, at that time. That was the only child they had. And he felt pretty badly. After that they had three boys and two girls."
Sam Schrager,,,You stood in her place for a while.
Mabelle Nickell Morris,,,He just wanted me to come out. He said I always looked like Winnie. AWanted me to come. That's how I come west.
Sam Schrager,,,Where did you come from?
Mabelle Nickell Morris,,,Ontario. I was born in Ontario.
Sam Schrager,,,You still have a traceof a Canadian accent.
Mabelle Nickell Morris,,,"When I go back there and come back here every body says,""You're a Canadian, aren't you?"" I pick it up. And then of course it gradually goes away again."
Sam Schrager,,,"When you were living with your uncle in Potlatch, were you on Nob Hill?"
Mabelle Nickell Morris,,,"No, I lived, you know where the old school was. Well we lived right across the street from that in two of those houses. I forget the name of it. Dr. Thompson lived and we lived next door to him. I've forgotten what the number of the street was. I don't suppose I know anything about it any more anyway because I think it's all changed down there now."
Sam Schrager,,,"I t has to some extent, but you can still see where Nob Hill is."
Mabelle Nickell Morris,,,"I had a lot of friends up there. The Humistons, I used to go up there. Mrs. Humiston and I were very good friends. She was a lot older than I was too but I guess she liked me or something, I used to go up there a lot. They used to go up to the Dearys once in a while. When I had time,"
Sam Schrager,,,What was their place like?
Mabelle Nickell Morris,,,they had a nice place. They had a lovely home up there. I don't know if the house is still standing or not. Do you know?
Sam Schrager,,,I don't know which was their house.
Mabelle Nickell Morris,,,"I can't tell you. Even now I've forgotten where any of those houses were, all changed so much, seems to me."
Sam Schrager,,,You remember Bill Deary being alive?
Mabelle Nickell Morris,,,"Well, he was a gruff, he'd come into the post office there and you'd think he was going to take your head off. He mean any of it at all, that's just the way he was. But I used to get awfully mad at him a lot of times. Come in, say something, then he'd laugh."
Sam Schrager,,,You mean?
Mabelle Nickell Morris,,,"Something that make you kind of peeved at him,"
Sam Schrager,,,Bawl people out?
Mabelle Nickell Morris,,,"Yeah, he would. And then it'd be all over. But when he had the mill there, about every two years the men were all fired and some of them were rehired and some of them wasn't. I t was really funny."
Sam Schrager,,,He'd do that all at once?
Mabelle Nickell Morris,,,"Yeah. All at omce, the whole bunch of them. And then pretty soon, why he'd fire, he'd take some of them back and someone wouldn't."
Sam Schrager,,,What was he like at home? Was he milder?
Mabelle Nickell Morris,,,"I think, oh yes, Mr. Deary was a regl nice person. Everybody liked him, but that's just the way he was. And every body knew it, hotf he'd get off the handle and then he'd go back."
Sam Schrager,,,Just his manner.
Mabelle Nickell Morris,,,"Yes, it was. I had an article someplace on his life, I tried to find it, but I couldn't."
Sam Schrager,,,What was Mrs. Deary like?
Mabelle Nickell Morris,,,"Well, she was a very nice person, but she never went much. She was very quiet person. She was quite a homebody, she liked to stay at home. I never knew her too much. I used to go up there once in a while but not very often. She yau hardly ever see her downtown. Very, very seldom. She might have gone with a lot of other people, but I never happened to see her where I was when I was working."
Sam Schrager,,,"Was their home much of a gathering place, or where was the social center for the management?"
Mabelle Nickell Morris,,,"Well, they had a over the bank there was a bank and then in between the store and the bank there was a pool hall and a candy store out in front. And for a while after my uncle had the post office, he run that. And those great big hall, huge hall above that part of the building and that's where they used to have all our dances and everything, we used to have a dance there every once in a while. They always were having dances. Hallowe'en parties and all kinds of parties."
Sam Schrager,,,"Would lumberjacks take part in that, or was this more for the townspeople?"
Mabelle Nickell Morris,,,"You know, they had a big office with people that I knew more or less was people that worked in the main office. That several people, I can't tell you right now the number of people they had in there but they had a young men and young women. And those people would run the telephone office. And that was the crowd that I was with more than any body else. I couldn't tell you about the others. They were the ones that would have the get togethers? Yes, we always get together. We had picnics and all of things,"
Sam Schrager,,,I am. I thought we'd talk about it we talked about Elk River. Did you find it to be a very active social life in Potlatch?
Sam Schrager,,,Would it be dances in the hall?
Mabelle Nickell Morris,,,"Yes. Used to have, in fact a picture of one of the parties we had. One of the Halloween parties upstairs. lt was taken in the hall, it was a Halloween party and they took pictures after they had their lunch in the evening. I run across it the other day. I never thought anybody'd be interested in anything Potlatch."
Mabelle Nickell Morris,,,"I t was for me because I was young enough that I had never been in any place, I was raised on a farm in Ontario and we used to go to dances. But as far as socializing in a town like that, I never had anything to do with it. I just kind of drifted in with the people who were there at the time. But there were all kinds of young people worked in the mills, there was an awful lot of young people came from Wisconsin, Cloquet, through that part of the country. Young people, when they were interested, We used to go horse-back riding and there was lots of horses there at the time. We had picnics and get together at our own homes."
Sam Schrager,,,"Were the young people worked in the mill, were they laborers?"
Mabelle Nickell Morris,,,ostly in the mill. They were trained men because they were sent out from the mills back east. Practically all the men who were put in the mill there when it first started was trained men from Minnesota and Wisconsin.
Sam Schrager,,,"any of thert brought their families, right?"
Mabelle Nickell Morris,,,"they were all families. They had houses there, dozens of 'em. Families lived in that come from the east. Fact, there were very few of the men around Potlatch and that part of the country that worked in the mill, because they were all farmers, practically. When I first came out here, there wasn't any homes from Potlatch to Harvard. I t was all timber. I used to drive with Uncle Tommy up from Potlatch and then on up to Bovill and it was all timber those days. There wasn't any farms or anything. Even at those places that they named all those, Cornell and Harvard, those places that, namedn there, there wasn't anything but a depot practically. Maybe a few old shacks that somebody was living in."
Sam Schrager,,,I've heard it said that Potlatch is what built up the country.
Mabelle Nickell Morris,,,"I t sure was. I can remember going up to Princeton, to farms up there and visiting. Lot of the people who lived up in that part of the country who K used to go up and visiting them and have picnics out at their place because a lot of those people worked in the store."
Sam Schrager,,,I n Potlatch?
Mabelle Nickell Morris,,,"I n Potlatch. They had, I got a lot of pictures of the crew that worked in the store in Potlatch. You'd be surprised how many people were in there. They had a meat market and they had a grocery store and they had a men's department, they had a shoe department and they had a dry goods department. They had a candy department and they had a drugstore. Huge store. I t was all these young pople too that got together with the rest of us."
Sam Schrager,,,What did you do in that store?
Mabelle Nickell Morris,,,I was the cashier.
Sam Schrager,,,For the whole store?
Mabelle Nickell Morris,,,"Uh huh. They had a little cubby hole built up where they sent those little, round cages, ran on wires. That all used to come up to that part of the store. And the boys down in the grocery department used to put mice and everything else in. laughs I could have killed thej"
Sam Schrager,,,I always assumed that the store did a good business.
Mabelle Nickell Morris,,,"They evidently did. They had a furniture, all the upper part of the store was furniture. And my father-iiaw run the furniture store. They had a huge furniture store there. So it was really a big store, there wasn't any doubt about it."
Sam Schrager,,,A lot of people paid in script?
Mabelle Nickell Morris,,,"They had coupons. So many coupons, I don't know if it was five or ten dolla cupon books they had. And that way they didn't have to charge anything. I don't think anybody ever charged anything. They didn't allow them to charge. They may have gave these cupons as credit, I don't know anything about that whether it was or not. I wouldn't be surprised."
Sam Schrager,,,I've been told that new families could get coupon boolks off of their first checks.
Mabelle Nickell Morris,,,Uh huh.
Sam Schrager,,,Was Mr MacDonald there when you were there?
Mabelle Nickell Morris,,,"Yes. He was the superintendent, he run the store,"
Sam Schrager,,,I've heard that he was quite a hand for the sales and knew how to bring people into the stores. Would you say that's right?
Mabelle Nickell Morris,,,"Uh huh. He had a very good personality. I boarded with them for a while after my uncle left. They moved up to Bovill andstayed with the MacDonalds. But we never got to see much of him because he was up early and down to the store. He boareded a lot of the girls that worked in the store, Several of us stayed with the MacDonalds. Then he had a stor eup here for a while. The store at Elk River for a while."
Sam Schrager,,,Did he run them both at one.
Mabelle Nickell Morris,,,"He, it was just I suppose it was patialLhe run the both stores at the same time."
Sam Schrager,,,Was he salaried or did he have a concession?
Mabelle Nickell Morris,,,"Salary, they were all salary. I think the Potlatch, they paid every body to run it. You know, there's a lot of it that I've forgotten."
Sam Schrager,,,I t's been a long time.
Mabelle Nickell Morris,,,"I t has been a long time. And coming up to Elk River, lot of times I get things mixed up. But Mr. MacDonald did run the store here for a while. And then N Mr. Hood, he was one of the men that worked in the Potlatch store and he come up here and run the store for Mr, MacDonald, And he was in the store here when I first caffce to Elk River, I do remember that. laughs"
Sam Schrager,,,"Thinking about the store, was it much of a meeting place?"
Mabelle Nickell Morris,,,"Not too much, no."
Sam Schrager,,,I t was a business place?
Mabelle Nickell Morris,,,"I t was a business place was right. We used to have all kinds of fun, TheM were always pulling tricks on every body and MacDonald was one of the worst ones himself. But outside of the store people, there wasn't too much like that going on."
Sam Schrager,,,Did they have those big sales when you were there?
Mabelle Nickell Morris,,,That was later on. After I left there. I do't know anything about it. I t happened then a long time after I left. 1910. I was only there a little over a year.
Sam Schrager,,,Were there many customers that were coming in from out of the town?
Mabelle Nickell Morris,,,"Well the farrters around Potlatch all came in. But outside of that, I don't remember, they didn't have transportation to come in! I n those days. There wasn't too many cars at that time, And of course, the train run in from Palouse. I think it only came in once a day,"
Sam Schrager,,,"Who were the other girls that were working the store the same time you were? n Where they came from or how they happened to be working there' Well, Elma Dart, she wgs one of the girls that worked in the office and"
Mabelle Nickell Morris,,,"Her father run the hotel in Palouse. And Lolla Board, she came from back east. I don't remember where she did come from. Anyway, she's still living in Spokane. She moved to Spokane they left Potlatch..."
Sam Schrager,,,Did she have any relations?
Mabelle Nickell Morris,,,"She had a sister who came out later. Wasn't very long before. I left, she came out and she worked in the store a long time after I did. And there was Neva Adamshat worked there, and she living down in Los Angeles, now. The Boyds, I don't know where they did come from. There was some, Johnny he run the shoe department and he was born up around Princeton. You probably, don't you live around Harvard?"
Sam Schrager,,,I live around Troy.
Mabelle Nickell Morris,,,"Well you're not familiar around there too much,"
Sam Schrager,,,I know some of the people from talking with people.
Mabelle Nickell Morris,,,"There were several kids that worked in the store there that was boys that was raised on the farmsout there, but I can't tell you, I don't even remember their names any more."
Sam Schrager,,,Theb ttour responsibility was take the bills and make change?
Mabelle Nickell Morris,,,"Uh huh. Lolla Board worked there as cashier for a long, long time. I used to fill in for her and then eventually I took it and she went up into the office and worked there."
Sam Schrager,,,Was it a ten hour day?
Mabelle Nickell Morris,,,"I don't remember about the store hours. I remember I used to have to get up set six o'clock in the morning and send the mail out. From Potlatch, I remember that. chuckles My uncle, he used to have other jobs and things to do so I used to have to get up and get the mail ready to be sent out. But I don't remember what time we did go to work, I think it was eight o'clock, but I'm not sure. As I say, it's so long ago."
Sam Schrager,,,"There are so few that are still around who were at Potlatch, That early."
Mabelle Nickell Morris,,,Did you ever see Axel Anderson?
Sam Schrager,,,I sure have.
Sam Schrager,,,A great deal.
Mabelle Nickell Morris,,,I just wondered if you ever got up to see him.
Sam Schrager,,,I've spent a lot of time talking with him. Have you seen him in recent years?
Mabelle Nickell Morris,,,"Oh, two or three years since I've seen him. But I was up in Spokane a month ago and I run across one of the girls that used to work in the telephone office here. She had seen him. pauseThneighbors to us. Here in Elk River."
Sam Schrager,,,His first and second wives both died?
Mabelle Nickell Morris,,,"Betty died in, I don't know the year. But anyway, the oldest daughter took care of the home for a long long time. And then Axel moved away from here and after he moved away he married a woman from Cavendish. And she died. He's been married three times. His other wife died here not too long ago. The last one, I think she was a teacher, he married. I never knew her very well, I met her several times. They were living in Spokane and I didn't see her too much."
Sam Schrager,,,"One thing about Potlatch, who did you mix with when you were there. I have a feeling the foreigners had very little to do with the social life,"
Mabelle Nickell Morris,,,"They had their own part of town to live in, That's where they lived. No, they never mingled with the other people. Very seldom ever seen'em except when they come into the post office. I n fact most of them just talked their own language. They never even talked English,"
Sam Schrager,,,For the people that you would spend your time with it would botht fehe management and their youngsters?
Mabelle Nickell Morris,,,Uh huh.
Sam Schrager,,,But also you spent time with townspeople that worked in the mill.
Mabelle Nickell Morris,,,"Well where you were working was only the way you did,"
Sam Schrager,,,Not socially?
Mabelle Nickell Morris,,,"No, just people there, I remember the names, but I never had anything to do with them as far as that goes. There were so many people there. I don't know what the population was, but it was an awful lot of people."
Mabelle Nickell Morris,,,"I always went to my aunt, out Harvard where my aunt lived. We always went up there and had Christmas dinner. We never had any parties with anybody in Potlatch. Hallowe'en and those, Fourth of July, we probably had picnic and maybe go horseback riding. But somebody always put on aHallowe'en party. Different parties likef1there was always something going that way. I t's so long agojthere's so maAny things that I've forgotten until maybe something will come up that will remind me of it. chuckles"
Sam Schrager,,,"About your aunt and uncle, Mr. and Mrs. T. P. Jones, I've heard about both of them, they were well known all through this country."
Mabelle Nickell Morris,,,"Well, Uncle Tommy was a swell person and he, every body liked him. And Aunt Marjerie, she had amind of her own. She was veryjnuch interested in every civic affair. She was always doing something. She was, remember we work until midnight on Red Cross work. She had an upstairs room and she had it just full of Red Cross work and knitting and sewing and everything else, she took charge of that. But..."
Sam Schrager,,,Was this in Bovill?
Mabelle Nickell Morris,,,Uh huh.
Sam Schrager,,,"When you say she had amind of her own, I take it she was independent."
Mabelle Nickell Morris,,,"Very independent. I f she wanted something done she was going to have it done too. chuckles Aunt Marjorie, she was liked in some ways and some people Jam 5h6 WA4 didn't like her because if she wanted somebodyworking with the Red Cross, if she wanted somebody to do something, she wanted it done and she wanted it done right. I s really what I mean more than anything else. And she like to entertain. She was always entertaining. She had lots of company. Of course, the Weyerhaueser people, when they came they nearly always spent time out there. Weyerhaueser, she generally had them there for meals and everything,"
Sam Schrager,,,Can you describe to me what entertaining was like in those days? Would it be formal compared to what you think entertaining is now?
Mabelle Nickell Morris,,,"When she had her dinner parties she had all the silverware and all the beautiful dishes and everything come out. chuckles And everything had to be done right. Everything was served beautifully. But they used to go to camp a lot. She didn't have a lot of meals there, butthey did have meals there a lot, The Weyerhaeuser people, when they came out. I really don't know what else to tell you, any more than that."
Sam Schrager,,,I'm thinking about the Weyerhaeusers. Do you remember them?
Mabelle Nickell Morris,,,"Yes, I remember them very well because they come up here to Elk River, The first dollar Lillian Yangel every got, Mr. Weyerhaueser gave it to her. When she was a little, tiny baby. He was in the store one day and I had her out there in the baby buggy. He give her a dollar. But he used to come in and visit with us a lot in the store quite a little bit when we used to come to Elk Rifer. He was a very nice man."
Sam Schrager,,,Which Mr. Weyerhaueser was this?
Mabelle Nickell Morris,,,"I t was the older man that used to come here mostly. I never knew any of the younger boys, any more than just to meet 'em. One of 'em was kidnapped, wasn't it, the one that's in Tacoma was kidnapped. I met them but I never knew them."
Sam Schrager,,,Was this the original?
Mabelle Nickell Morris,,,Uh huh. The older Mr. Wyerhaueser.
Sam Schrager,,,What was he like? Would he talk to you?
Mabelle Nickell Morris,,,"Oh yes. He was a very competent person. He was nice with every body. But he used to come here with Uncle Tommy. He used to come and fish. Have fish for breakfast, that was one of their likings. My uncle from Cloquet, he was out here on business and he called me and I was, I asked him, aren't you coming up? He said,""I'll come up on one condition: That's if you'll go out and get me some trout for breakfast. I said, alright, I'll have trout for breakfast and hot biscuits. How's that So my husband got up that morning and went out and caught, I don't know, he had a dishpan full of fish. Thsi was way, way back, after we first come to B1K River. And I had a about this long and it was heaped up with fish and they cleaned every one of 'em up. That's the only reason he come to Elk River, get fish, chuckles Mr, Weyerhaueser, he was a very nice person because he, always came m to see us when he came up. When he was out here on trips. He wasn't here too often. MOstly he'd stay in Potlatch. But every once in a while he'd come to Elk River. With Uncle Tommy."
Sam Schrager,,,They's stop in at the drugstore?
Mabelle Nickell Morris,,,"Yeah. Uncle Tommy always said he taught me everything I knew. chuckles I lived with them for such a long time. He used to take me out in the woods 0 and everything. He always told me, ""Everything Mabelle knows, I taght her."""
Sam Schrager,,,Do you think that was true?
Mabelle Nickell Morris,,,"Some for the ways of the west. Anybody lives on a farm back in the east, you know, they know a little bit anyway."
Sam Schrager,,,What were those trips like? Did he just want to take you along to have company?
Mabelle Nickell Morris,,,"No, he used to take my aunt and I. Every once in a while he would go, stay over night and camp and then come back the next day while he was out doing something he had to do. I used to go horseback riding with him too, We Jon the horses. But we just go up to camp, and Auntie and I would around while he was working and..."
Sam Schrager,,,Annie?
Mabelle Nickell Morris,,,Auntie. My aunt. We used to call her Auntie instead of Aunt Marjorie.
Sam Schrager,,,What did he travel around in?
Mabelle Nickell Morris,,,"I n the wintertime, sleds and horses, We had a democrat, you know what a democrat is?"
Sam Schrager,,,No.
Mabelle Nickell Morris,,,"I t's a four wheeled, and it's got two seats in it, one in front and one in back. They always called them a democrat and that's what he had, We used to travel in that in the summertime. I n the wintertime we travelled in a sled. When we get out to camp, the first thing we generally do have breakfast, spend aroiid the camp all day or go out in the woods and ramble around. They lo used to be wonderful days. I always enjoyed that, 'because I liked to be in the woods anyways."
Sam Schrager,,,"Sounds like a lot of fun. When you were in the camp, what could you do?"
Mabelle Nickell Morris,,,"We both, my aunt liked to be in the. woods too. She liked to get out, she'd hunt birds and like that, used to go with them. Remember one day we were out and we got a possum up a tree. And that wasn't very far out of OP Harvard. Must have been the one, Collins. And she went back to Bovill A and got her gun and come out and got it. We stood there and watched the possum, kept it up the tree til she got back. I get a lot of this mixed up with the camps in Cloquet 'because I used to go out with my uncle in Cloquet too and I was there with uncle and Johnny Campbell. We'd go up in Cloquet, they had lakes up there, we used to go out in the canoe and stay out in the lake all day and fish practically. But out here we had to hunt or do something else. We used to like to get flowers and put 'em in the garden."
Sam Schrager,,,Were the trees then big? Spacious compared to the way it is now?
Mabelle Nickell Morris,,,"Oh yes. There were beautiful huge trees. Here in Elk River that stump out there in our yard, trees were like that. All along the streets were huge trees like that. I t was almost impossible to get those stumps out, They just can't get 'em out, there's so mflch roots on 'em."
Sam Schrager,,,"r, Jones, was he woods superintendent when he was at Potlatch, or did he move up after he'd been here a while?"
Mabelle Nickell Morris,,,He was sent out here as woods superintendent. Woods superintendent for all the time.
Sam Schrager,,,He moved to Harvard and then he moved to Bovill?
Mabelle Nickell Morris,,,"They lived in Palouse first and then they moved to Harvard, And then they moved to Bovill, Nlived in Bovill the rest of the time."
Sam Schrager,,,So they didn't live in Potlatch?
Mabelle Nickell Morris,,,Uh tin. They never lived in Potlatch.
Sam Schrager,,,They moved to Harvard soon after you came? 16
Mabelle Nickell Morris,,,They had already got their house in Harvard when I camef And I never did live with them in Palouse because I stayed with them in Harvard all the time.
Sam Schrager,,,"Then they moved to Bovill, was that before or after you came to Elk River,"
Mabelle Nickell Morris,,,"They lived in Bovill a long time before I came -p, I t was after I was married, we moved to Yakima. Mr. Morris run a drugstore over there in Yakima, Until we come back to Elk River in 1910-11."
Sam Schrager,,,There's nothing at Harvard anymore. Was there activity in Harvard at that time?
Mabelle Nickell Morris,,,"I think they moved there because that was closer to his work, And Mr, Munson, he was the assistant woods superintendent, they lived there too. hey lived in Harvard also. And there was a lot of the boys, the Featherstone boys McAllister and the Henrys. They all lived at Harvard too. I don't know why-"
Sam Schrager,,,I have a feeling Harvard was more of a headquarters for building the railroad.
Mabelle Nickell Morris,,,"Evidently it was, because I don't know why they moved to Harvard, I couldn't tell you that."
Sam Schrager,,,"I'm trying to think of the man who owned the land there, He homesteaded the townsight of Harvard, a good friend of Mr, Laird's, probably all those people, Do you remember Mr. Laird?"
Mabelle Nickell Morris,,,Not very much. We never got to see very much of him. Nobody liked him. I never liked him.
Sam Schrager,,,Why?
Mabelle Nickell Morris,,,"I don't know, I guess it was his way than anything else, He came out from east. He was a banker back east. He kind of thought he was a little bit better than anybody else. A lot of people didn't like Mr, Laird."
Sam Schrager,,,"I've heard him being something of an aristocrat,"
Mabelle Nickell Morris,,,"He was. He was always pleasant, he just didn't mingle as far as I was concerned, with other people. I never had any trouble with him or anything. He just, you meet people like that that you don't have anything in common, I guess,"
Sam Schrager,,,How did you happen to meet your husband?
Mabelle Nickell Morris,,,He was the druggist at the store in Potlatch.
Sam Schrager,,,Was that part of the store?
Mabelle Nickell Morris,,,"Yeah. There was, I've forgotten the man's name that was in the drugstore when I came there. And anyway, he left and Mr. Morris came out from the east to the drugstore. He wasn't there when I first went in the store. My father-in law run the upstairs part of it. My husband's father."
Sam Schrager,,,That was the furniture.
Mabelle Nickell Morris,,,"Yes, he run that part of the store. The whole thing. He was there, in fact, he helped build Potlatch too. He come out to Potlatch in the real early days. I think he worked as a carpenter. When he first came out. Then they put him in the store and he looked out after, I think he did a lot of the repairing and things like that that had to be done He used to always tell me, there was a little cubby hole where they sent the cages down to change the money. He used to come over there and talk to me every once in a while. He always told me,""I've got a son coming out here. I wantto like him.""laughs He used to kid me all the time."
Sam Schrager,,,"When he came out, did you like him right away?"
Mabelle Nickell Morris,,,"No, I was running around with his brother when he first came out. And the youngest boy came out with the Morrises when they came from I owa. And I used to go out with him all the time before. Eventually, just, I used to have to stay after the six o'clock a lot of times to get the money taken care of and, then a lot of times Mr. Morris would have to stay there too and we used to walk home together. We just got together and that was it,"
Sam Schrager,,,Were you married in Potlatch?
Mabelle Nickell Morris,,,"No, in Spokane. We were married in the first Presbyterian Church?"
Sam Schrager,,,"Speaking of church, was there regular church service in Potlatch the people went to?"
Mabelle Nickell Morris,,,"Yes, church right across from the schoolhouse. And we used to go to church every Sunday there. Then they had a Catholic church there too. There were ttfo churches in Potlatch when I first went there."
Sam Schrager,,,Was the church you went to...?
Mabelle Nickell Morris,,,"Presbyterian, We used to go to church there all the time and we used to always go down, two of the girls that I run around with were Catholics and we used to always go to the midnight mass at the Catholic church on Christmas Eve. Always. I don't think I ever missed a mass I was in Potlatch."
Sam Schrager,,,Who attended them in general? By a lot of the mill workers?
Mabelle Nickell Morris,,,"They church was practically always full. Of course, people went to church more in those days than they do now. Church, there was hardly ever a time when the seats weren't all full, I can remember that very well. That was one of the things that we looked forward to doing. Going to church. On Sunday, we kept Sunday more or less in those days than we do now."
Sam Schrager,,,What would people do after church?
Mabelle Nickell Morris,,,"Go horseback riding or out on a picnic, Anything in general that we thougt of doing, I guess. I can remember, lots of times when we used to get horses and ride over to Viola. We used to ride over there and there was a little stfcrtover there we'd go in there and buy some pop andjtome crackers and cheese and have a picnic and then ride around after that."
Sam Schrager,,,"How do you think T. P. Jones used to handle the men? Did you observe him, what he had to do in his work?"
Mabelle Nickell Morris,,,"Well no, I can't tell you much about that. But I know all the men liked him. Everybody liked Uncle Tommy, He was always very lenient with them and liked his men. I know that because I was around him enough for that."
Sam Schrager,,,Did he mostly work with the camp foremen?
Mabelle Nickell Morris,,,I don't know. I couldn't tell you that. But evidently he did more or less because he'd almost have to.
Sam Schrager,,,After you moved to Yakima...
Mabelle Nickell Morris,,,"We were only there three or four months was all,"
Sam Schrager,,,How come you decided to leave Potlatch?
Mabelle Nickell Morris,,,"r. Morris wanted to get away. He just wanted to get out of Potlatch. He had left anyway, before that. He worked in Asotin, Mr. Pultz in Asotin wanted a druggist and I guess he was getting more money, I don't remember 19 u- what the ins and outs was, but I think they offer hjm more money than what the Potlatch would pay. He worked for Mr. Pultz down there a while and after we were married he worked for a man over in Yakima. We were there from December until June. Was all, in Yakima,"
Sam Schrager,,,How did the idea of going to Elk River come up?
Mabelle Nickell Morris,,,"Well, Mr. Bloom evidently dreamt Mr. Morris, he was here at the time, he built the building down here, drugstore and hardware store."
Sam Schrager,,,This is your father-in-law?
Mabelle Nickell Morris,,,He was already here in Elk River. And I don't know whether he said something to Mr. Bloom or not. Mr. Bloom wanted us to come and start the drugstore here. There were already twodrugstores here then. There was three drugstores here for a while. So we decided to come over here and we started in from nothing. I had one or two hundred dollars and Mr. Morris had one or two hundred dollars and we started out with that. Start a drugstore. So you can imagine.
Sam Schrager,,,Did that mean you couldn't buy much stock?
Mabelle Nickell Morris,,,"We just eventually started in with a little and worked up. Of course, there were twelve hundred people here at that time so we made it. Eventually the other two drugstores left. Miss Crawford from Bovill built this other building. The one we're in now. We eventually bought it. That's how we're in this drugstore. When we were in the other one when we first came to Elk River"
Sam Schrager,,,I t seems that an awful lot of Potlatch people came over here when the town started up right?
