speaker,timestamp,words,translation,tags
Antonio (Tony) Hernandez Rodriguez,[00;03;56;12],Lo que teníamos ahí no era sino que. Nos fuimos al pueblo y encontramos mucha.,What we had there was nothing but that. We went to town and found a lot.,
Patricia McDaniel,[00;04;06;02],¿Cómo se llamaba el pueblo?,What was the name of the town?,
Antonio (Tony) Hernandez Rodriguez,[00;04;07;12],"El Corn City, Texas.","Corn City, Texas.",agriculture
Antonio (Tony) Hernandez Rodriguez,[00;04;12;06],"Y encontramos mucha sobre los trabajos, mucha discriminación. En ese tiempo había un trabajo gobernado que se llamaba El. Si, si, si, si. Y como yo apliqué para entrar a ese trabajo. Yo ya tenía 17 años. Apliqué para trabajar, para trabajar en eso y el Señor se dio cuenta que yo me quería ir. Fue. ¿Habló con la señora que se entendía de agarrar las aplicaciones y arreglarlo a uno para que entrara, de modo que a mí nunca me habló ella y lo hacía con muchos, muchos, muchos muchachos mexicanos así, porque los patrones decían no, yo lo quiero en el rancho y quiera lo que quiera él nomás no?","And we found a lot about jobs, a lot of discrimination. At that time there was a governed work called El. Yes, yes, yes, yes. And how I applied to get into that job. I was already 17 years old. I applied to work, to work on that and the Lord realized that I wanted to leave. Was. Did you talk to the lady who understood how to take the applications and arrange for you to get in, so she never spoke to me and she did it with many, many, many Mexican boys like that, because the bosses said no, I would I want to stay at the ranch and whatever he wants, right?",economy;migration
Antonio (Tony) Hernandez Rodriguez,[00;05;09;27],"Bueno, cuando, cuando ya nos salimos de veras que mi papá dijo ya vámonos, aquí no estamos haciendo nada. Salíamos, era jalado cada vez que que llegaba el fin del año levantamos las cosechas, hasta debíamos más dinero.","Well, when, when we really left, my dad said let's go, we're not doing anything here. We went out, it was pulled every time the end of the year came when we harvested the crops, we even owed more money.",
Antonio (Tony) Hernandez Rodriguez,[00;05;30;26],Lo teníamos que pasar en ese tiempo que era la estaba una depresión muy grande. Este con 12 $ el mes. Y éramos.,We had to go through it at that time when it was a very big depression. This one at $12 a month. And we were.,negative emotions
Patricia McDaniel,[00;05;43;05],De 12 $ al mes.,From $12 a month.,
Antonio (Tony) Hernandez Rodriguez,[00;05;45;08],"Al mes de crédito para comer. Pero era que como nosotros levantábamos bastante maíz, frijol. Camotes y. Y así. Y teníamos mucho. Teníamos puercos, teníamos gallinas, guajolote. Y luego sembrábamos mucho jardín, también de chiles y tomates y de todo, verduras. Bien, nos hacíamos pasar muy bien. No nos traíamos la la, la la entrada de de de las provisiones a la cocina como quiera.","Per month of credit to eat. But it was because we raised a lot of corn and beans. Sweet Potatoes and. And so. And we had a lot. We had pigs, we had chickens, turkey. And then we planted a lot of garden, also with chilis and tomatoes and everything, vegetables. Well, we had a great time with each other. We didn't bring the supplies to the kitchen as we wanted.",economy;agriculture
Antonio (Tony) Hernandez Rodriguez,[00;06;31;29],"Teníamos bastante frijol y papa me. A veces este se iba al pueblo y hallaba baratas y traigo a papa muy barato. ¿Y cuando vimos que que? Pues no más. Nosotros no podíamos ir a la escuela. Porque teníamos que trabajar hasta cierto tiempo. Y luego cuando entrábamos a la escuela era como aquello de como ahorita, como ya en noviembre y luego teníamos ya pa pa para el 1 de febrero o los mediados de febrero, teníamos que salirnos porque el patrón quería que fuéramos a arar las tierras, a romperla, a prepararlas para sembrar el maíz y el algodón y el malamente todo.","We had plenty of beans and papa me. Sometimes he would go to town and find cheap ones and bring dad very cheap. And when we saw what what? Well no more. We couldn't go to school. Because we had to work until a certain time. And then when we went to school it was like right now, like it's already November and then we had to go on February 1st or mid-February, we had to leave because the boss wanted us to go plow the land, to break it, to prepare them to plant corn and cotton and everything badly.",education;agriculture
Antonio (Tony) Hernandez Rodriguez,[00;07;26;25],"Las cositas así. Y nosotros no, no teníamos otra entrada de dinero, nomás que año alguna vez al año. Entonces bueno, no es que decidimos salir. Cuando ya no salimos fue donde le dijo yo que que quería buscar trabajo de aquí o allá y vimos mucha discriminación arriba del de la depresión, que había tanto que no había trabajos. ¿Okay, so mi papá este dijo bueno, pues qué es lo que piensan ustedes muchachos?","Little things like that. And we didn't, we didn't have any other income, just once a year. So well, it's not that we decided to go out. When we no longer went out, I told him that I wanted to look for a job here or there and we saw a lot of discrimination during the depression, that there was so much that there were no jobs. Okay, so my dad said well, what do you guys think?",economy;migration;negative emotions
Antonio (Tony) Hernandez Rodriguez,[00;08;06;24],"Ideas tan grandes que nosotros le dimos nomás una opinión que habíamos formado yo, mi hermano Rafa, oímos que en el Valle que le nombramos Four Texas, allá hay este trabajos que la gente gana si nomás gana unos 50 $ al día muchas veces y cuando se pone bien el trabajito gana hasta 3 $ el día. Pues con ese ánimo que nosotros oímos que nos nos hizo animarnos a irnos de ahí, de con City, Texas, nos fuimos.","Ideas so big that we just gave him an opinion that I, my brother Rafa, had formed, we heard that in the Valley that we called Four Texas, there are these jobs that people earn if they only earn about $50 a day many times and when If you get a good job you earn up to $3 a day. Well, with that spirit that we heard that made us dare to leave there, from City, Texas, we left.",family;economy
Antonio (Tony) Hernandez Rodriguez,[00;08;51;25],A buscar trabajo. Llegamos allá.,To look for a job. We got there.,economy
Patricia McDaniel,[00;08;55;03],En.,In.,
Antonio (Tony) Hernandez Rodriguez,[00;08;55;29],"En Far. ¿Y luego? Luego si señores que juntaban gente para llevarlos a trabajar. Trabajábamos muchas veces una hora, dos horas por día. Muchas veces trabajábamos tres horas y ganábamos un dólar uno, diez, uno, 15 o algo así de en el rato que trabajábamos. Y en ese tiempo pues ese dinero le servía a mi papá para que nos él lo usaba para traernos comida y pagar renta y y y así la lo lo necesario de la casa.","In Far. And then? Then yes, gentlemen who gathered people to take them to work. We often worked for an hour, two hours a day. Many times we worked three hours and earned a dollar, one, ten, one, 15 or something like that in the time we worked. And at that time, that money was useful to my father so he used it to bring us food and pay rent and so on for everything we needed for the house.",economy;family
Antonio (Tony) Hernandez Rodriguez,[00;09;44;09],"Bueno, ahí este en esos fueron como tres, fueron tres años que estuvimos en China, hasta que un día oímos que aquí en Idaho necesitaban trabajar trabajadores para, para. El betabel de.","Well, there it was, it was like three, it was three years that we were in China, until one day we heard that here in Idaho they needed workers to work for, for. The beet of.",economy
Patricia McDaniel,[00;10;07;05],"Este año, Pues.","This year, well.",
Antonio (Tony) Hernandez Rodriguez,[00;10;08;10],"El 40. Eso fue el 40 cuando vimos eso. Pero no nos preparamos pa venirnos hasta el 41 que un amigo de mi papá, Reyes Ramírez, lo convidó a mi papá le dijo Mira Pedro hijo, tu con estos muchachos que tienes son muy buenos, bueno el eran buenos trabajadores y todos ustedes allá puedes hacer un centavitos pa hacerte vivir mejor.","40. That was 40 when we saw that. But we didn't prepare to come until 1941 when a friend of my dad's, Reyes Ramírez, invited my dad and told him, Look, Pedro, son, you with these guys you have are very good, well, they were good workers and all of you can do it there. make a cent to make your life better.",family;economy
Antonio (Tony) Hernandez Rodriguez,[00;10;43;25],"Y mi papá le agarró la palabra, dijo si me voy, si no me voy contigo. ¿John Si, si es de que es aquí? Pues entra y la gente y ya. Ya se arregló mi papá a unos dos meses antes de salir él. Y así nos vinimos. Vimos, llegamos aquí en mayo, en, en en un abril seis, en 1941.","And my dad grabbed him at his word, he said if I'm leaving, if I'm not I'll leave with you. John Yes, if that's where it's from here? Well, come in and the people and that's it. My dad already got ready about two months before he left. And so we came. We saw, we arrived here in May, in, in April six, in 1941.",
Patricia McDaniel,[00;11;16;16],Y como vinieron.,And how they came.,
Antonio (Tony) Hernandez Rodriguez,[00;11;17;17],En el país de tránsito Este. Hay que recoger eso. ¿No? Fue en mayo seis cuando llegamos aquí. Mayo seis Este. Y cómo Me pregunto si es.,In the Eastern transit country. You have to pick that up. No? It was May the sixth when we got here. May six East. And how I wonder if it is.,
Patricia McDaniel,[00;11;32;05],¿Y cómo llegaron en en en un autobús o en carro de la familia o llegamos?,And how did they arrive on a bus or in a family car or did we get there?,family
Antonio (Tony) Hernandez Rodriguez,[00;11;37;26],"No. ¿Ellos tenían las trocas con las Con la abierto la caja Muy grandota, no? Y veníamos como quien dice, así como dicen el ganado. Y si.","No. They had the trucks with the Very big box, right? And we came as they say, just as they say the cattle. And if.",
Patricia McDaniel,[00;11;51;04],A toda la familia.,To the whole family.,family
Antonio (Tony) Hernandez Rodriguez,[00;11;52;20],"Toda la familia se que. Por cierto que una de las hermanas o mi hermana que es la única hermana de que de mi hermano y yo. Mi hermano murió. Yo no sé si usted murió en en en julio el día primero que yo recuerdo. Bueno, a veníamos todos nos vinimos mi papá, mi madrastra era José y Zulema y yo y Santos.","The whole family knows that. By the way, one of the sisters or my sister who is the only sister of my brother and me. My brother died. I don't know if you died in July the first day that I remember. Well, when we all came, my dad came, my stepmother was José and Zulema and me and Santos.",family
Antonio (Tony) Hernandez Rodriguez,[00;12;22;19],"Este. Y llegamos aquí, como le digo, como el 6 de mayo y comenzamos luego luego a trabajar.","This. And we arrived here, as I said, around May 6 and then we started working.",
Patricia McDaniel,[00;12;32;20],Aquí.,Here.,
Antonio (Tony) Hernandez Rodriguez,[00;12;33;02],"En aquí no. Y aterrizamos en. En Aberdeen, Idaho.","Not here. And we landed on. In Aberdeen, Idaho.",
Antonio (Tony) Hernandez Rodriguez,[00;12;41;27],"Y el segundo día que está ya de estar ahí en ese ranchito, un señor llamado George. Y que vino y vio que que andábamos nosotros ahí jugando a la pelota o con una barra. Andábamos jugando ahí, hacíamos la pelota, este viene y nos pregunta. Era un ronco, estaba muy bien. Nos hizo una operación en la garganta y quedó ronco.","And on the second day of being there in that little ranch, a man named George. And he came and saw that we were there playing ball or with a bar. We were playing there, we were making a ball, this guy comes and asks us. He was a grunt, he was very good. He performed surgery on our throat and left us hoarse.",
Antonio (Tony) Hernandez Rodriguez,[00;13;12;15],"Muy, muy desaforada la la voz. ¿Pero como quiera, él fue el que nos dijo Muchachos, ustedes quieren trabajar en inglés? ¿No? ¿Y luego? Luego pues nos arrimamos contra él. Inglés. Y como no queremos trabajar. A eso vinimos. Entonces. Bueno, mañana dijo Quiero llevarnos a enseñarlos a cortar. Papá va a ser mía. Bueno, pues dice que otro día nosotros este el sueño nunca nos hacía falta, porque ya pa las 05:00 estábamos listos este y luego viene.","Very, very loud voice. But anyway, he was the one who told us Guys, do you want to work in English? No? And then? Then we leaned against him. English. And since we don't want to work. That's what we came for. So. Well, tomorrow he said, I want to take us to teach them how to cut. Dad is going to be mine. Well, he says that another day we never needed this dream, because at 05:00 we were ready for this one and then it comes.",happiness
Antonio (Tony) Hernandez Rodriguez,[00;13;53;29],"Vienen aquí como de las 07:00 y ya nos echó él a su carrito y nos llevó a una subterranea que donde alzan la papa en invierno y ahí tenían la que le nombran upper, la llena uno de papá y luego está saliendo la papa poco a poquito y las cuchillas paradas. Ahí agarramos la papa y la la corta y corta el otro pedacito y la está echando en un saco.","They came here around 7:00 and he already put us in his cart and took us to an underground area where they lift the potatoes in winter and there they had what they call upper, one of dad fills it and then the potato is coming out shortly little by little and the blades stopped. There we grab the potato and he cuts it and cuts the other piece and puts it in a sack.",
Antonio (Tony) Hernandez Rodriguez,[00;14;23;28],"Aquí vemos y pues trabajábamos, trabajamos todo el día. Bueno, vamos diciendo que trabajamos como hasta las tres y ya viene él y con eso es bastante. Mañana vienen otra vez. Pues ese ese día, por ese día nos dio a nosotros 5 $ de plata puro, pesos de plata cada uno por un día. Por ese rato que trabajamos ahí mismo se nos abrió el corazón pa el estado de John.","Here we see and well we worked, we worked all day. Well, let's say that we work until three o'clock and he comes and that's enough. Tomorrow they come again. Well, that day, for that day he gave us $5 of pure silver, silver pesos each for one day. During that time that we worked there, our hearts opened for John's condition.",
Antonio (Tony) Hernandez Rodriguez,[00;15;08;12],"¿Bueno, nosotros mi amor, nosotros queríamos que que nos nos iba a decir ese dinero tienen que trabajar ustedes por toda la semana, no? Y ya cuando nos íbamos a subir al carro digo bueno, le dije qué tanto trabajo va a cubrir con esto y con lo que hicieron hora nomás.","Well, my love, we wanted to know that you were going to tell us that money, you have to work for the whole week, right? And when we were going to get into the car I said well, I told him how much work he's going to cover with this and what they just did in an hour.",happiness
Antonio (Tony) Hernandez Rodriguez,[00;15;32;08],"¿Bueno, ahí vamos nosotros, bien gustosos con papá y le dimos ese dinero y por cierto que ya mero nos decía de dónde agarran ustedes este dinero? ¿Tanto? ¿Correcto, no?","Well, here we go, very happy with dad and we gave him that money and by the way he was just telling us where you get this money from? So much? Correct, right?",
Patricia McDaniel,[00;15;49;10],Y estaba que nos robaron.,And it was that they robbed us.,
Antonio (Tony) Hernandez Rodriguez,[00;15;50;24],"Quiero que Dios me queme la la lengua. Si estoy echando mentiras. Bueno, no, ya de ahí pa allá. A cada otro día nos llamaba pa que si teníamos tiempo porque estábamos comprometidos con el Señor donde estábamos viviendo. Se llamaba Germán, era alemán, ya murió el viejito este y ya él comenzó su trabajo de betabel y y comenzamos a trabajar toda la familia y comenzamos a hacer muy buen dinerito.","I want God to burn my tongue. If I'm telling lies. Well, no, from there to there. Every other day he called us to see if we had time because we were committed to the Lord where we were living. His name was Germán, he was German, the old man died and he started his beet work and the whole family started working and we started making very good money.",family
Antonio (Tony) Hernandez Rodriguez,[00;16;31;08],"Había veces que nosotros como estábamos jóvenes sabes que hacíamos hasta 7 $. Mi papá bueno, le ayudábamos. Él no era tan ligero como nosotros, Estábamos jóvenes, pero como quiera hacíamos o muy bien los 25 hasta 30 $ el día, pero bien trabajado de sol sale al sol, se mete. Bueno, y así nos fuimos y nos fuimos de mi pueblo. Y cuando se acabó el.","There were times when we, since we were young, you know, we made up to $7. My dad, well, we helped him. He wasn't as light as us. We were young, but anyway we made or very well the 25 to 30 $ a day, but well worked from sun to sun to sun to sun to sun. Well, and so we left and left my town. And when it was over.",happiness
Antonio (Tony) Hernandez Rodriguez,[00;17;05;09],"El de sangre, betabel decidió mi papá ir diciendo Muchachos. Texas no tiene nada para nosotros. Como ven, nosotros estamos con usted. Muy bien, este. Y vamos a buscar trabajo estable aquí. Bueno, mire, se se pasaron los trabajos del del verano. Y luego llegó el invierno que se recogió toda la papá de de del del Valle.","The one with blood, beetroot, my dad decided to say Boys. Texas has nothing for us. As you see, we are with you. Very good, this one. And we are going to look for stable work here. Well, look, the summer jobs are over. And then the winter came when all the daddy of del Valle was collected.",economy
Antonio (Tony) Hernandez Rodriguez,[00;17;47;12],"Y Y luego buscamos trabajo en las otras ramas subterráneas y conseguimos y trabajamos todo el invierno este a fin de que en esa vez nos pagaban otros 75 centavos la hora. Y era mucho, mucho, muy buen dinero comparando donde veníamos.","And then we looked for work in the other underground branches and we got it and worked all winter this year so that at that time they paid us another 75 cents an hour. And it was a lot, a lot, very good money compared to where we came from.",
Antonio (Tony) Hernandez Rodriguez,[00;18;15;22],"Y Y así pasó por dos años, hasta que yo agarré mi mis readings del servicio militar en 1943.","And so it went on for two years, until I took my military service readings in 1943.",conflict;economy
Patricia McDaniel,[00;18;29;03],"Vamos a regresar a eso en un momento, mientras tanto, estaban viviendo ahí en Aberdeen, en cómo vivieron en en casa o como una rentado o comprar un casa.","We'll come back to that in a moment, in the meantime, they were living there in Aberdeen, in how they lived at home or as a renter or bought a house.",
Antonio (Tony) Hernandez Rodriguez,[00;18;42;00],"No, señor. Vivíamos en una caballeriza que tenía unos cuartos bien arreglados. Este. Pero cuando ya agarramos nosotros, trabajo en dos o tres años. Nos cambiamos pal pueblo a unos departamentos que no es muy con todos o con todos. Cocinita y 4.º mil y. Y baño y de todo venía muy bien.","No sir. We lived in a stable that had well-appointed rooms. This. But when we get it, it will work in two or three years. We moved from town to some apartments that are not very friendly to everyone. Kitchenette and 4th thousand and. And bathroom and everything was very good.",
Patricia McDaniel,[00;19;11;03],Pero un apartamento para la familia.,But an apartment for the family.,family
Antonio (Tony) Hernandez Rodriguez,[00;19;13;26],"No, no, no, yo sabo aparte, yo ya estaba casado. Ajá, pero yo te la costumbre de allá cada uno con su padre hasta que el padre le dice bueno, de aquí en adelante tú solo y. Y así lo hice. Cuando comenzamos a trabajar en el en la en el invierno fue cuando me dijo y dijo Y puedes fumar delante de mí si tú quieres, ya eres un hombre.","No, no, no, I know apart from that, I was already married. Aha, but I customarily leave each one with his father until the father says, well, from now on you're on your own. So I did it. When we started working on it in the winter was when he told me and said, And you can smoke in front of me if you want, you're a man now.",family
Patricia McDaniel,[00;19;42;07],"Y no, no.","And no, no.",
Antonio (Tony) Hernandez Rodriguez,[00;19;44;08],"No, nada. Teníamos muy alto respeto ambas y todo lo que él decía era No había reproches ni había de contestaciones a él malas, nada.","No, nothing. We both had very high respect and all he said was There were no reproaches nor were there any bad answers to him, nothing.",
Antonio (Tony) Hernandez Rodriguez,[00;20;04;05],"Y buen jefe. Y él no era él no era aprovechado, No era nada. Nada de él mismo. Salió. Sí, por su parte, ya eres un hombre, tienes tu familia. Y aquí ya está. Hasta un poquito de dinero me dio. Me dijo Mira, ya está buscando, lo partí y aquí está y de ahí pa allá. Dios te bendiga.","And good boss. And he was not he was not taken advantage of, He was nothing. Nothing of himself. He left. Yes, for your part, you are already a man, you have your family. And here it is. He even gave me a little bit of money. He told me, Look, he's already looking, I broke it off and here it is and from there to there. God bless you.",family
Patricia McDaniel,[00;20;30;09],"Y vamos a hablar un poco de la comunidad Everything. ¿Habían otros hispanos, había una comunidad hispana?","And we're going to talk a little about the Everything community. Were there other Hispanics, was there a Hispanic community?",
Antonio (Tony) Hernandez Rodriguez,[00;20;37;07],"No, no había. No había un como quien dice una un barrio o nace. Había cinco hispana que venían a trabajar. Había ahorita te digo nomás dos familias ahí que ya estábamos ahí desde el 1938, que fueron las primeras que eran el Señor. Era como Rafael Mercado y. Y los que que Y otro, otra familia se Longoria me. Pero no, no, no, no me acuerdo de los nombres de viejitos, pero así había Nosotros nos vinimos, nos quedamos ese año que fue en 1941 y luego llegaron el 42.","No, there's none. There was no such thing as a neighborhood or a birth. There were five Hispanic women who came to work. There were right now, I tell you, only two families there that we had been there since 1938, who were the first to be the Lord. He was like Rafael Mercado and. And those who And another, another Longoria family me. But no, no, no, I don't remember the names of old people, but that's how they were. We came, we stayed that year, which was 1941, and then they arrived on '42.",family
Antonio (Tony) Hernandez Rodriguez,[00;21;33;10],"Llegaron ya dos o tres más familias y se quedaron y se quedaron. Y entre más. Ahora sí, ahora sí hay barrio.","Two or three more families arrived and stayed and stayed. And more. Now yes, now there is a neighborhood.",
Patricia McDaniel,[00;21;41;19],Hay bastantes.,There are plenty.,
Antonio (Tony) Hernandez Rodriguez,[00;21;42;20],Hay bastantes.,There are plenty.,
Patricia McDaniel,[00;21;43;16],"Si lo lo que lo que me interesa es saber a vamos. ¿Cómo pasaron las horas después de trabajar en Everything, cuando cuando eran recién llegados, después de llegar, por ejemplo, al principio del de la temporada en en Everything, cómo pasaron las horas de de descanso?","If what interests me is to know, let's go. How did you spend the hours after working on Everything, when when you were newcomers, after arriving, for example, at the beginning of the season on Everything, how did you spend the rest hours?",economy
Antonio (Tony) Hernandez Rodriguez,[00;22;04;22],"Bueno, había. ¿Nosotros como estábamos, como era, estábamos jóvenes y todos no, no estábamos acostumbrados de ir a nosotros a como vamos diciendo los weekends, a ir a una cantina, a ir a platicar y hacer esto, ellos no, porque fumando y todo eso nosotros no teníamos eso, verdad? Pero sí nos divertíamos porque estaba muy libre de ir a matar liebres, conejos o pajaritos pa comer y todo eso.","Well, there was. As we were, as we were, we were young and not all of us, we were not used to going to ourselves as we say on the weekends, to going to a canteen, to going to talk and doing this, they were not, because smoking and all that We didn't have that, right? But we did have fun because I was very free to go kill hares, rabbits or birds to eat and all that.",animals
Antonio (Tony) Hernandez Rodriguez,[00;22;39;03],"Nos íbamos a cambiar todo eso, pero no había. En ese tiempo no había ni iglesia católico que éramos donde descendemos nosotros, la religión de nosotros. No había eso, no entró ahí hasta como el ya nos habíamos salido nosotros cuando entró en 1900. Yo creo que fue el 1960 o 58 por ahí bastante tiempo.","We were going to change all that, but there was none. At that time there was not even a Catholic church that we were from, our religion. There wasn't that, he didn't enter there until we had already left when he entered in 1900. I think it was 1960 or '58 for quite some time.",religion;culture
Patricia McDaniel,[00;23;08;08],"Sí, sí, sí.",Yes Yes Yes.,
Antonio (Tony) Hernandez Rodriguez,[00;23;09;17],"La gente se comenzó a juntar. Sí. Y le hablaron al al señor Al. El papá de. Jefe de ahí, de de. Póngaselo. Y el El vino el obispo y vino a ver en vivo que había mucha gente. Luego hicieron una iglesita ahí ya como no, y ahora sí está bien bonito ahí que hay mucha gente mexicana y vean qué bonito está.","People began to gather. Yes. And they spoke to Mr. Al. The father of. Boss there, from from. Put it on. And the bishop came and came to see in person that there were many people. Then they built a little church there, of course, and now it's really nice there, there are a lot of Mexican people and look how nice it is.",family;religion;education
Antonio (Tony) Hernandez Rodriguez,[00;23;37;09],"Ahora sí, y dondequiera este que mira usted va, entra toda la gente, muchacha o joven o hombre en los negocios de secreta área son locos, todo revuelto.","Now yes, and wherever you look you go, all the people come in, girl or young man or man in the secret area businesses are crazy, everything mixed up.",
Patricia McDaniel,[00;23;52;02],Todo bien bonito.,Everything very nice.,
Antonio (Tony) Hernandez Rodriguez,[00;23;53;29],"Ahora sí, sí, ahora.","Now yes, yes, now.",
Patricia McDaniel,[00;23;55;13],"Sí, pero antes no.","Yes, but not before.",
Antonio (Tony) Hernandez Rodriguez,[00;23;56;19],"No. Mhm. Y ahí, en ese pueblito, yo nunca conocí yo una clase de discriminación.","No. Mhm. And there, in that little town, I never knew any kind of discrimination.",migration
Patricia McDaniel,[00;24;02;07],No había.,There was not.,
Antonio (Tony) Hernandez Rodriguez,[00;24;02;28],Por eso iba. No hay todavía tampoco.,That's why I was going. There isn't yet either.,
Patricia McDaniel,[00;24;05;25],Y en las escuelas tampoco.,And not in schools either.,education
Antonio (Tony) Hernandez Rodriguez,[00;24;08;10],"¿Tampoco, Eh? Aquí tampoco no había. Pero cuando comenzó la guerra de los alemanes, aquí eran los que los que le tenían miedo. Este discriminación a cualquier raza, no nomás la de nosotros, japonesa, negros e indios. Y todo porque perdieron la guerra. Por eso es que se se volvió, se juntaban. Ay que que no lo era, pero todo lo perdieron.","Neither, huh? There wasn't any here either. But when the German war began, there were those who were afraid of him. This discrimination against any race, not just us, Japanese, blacks and Indians. And all because they lost the war. That's why they came back, they got together. Oh, it wasn't, but they lost everything.",conflict;migration
Antonio (Tony) Hernandez Rodriguez,[00;24;38;19],"Pero yo fui uno que peleé la discriminación muy fuerte. Fue el primero que quitó todos los Simpson que tenían aquí. Este aquí en Lampa tenían así nada, no judíos como mexicanos, no negros, no indios, no japoneses no perros. Sí, mhm. Así sea.","But I was one who fought discrimination very hard. He was the first one to remove all the Simpsons they had here. This one here in Lampa they had nothing like that, not Jews like Mexicans, not blacks, not Indians, not Japanese, not dogs. Yes, mhm. So be it.",migration;animals
Patricia McDaniel,[00;25;01;16],Aquí en San.,Here in San.,
Antonio (Tony) Hernandez Rodriguez,[00;25;02;05],"Francisco y aquí estaba trabajando yo ya en la barbería, cuando mi hija vino, me dio una queja. La grande está ahí, está Olga. Y ahí es donde yo me levanté en armas. Pero como yo estaba yendo al colegio, a la escuela, en. ¿Estaba yo gobernando Government in Político seis En fin, diferentes clases, verdad? En hacerme entender mis derechos aquí en Estados Unidos, después de venido a pelear a otra nación defendiendo esta, viniendo pa atrás, viendo que aquí estaba peor el el la el la vivienda de de del del mexicano, del indio y todo que Hitler tiene so.","Francisco, and here I was already working in the barbershop, when my daughter came, she complained to me. The big one is there, there is Olga. And that's where I took up arms. But since I was going to school, to school, in. Was I governing Government in Political six Anyway, different classes, right? In making me understand my rights here in the United States, after coming to fight in another nation defending this one, coming back, seeing that here it was worse the the the the the the housing of the Mexican, the Indian and everything that Hitler has so .",family;education
Patricia McDaniel,[00;26;01;15],Entonces si usted fue a a.,So if you went to a.,
Antonio (Tony) Hernandez Rodriguez,[00;26;03;26],A Alemania.,To Germany.,
Patricia McDaniel,[00;26;05;04],Alemania en qué año.,Germany in what year.,
Antonio (Tony) Hernandez Rodriguez,[00;26;07;07],"¿Fue el 45? Mhm. Ya, ya. Al fin del año.","Was it 45? Mhm. Yes, yes. At the end of the year.",
Patricia McDaniel,[00;26;11;29],Al final de la guerra.,At the end of the war.,conflict
