speaker,timestamp,words
Mabel Hazeltine,0:21:16,"No, no. It was vegetables and all. They were like peas and corn and string beans and stuff that wouldn't keep. That was canned. But our potatoes and carrots, we had big bins in an underground cellar. Then dad had sand and I don't know different stuff that would keep them. They would keep. I remember our onions and cabbage and stuff was usually put up. We had a great big barn and dad would usually leave a place right in the middle of the hayloft. A great big square place. He'd have hay underneath it and our squash and pumpkin and onions. I don't know what all stuff that would keep there was put in there. Then it was covered over the top with hay and there was an alley way to go back in there to get it. That wouldn't freeze it. Uh -uh. Not in there with hay. Of course the horses, it was all down underneath. They kept it, the bottom of it, fairly warm. Then it was covered up above with hay. He had a frame built so the hay couldn't drop down in there. Of course our carrots and rutabiggis and parsnips and all that stuff. Well the parsnips were usually left in the ground. Sometimes the carrots too because it didn't hurt them. The cabbage and onions and pumpkins and squash and whatnot was put up in there."
Laura Schrager,0:22:56,Did you have any chores that you had to do?
Mabel Hazeltine,0:23:01,"You got it. We weren't told about them either. That is we were told when we got old enough and come our time. When I came home from school, my first thing that I did was stay on my horse and go up and bring down the milk cows and stuff off of the big pasture and get them in the crayon. Put my horse in the barn and come to the house and see that there was wood and kindling carried in. It was always cut. All I had to do was carry it in and it better be in. Then help get supper and do the dishes."
Mabel Hazeltine,0:23:44,"Dad kept it busy. Dad would come in the house and if that kindling box wasn't full and the wood box wasn't full he wouldn't say one word. He got the strap. You knew darn well he told you once what you were supposed to do and the minute you saw him had come to the house you knew what was going to happen if he didn't have it in. You better have it in. I used to think he was mean but he wasn't. There was no darn sense in having to tell a 9, 10 year old kid every night it's time to get your kindling in, it's time to get your wood in, it's time to do this. You knew you had it to do, you better get it done. I think about that now a lot with my great grandkids and oh God."
Laura Schrager,0:24:36,Where did your parents come from? To Viola?
Mabel Hazeltine,0:24:43,I...
Mabel Hazeltine,0:24:46,"To Viola they came from down on what they called Spring Flat, Missouri Flat or some place it's off down in around Binge, Washington and down in through there somewhere. That's where my oldest sister, that's where they led when they were first married was I think at Binge, Washington. My oldest sister and oldest brother were born there and then they moved from there up... I don't really know. They moved up there to Viola in spring of 1901 just before I was born. I don't know where my next two brothers were born, they were born somewhere after they left Binge because Dale and Ralph were both born at Binge I'm sure. But for Arlie and Charlie I don't know, they were born somewhere on what they called Rebel Flat, Spring Flat, Missouri Flat, some of those flats down there. Because I know, I think it's when they lived at Binge that Spring, Washington was the closest place where they had to go to get groceries and what not and it'd take them all day to make the trip with the team. They'd get up and go real early in the morning I guess just from hearing them talk about it and be real late at night when they got home."
Laura Schrager,0:26:25,Were they homesteading up there?
Mabel Hazeltine,0:26:28,I don't know if they did or not before my time so I don't really know but I kind of think they did.
Mabel Hazeltine,0:26:39,Then they bought the place down at Viola. They bought the place there at Viola.
Mabel Hazeltine,0:26:47,A fellow by the name of Angel. Then they bought the place back of him. I fell on that with... I can't think of his name.
Laura Schrager,0:27:08,Now when did your father go to Canada to get land?
Mabel Hazeltine,0:27:17,1960
Laura Schrager,0:27:20,What made him go?
Mabel Hazeltine,0:27:21,"Oh, just... Her property was cheap up there and it was a big opportunity and what not. They went up there and bought... One, two, three sections of land, I believe it was. Two and a half or three sections of land."
Laura Schrager,0:27:45,Did anyone take care of the home place? Out here?
Mabel Hazeltine,0:27:48,Yeah. After the first year he went up there and bought this. Then he rented it.
Laura Schrager,0:27:55,Did the whole family go up there?
Mabel Hazeltine,0:27:58,No.
Laura Schrager,0:27:58,Did your mom?
Mabel Hazeltine,0:27:59,My mother didn't go until... The first trip she made up there was in...
Mabel Hazeltine,0:28:12,"1920, I believe. 20 or 21."
Mabel Hazeltine,0:28:15,She went up.
Mabel Hazeltine,0:28:16,We were down here then. She went up there. Her and my youngest sister got married. Her and her husband and mother went up that year. Then the next year we went back up.
Laura Schrager,0:28:39,"What made you go? Well, the last time or the first time?"
Mabel Hazeltine,0:28:45,The first time. When you were about...
Laura Schrager,0:28:47,how old were you? 15?
Mabel Hazeltine,0:28:51,My oldest brother and his wife were going up. Dad had bought a place for them. They were going up to farm. She was expecting a baby and I went up to cook and helped take care of the...
Mabel Hazeltine,0:29:11,one she wasn't able to. To help her that summer.
Laura Schrager,0:29:19,What did you think of it up there?
Mabel Hazeltine,0:29:23,"Well, I..."
Mabel Hazeltine,0:29:24,"I was too busy to even think. When you cook for 14, 15, maybe 20 men... you don't have much time to think much."
Mabel Hazeltine,0:29:37,For those hired men that they...
Mabel Hazeltine,0:29:40,"Yeah, almost everywhere. I went from one place from one brother's house to the other brother's house to my dad's house. Cooking, you know, when they were working on these different places."
Mabel Hazeltine,0:30:01,Then I got married that summer.
Laura Schrager,0:30:04,That first summer?
Mabel Hazeltine,0:30:05,Uh -huh.
Laura Schrager,0:30:15,Do they farm differently up there?
Mabel Hazeltine,0:30:19,"Well, uh... I don't know how they farmed now, but at that time they farmed about the same as they do here. Except up there, there was... at that time there was no fall crops. Everything was planted in the spring. Because it would freeze out in the wintertime. Got too cold. And everything was... spring crops. So therefore they were... spring was a busy time."
Laura Schrager,0:30:56,Were the people up there any different than down here?
Mabel Hazeltine,0:31:00,"Well, some of the Canadians were, but in the settlement where we were, they were an awful, awful lot of... of people from down here they'd all went up there. A lot of them, too. And there's one woman that lives down here on Asbury. Her husband's dead now."
Mabel Hazeltine,0:31:20,They were...
Mabel Hazeltine,0:31:21,"they went up there. They were real close friends of ours. And it was... well, there was about three families that we knew. Thirty night. Go home sometime Sunday night. Sunday evening. The board got dark."
Mabel Hazeltine,0:31:48,"Now, a lot of... there was some Russians up there and a lot of English people and some French people. I know there's a Russian family that lived just... Well, we could... from out on our front yard, we could see their house and part of their land around their house. And this woman was expecting a baby. And when the neighbors came that afternoon, we'd seen her out there and working in her garden. It was long in May or June. When we come in or when we ride at noon... And then after noon, we saw her out there, too, again. One... about two, three o 'clock. About four o 'clock when the neighbor ladies came up and said, Mrs. So -and -so had her baby, Isaac Wann. Well, about noon, out of my gosh, she was out working in the garden. I says, till noon. And she was out there again around one thirty -two o 'clock. Well, that's the way the Russians did it. And sure enough, she had had her baby and she was out there working. It didn't stop her."
Mabel Hazeltine,0:33:03,"Did you... I've heard that a lot of the women in the old days, they used to lie in bed for ten days. Oh, yeah."
Mabel Hazeltine,0:33:10,"Oh, yes. I didn't even want you to turn over."
Laura Schrager,0:33:13,Really?
Mabel Hazeltine,0:33:14,"Move around, just lay as still as you could. Till everything went back into place, they figured. Now that's the other way, they want to get you up and move you around."
Laura Schrager,0:33:27,"Well, did she just lie there for ten days, huh?"
Mabel Hazeltine,0:33:31,"Well, I never did."
Laura Schrager,0:33:32,"Oh, you didn't?"
Mabel Hazeltine,0:33:33,No.
Mabel Hazeltine,0:33:38,"After my second one was born, I was up the third day, giving her bath and whatnot."
Laura Schrager,0:33:48,But you just couldn't stay in bed?
Mabel Hazeltine,0:33:49,"Well, that and we couldn't afford to hire a nurse. And my sister -in -law had came up at the time she was... right shortly after she was born. She didn't get there before. And when her kids got sick and she had to go home, so... I couldn't see why I couldn't do it. I didn't think it hurt me and I guess it didn't, I don't know. I lived through it anyway."
Laura Schrager,0:34:21,Did you have a doctor come at all up there? Did they have many doctors?
Mabel Hazeltine,0:34:25,"Oh, yeah. They had doctors."
Mabel Hazeltine,0:34:26,"But the doctor didn't get there when my second one was born until... She was born about midnight and he didn't get there until about four or five o 'clock in the morning. It was a regular blizzard. It was in February and oh, brother, it was a nasty night."
Mabel Hazeltine,0:34:43,I sat up in bed and tied the cord myself.
Laura Schrager,0:34:47,You yourself?
Mabel Hazeltine,0:34:48,Yep. I did.
Mabel Hazeltine,0:34:51,"My husband brought me the string and the scissors and I tied the cord, cut it. Rolled her up in a blanket. Had her there in bed beside me when... One time my sister -in -law got there to take care of me. I thought, oh boy, I'm going to have some fun now because she'd had, I don't know, I think five or six kids. And every darn one of them she'd call the doctor two or three times just a false alarm."
Laura Schrager,0:35:20,"She'd come in and look in the bedroom and she said, you all right?"
Mabel Hazeltine,0:35:23,"And I said, yeah, I'm all right. She sat down out by the stove and getting warm and whatnot and pretty soon she says, I think you're having a false alarm. I might as well go home. Turned the covers down and she got out of bed. There was the baby laying there. And the doctor got there about six o 'clock the next morning. But oh, there's a regular blizzard. It was terrible that night. About 60 below. The wind blowing and the snow blowing."
Mabel Hazeltine,0:36:05,"That's incredible. In the winter time there was a lake between our place and the doctors, or the town. And it was 14 miles from town. And in the winter time they come across this lake. And when you got to the middle of that lake and everything looked the same and with the snow blowing and drifting and everything, I guess he went around and around and around that lake until practically daylight before he could get headed the right way. Six, seven o 'clock when he got out there the next morning. Then he bumped into one of the neighbors, I guess, or somebody that was going someplace and they got him steered out right."
Laura Schrager,0:37:02,What made you move back down here?
Mabel Hazeltine,0:37:06,"Oh, I don't know. We just got in our head and wanted to come back down here and farm."
Mabel Hazeltine,0:37:15,"The kids, the oldest little girl, was getting old enough to go to school. And of course they had the school in the summertime up there. It usually starts, school usually starts or dead. Now they don't have no country schools up where we live. The kids all have to go to town. And they have school buses, but at that time they had no school buses. And the kids, the little kids just simply couldn't go in the wintertime, that was all. School usually started and the last part of March or April depended on the weather. The weather cleared up and started a little earlier in March, but it was always over. But the last of October there was no more school."
Mabel Hazeltine,0:38:05,"And our kids, our kids would have had about three miles to walk to school and I couldn't see that. And my husband, he wanted to come back down here and farm, so one of his half -brothers came up and sold the farm up there to him."
Laura Schrager,0:38:32,Did you like school when you were a kid?
Mabel Hazeltine,0:38:36,"Yeah, pretty good."
Mabel Hazeltine,0:38:41,"Until the last year that I went to school when I was in 11th grade, they taught, see they taught the first two years of high school out there at Four Mile. The first year was fine, the last year we got a teacher that was lazy and she wanted the other kids to, well she kept us busy here in the lower classes. She'd sit up there and read a book and this and that and the other. Finally I just quit. She wasn't teaching us anything. I don't think she could teach high school really. I don't think she knew any more than we did because you'd go to her with some algebra problem or something and maybe she'd get it right and maybe she wouldn't. Was high school very different than - Oh yeah, it was a lot different than it is now. My folks didn't believe in girls, especially if you come into town to go to high school, so that ended it."
Laura Schrager,0:39:48,What was going to happen in town? What was wrong with a girl?
Mabel Hazeltine,0:39:52,"Well, I just would have nobody to tell them what they could do and what they couldn't do, I guess. I don't know what their idea was. Well, there was a couple of other girls from out there that had come into town here. One of them went to Blue's and one to Moscow and both of them got into trouble."
Mabel Hazeltine,0:40:18,"And besides the older people, at them days they didn't, you know, they thought, well, a woman is going to be nothing but a housewife. She don't need an education anyway. As long as she can read and write, figurative, that's all that's next there."
Laura Schrager,0:40:38,Did that happen often that girls got into trouble?
Mabel Hazeltine,0:40:40,"Not as often then as it did now, but it was a terrible crime then when they did. Now, you know, they don't think nothing about it. But at that time, why, gee, they were just - why, you wasn't supposed to even be seen in the same crowd with them or anything else. They were just terrible, that was all."
Laura Schrager,0:41:03,Did they usually leave the country or something?
Mabel Hazeltine,0:41:08,"Well, sometimes they did, not always. I know there was one girl that went to our school. I heard younger sister and I chummed around a lot together. But after Lizzie got in trouble, I - I - Eddie could come up to our place, but I couldn't go to her place. Lizzie finally got married and moved away."
Mabel Hazeltine,0:41:44,"That ended up - you ended up having a fight over that, I remember, with your mom."
Laura Schrager,0:41:55,Can you tell me that one again?
Mabel Hazeltine,0:41:57,"Oh, gosh, I forgot now, just what the heck that was all about. It was about dancing and the fact that Lizzie got pregnant. Well, I figured she got pregnant coming home from a dance."
Mabel Hazeltine,0:42:16,I remember you - your mom didn't want you to go to dances because she thought you'd get in trouble.
Mabel Hazeltine,0:42:22,"Yeah, I - I told her if I wanted to get in trouble, I'd get in trouble just as well coming home from Sunday school as I came from the dance."
Laura Schrager,0:42:42,"Oh, yeah, were your parents against music at all?"
Mabel Hazeltine,0:42:45,"Oh, no, no, they weren't against music. They didn't care about this old dance music and stuff like that. They liked more of the old songs, like my old Kentucky Home and, you know. And I suppose their idea of Finn was the same as maybe ours is now with this darn rock and roll and whatnot, you know. To me, there's no music to that. It's just a bunch of hollerin' and blairin' and a bunch of noise."
Mabel Hazeltine,0:43:30,"Oh, yeah, there was something about - you told me the story last time about the first drunk man you ever saw."
Mabel Hazeltine,0:43:36,"I just thought it was workin' for the folks. We got up one Sunday morning, and he was laying out in the front yard. The folks wanted us to go call him for breakfast. None of us would go, but we'd get around and peek around the corners to watch him because we'd never been that close to a drunk man before. One of our neighbors had three boys, and their father drank a lot, and they used to go by on the wagon and get beer or something by the barrel or something. No, they hauled water. That was it. And these barrels, they didn't - their well went dry. I remember my dad was sayin' the way they was rollin' around on the wagon, you didn't know which was the barrel and which is one of the guys. There - every one of them are dead now."
Laura Schrager,0:44:52,"Oh, yeah, when you came back from Canada, were things changed much from when you left?"
Mabel Hazeltine,0:44:58,"Well, not an awful lot, except that a lot of the kids I went to school with and friends and people had moved away and outside of the other conditions, they were about the same. Or we wouldn't have noticed it because we would come down practically every winter from up there and was down here for two, three months. We'd usually come down in last November and stay until February or March and go back up. So, if they changed, we just didn't notice it."
Laura Schrager,0:45:42,Was the railroad being built when you were down here? The inland through Viola?
Mabel Hazeltine,0:45:49,"That was already built for where we ever left here, I think. Oh, yeah."
Mabel Hazeltine,0:45:57,"I don't remember just exactly when it was built, but it was there from the time - Oh, I must have been eight, nine years old anyway, maybe."
Laura Schrager,0:46:12,Did you fool around down there when they were building it at all?
Mabel Hazeltine,0:46:15,"No, no."
Mabel Hazeltine,0:46:16,"We were - oh, a good mile from where the railroad went through where we lived. The only time we were ever up there, we'd just cross it to go to Viola or something like that. No."
Mabel Hazeltine,0:46:36,"I don't even remember. I can just faintly remember when they were building that trestle because I didn't see how they were going to get it up that high as it was, hold a train. But that's about all I can remember about it."
Mabel Hazeltine,0:47:01,He could probably tell you more of the old -time stuff than I can. I don't know about an old -timer. I know.
