speaker,timestamp,End Time,words
Norla Callison,00:05:33:03,00:05:53:08,"Year. Yeah, well, it was no good at all. And but I got to go over and it turned in and we had a work fresh. And I couldn't dig it out. That's all I had to put in my mouth. Anything. And you know what? I got that right. And it rained and rain and I just couldn't work, couldn't work, couldn't work."
Norla Callison,00:05:53:10,00:06:11:08,"And I finally had quit rain in the last I me and I went over and over here mash up. And I remember I finished up some recorders out and it started to rain. Yeah, it was wet, two wet to really be hidden, but I had to do it. Had to do."
Norla Callison,00:06:11:11,00:06:12:18,The 50 to.
Norla Callison,00:06:12:20,00:06:42:26,"50. You never forgot that because the fifth day you that I cheated that Confederation week. I guess you could be a good. All right. I see that the Federation. And so I helped me that 40 week. Yeah. No furlough until, you know, 40 weeks on in life. I finished up on a shower, but I can't get here. But it was even before rainbow."
Norla Callison,00:06:42:27,00:06:44:29,I got a.
Norla Callison,00:06:45:01,00:06:53:10,"Black bring with me and I was brewing, and that was pretty good. Crop crew in the 41. That was. Oh yeah."
Norla Callison,00:06:53:13,00:07:16:25,"Yeah, 41. In the morning I went up and help cut neighbor came freed up here. But it was wrong. 41 and by golly we finished up when we had, we was as soft as Marsh and it didn't taste frankly, chalky just hated chalky. And my mom was beside himself to get cut the morning I went to work one day in the two hours and that would make."
Norla Callison,00:07:16:25,00:07:44:19,"This was number two commander in my field. Yeah, he had the all figured out. Come on. He had. I had the old case. But anyway, we finished up only to get him pretty. And even though I and you know people so let them come by and tracks wasn't me thinking in pulling hard steel wheels. That's right. You talk about pulling hard, you get a book for you."
Norla Callison,00:07:44:20,00:07:50:24,Thank you for we didn't. You could see every one of them back from the field. And then they were still coming in just about that day.
Rob Moore,00:07:50:27,00:07:51:15,About three.
Norla Callison,00:07:51:18,00:08:07:15,"And it we finished up. It was a shower and that was the last it rained and there was never another criminal court around here. but of course the rest that was was done. Bob didn't ever come back. He was at the mercy of the wind. Yeah, right. But it was not over. I know that."
Norla Callison,00:08:07:21,00:08:22:25,"We, we cut barley about 9.8 acre a mark, but. And I could only get the bulk cans about half full. The front wheel would fly. And if I come from one, it would slide."
Norla Callison,00:08:22:27,00:08:30:21,"And over to you. Take that right out of wet wheat swelled up by that chalky stuff. And by golly, it was wet. It wouldn't hardly."
Norla Callison,00:08:30:21,00:08:33:10,Run. Yeah. Remember in the days if.
Norla Callison,00:08:33:13,00:08:37:22,"You just one room, I drive, we just swishes going like that, you know."
Rob Moore,00:08:37:22,00:08:40:15,"Whether we like that wouldn't be worth much to sell, would."
Norla Callison,00:08:40:15,00:08:48:11,"It? Well, it is more of the hogs. Yeah. And there's no food value in it. After wheat gets wet so many times it takes all the food back out."
Norla Callison,00:08:48:13,00:08:56:27,"Oh, I proud a lot of I was right all right in here. But you know, no, I fed I had a whole bunch of us that were."
Norla Callison,00:08:57:01,00:08:57:25,"You know, just stand around."
Norla Callison,00:08:57:26,00:09:01:05,"Squeal and I just, you know, they didn't do nothing."
Norla Callison,00:09:01:06,00:09:07:29,"You were time you were out there. The old Jimmy at the feeder there or at the fence looking up at you, squealing. There's no food value to it."
Norla Callison,00:09:08:01,00:09:15:09,There's. You can feed him all you want. And I fed mine and itself fitted and never did run out of it. No no no growth.
Norla Callison,00:09:15:13,00:09:16:28,No no there's.
Norla Callison,00:09:16:28,00:09:32:25,No I haven't I have 3 or 4 feral and it's run the feral 31 through the three. And I said one you remember director for Raider board that or died in shortly after that.
Norla Callison,00:09:33:00,00:09:35:05,Yeah. I don't mother wasn't the.
Norla Callison,00:09:35:11,00:09:42:02,Right mineral you know. And then if I don't know if I had any I never I've never fed them in that kind of thing before.
Norla Callison,00:09:42:05,00:09:46:19,"That was the same year Jordan Davison had this piece. You over here at Bob's, you know, across the golf."
Norla Callison,00:09:46:20,00:09:47:00,Yeah.
Norla Callison,00:09:47:06,00:09:54:21,"The corners over there are if you and I owned the Bob corners up, we had them getting served. We had one of the best."
Norla Callison,00:09:54:23,00:09:56:07,All the town.
Norla Callison,00:09:56:09,00:10:10:25,"Club. I was on an oil field. Oh it was a it hit George. Right Ken. Yeah. Well that was a good week. And it got wet and rain and they crashed and harvested and he had a mr. pig there and you know, he ran pig. You know, we done nothing."
Norla Callison,00:10:10:27,00:10:11:22,Know there.
Norla Callison,00:10:11:25,00:10:17:00,And the up before spring they all got sick. You remember. Yeah. And you had pigs dialect fly.
Norla Callison,00:10:17:02,00:10:17:23,"They, they."
Norla Callison,00:10:17:24,00:10:18:17,Just they just.
Norla Callison,00:10:18:17,00:10:20:05,Shipped them in there from Montana.
Norla Callison,00:10:20:06,00:10:35:15,"Yeah. They brought in some disease there. And he. If he didn't have one mash and then feed that crappy wheat with no food value and he got disease from them, Montana was mixed in on his pig and he just lost hope like that, like flies."
Rob Moore,00:10:35:18,00:10:51:03,"But I, I heard from a woman down Genesee that the way that her grandfather saved himself and that what harvest in 1893 was that he turned his his hogs loose in the in the stacks, in the wheat stacks, you know, and that's the only way he managed to make anything out of."
Norla Callison,00:10:51:03,00:11:02:07,"I have heard of people that turn him out in the field, you know, John, what do you tell your story? He told John there before because that was a good fall later on. Pick up over here. And the fat man ain't big."
Norla Callison,00:11:02:08,00:11:07:15,"No, no no no for the I used that market place to help truck."
Norla Callison,00:11:07:17,00:11:13:29,"Well that's all I had in mind. Well, John used to run his on his wasn't home pack run over the canyons I never."
Norla Callison,00:11:14:01,00:11:20:01,"Yeah, well, I ran out of Crowder and I don't think they didn't 5 pound all fall."
Norla Callison,00:11:20:03,00:11:22:07,Remember Sam beginning to always turn his page up.
Norla Callison,00:11:22:13,00:11:30:27,"Yeah. Ever. And then just, above the just run. You know what I mean? Well, that's I know they."
Norla Callison,00:11:30:27,00:11:33:19,"Run the red box. Well, yeah."
Norla Callison,00:11:33:19,00:11:41:08,"The the refinery. I tell you, it was a little different. Well, they used to shop for car. The head would all be."
Norla Callison,00:11:41:10,00:11:41:23,Around the.
Norla Callison,00:11:41:23,00:11:46:08,"Yard, around the shop. But when you come back in a different story."
Norla Callison,00:11:46:11,00:11:48:08,"Well, I'm thinking about fresh water station."
Norla Callison,00:11:48:13,00:11:49:01,Yeah.
Norla Callison,00:11:49:03,00:12:00:07,"Thank you. Steve. I mean, I know John, Woody and Sam like him. They all they pretty much had their place at all things except when they came in and whatnot. Now, they wouldn't go down in there anyway, but they had the hogs and pick up all the hints."
Norla Callison,00:12:00:07,00:12:10:00,"Yeah. I'm sure you remember how it used to be around the track too long about your head. You know? But yeah, well, the Cumberland River never saw that 104."
Norla Callison,00:12:10:00,00:12:17:15,"And basically, if you were cut, I blind the bottle. Yeah. You would always, if you had got away from you on the ground, you know."
Norla Callison,00:12:17:18,00:12:24:00,"No. Well, hogs had a wonderful time then. George is."
Norla Callison,00:12:24:03,00:12:25:22,"Never happy. Oh, yeah."
Norla Callison,00:12:25:24,00:12:26:14,And they.
Norla Callison,00:12:26:17,00:12:35:27,He was they were happy hogs. my weeds getting up again. Can't reach up again.
Norla Callison,00:12:36:00,00:12:38:20,"Oh, yeah. It up today, I wonder. Yeah."
Norla Callison,00:12:38:20,00:12:47:03,"Well, today we heard you. I think it went up $0.02 in 85."
Norla Callison,00:12:47:05,00:13:11:26,"How do you. 522 and point five 2522. Yeah. I mean, I understand, I know we used to have, you know, between Canada and Portland, but we are 20, 21 since we're gonna go a little bit. But more on the free from, you know, the day, you know, $0.36 difference between Canada and Portland. I just can't see how we got that."
Norla Callison,00:13:11:28,00:13:20:06,"All right, I don't know. I'm quite sure the French Mr.. But you the week prices."
Rob Moore,00:13:20:06,00:13:26:14,Have never been anything like this before have you. Pardon. We prices have never been anything like this before have they.
Norla Callison,00:13:26:17,00:13:30:25,"No, no. Well what did they get up there in the world? football."
Norla Callison,00:13:30:25,00:13:32:27,World. I never got this I know.
Norla Callison,00:13:33:04,00:13:38:12,"Oh no no, no I don't. They get to 100. Did they get to three?"
Norla Callison,00:13:38:15,00:13:39:15,Yeah. I think at home a three.
Norla Callison,00:13:39:15,00:13:51:02,"Dollar we share the highest we ever felt was a dollar or $2. And, I think it was $2 and a quarter, I think 35."
Norla Callison,00:13:51:06,00:14:06:06,I think it got up around $3. I know the few folks of helped the bargain. Broke the number. Yeah. Broken the help before ours and and they didn't have chance not to turn loose. You just kept a hold on going hold a couple years in the storage and it.
Norla Callison,00:14:06:08,00:14:11:00,"Right in broke. And in the meantime we went down, down, down."
Norla Callison,00:14:11:02,00:14:14:01,That's right. And storage went up and up.
Norla Callison,00:14:14:04,00:14:26:08,"You know, I was so scared this fall and they were going to break. I fell for 437. But I don't regret it. No. we price. Yeah, sure. But I've still got."
Norla Callison,00:14:26:08,00:14:40:28,"Half of it. I hope that's the first year, we can sell it now, but he he can sell it or not. Take money until after the first. Yeah, he's a watch it all because."
Norla Callison,00:14:41:00,00:14:49:29,"Oh, yeah. Yeah. You know, here about ten days ago, it was down to the 40."
Norla Callison,00:14:50:01,00:14:50:16,Five.
Norla Callison,00:14:50:18,00:14:59:02,"People in Denver and said, yeah, yeah, but I think it was television. Correct."
Norla Callison,00:14:59:05,00:15:20:03,"I think it was down around 470, 140. Yeah. I don't know. I think broke it off between Portland, you know. And things like that. Right. Legend I was out of school last week and I don't want to say running."
Rob Moore,00:15:20:05,00:15:21:00,Yeah.
Norla Callison,00:15:21:03,00:15:21:23,But you had that.
Rob Moore,00:15:21:24,00:15:23:22,"Thing, right? Yeah, I sure have."
Norla Callison,00:15:23:24,00:15:47:19,"Turned it off. Oh, they were how food labels. We had quite a bit of strategic food. You know, he gave me his cookie. No, no. Keep it. I don't know if you ever thought. And by God, I got a little cellophane bag about that. The 396 or at a grocery store in Vietnam? No."
Norla Callison,00:15:47:19,00:15:52:27,"Who ever heard of. Yeah. Okay. Well, think about how."
Norla Callison,00:15:52:27,00:15:59:19,"Long for this to be here. 45 about, I'm 45. A pound, 2 pound bag of $0.90."
Norla Callison,00:15:59:20,00:16:05:27,"Well, yeah, but that's profit you got, you know, pay for that bag and put them in it."
Norla Callison,00:16:05:27,00:16:09:09,And I got to put it in the bag in the machine to grab them.
Norla Callison,00:16:09:13,00:16:17:14,Yeah. Right. And if you take it's a big crack. Our house. The dog.
Norla Callison,00:16:17:17,00:16:24:06,"My grandmother. You think the best thing in Sioux Powder should be for. Well, she could really make good me."
Rob Moore,00:16:24:08,00:16:32:13,Did people usually in the early days when they take their crops in and buy them back after they're processed or they process in themselves like peas when they.
Norla Callison,00:16:32:15,00:16:33:17,Get another home?
Rob Moore,00:16:33:20,00:16:34:11,Yeah.
Norla Callison,00:16:34:14,00:16:38:17,It's called onions and stuff like that. We all kept beans in that last all water.
Norla Callison,00:16:38:20,00:16:40:18,"Oh, are you before the reprocess?"
Norla Callison,00:16:40:21,00:16:45:17,Yeah. We got we didn't process and we just kept a few beans at home. I don't know how we didn't buy how.
Rob Moore,00:16:45:21,00:16:46:08,How did you clean.
Norla Callison,00:16:46:08,00:16:51:20,"Them up? Well guess what. I'm do the same meal and take them out and put it down the ground. Well, you know where and when."
Norla Callison,00:16:51:22,00:16:54:01,everybody do your job at mill.
Norla Callison,00:16:54:04,00:16:54:20,"Oh, have."
Norla Callison,00:16:54:20,00:16:59:17,"Anybody out of town? Military is wrong. State, Grand Bahama and immoral that no right."
Rob Moore,00:16:59:17,00:17:03:29,That's right. That's that's like winnowing. That's. It's like that's winnowing when you. Yeah.
Norla Callison,00:17:04:00,00:17:08:05,Throw down the regular stream and and.
Norla Callison,00:17:08:07,00:17:21:19,"We're going to do what they can there. And it goes on, the fan goes out and the crap goes out the back end. You know, we used to, used to have dusters treated their own wheat. And everybody got to leave. You know they don't do that. Here. Take it home. Yeah. Rather than mail."
Norla Callison,00:17:21:19,00:17:22:29,It to your house.
Norla Callison,00:17:23:01,00:17:49:14,"Yeah. Yeah. No we used to lie down in the farmer and everything years ago. We put near come off of the farm. That's right. We had our own milk. Modern cheese and eggs and cured meat, raised their own vegetables and had her own being. broom brooms. And I used to be several dryers on the right here."
Norla Callison,00:17:49:14,00:17:50:24,Yeah.
Norla Callison,00:17:50:27,00:17:55:24,"Three at one time. Wonder. Yeah. Oh. My job. Oh, Russell."
Norla Callison,00:17:56:00,00:18:08:00,"Oh. Hey, Roger. yeah, I ever. Oh, you're going to remember one this, one this place over here, the George farm. Your grandma came play that that was all opportunities at one time."
Norla Callison,00:18:08:00,00:18:08:15,Yeah.
Norla Callison,00:18:08:17,00:18:26:26,Right it out. You know they're out in the open a place. Yeah. At the packing plant there. That apple. Last apples I remember on that over here on this piece of ground walking with in that girl that goes up to where are go in the O'Connor place the fight prisoners up in that cold. Remember on the hill.
Norla Callison,00:18:26:26,00:18:32:16,Good morning. But there gravity zero three the go to school view. 3 or 4. Three.
Norla Callison,00:18:32:18,00:18:33:09,Yeah.
Norla Callison,00:18:33:11,00:18:42:06,And you go by. Then I forget about the kids and I go up and get them out of the door. They want to snap. It's gotta get the whole apple pie.
Rob Moore,00:18:42:09,00:18:45:23,Did you both go to school at the schoolhouse that Frankie lives in now?
Norla Callison,00:18:45:25,00:18:47:27,"Over there? Yeah. Well, not that building."
Norla Callison,00:18:48:01,00:18:49:09,Is the same place for different.
Norla Callison,00:18:49:09,00:18:53:00,"Yeah, and first for a different one."
Norla Callison,00:18:53:03,00:18:54:25,"You know, a little further down the hill."
Norla Callison,00:18:54:27,00:18:58:14,"Yeah, just about the width of the field. but that's right."
Norla Callison,00:18:58:21,00:19:08:15,You play baseball on the upper side as you. All right. Ready for it? House. Proud of our brother. Baseball I love you. The fact that you are from Mexico.
Rob Moore,00:19:08:18,00:19:10:00,Did you break a few windows that way?
Norla Callison,00:19:10:00,00:19:15:09,"Oh, out the window on the back. On the back in the window. What is on that arm? And that's my backstop."
Rob Moore,00:19:15:11,00:19:21:05,Were there were there quite a few sporting games and things played and played in the school in those days?
Norla Callison,00:19:21:07,00:19:24:24,"Well, every one of these Rangers had a baseball team."
Norla Callison,00:19:24:27,00:19:26:01,Yeah. And one time.
Norla Callison,00:19:26:06,00:19:35:12,"And one time. Right. One time. Every time this redheaded baseball bat. Cameron and anyone, not every town, of course."
Rob Moore,00:19:35:12,00:19:36:27,Would you go out and play each other?
Norla Callison,00:19:36:29,00:19:42:25,"Oh, yeah. Play on Sunday afternoon, You play over here, we'll have in the red barn. And me. But they're not flat."
Norla Callison,00:19:42:26,00:19:47:27,"Well, yeah, that was before my time."
Norla Callison,00:19:48:00,00:19:51:24,"But before my time away. Dean told me. Yeah, you played that."
Norla Callison,00:19:51:26,00:19:52:28,Friend of Wallace?
Norla Callison,00:19:53:05,00:20:10:09,"Yeah, they played right across the road there. George, you got that patch he puts north? Yeah, across the road there between the creek and the highway is. No. Yeah. That was a baseball game. But you stayed on, right? Yeah. Yeah. Well playing baseball afternoon I was more yeah. Wade said I was born playing baseball."
Norla Callison,00:20:10:12,00:20:14:15,"Yeah, I remember, I remember one time in that time I think they played up there."
Norla Callison,00:20:14:15,00:20:17:01,King they all fall for that.
Norla Callison,00:20:17:03,00:20:18:21,I'll tell the building I have a.
Norla Callison,00:20:18:21,00:20:19:19,"Georgia garage, y'all."
Norla Callison,00:20:19:19,00:20:38:22,"And I remember one time the car boys came over here from Tech Ridge. Yeah. And I was holding a picture team not far from the picture, and it'd be a little barren. A little bear, her. Yeah, that that perfect cross was."
Norla Callison,00:20:38:23,00:20:42:08,"Right across the street. Yeah, right across from."
Norla Callison,00:20:42:11,00:20:42:21,All right.
Norla Callison,00:20:42:22,00:20:43:27,No Harlan.
Norla Callison,00:20:43:29,00:20:44:22,Ridge.
Norla Callison,00:20:44:25,00:20:52:09,"No. You're not hungry at burger. Okay. Burger. Yeah. It's, it's between Bear Creek and Burger."
Norla Callison,00:20:52:13,00:20:53:28,Yeah.
Norla Callison,00:20:54:00,00:20:57:24,Here people are. Ball at the park right now. Yeah. You that's that. I work bridge.
Norla Callison,00:20:58:00,00:21:00:21,Yeah. They they come over here.
Norla Callison,00:21:00:26,00:21:16:15,"Yeah. I don't cross the face of the house. LeBron said I wanted we can, you know. Yeah, I give him problems or not. you know, I, I'm in there for years and years and years. Last fall one they made I've in the mall for Cunard. What in the food brokerage. You've been as far down as the center."
Norla Callison,00:21:16:18,00:21:32:03,"Yeah. We went down with the saboteur. I said let's go down to and third down again. Oh, Carl, you know what? It must be three miles and they're all down here. Well, by the what? After that, can I favorite down to."
Norla Callison,00:21:32:03,00:21:33:16,The ground zero.
Norla Callison,00:21:33:19,00:21:39:06,"Level. We go down there and turn around there the gym, house and back there."
Rob Moore,00:21:39:08,00:21:47:08,It's been in the these baseball games. There are a lot of competition between the different ridges and in terms of sports and stuff like that.
Norla Callison,00:21:47:10,00:21:49:09,"Well, I think baseball is on the game."
Norla Callison,00:21:49:14,00:21:53:19,Playing baseball and baseball is the only game I think right now.
Norla Callison,00:21:53:20,00:21:59:25,Why baseball? And it doesn't have any bearing in practice. I just got to practice while they play it.
Rob Moore,00:21:59:27,00:22:03:22,"Well, we one team walk over to another ridge and play there or what?"
Norla Callison,00:22:03:24,00:22:06:01,"Well, usually horseback."
Norla Callison,00:22:06:03,00:22:07:01,Or.
Norla Callison,00:22:07:03,00:22:09:13,Even buggy.
Norla Callison,00:22:09:15,00:22:10:27,Crowded before cars are.
Norla Callison,00:22:10:29,00:22:15:16,Practically everybody rode horseback Thursday.
Norla Callison,00:22:15:18,00:22:16:11,"Oh, hardly ever."
Norla Callison,00:22:16:11,00:22:19:23,Happened to having a motorcycle or a car at a horse.
Norla Callison,00:22:19:25,00:22:29:04,"And women, kids go in the back and the young bucks and the baseball players had a horse. The driver family."
Rob Moore,00:22:29:07,00:22:47:20,"What was it like in the in the, in the one room school did I know like like like when you watch, when you watch a TV show or something about about those days, the kids are always playing tricks, like, you know, slipping a frog in the teacher's desk or something like that. And that kind of stuff happened a lot or was a lot calmer there."
Norla Callison,00:22:47:22,00:22:56:14,So I would say there was very little of a record the teacher wanted to have on the back of her head.
Norla Callison,00:22:56:17,00:22:57:13,The one fan left.
Norla Callison,00:22:57:13,00:23:07:20,"To know that in Denver we had one little girl down there you probably remember that had a buggy whip. She usually, the kid, Well, I remember Sarah."
Norla Callison,00:23:07:20,00:23:12:21,"Sweet. You remember she stayed here? I know she bought it over here at, Yeah."
Norla Callison,00:23:12:23,00:23:13:18,Yeah.
Norla Callison,00:23:13:20,00:23:29:26,"I remember she had a she had a cut off broomstick. you cut the broom off and had that. Did I tell you how that was a very effective wire? But he he just reach out and remove that thing, and I'm sure one time he took it right side. You have it."
Norla Callison,00:23:29:28,00:23:33:06,You know what's cool? To a doubt. You know.
Norla Callison,00:23:33:07,00:23:33:25,What? I heard about.
Norla Callison,00:23:33:25,00:23:47:20,"It, right? She knocked all papers off my desk one time for the whole front. More war. Yeah, yeah, I was just little sweeter. Boy, boy took them,"
Norla Callison,00:23:47:22,00:23:50:04,I bet he was. No one scared? You probably heard a pin drop.
Norla Callison,00:23:50:12,00:24:06:08,"Yeah, yeah, yeah. She sure a good old Frazier to go to work. Yeah. She had a twisted rawhide, Yeah. Twisted rawhide. Whipping boy. I tell you one that came down, it went really well."
Rob Moore,00:24:06:10,00:24:16:00,"Well, she didn't have any. They didn't have a problem keeping the light. Some of the boys would be really, really old when they went out, you know, 16, 17 around in there."
Norla Callison,00:24:16:02,00:24:24:03,we got pictures in here. We've got a picture. Some kid going to school. They looked like young man wearing mustache.
Norla Callison,00:24:24:04,00:24:32:23,"Big, long, flowing like that. Yeah. We got on an old man named George Davison, and, dad, just bald."
Norla Callison,00:24:32:26,00:24:34:10,And fat on the grill. Hard tackle.
Norla Callison,00:24:34:13,00:24:45:02,"Yeah, those kid real hard on that. And George Basher. Yeah. And they all had big grow then everybody's but grown man."
Rob Moore,00:24:45:04,00:24:47:26,Wouldn't you have a hard time keeping that name guys.
Norla Callison,00:24:47:26,00:24:52:16,"Were they. And, they were all good guy."
Norla Callison,00:24:52:18,00:25:01:28,"Any would know the Backstreet Boys all, I think they all became but proficient in the. Sergeant."
Norla Callison,00:25:01:28,00:25:02:25,And I think they were.
Norla Callison,00:25:03:01,00:25:06:01,Yeah. I think you.
Rob Moore,00:25:06:03,00:25:07:05,So they must have gotten some pretty good.
Norla Callison,00:25:07:05,00:25:16:09,"School over there. Those two that I remember, that big arm there were George and Lester back. I want to be more. No, no, no, no."
Norla Callison,00:25:16:11,00:25:20:08,I think they were. I think 2 or 3 of them.
Norla Callison,00:25:20:10,00:25:23:26,"But I don't know, they play. They lived on the Woody place."
Norla Callison,00:25:24:03,00:25:24:21,Yeah. I kind.
Norla Callison,00:25:24:21,00:25:25:16,Of go back.
Norla Callison,00:25:25:18,00:25:26:20,"And,"
Rob Moore,00:25:26:23,00:25:27:24,What's your name?
Norla Callison,00:25:27:27,00:25:28:13,Badger.
Rob Moore,00:25:28:16,00:25:29:04,Badger?
Norla Callison,00:25:29:12,00:25:32:18,"Badger, Basak. Hey."
Norla Callison,00:25:32:20,00:25:45:01,"What? I think one of the boys came back when Peter was still alive and stuff and saw, but I can't remember which one."
Norla Callison,00:25:45:03,00:25:48:11,"Did you see if that was alive, the youngest one would be a hundred years old."
Norla Callison,00:25:48:14,00:26:04:11,"Yeah. They, But they were. One of them was, no. what they call surgeon. the big name in California, I forget,"
Norla Callison,00:26:04:17,00:26:07:25,What I think he left here and went to California.
Norla Callison,00:26:07:27,00:26:19:21,"And, Oh okay. Yeah. They were so good. People came out of school, you know what I mean? educated, you know."
Norla Callison,00:26:19:23,00:26:25:09,"Some ways, I think the kids in the country schools. They get a lot."
Norla Callison,00:26:25:11,00:26:38:26,I think. I honestly think that it was the worst mistake that they never made or they couldn't follow the school. no. It was the worst respect for them.
Norla Callison,00:26:38:28,00:26:44:25,And it always got to be less. But anybody had any sense at all. I knew that it couldn't be right.
Norla Callison,00:26:45:01,00:26:49:08,"And, taxes have been nothing but go up route."
Norla Callison,00:26:49:10,00:26:55:05,Have you heard? they're hiring a teacher. They're hiring a bus driver. And you got a bus? Yeah.
Norla Callison,00:26:55:08,00:26:57:12,"And they're going, you got the main candidate in class."
Norla Callison,00:26:57:14,00:27:13:24,"And everything, and it just can't be cheaper. Really? They ain't good for my country. I know where you went to it. We all went through it. One teacher, Dade grade, and and she didn't have time to spend much time on anybody who would get a few minutes to each clap."
Rob Moore,00:27:13:25,00:27:16:06,"With the older kids, help out the younger kids sometimes, and."
Norla Callison,00:27:16:06,00:27:35:11,"All they would pay you depend on their own people getting their own lesson book, but the the kids down the line I for I think the country school had it on the other. Oh I see a kid in the fifth grade. He'd sit there and he'd listen. He did his work, done. Or maybe he just he just let him pick a name."
Norla Callison,00:27:35:11,00:27:42:00,"He's not sure, but he listened and he'd hear the kids in the seventh and eighth grade retired grade everything."
Norla Callison,00:27:42:06,00:27:43:08,Yeah.
Norla Callison,00:27:43:10,00:27:54:02,"And he you'd hear that before you ever got there. And when he got up there, why would he do a lot of that? You know, that's where I think a lot of the countries who are going to head on the other when they get hit, they look."
Norla Callison,00:27:54:05,00:28:00:24,"Well, you probably remember when, they used to give eighth grade examination."
Norla Callison,00:28:00:26,00:28:01:20,I took one.
Norla Callison,00:28:01:22,00:28:16:02,"And nine times out of ten, that would be a country school that got the higher grade. Yeah, yeah. kids from country school would come up from the higher grades up."
Norla Callison,00:28:16:05,00:28:17:26,"That were. And I say, how long."
