speaker,timestamp,words
Selina Smith Pierce,00:05:54,That was just a grocery store then. We put in dry goods and we made a bigger store of it besides groceries.
Selina Smith Pierce,00:06:14,There was two. I'll say there was two other grocery stores.
Selina Smith Pierce,00:06:25,"Besides ours. So, you know, it was a small town. There wasn't very much for a person to make in that small place. And then my husband worked for the Hazelwood Creamery. He put it in a cream station and we tested cream too."
Laura Schrager,00:06:55,"Oh, for a while you did both? You ran the store?"
Selina Smith Pierce,00:06:58,"Yes, ran the store and the cream station at the same time. And he was sick so much that the cream station fell on me a lot. Because, and those big heavy cans were terrible to lift up on the scales to weigh. There was a freight man that picked up the cream every day and brought it in. I don't know if he took it to Moscow and shipped it from there or what, but he picked it up from our place. We tested the cream and paid the farmers there. They checked. I learned to test cream."
Laura Schrager,00:07:44,Would you test the cream for how clean it was?
Selina Smith Pierce,00:07:49,For butter. Butter fat.
Laura Schrager,00:07:50,You didn't care how dirty it was?
Selina Smith Pierce,00:07:51,"Oh yes we did. We did send some back that people brought in. We found a mouse and warned. And my husband just took and dumped the cream right out and told the person that he wouldn't take it. He wouldn't even try to ship that. So, he couldn't mix that in with good cream, you know."
Selina Smith Pierce,00:08:24,Things like that could happen when you really didn't realize it too.
Laura Schrager,00:08:35,"Before the fire came, was the grocery store that you had there, was that all it sold? The one that you ran before the fire? Was it just a grocery store?"
Selina Smith Pierce,00:08:49,"No, we had the cream station that was on it too then."
Laura Schrager,00:08:53,"Oh, even before that fire?"
Selina Smith Pierce,00:08:54,Wait a minute.
Selina Smith Pierce,00:09:02,I couldn't say for sure.
Laura Schrager,00:09:05,"But you started that really early on, the cream station?"
Selina Smith Pierce,00:09:08,"Yes, we did."
Selina Smith Pierce,00:09:15,"And then we stayed there until my husband was called here for the cream, the cream maker called him. It was a Hazelwood cream maker. And they called him here. They was having some lawsuit or something. They called him here as a witness. But then he decided when he got up here that he'd just get a job up here. So that's how we got up to Spokane. He knew I didn't like it down there very well."
Selina Smith Pierce,00:09:50,"Oh, there were some lovely people living there. Very nice people."
Laura Schrager,00:09:56,Were there any people that you particularly liked?
Selina Smith Pierce,00:10:02,"Oh, I liked them all."
Selina Smith Pierce,00:10:07,"Of course, I especially liked our neighbor. Well, after we burned out, we built a small building and started in that. And then we moved that and made a home of it. Moved that over on the lot. And we made our home in that. That's where we lived until we bought a bigger house up on the hill. Same street that we was living on. But it was up on the, I think it was called Idaho Street. I'm not too sure. Those streets never went for many, many ways. And we, yeah."
Laura Schrager,00:10:54,Were you able to make a fairly good living at the store?
Selina Smith Pierce,00:11:00,"Well, we made a living and that was all. No, it really wasn't too much of a paying proposition. So that's why when he came up here, he decided to go to work up here. So he went to work for Sears and Roebuck."
Laura Schrager,00:11:19,Was it better in the earlier days than later?
Selina Smith Pierce,00:11:23,"Oh, yes. Yes, it was."
Selina Smith Pierce,00:11:29,"Of course, after we burned out, we had quite a struggle, you know. You got to pay for all your bills, but we only had $1 ,000 insurance. It was a frame building and it went up like paper. Everything burned. We didn't get a thing out."
Selina Smith Pierce,00:11:50,"Could you tell me that story of the fire and what I wanted to start with is some of the... Well, there were two reasons I remember that you said that you thought it could have, you know, that it was likely set. One of them being that your husband... I felt..."
Selina Smith Pierce,00:12:13,"Now, I don't know whether it could have been and it could have been that I don't know what would have started it other than this druggist next to us. He had unpacked dishes with Excelsior. Now, it could have been that there was a bonfire or something, a little spark blew in there. But it seems like it would have started before 3 o 'clock in the morning if that had happened. That's always been my idea that it was set."
Selina Smith Pierce,00:12:56,I thought you heard some noises. I did.
Selina Smith Pierce,00:12:58,"I heard somebody walking between the buildings. There was a space where people could walk between our building and the hardware. And I heard someone and I said to this girl, the niece of my husband, who was with me, and I said, somebody walk between the buildings here. And it was only about 15 to 20 minutes when one of the neighbor women was knocking on the door and she said, come help us put the fire out. Well, we ran out. And when we got outside, that fire, of course, had broken... got right in our building. And we had a hard time to get back in because the blaze was coming right over the door. So we ran in. My son was 3 years old and he was screaming bloody murder in his crib. So I just wrapped him up and sent him, his niece, with the baby and got him over to the hotel across the street. And I told her to stay with him, but she didn't. She came back to see if she could help me. But I told her to stay out. I stayed in there until I was... had inhaled so much smoke that the doctor had to give me medicine. I just coughed my head off, thought I was going to die before my husband got home. And I didn't care if I did, only for my son."
Laura Schrager,00:14:46,What did you go back in for?
Selina Smith Pierce,00:14:50,"Well, I thought I could get some things out, you see. Oh, we went back in to get my baby. Oh yeah, I meant what you went back in for after that. Oh, I did. See, I went on in the store part. I didn't go back out where the fire was coming through. But before I got out, you know, you really don't realize what you're doing. You're just about crazy. And I was trying to get the cash register out because I hadn't taken the money out of it that night. And I was trying to get that out. And there were no lights after 11 o 'clock. They just... they had lights. Then the man would go turn them off. And I was trying to get them out and I was doing it by the light of the fire. And I couldn't see too good until the streamers we had decorated for Halloween. And those streamers caught fire over my head. When this man, Mr. Wade, came in and he just carried me out of there bodily. He said, you're going to burn up in here. But you know, you're fighting for what you can get. And I thought maybe I could get some things out. But what I did get out burned right across the street."
Laura Schrager,00:16:17,It burned across the street?
Selina Smith Pierce,00:16:19,"The fire was hot. You see, there were eight buildings burned."
Laura Schrager,00:16:24,How did it get across the street? The fire?
Selina Smith Pierce,00:16:27,Yeah. Just so hot it burned things across the street. I had a trunk. I carried that trunk out. And it burned across the street pretty badly. But not bad enough that it burned anything inside. But the trunk all went to pieces. I had some things in there I wanted. I did save that much.
Selina Smith Pierce,00:17:07,But that was a big loss.
Laura Schrager,00:17:12,"Your husband wasn't there then, right?"
Selina Smith Pierce,00:17:14,"No, he was here in Spokane. Him and the man next door that run that store next door."
Laura Schrager,00:17:22,The drug store or the hardware store?
Selina Smith Pierce,00:17:24,The hardware. They had come up to Spokane.
Laura Schrager,00:17:41,"Were people pretty good to you after the fire? Did they help you? Did they, you know, try to help you out? You know, put you out?"
Selina Smith Pierce,00:17:54,"Oh, yes. Sure you were. The doctors, they took me right over to the doctors. I stayed at the doctors. And he had lost all of his books and all his office too. So we were, everybody around there was pitying the other fella."
Selina Smith Pierce,00:18:21,"That's where they took me, right over there. This Mr. Wade's woman took me there. And this niece, his niece that was with me, we couldn't find her and didn't know where she went until the next morning. But I knew she was out, so I wasn't too worried. But her father was. He was up looking for her. But she went with some friends, stayed with some friends that she used to go to school with."
Selina Smith Pierce,00:19:02,"I don't know. I never did know who took my son over to the doctors, but somebody did."
Selina Smith Pierce,00:19:14,And then they were looking for me when I was in there.
Selina Smith Pierce,00:19:23,"And I hated to leave. I wanted to stay there and try to get something out, you know. Thought I could only get that, if I could only get, I couldn't see what I was doing. It was too dark. Only at the light of the fire. And smoke, you know, it's just about as much smoke as anything else. Things went up very quickly though."
Laura Schrager,00:19:56,That was because the buildings were real dry?
Selina Smith Pierce,00:20:01,"Well, the buildings were all frame buildings. They were all frame buildings. So they burned quickly. And especially in ours, where the fire started, in this lean-to of this man, this druggist had a lean-to to our building. And that's where he had unpacked these dishes. And that's where the fire started. Right in there. And then our kerosene, we had kerosene barrel right here. And you know, when you get kerosene, you'll bounce through it all over. And that floor was just saturated with kerosene. You see, that just went that much faster."
Laura Schrager,00:20:55,How did you get back started in the grocery business?
Selina Smith Pierce,00:20:59,"Well, my husband started up again. He built a little building and went in it. And then these people that we were renting out, they put up a brick building for him. So we went back in business. But we wasn't there too long after when we sold out to another party that had burned out. But they burned out by themselves. It was a butcher shop. And their butcher shop caught fire and burned. But they left quite a hot fire that night. When they went out, they saved them. Pretty sure it caught from the stove. They're all heated by stoves, you know."
Laura Schrager,00:21:45,So you sold out to a butcher shop?
Selina Smith Pierce,00:21:48,No.
Laura Schrager,00:21:49,Did you run the grocery store?
Selina Smith Pierce,00:21:50,"We just run the grocery store. The butcher burned before we did. And then his wife, he died soon after. And then she bought us out and started up in our store after when we sold out to Mrs. Bennet."
Laura Schrager,00:22:14,"Was that second store that you ran, was that any different than the first one?"
Selina Smith Pierce,00:22:19,"Well, of course, it was a brick building and you felt more safe in it, of course. But we didn't go in on as big scale as we were before."
Laura Schrager,00:22:33,"Oh, really?"
Selina Smith Pierce,00:22:34,"Oh, we didn't have the money to do it."
Selina Smith Pierce,00:22:50,So we took an awful beating.
Selina Smith Pierce,00:22:57,My folks helped us out a lot.
Selina Smith Pierce,00:23:05,"They wanted us right back there to live and that's where I wanted to go. But he didn't want to. So we come up here and got a job up here. So we moved up here to Spokane. And I've liked it here in Spokane, all right. So I sure didn't like it down there. They were nice people. Very nice people."
Laura Schrager,00:23:28,What did you do in this store?
Selina Smith Pierce,00:23:30,What was your...
Selina Smith Pierce,00:23:32,"Oh, it worked."
Laura Schrager,00:23:34,Would you help keep the books or...?
Selina Smith Pierce,00:23:40,"Yes, I kept the books. Oh, but the cream, when he went into the creamery, he kept that. But then we had sold out then to Mrs. Bennet when he kept that creamery."
Selina Smith Pierce,00:24:03,"Did you do any of the, you know, the buying of..."
Selina Smith Pierce,00:24:07,"No, I didn't do any of the buying. He did all that. I wouldn't have bought a lot of things he bought."
Laura Schrager,00:24:16,Like what?
Selina Smith Pierce,00:24:20,"Well, I wouldn't have put in a line of shoes. You know, that takes an awful lot of money to put a line of shoes in. And we sold one pair of shoes out of that whole bunch when they burned up. No insurance on them. In fact, we only have a thousand dollars insurance on the whole thing. So you know how far that would go. And then insurance, you don't get it all anyway."
Laura Schrager,00:24:54,You weren't able to get all of that?
Selina Smith Pierce,00:24:59,"No, the insurance company, no insurance I don't think will pay you the full amount. They always have to take a spoonful out, you know."
Selina Smith Pierce,00:25:15,I don't know how it is today. I hope I never experience another fire. I even wake up and think I smell smoke. I get up and go all through this house.
Laura Schrager,00:25:37,Were there social clubs or groups that you were involved in?
Selina Smith Pierce,00:25:42,"Yes, we had a ladies' aid and the church work."
Laura Schrager,00:25:47,What did the church do?
Selina Smith Pierce,00:25:49,"Well, we had a Methodist church that we belonged to. There was a nice church there in Deary, a real nice church. That is now, not this, Salvation Army, I believe, has got a building right now. Where the church used to be. That church closed. That was a real nice church. That's why we used to go to church. Until now, Mr. Pierce belongs to the ... and I'm a Methodist. Therefore, he goes to his church when he's able, but he hasn't been able lately."
Laura Schrager,00:26:49,Did the women do anything that belonged to the church in terms of projects that they had?
Selina Smith Pierce,00:26:59,"Oh yes, we did a lot of, we did make quilts and different things. A ladies' aid, we had a ladies' aid. We did a lot of things. Had to make the minister's salary."
Laura Schrager,00:27:17,You had a minister that was there?
Selina Smith Pierce,00:27:19,"Yes, he was permanent there."
Selina Smith Pierce,00:27:27,There was a church and an apostate for the minister. I guess they have that yet.
Selina Smith Pierce,00:27:45,"I'm not sure, but they still have that. A church. Yeah, I know there's a church there because I donate to it every year."
Laura Schrager,00:27:55,Because what?
Selina Smith Pierce,00:27:56,"Yeah, there's a church there. It's right across from where we used to live. We lived in that big, it used to be a big yellow house. I don't know what it is now. It was an awful big house. We bought that and lived in there."
Laura Schrager,00:28:21,"Did you give the minister, was he, was it the same one all the years?"
Selina Smith Pierce,00:28:27,"No, no, they would be, they'd go and come, you know."
Laura Schrager,00:28:35,Were they single men often?
Selina Smith Pierce,00:28:38,"No, they were married."
Selina Smith Pierce,00:28:48,"And then too, they had a nice high school and they got a nice school I guess now. And they had a high school and a great school."
Selina Smith Pierce,00:29:03,"And there's two churches there. There used to be three. There used to be one up over on the north side. Then this one, the church where we went to, was right across the street from where we lived."
Laura Schrager,00:29:31,"After the fire, did most of the businesses reopen? Were they able to?"
Selina Smith Pierce,00:29:38,"Oh yes, they all did. They all but the doctor. The doctor left town. So we didn't have a doctor there then. I think all the rest, they'd know there was a pool hall that didn't open. And there might have been several."
Laura Schrager,00:30:03,"There was one less grocery store after the fire, wasn't there?"
Selina Smith Pierce,00:30:07,"Oh, well that didn't burn. There was one grocery store that didn't burn. It was up above us. It was on the next block above us. But that whole block, when the fire burned, it took that whole block on that side, on the west side. But it didn't burn the buildings on the other side."
Selina Smith Pierce,00:30:36,"In fact, there wasn't any buildings right across from where we lived. It was an empty lot, a big empty lot. And that's where we built the house then. Albert built the store and then after, we didn't use it for..."
Selina Smith Pierce,00:30:56,"...in the new store. Then we moved this little store over and made a home for us. So that's where we were until we bought a big house up on the hill. Then I took teachers, we sold out, and I took teachers to board. I boarded them for $30 a month. Board and room."
Selina Smith Pierce,00:31:27,"But I had a full house and that was an awful big house. There's another lady that took them, the minister's wife. She had her boarders also."
Selina Smith Pierce,00:31:42,She restricted her boarders so that they didn't like to stay there. They all wanted to come down and stay with me.
Laura Schrager,00:31:52,Do you remember any of the teachers that you boarded?
Selina Smith Pierce,00:31:56,"Oh yes, I... Well, of course she's married now. Miss Dow and Patty Cox. She's married too. I didn't know her name."
Selina Smith Pierce,00:32:19,The first one I took was...
Selina Smith Pierce,00:32:26,"...um... ...because it was men. I wanted men, rather take men than women."
Laura Schrager,00:32:33,Why?
Selina Smith Pierce,00:32:34,I think they're easier pleased. You don't have fuss so for men you do women.
Selina Smith Pierce,00:32:43,"I mean, I don't mind if the meals are simple and the room's simple."
Selina Smith Pierce,00:32:50,But I had awfully nice girls.
Selina Smith Pierce,00:32:58,More or less say I had one called Inge Madsen.
Laura Schrager,00:33:06,"Were most of these women and the men, were they fairly young?"
Selina Smith Pierce,00:33:11,Yes. All unmarried. None of them were married. I would teach them that. On the salary they couldn't be married.
Selina Smith Pierce,00:33:29,"So there was... ...oh, there was a lot of them. I can't think of the names. I boarded teachers, I think, for about three years. Then I boarded the telephone men that came in to change the lines during the summer after the teachers left. I had... I had twelve men I boarded. And I had to have breakfast at six o 'clock in the morning. But they left on Friday afternoons and didn't come back till Monday noon. So that would give me a little time to do what I wanted to do."
Laura Schrager,00:34:11,What did those men do?
Selina Smith Pierce,00:34:14,"A telephone. They put in a telephone line there. They put it underground, in fact."
Selina Smith Pierce,00:34:25,And my husband's sister was a telephone operator there. And she's the one. She sent them to me and I absolutely told them I wouldn't take them. So they went to see this. I sent them to this other woman that took the school teachers. And she... Mrs. Hesby was her name. She was the minister's wife.
Selina Smith Pierce,00:34:50,"I told them we were up there because I just didn't want anybody. I wanted to do a lot of canning, you know, and get ready for the teachers in the fall. And they came back and they said, no, they didn't want to stay with us. She wanted too much. And they kept raising that price with me until I broke down."
Selina Smith Pierce,00:35:18,I made more on those telephone men than I did on the teachers all year. And they were a lot easier to please. But I used to make six pies every morning in my life. Get up and make six pies. I worked awfully hard. That's why I'm an old broken down woman now.
Selina Smith Pierce,00:35:48,That's why you're in such good shape now.
Selina Smith Pierce,00:35:52,I'm not gonna say shit. I'm good.
Selina Smith Pierce,00:35:59,People a lot younger than you.
Laura Schrager,00:36:02,What?
Selina Smith Pierce,00:36:03,Don't get around nearly so well.
Selina Smith Pierce,00:36:07,I don't know. I don't get around very good anymore.
Selina Smith Pierce,00:36:15,"I get to have an operation on my knees. I don't know what they're gonna do, but..."
Selina Smith Pierce,00:36:28,"I would have had it done before, but..."
Laura Schrager,00:36:32,Some of the other businesses that were on Main Street when you were there?
Selina Smith Pierce,00:36:40,"And what they sold and, you know, some things about the... Well, Sam Anderson, he had a store. He had about the same as we did. And it was Mr. Gory. Now both of these are dead. And Mr. Gory, he had the drugstore."
Laura Schrager,00:37:03,What kind of things would he sell in the drugstore?
Selina Smith Pierce,00:37:07,"He sold all kinds of drugs. Most anything in drug time. And also he put in a line of little fancy dishes and little things like that, you know, novelty things."
Laura Schrager,00:37:23,Little gift type stuff?
Selina Smith Pierce,00:37:30,"And then there was... Well, the bank on the corner, that didn't go in. That was brick. And then the next place, I guess, was... There was an open lot and there was Gory's."
Selina Smith Pierce,00:37:47,"And... Oh, Anderson's didn't go in. Sam Anderson didn't go in when we did, because he was across, over across the street from the bank. And the bank being brick, they didn't catch, they didn't catch fire. But there was eight buildings and some of them, now there was a pool hall and... There was ice cream, a confectionary store woman. And she's the one who come and called us. And there was the... Let's see if I can think of any of the others. There was a hardware store. Yeah, there was a... Well, Mr. Curtis had the hardware store next to us. And then there was..."
Selina Smith Pierce,00:38:49,"There was another... There was another store that burned on the corner. It was Bjorn, was his name. And that, he burned out completely, too. Everything."
Laura Schrager,00:39:06,What did he sell?
Selina Smith Pierce,00:39:08,He had a grocery store and opened everything. Kind of like we did. Too much.
Laura Schrager,00:39:24,Was there a blacksmith?
Selina Smith Pierce,00:39:25,"There was eight buildings at one, but I can't remember just what they was. Because there was a... I know there was a pool hall. Albert would know better than I would."
Selina Smith Pierce,00:39:40,I didn't pay much attention to the other buildings. Because across the street there was a sort of a hotel.
Selina Smith Pierce,00:39:53,But that didn't... none of them burned on the other side of the street.
Selina Smith Pierce,00:39:57,I thought you said the hotel did. Because your trunk was in there.
Selina Smith Pierce,00:40:04,"No, that was in our place."
Laura Schrager,00:40:07,"Oh, it was in your place, but it didn't burn?"
Selina Smith Pierce,00:40:11,"Too bad. Yeah, I carried it across the street. But it caught fire. It didn't burn the contents inside. But it burned the outside of the trunk. I don't know how it ever got out or what or anything about it. But there was things in there that didn't amount to anything. I saved things that didn't amount to anything and left the things that did. All my silverware. And I had $300 put... that was my son's. And my folks had sent it to him as presents. And I put it in a suitcase and put it under a bag. And I said, if ever this place catches fire, take that suitcase out. Because it had all my silverware in. And things that I wasn't using there in the back of the store. And some cut glass and things. I never thought of that until after the fire burned and everything was flat. Never once thought of it myself. If I had taken that and got out, I'd have had something."
Selina Smith Pierce,00:41:27,"That's what they say about fires. Yeah, you just go crazy. You're doing what you're doing. It's hard to even remember what you did do."
Selina Smith Pierce,00:41:43,No water in the town. We got our water from the town pump. We all carried a bucket of water on and we wanted our water. We went and got it. So... That was another thing I liked.
Laura Schrager,00:42:03,You liked to carry the water?
Selina Smith Pierce,00:42:06,"No. I thought that was over. No, I sure didn't."
Laura Schrager,00:42:14,Did they have sewers?
Selina Smith Pierce,00:42:17,"No. They have now, but they didn't then. No, all outside toilets. Everything."
Laura Schrager,00:42:35,Did those same men go back into business after the fire?
Selina Smith Pierce,00:42:40,Mr.
Laura Schrager,00:42:41,Curtis and the story?
Selina Smith Pierce,00:42:43,"No. Well, Mr. Curtis did. But he sold out right soon after it."
Laura Schrager,00:42:50,"Let's see, who bought him out?"
Selina Smith Pierce,00:42:53,"I believe George Lawrence. Somebody bought him out. He too has also died, I think. And Mr. Curtis died too."
Selina Smith Pierce,00:43:10,"And Mrs. Devoin, she's the one that had the confectionery store. They had ice cream and candy. And she also served me some, you know, light. Nothing elaborate, but you could get something to eat there. Sandwiches and things like that."
Selina Smith Pierce,00:43:43,"And Mr. Warrick. When I just stopped and think of it, putting all of them on. Mrs. Devoin, I heard, has passed away. She lost her mind. And her husband went out hunting and he was going under a fence with his gun loaded and his gun went off and killed him. And then she lost her mind after that. She had two children. One of them, I don't know if one lives here yet, but one was killed in the war. The one that paddled around with my son all the time."
Selina Smith Pierce,00:44:31,He was the house bus she was on.
Selina Smith Pierce,00:44:41,But that fire was so frightening that really it's... I tried to forget about it.
Laura Schrager,00:44:55,Do you think that that fire had a big effect on Deary?
Selina Smith Pierce,00:45:01,"You know, after the fire were things..."
Selina Smith Pierce,00:45:05,Quite different. Yeah.
Laura Schrager,00:45:08,"I've heard that from someone, but how did things change?"
Selina Smith Pierce,00:45:13,"Well, you see, somebody lost their building. They lost all their things that they had. And you know, it takes a lot of money to start up again. And there were some that just couldn't. But this store now that they built for Albert, you see, we were renting a building. And these Brooklyn brothers, they built a brick building for us after it. And of course we went back in business. But Mrs. Devoined in the Devoined's, and then there's now, I think still in Deary, there's some empty lots where they burned in there. I don't know. I haven't been to Deary for so long."
Selina Smith Pierce,00:46:20,"But the post office was in the drug store at that point, too."
Laura Schrager,00:46:38,"So you'd agree that after the fire, that Deary, as a town, wasn't able to recover?"
Selina Smith Pierce,00:46:49,"No, I don't think it ever did come back like it was. I really don't. They may now, I don't know. Because I haven't been there for quite a while. I think there's a lot more buildings have been built down on the main street that goes through town. It isn't called main, I guess that is main street, I don't know. Of course those streets weren't named, they were just streets. I guess they did have streets, too. Because then we bought that big house up on the hill near the school, right close to the school. And that was Idaho Street. We did have a street. But nobody went by that street numbers or anything."
Laura Schrager,00:47:53,"I remember last time you said something about how that store that you reopened on main street, that the banker said that you couldn't have a store there?"
Selina Smith Pierce,00:48:08,He started to build it there and he made him stop. He didn't get finished building it.
Laura Schrager,00:48:18,How could he stop it?
Selina Smith Pierce,00:48:20,"I don't know, but he did. He said there was not supposed to be a store on that street, but there are. And at that time there was a service station there. And a garage. And a service station."
Laura Schrager,00:48:46,Had you been afraid of a fire starting? Am I? Had you been before the fire?
Selina Smith Pierce,00:48:54,"No, I didn't. Oh yes, I did too. Because when we first moved in there, that was my first thought. That we were moving in the back of that building and there was just this one door to get out."
Selina Smith Pierce,00:49:12,And now there was a little hallway that we had to go out and go into the store through that way. And there was a window there. And we ran out to try to put the fire out. My niece was with me. And we ran out. Arnold was asleep and I left him asleep. But it had broken that window. And it had awakened him and he was just screaming bloody murder when we got in. And the fire was coming right through that way so we couldn't get out of that door to get into the store that way. And we had nailed up another door on the other side because we didn't want anybody coming into our quarters that way. That's where we lived. But I took a chair and a chair went in a million pieces before the door went down. But I broke the door down. I got it down. And we got out that way. That's the only way we got into the store part. Because it was the back that caught fire first. See the back and our store room all was ablaze. When we came back in and we just did get in and that was all. If we had been ten minutes later we never could have got into my baby. He was just going up there. That would have been something. So I've been terribly afraid of fire ever since. If I smell smoke I get up and go through this whole house. I go downstairs. Even any time of the night. I just go down and see if the finish is alright and everything is alright.
Selina Smith Pierce,00:51:05,I can't get over that fear of fire.
Laura Schrager,00:51:14,Are there any other things that you remember from Deary? Things that happened? Events in the town?
Selina Smith Pierce,00:51:25,Oh they used to have a strawberry festival there every year.
Laura Schrager,00:51:34,Was it a parade?
Selina Smith Pierce,00:51:37,Well they had a big town. But that was after we left. There wasn't a lot of them. Albert and I lived there. They started that. I guess they kept that up until about two years ago.
Selina Smith Pierce,00:51:55,Albert also had a strawberry ranch. We raised some of the nicest strawberries you ever saw. That was out on Texas Ridge. I guess you know where that is.
Selina Smith Pierce,00:52:14,That's where we lived first.
Laura Schrager,00:52:18,Where could you sell the strawberries?
Selina Smith Pierce,00:52:21,Well he took them to Moscow.
Selina Smith Pierce,00:52:28,There wasn't much trouble selling them. People were very anxious to get them.
Selina Smith Pierce,00:52:40,They were delicious those strawberries. I never forget one of them. I believe it was at the... Oh it was those beautiful berries. I'd like to get a hold of some now. But they can't raise them then now they say. There's something in the ground that they can't raise them.
Laura Schrager,00:53:09,Did they have Fourth of July celebrations in Deary when you were there?
Selina Smith Pierce,00:53:13,They used to before we came there. I don't know after. They didn't when we were there. They used to have big times I guess. That was before my husband was in the service.
Selina Smith Pierce,00:53:35,Well Deary was a nice little town. Nice people. Very nice people. Friendly.
Laura Schrager,00:53:47,"Were most of the people that lived in town, were they just the people who were connected with the businesses?"
Selina Smith Pierce,00:53:55,No. An awful lot of people lived in town that worked in the woods. The men worked in the woods. They'd be going all week and come home weekends. So there's a lot of them.
Selina Smith Pierce,00:54:12,I think there's a lot of them doing that yet.
Selina Smith Pierce,00:54:17,Most of them can come home every night though now.
Selina Smith Pierce,00:54:20,Oh they could I guess now. They didn't used to. They didn't have the cars they have now.
Laura Schrager,00:54:32,Would you go into Moscow much from Deary?
Selina Smith Pierce,00:54:35,Oh yeah.
Selina Smith Pierce,00:54:37,We banked into Moscow most of the time. Oh that's why we're going to Troy.
Selina Smith Pierce,00:54:45,We did most of all the... well there's a bank there too. We banked there and then Moscow both.
Selina Smith Pierce,00:54:57,Oh yes. We went into Moscow quite a lot. Moscow's a nice little town. I like Moscow.
Laura Schrager,00:55:04,Where did you get most of your groceries from?
Selina Smith Pierce,00:55:07,You mean... well you know men came through and took orders from all the stores and they were shipped from Spokane into Deary. They'd come by freight.
Laura Schrager,00:55:25,Would you get a ship load every week or so?
Selina Smith Pierce,00:55:28,Oh yeah. You know they would come along about every day. You'd get some groceries or some things. We were the first store that put in any produce. Nobody carried it so we got quite a big trade on produce.
Laura Schrager,00:55:55,What were you able to sell in that way of produce?
Selina Smith Pierce,00:55:59,Sell them.
Laura Schrager,00:56:00,What were you able to sell? What could you store?
Selina Smith Pierce,00:56:03,Well we took everything in the line of you know any... like tomatoes early in the season and radishes and stuff like that. We always got them.
Laura Schrager,00:56:19,Would you buy from the local farmer? You mean you got them shipped in?
Selina Smith Pierce,00:56:24,We'd have them shipped from up here. The produce houses.
Selina Smith Pierce,00:56:32,"Because they came down, took orders, shipped them in."
Laura Schrager,00:56:41,Did you have meat?
Selina Smith Pierce,00:56:43,No we didn't have meat. There was a butcher shop up above us. That's the one that didn't burn on the other side of the... it was just across from the street up above us.
Laura Schrager,00:57:01,Did you have any smoked meat type stuff?
Selina Smith Pierce,00:57:04,Oh yes we used to handle smoked meat.
Laura Schrager,00:57:07,Did you have cheeses?
Selina Smith Pierce,00:57:08,"Yeah, yeah. Whole cheese you know. Come in, cut it down. People come in and tell you about what size cheese they want. Cut it."
Laura Schrager,00:57:25,Did you deliver?
Selina Smith Pierce,00:57:29,We started it but we quit because it was too much. We did do some people like elderly people that couldn't get into the store and they'd call in then Albert would take an order out to them.
Laura Schrager,00:57:49,The other thing is did you have credit? Did you have a lot of people?
