speaker,timestamp,spanish,words,tags
Pablo Barbosa,[00:03:47:05],"Bueno, cuando vinimos aquí pues ya, ya en abril del 68, como el 28, 29, 28, salimos abril del 68, de allá llegamos como el dos o el 1 de mayo. Aquí y ya apenas de tiempo, pues no estaba ya más fresco, pero sí nos quedamos hasta noviembre. Y trabajamos yo y Ramiro la Azucarera. Y fue cuando conocimos la nieve.","Well, when we came here, it was April 1968, around the 28th, 29th, 28th. We left in April 1968, and we arrived there around the 2nd or 1st of May. We barely had any time here, since it wasn't any cooler, but we did stay until November. And Ramiro and I worked at the Sugar Mill. And that's when we first saw snow.",
Pablo Barbosa,[00:04:15:13],La primer vez que conocimos la nieve.,The first time we knew snow.,
Martha Torrez,[00:04:18:06],Tuvieron dificultades encontrando su primer trabajo aquí en Idaho.,They had a hard time finding their first job here in Idaho.,idaho
Pablo Barbosa,[00:04:22:17],"No, no, no, no hubo. ¿No hubo problemas Este en esa cuestión, porque en primer lugar, hasta el 75, como 74 todavía veníamos con Pedro y los problemas financieros que le que se ofrecían allá en el Valle para venir, pues lo lo cubrimos con él, verdad? Él nos nos ayudaba y luego al trabajar aquí le pagamos lo que lo que yo le había pedido para venir acá es que no, no hubo mucho problema en eso y Y él era el del trabajo, el el El consiguio el trabajo y.","No, no, no, there weren't. Weren't there any problems with that issue, because first of all, until '75, like '74, we were still coming with Pedro and the financial problems that were offered to him there in the Valley to come, well, we covered them with him, right? He didn't help us and then when he worked here, we paid him what I had asked him to come here is that no, there wasn't much of a problem with that and And he was the one who did the work, he, he got the job and...",
Pablo Barbosa,[00:05:05:19],"Y cuando no había en el Japeo, él tenía trabajo acá para el desierto, para otras partes en Vetabel también. Es que el traía gente en el Vetabel. Y cuando los de los japeos estaban unos dos o tres días también iban al Vetabel, aca que no hubo, no hubo batalla, no sufrimos por falta de trabajo. Y luego como fuimos conociendo, ella se iba a piscar manzanas y yo compre mi troca, otro que me puse a trabajar con troque y ya se casó el primero un muchacho y se casó otro y.","And when there wasn't any work in Japeo, he had work here in the desert, and also in other places in Vetabel. He brought people in Vetabel. And when the Japeo workers were there for two or three days, they would also go to Vetabel, where there wasn't any work, there were no battles, we didn't suffer from lack of work. And then, as we got to know each other, she would go apple picking, and I bought my truck, and another one started working with a truck, and then the first guy got married, and then another one got married, and...",food and drink
Pablo Barbosa,[00:05:43:07],"Pero no, no ha habido problema en cuestión de batallar para trabajar.","But no, there has been no problem in terms of struggling to work.",
Martha Torrez,[00:05:48:08],Y una vez que ya llegaron al Estado de Idaho este se quedaron aquí o siguieron migrando de un.,"And once they arrived in the State of Idaho, they stayed here or continued migrating from one.",idaho
Pablo Barbosa,[00:05:54:02],"Estado, no de un Estado a otro, no nomás de aquí a Texas. ¿Bueno, pues si es de otro estado, verdad? ¿Pero no para otro Estado, trabajar no? Este, del 68 hasta 74 que regresamos para para nuestro hogar y los tres volvemos para atrás el 75 en febrero, porque ese año fue que se casó el tercer hijo aquí y nos vinimos temprano para para casarlo, pa verlo casar y ya nos quedamos.","State, not from one state to another, not just from here to Texas. Well, if it's from another state, right? But not for another state, to work, right? Well, from '68 to '74 we returned to our home, and the three of us returned in '75 in February, because that was the year our third son got married here, and we came early to get him married, to see him get married, and then we stayed.",
Pablo Barbosa,[00:06:29:01],"Ya no hemos ido como dos veces en en ese término de 75 hasta ahorita nomás vueltas como vacación, pero antes de 74 si migrabamos back and ford","We haven't gone like twice in that 75-year period until now, just for vacations, but before 74 we did migrate back and ford",
Martha Torrez,[00:06:43:15],"Qué recuerdo este de este del tratamiento entre la raza mexicana, o sea, cómo fueron ellos tratados por algunas otras personas en el Estado de Derecho. ¿Recuerda usted alguna experiencia donde piense usted que fueron tratados diferentes o que nos puede contar de eso?","What do I remember about the treatment of Mexicans? I mean, how they were treated by other people under the rule of law. Do you recall any experiences where you think you were treated differently, or what can you tell us about that?",health
Pablo Barbosa,[00:07:03:09],"No, pues yo no, no tengo nada que decir porque nosotros no, no hubo nunca, no hubo problemas. Así que la verdad de que alguien o alguna compañía o algún patrón tratara mal o dijera malo nunca. No, no recuerdo yo que que pasamos por eso.","No, well, I don't. I have nothing to say because we didn't, there never were, there were no problems. So, the truth is, I never heard of anyone or any company or any boss treating us badly or saying anything bad. No, I don't remember us going through that.",
Martha Torrez,[00:07:25:26],Nos recuerda que.,It reminds us that.,
Pablo Barbosa,[00:07:26:17],"Es algo tan familiar. Se hace que sí, pero nosotros no en lo particular.","It's so familiar. It's assumed, but not for us personally.",
Martha Torrez,[00:07:30:25],Pero que usted sepa de de otras personas.,But that you know of other people.,
Pablo Barbosa,[00:07:32:16],"No, no, no no.","No, no, no no.",
Martha Torrez,[00:07:33:27],No.,No.,
Martha Torrez,[00:07:36:06],Este. ¿Y cuál es la razón que decidieron permanecer aquí en este estado?,Um. And what's the reason you decided to stay here in this state?,
Pablo Barbosa,[00:07:41:13],La razón que nos quedamos. Porque aquí están todos los hijos.,The reason we stayed. Because all the children are here.,
Pablo Barbosa,[00:07:46:24],"Aquí están todos menos una hija que está en Fénix. Pero como son siete hijos, aquí están seis. O más bien no son siete. Aquí la que está son ocho y por esa razón nos quedamos. En el y luego al mismo tiempo, pues hay más oportunidad de de trabajo, sino en la labor no se puede en el invierno, pero en otras partes hay más oportunidad de de de trabajar que allá donde vivíamos en en Texas.","Everyone is here except for one daughter who's in Phoenix. But since there are seven children, there are six here. Or rather, not seven. Here, there are eight, and that's why we stayed. And then at the same time, there are more opportunities for work, otherwise you can't work in the winter, but in other places there are more opportunities for work than where we lived in Texas.",
Martha Torrez,[00:08:16:19],Entonces la oportunidad de trabajo fue siempre una de las razones,So the job opportunity was always one of the reasons,
Pablo Barbosa,[00:08:20:19],"Entonces bueno, nos quedamos todos porque nomás había uno casado, dos casados. Cuando nos quedamos pues los demás se casaron. Después ya estando nosotros aquí platicando.","So, well, we all stayed because there was only one married, two married. When we stayed, the others got married. Afterwards, we were here talking.",
Martha Torrez,[00:08:36:18],"Bueno, entonces como usted es ciudadano americano, yo.","Well, then since you are an American citizen, I.",
Pablo Barbosa,[00:08:39:07],"Sí soy nacido en Macarena, Nuevo Mexico, y mi esposa es de México este.","Yes, I was born in Macarena, New Mexico, and my wife is from eastern Mexico.",mexico;family
Martha Torrez,[00:08:43:09],Ahora si nos pudiera platicar algo de sobre eh las experiencias que el Doña María pasó este arreglando los documentos o lo que se necesitaba verdad para para poder entrar a este país. Recuerda algunas experiencias positivas o negativas que haya pasado batallas o.,"Now, if you could tell us something about the experiences Doña María went through, sorting out the documents or what was really needed to be able to enter this country. Do you recall any positive or negative experiences you've had, battles, or...",
Pablo Barbosa,[00:09:05:19],"Nosotros nos casamos el 47 de noviembre y no, no, no le arreglé ella pasaporte hasta el 1950 este porque con la razón de que dos veces me la aventaron pa Reynosa y fue cuando pues tuve que arreglar el pasaporte y desde esa fecha pues hasta, pero no hubo batalla inapelable porque no hubo justicia. Estando en Blacks nada, no batallé nada.","We got married on November 47th, and no, no, I didn't get her a passport until 1950 because she was sent to Reynosa twice, and that's when I had to get her a passport. From that date on, but there was no unappealable battle because there was no justice. While I was in Blacks, nothing, I didn't fight at all.",mexico;conflict
Martha Torrez,[00:09:41:29],"Cuando dice que la aventaron para México, la migración, la migración, eh, Durante el tiempo que.","When she says that they threw her to Mexico, the migration, the migration, eh, During the time that.",mexico;migration
Pablo Barbosa,[00:09:48:06],"No, pues entonces en ese tiempo todavía no trabajaba bien, ella no, no trabajaba, no trabaja, no trabajó hasta que vinimos aquí porque tenía muchos niños que este.","No, well, at that time she still wasn't working well, she didn't, she didn't work, she doesn't work, she didn't work until we came here because she had many children.",
Pablo Barbosa,[00:10:03:01],"Criar, mantener.","To raise, to maintain.",
Martha Torrez,[00:10:05:04],"O sea, no fue experiencia negativa cuando la inmigración. Como es de que supieron ellos de que usted estaba o no tenía documentos.","I mean, it wasn't a negative experience at immigration. How did they know whether you were documented or not?",migration
Pablo's Wife,[00:10:12:20],"¿Porque andaba muy dura la migración, Iban las causas. Iba a las casas","Because migration was very tough, the causes went. It went to the houses",migration
Martha Torrez,[00:10:19:00],¿Me puede describir una de esas? ¿La experiencia que cómo fue que pasó y qué? ¿Qué experiencias tuvo con ellos? ¿Lo la trataron mal al tiempo que la aventaron? Cómo es que que sucede.,"Can you describe one of those? The experience, how it happened and what? What experiences did you have with them? Did they treat you badly when they threw you out? How does that happen?",
Pablo's Wife,[00:10:30:18],"Esto si lo maltrataron, lo trataron mal a él, a él porque él fue a dejarme.Y pues ahí lo trataron muy mal.","They did mistreat him, they treated him badly, because he went to leave me. And then they treated him very badly.",
Pablo Barbosa,[00:10:44:20],"No fue mal, es que no me dejaron hablar con ella, eso es todo, no, no me dejaron arrimar, la tenían en el bolso, no, no recuerdo a qué, pero no me dejaron arrimar y eso pues se siente muy, muy mal. Verdad que además la señora se va para el otro lado y uno acá se quede uno solo. Y luego pues tuve estuve viviendo solo algunos dos, tres meses, duré para areglarle","It wasn't bad, it's just that they wouldn't let me talk to her, that's all, no, they wouldn't let me get close, they had her in their bag, no, I don't remember what, but they wouldn't let me get close and that feels very, very bad. It's true that the lady also goes to the other side and you're left alone here. And then I had to live alone for a few two, three months, I managed to fix it up.",
Martha Torrez,[00:11:13:13],Y dónde se quedaba usted este tiempo.,And where were you staying this time?,
Pablo's Wife,[00:11:15:29],Quedaba con una tía de él en Reinosa.,He was staying with an aunt of his in Reinosa.,family
Pablo Barbosa,[00:11:19:11],"¿Eh? Cada semana iba, iba a verme","Hey? Every week he went, he went to see me",
Martha Torrez,[00:11:20:29],Cuente sus experiencias como dice que tuvo dos experiencias donde la aventaron.,"Tell us about your experiences, like you said you had two experiences where you were thrown.",
Pablo's Wife,[00:11:25:20],"Una vez o dos veces, no que una vez, una vez","Once or twice, not once, once",
Pablo Barbosa,[00:11:29:27],Una vez,Once,
Pablo's Wife,[00:11:30:22],"Ahí luego, este, pues él iba para allá a verme y pues me animé y me vine otra vez por el rio","Then, well, he was going there to see me and so I got the courage and came back by the river again.",
Pablo's Wife,[00:11:45:15],Me paso,I passed by,
Pablo Barbosa,[00:11:46:21],Que era un un pequeño.,That was a little one.,
Pablo's Wife,[00:11:48:18],"Pero como quiera que venía siendo el esposo de la madrina Licha, Mario me pasé, me pasó él otra vez por el río.","But since he was the husband of godmother Licha, Mario passed me, he passed me again by the river.",family
Martha Torrez,[00:11:58:25],"¿A ver, platícame tantito de eso de cuando cruzaba usted de veras cruzó el río?","Let's see, tell me a little about that time when you really crossed the river?",
Pablo Barbosa,[00:12:05:06],Yo pasé una vez por el rio.,I passed by the river once.,
Pablo's Wife,[00:12:08:14],"Yo pase una vez con mi hijo chiquito que era Ramiro. ¿Ah, no? Sí, con Ramiro. Cuando pasé de de alla paca con Ramiro.","I went there once with my little son, Ramiro. Oh, right? Yes, with Ramiro. When I went from there to the paca with Ramiro.",
Pablo Barbosa,[00:12:19:02],Si.,Yeah.,
Martha Torrez,[00:12:20:00],Era de noche o de día y tuve.,It was night or day and I had.,
Pablo's Wife,[00:12:22:01],Que tardecita.,What an afternoon.,
Martha Torrez,[00:12:26:00],Y él tuvo que caminar de un lado a otro.,And he had to walk from one side to the other.,
Pablo Barbosa,[00:12:30:18],Cruzar el río andando.,Cross the river on foot.,
Martha Torrez,[00:12:33:14],Y ya una vez que cruzaba que que sucedía de.,And once I crossed what happened.,
Pablo Barbosa,[00:12:36:13],Alguien que me viniera a levantar.,Someone who would come and pick me up.,
Pablo's Wife,[00:12:38:08],Levantar.,Get up.,
Pablo Barbosa,[00:12:39:12],Yo.,I.,
Pablo's Wife,[00:12:42:09],Interesante.,Interesting.,
Martha Torrez,[00:12:43:29],"Sí, sí. En el tema de educación este tuvieron a este. Disculpe un momentito, quería preguntarle antes de de seguir a otro tema. ¿Cuando dice que la aventaban para México, la llevaban a donde, e donde usted era, ahí la dejaban.","Yes, yes. Regarding education, they had this guy. Excuse me for a moment, I wanted to ask you before moving on to another topic. When you say they threw her to Mexico, they took her to wherever, wherever you were, they left her there.",education;mexico
Pablo's Wife,[00:13:01:29],"No, nada más hasta el puente","No, just up to the bridge",
Pablo Barbosa,[00:13:04:04],"Nomás a Reynosa, nomás l del puente a Reynosa.","Just to Reynosa, just from the bridge to Reynosa.",mexico
Martha Torrez,[00:13:09:00],O sea que del puente para ir ahí era usted era se hallaba como podía para regresar a su.,So from the bridge to go there you were you were as you could to return to your.,
Pablo's Wife,[00:13:14:20],Pueblo.,Town.,
Martha Torrez,[00:13:17:05],"¿En el tema de educación, eh? Me puede platicar algo sobre cuántos años.","On the subject of education, huh? Can you tell me something about how many years?",education
Pablo Barbosa,[00:13:21:29],"Ella no, no tuvo educación formal, Yo nomás el hasta el 7.º grado, por la simple razón de que yo y mi hermana quedamos huérfanos y. Y un un hermano de mi papá, o sea, un tío con cinco familias nos recogió y. Y él muy apenas podía con los de él y por eso de pérdida hubo la oportunidad de que él me mandó a la escuela siquiera hasta el 7.º grado grado y y pedir la highschool","She didn't, she didn't have a formal education, I only had up to 7th grade, for the simple reason that my sister and I were orphaned and. And one of my dad's brothers, that is, an uncle with five families took us in and. And he could barely handle his family and because of that loss there was the opportunity for him to send me to school even up to 7th grade and to ask for high school",education;family
Pablo Barbosa,[00:13:55:29],"¿No, no tenía el el dinero que se necesitaba para los libros o esto que se yo, verdad. En High School. Si él hubiera tenido la manera de eso, pues yo creo que yo hubiera tenido educación de gratis, de pérdida de High School, pero no en ese tiempo el ganaba 20 $ por semana. Tenía cinco familias aparte de él y su mi tía. Y luego yo y mi hermana.","No, he didn't have the money needed for books or whatever, right? In high school. If he had had the means to do that, well, I think I would have had a free education, losing high school, but not at that time. He earned $20 a week. He had five families besides him and his aunt. And then me and my sister.",education;family
Pablo Barbosa,[00:14:21:10],"Pues no, no podía mandarnos a no me puede mandar a mi High School. Es que nomás hasta ese grado tuvo educación.","Well no, he couldn't send us to... he can't send me to... my high school. He only had an education up to that level.",education
Martha Torrez,[00:14:33:12],De qué edad murieron sus padres y de.,How old were your parents and how old were you?,
Pablo Barbosa,[00:14:35:15],"Que la edad de que murieron ellos no se, nomás esta apuntado de mi mamá y cuando nació ella y mi papá de cuando se casaron, cuando nací yo y mi hermana y una hermana antes que yo esté o sea muerto. Pero no tengo ni idea.","I don't know the age at which they died. It's only noted down my mom and when she was born, and my dad, when they got married, and when I was born, and my sister, and a sister before I died. But I have no idea.",family
Pablo Barbosa,[00:14:54:27],"Ella posiblemente sería el 33 o cuatro, porque ahí tiene todavía una especie del 33 de su mano. Mi hermano nació el 32 y creo que mi papá moriría el 36 o de siete. Pero no, no, no, no tengo manera de comprobar nomás ya cuando nacieron.","She was probably 33 or four, because she still has a sort of 33 on her hand. My brother was born in 32, and I think my dad died in 36 or seven. But no, no, no, I have no way of verifying when they were born.",family
Martha Torrez,[00:15:14:16],Murió su padre primero y luego su madre,His father died first and then his mother,family
Pablo Barbosa,[00:15:16:02],Ella primero a los 20... Pues mi hermana tiene 58 años.,She first at 20... Well my sister is 58 years old.,family
Pablo Barbosa,[00:15:31:17],"Tenia 20 años. Cuando nsci yo, yo creo que moriría de 22 o 23 años ella","She was 20 years old. When I was born, I think she died when she was 22 or 23.",
Martha Torrez,[00:15:39:13],"En el tema de educación. Otra vez volviendo a la educación. ¿Qué es lo que recuerda usted? ¿O sea, los primeros recuerdos de su educación cuando usted iba a la escuela?","On the topic of education. Back to education again. What do you remember? I mean, your earliest memories of your education when you were in school?",education
Pablo Barbosa,[00:15:50:02],"¿Pues cuando yo iba a la escuela, yo recuerdo que no había nada de eso, de fútbol, no había nada de eso, de basquetbol no había en esos tiempos, hace mucho, hay como 50 años atrás, este no hay toda esa academia como hay otra, verdad? Hay mucho, mucho deporte. ¿Y es que casi lo lo que había era el BASIC nomás reading and writing  verdad?","Well, when I was in school, I remember there wasn't any of that. There wasn't any soccer. There wasn't any basketball back then, a long time ago, like 50 years ago. There isn't that whole academy like there is in another one, right? There's a lot, a lot of sports. And it's almost like all there was was BASIC, just reading and writing, right?",education;recreation
Pablo Barbosa,[00:16:13:27],"Ese era todo. En los recesses salar a jugar, a gritar afuera a la edad mía que tendría unos 12 o 13 años. Yo creo que cuando ya dejé de ir a la escuela.","That was it. During recess, I'd go outside to play and shout, at my age, which was about 12 or 13. I think it was when I stopped going to school.",education
Martha Torrez,[00:16:29:08],"Eran migrantes, su familia eran migrantes. En ese tiempo usted atendía la escuela.","They were migrants, their family was migrants. At that time, you were attending school.",family;education
Pablo Barbosa,[00:16:35:07],"No, no, no, en ese tiempo no, no sabiendo nada de esos migrantes. ¿El tío mío que nos pidió el trabajó como 40 años en la en el trabajo de ser canelero en el pueblito San Juan, Tejas y este el tenía unas vaquitas y después de escuela yo me iba a cuidar los animales del huerto verdad.","No, no, no, not at that time, not knowing anything about those migrants. My uncle who asked us worked for about 40 years as a cinnamon picker in the small town of San Juan, Texas, and he had some cows, and after school I would go take care of the animals in the garden, right?",family;education;health;agriculture
Pablo Barbosa,[00:17:03:19],"Y este. Y luego hubo un tiempo que yo me fui con un tío que fue el que me sacó el número social, más bien la tía, y como los 14 años y trabajé dos semanas en Manga Word, ahí en Mcallen también hace muchos años atrás. Y luego me regresé pa atrás con el tío que nos crió después de que murió mi papá.","And this one. And then there was a time when I went with an uncle who was the one who got my social security number, more like my aunt, and when I was about 14, I worked for two weeks at Manga Word, there in McAllen, also many years ago. And then I went back to the uncle who raised us after my dad died.",family
Martha Torrez,[00:17:28:02],¿Este tío que los crió todavía vive?,Is this guy who raised them still alive?,
Pablo Barbosa,[00:17:30:05],"No, no, ya murió. Ya tiene 15 años que murió en creo y ya tiene como 80 años. Él también. Cuando murió.","No, no, he's already dead. He died 15 years ago, I think, and he's already about 80 years old. Him too. When he died.",
Martha Torrez,[00:17:39:00],Este. ¿Qué piensa usted de la educación? ¿Usted piensa que es importante o qué?,Um. What do you think about education? Do you think it's important or what?,education
Pablo Barbosa,[00:17:43:00],"O seguro que sí. Seguro que sí. Yo creo que todo, todo, toda persona debe de tener. Si no la mejor educación, lo más educación que pueda obtener.","Oh, I'm sure you do. I'm sure you do. I believe that everything, everything, every person should have. If not the best education, then the most education they can get.",education
Martha Torrez,[00:18:03:16],"¿Pienso usted que ha visto que cambien las oportunidades de educación aquí en Idaho en comparación a como eran antes, verdad? ¿Cuando usted atendía la escuela, Qué es lo que piensa? ¿Piensa que ahora hay mejor oportunidad o ha visto usted que se mejore las oportunidades este escolares para las gente de aquí en Idaho?","I think you've seen educational opportunities here in Idaho change compared to how they were before, right? When you were in school, what do you think? Do you think there are better opportunities now, or have you seen educational opportunities improve for people here in Idaho?",idaho;education
Pablo Barbosa,[00:18:26:21],"Yo creo que sí está mucho mejor. Y luego también, pues hay la ventaja de que si yo no sé hablar inglés, tengo manera. Hay lugares donde yo puedo ir si quiero para enseñarme a hablar inglés o hablar mejor inglés o la persona que que por ciertas razones no pudo obtener esa educación por pobreza o o porque tenía que quedarse en la casa de joven.","I think it's much better. And then there's the advantage that even if I don't know how to speak English, I have a way. There are places where I can go if I want to learn to speak English or speak English better, or for someone who, for certain reasons, couldn't get that education because of poverty or because they had to stay home when they were young.",education
Pablo Barbosa,[00:18:52:05],"Ayudar el resto de la familia puede ser hacerlo ahorita, que muchas veces ya será tarde, por ejemplo, a obtener un un GDI, porque ya está uno ya avanzado de de años este. Pero sí, sí es mucho mejor.","Helping the rest of the family can mean doing it now, when it's often too late, for example, to obtain a GDI, because one is already advanced in years. But yes, it's much better.",family
Martha Torrez,[00:19:11:16],"El idioma era problema para usted, mientras estaba atendiendo a la escuela.",Language was a problem for you while you were attending school.,education
Pablo's Wife,[00:19:14:11],¿Los conozco?,Do I know them?,
Pablo Barbosa,[00:19:15:22],"No, porque mi mamá, mi mamá era americana y luego mi papá mexicanos que pues eso no hubo problema. Y no, nunca ha sido para.","No, because my mom, my mom was American, and then my dad was Mexican, so that wasn't a problem. And no, it's never been for...",mexico
Martha Torrez,[00:19:25:12],Su mama era Americana,His mother was American,family
Pablo Barbosa,[00:19:26:10],He.,Hey.,
Martha Torrez,[00:19:28:24],Ella también hablaba el Espanol,She also spoke Spanish.,
Pablo Barbosa,[00:19:31:17],"No sé, No la conocí, no la no la conocí. Mi papá, me acuerdo una vez como un sueño que me llevaba detrás del caballo. Él a montado a caballo detrás. Pero eso es todo.","I don't know. I didn't know her, no, I didn't know her. I remember my dad once, like in a dream, taking me behind the horse. He rode behind me. But that's all.",wildlife
Martha Torrez,[00:19:45:04],Lo que entonces no recuerda usted o no le platicó su padre la historia de cómo. ¿Cómo fue?,"What you don't remember then, or what your father didn't tell you, is the story of how it happened. How was it?",family
Pablo Barbosa,[00:19:50:03],"Nunca me acuerdo. Yo platicar con él porque ya estaba muy muy chico y de me acuerdo me parece que sí. Me acuerdo que me me mandó a la escuela al sur de Magdalena, un, un ranchito, un puntito que le nombran el gran lleno. Y me acuerdo yo que era un una un edificio y eran varias clases con una maestra y luego de ahí él se cambió pa pa San Juan y se enfermó y murió y este es.","I never remember. I used to talk to him because he was already very, very young, and from what I remember, it seems like he did. I remember he sent me to school south of Magdalena, a little ranch, a little spot they call the big place. And I remember it was a single building with several classes with one teacher, and then from there he moved to San Juan and got sick and died, and this is it.",education;agriculture
Pablo Barbosa,[00:20:24:00],"Sí, eso sí me acuerdo. Yo, Pero no, no me recuerdo platicar con él.","Yes, I do remember that. But no, I don't remember talking to him.",
Martha Torrez,[00:20:29:21],¿Qué edad dice que usted tenía cuando su padre murió?,How old do you say you were when your father died?,family
Pablo Barbosa,[00:20:35:04],"Y yo creo que algunos ocho años, Yo creo. Siete, porque no sé cuando murió. Por eso no puedo decir que que la edad que tenía. No sé. Y nunca he hecho el el el el el propósito de ahí de ir a a Falls donde me dicen que ahí lo sepultaron a ver si había algún lugar donde puede uno informarse tocante de eso.","And I think he was about eight years old, I think. Seven, because I don't know when he died. That's why I can't say how old he was. I don't know. And I've never made the decision to go to the Falls where they tell me he was buried there to see if there was a place where one could find out about that.",
Pablo Barbosa,[00:20:57:27],"Y luego me han dicho que mi mamá está sepultada en McAllen, pero no he hecho el impulso de de ir. Es que yo a ellos dos no siento amor porque no los conocí este y como no los conocí. No recuerdo de ellos pues no, no me daban nunca. Me dan ánimo de saber dónde está ese portal, por cierto, o en qué lugar Es que como si fueran extraños para mí, porque yo no los conocía.","And then they told me my mom is buried in McAllen, but I haven't made the effort to go. It's just that I don't feel any love for them either because I didn't know them, and since I didn't know them, I don't remember them. Well, no, they never gave me any. They give me the courage to know where that portal is, by the way, or where it is. It's as if they were strangers to me, because I didn't know them.",
Martha Torrez,[00:21:31:18],Entonces no recuerdo haber pasado o sufrido bastante por la ausencia de sus padres porque estaba muy chico y luego este fue inmediatamente recogido por su tío.,So I don't remember having gone through or suffered much from the absence of his parents because he was very young and then he was immediately taken in by his uncle.,family
Pablo Barbosa,[00:21:44:04],"Pues nomás eso fue lo que, no digo que se batallo tampoco porque","Well, that was it, I'm not saying that it was a struggle either because",
