speaker,timestamp,words
Marvin Long or Marsha Long,0:07:04,"Well, there's little, what I'm getting at is a little business sense to that too. See, there's so much, two points for me, how far it is back and forth. Well, I had, I worked up quite, I knew quite a few people here that went to Lewiston and worked, everybody goes to Lewiston and works a job, you don't have to ask them where they're working because they went down and worked for the Potlatch Forest, because that's our payroll. Well, I got a bunch of new ones down there and they'd come up on Saturdays and kept increasing, and they'd come up on Saturdays and put their work put. Now Lewiston, that works both ways, if you're a car driver, you got a Fox -AMC, so it can be done, I found that out."
Rob Moore,0:08:01,"Well, when people started, people started traveling more and you had to compete more, did you kind of change, you had to change your way of doing business, change your line of goods?"
Marvin Long or Marsha Long,0:08:14,"Yeah, you changed your way of doing business, you had to get competitive, you had to watch your buying."
Rob Moore,0:08:23,Like how?
Marvin Long or Marsha Long,0:08:25,"Well, just not get stuck with anything, that's what I was, you know, what people wanted."
Rob Moore,0:08:31,"Now there's just certain things, they come up here from Lewiston and there's things I was special in, we worked shoes and gloves, see?"
Marvin Long or Marsha Long,0:08:41,"I had to know what they wanted, those were the boys from the mill. And if you carried it and you had your prize and didn't market, and most of these business firms, even Penny and all those guys, it's a one -way street, you know, and their markup isn't flexible, you know."
Rob Moore,0:09:04,"And that's why, if you find out what their markup is, how good it is, how you can beat them, see?"
Marvin Long or Marsha Long,0:09:14,"Find out what they're making a profit on, just you stick with me to death, even Penny, find out what they're making a profit on, all them change you. Just get under them. Give them some of their own medicine."
Rob Moore,0:09:31,"Did you usually, in the early days, did you usually buy most of your things locally or was it mostly all brought in from other parts of the country?"
Marvin Long or Marsha Long,0:09:41,"Well, you had to bring in your, whatever, your wholesale house would have to be appropriate, your groceries were all your nearest points, you know, like Lewiston. Of course, there's a lot of Spokane, too. Of course, Spokane would meet, you know, give you your freight rebate or something, they'd be a competitive proposition."
Rob Moore,0:10:10,But you bought your cattle and things locally?
Marvin Long or Marsha Long,0:10:12,"Oh, yeah, that's all I mentioned."
Rob Moore,0:10:13,Then you shipped them out?
Marvin Long or Marsha Long,0:10:14,"They went out, sure, we bought cattle."
Marvin Long or Marsha Long,0:10:18,"Of course, we've been out of that business for years. Well, people have been out there, too. This isn't a cattle country like it used to be. Right."
Rob Moore,0:10:27,"Well, how long was this cattle country? What? How long was this cattle country? What do you mean, how? Well, until when?"
Marvin Long or Marsha Long,0:10:36,"Until it was more cattle raised around you. Still, cattle, big range back there in the mountains, still lots of cattle, but not like those in those days. They used to ship out of here, see, they don't do that anymore, it's all trucked out to Lewiston. Lewiston's are marketing spook instead of Spokane. That's about the biggest change that's been made, they truck to Lewiston instead of shipping freight to Spokane, which is much easier, see, they don't do that anymore."
Marsha Long,0:11:09,How many depressions did you survive? How many?
Marvin Long or Marsha Long,0:11:14,"Two, three, two, I guess."
Rob Moore,0:11:19,"What was it like here in your store during the big depressions, 28, 29?"
Marvin Long or Marsha Long,0:11:26,"It was a barter deal, he couldn't barter, he couldn't trade while he was out of the picture, he just couldn't make it."
Marvin Long,0:11:34,"There wasn't any money, see, and you just had to, can you?"
Marvin Long or Marsha Long,0:11:40,"Of course, we had to have a certain amount of money, but I'm sure it was a trade deal."
Rob Moore,0:11:46,What kind of trades were there?
Marvin Long or Marsha Long,0:11:49,"Well, we, sure, we'd trade for anything that we could sell, anything they'd have. Of course, most of the livestock in our business, we'd trade for beans or wheat or peas or whatever, there wasn't no peas raised then, it was beans, beans and grain, hay, anything. Anything you could turn, anything is saleable. Right, right."
Rob Moore,0:12:12,But then you'd trade that on again to somebody else who wanted it?
Marvin Long or Marsha Long,0:12:15,"Or used it ourselves, so we asked if we could do it, so we'd do a trade, but if we had a feedlot out there and we had to cattle every morning, and even one time Dad used to feed hogs, after he got out of it, my little brother didn't want to have none to do it no more. I never was the outside man, I was always the inside man, I remember."
Marsha Long,0:12:36,When you used to ship your excess lard and chickens and things to Spokane and to Pullman?
Marvin Long or Marsha Long,0:12:43,Pullman was the country.
Marvin Long or Marsha Long,0:12:47,"Both Pullman and Shipman. Whichever way they wanted, we'd ship live and dress."
Rob Moore,0:12:58,But you kept going through the Depression just by trading?
Marvin Long or Marsha Long,0:13:04,"Yeah, that's right."
Rob Moore,0:13:10,Was Kendrick a pretty quiet little town?
Marvin Long or Marsha Long,0:13:20,"It's been a staple town, you don't have these ups and downs, you know, you've got a certain amount of people that you deal with that pays their bills and says, she's all right here. There's lots of business we can get. We have good hardware, we have a good general store, like I had, but they had a good grocery, two groceries, and they have good dry goods, for instance. I had an old fashioned general store that had dry goods, meats, groceries, everything."
Rob Moore,0:14:13,All the way down the line?
Marvin Long or Marsha Long,0:14:14,"Yeah. No, I didn't carry the ready to wear."
Rob Moore,0:14:18,You didn't carry what?
Marvin Long or Marsha Long,0:14:19,The ready to wear. Dressed stuff. I didn't go into men's clothes and stuff. Or suits. I stayed out of ladies stuff.
Rob Moore,0:14:29,Did you carry hardware and equipment and stuff too?
Marvin Long or Marsha Long,0:14:32,"No, no."
Marvin Long or Marsha Long,0:14:35,"That's the business that's old. Yeah. We've got a good hardware store in town here, though. There's always been a good hardware store here. As far as it's a good country, it's far, far away."
Rob Moore,0:14:48,Right? Little farmers?
Marvin Long or Marsha Long,0:14:50,Yeah.
Rob Moore,0:14:52,"Well, how about like, the social life here? I was talking about the quiet town, and I was wondering was there much to do?"
Marvin Long or Marsha Long,0:15:03,I know Mr.
Marvin Long or Marsha Long,0:15:06,"Schupfer there had that in the movie theater for a long time. I wonder what... Well, they don't see that played out on the couch."
Marvin Long,0:15:14,Television?
Marvin Long,0:15:15,Mm -hmm. Done away with that.
Marvin Long,0:15:17,Who's going down there and setting the old movie theater and seeing something ridiculous anymore?
Marvin Long,0:15:22,"The television set. Right. See, we get all the cable now. We're cabled in here, and we get all the good programs. We've got a good cable system here. They don't get cable."
Rob Moore,0:15:35,"Well, in the early days, did they have... I know up towards North County, they'd have... up in Potlatch, they'd have, once a month, they'd have big socials with all the people in town. I think it was the Grange Hall there. They'd have a big socialism sort of... No, they don't pay much attention."
Rob Moore,0:16:02,"The Grange still had their lodges, but that's not the social life there is it?"
Marvin Long,0:16:09,The school is the center of the social and the... The school is your center. I was wondering about... The summertime is the swimming pool. Mm -hmm.
Marvin Long or Marsha Long,0:16:18,"I was wondering about earlier on, back when you were a kid, what you'd do to..."
Marvin Long or Marsha Long,0:16:23,"Oh, we'd have a regular dance and shit. That's what you'd do. The big roller -skating we'd hear."
Marvin Long,0:16:30,Roller -skating?
Marvin Long,0:16:33,"Yeah, these public dances were quite a thing. So now they have one or two a year is about all they arrived at. The Fourth of July was a big event. They used to have big events. The Fourth of July celebration."
Rob Moore,0:16:47,Did they have parades around the Fourth?
Marvin Long or Marsha Long,0:16:49,"Oh, sure. They still do. Yeah, they have parades and bands. They will do. That hasn't changed. We have ours on Locust Day and today instead of... That's our Fourth of July though. It's better than having them on the floor. Of course, now they go picnicking for people to go to celebrations."
Marvin Long,0:17:15,"That's a thing of the past, isn't it?"
Marvin Long or Marsha Long,0:17:17,Unless it's a rodeo or something. Pretty much.
Marvin Long,0:17:19,"Special event, huh?"
Marvin Long or Marsha Long,0:17:20,Pretty much the last thing of the past.
Marvin Long,0:17:21,"Outside of rodeos, ain't it? That's about when the rodeo season starts, isn't it?"
Marvin Long or Marsha Long,0:17:29,"There isn't much of a rodeo town. There are quite a few, though. Riding clubs have areas. I mean, it isn't exactly a rodeo."
Marvin Long or Marsha Long,0:17:45,"First of those early days, these little towns all had saloons. I did share. The first thing we come to tend to is a tree."
Rob Moore,0:17:58,How long did they keep in operation?
Marvin Long or Marsha Long,0:18:01,"As long as the law let them. You know, there's a prohibition coming."
Marvin Long,0:18:09,"Now, you don't know it, see?"
Marvin Long or Marsha Long,0:18:11,"Now, of course, it's probably... Now, you don't know it. There's one place in Kenner that serves liquor. And there was two other places that served beer. One place that served beer. But you don't even know it. They serve liquor down there anymore."
Rob Moore,0:18:31,Isn't a gambling hell anymore?
Marvin Long or Marsha Long,0:18:34,Saloon.
Marvin Long or Marsha Long,0:18:35,You never hear about it.
Marsha Long,0:18:38,Don't they serve beer?
Marvin Long or Marsha Long,0:18:39,Yeah. I don't know.
Rob Moore,0:18:43,They think the business community has remained about...the market has remained about the same over the years and the staples.
Marvin Long or Marsha Long,0:19:03,"It's about the same. Oh, no, yeah. It's worth a dollar, of course."
Marvin Long or Marsha Long,0:19:10,"I mean, the kind of market."
Rob Moore,0:19:12,Are the goods and things still about the same class?
Marvin Long or Marsha Long,0:19:19,"Oh, yeah."
Marvin Long or Marsha Long,0:19:24,"This kind of like this is all they specialize on the staples anyway. You know, what the farmers need. It's based on what the farmer needs. What he buys."
Rob Moore,0:19:41,What were your hours when you used to work in the stores? Did you have to be there the whole time the store was open?
Marvin Long or Marsha Long,0:19:47,"Well, somebody did. I didn't know I didn't have to. Well, I was there a pretty steady one."
Marsha Long,0:19:53,You mean in the early days?
Marvin Long or Marsha Long,0:19:55,In the early days.
Rob Moore,0:19:56,What hours did you have to keep?
Marvin Long or Marsha Long,0:19:59,"Well, I never had to keep one in my garage, you know."
Marsha Long,0:20:03,How long were those in those beginning years?
Marvin Long or Marsha Long,0:20:07,"Well, we opened at eight and closed at six. But, I'd say some of them used to stay overnight, you know, six days a week."
Rob Moore,0:20:20,What were wages then when you were clerking? When I first clerked?
Marvin Long or Marsha Long,0:20:24,Mm -hmm. An hour a day.
Rob Moore,0:20:30,An hour a day for a ten hour day?
Marvin Long or Marsha Long,0:20:33,I don't know. From eight to six. Mm -hmm. Nine. That's nine. That's ten.
Rob Moore,0:20:44,What?
Marvin Long or Marsha Long,0:20:45,That's ten hours.
Rob Moore,0:20:46,"Were you clerking first? The first store you clerked in, was that also a mercantile store? Was that a different, a merchandise store?"
Marvin Long or Marsha Long,0:20:53,"It was. With me, you see, they farmed me out. There was four of us brothers. Mm -hmm. And we was too many brothers. Well, I had two brothers. I had one brother. He was, I guess, tall as him. One brother had, he never would work in sight. And he had what we call in them days a drain line. Mm -hmm. And he run, he hauled all the stuff from the depot, you know, and did all the haulin' and all that stuff. And in fact, he made the store deliveries. And then my other brother had worked in the shop. I wasn't in the business then. I was out working in the dry goods store. And one of them run the shop and the other one, his dad, bought cattle and done the butcher. Mm -hmm."
Rob Moore,0:21:43,And you worked in the dry goods store?
Marvin Long or Marsha Long,0:21:45,"I worked in the giant store. Mm -hmm. And I come back here. 20, I come back in, in Belong and such. We bought out of the dry goods store. Mm -hmm. And I come back to run it. I come back and so. We got over here to meet Margaret and I kept the groceries. And I kept the dry goods. It was first. And I got Margaret five years ago."
Rob Moore,0:22:15,"That was the last time, wasn't it?"
Marvin Long or Marsha Long,0:22:18,"Mm -hmm. That was the end. Tell me about the dry goods. That first store, how big it was. Yardage, ready to wear for women. Men's tailored suits that were ordered and all that was done right in that store. Yeah, that's what I was told. I told them that. Mm -hmm."
Marvin Long or Marsha Long,0:22:37,"Millinery, they made their own hats."
Rob Moore,0:22:39,"What did, what was the price of things in those days? Like what was the price of a tailored suit, say?"
Marvin Long or Marsha Long,0:22:46,"Well, if you went in with a tailored suit, if you're a plutocrat, we'd want to sell you something up around $50, $60."
Marvin Long or Marsha Long,0:22:56,"Mm -hmm. If you're just working out your wages and stuff, you'd stick pretty close to a $25 suit. Mm -hmm. You'd get them inside a suit for $20, $25. Oh yeah, $25, $25, yeah, you could buy it. There's more than any price you want to pay. Generally, the guys that want the good suit, the guys that want the expensive suits, they generally come in and want you to order them up and down. So it's measurement. Mm -hmm. Guaranteeing. Mm -hmm. Clothing was really, it was really pretty high them days. They were, well, it was high for them times. Mm -hmm. You know, pretty much in line the way it is now. Mm -hmm. Well, it wasn't as high, according to the shoes and stuff. It was high. Well, I told you, like me, that's, here's where the shoe business went to. Right. 50 % of them, that's rubber -soled, they'd, something like that. I had so much trouble with my feet and I couldn't get anything that fit me I could wear. I got broken arches, so I got to wearing these, and by the time I got them, I didn't know I had any feet, so I just kept on wearing them. Right. Families, you know, in the fall, families would come in and buy all their winter clothes. You know that, of course. One trip, they bought all their clothes for the whole family. They'd bring the kids in. Mm -hmm. And these boys got family and they grew up. I'd see them and see a kid. Oh, he was close. I don't know whether you'd call him Stingy, but he was tight. Of course, he had a, he had a large family. He had five or six boys, and they were just, it was there, after teenagers. Mm -hmm."
Marvin Long,0:24:54,"And, he'd come in and he'd, I think it was five or six boys, wasn't it?"
Marvin Long or Marsha Long,0:24:59,"Oh. They're all grown now, and these kids had got family. Anyway, he brought these sticks in. Mm -hmm. Each stick, man and boy, the size of his shoe that he could wear. Mm -hmm. Well, he'd make, get these sticks, you know, long enough so that he never brought any short ones in, too short, never come back. And he'd work that stick in there and pick out his shoes and he'd just ride one, so. Huh."
Rob Moore,0:25:28,Why didn't he bring the kids in?
Marvin Long or Marsha Long,0:25:31,"He just didn't have these clothes to come in and it just, he was that kind of a guy. Mm -hmm. He was paying for them shoes and he was buying them. Mm -hmm. Didn't have any chance. No argument, that way. You'd have to know him to know that. Mm -hmm."
Rob Moore,0:25:45,"And they all turned out good, didn't they, them guys?"
Marvin Long or Marsha Long,0:25:47,"Yeah, turned out good."
Rob Moore,0:25:48,Why didn't they?
Marvin Long or Marsha Long,0:25:49,Clem and Hailey are in business here in Kindred.
Marvin Long or Marsha Long,0:25:56,"Yes, sir, you can never forget. I think during the Depression there, we were selling shoes and come in and fitted them out and I think it was, believe this or not, his shoes were down to $1 .98 a pair. Mm -hmm. These kids' shoes. Mm -hmm."
Rob Moore,0:26:16,"And that was mostly in barter, too, wasn't it? That was mostly in barter, too, wasn't it?"
Marvin Long or Marsha Long,0:26:20,"Well, he was barter in level, but he couldn't barter too much on that deal because he was a good price, he couldn't reach it anywhere. Mm -hmm. I didn't make too much on them, but I have some of them. I sold them for $1 .98 a pair. Mm -hmm. So you know they had to be off the cheap. Right. Nail shoes, sold as nails. Mm -hmm. They had to sell them. Now, either recall split ladder, or full -grained ladder. Mm -hmm."
Marvin Long or Marsha Long,0:27:04,It's kind of hard to hear those parts revolving like. That's okay.
Rob Moore,0:27:07,Does that go on there?
Marvin Long or Marsha Long,0:27:09,"Oh yeah, probably. There's no big deal."
Rob Moore,0:27:12,"What other kind of characters were around? Any people you remember in particular had any odd, you know, experiences with them?"
Marvin Long or Marsha Long,0:27:26,"Well, the characters that come around those days, we call them Bachar bums. Mm -hmm. There were a bunch of characters. Mm -hmm. And they wear a boxcar. They sleep on, come in on these empty boxcars, you know. Mm -hmm. And they come in here and they sleep in the jungle. We had jungles around here. Mm -hmm. We call them jungles, hobo jungles. Mm -hmm."
Rob Moore,0:27:53,Was that around the Depression times?
Marvin Long or Marsha Long,0:27:56,"Yeah. Mm -hmm. We were back there when we first came to Canada and jumped through the Depression. The Depression done, I guess that's what done away with it. Mm -hmm. There's never been any sense. They got stricter rules on the railroads, I guess. Well, they got, no, there's Social Security done that. Mm -hmm. Got work for people. Right, right. See, everybody gets certain aids. They get a medal anyway, you know. They get something. That's Social Security's what done away with that. Mm -hmm."
Rob Moore,0:28:26,Did you ever have many dealings with those boxcar bums?
Marvin Long or Marsha Long,0:28:28,Did I every morning.
Rob Moore,0:28:31,"How was that? Bumming, they'd come in and they'd go, huh?"
Marvin Long or Marsha Long,0:28:33,"Uh -huh. You'd give them a little of anything that you had. Stale around or something you wanted to drink. Sometimes, scraps, you know. They'd take anything. Mm -hmm. They'd make up a stew, you know, hobo jungle. Yeah. Yeah. Yeah. Yeah. No, sir, we haven't, we haven't had any boxcar. There's never been any. That's what data did that when that went out was Social Security. Mm -hmm. And that is about when that started."
Rob Moore,0:29:09,"32, I think 38, wasn't it?"
Marvin Long or Marsha Long,0:29:13,"Something like that, around there."
Marvin Long or Marsha Long,0:29:17,"Yes, sir, that's been a wonderful thing. Mm -hmm. These young people don't realize that. Mm -hmm. Of course, they're the ones that's going to make how much is going to pay in the money. Oh, I know, I don't think, I don't worry about it. No, I know, but you can just kind of. Mm -hmm. But it is what's keeping the country to go on. Mm -hmm."
Marvin Long,0:29:39,Put money in circulation. Mm -hmm. Name anything else. Nothing.
Marvin Long,0:29:44,"You can't name it, can you?"
Marvin Long or Marsha Long,0:29:47,"Yeah. That's ever put money in circulation like that has. Mm -hmm. An interesting pioneer story is your father, his father was in the freight in out here in deals with Lake Tahoe County."
Marsha Long,0:29:59,"Did you tell him about that? No, didn't I? About the freight business?"
Rob Moore,0:30:02,"I don't think you did, no. Oh, maybe you didn't. That was before the point of the storm. Oh, before the storm, before we come to Kendrick."
Marvin Long,0:30:11,"At that time, before the railroad was built up to the, you know where we call Arrow Junction down here, where the fort says that you're grooved up to Orofino and then the railroad and then comes to Kendrick?"
Marvin Long or Marsha Long,0:30:24,"Mm -hmm. Well, that was the journey. That as far as the railroad, there was no railroad any farther than that. Mm -hmm. There was none up the river. Mm -hmm. See, Orofino had no railroad, or that, I mean that prairie. Mm -hmm. All that prairie country had no railroad of any kind. Mm -hmm. And this was the closest point, Kendrick. Mm -hmm. You see, it was so canny. If they went across here, if they went down, they'd pay more for it, you know, and then they'd have more grown up. Mm -hmm. But this was the shipping point. Mm -hmm. There are certain beans that go through that wasn't edible, but you couldn't get them out of the cleaner. Mm -hmm. And so, you'd have to hand pick them. Mm -hmm. Gee, people here, I remember these women, these widow women especially, picked beans all the way up to the coast. And they'd pick beans all winter. Mm -hmm. And pick those beans. Mm -hmm."
Marvin Long,0:31:25,"Well, I guess they still do it, Chet, don't they? Raise beans and peas for seed, don't they?"
Rob Moore,0:31:30,I think so.
Marvin Long,0:31:31,Hand pick that stuff?
Marvin Long or Marsha Long,0:31:32,Mm -hmm. I think they still do it. Mm -hmm. They haven't come over any better yet.
Marvin Long,0:31:37,"Get certified seed, I still think they have to do it, don't they?"
Marvin Long or Marsha Long,0:31:40,"Mm -hmm. I don't know, I haven't been around, but I don't think they have."
Rob Moore,0:31:52,"Well, after you've gone out and made this money, what did you usually spend it on?"
Marvin Long or Marsha Long,0:32:00,"Well, I'll tell you, we wasn't getting very big money. Mm -hmm. Dad was pretty good to us. He wouldn't make us, unless we was working on some good job or something, he wouldn't make us. I paid one little one. Mm -hmm. You know that when I was working studying in the store, and getting paid for the month. That's when I was sick and buying that junkie temperature, I think. Mm -hmm. By the time you've bought your clothes and paid board, if you was working out, you couldn't have too much to worry about. Yeah. And we, of course we had to have a weekend, but every week or two, there was dances. Mm -hmm. Nice to go to."
Rob Moore,0:32:53,"Did they have fiddlers come down and play the dances, or local people?"
Marvin Long or Marsha Long,0:32:59,They had orchids.
Marvin Long or Marsha Long,0:33:00,"They had rag arts, good music. We had a lot of good music here in town. I don't know, it was pretty fortunate."
Rob Moore,0:33:08,Mostly local people?
Marvin Long or Marsha Long,0:33:10,"Oh, yeah. See, we had a homeless family, we used to live right over there and they were gone musicians. Well, this Walt Thomas, he went and spoke to the band leader up there and was doing the army."
Marvin Long or Marsha Long,0:33:29,"He wanted to enlist in the army in the band. The army said, well, they couldn't take any enlistments. Of course, they hadn't got any leaders, they didn't have any band leaders. They didn't take any leachates. Well, he says, I'm your man. He says, I'm a band leader. He took his examination down. He left this band all the time, all the ones he went overseas with."
Rob Moore,0:33:55,"I don't know, that was World War I, wasn't it?"
Marvin Long or Marsha Long,0:33:57,"Yeah. Yeah, he went overseas with his band."
Rob Moore,0:34:05,"They used to play, what kind of music would they play for dances? What? What kind of music would they play?"
Marvin Long or Marsha Long,0:34:12,"Oh, mostly violin, piano."
Rob Moore,0:34:16,Square dance type tunes or polkas or what?
Marvin Long or Marsha Long,0:34:19,"Well, not much square dance in those days, Roger. Mostly, when I danced with them, my dance was mostly waltzes, waltzes and two steps. And by theirself, they'd have a cadre or whatever it was."
Rob Moore,0:34:38,"What did they call that, quadrilles? What was it?"
Marsha Long,0:34:44,"I think so...."
Marsha Long,0:34:49,"I wasn't there...."
Marvin Long or Marsha Long,0:34:52,No.
Marvin Long or Marsha Long,0:34:59,Didn't have any more school systems in those days. No.
Rob Moore,0:35:03,"This was probably quite a bit quieter back then, too, wasn't it?"
Marvin Long or Marsha Long,0:35:05,"Oh, that's right."
Marvin Long or Marsha Long,0:35:08,"There's much streets, there's much streets. Horses."
Marvin Long or Marsha Long,0:35:12,They have more sidewalks.
Rob Moore,0:35:14,The sidewalk was that high?
Marvin Long or Marsha Long,0:35:17,"Yeah, come right off the edge or... By the street."
Rob Moore,0:35:32,"I guess it was a little bit quieter then, too, wasn't it?"
Rob Moore,0:35:38,That's quieter?
Marvin Long or Marsha Long,0:35:39,"Yeah. Oh, yeah. They had a shivaree or something. There were a bunch of drunks sometimes. Yeah."
Marvin Long or Marsha Long,0:35:47,"Yeah, pretty quiet. Horses don't do this."
Marvin Long or Marsha Long,0:36:07,"Well, I've seen the first cars, motor cars, come in this country."
Rob Moore,0:36:12,Where do they come from?
Marvin Long or Marsha Long,0:36:13,"Well, they ship them. Oh, four -wheelers."
Rob Moore,0:36:21,What kind? You've seen the picture?
Marvin Long or Marsha Long,0:36:22,"Oh, sure. Well, I think the one we, the dealer here, I think it was International. I think they were."
Rob Moore,0:36:31,A dealer came into town to start selling cars?
Marvin Long or Marsha Long,0:36:37,"No, there was a dealer here. These hardwares, the ones that sold them."
Marvin Long,0:36:41,Didn't they?
Marvin Long or Marsha Long,0:36:42,Uh -huh.
Marvin Long,0:36:51,See that?
Marvin Long or Marsha Long,0:36:52,There was a four -wheeler and a one -seated buggy tire. And one -seated.
Marvin Long,0:37:00,Did you ever see one of the old ones?
Rob Moore,0:37:02,"Yeah, I think I have."
Marvin Long,0:37:05,What were people's reactions to the first cars that came in here? What did they think of them?
Marvin Long or Marsha Long,0:37:10,They were excited.
Marvin Long or Marsha Long,0:37:12,"You know, and you'd get killed going up and down these grays, you know, and all that stuff. Yeah. See, once they got killed, first thing they knew everybody was dying. Yeah."
Rob Moore,0:37:27,Did the first ones come in by train or did they drive in by themselves or what?
Marvin Long or Marsha Long,0:37:32,"I don't remember. Well, they were shipped. I imagine the distributor of Moscow, I imagine. No, they didn't get so many out in the first thing. People didn't buy them. They'd buy them now."
Marvin Long,0:37:53,See that?
Marvin Long,0:37:55,"A fella got a car to run a, well, he generally had some kind of a commercial car. He wouldn't be buying one. You know, just to go out and buy a car. Most of them were commercial cars."
Rob Moore,0:38:15,You mean cars that people run their businesses with or what?
Marvin Long or Marsha Long,0:38:18,"Well, yeah, for delivering, you know, and stuff."
Marvin Long or Marsha Long,0:38:28,"The one they started to come, they come pretty fast. Mm -hmm."
Rob Moore,0:38:32,"About what year was that? Oh, no, what year would that have been?"
Marvin Long or Marsha Long,0:38:39,"Let's see, we come down here in 1908. The very first one around that time, I think."
Rob Moore,0:38:47,Was it?
Rob Moore,0:38:52,"See, World War I was 18, wasn't it? 18 to 20?"
Marvin Long or Marsha Long,0:38:57,Mm -hmm. Just before World War I. About in there is when it started. Mm -hmm. I think.
Rob Moore,0:39:06,"Did the wars have any effect on life out here besides, you know, having something else to read in the paper?"
Marvin Long or Marsha Long,0:39:15,"Well, I'll say. World War I, putting everybody had somebody over there fighting. Mm -hmm. Dad couldn't go out to work. He'd walk cattle here and stuff. He had a brother over there, front line trenches in World War I. He couldn't leave this town until the paper come in about 9 o 'clock to get the daily paper and read that casualty list. That's how much he was worried about. Just see whether Tom and Brother Tom had spared another day or not. It was awful. What they went through with, the grandparents."
