speaker,timestamp,End Time,words
Frank Milbert,,,"Oh, it'd fill a book, what Shattuck told me about Alaska. See, I used to visit him a lot. Let's see, I would run dogs up here on the hill in the winter. I always had hounds them days. Naturally, there was nobody lived by him self there on Gold Creek, you know. And there was nobody to after we'd run the morning cats, you know bobcats, if you didn't pick up a track by noon, you might as well forget it, the snow would be off or something. You know you always depended on the first of snow to find the fresh track. And we dropped down there, you know and talk all afternoon sometimes on into the evening. And I'd always get him wound up to tell us stories of Alaska or follow along one that I'd heard part of. And it would take quite a lot to put that all together; stories of Alaska. He told me about going in and how they went in and across that miserable pass that they got over there. And build a raft or a boat to make their way on into the Yukon, to Skagway. to Dawson. Shattuck, well, Shattuck worked horses, is whatthe did. He run a scraper A, the and his partner. That's when they came from Swamp Creek, you know. He worked horses there until they said they would hold auctions and sell 5 claims up there then. And when one of these auctions came on, there was an auction every week why, they'd bought a claim. There was five of 'em got together, they didn't have money enough between the two of them, but there was five of them got together and bought this claim. And I have the date on the creek and all that it was on, and it was one of them off El Dorado Creek, one of the side streams. And they worked that all winter, they had to thaw it, thaw the ground and they worked it all winter and they come out, or they took out about a hundred and thirty thousand dollars that winter and then they worked it in the spring. They bought this claim at the auction, as I say, and then they worked it that winter, then they worked it the next one and then got the idea to sell the thing. In two yearsthe was out of there andthe said thatthe had about thirty thousand dollars for his trouble of going up there."
Sam Schrager,,,"Did Shattuck saythe was in a bad situation up there, or did it just seem to be much more difficult than it would be down here?"
Sam Schrager,,,"That's what they said. It wasn't so seriously dangerous, other thanthe said traveling on the river when their going in. 'Course, Shattuck said afterthe once got in there there was steamboats out, and even the second timethe went you, the didn't go across that Chilkoot Trail or Chilkoot Pass. you know know they'd go into Skagway and over a pass, andthe'd tell how the Mounties I think it was eleven hundred pounds of stuff before they'd let him go in there, their own that they took with them. 'Course they found this all out, a lot of it, what was required when they got to Seattle, see, and picked it up there before they went up. Because up there you couldn't. Shattuck said that Skagway was the biggest camp you ever saw, scattered all over the place, the said. Stuff, Tents and bags and boxes of stuff and all wet and what not, scattered in every direction. He also had pictures of Alaska. I have pictures of the Alaska. The mine they had up there as well as one of the bunch of the five of them that owned the mine, and the cabin they stayed in."
Sam Schrager,,,Was that the place to go if you wanted to try to make a big strike in those days?
Frank Milbert,,,"That's what they were after. That was the last big frontier strike, you know, for gold. That's the last gold rush that was in the country, ever. I'm talking of a true gold rush. You see, if you start at just like Gold Creek was discovered already in 1861. Now I'm going back to what Hogan told me about it."
Sam Schrager,,,What didthe tell you about that? How didthe say that?
Frank Milbert,,,"Well, the claimed that there was a bunch of them that Pierce, you know, had started the rush down there at Walla Walla and went on up to Orofino, the went up the Clearwater. And the said there was a bunch of eight of them got in there some late and heard about this and they'd come up from Calif ornia, this bunch had, and they heard about the I ndians disagreeing about them coming on the Reservation, so they wound north and got above the Res ervation, which put them up here right where Moscow is today. And the said there was a big, heavy snow, it was late in December and a heavy snow come on. I t must have been near around Christmastime, and said that it had snow ed about two and a half feet on the level, and they holed up, or camped in a draw, I don't know which one it would be, but there was water there and timber on it, and said there was bunch grass stuck out of the snow, it was that deep, and good feed for the horses, so they just stayed there until the storm was over, then they tried to head on towards Orofino, and they found the snow the farther they climbed up, thejeeper or the more snow they had. And they just couldn't make it. So they come back to this place that they had stopped when the storm was on because the feed was good for the horses and they wintered there. They didn't try to make it out, they couldn't get out, in other words. And because of this good feed for the horses, they called it Horse Heaven, that place. I've heard other people said that they called Moscow Hog Heaven first, but it was Horse Heaven, 5 whatthe claimed. And they said when the spring thw when it started to melt, you know in the spring why they started trying again, but ten- twelve feet of snow was too much to go over there, so they fv around here wherever they could get. And that's when they located these creeks, and later, about six or seven years later, after they had they didn't stay and mine 'em after they had went to Orofino, followed down to Boise Basin and the gold rushes in Idaho there and on to the Owyhees and this hmr 0i' I ixo was one of the fellows, I don't know the name of any other, andthe didn't, butthe said there was two of them decided out of the original eight, that they ought to come back here and try that little creek that they had tried up here. They'd found gold on 'em al right, so they slipped through Lewis- ton, they thought without creating too much attraction, and they come up here and they said that there was several hundred people must have followed them, and by the time they got located up here there was two thousand peo- pie up there. There was noways near room for anybody, but there was that many had come out, andthe said it almost evacuated Lewiston following"
Sam Schrager,,,These guys?
Frank Milbert,,,Yes. This was about well it was in the late 1860's.
Sam Schrager,,,"What year had they first been here, would you say?"
Frank Milbert,,,"61, 1861"
Sam Schrager,,,Would it be in the winter of '60 and the spring of '61?
Frank Milbert,,,"That's right. See that's when Pierce left that down there at Walla Walla You knowthe was barging into the I ndians' Reservation, the had no business in there either. The fact is you can find lately that the United States Government paid them I ndians for them taking that gold out of there. I've got the date of the trial and everything else. In recent years here, in the last twenty, let's say, the Bureau of Mines had the data, I bought it 8 off them."
Sam Schrager,,,So in '61 these fellows didn't do anything more than just look at the creek?
Frank Milbert,,,"That's right. They discovered it. They didn't mine it. Then, of course, when they got up here, why, all these other ones, why, right now they were going to have a regular gold mining rush, you see."
Sam Schrager,,,I s that the kind of town Lewiston was? I t was just waiting for
Frank Milbert,,,"I t was a regular tent town, is all it was, you know, ready to go. They said sharpers and gamblers and everybody else followed, that was standard practice therf But naturally, they got up there, there wasn't anything going and there was no room in that place for that many people, you know. 'Course, they'd soon make something. But the thing was, there was not a lot of ground there. I t was streams. And theygot their own mining laws made out, because, you see, each district could make it's own law. And the said that the first there was about a hundred and twenty men that stay. And of the hundred and twenty there was less than that many claims, and they were only fifty feet long up the creek."
Sam Schrager,,,Which creek is it now?
Frank Milbert,,,"Gold Creek. I was talking of Gold Creek. ... is one 0f the side branches. Actually Wl has only been, let's say alittle mine, be cause it is to bouldery and hard to mine, that nobody I had one claim on it, but it's awful hard to work, on account of the big granite boulders in it. The Chinamen worked it at the bottom, and that's the main working that's been done on it. I did some work up there on it."
Sam Schrager,,,Fifty feet ?
Frank Milbert,,,"Fifty foot claim up the creek. That was the first rule, and of course, later, why, whenever see they along, the old timers, wouldn't mine any deep ground, they would mine only the such two foot, three foot 9 deep stuff, where they could well, you can readily consider they had to make pretty going, pretty good money. They claimed everything cost an awful lot here. Flour was a dollar a pound and everything else in propor tion. And that held for quite a ways later. That held until pretty much until the railroad went into Palouse down there. See everything had to be packed or freighted from Walla Walla up here. And even Caxv-u ? claimedthe paid a dollar an hour for labor, see they had them ditches dug up there. But the couldn't afford or ,. they didn't put a hydraulic set-up in until the railroad come into Palouse, and that was about, oh, 1888 or '90. 'Course Cx-v-ncc'S come in here they come in at the end of the gold ruch, and as soon as the rushers left, why they picked up all the ground in there that they wanted, that is. Their earliest claims that I could find dated to about 1878."
Sam Schrager,,,"Well, what would the history be of that Gold Creek rush, as far as the dur ation what happened there. I t started in'60"
Frank Milbert,,,"About '68 or '69, somewhere in there."
Sam Schrager,,,How long do you think they had this ?
Frank Milbert,,,I t's been mined ever since.
Sam Schrager,,,"Well, no, but I mean the intensive mining at the very beginning, how long?"
Frank Milbert,,,"I t only lasted one season or two, the fact is it only lasted one season, the intensive whenever thyo little short claims were in. But, there would always be some that would sell out or move out or give up in disgust, see, and someone would take that piece in with it and they continuous going, and it's produced it's produced it's main amount of gold possibly when the... I think it's mineral record shows that they took out about two hundred ounces of or two hundred and fifty ounces a year of gold. Gxyv-vLfc did. 'Course that was after they got to mining with the hydraulic and gate. At first it was sloughs gate because, well- the cost of freighting the stuff in there, see, where they could build aS!'-'c - gate 10 out of wood, which was plentiful 6 V- ; and ditches, they could dig, you see, and get water and they could handle considerably deeper ground. That was always the argument, was deep ground, you know, -flgold was pro bably just as rich in the deep ground or richer than it was in some of the shallow ground, but it was harder to get to. I t isn't unusual to find twe lve, sixteen and even twenty-two foot ground up there that I've I t takes heavy machinery to work twenty-two foot ground, that's for sure. And then, there's some ground even that was stalled me, because that was too level, too flat, it don't drain, it's dredge ground."
Sam Schrager,,,But the first their just using the placers
Frank Milbert,,,"They used a picked and shovel and water, whatever they could get. And I guess they said the water was so thick that it wouldn't hardly run after they got to the bottom end of the claims, because everybody used it, you know, muddied it up."
Sam Schrager,,,What kind of laws would they set up
Frank Milbert,,,"Well, they would hold a miners' meeting, everybody in there, and according to them fellers, they told me, they would state the how much ground they were going to have and they didn't dare walk away from the claim, you know, for a long time because someone else could get it if they didn't work it, you know for so many days. And they would- how many claims you could own. The fellow that discovered, that would have been this Hotelling and his part ner, they each got one claim beside the one that they had located at first. And they said a lot of the other ones, several other ones there had a lot of bigger claim, or that is, full sized claims, which is about fifteen hun dred feet, you know up the stream; the full sized claim is. But when they held the meeting they could distribute it out to let more persons have it. However, the stream was pretty rich for a small stream. The record shows- now this is what they told me I didn't check it myself but in two miles of mining they took out better than two hundred and fifty thousand dollars. 11 And others say a million. Others say half a million. Well I don't know which is correct but they claim there was over a quarter of a million went out in less than two miles, that the gold rushers took out. Since that there's been probably as much more taken out. And I don't doubt that's cor rect, because while it's less area that's covered, more intensively, that is, they worked it better, they claimed they had to get an ounce a day, only get about twenty dollars or they couldn t afford to work it then due to the cost of food and tools and whatever you'd need to work it with."
Sam Schrager,,,"Did these guys, most of them build little shacks on the right there."
Frank Milbert,,,Yeah. Dig a hole in the side of the hill and then put a kind of a lean-to in the front of it.
MA,,,And tents.
Frank Milbert,,,"Well, some, but if they stayed over winter they dug a hole or when I first come on there, there was quite a few, and there's still one that I know that's half buried in the you can see some of it. The cabin. They'd take a cabin, see, and set it back in there and in the back end of the cabin they'd have the fireplace, you see, and it would be usually mud and rocks laid up."
Sam Schrager,,,They'd build right into the hill.
Frank Milbert,,,"Build right into the hill. Well, you see, it's easy to keep it warm, you could keep stuff all winter without it freezing back in there even if you didn't have a fire if it's buried far enough. There's one or two of the cabins I can show you yet, that show their buried in the hill. I have pic tures of quite a few of the old cabins."
Sam Schrager,,,How big would one of their cabins be?
Frank Milbert,,,"Wellll ten by twelve is a pretty good sized one. I have seen much bigger ones in there but they was but them that they'd dig in the thing, I J-' was just pretty small. Six by eight, and that's pretty little, or maybe just a pile of brush in the back corner that they slept on or something. I have even seen them that they didn't have any fireplace of any kind, a door and then it showed that they would build a fire right in front of the door 12 And the. roof would overhang that generally a little to cover it. There was nothing permanent about staying there. They wanted to get rich and leave. That was standard practice, you know. They didn't figure n stay ing too long."
Sam Schrager,,,What kind of belongings do you think most of these guys would have with 'em? Would they have virtually nothing besides their grub and frying pan?
Frank Milbert,,,That's the truth. Tools that they worked with. Ny: They used a At-side V t cook in or anything else they wanted to do. Chuckles
Frank Milbert,,,"A few of them would have horses; some of them would have horses, you know, be on horseback. But lots of them didn't, they were on foot. What they could carry on their back, is what they had. You were the better type if you had a horse and a packhorse with you, you know. Well, you could readily see a horse was ajliability, to say the least, you had to see thatthe had feed. In the summer it was all right but the winterthe can't always pick a living, like them fellers downnaatt Horse Heaven, you know. You take up here and you can't leave a horse out Q je r :winter or anything. Now you can down in the brakes and down in the canyons and down in there, easily, but up here the snow'11 get too deep, especially in the mountains. They wouldn't have anything to eat."
Sam Schrager,,,Who enforced the law in the mining district? Did all the miners
Frank Milbert,,,"All the miners did. I have seen some little part of that myself. There was one old fellow come up there, this is when Shattuck was mining there, andthe had been in there as a kid when the, and even when the Chin ese were mining in there, see. And the kind of felt likethe was a privileged character, goldTmine whereverthe wanted to, see. Sothe come up to where Shattuck was and asked him about talked to him, anyhow, and said, ""How about letting him dig? Oh, Shattuck left him dig in another place, andthe was- there and when Shattuck would go to lunch, the was cleaning up his 13 spring wash off, see, and of coursethe was just using the was using a 6lJc-e and a rocker between the two, they wouldn't have too much water in the summer, you know to clean up with and the rocker you can work with you can bail a can full every so often, you can make it run. But, anyway, the'd slip in there and highgrade Park's diggings, you know. And Park had left him stay in one of the old buildings up there next to him. He couldn't keep quiet, not tell one of the other guys howthe would slip in and play a trick on Park, and, you know, highgrade his diggins ."
Sam Schrager,,,"When you say highgrade, what do you mean?"
Frank Milbert,,,"I mean steal it. Take it They always called it highgrading, the miners do because whenever they were working in a tunnel or anything, why that was common practice, why if you got a nice piece, why you flipped it in your pocket, that was high-grade, see. So, we used to get up there on Friday night, if I remember it was Friday. They had Death Valley Days on the radio and Park had the only radio on the Creek, see, the only person that had a radio, and it was a big battery affair that covered the half the table and we'd listen to this Death Valley Days and after Death Valley Days was over, why, it was kind of an open miners' meeting. There would be about half a dozen or maybe eight guys there, eight fellows. And at this one particular meeeting, why this here the wasn't there, that fellow that had highgraded Park's box one of them said, ""Say, don't you think we ought to do something about,"" I won't name him because that hurts, you knoWj-VVb r ""about Albert, ?"" we'll say. Well, highgrading Park's diggingswheneverthe d go to lunch, go into lunch whythe'd go up there and do it. So they deci ded that they would run him off the Creek. So they told him thatthe had one chance to get out of there or they would sayMie'd wishedthe had. So, they didn't stand for any monkey business. They were all honest essentially, I never found a one of them that wasn't, except for a renegade, like that one 14 andthe didn't stay there very long. To saythe was a good miner, I don't know, I'm talking to Al, I don't know whetherthe was a good miner or not. He apparently was lucky enough to get some gold all the time, butthe didn't care howthe got it."
Sam Schrager,,,I've been reading lately about the Plummer Gang down out of Lewiston. You know Henry Plummer and the kind of stuff that they pulled in the '60's dur ing the early strikes.
Frank Milbert,,,"No, there was no outstanding characters up here, let's say, like, Plummers or"
Sam Schrager,,,Cherokee Bob
Frank Milbert,,,"Or Klondike Kate, or any of them, you know, outstanding characters. But I guess there was some pretty good sized little communities. I guess at the head of Gold Creek there was as many as eighty or a hundred people lived up there. You couldn't hardly believe it to see the little meadow that they lived in. That's opened today of it. Sure, I guess maybe they opened it up farther, but there isn't much room to straight up the hills, you see. So I hardly think it's just a small meadow."
Sam Schrager,,,"Did you say a hundred people besides the ones that had the claims on the Creek, too?"
Frank Milbert,,,"Well, of course, this was more or less after that, you know, when they get together, why, they have a place to stay, the ones on the claims, you under stand. They may not a had this is a lot when the Chinamen were in there, is what they tell me. I can show you one picture of I guess it dates about 1924, which is shows one of the cabins that they said was the post office. AT the time, the mail would come in to , at that time would come in to about Princeton, see, and then it was taken up there and it was put in this parti cular one cabin, you understand, and dished out. I t was no official post office, but Princeton was. See that would been in the time when it came in by train to Palouse and then was carried by stagdyp here, but then it wou I d 15 be dished out up there in this particular one."
Sam Schrager,,,Called Gold Creek? I s that what they called the place?
Frank Milbert,,,"There never was an official name for it, you understand, but it was that's Gold Creek, Gold Hill, been ever since it was discovered. Well, really to be honest about it, that isn't true that it was just Gold Hill; they called it Mineral Hill at first. I t was more known as Mineral Hill them days. But now it's Gold Hill, later years it's Gold Hill. But at first they called it Mineral Hill. Because I see the old Carrico mining claims on Mineral Hill, which indicates that it was called Mineral Hill .back in the 1890's and so on. But later it was divided into on the east side and the west side of the hill was Gold Hill Mining District and the Blackfoot Mining District, and it was on the other side. That would have been Jerome Creek and over in there and the upper you understand, these were the law, or the mining districts- each one had their own rules. And then there was the Hoodoo District up here in the upper Palouse, which would connect right with it. Once you're on Jerome Creek where Jerome Creek comes out, you know where Grizzly Camp is up here, well, that's the Hoodoos from there up."
Sam Schrager,,,Was there pretty much of a set code that they would use wherever they had mines? Att7
Frank Milbert,,,"See you could not from an angle they made, let's say, the local laws, like we have our county laws, see, for the district. But they could not make any law that was more lenient than the 1872 Mining Law: U. S. Mining Law. That held everywhere, in other words, you couldn't make a claim of thirty acres or forty acres. Every claim had to be no more than twenty acres. I t could be much less if they decided to, but it couldn't be more. And the assessment work had to be so much, and nothing could be less than the original U. S. Mining Law of 1872, which holds today yet."
Sam Schrager,,,"Well, fifty foot that's not very much there."
Frank Milbert,,,"See, that gives everybody a better chance to scratchYou work fifty feet by hand, the width of the creek and you got a pretty good job too on your hands. You wouldn't do that in a few hours, either. Where the ground'd be two-three feet deep, why, you'd be quite a while at it, because it's sure, you'd have your channel would be your best spot, but you'd have your benches and everything to work off and there'd be a lot of good ground on the thing. The creek has fine gold and nuggets both, you know. I t was pretty fair mining, and of course, as I say, them early fellows, that's what they tell me, I wasn't there, I couldn't prove that, but they claim they only had - allowed them fifty feet at first, when the gold rushers were there. But you'll find it's true in a lot of other districts, that they didn't allow 'em to have very much. You see, there would always be some sharper get in there andthe would catch someone that had a full sized claim W 4o fi and offer 'em say two thousand or three thousand dollars for it, and thenthe'd get this all lined up so thatthe would it'd only be fifty foot ones andthe would start and peddle them out, andthe'd make big money. There was all kind in them gold rushers. I t wasn't just a case of all miners. There was all kind of sharpers in on it too, see. I don't know whether that hap- pened here but other places, and they would do that."
Sam Schrager,,,He'd buy it first?
Frank Milbert,,,"Well, someone would locate 0o oivJttfeNl locate it under the standard claim law, see, when they'd discover it, or when they'd first start to work it. Then the bunch'd come in there, ""Well, we ought to have something to work too."" And prety soon, ""Well, let's get all together and have a meet ing."" And when they held a meeting they decided what was going to happen in this district, see. Well, here's one's got a the's got two claims, full length claims, and here's some guy, some sharper, you know, some con man, no doubt. And the'd say, ""Well, I'll give you a thousand dollars apiece for them claims."" But the already had him all excited to the idea to get 'em 17 cut down to a hundred feet, or something like that, see. Well, this guythe might not want to sell but it'd be better to take two thousand dollars for his two claims than it would be to have them taken off of him and give him just the same as the rest of 'em, see, fifty feet or a hundred fefct or whatever it was. And in this way, the would end up with at least a bigger poke thanthe would by holding out."
Sam Schrager,,,"Take a creek like Gold Creek. Would gold be distributed in anything like an eV .v way? Let's say, would fifty foot piece and the next fifty foot piece and the next one and the next one and the next one, would ?"
RM,,,"Usually there'd be one spot on it'd be pretty good in fifty feet. Gold runs in a stream bed like that, and particularly in Gold Creek, I'd say, because I've mined enough on it to know. I t'd run in reefs, and I'd say .tx, ye l a little harder rock at one place, that the bedrock's a little harder, and that'll resist the erosion of the water on it, see, and as the flow went down there on that reef that resisted, it was just like a riffle, it hold the gold there. And I wouldn't claim that there was one every fifty feet. I t would come pretty close to that."
Sam Schrager,,,"Would a guy have a pretty good idea, wouldthe have a chance to find out be forethe had to claim his fifty feet? Would it just be a matter of luck ifthe got it or not?"
Frank Milbert,,,"Oh, well, there'd be some gold on it regardless, butthe may not have a hit one of those reefs where it was more concentrated. No, I don't think there's anywhere that you could dig along a creek for let's say ten feet and not find some gold if you know how to look for it. Oh, sure, I know a lot of people run all over it and never find a kllar, but don't mean that there isn't any gold there."
Sam Schrager,,,This town what do you suppose there was there?
Frank Milbert,,,"I t was merely a gathering to, let's say, of people, to faciliate facilitate getting supplies to 'em, dropping 'em off at one place. You realize that when fellows are working, they didn't only stick with them claims, they dug prospect holes all over that hill, and I mean all over it, anywhere you'd go, there was prospect holes. You understand, they were looking for ledges as well and hard r ck projects, see. Well, if a guy would order something, you know, and the freighter was bringing it inthe could take it in there and dump it off somewhere and that was a lot better than to try to find the guy home, and there would usually be someone, I judgejsomeone, up there who would take the stuff in and they would pay for it, or whatever was involved in it. Right here, where that house is, you can see up there on the hill, Old Lady Jones lived there when I first came here to this country in '45 to live here. 'Course, I'd been in here before that but I rented that service station, she used to tell us by the hour when they homesteaded. Her dad homesteaded this area right in here when they were mining up there, and I'd say right after the rush it would have been, or right at that time, because from the rush on it was continuous. Homesteaded in 1872. And she said that this was the junction between the Walla Walla Trail and the one that led down to Lewiston, the one to Walla Walla, the freight trail. The fact is, the road was right through here somewhere. And she said there's a spring over on the far side over here, it's buried now with this highway, but I know where the water runs out just the same, andthe said they camped in there. They could always look out and see someone campjag down there, even in the winter. They'd be standing around the fire or something, and they were either I ndians or Chinamen or just travelers or gold miners or somebody, and later there was loggers and whatnot on the thing whenever the sawmill got to Palouse. Well, they'd stop there and water their horses, too."
Frank Milbert,,,"Yeah, well, it was just a junction, you know in the trail. And they said that the freighters would leave stuff in a kind of a log warehouse or depot they had up here for these miners up there and people around the coun try because if they took it on up to the Princeton, or to the or up into the mines themselves they'd charge them an awful lot more for it, and they would come down here anyway and buy, well, cured meat and vegetables, that's mainly what they raised, they did raise wheat, too. And they would take it down here farther down on the river to the grimill and have it ground and bring it back up here and sell it. Well, from what they told me, paying a dollar a pound they'd come along pretty good, I wouldn't doubt. She didn't say they got that for it but the ones that I know was telling the truth about it, they said that the Carricos claimed that they paid a dollar a pound for flour, freighted in there. 'Course, they probably only got fifty cents for it out here, or maybe less than that."
Sam Schrager,,,"Well, there were people that took care of"
Frank Milbert,,,"Well, Mrs. Jones is her name, but Joe Miller was the guy that homesteaded that was her dad. There was five sisters of 'em."
Sam Schrager,,,Sohe had a pretty good freighting business of it himself then.
Frank Milbert,,,"He didn't freight. He farmed, or let's say, gardened aVuW and the freigh ter would stop here and leave that stuff, seeAnd they would come here, and she said that that her dad would trade 'em for gold or furs or even for even if they would work for him for a while, the'd trade 'em supplies. And they would come in here and they'd get a stake that way and off they'd go, they'd get enough supplies and off they'd go mining again, see."
Sam Schrager,,,Sothe had a store.
Frank Milbert,,,"He didn't have a store. He didn't operate a store. One of the first stores was at Princeton, I guess. But the first store that the miners told me about 20 up there was at Stamers, up on Deep Creek, which is farther up here, up in the Acora sp? district, area, which is possibly five, six miles up there. They could drop over from Gold Creek to that Starner store closer than they could get to this one to this place or to Princeton, by just Ave? going across Prospect Peak, or Prospect Ridge, they could get over into Deep Creek, see. No, the Stamers operated they called him Judge Starner, the was a justice of the peace, I guess."
Sam Schrager,,,"But, I was trying to figure, it wasn't a store at this place here."
Frank Milbert,,,"No, it wasn't. I t was just a depot or something."
Sam Schrager,,,"But these guys up at the mining district, how did they get the word to Walla Walla for the supplies that they wanted delivered up here?"
Frank Milbert,,,"Generally it was leave an order for it, see, and then leave it here, or leave it or give it to the freighter when the was in. Definitely, suppose fl- Uke they wanted fifteen of kerosene to carry them over the winter, and they needed kerosene, and it had to be freighted in andthe left that order in the fall this was not unusual when we operated this store here- Old Park Shattuck would order a case of eggs you can't hardly imagine a man alone ordering a case of eggs, butthe'd order a case of eggs in the fall. And a case of canned milk?"
Frank Milbert,,,"Oh, yeah, 'course, canned milk anyone could keep that, but fresh eggs are a different story. He would also order five dozen of each, take them up there and keep them. And, of course, potatoes and cabbage and you name it, but. And the eggs, I often asked him, I'd go up there in March or April andthe'd still be using out of the eggs, and I'd say, ""How do you keep them fresh?"" ""Oh,"" the said, ""of late I've tried dipping 'em in paraffin."" He'd put not paraffin, mineral oil, andthe'd put them in the case andthe said, ""All you need to do, you don't even have to do that,"" the said, ""but every week, turn the case upside down. Keep 'em packed in the case."""
Frank Milbert,,,"He said in Alaska, in the old days, they were awfully expensive up there, the said, but they would usually put them in with feed, oats, or something like that, horse feed, the said, and that way they couldn't move and then they could turn them over and turn them back in a closed container. He said so long as the yolk didn't get down and touch the shell, and that'd take more'n a week, why they wouldn't spoil. And I have I'd get up there once in a while and we'd have a meal together, and that was common to make a couple of eggs, fry a couple of eggs, and you couldn't find anything wrong with them. And I knowthe'd buy them in November, when the'd take 'em in there. But I also asked him howthe could keep them lemons that long, and stuff, you know, ""Oh,"" the said, ""I just rmt them in thew. jars."" And the had crockery or glass jars, andthe said, ""If I note that they are sweat ing any,"" the said, ""take 'em all out and dry 'em off and put 'em back in again,"" the said, ""they'll keep."" He usually had a big glass jarthe kept them in, a bowl about that big with a glass lid on it. If that would sweatthe'd take 'em out, the said, ifthe sort of noticed it was sweaty."
Sam Schrager,,,"Sounds likethe really knew the tricks of the trade, and how to get through the winter."
