speaker,timestamp,words,End Time

Grace Jain Wicks,00:13:56,"He had Jersey cows because their milk content was so hot there. Cream content was so high, and there was just one criterion about a good jersey. She had to have long enough tits so a man could get his hands on him, because he damned if he wanted to have that milk sprayed all over the lower part of his palm. When he tried to milk a short headed cow, he wouldn't have her. Dad and his dogs were great pleasure to me. To the first dog in the family that I remember was a character. I, the story goes, was a baby in my cradle on the south porch, and my arm was just long enough so that my hand could poke out between the slats of the side of the cradle, and mother, working in the kitchen with the door open between us, heard a little thump and a little sigh, and looked out to find a most engaging black dog with white around his muzzle and a weariness to his body, a warning to the pads of his feet contentedly licking the hand of the baby.",00;15;16;08
Grace Jain Wicks,00:15:16,"They named him Jack and figured that probably he had grown so tired he no longer could follow the covered wagon which had gone along the road that morning. I am sure the family that lost him were sore of heart, but he was our great, great good friend from then till when he died, which was many years later. The trouble with Jack was that he liked to roam at night, and the neighbors didn't care for his visits. So the man on the north who was farming the Connor place shot him in the right, left in the right hind leg, and somebody we never know who shot him in the see. It was the left hind leg in the right foreleg, so poor Jack had to hobble round in great misery, and no one ever thought of taking out those bullets. They just let Jack get along, and he licked those wounds from then until he died. And of course, must have suffered terrible pain. These days we'd have him to the vet in a minute, but those days to take an animal to the vet meant that he had to be an animal that paid his way. And of course, Jack was the best doc dog in the world.",00;16;38;25
Grace Jain Wicks,00:16:38,"But after he became impaired, he was a beloved pensioner. Along with him was stub, named for his short bobbed tail. He did all the work after Jack was incapacitated. And since my father always had cattle to some extent, a little jag of cattle, they were called. Then he would be the mainstay for corralling them, for gathering them, for a drive, for just bringing them home at night. A man with stock can't get along without a good dog, because if he does, he wastes an amazing amount of time. Another dog we had that was my father's dear friend was Missy. She was an Australian collie and a spade female, and she accompanied us always to the toilet, which was out to the north of the house. And as we went to and from a nice little dog, let us know of her presence by leaping and touching with her cold nose in very gentle but insistent fashion, our right elbows.",00;17;58;05
Grace Jain Wicks,00:17:58,"Of course, she got many a pat and all kinds of lovely visiting, both going and coming, and we enjoyed it and she enjoyed it. My father, it fell to his lot to have to shoot each of his dogs when they became so old that they had had to leave this world, and it was kinder to do it thus. And each time it was a major, major operation for him, and one which he he could hardly bear to do. But he was always stern with himself, as with the necessities of life. One time when I was a little girl during World War one, and my father had returned to the farm because my big brothers, who had been running the farm and who were about 19 and 21, almost had been were being occupied by World War one. And so we went back to the farm to grow food. And during that time, my dad came home from riding down on the river, and he found along the way a little Kerr puppy, and it had been put out of a sack, I suppose, for somebody figuring that it would die and they wouldn't have to have the pain of putting it to death.",00;19;25;02
Grace Jain Wicks,00:19:25,"And so they put it out to starve to death or a coyote to get it. So, dad, of course, he couldn't stand that. So he gathered it up and tenderly brought it home to his little girl. I thought it was a yummy. It was the sweetest little old pup, as every puppy is. And so I carried it every place I went. And I'd have had it in bed with me if mother would have allowed. But that certainly was beyond the pale. We had no animals in the house, none whatever ever, though we dearly loved them and had them as part of our lives. Just outside the door, this little dog and I had a traumatic experience. I carried it, as I said, every place I went. And one night I was feeding the chickens and I had a big pan of feed, and I was holding it in my left hand with the doggie balanced on the pan. And then with my right hand, I screwed the wheat and the dog became a patient with this and jumped or fell to the ground. I stumbled over the little soft belly, and my foot came right down on it and broke its back.",00;20;43;17
Grace Jain Wicks,00:20:43,"Oh, I thought I'd die. But that was one of those things we learned on a farm that you never think too much of an animal or anything, because you have to kill your own violence. We had rattlesnakes on this place so that everywhere a child's foot was set down in wheat, in weeds, in grasses, in any growth, you watched where your foot went. This was also helpful so that you didn't stay up in a car park. But in the main it was to protect us from snakes. I learned to tell a rattler from a bull snake, which was protected, and a rattler which was not. We were given great instruction, very firm instruction as to what to do. When we found a rattler, we were to send somebody in the party if there was one to the house, while someone who had spotted the snake kept it in a vision. And that way a big person could come with a hole, the 22 or an ax and dispatch the snake. We were never to let it out of our sight. And then in that area, we were to be exceedingly wary for the next several days, because the mate would come to hunt its partner and would be found in the area.",00;22;14;25
Grace Jain Wicks,00:22:14,"This happened invariably… apparently snakes are monogamous and made for life. Now, I don't know whether this is true or not, but certainly we got snake after snake after snake because it came to follow its dead partner. We found one right at the door of the barn, coiled ready. We found two that I know of in the raspberry patch. One time, years later, in another canyon, working for my brother. My husband had a snake slither down the handle of his hay fork as he pitched a bundle into the wagon. Of course, these snakes were complete enemies and no one protected them ever. There were good snakes, of course, who killed black snakes and and water snakes and harmless garter snakes and so forth that were protected because they killed varmints to. But for the deadly snake, we were very, very busy dispatching them the same in the bird world. We were taught the good ones and the bad ones. We had large flocks of pigeons, and my mother made delicious pigeon pot pie. And these pigeons, however, were dirty and creatures, and father had to finally kill them all off because they they roost high.",00;23;55;28
Grace Jain Wicks,00:23:56,"They are very prolific and their droppings is very bad for hey, animals don't like to eat it after it's been polluted and their droppings on machinery is damaging, and they have the poorest of domestic instincts in that. They'll lay their eggs with 1 or 2 sticks on a two before a shelf, just a stud going along in a shed, so they don't bother much about their eggs rolling off or their young rolling off. An amazing number of them didn't, but and the birds were beautiful as they as they flew and beautiful as they walked. There's nothing prettier than than the streamline of a lovely pigeon. And their coloring is out of this world. So many varieties and such a lovely sound to their wings and to their cooing. We love them. And dad had them first in a coat, but they outgrew that and short order, and then took over first the machine shed and then went into the barn.",00;25;04;28
Grace Jain Wicks,00:25:04,"And when they began to destroy the hay, then dad had to take action. Now we had zillions of of swallows who built their sweet little mud nests around. We had lots of bluebirds in those days and and yellow canaries, and we loved them and protected them in every way we could. But the English sparrow began to invade, and that sparrow was really a destructive animal. It was almost as bad as a as a. Magpie, both of which are predators of other animals nests, and both usurp the homes that are made by other birds, kill their young, scratch off their eggs, and take the places themselves we were taught to destroy, if possible, both species of birds. A hawk now was a somewhat protected animal, particularly if it was a large hawk, a red head, or a barn hawk. They sailed so beautifully in the clouds against the wind. Sometimes they couldn't make any headway at all with the breeze they tried to go against. And those amazing eyes of those creatures, way up there in the air, would see the movement of a mole, or a tiny squirrel, or a little mouse way down in the hog pasture and zoom they come down and have it.",00;26;44;29
Grace Jain Wicks,00:26:45,"Now, a sparrowhawk was another thing. We killed sparrowhawks religiously. That's what the 22 was used most for to do hit a sparrowhawk square in the eye. That was the goal because the sparrowhawk ate baby chickens. We had a little flurry with our pigs to our pigs were in a pasture north of the house, out back of the toilet and off to themselves where the their noise or their odors didn't distress the household. They were great snake killers. Apparently the layer of fat undress pigs skin protects him from the venom because they could kill rattlers or any other kind of snakes, and they were great to help keep down the population of snakes. But one time we found a kind of of pig that was new to us. It was a Missouri Razorback that had been shipped in in a government project, and those Razorbacks were indeed high along their backbone, and they had hair straight up along that area.",00;28;05;17
Grace Jain Wicks,00:28:05,"Now, our poll in China is in do Rock. Reds were nice round, flat back to pigs and they were domesticated and we could live with them nicely. But those wretched Razorbacks ate mother's chickens. And I tell you, it was a chicken's life if it got into the hog pasture. So we couldn't get rid of those creatures fast enough. The only time a red saw or a black saw. Oh, we had a few. New Hampshire's two with the white band around the middle. The only time those were dangerous was when one of their little pigs got caught in the fence. Now a baby pig is tiny, like any other animal for its species. When it's little, when it's young. And so it will go through a crack in the fence, and at due time it grows and it gets so big it gets stuck in the hole that it's been using all this time, and it'll squeal, oh, it's being squeezed. It doesn't like it. And it raises the racket. And the mother cell gets very excited, and she nips the pig to increase its efforts.",00;29;20;04
Grace Jain Wicks,00:29:20,"And if she draws blood, which she easily can, she becomes very excited. And she'll she'll just choose a pig up to death. And mother, being a town girl, didn't know about all this, but she was game. And she took the ax one day and got in a pig pen and fought off two and raged sows who had a pig that they were just dispatching. And she took the ax with her. I remember seeing that ax flailing and mother's apron flying, and her determined, beautiful little face set in lines of complete combat, and she was flailing away at the hogs with the sharp end of the ax, meaning, of course, to hit them with a dull and. But she got a little confused. Well, anyway, she scared off the women both feet and saved the piglet. But often my mother didn't often take any hand in the operation of farm. However, outside the house, never. She never gathered an egg. She never picked a pea. She sometimes did fruit, but not other things. Excuse me?",00;30;43;19
Grace Jain Wicks,00:30:43,"The calves or something, because that could be done on horseback. But to a woman there were seven days of work because on Sunday she had company in good weather and in bad weather. It was it was not suitable to go any place in the rain or snow or cold. The other thing she said was that a female animal, before giving birth, or even before conception, was given a little time to rest and be ready for her in her chores. But a woman had her children when she was depleted physically and conceived most easily. She thought the reason for this was nature's way of perpetuating the race. If this female was going to die, it could surely reproduce first, I guess. Is it ready? Yes. By weakest. I think she felt that she understood it as the fact that she seemed to conceive when she was, in her words, run down when she was tired and least physically fit to handle the business of having a child.",00;32;12;21
Grace Jain Wicks,00:32:12,"Then was when she conceived, and she had her first three children in about five years, less than five years. Then there was a space of three, and then there was the space of four, and she prevented. She felt conception by nursing her children over long, because as long as she nursed a child, she didn't conceive. And of course, in those days of no restrictions of any kind… reproduction… a woman just lived as best she could. And my father said to me one time, I never felt anything but a welcome for one of my children. Well, now, where children just came, whether they were planned for or invited, then I think that was quite a statement of character on his part. And it's been greatly reassuring to me because certainly as number five, when it took my mother 48 hours to bring me into the world with the longest and most painful of deliveries, I would not have known life.",00;33;33;03
Grace Jain Wicks,00:33:33,"Had it been a planned family, I have known more than one offspring. That was the flower of the flock that was born late. Later. My mother, of course, was just 30 when I came. But there is an illustrious family in Moscow whose name I shall not give, because I'm going to tell some secrets. And this dear lady was to have her fifth child, and she did not want it… but here she was, pregnant again, in the family way they called it. Then. Well, she went with the club of her nice lady friends here in Moscow. On a picnic down to Kendrick. She climbed a tree and jumped off. She did it repeatedly. She thought maybe she'd miscarried. Miscarried. And in this day and age, where abortion is supposed to be fully accepted, I do want to say that the Lord kept that baby for her, and he went on to be probably as illustrious a son as this community has ever produced, having later been president of the Ford Foundation, Dean of the Business School at Harvard, and presently lives in New York, and I speak of… him only with admiration. And I tell this story only because one of her peers told it to me as an illustration of what nature does for the human family when there is no planning.",00;35;25;18
Grace Jain Wicks,00:35:25,"I would like to go back for a moment and talk about my mother. As a lonely woman on the farm. She could see no light in any window of another white woman from her house. She could see way across the Clearwater River over toward Rubens and look out. And sometimes we could see a light from over there. And with the field glasses we could see distinguished buildings. But the Reuben ranch house was was hidden from ours by the trees. And besides that, it was never inhabited by any one but a hired cook during harvest. No Indian woman ever lived there, and no white woman ever lived there. During my memory. This had occurred earlier, but not during my memory. Up north of us on the corner place. From time to time there would be a woman, but the house was just up around a bend, so it could not be seen from our place. And mother was accustomed to daily company. Her father had had a grocery store and meat market, and later a factory back in Gladwin, Michigan, before they migrated west. She was accompanied to a custom to people.",00;36;45;04
Grace Jain Wicks,00:36:45,"So the other day I ran on to a catalog which was, I think, called the Jolly Jokers. No, that isn't the correct name. I'll hunt it up on these days. This catalog was of a club of lonely people who wished to correspond with each other over the whole surface of the globe, and so mother joined it. It cost a big, fat $10. But she joined the club and geography came alive for us children, because there was Mr. Jones down in Quito, Ecuador, who sent her gifts and sent her interesting letters. And the gifts would be such things as the carving of the local water carrier, or a lovely embroidered doily that if enough such doilies were put together, a pretty hand embroidered hat could be made or such. This was sent as a sample of the handwork of the Indian women of the area. Or there might have been a girl whose last name was Magnus daughter, and she was from Denmark, and she sent mother a piece of hand-woven linen, which I still have, and which is as heavy as heavy, almost as foil for for thickness and.",00;38;19;10
Grace Jain Wicks,00:38:19,"Strength of texture. Or there was a young man in Tunis. There were various people who sent her the sands of local rivers, so that she had an enormous collection of the sands of the rivers of the world, so that we knew about the Dnieper, we knew about the Amazon, we knew about the game cheese. We knew about any of the Marne. We knew about the rivers and the surface of the earth, because mother had little sample of the sand that had been right taken from right alongside that flowing water. This was delightful for us all. And it made the mail such an important thing, because scarcely any time did dad get on horseback and go to town, because there was no rural delivery in the early time, and get the mail and inside would be all of these delights. My mother's mind was always alert and curious and enjoying, and no matter if it was a stray of any kind who tied his horse at our front gate and came up to be fed. Because of course, you fed any human being who came to your door, because otherwise they'd have to go hungry because there were no restaurants around, of course, in easy access.",00;39;50;21
Grace Jain Wicks,00:39:50,"So anytime somebody needed bed or board, any human being gave it to them, and you gave them what you had. And if it was very limited, that was never questioned. And scarcely did anyone ever offer to pay. This was beside the point. The point was that mother would have somebody to visit with for a little while, and no matter who it was. There were some that she just couldn't find much of interest in, but mostly mother could find something to visit with in this traveling person. And we usually housed the school teacher who taught halfway down, the coyote graded what they later named Rattlesnake College, and she usually had 1 or 2 hired men at her table. Her hot cake griddle could bake six large cakes at a time. And of course, the main staple of any good working man's breakfast was something that stuck to his ribs, called a good hot cake that always had smoked cured meats. Or would it be bacon or ham? Hotcakes and fried eggs were breakfast with lots of homemade sirup, and that was a good enough meal for anybody. And all the people could work on it, go to school on it, and starve to death on it.",00;41;22;18
Grace Jain Wicks,00:41:22,"If her name was Lila Jane. And that's the way we lived. As for diet in the winter times, I knew at the time that it was difficult for mother. But now that I'm a grown person, how much more I empathize with the maladjustment in which she lived and how hard it must have been on my father, who held her dear and had to witness all this, and at the same time never could have a shoulder to shoulder companion who earned with him with eggs and butter and produce, and who also was a constant drain for doctor's bills. I'd like to talk a little more about the Indians I have known, because I left that subject just over from our farm was popular. Now I have three P's in the pronunciation of his name, because that's the way I was taught. He was an Indian man who came up to his 80. That's 80 acres allotted by the government with his two squaws each summer, his place at the Connor Place and the Reuben Place, like all Indian homes, had a door yard utterly alive with hollyhocks, which only allowed for tramped down paths to and from the door to the house, and to the toilet and to the barn.",00;42;58;28
Grace Jain Wicks,00:42:59,"Otherwise they grew all over the place. And and hollyhocks to me are Miss Flowers Pyo Patel. Now it's spelled these days, so it's pop. Oh, a l k t. But we said popular Patel. However it was, he came up each summer, and once in a while he'd come and visit with my dad, who was great friends of all the Indians. Another Indian who came to visit us was Charlie White. He was a half breed and a handsome, large man who was a great baseball catcher in later times and played in the same team with my husband, who was a kid from Gifford and at 16 was a hired second baseman. Charlie played for free with the Lap or Spalding teams on 4th of July and and stock shows and such celebrations as would come through the warm weather. And my husband, Guy Wicks, would be hired to come down and give him $20 on the 4th of July to beef up the excellence of the hitting staff.",00;44;18;06
Grace Jain Wicks,00:44:18,"Charlie Charlie's background. Is illustrative of the scarcity of white women who came west. Men were more adventurous and then they came first. And then there were no women around, save Indian women. Well, Charlie's mother was a maiden of great worth because she not only had two children by this early day settler who later married in full legality, the daughter of a lovely white family that came west and had another family that was housed and still lives in the Descendants do down in Lewiston, and they're a distinguished family, and I shall not identify any further. But this Indian woman was put aside when her husband could fell in love and could marry this lovely white girl. It this silly story was told, and I don't believe it for a minute, but it does carry a certain punch that when the Indian woman didn't get proper care or had a disagreement, she just Moses down the river with a teapot and pitched it in the yard of the white woman, and things came her way. But quickly now I think that's just a good story, but it is a funny one.",00;46;05;28
Grace Jain Wicks,00:46:06,"The imagery is very good, isn't it? Well, Charlie was one of two of her children. Later she married an Army man who was a very early settler and had another child by him. And I don't think it hurts to tell his name because his father was Tom Bell, BA L.L. there's a creek named for him down between and Spaulding. And his wife was this same Indian woman. Now, I found Indians in their adjustment to our culture. In my own way, in working with PTA, there was an Indian woman who was the president of the unit of PTA when I was district president and going around and visiting all the units, and she was a high class Indian woman, but she simply couldn't get to meetings on time. 40 minutes late was power. She had her problems. Her little daughter, whose picture is still a lovely thing on the postcards as emblematic of beautiful Nez Perce maiden hood broke her mother's heart by running away and going up during high school days and going up to Curt Lane with her boyfriend and and distressing her family. No. And her son came to the university and pledged Tall Kappa Epsilon and was a star basketball player for some time, but he didn't get a degree.",00;47;58;28
Grace Jain Wicks,00:47:59,"He married well. However, he married the daughter of a fine white family from up the roadways, who nearly nearly died at the match. But in due time, this young Indian man was in a bar and someone provoked his anger and he took a swing at them. Well, the fella didn't like being swung at and he swung back and hit this chap square on the tip of his chin. The fellow fell backward, dead. He'd been hit by a trick punch, which is known to boxers. And the man who finds this funny pedal fatal is called a man with a glass jaw. And my friend's son was dead. There was a grandchild. And at the funeral of this young man, the white in-laws came. And that was the first time that the Indians and whites had mixed. Now this is within the last ten, 15 years. So the amalgamations and the melding of races and the assumptions of cultures is still a very living struggle.",00;49;40;27
Grace Jain Wicks,00:49:40,"Now let's see what other Indians have I known that are colorful. I told you about Reuben and Connor and Peel. Bill. Yeah, I think those are the main ones. There were. There are other stories regarding the scarcity of women. Another man who was a big time cattleman and who has descendants living so I shan't name him, had a mistress named Brucie Jack. He took her out of a house, and she had had smallpox at some time when her face was greatly popped. So they said she was brocket, which I guess means deeply freckled or speckled. And Brockie. Jack was a very conscious of her lack of status. We had some friends named Vernon who were very proud people, and Mrs. Vernon could. So. So Brockie, Jack, the story goes, would bring a pattern, material thread. ET cetera. And put it on the post of the gate, and right away Mrs. Vernon would then come out of her house, go down and get the dress makings, and take them inside, and in due time produce a garment. I suppose there was a note accompanying regarding measurements, or maybe the pattern sufficed, I don't know.",00;51;23;28
Grace Jain Wicks,00:51:24,"But then the garment was placed on the gate post, and Rocky Jack drove back, or rode back and picked up the dress, so there never was any personal contact. This, I imagine, was a matter of pride with Rocky Jack quite as much as Mrs. Vernon. She was not about to be snubbed, and I don't think, knowing Mrs. Vernon that she would have been. Now there's another Indian story that I wish to tell because it hurt me to see this happen. Jane Silcott was the daughter of Chief Timothy, and she was married to Silcott Captain Joseph Silcott, who was a snake River boat captain. He she died and he buried her where her grave could look up the snake River at the confluence of the snake and the Clearwater rivers. For many years that tall white shaft was there, and we all thought of the fact that here was a white man who had loved his wife enough to mark her grave in such a knowing way.",00;52;47;21
Grace Jain Wicks,00:52:47,"But in due time, vandals came and ripped down the monument and desecrated the grave. And now there is nothing but harvested wheat over the place where this touching monument used to be. I have another story about Jane Silcott and her husband. A friend of mine was a 17 year old boy and working around the Raymond House, an early day hotel in Lewiston. And from the train one day came a distinguished lady from the East who said she had come to visit her brother, Joseph Silcott. Well, word was sent to Joseph Silcott and he came in all dressed up and took his sister to dinner. He took her for rides. He entertained her as royally as Lewis and afforded for several days, and then put her on the train and sent her home, never having taken her back to his house or having introduced her to his wife. Whether she ever knew that he was married to an Indian woman is quite doubtful, because she was made happy as could be. And perhaps there was never a question in her mind.",00;54;18;06
Grace Jain Wicks,00:54:18,"Now let's see what other stories I have here. Oh, when I was a little girl during World War one, and we were busy growing food for those big brothers overseas, I trapped squirrels. I got a nickel a tail and a dime for a weasel, and lots of times I got snakes. I never got a rattler, though, and I learned that I could take a little scout size ax and dispatch the squirrels, protesting and fighting for their little lives in those cotton. Those traps that I could pull them by their poor little court legs from where they'd frantically try to stay down the hole, that I could pull them forth and dispatch them. Because, after all, I had to preserve the food for our boys. This was a terrible lesson for a little girl to have to learn. But learn that I did. I took the money from those squirrels tails and sent to Sears Roebuck and got myself a ukulele. I learned four chords and oh why? If I couldn't sing up a storm with that instrument. And we also had an old fashioned phonograph that the parents my parents had bought at Bell's store in Genesee. This store had formerly been owned by Mark means and oh my, it had such delightful records as as Josh, uncle Josh and the Chinese Laundry and the.",00;56;13;16
Grace Jain Wicks,00:56:13,"Harrigan. And later I found it, my grandparents, The Whistler and His dog, and in the Good old summertime. And then, having learned to play this instrument, I went over to the Rubin Ranch, and somebody had left there another phonograph, and on it was the whole damn family. I'd be damn, and you be damn and the whole damn family. And when it came time for me to go to town and be sent Sunday school and eventually to school, my mother told me very carefully not to sing all down. And Tucker was a good old man, washed his face in a frying pan, combed his hair with a wagon wheel, and died with a toothache in his heel. Because I said old Dan Haley did this. And Dan Haley was a very respectable and well-liked neighbor. But the Iron Man had taught me the wrong words. And so, of course, on IV dam song, I didn't dare sing that for Sunday school. And it was very hard not to, because they wanted verses and they wanted songs, and those were the only ones I knew. Can you imagine how my mother was discovered wondering what I'd do about this time?",00;57;33;13
Grace Jain Wicks,00:57:33,"We got the telephone. Now, I hadn't gone to school yet. When we'd got the telephone and the wire came from a racked up pole, and the pole was just anchored so carefully with great boulders at the corner of our field. And then that heavy wire swung clear across that vast canyon, over to the other side, to another well anchored pole. There were 19 people on our wire, and our ring was too long and two shorts, and it didn't ring at night, or it didn't ring for long distance unless there was death or disaster. However, one time it did, it rang at night and my father got up and I can see him yet in his long underwear, and all of us children dashing out of it downstairs to find out what terrible thing had happened. Well, it was long distance from Spokane, and the young man was the son of Reverend Stephen Rubin. His name was Lewis. And he said, Walter. Yes, this is Lewis Rubin. Yes. I am incarcerated in the Spokane County jail. You are? What'd you get in trouble bout? Well, they have me here now, Walter. You know I'm the original Aborigine.",00;58;57;29
Grace Jain Wicks,00:58:58,"Yeah, I know that. Well, you know, they have me incarcerated me for introducing liquor on the Nez Perce reservation, and I need $20. Walter, I needed soon. Well, of course, any landlord is from time to time to have a little goodwill and public relations. Demand a little cash from time to time. But $20 was enormous. That was the equivalent of a steer. Oh, I don't remember how my father solved this, but I do remember that my brother, who also rented from Indians several years later, had an amusing incident happened to him along these very lines. The. He's ten years older than I. He was renting this Indian land, and in the sixth grade he'd gone to school down at this country school on the Canyon Road with some girls. I think their name was Andrews or Alexander or something. I white name anyway. And there were two of them, and they were all in the same grade with Ben.",01;00;14;27
