speaker,timestamp,End Time,words
Edna Johnson Butterfield,00;06;20;01,00;06;26;13,"Yeah. He, they want a preemption at homestead at that time."
Laura Schrager,00;06;26;16,00;06;30;16,What's the story about your father being shot.
Edna Johnson Butterfield,00;06;30;19,00;06;58;25,"I wish we never were married into the day you were on a railroad trail. And When he came out courthouse and being at the trial. Yes. There was a drunk man shot him and trapped in the right side of the neck. And he didn't have a good use of his. Oh, right. Said he would have had it."
Edna Johnson Butterfield,00;06;58;25,00;07;04;24,It was. And that was the year they were married.
Laura Schrager,00;07;04;27,00;07;08;09,"Now, who was the drunk guy that shot him?"
Edna Johnson Butterfield,00;07;08;12,00;07;25;10,"Well, I, I don't know who he was. And, yeah, if they knew, I never heard them say that he'd been arrested on trial."
Laura Schrager,00;07;25;12,00;07;33;16,"Yeah, I saw that in my notes, but I've forgotten the story."
Laura Schrager,00;07;33;19,00;07;39;05,"So did you, your parents came out by railroad when they came?"
Edna Johnson Butterfield,00;07;39;08,00;07;40;00,Yes.
Laura Schrager,00;07;40;02,00;07;42;24,Did they bring much stuff with them or.
Edna Johnson Butterfield,00;07;42;28,00;07;55;03,"I don't think so. Although I don't, I don't definitely know, but I don't really think they did bring my children."
Laura Schrager,00;07;55;05,00;08;00;24,"How did they end up, homesteading where they, finally kicked away?"
Edna Johnson Butterfield,00;08;00;24,00;08;14;18,"I don't not have him. They beat my father and this man back in Michigan, and this man wrote in the courtroom, what a wonderful country this was. So, he, in that very state, directed him."
Laura Schrager,00;08;14;21,00;08;23;29,"How'd they pick the, you know, the the, actual place that would fell was that were your, his friendly,"
Edna Johnson Butterfield,00;08;24;01,00;08;35;03,"Well, he lived near there, and,"
Laura Schrager,00;08;35;06,00;08;41;14,"Did your parents ever talk about, what the first years were like?"
Edna Johnson Butterfield,00;08;41;16,00;08;42;21,Did you did.
Laura Schrager,00;08;42;21,00;08;47;17,"Your parents ever talk about what the first years were like, getting started?"
Edna Johnson Butterfield,00;08;47;19,00;09;07;26,"Oh, yeah. And then since they were mostly came over there and, and, you know, just striving to get along, that was all. And. It."
Edna Johnson Butterfield,00;09;07;29,00;09;14;05,"They never had a lot to say about it, but they did."
Laura Schrager,00;09;14;07,00;09;18;12,What did they did they start clearing land immediately when they.
Edna Johnson Butterfield,00;09;18;20,00;09;44;19,"When they had to and they had neighbors and that they had those times. Why they had these old fashioned country dances with, for amusement, you know, on and their, their whatever and letters. And there's just about, the only amusement there was the dirt."
Edna Johnson Butterfield,00;09;44;22,00;10;03;11,"And I can't think of anyone else. there's some I live around here. Now that would've been here on my porch or came. But as they quick, they're all gone. You know, that's a different name to go."
Laura Schrager,00;10;03;13,00;10;13;22,"To. How did your, parents get by in the 1893 depression? Sucker. Pretty hard here."
Edna Johnson Butterfield,00;10;13;24,00;10;31;12,"Yeah, it worked, but they, they had a few cattle, and my father traded a cow for a three, six week, 200 pig chickens."
Edna Johnson Butterfield,00;10;31;14,00;10;47;24,"In 1893. And, They had their way. They had their own meat."
Edna Johnson Butterfield,00;10;47;26,00;11;02;17,"And their. I guess I'd laugh about that. And, of course, I have a three year old. My three year old. But I have heard him talk a lot about that."
Laura Schrager,00;11;06;10,00;11;09;08,Did they farm very much land first?
Edna Johnson Butterfield,00;11;09;10,00;11;25;26,"No, they didn't farm very much. It I think they had 160 acres of space. But I don't believe they found more than 50 acres of it."
Edna Johnson Butterfield,00;11;25;28,00;11;32;20,"I don't think there were 50 acres, which I think 30, 40."
Unknown Speaker,00;11;32;22,00;11;47;21,"And they cleared up some more ground afterwards. But then my grandpa was. When did you start? Oh, God. Community. And then they had the post office up there."
Edna Johnson Butterfield,00;11;47;23,00;12;20;04,"Yeah, yeah, I know what they said back in the news. He had three horses that he did. They ride one and lead two. And if all that took their first. Well, they're it into the hoodoo line. And I know they're taken. I mean they're in 1897. And I don't, I don't know I don't think they started too much more."
Edna Johnson Butterfield,00;12;20;04,00;12;22;17,And before that.
Laura Schrager,00;12;22;20,00;12;25;04,How long did you do that for.
Edna Johnson Butterfield,00;12;25;06,00;12;26;00,How long did I.
Laura Schrager,00;12;26;02,00;12;29;28,Know? How long did he do that for your father? Pack.
Edna Johnson Butterfield,00;12;30;01,00;12;39;21,"Oh, he must've done that for 4 or 5 years. And then finally, they were sure they got a wagon around up in there. And they. How on the strip?"
Laura Schrager,00;12;39;23,00;12;42;00,"Did you father do that, too?"
Edna Johnson Butterfield,00;12;42;02,00;12;56;29,"Oh, you own them? Yes, but they did. But they. Yeah. All the classic wagon rolled up in there to look good so people could get in there to mine. And."
Edna Johnson Butterfield,00;12;57;01,00;13;03;03,The head was tickled. Do you mind up there. Have you been up in the country?
Laura Schrager,00;13;03;05,00;13;05;10,"Yeah. I've never seen the mines, though."
Edna Johnson Butterfield,00;13;05;13,00;13;32;20,"Well, you see nowadays too. So you. But it it was the one mine they had which was made for mine. And myself. I never got to be in there at all. Oh, yeah, I bought about 22 ago and I was a big, you know, I was down."
Laura Schrager,00;13;32;22,00;13;36;16,And how many miners were up there?
Edna Johnson Butterfield,00;13;36;19,00;13;44;24,"Or they just go and come and I don't know, I suppose at one time it might have been 20 altogether, but I don't think there was."
Unknown Speaker,00;13;44;24,00;13;46;15,More than that.
Edna Johnson Butterfield,00;13;46;17,00;13;53;11,"And there were a few Chinese. I know, those two Chinese that I knew."
Laura Schrager,00;13;53;13,00;13;56;10,Who worked up there in the mines at that time?
Edna Johnson Butterfield,00;13;56;15,00;14;03;01,"Yeah, we."
Laura Schrager,00;14;03;03,00;14;18;27,"I thought there wasn't. There were a, It might have been earlier than that when there was a lot of bad feeling between, which was a bad feeling between the Chinese and me."
Edna Johnson Butterfield,00;14;18;29,00;14;48;01,"Well, there wasn't at that time. They might have been earlier, but at that time, there were for my father, picked groceries and stuff up to those Chinese and, You know, for a fact to they always drive to see which one was gonna have him for Sunday dinner. He took me and family and they always try to see if I was going to have him dinner."
Edna Johnson Butterfield,00;14;48;03,00;14;52;25,And he ate at the Chinese studios.
Laura Schrager,00;14;53;29,00;15;03;07,"What would he how would he arrange the pack or would he, go up there first and get their order."
Edna Johnson Butterfield,00;15;03;09,00;15;26;29,"Whatever he. Yeah he had what a place to get the groceries and they bring it back from here. He'd bring it here with a wagon load with a wagon and then he, I have to put it in these pack horses, pack it up in there to."
Laura Schrager,00;15;27;02,00;15;31;29,"So it would probably take him, two days or."
Edna Johnson Butterfield,00;15;32;02,00;15;58;27,"No. He'll and make it from here. Well, if you went to get the groceries, that was a day, a two days trip to go to college for that first step in your 30 miles. I may go down there and get groceries and and get back. And then, you did take him a day to go from here up to do with his groceries and come back home."
Laura Schrager,00;15;58;29,00;16;03;20,"Well, how often did he did he do that every week or through?"
Edna Johnson Butterfield,00;16;03;25,00;16;10;11,No. I think you went about every two weeks.
Laura Schrager,00;16;10;14,00;16;12;27,Did the miner stay up there in the winter?
Edna Johnson Butterfield,00;16;12;29,00;16;19;12,Yes. He didn't. I talked to.
Laura Schrager,00;16;19;14,00;16;23;08,Did your father bring them groceries in the wintertime also?
Edna Johnson Butterfield,00;16;23;10,00;16;25;23,"Well, no, they could, horses."
Unknown Speaker,00;16;25;23,00;16;27;01,You know.
Edna Johnson Butterfield,00;16;27;04,00;16;50;13,"The usual way of driving there. But in order to him. Well, there was no way driving up there, but he was back in there with the horses. So you get to take."
Laura Schrager,00;16;50;16,00;16;55;21,"Do you remember what, your house was like when you were a little child?"
Edna Johnson Butterfield,00;16;55;23,00;16;56;24,Do I remember what.
Laura Schrager,00;16;56;25,00;16;58;25,Like the house that you lived in?
Edna Johnson Butterfield,00;16;58;29,00;17;24;29,"Yes. It was a log house. And, The. We had just a rough boards for the floor, and it was far enough apart so we could draw up a pen and sometimes a pencil down to there and dirty work to get it. Get it out."
Laura Schrager,00;17;25;02,00;17;27;28,You do that once a year.
Edna Johnson Butterfield,00;17;28;01,00;17;37;27,"Oh my gosh. If we happen to have a draft something down there that we wanted, then they'd take it board up and get em up and."
Laura Schrager,00;17;37;29,00;17;42;06,"How big a, house was. And."
Edna Johnson Butterfield,00;17;42;09,00;18;21;16,"Oh, I don't know the we're sure. We had to. I think about five rooms. And, the main thing would I remember as a child they built a cellar under the house. And this cellar, they made it what I called and what we thought at that time, a bunch of lower. And that floor was that they'd expect, lengthwise, you know, and then they'd put the."
Edna Johnson Butterfield,00;18;21;18,00;18;43;12,"Leaves the smaller side up and the other, but the floor. So we had that in our shadow. And I know we hid that for years. I know we had a champion, 1901, but my baby brother was a baby. I don't know about that, but they had,"
Laura Schrager,00;18;43;14,00;18;48;04,Stand that wasn't in the cellar. They put it.
Edna Johnson Butterfield,00;18;48;07,00;18;48;27,In the cellar.
Unknown Speaker,00;18;48;29,00;18;53;17,You know.
Edna Johnson Butterfield,00;18;53;20,00;19;12;01,"Yes, we did, stranger. We had footboard. They were foot wide. The board and the house, the, the floor counter. It was just a rough floor. This. They fought with these boards with your number four."
Unknown Speaker,00;19;12;04,00;19;22;02,To.
Laura Schrager,00;19;22;04,00;19;28;15,"Did you have, more than one, fireplace or heating stove here?"
Edna Johnson Butterfield,00;19;28;17,00;19;51;02,"Well, they had a heating with stoves. We always had one on the kitchen and on. And the part of the house, heating. So. And we burned that for sure. What was it at that time?"
Laura Schrager,00;19;51;04,00;20;00;14,"When you cleared land in those days, was, was it was it worth the effort to take it to market."
Edna Johnson Butterfield,00;20;00;19,00;20;02;16,Or put the.
Laura Schrager,00;20;02;19,00;20;05;21,"The lumber, the trees when you cut trees down?"
Edna Johnson Butterfield,00;20;05;21,00;20;36;02,"Well, they would later sell storm melt around that wood. So I don't know. And, there's one thing I had to, down to Canada. but, the, at that time, they could cut wood, wood and four foot planks and how that to push and so on for $4 a cord. Oh, 30 miles."
Unknown Speaker,00;20;36;04,00;20;37;15,Hour of hard wood is.
Edna Johnson Butterfield,00;20;37;15,00;20;43;15,A hard move to burn stoves down.
Laura Schrager,00;20;43;18,00;20;46;22,Doesn't sound like it'd be worth the effort.
Edna Johnson Butterfield,00;20;46;25,00;21;08;14,"It don't. Now, they don't sound like it now, but at that time we had to do it. They were glad to do it, to get some groceries. They had to something to buy for it. And."
Laura Schrager,00;21;08;16,00;21;14;18,Who were the people in Palouse that would buy that? But who were the people that would buy the wood?
Edna Johnson Butterfield,00;21;14;20,00;21;33;03,"Why are you go and have a free. Yeah, well, they wish the hell out of the furnace. So. And, I don't know what they thought some of the Garfield, but that,"
Laura Schrager,00;21;33;05,00;21;36;20,Were there many families that lived near you where you lived?
Edna Johnson Butterfield,00;21;36;20,00;22;06;05,"Well, yes, there were several that, lived in above us soldiers who school. And, when my brothers started school, my brothers was older than I was, but they were strict. They had to walk about two miles or two and a half to school, and they had a school of, 3 or 4 months out of the year."
Edna Johnson Butterfield,00;22;06;07,00;22;31;03,"Well, very fun. I got my sister and I got old enough to go my father went and, with the other man. And where her little log schoolhouse says that. Because as little girls, we couldn't walk that distance. And, that's where we went to school. We."
Edna Johnson Butterfield,00;22;31;05,00;22;40;20,"And that room, I don't think, was more that, Probably 14 by 18, do you, Mary?"
Unknown Speaker,00;22;40;23,00;22;44;14,"Okay. Well, school after I got."
Edna Johnson Butterfield,00;22;44;16,00;22;45;10,That's what I get.
Laura Schrager,00;22;45;10,00;22;48;12,My education is it's still standing.
Edna Johnson Butterfield,00;22;48;15,00;23;13;11,"No, they, And a government man here a few years, a few years ago to see me and talk to that. And he said he wished he had to know him in time to have had that building preserved. But the father bought it for them, and."
Unknown Speaker,00;23;13;14,00;23;17;25,You mean the schoolhouse or the bunkhouse?
Edna Johnson Butterfield,00;23;17;28,00;23;31;27,"Oh, yeah. There's a well, I don't and there's the fish schoolhouse. But for that."
Laura Schrager,00;23;31;29,00;23;37;28,"How many, kids went to school in that, schoolhouse when my."
Edna Johnson Butterfield,00;23;38;00,00;24;13;09,"Well, sir, there was two years. It was just my two sisters and I, they quit school there, and, some of the time, they'd be 6 or 8 with just the people in command, maybe for a year. And then they were gone. And as far as I can remember now, as far as I know, they had one boy leaving that, for school of same time I did."
Edna Johnson Butterfield,00;24;13;11,00;24;18;00,"And, you know, I had to."
Edna Johnson Butterfield,00;24;18;03,00;24;25;18,"Really slow down or not, down or dad and say."
Laura Schrager,00;24;25;20,00;24;29;21,What's the name of the young man who's around?
Edna Johnson Butterfield,00;24;29;23,00;24;38;15,"The man that I remember, it's Harvey Leeson. Is there some place?"
Laura Schrager,00;24;38;17,00;24;40;09,How do you spell that?
Edna Johnson Butterfield,00;24;40;17,00;24;59;18,I couldn't hear that. You. I the wso where? He. And he was still alive here. Just used to see me here. this last summer.
Laura Schrager,00;24;59;20,00;25;05;14,"Most of the families that, came in and, didn't stay very long."
Edna Johnson Butterfield,00;25;05;16,00;25;17;01,"No, they couldn't make it good, so they had to go where they could make a little hmhm."
Edna Johnson Butterfield,00;25;17;03,00;25;22;05,All right. clients.
Edna Johnson Butterfield,00;25;22;08,00;25;25;23,And and this was mother daughter.
Laura Schrager,00;25;25;26,00;25;30;07,"I mean, the whole family."
Unknown Speaker,00;25;30;10,00;25;33;25,Almost every home.
Unknown Speaker,00;25;33;27,00;25;35;15,Town was paper.
Unknown Speaker,00;25;36;09,00;25;43;14,did you want to come back? Maybe there was somebody back in there.
Laura Schrager,00;25;43;16,00;25;51;07,Who? Do you know why my. Your parents were able to make it and other people weren't you?
Edna Johnson Butterfield,00;25;51;07,00;25;53;11,"I know, I find it now. I think it would be."
Laura Schrager,00;25;53;11,00;25;54;13,"Yeah, I don't know."
Edna Johnson Butterfield,00;25;54;13,00;26;14;06,"Well, just because they were determined and they brought their cows and milk the cow. Oh, it's so you butter cream left. So anyhow, they didn't make it last time. And children had you know, children didn't have the luxuries they have today."
Unknown Speaker,00;26;14;06,00;26;16;05,"One day's good, the other."
Edna Johnson Butterfield,00;26;16;07,00;26;26;05,"Day they didn't get. Oh, no, I never did go. Very afflicted. I managed to get to that 10s fast."
Unknown Speaker,00;26;26;07,00;26;31;23,"Yeah, yeah, I know what you wanted to share. Three cold cases. You. Last night we went to do it."
Laura Schrager,00;26;31;25,00;26;37;16,What? What were your jobs around the house? I what were your jobs around the house?
Edna Johnson Butterfield,00;26;37;19,00;26;40;07,My job. Do they handle all your stuff? I don't love it.
Unknown Speaker,00;26;40;14,00;26;43;22,Oh my goodness. Oh I think I have.
Edna Johnson Butterfield,00;26;43;24,00;26;46;14,The oldest girl was $5.
Unknown Speaker,00;26;46;16,00;26;48;03,"Oh, no."
Edna Johnson Butterfield,00;26;48;06,00;26;50;18,Technology helped. My mother got to tell us.
Unknown Speaker,00;26;50;20,00;26;54;28,Live with. Oh.
Edna Johnson Butterfield,00;26;55;01,00;27;06;15,And another thing she used to keep boys. You and we and we cook for them. And help me better than that boy Malcolm.
Laura Schrager,00;27;06;17,00;27;16;27,"And how was. You know, you're close schools. would it would you consider that your place was right in what felt was wonderful?"
Edna Johnson Butterfield,00;27;17;03,00;27;20;10,"yes, it was my father. That name would there."
Laura Schrager,00;27;21;20,00;27;22;25,how do you name Woodfield?
Edna Johnson Butterfield,00;27;23;25,00;27;32;22,"Oh, they all used to. Do you like that name? So he there change to himself? You know, Bobby."
Laura Schrager,00;27;32;25,00;27;37;29,And so now there was a post office and would fill.
Edna Johnson Butterfield,00;27;38;03,00;27;39;02,Yeah.
Laura Schrager,00;27;39;04,00;27;40;25,Where was that? Was.
Edna Johnson Butterfield,00;27;40;27,00;27;50;18,"Well, it was a shack. It's down there on that flat. You know what I, what fairly I do."
Edna Johnson Butterfield,00;27;50;20,00;27;52;06,You know.
Edna Johnson Butterfield,00;27;52;27,00;27;53;13,"Oh, sure."
Unknown Speaker,00;27;53;14,00;27;56;21,I was.
Edna Johnson Butterfield,00;27;56;23,00;28;04;16,So there was no account or anything except I thought because he had the post office in the house right.
Laura Schrager,00;28;04;19,00;28;06;18,Who ran the post office?
Edna Johnson Butterfield,00;28;06;21,00;28;15;03,"Well, my father did work. I had one, but it was some other one before he kept it all."
Unknown Speaker,00;28;15;05,00;28;21;06,Thank you. Few people. And then.
Laura Schrager,00;28;21;09,00;28;32;14,Now you're. Was the road to a minor from Harvard has not always been in there. The road from A minor to Harford. Yeah.
Edna Johnson Butterfield,00;28;32;28,00;29;01;24,"yeah, that was just, kind of a pack trail was one of their big time. And, and then, place what they called about a halfway house. It was about halfway between Knoxville. Oh. girlfriend's. my idea and, why they come out here to her adventure and last summer. Stop there or not? But."
Unknown Speaker,00;29;01;26,00;29;05;04,"Yeah, research and, update."
Laura Schrager,00;29;05;07,00;29;11;02,Was that it was pretty much a two day trip to get from a minor to Hartford.
Edna Johnson Butterfield,00;29;11;04,00;29;16;14,"Yeah, I don't know. We never went to my dad. They could have. We always come. They thought it was."
Unknown Speaker,00;29;16;17,00;29;16;29,Santa.
Edna Johnson Butterfield,00;29;16;29,00;29;27;22,Claus show. We never I never went to a I never was to a married life where I live now.
Unknown Speaker,00;29;27;24,00;29;30;03,Where in Volusia.
Edna Johnson Butterfield,00;29;30;03,00;29;31;10,County.
Laura Schrager,00;29;31;13,00;29;36;11,So how did people know to stuff your house? Did you know that they.
Edna Johnson Butterfield,00;29;36;11,00;30;07;20,"Could get I don't know, I, I could, but I suppose you can. They just can. yeah. You got a habit of it, you know, go through the country and then there's, there were some, took the plane was what they call. Well, as I said, the timber claims or not, then they, you know, when they could hold their timber claims at that time, and they'd have to be on that train overnight once a month."
Unknown Speaker,00;30;07;22,00;30;08;16,Yeah.
Edna Johnson Butterfield,00;30;08;18,00;30;24;24,"Well, then they come to, play. They come to my place out at my father's grave and stay what I want, and I and I go on next day that I play them two days. You see, on they land me and then they all. I have to do that watch every six months."
Laura Schrager,00;30;24;27,00;30;28;17,Every once every six months is all.
Unknown Speaker,00;30;28;19,00;30;35;03,You can take some common ground plane grass. Yeah. Work. some rain.
Laura Schrager,00;30;36;00,00;30;43;04,"Now, you had a bunkhouse for them to stay in, you know. Where was the bunkhouse for travelers to stay in?"
Edna Johnson Butterfield,00;30;43;06,00;30;57;01,"Oh, so he had that for a place for the man to sleep and that was there on my father's land and fish for the man to smoke them straight for I think it was. He didn't have room in the house for."
Laura Schrager,00;30;57;04,00;31;01;02,For him it was mainly just men who would come through. Who?
Edna Johnson Butterfield,00;31;01;05,00;31;05;06,"Well, mostly, yes. I don't know why we had women."
Unknown Speaker,00;31;05;08,00;31;12;03,"Well, he wants me up off. No, I it looks like you move it."
Unknown Speaker,00;31;12;06,00;31;14;09,"Well, you know, my mother used to holler."
Edna Johnson Butterfield,00;31;14;10,00;31;26;09,Out of that and say.
Laura Schrager,00;31;28;18,00;31;37;13,"Were there many people that, that live beyond your house toward a minor? Or were you sort of the last house?"
Edna Johnson Butterfield,00;31;37;15,00;32;14;19,"No, I say they they were factory up through there and had people lived, you know. Well for my folks did that went and homestead. So down and so I'm just stayed till like it. Let's I can't prove up on my my for my brother faces there after they proved up on. So the land was theirs. No one other places he."
Laura Schrager,00;32;14;21,00;32;22;08,"So most of the people that that came were, were just single men who were,"
Edna Johnson Butterfield,00;32;22;13,00;32;49;19,"Well, most of them were. They were some, some that had families up in that who knew country. It was one man I knew who. I said they had six children in there. And finally the government kind of took it in the hands and let them go out where they could send their children to school and that they were here just living up there."
Edna Johnson Butterfield,00;32;49;20,00;33;05;07,"That was all. And they had six children, and the government headquarters made it. You can go where they could tell the children to show they like that. There."
Laura Schrager,00;33;05;09,00;33;08;06,Most people just stayed overnight one.
Edna Johnson Butterfield,00;33;08;06,00;33;10;24,"Night at my place. Yeah, right."
Unknown Speaker,00;33;10;25,00;33;13;03,That's true.
Laura Schrager,00;33;13;06,00;33;19;24,"What would happen if they got caught in snow? Do they often, you know, get caught in a snowstorm or something and have to stay long?"
Edna Johnson Butterfield,00;33;19;24,00;33;26;21,"No, they never, ever seen them. They didn't. That didn't happen. Yeah. But it."
Unknown Speaker,00;33;26;22,00;33;31;20,Very much.
Laura Schrager,00;33;31;22,00;33;35;10,How many people would come through.
Edna Johnson Butterfield,00;33;35;12,00;33;54;28,"Oh I wouldn't I wouldn't have any idea how many. Some days it weighed maybe 1 or 2. And sometimes it'd be a few more. And they just it's just a hassle if we go through that trying to, to go somewhere."
Unknown Speaker,00;33;54;28,00;33;58;28,Else.
Laura Schrager,00;33;59;00,00;34;06;25,"It sounds like there were a lot though. I mean, there were, you know, people everyday, did they most of them stay at your place."
Edna Johnson Butterfield,00;34;06;27,00;34;21;16,"Where most of them had, places. Other places. And I were some of I was just too long to see the country to see if they want to locate there or not."
Laura Schrager,00;34;21;19,00;34;24;21,But a lot of them stayed overnight with you.
Edna Johnson Butterfield,00;34;24;27,00;34;26;15,"Oh, yes."
Laura Schrager,00;34;26;17,00;34;28;27,"Now, you must have had a lot of company."
Edna Johnson Butterfield,00;34;29;00,00;34;39;10,What? We did it was one year that my family never sat down to a meal alone. There was always some low 50.
Unknown Speaker,00;34;39;13,00;34;41;11,Some.
Laura Schrager,00;34;41;13,00;34;48;10,"Well, I'm surprised I didn't think there'd be that many people coming through."
Edna Johnson Butterfield,00;34;48;12,00;35;05;12,"Because, yes, it was. It was surprising. And of course, they were staying well up until I after I was through school, I had about these 3 or 4 months school a year."
Edna Johnson Butterfield,00;35;05;14,00;35;18;17,And back then they got there. So they had regular school that year. But when I was in school we only had 3 or 4 months a year. Yeah.
Laura Schrager,00;35;18;20,00;35;20;21,When did you go to school?
Edna Johnson Butterfield,00;35;20;24,00;35;48;00,"In the summertime. Some. Oh they, they have a they they'd be a college teacher right. Or something I would call that college would come teach you that there is a distinction. In that time they were paying the teachers $35 a month. And the teacher and then the teachers should have paid $10 a month for board. So you see."
Edna Johnson Butterfield,00;35;48;00,00;35;51;04,But but it made them close to making house.
Unknown Speaker,00;35;51;06,00;35;52;20,To.
Laura Schrager,00;35;52;22,00;36;07;28,See what they can live on now. Or it could live on them through some board me for $10 a day and being presented through. Did they board with you? Who did they.
Edna Johnson Butterfield,00;36;07;28,00;36;10;09,"Board? Yes, that was my mother on board."
Unknown Speaker,00;36;10;09,00;36;21;00,Several of.
Laura Schrager,00;36;21;03,00;36;24;04,For most of them pretty young. The teachers.
Edna Johnson Butterfield,00;36;24;06,00;36;46;06,Motion were. Yes. And were they? They had most important girls that were just right to my. I would go to school with me for. Group and.
Laura Schrager,00;36;46;08,00;36;53;26,"Was Harford was the, nearest real town and but Harvard was the nearest town to."
Edna Johnson Butterfield,00;36;53;26,00;36;57;17,Go to Harvard with their their.
Laura Schrager,00;36;57;20,00;37;05;00,And when was it? When when did Harvard start growing as a farmer?
Edna Johnson Butterfield,00;37;05;01,00;37;13;00,"Started growing well, approaching about half."
Edna Johnson Butterfield,00;37;13;02,00;37;24;16,"1900. Were, Rest were about 1908 or 9 when I met the Harvard."
Laura Schrager,00;37;24;18,00;37;28;13,So Harvard didn't start growing until they put the railroad in them?
Edna Johnson Butterfield,00;37;28;15,00;37;34;19,"No, no, no. And there was no town at Harvard, but they were able to."
