speaker,timestamp,words
Unknown Speaker,0:06:20,Do you use sugar cream?
John B. Miller,0:06:22,Not me.
Unknown Speaker,0:06:24,You think I warm up this doughnut? He doesn't drink coffee do you?
John B. Miller,0:06:31,"Not very much, I just got through it. And then he drank half of it."
Rob Moore or Sam Schrager,0:06:39,Did you decide to write a book and then start gathering material or did you gather material first?
John B. Miller,0:06:49,"I would have to say a little about that in the introduction of the book here. I had started gathering material but perhaps not actually noting things down in note form. I had put several news items aside that had covered history and I had been already grabbing pictures whenever I had a chance. Whenever there was a chance for me to get a hold of a picture that was of historical interest I had put away. Either clipping out of a newspaper or in some instance an actual photograph. To this extent I had gathered some material. When I started working on the book I had no intention really, my original plan had never really been to write a book but to do something in a much smaller scale of the type of thing that you people are interested in. Just getting the information and recording it and putting it away someplace where somebody else could get a hold of it before it was lost. It just seemed to me such a shame that all this information was being lost because it was in people's memory and nobody was getting it down."
Rob Moore or Sam Schrager,0:08:16,"Are there certain people that you depended on in particular for information? If there were, why were they such good informants for you?"
John B. Miller,0:08:29,Only to the extent that I knew who the old people were around town that were associated with the town in the early days. I knew them all and they were the natural people to go to.
John B. Miller,0:08:50,My facilities to reach people out of Bovill were rather limited because it takes time. You have to go a hundred miles to talk to somebody and you can probably talk to three or four people locally while you're doing that. Since I had a pretty limited time budget I had to think of that.
John B. Miller,0:09:17,"I did go to a few of those people and I wrote letters to others and I sent inquiries to a few through friends to settle certain issues. It was pretty apparent after I had done a couple of stints up in the Bovill area, interviewing people, that I pretty much had enough material so far as volume was concerned to do me. The main thing was to verify as much as I could and settle on dates."
John B. Miller,0:09:54,There were so many discrepancies.
Rob Moore or Sam Schrager,0:09:58,How did you go about resolving conflicts?
John B. Miller,0:10:02,As much as I could. I finally had to go into the university library and dig out old newspapers and things like that.
John B. Miller,0:10:15,Gwen Lawrence's diary was her mother's diary that she had used and she had compiled this into a manuscript for a book. I had access to that settlement. There were a great many things. I went into the library stacks down at the university to scrounge out more data.
John B. Miller,0:10:45,In odds and ends there were a lot of things that there wasn't a way to really resolve. Very often on those things I reported in such a way that my wording is not that specific about small details. I didn't give dates sometimes or when I told something as a story I told it as a story rather than necessarily an absolute fact. Or I mention a question that someday is questionable at times. Nevertheless I run into challenges all the time on the veracity of what I've said. I feel in many instances it comes to this nitpicking type of criticism that I've mentioned.
John B. Miller,0:11:43,It often hinges on the fact that one person remembers things differently than another. I'm very well aware that the day after something happens you can ask two people that listen to what happened and you don't get the same story. After fifty or sixty years it's kind of easy to understand why it might happen.
Rob Moore or Sam Schrager,0:12:12,Do you think this is the most difficult thing about trying to capture the past of a small place?
John B. Miller,0:12:22,"It's very difficult to interview people and actually come up with precisely what happened at any time. This is a precise thing about the order of events. This is what they are very often confused about. This is the order of events. While I was interviewing on these railroads for example, I had a spread of about three years that nobody seemed to be sure what happened. They couldn't agree on the year that the railroads were completed for example. I knew pretty well, but still you begin to question your own information when you hear old timers say, Well, no, that wasn't so. Something else was so. Until I could get papers that actually showed to prove the dates of completion. You have to wonder if you might not be wrong about something."
John B. Miller,0:13:41,"For example, the first meeting we held over here at the church, they argued around about this and so on and so forth. They said, Well, the excursion train came in here in 1910. Well, no it didn't. I rode it in in 1907. When you start going back into history and inquiring what happened, there were two excursion trains, one in each year. One of them commemorating the completion of the W, I, and M railroad through and the second one commemorating the junction of the two railroads when Will Waffie completed their line. Both stories are true."
John B. Miller,0:14:21,"You said you already had established, like talking about the filter, you already had established some idea yourself of what had happened."
Rob Moore or Sam Schrager,0:14:31,How much did this idea have to change through that sort of interaction?
John B. Miller,0:14:34,"There had to be changes. There were things that I had in my mind that were probably basically correct in context but were shifted off in time or were a little wrong in some part of the details. As I would have told the details, they wouldn't have been wrong. I mean, from my own recollection, they wouldn't have been out of contact with what happened, but they would not have been entirely factual. These are the things you have to check on. It's nearly factual as you can. But as I say, it does form a framework to fill in. You're surprised at how fast it does fill in when you start interviews. But the time is taken then when you run into discrepancies. It's also filling in. I found that I was quite unskilled at interviewing people and getting the first interview, getting all the detail I wanted. They'd go over the information. For example, I didn't have a tape recorder. I'd try to sit there and take notes and I'd end up with the notes. I'd go back and start to write something about it and I'd find I missed two or three names. Well, they mentioned names there. I don't have those names in my notes. It would be much better if I had the names. So I'd have to backtrack to people and ask them again. I had that sort of thing happening all the time."
Rob Moore or Sam Schrager,0:16:25,"Do you have thoughts from your study and your own experience here about the character of the Bovill area, about what's unique to it?"
John B. Miller,0:16:41,"Well, I don't really know that there's anything so unique about it. Among these communities back in this part of Latah County, of course, it tucked back in the woods farther. It depended almost entirely on timber rather than on farming. As you go westward, the country becomes more and more dependent on farming and less and less on its trees. The Bovill community, of course, depended almost totally on the forest as a source of occupation. Another thing is compared with towns such as St. Mary's and other towns of the North that are fundamentally logging communities. Of course, Bovill was a Potlatch town. It was established because of the force of the Potlatch company rather than other logging interests."
John B. Miller,0:18:06,"It was a juncture point for the railroads, and that was very important to the town. Of course, Elk River was a mill town, Potlatch was a mill town. It was a town that was primarily set up to move logs. It was really in the prime part of the White Pine, I think the best White Pine in almost all North Idaho. There were a lot of White Pines in North Idaho, but there was none of it that equaled the sands that were around Bovill."
John B. Miller,0:18:48,"So those are certain things that characterized this town. The fact that more logging crews moved out of Bovill than any other town. There were not even much operations around Elk River and in Deary that were Bovill men involved, much more than there were Elk River and Deary people involved in Bovill. This was just a kind of a natural center for all the area."
Rob Moore or Sam Schrager,0:19:34,"Would you say that, how would you draw the, could you draw differences between the way people were in Bovill as compared to a farming town like Hendrick or Genesee, just besides the fact that here they log and there they farm? Would you make for a different kind of a society?"
John B. Miller,0:19:58,I'm sure that the logger fundamentally has a different attitude than the farmer.
John B. Miller,0:20:11,"Any time that you go into the family people, the old time family people were conservative people in general. But the farmer by nature is much more conservative and careful. He has to become much more business -like in his attitude or he'll go broke. He has to run a business. A logger of course is working for a monthly wage and he's got a steady income and he knows just about what it will do. He lives in this way. He is not forced as a farmer as to maybe work 14 -15 hours. He's on a regular work schedule and he has more free time at night. The logger very often, maybe he was engaged in a town and worked right here in a community and lived at home but many of these people of course spend their time, their nights in a lumber camp, excepting perhaps weekends with the family, those who lived worked out in the camps. This is quite a different life than the farmer has."
John B. Miller,0:21:36,"Loggers, especially the old time lumberjacks, have a really strong reputation for their tall tales and their pictures being real hell raisers. That sort of image surrounds them."
Rob Moore or Sam Schrager,0:21:54,Do you think that was a fairly accurate representation?
John B. Miller,0:21:58,"I think it probably overstressed. Mrs. Wonky down here was showing me the book that came out. It's one of the North Idaho towns that deals with something about cock boots. I got the impression from it that it tended to be a sensational side. They tend to over -characterize the lumberjack as a rough man. The lumberjack was a hard drinking man, there's no doubt of it. They used lots of liquor. They lived back in the lumber camps until they were really bent to get out and let off steam and they'd head for Spokane or something and do it. Still, they weren't really that rough. Storybooks are inclined to picture them. Many times you can engage people in a hard and dangerous physical work. I'm sure you have people who have a rough point of view about things. As I say, I think that part has been overstressed in books."
John B. Miller,0:23:54,"They were tranches to a large extent. They were largely bachelors, excepting for these key men who lived in areas like Bow. They were family members. The typical lumberjack in the lumber camp was a transient bachelor. I would say probably two quarters of the crew."
Rob Moore or Sam Schrager,0:24:23,Did you have much contact in this thing with what lumberjacks thought of themselves?
John B. Miller,0:24:32,I know the whole thing about the outside looking lumberjack has this image of a rough and ready sort of...
Rob Moore or Sam Schrager,0:24:43,"What did the lumberjack think of his own job, his own self, his own relationship to the company?"
John B. Miller,0:24:59,"Probably the man that ought to answer a question like that would be somebody like Homer Pelton, who was one and who worked closer to them, or a man like Jerry Carlin who lived down the street because they knew these people a lot better than I do."
John B. Miller,0:25:17,"I have the impression that the lumberjack, like almost every class of people, have a pretty good opinion of their own image. If they are rough and ready people, it's because they admire people who are rough and ready and like to fit into the image."
John B. Miller,0:25:52,"I didn't know of very many fights among the lumberjacks, for example. They're pretty amiable people. They get along well together. They like each other."
John B. Miller,0:26:12,They appreciate that each man appreciates that the other man is a hard worker. They like that he's tough and can get out and take it and do a man's share and he can swear as good as anything and he can drink as hard as any and so forth. These are the images that they aspire to.
John B. Miller,0:26:43,"They try to fit the pattern as well as they can, but I don't really think they enjoy brawling and that sort of thing any more than anybody else does. Occasionally, somebody gets drunk and probably gets in a fight."
John B. Miller,0:27:02,"But no man is going to go around with a chip in his shoulder and be spoiling for a fight all the time and be very popular. When you talk about somebody rough and ready, as much as anything, I think you're probably talking about his ability to get out and do a hard day's work and not complain and take all kinds of rough knocks on the job and get along well with the people around him and behave pretty much like they do. I think this is really what your... The life is a rough and ready life. That's kind of what it boils down to."
John B. Miller,0:27:59,"I have this picture of this man they call the lumberjack preacher, Dick Farrell. I suspect that one of the reasons he was admired so much is that he had been a pugilist. The lumberjacks followed an awful lot of them. They followed the professional prizefighters and admired them. They were physical men and the lumberjacks appreciate physical men. Here was a guy that had been a prizefighter and he turned preacher. It was probably much more interesting to him because he was a prizefighter. Not only that, he was a good rough and tumble fighter. They knew that here was a preacher that would come along and look any man in camp. My brother -in -law was kind of the same way, Billy Mush. He had been a prizefighter in his younger days. In the average lumber camp that he worked, I don't think there would be a man in the crew that could lick him. I never knew him to fight anybody. When he went to work for the CCC camps out here, he gave me instructions to the young kids. He was a man then close to 50 years old. He had the fastest hands ever saw. Gosh, he could leave those hands. He would pour the hotcakes out on the grid like that and go along with the flipper. Just a series of movements up and down with his hands. As fast as that hand would move up and down with the hotcake turner, he would get under the edge of the hotcake and cut it over. He would flip over 60 hotcakes in about 60 seconds. He would have precision hands. When he worked for the CCC out here, he gave these boxing instructions. We used to pick up these fellows and haul them out to camp once in a while when we would be driving out that way. I remember my dad talking to one of the boys. He was telling him how they had boxing teams on the CCC camp. He said, Billy Musch is our boxing coach. Dad said, yes, he used to be a pretty good boxer when he was young. If he said, yes, there isn't anybody in camp he can't slap now if he wants to. But of course, he had been a pro boxer and he would get those hands through there and you just couldn't stop him."
John B. Miller,0:30:58,"A person who wasn't of that category, he didn't have the stamina to fight anymore or anything like that. Those hands were just as vicious as they ever were."
Rob Moore or Sam Schrager,0:31:12,Do you think that pretty definite lines were drawn between the guys who lived in camps and were transient loggers and the people who were loggers and with families here? Was there much of a distinction between the both of them?
John B. Miller,0:31:44,"Well, of course, the loggers were just back and forth through here. The tranches were back and forth through. They often had good friends in town. Usually did. An awful lot of them, at least, did have good friends in town. They knew the local people and the local people knew them by and large. There was a tendency for the same crews to come back to the same area. There would be some filtering back and shifting forth between lumber camps. An awful lot of the loggers get to liking an area and they like a certain boss and they go back there. So, even though they are in and out, they'll quit their job and go up to Spokane and blow off their steam and spend their money, but very often they came back to the same area to work."
Rob Moore or Sam Schrager,0:32:41,Would a lot of the transient men stick around when the camps were closed during the mud season or during the bad season? Would they stick around?
John B. Miller,0:32:52,Some of them did. There were places.
John B. Miller,0:32:58,"For example, the boarding houses and hotels here. The big ones, of course, were the Bovill Hotel and the Spokane Hotel and the David Hotel."
John B. Miller,0:33:15,"I have the impression, I don't know whether this is quite true all the way along the lines, but I think that by and large the David Hotel and the Bovill Hotel catered more to rather long -term borders. People who would maybe stay over winter or working out of Bovill might go out on jobs out of town, but they poured in town. Whereas the Spokane Hotel, get rid of Kevin's noise here, I guess."
John B. Miller,0:34:00,"Kevin, can you play inside and watch your TV or something?"
John B. Miller,0:34:03,"There were an awful lot more overnighters."
John B. Miller,0:34:15,"They were just in town for a night or two and headed out. But then there were old people like Pat Malone, for example, who boarded all full -time at the Spokane Hotel."
John B. Miller,0:34:32,"But, yes, there were places here where Lumberjack stayed for fairly long -terms, but many of them did go out over winter. But the camps ran during the winter a lot. Perhaps more than now, because you have to consider that these heavy machines that they're using today, rubber -tired log haulers or even a tractor, you get it out and work in deep snow and in mud and so forth, in trucks particularly, and then will mire down. Well, in the old days, everything was on rails. And the mud didn't bother the teams so much. As a matter of fact, as far as the mud teams are concerned, the mud up to a skidding log is a good lubricant. And snow is also a good lubricant. In heavy snow, they could use sleighs and haul logs on sleighs, so they can skid through the snow much better than they can get out in deep snow at this equipment."
John B. Miller,0:35:47,So they ran in the winter a great deal.
John B. Miller,0:35:53,There's one guy that I've talked to who said that he quit logging when they went to the more seasonal logging when they started getting the heavier equipment because he couldn't work as long as he used to be able to before.
Rob Moore or Sam Schrager,0:36:11,What about the difference in morals between the lumberjack and the family man? Was that a problem in the community or was it dealt with?
John B. Miller,0:36:28,"I can't remember anything like that was a problem, excepting, of course, in those days drinking was something of a problem. In most of that period, drinking was, in the years of prohibition, was against the law and possession of liquor was against the law. So there was always a conflict between the drinking lumberjack and the law from that standpoint."
Rob Moore or Sam Schrager,0:36:59,What about the difference in morals between the two?
John B. Miller,0:37:06,"I was probably too young to appreciate altogether the aspects of the moral life of the lumberjack otherwise, but I suspect for his women, he generally went to Spokane. There were plenty of them available up there and in the small town they just aren't very available. You do talk about houses, at least for a period of time. That was in the saloon days and of course it was legal at that time. So far as I know,"
John B. Miller,0:37:48,"the open prostitution disappeared when the saloons went out of business. It's a little strange because it ties together serving liquor and prostitution. I don't suppose there is any town hardly, but you will find a small percentage of women."
John B. Miller,0:38:29,I don't actually know.
John B. Miller,0:38:34,"The picture that you paint of Pat Malone has really been borne out by people that I've talked to who agree. In fact, Pat's ideas about having a good time and drinking himself, which makes it seem that the prohibition was sort of a farce out here."
John B. Miller,0:39:10,"Well, it certainly was. Pat Malone was probably the most colorful guy that ever hit the town. He was a character and there would never be another like him. Probably. Just that sort of a situation."
John B. Miller,0:39:38,I've been trying to figure out who he ever did arrest. Because everybody I've talked to seems to have been a good friend of his and went out drinking with him. I think he preferred it that way.
John B. Miller,0:39:51,"When he made an arrest, I think somebody was pushing him. He better get busy."
John B. Miller,0:40:09,"Yes, you'll find the town is full of stories about Pat Malone and the problems could never come to the end of them. If you had gotten into town twenty years ago, you'd heard twenty times as many because there were twenty -nine times as many people that knew old Pat as there are now exist. He was just the character that people most liked to laugh about. But it didn't mean at all that they didn't like him. I think the actual value of the community was largely ignored because it didn't fit the image of people like Pat. Since he was a kind of a laughable character, he was going to have that image. I don't imagine that people would have had nearly so much to laugh about old Pat if they weren't on it. He hadn't been in the law enforcement side of things and obliged to at least make token manifestations of doing something."
John B. Miller,0:41:38,"With regard to liquor, since people were going to drink anyway, they just made as much fun out of it as they could. He was part of the fun."
Rob Moore or Sam Schrager,0:41:50,What do you think his value was?
John B. Miller,0:42:22,"The presence of such a man does stabilize a community. If anything ever does happen that the law needs teeth, people will back up the man who has the authority. Knowing that this is so, it keeps things in hand."
Rob Moore or Sam Schrager,0:42:45,Do you recall any situations like that?
John B. Miller,0:42:51,"I recall times when Pat made arrests. I do know also that Pat, to a certain extent, helped the town keep control of such laws as the herd law. They would pick up cows if they were wandering in the streets, which was illegal, and put them in the pond and there would be a fine. He enforced that sort of thing."
John B. Miller,0:43:33,"I told in my book about one arrest he made out here at Camp 7. There were other arrests that he made. I know where the offenses were less severe. I know minor theft and things like that. I don't recollect names at the time, but I do recall. I'm aware that things like that happen from time to time."
John B. Miller,0:44:08,"There was the instance out here where they had the fight in the cedar yard. The two men fought and one of them was killed. The rest is needed. The presence of the deputy sheriff makes it possible. More than anything, in the very early days when the saloons were here, there was more rough and tough fighting. Drunkenness is common in the streets. There are many drunks in the streets. After prohibition, the drunks generally try to become inconspicuous. They try to stay off the street. When there's no prohibition, they're out in the street. When you get a bunch of drunks together, you're going to have trouble. Pat would haul them away to jail if it got too bad. He wasn't a firm man. He wasn't a man who would dominate the people. But still, by and large, the people are law -abiding people. If he needed help, these men were his friends. If one man got out of hand and Pat needed to haul them away, it was somebody to help."
John B. Miller,0:45:56,"Basically, what you're saying is that he interpreted the law himself. He interpreted the things that were necessary to have a legal..."
John B. Miller,0:46:04,"I suspect that if he had been a club -swinging cop, or a gun -toting cop, that tried to handle the law in a hard -fisted way, he might have run into more trouble than he did just persuading people."
John B. Miller,0:46:33,"I've heard young people mention that they were afraid of Pat. It never occurred to me to be afraid of Pat. But young people... just the fact that he was a policeman, he had authority, and that was enough. There's very little doubt that fear of the law is probably part of respect for the law, at least for some people. He would probably go to hand -in -hand to some extent. But he was such a mild -mannered fellow that it never occurred to me to be afraid of him. It didn't occur to me to be doing the type of thing that I had to fear him."
John B. Miller,0:47:33,"I did hear one instance... I don't recall the individuals. I know Davy Ellison was one of them that was mentioned that was involved in this. There was one time when some of the kids got fairly noisy, and somebody tried to quiet them down with very little effect."
John B. Miller,0:48:07,"Pat generally didn't take a hand in such things, but in this case he did step up among the boys and said, quiet down. They just shut up right there. The law had spoken, so that was it."
John B. Miller,0:48:33,"There's a psychology there, I think, from that standpoint. I think he served the town's needs to a large degree. It sounds like he really understood the town's needs and responded to them. I doubt if he did. I just think he was a kind of an easy -going, affable man. I don't think he understood the hardness of authority. I don't think he was a tough man at all. But he was a man whose habits, his way of dress, his way of talk, his way of living was very much like the lumberjack's way."
John B. Miller,0:49:31,I suspect that the fact that he was affable made him much better liked among the lumberjacks than if he had tried to be hard -handed.
John B. Miller,0:49:46,They didn't pay much attention to him most of the time. They knew they didn't have to. They could do what they liked to do.
Rob Moore or Sam Schrager,0:49:52,"If they got too far out of line and he spoke up, if somebody was too drunk to listen to him, why not?"
John B. Miller,0:50:03,He was an authority and kind of a natural leader at that point. The friends would come down the row. I think it probably worked in that type of people. It probably worked better than if he had actually tried to handle a guy.
John B. Miller,0:50:30,You seem to have a special feeling for Pete Olsen in the book.
Rob Moore or Sam Schrager,0:50:37,Was that a feeling a lot of people in the community had about Pete?
John B. Miller,0:50:44,"Yes, I think Pete was another one of the people that you could call a real character. People looked at him as a character. He was kind of off by himself in many ways. He was comical in many ways."
John B. Miller,0:51:05,"He was certainly a good citizen. He certainly had a wonderful mind, no doubt about it. People realized that he could remember things and be more accurate in many ways in his memory. He was better informed by far than a lot of people with possibly much more formal education than Pete had. I don't really know what Pete's formal education was, but he was not short -suited. He certainly must have been up in some place in the high school grade. He had a mind that acquired information. He had a curious mind and a very retentive memory. He was an ardent reader of anything and everything. He admired knowledge, but he had very quaint ways."
John B. Miller,0:52:18,"His place is right up there. That's his farm, the old slaughterhouse set up in the middle of it. That's where they butchered the meat in the older days. Pete acquired it somewhat later than that. In that period, he was just a logger. He acquired that place and it became his farm. You'd see old Pete up there at 12 o 'clock at night making hay by moonlight. Certainly, that's just not good. That goes counter to the old saying, make hay while the sun shines. He made hay all night long. If the dew didn't get too heavy,"
John B. Miller,0:53:09,"he never fit the conventional pattern hardly in anything. I don't know how straight he came here from Sweden. He did come into the community from Sweden, I think probably around 1910. I never knew the exact date."
John B. Miller,0:53:42,"Incidentally, this is one of the things I found out from the Moore family. I had thought the Hayes family came in here about 1909. I found out from Mrs. Moore's record down in Potlatch yesterday. They were here at least in 1970. At least two years earlier than I thought."
John B. Miller,0:54:11,Pete evidently liked the United States from the start and became a very good citizen. He was a volunteer in the U .S. Army. I doubt if there was a more patriotic man in the whole town than Pete Olson. He was a man who regarded himself more as an American.
Rob Moore or Sam Schrager,0:54:39,Do you think there was a general attitude towards Potlatch forests in the community?
Rob Moore or Sam Schrager,0:55:19,Was it very individual?
John B. Miller,0:55:21,I think the people here are tough on the workmen.
John B. Miller,0:55:33,There's going to be some antagonism.
John B. Miller,0:55:39,People continue to work for them.
John B. Miller,0:55:44,A great many of them admired the bosses and whatnot that they worked under.
John B. Miller,0:55:58,Still there's awareness that the company has got lots of money and they're making good money. They're carrying on with policies that the workmen feel are not to his best interest. The fact that it's been worse in the past leaves the employee with a feeling that he only makes progress when he demands better things. The company isn't ready to give him anything.
John B. Miller,0:56:38,There has to be some truth to this.
John B. Miller,0:56:45,I doubt in the struggle of the working man against big business that the working man would have ever made and gotten very far if he hadn't struggled.
John B. Miller,0:57:04,I'm not very much a friend of the unions. They probably do us more harm than good in the present world. In the past they have done us a lot of good.
John B. Miller,0:57:19,"The IWWs, for example, were the beginning union among the loggers here. They were hated by many of the people who regarded themselves to be the more law and order type."
John B. Miller,0:57:39,"My dad,"
John B. Miller,0:57:45,"the worst thing he could call a man would be an IWW. He thought that was the bottom of the well. I guess my family in Dearie, my uncle and aunt, must have had about the same opinion. I was talking to my cousin in Dearie last year when I had this manuscript ready. She was reading about the IWWs and her father, Emory Olsen, had been a clerk out in Camp Sex during World War I when the wobbly trouble was bad. He'd been deputized by the Sheriff's office over in Moscow to make arrests and to conduct the suspects to Moscow. He was held by the Sheriff and she was remembering that her father used to come through every once in a while. Somebody he'd picked up had been an accused IWW member. He'd pick him up in camp and bring him through and perhaps stop at home for a few minutes and maybe give him a meal or something. The fellow would sit down in one of the family chairs someplace. Afterwards, the girls were almost afraid to sit in the chair because they'd been contaminated by an IWW."
John B. Miller,0:59:30,"This is one place where you'll find an awful lot of discrepant opinions. First, about the worth of IWWs. Second, about what acts they did. For example, I tell about this dropping a boom across a pole pile in the cedar yard here by a man who'd been newly hired. It was his first day on the job. They put him on the loader and the first thing he did was drop the boom across the pole pile. There are two interpretations. One is that he was trying to sabotage the company. The second is that he was just an inept operator."
John B. Miller,1:00:26,Which story is right?
John B. Miller,1:00:27,"I don't know, really. My family always believed he was an IWW because this was a typical IWW type of thing. They were out to do this when they could. They were out to hurt the companies. The companies were all bad and you hurt them whenever you can. Not all IWW members were out doing damage by any means. This is surely true. A lot of them were in the union because they felt it was beneficial to them and they would not do anything unethical. But there was some sabotage and in the Bovill area, so far as I know, it was not very bad. There were fires that sprang up in the woods that were late IWWs. I'm sure some of them had to be deliberately set just to cause trouble. There were many more grain field fires in that place. People would go through and set up grain fields on fire. Farmers needed us. They were afraid of what they were up to. But it only takes one man in a hundred to sabotage. You have a lot of trouble."
Rob Moore or Sam Schrager,1:02:03,"Do you think that these sympathies one way or the other were like your family's or another family that might like the IWW? Were these things, did they stay private or did they sort of determine your friends or have to do with who your associates were?"
John B. Miller,1:02:24,They always have something to do with who you like better than others.
John B. Miller,1:02:34,Your good or bad opinion of people is always influenced a little bit by their sympathies with things like that. It's a little bit like this late pro -war and anti -war groups. This isn't the right wording because I don't think anybody was really pro -war as such.
John B. Miller,1:03:01,"But let's say between the group that says stop the war and the other group that says let's get on with it and finish it. You have the two schools of sympathy and if somebody doesn't agree with you, they're not quite as nice as if they do."
John B. Miller,1:03:26,This kind of disagreement could be a pretty public thing. People would talk about it. It wasn't something like religion that you'd keep more to yourself.
John B. Miller,1:03:37,"A little bit, but then doggone it, it only goes to a certain point. So and so down the street, the Culbertsons, I use that name because it isn't a bogle name, but they're IWWs. But you knew them long before they were IWWs. Maybe they're not IWWs because you very seldom know whether they actually carry a card. These cards were carried secretly. But you know that they are sympathizers. But you knew these people a long time and you know that they're honest people and hardworking people."
John B. Miller,1:04:24,"They're good friends, they're good neighbors. You're not going to think very bad of them in the long run. You wish they weren't sympathetic to IWWs. You can't mouse to that. But on the other hand, a tough lumberjack who's a stranger to you and you hear him expounding IWW talk, and if you're against it, why then you right away classify him. He's one of these so and so's. He can't be trusted."
John B. Miller,1:05:06,So it's a matter of degree and it's a matter of who he is and how well you know him to a certain extent.
Rob Moore or Sam Schrager,1:05:32,Why would they want to antagonize the IWWs?
John B. Miller,1:06:02,"Again, I don't think that every IWW sympathizer, particularly certainly not in an area like Bogle where you're dealing with labor matters, labor disputes, they don't look deeply into it to know whether it's communist or not communist or care very much if it serves their purpose."
John B. Miller,1:06:32,But the communist doctrine actually is aimed at undermining the government.
John B. Miller,1:06:45,"So that anything they could do, if you got among the real hardcore communists, anything that they could do to create disorder, to hurt the government in any kind of a backhanded way, they were ready to do. Now the average lumberjack who took part in this movement, he was more concerned with something else. He was living out in a lumber camp that was very inadequate for his needs. He was infested with bud bugs and lice and perhaps other things, rare men that he didn't much like. He didn't think he ought to put up with them. He didn't like the fact that there were no clean beds in the camps and no laundry facilities. If he wanted to wash his clothes, he had to go down, get an iron bucket of some kind and go down and bust a hole in the ice at the creek and dip out water and get firewood, build a fire and heat the water over the fire and laundry his clothes. And there was no place to dry them after he got them laundered and he tried to dry clothes in the middle of the winter without a facilities. He came in dirty and wet maybe after a stormy rainy day and his clothes were wet with rain and sweatful and so forth."
John B. Miller,1:08:38,"Wool smells bad when it's wet and it's clean and when it's dirty it smells ten times as bad. And here he is in a little narrow bunk shack with tiers of bunks on both sides of him and up the center of the aisle. They stretch a line and all the men hang their clothes on the line and they're about that far from your face and you're trying to sleep. Those things are stinking to high heaven. And there was nothing being done at all to clean up the beds or provide clean bedding or laundry facilities in camp or anything else. The company wasn't concerned with it. And he's in a conflict with the company, although the IWW is a means of getting back at the head of things and getting this thing put to rights."
John B. Miller,1:09:32,It went a long ways in accomplishing that.
John B. Miller,1:09:36,I understand that there was at least one strike. I've been told there was a strike.
Rob Moore or Sam Schrager,1:09:42,Do you know about that?
John B. Miller,1:09:45,And I've also been told the strike resulted in the change of conditions.
