speaker,timestamp,endtime,words
Ernest Anderson,00;09;08;15,00;09;48;11,"So he opened the trap, let him out and he was dead. So we tried to reset the trap. In so doing, my sister got her thumb in the trap instead of setting it. So I pulled up this stake and I carried it. And we went home to Mama crying that just one of the incidents that we had there in 19 five, there in the summer, spring and summer."
Ernest Anderson,00;09;48;13,00;10;37;28,"Then the dry lumber company was born in Troy, Idaho. These Swedes at the mail there organized and went to try and build what they called a dry lumber company where they blamed lumber and made us cabinets, cables and what they needed, even caskets at Dry Idaho for many, many years. My father was a stockholder of it in September 1905."
Ernest Anderson,00;10;38;00,00;11;15;09,"We moved to dry, and I remember that day very as it happened today, a man by the name of Pete Swanson moved the store dry. My father had three cows, so we tied one cow to one side of the wagon and one to the other. And I had to come behind and keep in the third cow coming along."
Ernest Anderson,00;11;15;11,00;12;05;26,"And it was very hot and very dusty. When we appeared to Spring Valley on top of the hill, there was some people by the name of John Nielsen and they were very close friends to my folks. They knew that we were moving that day and she came out with lemonade to us. And I remember that as it happens today, I was so warm and so hot and played out too that I got to ride on the wagon from there into town."
Ernest Anderson,00;12;05;28,00;12;57;12,"As the years went by, we spent from 19 five and we lived in Drive for 17 years. But during this time things happen from 1905 till about 1911, there were a lot of things taken to take account of, and that was when we had moved into dry. For one thing, and the next thing during the summer we would spend our vacation at my mother's sister's place there."
Ernest Anderson,00;12;57;12,00;13;41;09,"My Auntie Anarcho, which lived in Blaine and mother, would go and solve for her sister and we would stay there about from three weeks to a month. Now we come back home. By that time we were able to go to school. I spent the first year in the tri public school that was built that in 1908. That was the first part of the tribe public school, which in later years had been added on to."
Ernest Anderson,00;13;41;12,00;14;37;10,"And there is a gymnasium there too. Now. And now that school is a big school and a big high school and a big gymnasium. But now in 1911, there was four feet of snow in the ground. On the ground. And my mother had to have an operation and she was taken to a great man hospital in Moscow. And she died January 26th and was buried January 29th and 29th, had done my father's birthday."
Ernest Anderson,00;14;37;12,00;15;21;03,"We had a considerable time in our home being left without a mother, but we did get a woman that had a girl and her husband had passed away from Lionel, and I had three brothers that went and she came and she got a job taking care of us for about six months. And Dad wanted to keep her longer, but she then couldn't stay any longer."
Ernest Anderson,00;15;21;03,00;16;06;12,"But there was other things that she had to do. Well, there were many things to tell about. I would like to mention a little bit about the problems in school going to school, and that wasn't easy to learn English when you knew nothing but a sweet Swedish and there were many problems that would occur and rise in school because of the fact that you had to to learn that we finally managed to get there."
Ernest Anderson,00;16;06;14,00;16;48;15,"It wasn't too hard to pick up in everyday language, but becoming quite common yet practically. I would think that maybe Troy was better than half Swedish, or maybe two thirds Swedish people or speaking people, whether they spoke it or not. In 1917, I graduated from school eighth grade. In the eighth grade, in the latter part of May in 1917."
Ernest Anderson,00;16;48;17,00;17;21;06,"And I don't forget the that year because of the fact of 1917, I think it was the 17th there April, the First World War began, and Woodrow Wilson was voted in the year before, and he had promised that we would not have to go to Europe to fight a war. And we were pretty unhappy when war was declared."
Ernest Anderson,00;17;21;08,00;18;05;16,"And we were very scared. We during that summer we spent summer out there with my uncle. At that time, I was 15 years old and my younger sister and older sister, my older sister that year went to Duluth, Minnesota to spend the summer and when she came back in the fall and school started to take care of the other two, and my brother and my younger sister."
Ernest Anderson,00;18;05;18,00;18;49;01,"But my stay that summer in with my uncle on the farm, which I loved very much, and I was wild about horses, that my decision was made in the early days of my life. When I was in the second grade that I wanted to be a horseman and work on a farm. These were wonderful years for me, but as far as making money was concerned, I work for a woman boy."
Ernest Anderson,00;18;49;03,00;19;24;02,"Like any Iron Man got paid, but I worked with my room and board. That's what it ended up to be. So in the fall of 1919, my father had been a carpenter all these years, and the doctor told him he'd better get out of the shop because he used to run the standard motor that it was injuring his health."
Ernest Anderson,00;19;24;04,00;20;30;01,"So he bought a farm providing I would come home and operate the farm for at least a couple of years alone till you get there. And my brother and sister out of school. And so I then then my older sister and I stayed on the farm alone and I did the farming alone, which I enjoyed very much. We bought this farm I'd done right out of dry, but two, three, two mile to my never dry on top of the hill on Burt Ridge in that same year in October, I met my wife Helen, and a wife to be, I should say."
Ernest Anderson,00;20;30;03,00;21;25;08,"Helen had a shivery party that was held for Clarence Johnson. They were married on October the eight. We had many good years and before we were married and happy years because the burning school in our district was the center of attraction. All through the school year, we would have literary programs once every two weeks. The old people would come and as well at the young people, and we didn't have other places to go other than to go from one schoolhouse to another."
Ernest Anderson,00;21;25;08,00;22;22;29,"The town school in between those two weeks, and they would have basket socials and maybe school programs and things like that. And we enjoyed it very much. Now I'm getting down to where I've been here, living here in 1923, we got married, my wife and I, he was Helen Calvert and I married a standard and we started farming just below the fence here where we live now, which is my wife's home place."
Ernest Anderson,00;22;23;01,00;23;02;15,"And we were there five years. The next five years or six or eight years, we spent down on Bristol Ridge, where our children started school. And from that time on, why we had the depression here, Now this is all comes. I don't ever put this in down at all. And you know, but I can tell you pretty, pretty clear unless you have any questions to ask now do you?"
Sam Schrager,00;23;02;17,00;23;05;06,"Well, I think I would like to go back."
Ernest Anderson,00;23;05;06,00;23;05;17,Yeah.
Sam Schrager,00;23;05;24,00;23;08;21,Maybe we can deal with the Depression years later.
Ernest Anderson,00;23;08;24,00;23;11;05,Yeah. Okay. Okay. Okay.
Sam Schrager,00;23;13;01,00;23;29;09,one thing I'd like you to elaborate on a little bit. Going back to the beginning would be what you heard or learned about what the living situation was like in Sweden before your parents decided to come over here.
Ernest Anderson,00;23;29;11,00;24;14;19,"Well, the word I got from my uncle in Duluth, Minnesota, he told the story like this that I'm going to tell to you now that it was a terrible depression and a starvation in Sweden for several years. People were starving to death. So there was an urge to get out to get somewhere. And this they had to do as quick as they could do it."
Ernest Anderson,00;24;14;21,00;24;52;25,"But my Uncle Charlie, father's youngest brother, said it had to be the two older ones that had to go and try to locate someplace where they could get over here, too. And which was accomplished because then it brother came in 1888 and the folks were brought over in 1890, and it was pretty rough even back in those days in Duluth, Minnesota."
Ernest Anderson,00;24;52;27,00;25;30;19,"Uncle Charlie tells me that he got one meal a day from delivering for delivering groceries from a man's grocery store. He got one meal a day. Now, this going to be an interesting story to tell because he worked for one meal a day and how he got the other meal. I don't know the other two meal. But nevertheless, he says it was a trying time."
Ernest Anderson,00;25;30;21,00;26;04;24,"Later on, as business grew for the man he grocer man, he worked for the he had to get a horse and some menial grocery in on some kind of a like a grocery wagon. We used to call him. And as time went on, I think he worked there for a number of years and then he was earning money by that time."
Ernest Anderson,00;26;04;26,00;26;36;11,"So then he can buy his own meals and their family. Each one of them had to work and pool their money and they ate with what they got. But buy for what money they may all made together. When he says he got a surprise one day, how many years he had worked with this man as a delivery boy, I don't know."
Ernest Anderson,00;26;36;13,00;27;19;16,"But he said that this man says now he says that you have worked for me. So long and so faithful and you got so little pay in a long time. You only got one meal. So then he says, Charlie, he says, I'm giving you half of my business. You're going to be my partner. And when you have been here ten years, I don't expect to live any longer in that time."
Ernest Anderson,00;27;19;18,00;27;51;26,"You can buy the other half from me. And he thought you could understand is that he was so generous. Well, he said, you have earned all that. So now eight years you have paid for it? No, in dollars and cents. But with your labor and your trustworthiness that you are good by and your good, going to be a good man to have in a business."
Ernest Anderson,00;27;51;28,00;28;30;03,"And that's how he got it. Just by that. And he stayed with the grocery business till, 1945, I think. And he had a meat. It added in later years in the earlier part of life in their meat shop. So he took in his brother Axel, and they made this fabulous potato sausage that the Swedes liked so well."
Ernest Anderson,00;28;30;06,00;28;59;04,"And they got to where they were making 1500 pounds a month. That's quite a bit. And I said, How did you learn how to buy what good meat? He says, Well, it start with We got it from Chicago, all that meat from Chicago. And he says, later on we started to buy our best potatoes we could get was from Idaho."
Ernest Anderson,00;28;59;07,00;29;23;04,"And I said, How much did you buy at a time? We buy by the carload from Idaho and potatoes, a car load of potatoes, and we start him here. And he said that the best we could get in America at that time was to get Idaho potatoes. I thought that was quite something, you know, to get my own state."
Ernest Anderson,00;29;23;06,00;29;50;10,"So he liked my own state. When I first time I went to see him, you know, was in 1954. He had never met me. And he found out that I knew so much about butchering that every day I'd kill him, Uncle Charlie, he'd I said, What do you have to pay for this sirloin or whatever the meat cut where it came from, I'd tell him."
Ernest Anderson,00;29;50;13,00;30;16;09,"So one day he says, What do you know about meat? Well, I said, I have butchered in a lot of them myself, the hogs or anything that to be butchered like a butcher. I said I could, but your veal. And he said, had I known about you? Well, I said, Why didn't you write to my father, your brother?"
Ernest Anderson,00;30;16;11,00;31;09;15,"I said, He never got an end. Never. Did he get a word from you? You never wrote a letter? Well, he did never letter writer Never in any place. And he never left Duluth, Minnesota. He was buried there in back to 1971, 71. I think he died. He was 93 years old. And that running out yet and he did Is it running now It yeah well he at the time he my dad was in Duluth like I mentioned before, there were a lot of hard, hard time, too hard to get a job and pay was small."
Ernest Anderson,00;31;09;17,00;31;42;18,"Here's one incident that happened that the rope that they the hoist, they used the rope how they pulled and loaded a box. And then it was hoisted up and brought into the ship and dumped, you know, how they unloaded into them boxes? I don't really know. But that's the idea. I got from him talking about it. And then the rope broke and that meant no work."
Ernest Anderson,00;31;42;20,00;32;12;01,"So he said to the man, he said, You don't have to quit because the rope broke. Well, this just I can't afford to buy another one. So that that you don't have to do you got plenty rope and we can splice. Well he said nobody can splice that big a rope. yes. You said it'll take me a while, but he said I can splice it in."
Ernest Anderson,00;32;12;01,00;32;39;27,"He said no. He said, I don't think you can do it. But anyway he went home and a few days later, Dad just never go. He got let me splice that rope and we got to go back to work. So he called him down there and he said, I'll wait for you and let me prove to you that I can fly."
Ernest Anderson,00;32;40;03,00;33;03;12,"Well, he said, you can never split it, so go through the same pulley. Sure. He says, it won't be any bigger. But how can you do that? Well, it's just. That's what I have to show you. So he took thing. He says, Well, he says it can't do anything this way. We'll have to try something. So he let him do it."
Ernest Anderson,00;33;03;14,00;33;31;02,"It took him quite some time. There were so many strings that had to be tied, unraveled, then rattled back this way. And you have to bring it all even when you get through. And they go further and further and further out, they you starting begin to age and go out. And that's the way they did it. And I seen my father do this very same thing, but I never could understand it."
Ernest Anderson,00;33;31;04,00;33;59;26,"But he placed the rope and they went back to work and he never was out of a job that long as there was work, they realized that he had the ability and the know how to do things. And my father, I must say, only had one month school and all they learned there was not history and and all this others dealt with these today."
Ernest Anderson,00;33;59;26,00;34;41;02,"But it was to read, write and write and arithmetic and spelling, things like that. And that's all he needed. And he was very, very capable. A good electrician. He was a good mechanic. He was a good builder. And when mother had passed away, he sold no clothes, made our clothes. He made all our stockings, which were long stockings at that time."
Ernest Anderson,00;34;41;04,00;35;11;01,"You didn't buy and made they made him, bought the yarn, put it in a roll and and he had a little machine which he bought when he was sick. Or was it given to him? I don't recall an IED, but it was give it to him. But some people from some people that they met, Najibullah, they were selling out and buy that little ring."
Ernest Anderson,00;35;11;01,00;35;42;07,"And he got he made lots of stockings during the lifetime of us kids. I wore those long stockings when I was up to 1917. I know. And of course, we had Knickerbocker pants that time. And overall, of course, they were long, but there was many things like that you didn't buy out of a dry goods store. At least we didn't here in Troy, Idaho, where they did other places."
Ernest Anderson,00;35;42;07,00;35;49;03,"I don't know. I wish they had. If you got anything else, do you own it?"
Sam Schrager,00;35;49;05,00;36;13;05,"Well, yeah. I've got everything you say. Makes me think of more things. One thing I'm curious about is do you know any more about. About the connection between how it was that the people Ashtabula came, came to this area, and. And and your father was also in Ashtabula. Came here, too?"
Ernest Anderson,00;36;13;07,00;36;44;05,"Well, I don't know about people going from Ashtabula, but an awful lot of Swedes stopped there coming west. They had acquaintances there. My folks didn't have know anyone there, but my father worked there in a boiler shop set in hot rivets and my Uncle Charlie, Uncle and Uncle Jack Jack, they call him Uncle Jacob. Jacob was his name."
Ernest Anderson,00;36;44;08,00;37;43;06,"They call him Jack. What he did, I don't know. I never did hear that. That was not a funny in a way. When I had most of my history, I got out of Uncle Charlie in Duluth, Minnesota, because and from the old people, other people that came from different parts of Sweden had pretty much the same story. It was it was just do things mostly and was to have the freedom to worship and starvation to get out and an opportunity to make something out of yourself, you know, So they could get out and set up for themselves under that type of government."
Ernest Anderson,00;37;43;06,00;38;19;23,"They didn't like the church was the Lutheran church, and that was a state church, and that was completely it right there. I mean, as far as the church was concerned, and it was run by the government, which the people felt was the right thing, that they had no part in it, although they were taxed to the state for so much and that they had started back many, many years."
Ernest Anderson,00;38;19;25,00;38;52;25,"And in that so doing paying it something like Social Security here, but lot different in Social Security in some ways. And we tried here, you know, to get somewhat near close to doing something like it. But out of every dollar they made, they had to pay so much. They use crowns and ers and things like that that the way they handled our money."
Ernest Anderson,00;38;52;25,00;39;43;26,"But they had to pay that. And over the period of time they went into the government. So now I don't know how much how it was way back there, but I know now what it didn't have done for years that the tax you paid to the government from your Labor and you got a month's vacation with 80% of your pay and if you were sick, they paid the doctor bill, the hospital bill, and paid you to raise the children."
Ernest Anderson,00;39;43;29,00;40;27;01,"You get so many crowns. Killer up to 18 years old, I guess. So the more children you had, the more money, more help. You got to raise them. That still is today. So you see then I don't know how they did it. I never heard Uncle Charlie talk about it. So most of the men organized it, done something about later down because apparently the government was too too poor to form such a program."
Ernest Anderson,00;40;27;03,00;40;41;17,"I would like to get that history to find that out. When that really started, I couldn't get a hold of everything when I was in Sweden. That's another thing that I should like can really learn next time we talk. Well, you know, talk about the."
Sam Schrager,00;40;41;17,00;41;00;21,"Earlier and more recent times. Yeah. When you lived at Nora and you were just a little boy, you said there that there were there were a number of incidents that you remember, and then you told that one. Yeah. What are some of the others? That things that happened when you're just a little kid there?"
Ernest Anderson,00;41;00;21,00;41;30;29,"Well, the only only one thing that I can remember the most, there was two little things that we did, Mother. One day I went down to the Norris door and Clarence was pretty small, my brother. And, you know, he was carrying him. We trying to carry him now. We went down dust and she started coming. And it's about a half a mile down the road there."
Ernest Anderson,00;41;31;01,00;41;54;27,"And she saw it coming and was I've done everything to delay it. Burning up in that dust, you know, was hard on your feet that you can read and remember, just like putting it in, not saying in God if to go back. And he was very, very unhappy. Another time I remember I don't know how I got there, but it must do."
Ernest Anderson,00;41;54;27,00;42;43;17,"Went with the mother to the store and down by the mill, up on the bank and the logs piled, you know, and then roll them out into the pond below. And I was up on the those that log pile running around and I could see my father Yet today you in that door back there where they they pull the log into the to be saw them and he heard my father because I heard him and he told me to get off of there and get engaged a log file should roll but they didn't do silent."
Ernest Anderson,00;42;43;19,00;43;19;01,"Many had logs, ran over them just because such incidents. I found out later years in right on Burt Ridge here they were logging in the canyons and they'd bring them to the edge of the hill and canyon and let them roll to the railroad track and farther to Alford's and down. Didn't see the log coming quick enough to get out of his road."
Ernest Anderson,00;43;19;04,00;43;37;03,"So I thought it would get hoping he'd get it on a rebound, go over him. But it didn't. And it killed him. He got flown like this. You see him gone and he's hopeful that he could duck under the river, but he didn't make it."
Sam Schrager,00;43;37;05,00;43;44;02,"Was that was the road well, well laid out and all there. Although no road. I mean, it just it just go down and he just."
Ernest Anderson,00;43;44;02,00;44;05;00,"Let them loose. Let them loose and then they had side tracked down by the railroad tracks, logged them on their how they lowered to my right now I think pretty much of it was done by hand horses but I block and tackle and pull it up with horses, load on to anything."
Sam Schrager,00;44;05;01,00;44;13;19,"I think when you were a little kid there and Nora, were there other families around there was."
Ernest Anderson,00;44;13;21,00;44;40;29,"That I didn't know too much about too young, but I was thickly settled at that time. Quite a few people in there. There's another there's here right across from Eustace now and Dwight Pearson. He is just a little older and I bet he lived. He's lived there all his life and he's and you might."
Sam Schrager,00;44;41;01,00;44;41;12,Well I'll.
Ernest Anderson,00;44;41;12,00;44;57;26,"Speak to, you know, if amused that there's a road that goes on up in the other. He's not too well right at the present but he doesn't do anything. And I think he could remember a lot of things that you might get something that pretty much interesting from that area."
Sam Schrager,00;44;57;29,00;45;08;29,"When you you mentioned before when I was here about seeing the horses, when you lived in north, that's when you started getting interested in horses?"
Ernest Anderson,00;45;09;01,00;45;13;07,"Not no, it was in Troy after we moved to town."
Sam Schrager,00;45;13;10,00;45;17;09,Would you tell me about that? About. About how you started getting interested.
Ernest Anderson,00;45;17;12,00;46;07;05,"Well, the way we got interested in with horses was in trying. They drove sleighs all winter long, and it was in the winter time when they would hold a lot of lumber from the white pine mill, you know, where white pioneers and I learned to know every driver and every team as it came. It come in from the North end or the south then and all around from all directions into dry with either cordwood or ties or fence posts and things like that."
Ernest Anderson,00;46;07;07,00;46;51;08,"And lots of lumber was hauled in and that lumber is compiled there with a dry lumber company. Use what? We're at the dry lumber company at that time, and now it's a cedar yard, if you know. And I don't remember when the dry lumber company ceased cleaning lumber. I don't but they joined lumber company still exists its name there is lumber yard now in my school and there's one in Lewiston and that's all that's left of it."
Ernest Anderson,00;46;51;10,00;47;21;09,"But the old building that my father helped to build and where he worked is still there. And that's where they do all their work with their cedar in their sheds. And that was pulled by a big steam. But these horses was fascinating. They had these bell dynamo time, hand nails, boat overnight, cleaning me all kinds of tones, and you'd hear them."
Ernest Anderson,00;47;21;11,00;47;50;03,"Now we'd hook behind them with our little bobsled and ride out the top of the hill out in the country. And now it goes back home to see danger that could be that. We didn't get to go to that the latter part of the day. You know, most of them were out of town by that time, but they'd start by daylight in the morning coming in."
Ernest Anderson,00;47;50;05,00;48;20;10,"Some had gone home. And the night before, in the winter of 1912, then we had six foot of snow. Believe it or not, horses went right on top, sleigh and all road right on top of that six feet of snow. It was that solid. It would hold them, but it was awfully cold. It was 25 to 35 below about every night."
Ernest Anderson,00;48;20;13,00;48;48;29,"And I didn't know the degrees then. But those I know that lived that time, they tell me the story, what how cold it really was. I don't think I ever thought about reading it. The manager that my younger age in fact, I didn't that I can remember that my father had a big one on the back porch that I never did get recall reading it, but I know it was cold."
Sam Schrager,00;48;49;01,00;48;54;22,Did you tell me that that there was a you could see big differences in the teams between the teams?
Ernest Anderson,00;48;55;00,00;49;27;00,"yes. yeah. You could tell about like this. You know, somebody have a big team and well-groomed and well cared for. Yet you would see teams with one little horse and then Big Moon, that's all They had a horse in IMU who I, I don't know how it divided that but we seen that quite a bit. But I suppose they only had one horse and one mule or they lost either made to it and got a mule."
Ernest Anderson,00;49;27;00,00;50;16;06,"Somehow they got him. I don't know. But there were a lot of that changed. There was a much difference in Teamsters and their equipment and I used to make sleighs, bobsled exactly the way I saw those sled by wood out of my own own making. I worked on them at it and I did home and I got my little scrap lumber down the mill you always had into caraway in throw away and burning up by the way Goodin steam engine to do the do the pulling in the mail and you know everything run below the belt and all the machinery planer and all that was in one room great big."
Sam Schrager,00;50;16;13,00;50;19;29,How would you make the how would you make them a little bobsled. So you were.
Ernest Anderson,00;50;20;00,00;50;51;02,"Making my own hand was out of wood. Made them exactly me nail them together and glued some of the act together and and it all my own ideas that never told me a thing about that thing. I made my he made wooden horses, side motor blocks and a pretty good size and we'd make barns corrals of our own."
Ernest Anderson,00;50;51;07,00;51;18;12,"And I made them so they looked like a regular barn, the whole inside, you know, the solid ground. So I always said I was going to have a driveway. I buying the driveway through it, and which I have now too. And I wanted to so you could drive through. And then I wanted to take it, throw the hay down from up above and feed on both sides."
Ernest Anderson,00;51;18;12,00;51;42;19,"We had stock on both sides. We could have cows on one side or some. It was year we had a basement, so the cattle was always kept in the basement on the till I came here. Grandpa used to have the horse barn full of horses, but I moved the cows up with the horses so I didn't have that many."
Ernest Anderson,00;51;42;21,00;52;18;07,"I put them, said the cows, up in one floor and then the other cattle stock and could run loose in and out if they wanted to fit in the basement. There's quite a change you got to learn to know. But I never learned to knock out like I should, nor I hated him because in my time there was so many cows, it jumped the fence and they'd jump over and get in field jumping cows and never seemed like."
Ernest Anderson,00;52;18;09,00;52;44;03,"And then we have to run in and get them out. Well, more changed them out and built four wire fence tie and we had one cow, I think she could go with him on. She was such a good jumper. He tied her head down to her foot so she could just have a little enough room to see how sideways and she learned to eat."
Ernest Anderson,00;52;44;03,00;53;03;06,That way he could go up to the fence and she dried up. And over and over time he learned where they had horns in the ground. But you made it quite a while.
Sam Schrager,00;53;03;06,00;53;04;26,You want to jump.
Ernest Anderson,00;53;04;29,00;53;24;23,"Get in there with something good to eat in grain field. Headway in their pasture enough all time. You know, they dry up, you see, if they get in a wheat field or someplace they're doing founder that makes it bad."
Sam Schrager,00;53;24;26,00;53;34;04,"Well, what about the the tough stuff that went on and through with your kid? You're telling me a little about the fights and stuff. I'm like."
Ernest Anderson,00;53;34;04,00;54;08;07,"Well, I didn't see it myself. My saloons were put out in my time. I think down there pretty well. But the stories I heard before we seen there was a horse with a two wheeled cart and there were seven men walking behind. One held on to the two wheel cart and a horse bone erected and hang on to one shoulder and any other go just like that up the hill."
Ernest Anderson,00;54;08;09,00;54;42;13,"Seven men or row, and that little horse had to pull them off. But Al, they were walking drunk or never. I was scared to death. And I saw that and they were singing some old sweet songs they had near all Scandinavian, but they went home and the horse was just pat and just foremen, you know, for a bomb and give them whatever made that horse and been able to pull away where they got on a lot of sides."
Ernest Anderson,00;54;42;15,00;55;16;26,"We'd see one every once in a while and somebody get drunk laying over in in the woods someplace. And we were playing sleep at all. We saw that, but it was never allowed down time and bet as far as that early day shooting that you hear in some of these other storybooks, I never heard anything about only after we got older, but we were all three on top of the hill there."
Ernest Anderson,00;55;16;29,00;55;25;21,I don't know. It's a whole slew of sweet everybody was we up on the hill. But now the place is enlarged to what.
Sam Schrager,00;55;25;24,00;55;33;21,You mentioned about you as a boy. Getting in fights with other boys or other boys come around and bother you.
Ernest Anderson,00;55;33;27,00;56;10;01,"yeah. Well, they would. There was a few kid like to make it hard for us, you know, because we didn't have any mother at home and nobody to stop anything or even help us, you know. And that's where I learned to fight. And I really thought I heard that. But they were mean. They would take my brother's clothes and camp or dump it in a mud bottle or something like that, you know, all we had no time."
Ernest Anderson,00;56;10;03,00;56;43;20,"But later on where we started getting a little better sympathy from other people and start taking care of things a little better. But that was one one of the things that kept me from going back to school. So one of the things I wouldn't go back to school and if my next four years going to be as bad as my first date, I didn't want nothing to do it because I didn't I didn't want this kind of problems, you know, But I was old enough so I could handle myself."
Sam Schrager,00;56;43;20,00;56;55;10,And if would you tell me that time when you when that kid was buying you and me and you? I thought that sort of fixed it when you told me about.
Ernest Anderson,00;56;55;12,00;57;35;04,"Well, when I made that bullwhip. Yeah, well, I mean, there are no shoelaces, leather, shoe laces. Dad never knew it, and I fixed it and tacked it to a good stick. You know, you see him, those blips in the catalog? Same. So I made it according only I couldn't make a revolving channel, but that didn't matter. And then I made a little piece around real the hole through the and put it up to rope around so I could get my hand in and get a grip so he couldn't pull away from me."
Ernest Anderson,00;57;35;04,00;57;59;01,"It would hold on to my rest of my hand. My wrist is so I had good contact. I think I had one about three feet long, but I really slashed him. He didn't bother too much. If he thought we were out this on wood, he didn't bother us. But my father guy came one Saturday. Same guy. And he got so scared."
Ernest Anderson,00;57;59;01,00;58;13;21,"Then he was a kid from the country, but maybe a mile, mile and a half out of town. North. And he was all he had no reason. I mean, you know, they just want to be aggravating a lot."
Sam Schrager,00;58;13;23,00;58;18;18,The deal wasn't that he or a couple kids would come round and you were trying to work. Yeah.
Ernest Anderson,00;58;18;18,00;58;46;08,"When we signed, what we had is our code, whatever. And I had to get three blocks of every day. One cartridge take, you get cut in two places, and we had 7 to 8 code to it. So up every winter during the time we were home, this is summertime. We spent the vacation month at my uncle's on the farm."
Ernest Anderson,00;58;46;10,00;59;12;01,"But there again, you know, we we enjoyed it on the farm, the country get it. And I play with that. We played ball to beat the man. That's one thing we played lot dry the kids on the hill. We played a lot of baseball all the time. We played catch all winter long. I never seen basketball the last year."
Ernest Anderson,00;59;12;04,00;59;17;13,"I went to school in eighth grade. So you see, it didn't get into dry too quick."
Sam Schrager,00;59;17;16,00;59;20;12,"Yeah, my children playing ball there in the winter."
Ernest Anderson,00;59;20;15,00;59;56;20,"No you play catch, you know, that's all. And try not to get the ball wet. But we did more coasting skating than anything else, you know, the whole creek was dammed very up to the main highway and we had a good yard too, where the where they got the feeder mill there and the shed there was dammed all the way back up there to the main road because they used that water to run for the steam engine there."
Ernest Anderson,00;59;56;23,01;00;26;26,"They had a big engine steam. It was just a built one with a big boiler and no wheels on it or anything like that. But in those days, the dry creek never dried the water clear. You could fish clerical in August. That something that's really not heard about or known about much. But we used to fish it. But it wasn't much good in the fall though."
Ernest Anderson,01;00;26;29,01;00;52;21,"You'd find a few pools, but there were a lot of springs up in NE, but the whole area north was full of timber. But you get so much snow and it seemed owned. It was fed by a lot of springs. They say those springs are not, not, not, not there anymore. I don't know. I never hear about it anymore."
