speaker,timestamp,words,End Time
Jean Wilson or Stiner Ringsage,00:13:38,"I mean, crying. All right… yeah. tell him about that time. Yeah. Last year, when I was enjoying a sudden Southern Idaho stunner. And,… the fact that… you were working at some place where I had a little steak, and there was those two guys walking down. There, you know, and I used to travel more on that. I'm traveling there sometimes. I had a partner and I found out that didn't work to be worrying about the other guys. You try something different and I'm good enough to take care of myself. I can go. So I didn't catch the train or anything and beat my way. And and I got into this. So. Of the spring time… yeah… summer, spring… winding down there is a Yeah. Well, I got to my apartment with somebody and I don't know and I think he was still mad. He was drunk. That's what's the matter to him, right? No, I got burned in the morning. I used to getting up early and it was a Sunday morning and we this, these two guys that I met down there, we had worked at a place in Hoquiam.",00:14:56
Jean Wilson or Stiner Ringsage,00:14:56,"It's like, you know, that. No, it was Paris. I know you know where that we inherited? I had a home. Well, we had been working from some of the spring. We started out there on this part. I had a whole Utah power and like, I think it was a company and we put in every pole and things on the and we got in a little place, I think it was pears. Idaho and 4th of July came along too, and the boys in Boston were going to be off about three days. So they were all talking about how much money they had. You know, and I never would say a word. And I know that big guy and this young Englishman, he was small by my side. I called him little and they they roll around. They're trying to get people directly in on this job that we were. I know there was 25 or 30 not from I didn't know the first thing about I should I wouldn't remember. And so that therefore of my protection, I figured that is my protection. Our morals revolve around because they can always take advantage, you know, So we, the way it happened then we come into.",00:16:25
Jean Wilson or Stiner Ringsage,00:16:25,"Or you were kind of paid off, you guys. Yeah, we got to that, right? We got to pay dollars. And of course I was going back to saw the springs, see, and were well, I met my father and that's the way I remember now. My father knew we were getting laid off of that. And he come up and he said, Let me see, we're going by Crookwell, Wyoming. You know what that is? And of course, you want to pick up a couple of cases of whiskey. I never drank. So, you know, I didn't care about that. But that's all right. So we had a pack or so, but and we got to the Lions bedroom there. Yeah, and and Wyoming and Idaho and a guy out, commander you know, it's it's the wild country. Give him a little bit brush and stuff. He disregarded, you know, he knew exactly what to play and he had picked and frying pans and everything covered on there. And he said, where are you? You know this guy, you know? Well, one prospect he, like they say, he got by fine The guy disbanded that the things around there, you know and the everything was fine.",00:17:40
Jean Wilson or Stiner Ringsage,00:17:40,"So he says, hey, you got a little good back there, you know. Yeah.",00:17:46
Sam or Laura Schrager,00:17:46,Or fanciful because the big too and.,00:17:50
Jean Wilson or Stiner Ringsage,00:17:50,"That is where he went right on to that one. We got the rate of 65 miles. Don't thank you for that and unloaded everything and on the way in there we can and I used to carry a 32 automatic just for practice. You know I used to love to get out but I spent a lot of money just buying encounter to shoot and get good get… oh Superman's excellent… yeah. So anyway, with that night with and wrapping up, you know, tarpaulin around the bed and I had in my mind and that's not that you didn't play that reckless for that fire live in the old place and I guess it fell out and I got about 35 miles and I missed it. And I said to Jordan, you know, I said, you it must fell out of there or we have the bear. So I rode all the way back and looked around, couldn't see anything, and I didn't look too good because I've had I managed to go back again, you know, And so I didn't find it and I just left it there yet, I guess, you know, by the family. So anyway, I went and these fellas would want me to and everybody that they knew that I carried one right in my pocket.",00:19:18
Jean Wilson or Stiner Ringsage,00:19:18,"But I never told anybody that they knew I had one. I guess I know this and they thought I would get Bradley. You know, they'd let somebody right or something drop out, you know, they think. Higginbotham said.",00:19:33
Sam or Laura Schrager,00:19:33,"Well, how come you want a I?",00:19:36
Jean Wilson or Stiner Ringsage,00:19:36,I never.,00:19:37
Sam or Laura Schrager,00:19:37,Wonder.,00:19:38
Jean Wilson or Stiner Ringsage,00:19:38,"What their protection is. They don't know if you can wrestle and you really get in a bind. You the way it now. So I had it. Well sure they don't. Know nothing about these other two. Are you met them on that boardwalk. Yeah… well anyway we… that is before you left was that you enjoyed you enjoyed the still well. Out of that some of the same Good now this one young valley is only 2250 back I am a pretty good sized neck and one misstep aspect to this time coming down from further springs. I wonder if they got that walk there. Yes. Boardwalk you know one eight feet wide out. Other planes do by 6000 or two by or something and run from you at that time kind of in the middle of the town. Well little shack down downtown and kind of over a hill and then it started going down like that must run for a mile and right up to the water and did have a nice Sunday morning. And I went with him and I went, It's not a rock yard. He's worthless. He was laying in bed. It was not good for nothing.",00:20:57
Jean Wilson or Stiner Ringsage,00:20:57,"So I went down there and I sat down and enjoyed that. This street, nice creek, something like Molar Creek, and I'm thinking about Boulder picked those canyon behind it and the sun is coming up. You know who they'll find out? Well, I'd better get back out on it. 22 that 1912 at that in 19 five either. So I turned around and started that. I used to walk fast, take pretty long steps, walk right along. I grew up on that for want to get jump like that. You hear these two guys come this the little fella by my side and that other big guy and he would not push and had come down and the downhill you know and they just take them beat to his death. But I thought well and then they began to smile, you know, we knew each other because we'd worked up there for about a month.",00:21:56
Sam or Laura Schrager,00:21:56,"And the pair. Hey, it varies.",00:22:00
Jean Wilson or Stiner Ringsage,00:22:00,"Yeah. Around there from from all the way from spring, you know, to fireside or, or whatever it was. Montpelier It might have been Montpelier, see, But we went through both of those places. And so anyway they would come down smiling and, you know, I would walk in, I never checked, I would go gone just as fast, right up till we met, you know, And when they instead of reaching out one hand, they reached out, would do that. Well, that's a different thing when they were if that went to that, they just doubled up going backwards. See and they were going back were faster than he was coming. And then I just ran and took him like this. And why that… because they were… just a stack like that and finally missed to walk at about four feet down and on the ground. And he was dynamite. Then he thought, I'd get that gun, you know, And here was this little friend of mine. He was pulling out in a row while it was a string. The sun came and it had an awful time getting it out of his pocket, see?",00:23:12
Jean Wilson or Stiner Ringsage,00:23:12,"And I just grabbed him and I threw on this side because I wanted to be together. And I thought, Well, you can make it better. Think that you might need it. It made a lot of hay instead of, Well, you know what? They figured they'd come out with more than that by the shoulder and his big sheet turning around and that feller has slipped over your neck and you can't say nothing. She slipped. Not down there. And a good hard pull neutral. You take your money. That's what they want to do. Just right after we get our checks. Money. So it pays to not let people know that you're doing it You just member… surprise surprised… and then set them on their head when they had.",00:24:04
Sam or Laura Schrager,00:24:05,Did you heard those guys or.,00:24:06
Jean Wilson or Stiner Ringsage,00:24:06,"Did you just I never left but I was looking for him to come up town. But you know, they've never come up. But if I had heard about that, that old friend of mine from Kentucky get and he would be mad and they would always want to shoot somebody and say, You shoot those guys, You got to have my permission to get involved. That's just about right. Is dead. they they'd never come around so frequently. Now we stayed about it. We saw business paper a few weeks. Yeah, I saw. And a week or so after that I saw on paper or two guy Bruce Armstrong, they say, and I make stronger, say strong, whatever you fold it. And their money was taken away from me. Well, I'm sure that if these guys.",00:25:03
Sam or Laura Schrager,00:25:03,You think they were killed you.,00:25:06
Jean Wilson or Stiner Ringsage,00:25:06,"Well they run their own wouldn't have been a very nice feeling if they because that's something they do that, you know, they at that time they used to do that to you and maybe forget what happened like… that… walk away, you know, And then… but you were… george… when you were when you had that experience. This could be it was the deer you shot down. Who was that? Was that another part of that down in southern Idaho? Remember that? That the UN hiding your back to your home? Was that somebody. That is in Southern? I know but that's a young fella and he's about 17 and we just decided we'd go out to something at that time. You know, you could hunt without license. We'd take a chance.",00:25:54
Sam or Laura Schrager,00:25:54,They passes before.,00:25:56
Jean Wilson or Stiner Ringsage,00:25:56,"You're hungry and want. Yeah. And not only that, but get a good sized deer. So take it. Bring them down, feed the people. They're was all hungry anyway, so we went in with the pack and we got to about 3:00 or I did, but I think he was up to and is in the spring, you know, and that's just, hey it was nice but the deer out here about 300. Yeah. So he came on that. Yeah she did really nice. Well they were different kind of deer than these cottontail. They're like take like they would come here, they, they're like me. And so I think it's mule, mule deer, black tail or something. There'd be really big one, two, £300. And so this was on the Rockies. We went up there, we knew they'd be geared up for up there, and you didn't have to go fly from Hollywood or about 30, 35. Stay all night the next day. So I guess I said, Well, why don't you try follow the trail? Well, I didn't think you could, but when I got in the Timberline, there was frost about them. They get the black agent in, and when you step on it, you go through it, make an awful noise, crashing noise. You couldn't get close to them and all that noise and they couldn't hear you If they were tramping around, you'd hear.",00:27:40
Jean Wilson or Stiner Ringsage,00:27:40,"So anyway, we got split up one one direction. I went and they run into their tracks and I saw the heck they go in my direction. Williams I went out of watch a mile or two up there, you know, the snow covered like this. You ever see it like that in these round the top edge of the mountain, for there's no no tree line at the Timberline. See? Well, I said, do you want to get up in there. They've got to come back down. Are you actually. So I walk a mile walk. Pretty soon I got pretty close and they were on this side and the snow had come down like that and they wanted to get over well when they run the handed it all. But but 50 hours, maybe more than that. Why a person on it? You know, on their land, on the ground I just shot right then I Martha told me that one time you saw the best shot exchange is a stomach. And I thought, well, this is the time to shoot because that's a big target, you see. So I shot of this boat and it was a tree that had laid there.",00:28:55
Jean Wilson or Stiner Ringsage,00:28:55,"She and how I knew that I hit him. Well, for one thing, he did like that on my side with his tail. That was his hip. She and I laughed and they run about 50. And then he went up and she went badly. If she they weren't going to stay together. Well, if he goes that he's going to get up in that little snow and they're 25 feet deep anyway, maybe more. And they they get stuck that didn't they know better do that. So I thought, well now I live to weight well and told me to wait about 15 minutes. So I got my bike for about 15 minutes and then I started that with it all but that way and right at the top of the timber line there, why it is kind of a little flap of because room I guess maybe a big and I got up there and here this go now and dear where do you live. I think I had that big down there where it happened the way he went right on down, you know, get the opportunity. We got the same room on the side like that and it stayed there and she so I went down on that side. And when I got on that side, I got here to hear Wolf stop. And this is something I don't read that or see.",00:30:30
Jean Wilson or Stiner Ringsage,00:30:30,"And I wasn't going but just that and shoot. And the other one, I said I wouldn't shoot the wolf. I'm seeing something now. And, you know, the funny part of it was, you know, is stand on the time feet with his mouth open and jump and keep that mouth just about so and and turn in the air and land on the side of the train wouldn't be too far away and then jump again and get over here. And it just about like that. Yeah. That fast. You go from one side to the other. How much? Well, even that even Biden, he did one in the stock and there. Jobs or any kind of jobs I wouldn't have got that job and went back thinking that they didn't realize I was married I decided Monday evening so I did put my name parentheses missus, but they didn't see that. So I said I didn't. I said I didn't. Says in fact, I was very good. You see my name and parentheses Mrs..",00:31:32
Jean Wilson or Stiner Ringsage,00:31:32,"I put it either on either I think I said I know what I did 15 days and then underneath and, and Mrs. Steiner inside and stays in the tall. They didn't know what it meant or didn't.",00:31:48
Sam or Laura Schrager,00:31:48,Didn't have one minute.,00:31:50
Jean Wilson or Stiner Ringsage,00:31:50,"I don't think they did because they didn't the time I was the single when or something and every readiness is done so but they will all during that person a married woman, she could hardly get a job of any kind, no matter how well qualified. Mrs. Grant. Stellar demand for nurses and single still is in that many of them. But men went back to teaching that and used it as a stepping stone to another job there. It wasn't long before it was more teachers. They knew what to because the men of them were going back, that it was used for maybe a. Few years while they were getting. Really into something else that they could get. I think there would be surpassed. I know something I read about and sounds fascinating archeology, but then I think point after thing that happened branch off of stupid little thing and I have to figure out where it goes where the great about it All right I, I read about you and I and I, I like cooking I didn't like, I didn't like the dust in that part of and I didn't like to cook and home.",00:33:25
Jean Wilson or Stiner Ringsage,00:33:25,"Nothing magical thing was poor stuff. No, you didn't have hardly anything to cook with. New So rest up too much. You have some clean on dirty for a couple of days. You're sure you do water. So why you want to make things to get on welfare and there's no kids to fight with other kids. They're just the two of them by themselves. Have you're you're not. I'm. I wasn't as busy there as I was when I came down of PA. That's that's one of those differences. Nothing looks something different. It was more work. The other women were involved with outdoor work and gardens and then this tremendous amount of can I now I have for vegetables. Well, you suddenly started from 100 course the maximum. Up there in Canada, the five and six and seven and eight round our suppose that we have important food with… vegetables and what.",00:34:41
Sam or Laura Schrager,00:34:41,I normally did you end up working out so hard to get in the garden.,00:34:47
Jean Wilson or Stiner Ringsage,00:34:47,"You know when you went out for one summer there I had to learn to milk and I. Didn't do too much and I did some. I didn't really was, of course, the kids. I could get forced to do some. But we have cold and, you know.",00:35:11
Sam or Laura Schrager,00:35:11,We were talking before about when we had the experience with the minister.,00:35:18
Jean Wilson or Stiner Ringsage,00:35:18,"And you that, you know, you knew before that time. You it.",00:35:28
Sam or Laura Schrager,00:35:28,"Really was… you really felt that I was thinking, you know, that you were that you really were.",00:35:34
Jean Wilson or Stiner Ringsage,00:35:34,"And yes, I was. And another thing I had was a little resentment from anywhere. If you live from a not from perhaps a lot of the time, there wouldn't be. And then you'd suddenly be the one to do some. So I knew I didn't get that. I know you do. No nonsense. Well, that was then. Yeah, I found out. And it really doesn't. I thought if you do that. You're all by yourself. And yet you're not friends. But it just takes with all the. And you take the pressure off on your part, then I don't will be all of that. Did you have to be careful. That's, that's that that's what really happens when you take the pressure off for some time. Something is going on. You're wanting to do something else or you're. If you take the pressure off, you is almost done with that word. But your standards around something else, nothing said but this. This is all this unseen world around this. And they just they can.",00:37:03
Jean Wilson or Stiner Ringsage,00:37:03,"Or they may not be quite. If you do, I think you and that's one of the big secrets to everyone here is that you're on your own. Do some… mary Queen… do not you don't me. Well it seems like. Her life and I. It's not my sister died that.",00:37:56
Sam or Laura Schrager,00:37:56,God. Can you remember what you thought Steiner could be doing and he wasn't doing?,00:38:01
Jean Wilson or Stiner Ringsage,00:38:02,yeah. So he. He don't know.,00:38:08
Sam or Laura Schrager,00:38:08,What would they have to do? I would find it.,00:38:11
Jean Wilson or Stiner Ringsage,00:38:11,"yeah. That, that that felt purifying. And you'll not knocking them under but not in nothing in the my domestic life or personal life, no.",00:38:20
Sam or Laura Schrager,00:38:20,Financial burden seem to be such an extremely hard worker.,00:38:23
Jean Wilson or Stiner Ringsage,00:38:23,"That was a lot of work. Did not raise money for what I hear there and look at. You work for a lot of work money is that you would never have. So you want to be more mercenary, Just grab a little mercenary creature I can't see working. For that where maybe you make something like.",00:38:49
Sam or Laura Schrager,00:38:49,"What? In this situation, a very unique.",00:38:51
Jean Wilson or Stiner Ringsage,00:38:51,"Example of how you could, you know, then. Yeah, well, if I had, I had my values. Yeah, well. Yeah, so. And closing minded is very minimal, but with things like other people. Have, I don't see I feel more like now for… there's always… been a demand for getting out there and that area has grown and stand nothing for the fertilize. We had a very good crop one time and a few times and that's one. And there are another small growth rate or or it I don't know… if it's maybe… a foil or I know it the seeds and nerve. This year use of a lot more and mustard seeds have been. There. I have seen people around here with me, you know, I think this time you kind this one thing I think you're really up.",00:40:24
Sam or Laura Schrager,00:40:24,On is something you said about dependency. It has a very.,00:40:30
Jean Wilson or Stiner Ringsage,00:40:30,Negative effects that go with it… if you.,00:40:37
Sam or Laura Schrager,00:40:37,Leave someone.,00:40:42
Jean Wilson or Stiner Ringsage,00:40:42,"Is it really does the vertical? I think it can. Hurt between I mean I think yeah, there's anybody celebrating or marrying the man and sometimes. People feel a man liberated because he takes his own labor and stands up. For them. That is that is my home. He must feel the dependency one and some of them are just yeah there when we had four or five kids in our ways more than they can waste more. And one day we bring home to. I've seen a time and time again that is that's hard. That's tough. And I don't want to do what I can. Do about it. But that's just being and now the troughs around. Some poor guys and I think they've liberated and that and I know some people will never, never be involved… in trying to… move a man block after their own. Great back. The guy just do God's work for you. Don't sit there for every time and make somebody offering.",00:42:28
Jean Wilson or Stiner Ringsage,00:42:28,"To their the perfect husband or wife. I think that's sad. You are parents and children. Then you want to really… help the children… and just trying to get the time of they think they're trying to help. And I know that business is on the person that you're trying to make over. Yeah, you can do it. But he's going to have to have an inner spark and of something that that's true. Sometimes it doesn't come for years, but it will come. Person 25 years, different person for the same sometimes lives. How much do you think that that that experience you can change it made you it does it does change my whole life It just… i don't know… it's just something that I've never lost. It's increase. It's just made my whole life completely different. My and you know, people might not think that there's been with the government.",00:44:30
Jean Wilson or Stiner Ringsage,00:44:31,"For anything else but the genocide and I'm pretty I don't know. I'm able to get along better people. While working but there's something deeper on my experience that's that's different there's no there… yeah… that's I think it's very hard but can but still it's something that there's something else was. Always there working inside it is working and do you think about it or you get yourself in. A frame of mind so that things and or worrying about being able to have more clearly. You know, the situation doesn't change. You change. People and change and continually. That can have a lot of reason. I that I didn't know what it would be left for us. Like you said you wouldn't sleep so much for you're just didn't get all the normal did you. Say to my son I got a call right. That and I. Said, well I guess last but my first night.",00:46:23
Jean Wilson or Stiner Ringsage,00:46:23,"Didn't have quite a while. This was the wise thing was my one that happened one night. I did have revenge. You, you, you know… direct your thoughts… but there's one prime goal… when my father… did not expect to get something life. You don't look for a solution. To start thinking that some people have the same result. Sometimes you start just. That's little simple things. Thank you for being informed just and of. Course it snowballs and you start and. Then become and then count. And then you're you're you're the communications. Going on between you have God. Or when you have a lot of time for. God or Father or something, you might have some other. Spirit. They have to let your tongue, your, your, you know, there's a response comes that is the harm. It's just like peace. All always blessed that I'm doing this, by the way. And you're absorbed in working and all these lovely things that have just been.",00:48:11
Jean Wilson or Stiner Ringsage,00:48:12,"You of being like, I mean, that's all the love and things happen when you're relaxed. Sleep. Nothing for that's part of I don't know then have fear of it's anything you haven't heard. Any place else for that it and it carries over into and but all right one day I knew that I knew that the night before can do it but you have to have this that and I'm sure there's just been that with the entire religion in a relationship with the relationship to someone outside this. And you get these responses, this intense spirit I can come here now I can do for him. Come on. And I even. Be to that area. But this is different because beyond that has and I don't see I couldn't get my side. I would necessarily have to. Be thanking them for quickest place. I know I put my thing. Even if you're walking through the woods or you think about, hello, did you.",00:49:42
Jean Wilson or Stiner Ringsage,00:49:42,"See Mr. Very different about. Your car. He was kind. And you have been here before. I'm so glad you're talking to Kristen. You know, you talking and you are here with you. You are. I mean, for you are. And why is it that have fear that something might criticize it? I know people think you're searching this, that the people you know, I mean, these other people like mine. Will eventually come and come. And some occur in a different state development sometimes from other people. They have problems down the line for the letting go. I you're going to do your part, but somebody else. Is not doing it. So you know, all around there is now it's all where this is with reservoir and this is the the the personal relationship is completely separate. It seems to be for the institution. But then, you know, they're not found. It isn't a.",00:51:50
Jean Wilson or Stiner Ringsage,00:51:50,Do not that's why it whatever yeah listen to the nomination it has to be free and within a denomination if it can even within a free and free group. That are bound to be getting free of his own tendency to want to settle down… yeah… and you have why you have that now? My wife is having problems time later as you or somebody else gets that. Somebody is always the establishment. There are so it'll be it… he'll remember… this. Okay. But the spirit there's never to like. You can be part of the truth because really I think as a group.,00:52:58
Sam or Laura Schrager,00:52:58,Because because it seems to me that every every church that I have ever heard of its name is is so much so central to his identity. It seems to me a very interesting part you get to.,00:53:16
Jean Wilson or Stiner Ringsage,00:53:16,Have a picture of it doesn't quite fit into the father is then… once you find.,00:53:27
Sam or Laura Schrager,00:53:27,It sounds like.,00:53:32
Jean Wilson or Stiner Ringsage,00:53:32,There's no there's nothing.,00:53:36
Sam or Laura Schrager,00:53:36,More but there have been I refer each other.,00:53:41
Jean Wilson or Stiner Ringsage,00:53:42,"There's quite a bit of letter, right. And then we have people that dedicate themselves to we have to put it that way there. Now we've never had I don't I'm rather but I hear it's great controversy in. This Catholic Church that… we won't happen… again. If you have an announcement this morning, I. The an announcement I am the. Record of that happened in the bible a farewell ceremony when speaking and preaching and giving testimonies we have and that was one. And the same thing where we were sometimes wrong from there and you know, we want to be number one. There's no seminary. So they we have no. Absolutely no literature apart from the Bible, so we can figure out where and we have, if you want if the outsiders wanted. To have my name, then the 55% Sure. I made this phone number here on my phone. Your phone from Sacramento to there.",00:55:25
Jean Wilson or Stiner Ringsage,00:55:25,"And but the… but the meetings, once you. Decide how the meetings are held in the. Home. Well, and the children are their children and assembling phones for the get them calls from the grandmother, their father, children. Whatever all these small families. And and then we went. To the top of the garden with the King James. I remember me when I when I go. Back, there was 12 going on and they didn't know everybody, you know, their structure… much, much… better than your sons. I don't remember the last time they started looking at some schools… and churches… and the truth that word for part and I remember I was with about seven… kids now… terrible. you know, the people that are against. Like all these other. So that the sinners that's that is. In a certain place here. I went home. I said, yeah and there were not.",00:57:37
Jean Wilson or Stiner Ringsage,00:57:37,"But my, my sister and one… now I was… my father… you know you get left on Staten Island, which is fine. I find I went to my sister. yes. Since your son. So about one things about liberty. And the law and how the law, you know. And then it. Says at the end of that and how that these people I can't. Keep in touch down and not and all of them just parents encouraged to be using I have to do and if you missed the boat I did. But these other preachers that were preaching that were missing the boat and don't you do it, that's called second biggest converts. Are you be doing. That well and you can learn the Bible. Especially you? Yes. There were four others that are doing the same thing, you know, not necessarily together or not necessarily about the same thing, you know, up to say, well, they didn't tell you that about that. But if nobody tells you anything and they leave you alone and just average.",00:59:17
