speaker,timestamp,words
Nellie Edwin Sweeney,0:05:58,"No, I'd always wanted to be a teacher. So I decided I wanted to go to Lewiston, to the normal school, because if I graduated from the Lewiston normal, I would get a life diploma. And at the university here, they didn't give them a life diploma. They would just keep them for four years, you know, here, and give them a degree. Well, I very foolishly kept on until I got my life diploma. And then I began to teach. Instead of going to the university here, I began to teach and then just went to the university in summertime. And you see, that way, I couldn't say I was a University of Idaho graduate. But I thought, what's the difference? I had good jobs, you know, and I had good teaching jobs, and I was earning good money. And so it didn't make any difference to me, you know. So I never got my degree at the university, you know, that way, you know. And my children... Well, I taught a school in Nez Perce, Idaho. And when I went there, they gave the teachers a reception, you know, all the new teachers. And that's where I met my husband. When I went there to teach, you know, I met him there and..."
Laura Schrager,0:07:37,He was a teacher.
Nellie Edwin Sweeney,0:07:38,"He wasn't a teacher. He was a pharmacist. He worked in the drug store there for seven and a half years. And finally his health gave out and he died, you know, and I was left with it. Education of my two little children alone. I had to support them, you know, and I didn't know, I just didn't know what to do, you know. I hadn't taken business, you know. I could teach, but I hadn't taken bookkeeping and I hadn't taken shorthand. So I could get a summer job here in Moscow and... Well, I didn't know what to do and finally my cousin was the county superintendent here. Her name was Ellen Peterson. And she happened to come over to me, to our place and she said, Nellie, I'm looking for a teacher. Could you come and teach this school? It's near Troy. It's a country school near Troy and you'd have money and you could raise your children. Your mother could take care of the children during the week, you know, while you were in school. And you could be with them weekends, you know, and... Well, you know, I took that school and that was the saving of me, you know. I just liked it fine, you know. And I heard something so nice the other day about me that happened at that school that I never knew. You know, I had only five pupils, five children in that little country school, you know. And among those two, among two of them were the Dunn boys, Bobby and Laverne Dunn. And then Mrs. Driscoll's children went too, you know. Well, Bobby was a little mischievous kind, you know. He was the kind that was up and going and he was full of mischief, you know. And I never could understand why he treated me like he did until I found out now, 30 years afterward, why. You know, after I left there, all the teachers had trouble with him. He was full of mischief, you know, and I don't know, they just had trouble with him. And I never had a bit of trouble with little Bobby, you know. So I used to wonder why, why all the teachers had it in for Bobby and why they always had so much trouble with him because I never had a bit of trouble with him. He was just as good as gold. So Mrs. Driscoll that used to live out there, I boarded with them, you know. Walter Driscoll, Mrs. Walter Driscoll. I boarded with them out there when I taught the school for three years. She said, I want to tell you something, Nellie. I want, well first, I started it. I said, are both of the Dunn boys living? And she said, no. Bobby died in a plane crash, not too long ago. And she said, I'm going to tell you what he said about you, about me. Well I never knew that. He said, you know, I never could be mean when I had Mrs. Sweeney for a teacher because she was so good to me, I just loved her. He said, I was so good to him that he just loved me and he couldn't be mean to me. Well poor little Bobby, his mother wasn't very good to the boys, you know. I could tell that. His mother used to beat them, you know, whip them, you know. And she said, Laverne, the older one, is still suffering with his back where she used to beat him, she used to beat him on the back, you know. And so he's not very good at all, you know. And she said, the mother, Mrs. Dunn, is almost blind now. She married again, she married again, she married a second time, you know, and now she's almost blind, so it just looks like she's getting it for all her meanness to the boys, you know. But I never knew that little Bobby felt that way about me. You know, it just kind of made me..."
Laura Schrager,0:13:17,It's really wonderful to hear about it 30 years later.
Nellie Edwin Sweeney,0:13:21,"You know, it just made me feel good, you know. As he said, I never could be mean when I had Mrs. Sweeney for my teacher because she was so good to me, he said, I just loved her. Wasn't that nice? Well, he never tried to be mean to me at all like he did the other teachers later on. You know, they said he was a mischief, you know, they had to just watch him all the time, you know."
Laura Schrager,0:13:57,"Can you tell me the story of the one boy that you did have trouble with once in Troy? Yeah. The one, the first year that you taught or the second year?"
Nellie Edwin Sweeney,0:14:07,"Yeah, I told you that."
Laura Schrager,0:14:08,That was a great story. Can you tell it to me again?
Nellie Edwin Sweeney,0:14:12,"Well, my first school after I graduated from the normal was right in Troy."
Laura Schrager,0:14:23,How did you get that job?
Nellie Edwin Sweeney,0:14:26,The job in Troy?
Laura Schrager,0:14:28,"Your first job, yes."
Nellie Edwin Sweeney,0:14:31,"Well, I don't remember just how I got that. I just, but anyway, I was recommended, you know, at the, where I graduated, you know, as a, they were looking for a teacher, I guess, and they recommended me, you know. Well, the first year I taught there, I taught the first and second grades, you know. And I liked the little folks so well, I always did, you know. And I don't know, I thought after teaching that year, I thought, I believe I'm a better teacher for the upper grades, about the sixth and seventh. So I asked the school board if I could, when they re-elected me for another year, I asked the school board if I could teach the sixth and seventh, because they needed a teacher for the sixth and seventh, instead of going to the first and second, and they said yes. So I had the sixth and seventh grades then, and I never had any trouble, only with one boy, and he was kind of ornery, you know, he'd sit there, and he'd bother all the children around him, you know, he'd just, and make a noise, you know, and just pester them, you know. And I thought, well, I can't let him do that, I have to do something. You know, I was big and strong then, you know, so I went over there to him, and I grabbed him by the shoulders, you know, like that, and I just shook him and shook him and shook him and sat him down, and I said, now be good. And he never said a thing, he just sat down, did what I told him. That was in the forenoon, I think. At recess, I thought, well, I don't know, I'm going to have trouble with him, I believe. Well, when he went home, he lived with his grandma, I don't know where his parents were, maybe they were dead or divorced, I don't know. So, when he came home after lunch, when he came back to school, after lunch, he had a note in his hand, he had a paper, he said, here, teacher. I thought, now what? So I read it, and it said, as you tore Bobby's coat this morning, you have to sew it up. And then it just signed her name, you know. I didn't say anything, I just had the children go to work, you know, and we went to work, you know. I went up and told the principal, we didn't have a superintendent, but a principal. I went up and told the principal, what shall I do now? Well, he said, you couldn't have a school if they didn't behave themselves, if they sat there and bothered everybody around them. He said, he should have had a darn good lickin', that's what he should have had. He said, you don't have to do anything, just ignore it. So I didn't have to do anything, he said. You know, that boy never gave me a bit of trouble after that, the whole year through. He was just as good as gold. He never, never bothered the other children or anything. I don't know why he took it like that. He just never bothered any of us anymore, that was the end of it. He behaved himself, you know. I didn't mean to tear his coat, of course, you know. That was not very nice of me to do that, but I couldn't help it. I just couldn't help doing it, you know. And I don't even remember his name. You know, that's so long ago. That was the first year that I taught school, about thirty years ago or more. Oh, it's more than that, a long time of more than that."
Laura Schrager,0:19:40,A lot more than that.
Nellie Edwin Sweeney,0:19:42,"Yes, lots more than that."
Laura Schrager,0:19:46,"Did you, when you taught the first and second grade, were there many children who didn't know English well? Because there are an awful lot of Swedish, you know, Swedes and Trois."
Nellie Edwin Sweeney,0:19:58,"I know. Well, there were two ladies, single ladies that came. They were grown, you know, Swedish ladies that came, wanted to go to school to me to learn the language. They came from Sweden, you know. And my, they were good. They just watched my mouth, you know, to see if they could understand what I was saying, you know. And they just watched everything I did. They were so good. And when I came the last day of school, they had a gift for me. They had a silver dish as a gift for me because I had been so good. Well, I had tried to help them, you know, all I could, you know. And then what helped me was that I understood the Swedish language myself. You see, my folks were from Sweden. My mother was just a baby. She didn't understand anything about Sweden, but my father was 11 years old when he came to America from Sweden, you know. And he came first to Illinois and worked for a farmer. He was a farmer himself. And he met my mother. My mother had a father that was a minister of the Lutheran Church. And she was his organist in the church, you know, and choir director. And my father, he had a good tenor voice and he sang in the choir. And that's how they got together, you know. So when they moved to Portland, he went to Portland too, you know."
Laura Schrager,0:22:04,You mean when your mother and your grandfather went to Portland?
Nellie Edwin Sweeney,0:22:12,"He had a big, my grandfather had a big congregation in Illinois in that place. But I don't remember where it was."
Laura Schrager,0:22:30,"Did he go out? Did you know, did he, was he told to leave Illinois and come out here? Or did he just want to come out west?"
Nellie Edwin Sweeney,0:22:41,"He just wanted to come out west because he read in the paper that they were homesteads for sale out here near Moscow. And he wanted, he was always wanting to be a farmer, you know. And so he thought that would be a good place to settle, you know, on a homestead, you know. So they came out here, but they didn't come on a covered wagon like some people did, you know. They must have come on the train, I guess."
Laura Schrager,0:23:19,Did your grandfather take up a homestead?
Nellie Edwin Sweeney,0:23:23,"Uh-uh. No, he was just a minister. But my father was a farmer, you know. And my mother was a musician. She just loved music, you know. It wasn't piano, but she was an organist, you know. She could play the pipe organ, the big pipe organ back east, you know, in that church where they left, you know."
Laura Schrager,0:24:07,Did she play out here very much?
Nellie Edwin Sweeney,0:24:12,"My mother, you mean? Well, she was old then, you know, by that time, you know. And she gave lessons, she gave music lessons to girls that came to the house, I know. And she gave them music lessons and they'd do work for her, like mopping the kitchen, you know, and things like that. She didn't like to do that, but she liked to give music lessons, you know."
Laura Schrager,0:25:01,"Do you remember your grandfather well, Peter Carlson?"
Nellie Edwin Sweeney,0:25:06,"Oh, yes. You know, one year I went back east with him to visit him. He was the chaplain of the big Emanuel Lutheran, let's see now, what do you call that? Lutheran Hospital in Omaha. It was a big hospital, you know, and he was the chaplain of this hospital, you know. And he was there, they wanted him to stay on until he died. So he stayed there until he died and then they escorted his remains here to Moscow. He's buried here in this cemetery. But his wife, my grandmother, she lived with us for a while before she died, you know. So I just, I remember her, but not so well, not so well as my grandfather."
Laura Schrager,0:26:13,What do you remember of your grandfather?
Nellie Edwin Sweeney,0:26:16,"What do I remember about him? Well, I remember about him that he was very, very strict. You know, the Lutheran church then wasn't like the Presbyterian church, you know, but they considered dancing a sin. And my grandfather thought it was a sin to even curl your hair. They were very, very strict, you know."
Laura Schrager,0:26:52,"Was he strict with his kids? I mean, did he like, did he bounce you on his knee at all?"
Nellie Edwin Sweeney,0:27:00,"Oh, I don't remember that because when they grew up they left home, you know, got jobs, you know, and went away, you know."
Laura Schrager,0:27:17,Was he here in Moscow when you were young?
Nellie Edwin Sweeney,0:27:22,"Well, he organized the first Lutheran church here. The first, and the way he did it was, he just had a few of the older people meet in houses, in houses, and they didn't have a church, you know. And one of those women was here to celebrate my birthday the other day, and she was 90, she'll be 92 in October."
Laura Schrager,0:28:02,What's her name?
Nellie Edwin Sweeney,0:28:02,"Lena Peterson. She's a great friend of mine, and she was here, and she knows all about my grandfather, and he organized this Lutheran church here in Moscow, and then after a while they got to be more and more of them, and they got to have a church, you know, and now that church, of course, is demolished, you know. It isn't the same church, but it's where the senior citizens have their club now. That's the place where they have the club, but it isn't the same building, you know. But they had another church there afterward, not the one that he was the minister in. Now, listen, if you ever want anything, I just happen to think of that, if you ever want to know anything about the old times to give to the museum, she's the one to go to, Mrs. Lena Peterson, and I don't know, I don't think she's listed as Lena Peterson. Her son, I think, has the phone, and his name is Glen, Glen Peterson. That's her son."
Laura Schrager,0:29:35,That's who she lives with?
Nellie Edwin Sweeney,0:29:36,"Uh huh. Yeah, they live together down here. And, well, she would tell you a lot more than I can, because her folks were the ones that, they were the ones that organized this church, you know, this first church that he had, you know. Her folks, you know. And we were talking about it the other day when I had my birthday. They came, well, we were six ladies here. They were friends of mine from the old times, you know. And they came and celebrated my birthday, and she was one of them. And she started in to talk about that, about a good time we had, you know, in the olden days, you know, and everything. Well, why didn't I think about telling you about her before?"
Laura Schrager,0:30:33,"Well, I'll go see her. I'll go see her."
Nellie Edwin Sweeney,0:30:36,"Her, her husband's name was Conrad, Mrs. Conrad Peterson, but he died. He's dead. I, I think the phone is in Glen's name, Glen Peterson's name. Well, she's the one to see. She can, she can tell you a lot more than I can. And she's one year older than I am."
Nellie Edwin Sweeney,0:31:07,She's a lovely person.
Laura Schrager,0:31:11,"Your grandfather, he used to go and preach in, out in the country, didn't he?"
Nellie Edwin Sweeney,0:31:17,"All around. He had, well, he was like a missionary. I didn't tell you this, did I? At the one, one Sunday, there were two men, you know, that didn't like religion, you know, and they didn't like ministers, you know, so they made up their mind they were going to kill them. Did I tell you about that? Here, here near, near Moscow in this county, you know. So they made up their mind that next Sunday they were going to kill them. They knew just which road he would take to that little church. It's way, way out. They knew which road he always took Sunday morning to go to that church. So they took their, I don't know what they had, it was rifles or guns, you know, or something. So they were going to lay for them and watch for them and kill them because they didn't like religion, they didn't like ministers, you know. So, he always said that God protected him. They waited and they waited and they waited and they waited and they waited and he didn't come. And something had told my grandfather not to go that road this morning. So he took another road and they didn't get to kill him. And there were so many different little things that happened like that that my mother used to tell me that were so interesting. They never got to kill him at all, you know. He used to pray an awful lot, you know, and he declared it was God that protected him. And one time he was driving one Sunday morning, he was driving to church and he had an old horse, Buggy, and this horse's name was Fanny. And the road was bad, you know, it was muddy and bad, you know, and he got stuck, you know. And Fanny couldn't get out of that rut, you know, and he didn't know what to do. So he said he started in to pray, well God now you help me and get Fanny out of this rut. And he said, if you love me and want me to preach this morning, you help me. And he said, just then, Fanny, just give a jump and out she went and he went fine all the rest of the way. Well, you know, he used to tell so many different things like that, you know, that were so interesting to me, you know."
Laura Schrager,0:34:36,"Oh, they're good stories."
Nellie Edwin Sweeney,0:34:37,"And then, you know, my grandfather and grandmother lived here in Moscow for a while. That's before my grandmother died, you know. So they lived on Third Street. Well, you know where the Presbyterian Church goes down to Third, and in that house just where the Third Street meets Van Buren, that's where they lived. So he walked downtown that afternoon, you know, my grandfather. And as he was walking home, he was walking on Third, you know. There were two men fixing a telephone pole, you know. And he had never met them or anything, you know. He stopped for a minute, they were just one of them up at the top of the telephone. He was just swearing to beat the band, you know. My grandfather stopped and he said, Say, what do you mean by taking the name of the good Lord, our God in vain like that? Why, that's terrible. That man said, who are you? What business is that of yours? How we talk. It wasn't, you know. He said, well I'm the minister up here at this church. I'm the minister up here at the Lutheran Church, and I don't like to see you talking like that. Say, why don't you come to church next Sunday and hear me preach? Maybe you won't swear so much. And do you know that they ended up the best of friends, you know, and they did come to church the next Sunday. He looked around in the church, you know, and lo and behold, there they were in the last seat all dressed up, fit to kill, you know. There both of them were. And they'd come to hear him preach, you know. And they ended up such good friends. My grandfather said, I tell you, it sometimes pays to make friends with people. Even though they talk bad. No, that wasn't any of his business, you know, to talk to them like that."
Laura Schrager,0:37:25,"Did you ever hear him preach, your grandfather?"
Nellie Edwin Sweeney,0:37:29,"Oh, lots of times. But, you know, he always preached in Swedish. You see, then they had it all in Swedish. And afterward they changed it to English."
Laura Schrager,0:37:45,Was he a powerful preacher? Was he particularly good? He sounds like an exceptional man.
Nellie Edwin Sweeney,0:37:56,"Well, I tell you, I wouldn't call him a powerful preacher. But he was so darn good. He was so good and honest that he wouldn't do anything wrong if you'd kill him. He was just a good man, you know. Just real good, you know. You see, I joined the Presbyterian Church because my husband was a Presbyterian, and he didn't want to join the Lutheran Church, you know. My mother, Mira Moody, here in the Presbyterian Church, had asked my mother if I could go to Sunday School with her. Well, mother didn't like it very well. She didn't want me to go to another church, you know. You know how the Lutherans are. They want you to stick to their own church, you know. So she said, well, she can go, Mira, with you to your Sunday School and mine, too. It just happened that they met at different times. They didn't have the same meeting time, so I could. And I went to both Sunday Schools, and I got so I liked the Presbyterian so well that I made up my mind that when I left home, I was going to go to the Presbyterian Church, you know. But I didn't tell mother that, of course, you know. And then when I met my husband, he wanted to go to the Presbyterian Church, you know. He was a Presbyterian when I just joined."
Laura Schrager,0:39:48,What were the differences back then between the Presbyterians and Lutherans?
Nellie Edwin Sweeney,0:39:53,"Well, I'll tell you. I was raised a Lutheran, and then I switched to the Presbyterian. And I found that the only difference, the faith is the same. The only difference is the way they do things. Now, they take communion in a different way and things like that. That's all. I can't see any difference only just the way they do things."
Laura Schrager,0:40:23,I was wondering why as a child you decided that you preferred the Presbyterian. Do they have a better Sunday School teacher?
Nellie Edwin Sweeney,0:40:34,"No. No. I tell you, in the Lutheran Church, we had to memorize so much. We had to, the Catechism, we had to memorize Psalms, you know, if you know what that is. And in the Presbyterian Church, we had to take a training course, so it really wasn't any different. Only we weren't confirmed. In the Lutheran Church, they call it confirmation, you know. They have a Sunday when they call it that they were confirmed. They ask them questions and the children answer, you know. But we don't do that in the Presbyterian Church. We don't have so much Catechism, that's all. But now the way they take communion is a little different. That's altogether different. Now you know, when I went to the Lutheran Church, they had us all go up to the altar and kneel, kneel around the altar. And the minister had a little, well I'll say a container, I don't know what you'd call it. And it's supposed to be the bread and wine, you know. And he'd give each one a piece of that, just like a mint, you know. And go on to the next one and then he'd give each one a sip of the wine and go on to the next one. Well now the Presbyterians don't do it that way at all. All they do is, you sit in your seats and they pass the communion around to you. That's all. It means the same, it's just a different way, you know."
Laura Schrager,0:42:49,Do you remember other stories of your grandfather? About your story? About things that happened to him? Or just that you remember? Because the stories you told of him were so good.
Nellie Edwin Sweeney,0:43:05,"No, I just don't remember anymore. But we got along fine even though he was strict, you know. He was nice, you know. He was good to me. He wasn't mean at all, you know. But I remember when, you see, his wife, my grandmother, died when she lived with us. We just couldn't get a hold of him. The roads were impassable and it was just like a blizzard and we couldn't find him where he was. Because we had such a time to locate him. Finally we got him. We could locate him, you know. Now will you tell me your name again?"
Laura Schrager,0:44:09,Laura Schrager.
Nellie Edwin Sweeney,0:44:13,"Laura Schrager. Schrager. You know, I have so many girls to remember. There are three upstairs."
Laura Schrager,0:44:23,Weekends? Was that...?
Nellie Edwin Sweeney,0:44:26,"Well, what was hard for me was to leave the children and, you know, to go back to teach again and leave the children with my mother, you know. Oh, how I hated to leave them, you know. I loved them so much, you know. My daughter and I were very, very close and now she was taken from me and that's the only daughter I had. I don't know why things like that happen. I told you about it, you know. Right."
Laura Schrager,0:45:08,"Well, they were still very young, weren't they, when you taught outside of Troy?"
Nellie Edwin Sweeney,0:45:16,Yes. My son was in the second grade and my daughter wasn't going to school yet. She was staying home with mother.
Laura Schrager,0:45:37,Would they meet you at the train when you came in?
Nellie Edwin Sweeney,0:45:41,"No, Mr. Driscoll used to only once, you know. That was once they did. Mr. Driscoll, for our board, he used to take me home in his car, you know, Friday evening after school. He used to take me to Moscow and take me home, you know. He was so good to me. And she talked to me about it the other day, you know. She missed him so much, he's dead now, you know, her husband. They were nice people, but he was a strong Catholic, but I didn't care what he was, you know. I wasn't Catholic. I think maybe someday we'll all get to the same place, so it doesn't matter. Well, I don't know any more stories. Only, could I tell you a little story about, maybe you'd enjoy that. My son used to tell me, tell that again, oh tell it again. He never got tired hearing this story, so I'm going to tell it. This couple, there were four in the family. There was the mother and the father, and little Johnny and the grandma. And Johnny just dearly loved his grandmother. But every time he'd ask her how she was, she was always cold. And he felt so sorry for her. No matter how much cold they'd shovel in the furnace, grandma was always cold. And he didn't know what to do. He loved his grandma so much. Well, one evening, the mother and father were in the kitchen. They were both helping with the dishes. They'd had dinner that evening, and the mother looked up at the clock and she says, Johnny it's your bedtime. Now go upstairs and undress, and don't forget to say your prayers. And we'll come up and tuck you in when you get all ready for bed. Well, Johnny always did what he was told, so up he went. Pretty soon, they heard him talking, so they thought he must be saying his prayers. So they thought, well, we'd like to hear what he's praying for. So they tiptoed up the steps, up the stairs, you know. And stood outside of his door so they could hear what he said. And this is what he was saying. God bless Daddy, and God bless Mommy, but dear God, please make it hot for grandma. And I thought that was a cute little story. And my son used to just love that story."
Laura Schrager,0:49:25,"That wasn't true, was it?"
Nellie Edwin Sweeney,0:49:27,That was true.
Laura Schrager,0:49:28,"Oh, it was true."
Nellie Edwin Sweeney,0:49:29,"Sure. And he'd say, tell it again, grandma, tell it again. He was little, you know, and he just enjoyed it. I can tell so many stories like that, you know, but most of them I get from the Reader's Digest. And the ones that are in the Reader's Digest are true. They're true. That's what they say."
Laura Schrager,0:49:59,"Is the one that you told me, was that from the county? I mean, was that someone you knew that told you that story? Or did you read it? I'm just curious, you know."
Nellie Edwin Sweeney,0:50:14,"Well, that's a friend, a lady friend of mine told me that one. She's dead now. She used to tell me that one."
Laura Schrager,0:50:25,Did you tell stories to your classes in school?
Nellie Edwin Sweeney,0:50:29,"Uh-uh. No. No, I just tended to business there, you know."
Laura Schrager,0:50:39,"I wanted to ask you one other question, which is, did you, you taught in the town and you've taught in the country, you know, the old country schools. Which ones did you like to teach in better?"
Nellie Edwin Sweeney,0:50:52,"Well, I tell you, I really, I really can't tell you which one I liked the best. When I taught in town, I had to make lesson plans, you know, for every day, you know, and that was a nuisance, you know. But when I taught in the country, I could just teach on my own, you know, just, I didn't have to make any lesson plans. I knew it so well, you know, that I just went ahead and taught what I should, you know. So I really don't know. This friend of mine told me another story about, it was a girl instead of a boy. You want to hear that one? Sure. That's a little bit longer than that one, not very much, though. In this family, there was a hired, there was a mother and father and a hired man and the daughter, the little girl. And this hired man, she'd follow him out in the yard all the time, you know, she liked to be with him, you know. He was always swearing, saying bad words, you know, just cussing to beat the band. And she got so she wouldn't say anything but what she'd swear, you know, just like her hired man did, you know. Well, her mother and father, they didn't know what to do with her. Her mother tried everything to get her to quit. They tried bribing her. If she didn't say any swear words for a whole week, they would give her money to go to the show Saturday. Well, that helped a day or so and then that was all. Well, they had tried everything. They couldn't get her to stop. So I'll tell you what the mother did, which she should never have said to her, but she didn't know any better. She said, I wonder what her name was. I can't remember the girl's name. Well, it doesn't matter. So she said, now the next time you say a swear word, you go upstairs and pack your suitcase and leave home. We don't want you anymore. That was an awful thing to say, you know. Well, it wasn't very long. Here she swore again. So the mother said, now go upstairs, do what I said, pack your suitcase and leave home. We don't want you anymore. So after a while, she packed her suitcase, shoved in all the clothes she could smack in, you know. She couldn't get them all in, but she got some in, you know. She came down the stairway, you know. She sat down on the porch for a minute. I guess she was thinking where she should go, you know. And she hadn't any more than sat down on the porch, till along came the preacher's wife to call on her mother. And the preacher's wife said, hello darling, is your mother home? She said a big swear word, which I won't say, and she said, I don't live here anymore, I don't know. She said, I don't know if she's home or not, I don't live here anymore. I guess that preacher's wife thought she was awful. She swore, you know, said a big swear word. Poor little thing. No, the mother should never have said that. Because now you see, she thought she didn't love her, you know. You should be careful what you say to children."
Laura Schrager,0:55:39,"Did you ever, did you hear swear words much when you were young?"
Nellie Edwin Sweeney,0:55:47,"And this, you know, I have to tell you this, this isn't a story, but I thought it was so funny. This mother had told her daughter, you know, never to say, oh God. You know, this daughter, every time she'd stub her toe or something, she'd say, oh God. And she wanted her to quit saying that, you know, so she asked her mother one day, are you swearing, mama? Yes, the mother said. She thought she'd make her quit by saying that, you know. So they went to church the next Sunday and the minister was reading a chapter out of the Bible and he said, oh God. He sweared, he sweared, she said."
Laura Schrager,0:56:54,Kids are like that.
Nellie Edwin Sweeney,0:56:58,"Of course, she didn't say it out loud like I did, you know. She whispered it real loud and nudged her mother. He sweared, he sweared. Well, that's enough stories. I went home to school first south of Moscow. There was a little school there that I taught and then I drove back and forth and stayed home. And then I taught the little school north of Moscow and stayed home and taught that school, you know. So I could be home with the children, you know. And then when mother died, I quit teaching. You see, I didn't dare to leave them alone, you know. I had to have somebody with them, you know. I didn't trust anybody to be with them because, oh I don't know, they don't get the right training, I don't think, when they let them run loose, you know."
Laura Schrager,0:58:19,How did you support yourself after that when you quit teaching? Was there...
Nellie Edwin Sweeney,0:58:26,"Well, I tell you, the war came on and we teachers all wanted to work, do something. So we took anything we could get. So I went to work in the mailing department for Psychiana. Did you hear about that? Oh, yeah. And I went to work in the mailing department for Psychiana. And, well, I just worked there for two years and then I was offered more pay if I went to picking peas. So I think that's where I ruined my eyes. I quit in the mailing department and I started into pick peas, you know. But that was only part-time work, you know. I didn't like that very well."
Laura Schrager,0:59:28,Did you know Frank Robinson very well when you worked there?
Nellie Edwin Sweeney,0:59:34,He was my boss. He was the boss there.
Laura Schrager,0:59:37,Was he a good man to work under? Was he a good boss?
Nellie Edwin Sweeney,0:59:42,"He was alright. I liked her better, his wife, you know. She was awful nice. And, what was I going to say? Oh, and then I got Social Security after I had picked peas, you see. I got a check every month for Social Security, but it wasn't very much because I only worked in the peas in wintertime. And when I worked at Psychiana, I didn't get anything, no Social Security for that at all. That wasn't included, so I didn't get much. But I just saved and skimped, you know, and did the best I could, you know."
Laura Schrager,1:00:44,"You didn't earn much when you were teaching, I imagine."
Nellie Edwin Sweeney,1:00:48,"I should say not. When I quit teaching, I only was getting a hundred a month. And look at the salary they get now. And then with the check that I got from the Social Security, you know, and the little I had saved, I made it alright. Only myself, you know. So I don't know. And now when my son has any worries of any kind, it worries me, you see."
Laura Schrager,1:01:42,"Well, you had a really hard time with it, I think, you know, having to raise the kids so much on your own."
Nellie Edwin Sweeney,1:01:48,"But I've had such a hard time with my eyes, and now my hearing is affected, so I don't know. But I don't believe, like some people, they think you've done something mean, something wrong, and now you're paying for it. I don't believe in that. I don't think they should think that about a person who's got troubles."
Laura Schrager,1:02:19,"Well, you're, I mean, at 91..."
