speaker,timestamp,End Time,words
Eva Daniels,00:05:18:21,00;05;49;14,"Yeah. Oh, yes. Yes, he would. Very good with stock of all kinds. Of course, he had learned to do anything when he went to ask for a job, what he expected to do, what they asked him to do. And then he went on to, New Mexico was where he told us the next stories. And of course, that was, where he was there was lots of dry ground, Kansas and New Mexico, both for he told about how terribly dry it was."
Eva Daniels,00:05:49:17,00;06;15;17,"But this was an older man that took him to work in New Mexico, and he learned to truly think a lot of him, his first name was Frank, but I can't remember his last name when, anyway, he, he had grown to be 14 or 15 years old by the time he left. Right. And he had heard of the West, you know, and all the stories that had come from the rest."
Eva Daniels,00:06:15:17,00;06;24;25,"Of course, they'd been repeated and and, exaggerated. So he wanted to get West and he came to the West. All right."
Sam Schrager,00:06:24:25,00;06;33;17,"And that I wonder what he expected to wonder what those exaggerated stories were telling him. Well, you wild Indians and,"
Eva Daniels,00:06:33:20,00;06;58;19,"He never said anything about the Indians. In fact, he always loved the Indians for neighbors that we had out here. But, I think he expected more money because that had been his problem, you know, so long. He's trying to get enough. And, he came to Idaho when he came to Moscow first. That's where he landed first."
Eva Daniels,00:06:58:19,00;07;29;12,"When he. I don't know where else he had work, but he came to Moscow, and there he, ended up with a family of crows. And that was Crow. And he was very, very fond of them. He said they were the nearest parents that he'd found along the way. And, he surely thought a lot of them. They were quite a large family, but I don't believe they had any boys."
Eva Daniels,00:07:29:15,00;07;55;25,"They had 2 or 3 girls, and maybe they had boys, but I can't remember speaking of them. But he certainly was fond of that family. And from there, what he came to Cameron. That's up by Leland. And there he worked for several of the people that I learned to know after I was grown. And he went from there."
Eva Daniels,00:07:55:25,00;08;06;11,"And I suppose during the time he worked there, he kind of looked around and he found the property that he finally homesteaded on where children were raised."
Sam Schrager,00:08:06:14,00;08;08;05,Close to camera.
Eva Daniels,00:08:08:07,00;08;14;12,"No, it was closer to the Clearwater River."
Eva Daniels,00:08:14:14,00;08;29;05,"And of course, in growing up, we went to school and we had a school right down along the Clearwater River, and we walked up and down the hills."
Sam Schrager,00:08:29:08,00;08;32;22,"He met your, your mother, right in the area there."
Eva Daniels,00:08:32:23,00;08;37;03,Right. Leland.
Eva Daniels,00:08:37:05,00;09;05;00,"Yes. He met my mother there. And at the time, she was helping the owner of a restaurant in Leland, and she was 14 years old. But they weren't married until she was 15."
Sam Schrager,00:09:05:02,00;09;17;01,"And what do you, remember from from those your childhood, growing up on the homestead there, what was a life like?"
Eva Daniels,00:09:17:03,00;09;21;23,"Well, it was,"
Eva Daniels,00:09:21:25,00;09;53;26,"It was very good. I mean, we had an up to eat and an up close, and we had the pleasures that were children's at that time. I can't remember being denied too many things. We walked to school when he was using the horses, and then after the weather got bad and he couldn't use the horses in the field, we always rode the workhorse and the school, and that lasted then till spring work began, and then we had to give up our park and walk to school again."
Eva Daniels,00:09:53:28,00;10;23;08,"But, we always had a gift or two at Christmas time, usually close and, probably an orange. And I can remember one time that the teacher gave us the banana for Christmas. My sister and I and the other two weren't large enough to go to school again. And so, that was really a treat."
Eva Daniels,00:10:23:11,00;10;43;16,"That we we played the games at that time mostly singing games and quite a bit of baseball, of course, because I think that's been a universal game ever since kids began."
Eva Daniels,00:10:43:19,00;11;09;21,"My mother always had to work real hard. She worked in the field, too. We couldn't afford a hired man. And so I learned to cook and to care for the other children. Real reunion I think the summer I was eight was the first summer that she let me go ahead with the cooking. Before that, I had helped her, but the and I prepared the noon meal while they were in the field."
Eva Daniels,00:11:09:24,00;11;15;12,"Not every day, of course, but lots of days."
Eva Daniels,00:11:15:15,00;11;25;13,"We noticed, yes. I was the oldest child."
Eva Daniels,00:11:25:16,00;11;33;02,And all of my schoolwork and all of my plans were to grow up and be a teacher.
Sam Schrager,00:11:33:04,00;11;36;10,Where do you think that idea first? Get into your head?
Eva Daniels,00:11:36:12,00;11;58;06,"I have no idea. The folks said that that that was one of the first words that I learned to say. Although I didn't say it plainly, I still was going to be a teacher. And how I got it I can't explain because I can't remember, and I really don't know."
Sam Schrager,00:11:58:08,00;12;04;00,"Where there are many other families, also homesteading around, yours."
Eva Daniels,00:12:04:07,00;12;28;22,"Every hundred and 60 had a family on it. And when I started the school, we had about 40 between 48 and 50 in the school. And the school stayed that way for several years and began to dwindle. And then they got down till the last 2 or 3 terms, they only had 8 or 10, 12, something like that."
Eva Daniels,00:12:28:25,00;12;31;06,And then school bussing began.
Sam Schrager,00:12:31:09,00;12;34;01,"The name of the school, what was it called?"
Eva Daniels,00:12:34:03,00;12;46;01,"Oh, that was called in. Cold Spring School, there were 2 or 3 large school, springs above it."
Sam Schrager,00:12:46:04,00;12;53;26,"I'm thinking now where where if you were to try to located roughly, where you would look for it. Oh."
Eva Daniels,00:12:53:28,00;13;20;24,"Well, it's still there. And that's where my husband and I lived after we were married. My second husband, we lived in the schoolhouse that we went to school together in. And, it's, was called a gap at school, but it was below a gap, and it was right down on the road and the railroad between Lewiston and Avenel at that time."
Eva Daniels,00:13:20:24,00;13;29;14,The train went to Stites and back every day. It came from state and went to lower and went back to state at night.
Sam Schrager,00:13:29:17,00;13;31;25,And this is the same as the Cold Springs.
Eva Daniels,00:13:31:28,00;13;58;23,"That Cold Spring school was that right down close to the river, close to the railroad track and the, you couldn't call it a highway. But anyway, it was a road between Lewiston and. But it had no gravel on it. That time was gravel. After I started to normal school."
Sam Schrager,00:13:58:25,00;14;10;11,"So was there was there much, of a neighborhood at that time in the in that area among the different families? Did did they did they get together much? Was there a lot of socializing?"
Eva Daniels,00:14:10:11,00;14;52;03,"Yes. There was, it was all centered around the school, during the school term and in, they had parties and programs and, they used to have a revival or two during the winter, and everyone went everyone that was able to go went because that was the only recreation place that they had was the school. And so and then in during the summer, we had, Sunday school organizer."
Eva Daniels,00:14:52:06,00;15;16;29,"And you never heard him call Mr. Johnson. He was Sunday school Johnson. It made no difference. Everyone called him that here. Just two weeks ago. I heard a lady say, that's the first time I've heard of Sunday School. Johnson. For years and years. I was showing some pictures in here. I had these pictures and she asked what ever happened to them?"
Eva Daniels,00:15:16:29,00;15;21;23,"And I said, well, I suppose he died because that's been many years ago."
Sam Schrager,00:15:21:26,00;15;26;17,"This was this one man who is who, who organized some."
Eva Daniels,00:15:26:19,00;15;49;12,"Yeah, he we went from this schoolhouse to this schoolhouse to this schoolhouse. And each place he went. Why? He organized the Sunday school, and they had Sunday school, usually from the end of school until after school began in the fall. They'd have it a Sunday or two, usually according to the weather, really."
Sam Schrager,00:15:49:14,00;15;53;29,So it would be just something he'd offer for 1 or 2 weekends and then and then beyond for the next.
Eva Daniels,00:15:54:05,00;16;26;00,"Well, usually he was just there that weekend when he organized it. He would come into the school and, you know, they had gathered for Sunday school and he would, like the officers and, give them books, hand them books, you know, and, tell them what to do. I suppose the rules were written. I don't know. But anyway, he would get them started and then he'd go on to the next one, and the next spring he'd start the rounds again."
Eva Daniels,00:16:26:00,00;16;52;06,"And he usually started down along the river because the weather began early to be good, you know, down lower. And then he went on up to the high country. I've often wondered, did he walk all that distance? I can't remember that he had a team. You know, the assessor and, other county officials all had a one half shade, but I don't know how he got around."
Eva Daniels,00:16:52:06,00;16;55;16,I can't remember that he had a horse. Maybe he did.
Sam Schrager,00:16:55:19,00;17;01;27,"Did he actually, leave the services the day he was there, or did he? Yes he did. Yes."
Eva Daniels,00:17:02:03,00;17;23;05,"He took it so we would know what to do afterwards. Of course, it was the older mothers that took charge. And I had the same Sunday school teacher from the time that I started the Sunday school, which must have been about six years old until I graduated from the eighth grade at the, I guess the school called Spring School."
Eva Daniels,00:17:23:08,00;17;24;17,"Well, what did Sunday school."
Sam Schrager,00:17:24:24,00;17;27;05,Amount to? What did you do in Sunday school?
Eva Daniels,00:17:27:07,00;17;58;16,"Oh, well, we all had, a little paper. This little paper came. I suppose they sent forward. We had a little donation, you know, each day, each Sunday. And they ordered these papers. And then the teachers would take this paper and, teach the children the story for that day and teach them the, Bible verse. You know, each Sunday school lesson began with a Bible verse that they would memorize."
Eva Daniels,00:17:58:19,00;18;25;01,"And that's what it was. And oh, yes, if we learned the Bible verse, you know, that was the first thing. And then if we could repeat it, by the time it was time to be excused by the my teacher anyway, and I suppose the rest of them didn't do had little seals that they would put on our, Sunday School pamphlet and had a little flower on it."
Eva Daniels,00:18:25:03,00;18;45;04,"And, sometimes a picture of children, it was only about an inch square. But anyhow, it was like our stamp, you know, it was glued on the back and she would just hand each one of us, one learn the verse that day. And that was our pride. I guess you'd get a lot of pride."
Sam Schrager,00:18:45:06,00;18;52;09,"So then with their singing and, and, a study lesson is part of it."
Eva Daniels,00:18:52:11,00;19;00;03,Yes. Oh yes. Yes. We always sang several songs in.
Sam Schrager,00:19:00:06,00;19;04;00,"Was this main, main because these will be the same kids that you went to school."
Eva Daniels,00:19:04:00,00;19;22;01,"With. Yes. They were the same children. So, each of us knew all about them, you know. So."
Eva Daniels,00:19:22:03,00;19;35;08,And me and my brother and my sister and my sister. Go on.
Sam Schrager,00:19:35:10,00;19;39;24,And they school. Johnson looks like a pretty interesting fellow.
Eva Daniels,00:19:39:26,00;20;01;11,"He was a wonderful person. I think in that thing. Yeah. More here. And this is the school. All right, go ahead and eat. Well, anyway, that's, That's not the first school I got a picture first to last year. Three years later year. The first year."
Eva Daniels,00:20:01:14,00;20;10;29,You see how many youngsters there are? And then quite a few for one teacher.
Eva Daniels,00:20:11:01,00;20;13;29,"And right now, I."
Eva Daniels,00:20:14:01,00;20;34;10,"And these are pictures. But first, I mean the women in the first community where I come after I started teaching, I had boarded with this lady and, this girl is still living here in Kendrick. We went to school together. And this was her sister."
Eva Daniels,00:20:34:13,00;20;36;08,Her little girl went to school to me.
Eva Daniels,00:20:36:08,00;20;42;26,"They lived there. And let's see, here's the mother. There's their mother. That these two girls. Mother right there, Mrs. Robinson."
Sam Schrager,00:20:42:29,00;20;44;23,"What's her name now, miss."
Eva Daniels,00:20:44:25,00;21;17;04,"Mrs. Sue Craig. McCune came here. Okay? And, this woman still alive, and this one, this was Rose Farrington, and this is her sister. You don't know. And this woman passed away a few years ago. Mrs. Souders. And this is Mary Forrest. And this is her mother. This is for us. And this one's gone. That's Mrs. Kimberly, and this was Mrs. Camden."
Eva Daniels,00:21:17:06,00;21;19;02,"Now, you had a Mr. Cauter on this tape?"
Sam Schrager,00:21:19:02,00;21;20;03,"Yes, that's his wife."
Eva Daniels,00:21:20:03,00;21;24;05,"And I was, I boarded with them for three years when I taught."
Eva Daniels,00:21:24:09,00;21;30;15,"The school through their, They're standing this side of the schoolhouse."
Eva Daniels,00:21:30:15,00;21;59;15,"The schoolhouse about this way. This is the plank on the schoolhouse. And it's this way. And, I had, three young girls and one little boy from her. And I had heard of a boy. She lives here, right down here, where you turn this way. Mrs. Farrington. She's past seven years old now. And I had two boys and her and I had two."
Eva Daniels,00:21:59:15,00;22;15;02,"Her grandchildren. I had heard of a girl and a sister that moved way up on the hill above a gap. That is too far for her little boy to go to school. So she came up to grandma and grandma just lived down here in the hallway, you know, from the school."
Eva Daniels,00:22:15:04,00;22;28;09,"So the little cousins came to school together. And, this one lives in Clarkston and this one lives in one husband. Idaho. You know, in the mining country."
Sam Schrager,00:22:28:14,00;22;35;08,"Well, how many children do you have? And the first course in this school that she taught us, more or less."
Eva Daniels,00:22:35:11,00;22;37;20,"High school, about 15."
Sam Schrager,00:22:37:23,00;22;39;22,And what was the name of that school?
Eva Daniels,00:22:39:26,00;23;05;02,"That was the Crescent School. It is the Crescent community and the Crescent School. And they moved that school out a few years ago, and we're going to remodel. And, they did move it, but they didn't do a thing with it. It is just rotting away. You just say rotting down. It just breaks my heart when I go by."
Eva Daniels,00:23:05:05,00;23;27;23,"And there's these other rocks and those, forget that school, the Cold Springs school. And we got the water from a spring right up in here. That later they changed it and got the water from a spring back up towards. There was a family lived up here where the teacher all morning, and they had a big spring. So they piped it down into the school."
Eva Daniels,00:23:27:25,00;23;37;00,"And there's some of those. They married my family, school teachers right there. That's Mabel Johnson."
Eva Daniels,00:23:37:02,00;23;42;03,And the C and.
Eva Daniels,00:23:42:05,00;24;00;22,Here's Grandma Johnston and here she is right there. And let's see I believe it's this woman right here. Thank you. The next one I know she's there now and then making her.
Eva Daniels,00:24:00:25,00;24;24;01,"Oh here's Mrs. Collingwood right there. That's Mabel's mother. And then there's Mrs. Cake right there. And I don't know whether this is a Hoskins or not. I can't really tell. But anyway,"
Sam Schrager,00:24:24:03,00;24;29;04,"Can you, remember what the revivals were like?"
Eva Daniels,00:24:29:06,00;24;44;21,"Yes. They were a lot of screaming and jumping and, you know, and we'd all go to hell for sure if we didn't pay attention and do what we said."
Eva Daniels,00:24:44:24,00;24;50;04,"And of course, we had lots of things to which the children enjoyed."
Sam Schrager,00:24:50:06,00;24;54;10,"But, revivals were always. I guess you'd say a headache. For must of us. But especially to the children because they got so wild."
Sam Schrager,00:24:57:02,00;25;10;04,"Were the kids, the kids were expected to stay there and. And the whole thing."
Eva Daniels,00:25:09:06,00;25;21;11, Yes. You bet they were. And then another thing that they were expected was to be mighty quiet too. You didn't get up and do nothing. They. Only.
Sam Schrager,00:25:21:11,00;25;23;04,How long would revival go on.
Eva Daniels,00:25:23:06,00;25;26;27,"Usually about two weeks, sometimes one week, but usually two weeks."
Sam Schrager,00:25:27:02,00;25;37;17,That's a long time. And this would be a traveling minister. Two fellow that would go from place to place.
Eva Daniels,00:25:37:21,00;25;48;21,"Well, I suppose that he was probably sent out to this certain place by a church, you know, like in Lewiston or Spokane or Knoxville."
Sam Schrager,00:25:48:23,00;25;51;17,And your parents would go to these.
Eva Daniels,00:25:51:20,00;26;06;09,"Yes, but parents would all go. I had one here with my mother in it, but I don't seem to have enough to for."
Sam Schrager,00:26:06:11,00;26;14;06,"Well, what was going to school like for you when you were when you were a kid? This whole experience."
Eva Daniels,00:26:14:09,00;26;43;29,"I enjoyed it very much. And, And of course, there were so many that the teachers couldn't give all of it, you know, a lot of attention. And so, we had to work pretty much with ourselves. Sometimes we could go to some of, you know, when we were younger, we could go to some of the older girls, say, in the seventh or eighth grade, and they would help us."
Eva Daniels,00:26:44:02,00;27;08;09,"And but anyway, it was always a very pleasant, thing for me because I was real good in arithmetic and in spelling. And of course, we always had, count downs and spell downs and so on. And, I guess that I probably won my share most."
Eva Daniels,00:27:08:11,00;27;34;12,"And that's what we do on Friday afternoon after last recess, we'd either go to the blackboard and then choose someone to come up and maybe say arithmetic, or else the teacher would say, well, we're going to have a spelling contest this afternoon. And he would choose two leaders, one over there and one over here, and then they would choose their, people that they wanted to spell with them."
Eva Daniels,00:27:34:14,00;27;51;24,"And of course, it was a cat contest because, you know, we studied especially for that because we wanted our side to win. And of course it did. Sometimes."
Sam Schrager,00:27:51:26,00;27;57;06,"Did was very literary, to at your school."
Eva Daniels,00:27:57:12,00;28;23;10,"No, not at that school, but we had a little literary at, Creston and at, Cedar Ridge, and we would have a one Saturday night at Cedar Ridge and one Saturday night at Craft. That way the two communities would get together, and it would be a bigger program and more fun. So that's what we had for fun."
Eva Daniels,00:28:23:10,00;28;41;14,"After the paper was read and the jokes were all finished by then, we'd get out and play games in the middle of that for and usually singing games and running games, whatever. They gave us the most exercise."
Sam Schrager,00:28:41:16,00;28;48;29,"The games now, now these weren't dances. Oh, no. Right. Oh, no."
Eva Daniels,00:28:49:01,00;29;18;04,"You know, hey, you weren't allowed to dance in the schoolhouse. That was a terrible thing. But anyway, as time went on, they did around them. Well, communities were different to there were some communities that did allow dancing. But then, I never happened to be in one of those, and, Cold Springs to move that. I wouldn't have gone over very big there either."
Eva Daniels,00:29:18:06,00;29;25;05,"But anyway, we had our our little game that we played there."
Sam Schrager,00:29:24:07,00;29;37;26,"Can you remember what any of these happen to be in particular? Because, these games seem like almost a lost art"
Eva Daniels,00:29:37:29,00;29;59;07,"We're not able to find them anymore. That's the worst part. I just can't remember them. I know what we did, but I can't remember the little songs that went with them. Well, I saying a part of that one, the Miller boy the other day. But you know, I didn't have near all of it. There. And, you know, it's just it's just left me."
Eva Daniels,00:29:59:07,00;30;21;26,It's been too far too long ago. There is one that maybe I could sing.
Eva Daniels,00:30:21:28,00;30;26;26,I can't remember how it starts.
Eva Daniels,00:30:26:29,00;30;40;10,To sing.
Eva Daniels,00:30:40:12,00;30;53;09,"And sing it. I made you my love. To show you I made your, my love to show you I made your, my love to show you."
Eva Daniels,00:30:53:12,00;31;00;29,Now what? For we have gained the day.
Eva Daniels,00:31:01:01,00;31;25;21,"And you know we took her hands and put them out this way I make you my love to show you. Now I mean. Go forth and choose your love. Or go forth and choose your lover, go forth and choose your lover, for we have gained the day."
Sam Schrager,00:31:25:23,00;31;27;07,Nice word.
Eva Daniels,00:31:27:10,00;31;35;26,"Oh yes. Yeah, kids just thought that was wonderful. And it's basically interactive. They got the same three days. Why? They thought that was more fun."
Sam Schrager,00:31:35:29,00;31;41;00,But what did they do? And in what was the game you would go with the singing?
Eva Daniels,00:31:41:02,00;32;03;10,"Well, they formed a circle, you know, you ran and got your partner, and then you all got in a circle and, there were always the extras in the center, and they would be the ones that would do what the song said, you see. But they would get when they chose their partner, they would get their partner out of the ring and bring it into the center."
Eva Daniels,00:32:03:12,00;32;09;22,"And then whatever the song said, those actions they would go through."
Eva Daniels,00:32:09:25,00;32;13;15,And I see what are some of the others? Okay.
Sam Schrager,00:32:13:21,00;32;17;23,"We had what was the Miller boy, one that you were saying to me before? Do you do you remember?"
Eva Daniels,00:32:17:23,00;32;21;17,"Well, I don't know any more of that. Then. I just sang such a little of it."
Sam Schrager,00:32:21:17,00;32;26;28,"Then what did you. I'm trying to think even over. Oh, happy is a happy, happy."
Eva Daniels,00:32:27:00,00;32;32;00,Happy is the Miller boy. That's the.
Eva Daniels,00:32:32:02,00;32;45;29,"Live. Happy is the Miller boy that lives by the male. The male turns around with its own free will and in the hopper, and the other in the sack."
Eva Daniels,00:32:46:02,00;33;13;08,"He's named the gents. All forward in the ladies fall back. And of course you can reverse it. Then you can say the ladies go forward. Well, then the whoever goes forward is in the center. If it's the ladies, the center is for the ladies. And the men are going around the outside. And then let's see, how do we get out of there?"
Eva Daniels,00:33:13:10,00;33;14;09,Isn't that all?
Sam Schrager,00:33:14:12,00;33;19;11,"Oh, no it isn't. It's been a long time."
Eva Daniels,00:33:19:14,00;33;30;07,For. I can't get them out of there. Save me!
Eva Daniels,00:33:30:09,00;33;46;08,Happy? The miller man.
Eva Daniels,00:33:46:10,00;33;55;25,"No, sir. Again? Doesn't matter at all. Well, I know it may, but it's just going. Oh, I wish my sister was here. Maybe she could thank them."
Sam Schrager,00:33:55:27,00;34;06;08,"Tell me. Tell me about the wha, what the parties were like, though. What? Were they really festive? Festive occasions? The. The kids. Really?"
Eva Daniels,00:34:06:13,00;34;34;25,"Oh, the kids were just, Well, there was nothing like it, that's all. They just were so tickled to go and be a part of the fun. And of course, each mother either took sandwiches or a cake or cookies, and usually their coffee was on the house or in cocoa. And then at the end of the."
Eva Daniels,00:34:34:28,00;35;10;22,"Something's wrong. Mine is too short. And that was too long. And of course, this is the occasion where the young people would, seemingly choose the ones, you know, that were their real, friends when, the mothers would get the lunches fixed up, you know, for the little boys or big boys by that time would go and choose a girl."
Eva Daniels,00:35:10:24,00;35;31;10,"And so, that's the way they kind of got started, you know, it got made lots of fun. Very separate from that. It, it was the beginning of the. Teenage years when."
Eva Daniels,00:35:31:13,00;35;34;18,There was. No. Was the whole family.
Sam Schrager,00:35:34:21,00;35;35;14,And.
Eva Daniels,00:35:35:17,00;35;38;02,And it.
Sam Schrager,00:35:38:04,00;35;41;18,"Wasn't just wasn't just the kids. Oh, no."
Eva Daniels,00:35:41:18,00;35;54;06,"No, everyone was there. The whole family. That was one of the nice things about."
Eva Daniels,00:35:54:09,00;36;09;01,"It's done that before. But anyhow, it doesn't do any good dancer because there's nobody with too long. They all say, oh, I got the wrong number on there. The wrong boy."
Eva Daniels,00:36:09:03,00;36;12;28,So now you say before the well wait for somebody asking this.
Sam Schrager,00:36:12:28,00;36;17;13,How long would the poor part of parties go on? Would it go on to late at night?
Eva Daniels,00:36:17:15,00;36;43;19,"Oh, no. Usually tell, 10 or 1030. No, no later than that. The dances used to go on till midnight. And in the winter time, sometimes they lasted much longer than that. You'd hear them going home at three and 4 or 5. But anyway, at the school, well, I guess they were more thoughtful. I don't know what else you'd say."
Eva Daniels,00:36:43:22,00;36;58;15,"You know what they quit playing at ten, and then most people would be home by ten, ten, 30 or 11. Everybody sang the song. Who is playing in the game? Yeah, everyone. Thing."
Sam Schrager,00:36:58:18,00;37;03;22,"It sounds like it wasn't too far from being a dance. Well, except instead of."
Eva Daniels,00:37:03:22,00;37;04;29,That here it.
Sam Schrager,00:37:04:29,00;37;07;16,Was a whole bunch.
Eva Daniels,00:37:07:18,00;37;16;00,"Well, the song, you know, they made the music and they skipped around. But anyhow, there was no,"
Eva Daniels,00:37:16:03,00;37;43;16,"The. You paired off in couples in several of the, plays, you know, but then you changed more often than you did in a dance. And then, of course, they weren't held the same way either as they were in a dance. So it was. But anyway, it was all fun. Just truly fun."
Eva Daniels,00:37:43:18,00;38;10;07,"I know another one. We used to play that the, some of the ladies thought was too rough. And that was Flying Dutchman. There was no song that you chose your partner, and then you got in the ring. But you held hands. You all held hands. And then there, there was an it and the it with them for the first thing you see would go around and you'd get between two hands."
Eva Daniels,00:38:10:13,00;38;37;14,"Now, this may not have been the original partner, you know, because you took hold of hands and you're standing beside the other partner. But anyhow, that's why you held hands so that they could choose, you know, you might get two boys even that way. And. Oh, dear, I'll tell you, that was your race. The it you see went one way, and the couple that he hit went the other way."
Eva Daniels,00:38:37:17,00;39;07;08,"And when they met over here, sometimes it was hard bump. And then, the. The one that got back to that place, that one got to stay. But it was outside again. And so if it, if it was the one, was it before or. Fine he got beat. But anyhow it or that couple. But anyway the they had to hit somebody then that they could beat."
Eva Daniels,00:39:07:11,00;39;15;07,You see in order to get back in the circle. Yeah.
Eva Daniels,00:39:15:09,00;39;21;11,"And there were so many of them we used to play, but they're all gone from my head now."
Sam Schrager,00:39:21:13,00;39;24;21,"Did the, the, the older people play the."
Eva Daniels,00:39:24:23,00;39;41;29,"Smarter times they did, especially the young married couples. Grandma and grandpa didn't get up and run and play, but then they used to sit on the sides, and if they weren't visiting right, then they'd sing along with, kids that were singing and help out with the noise."
Sam Schrager,00:39:42:01,00;39;48;14,"Do you think this is, the main, maybe the main chance for visiting that, the neighborhood had?"
Eva Daniels,00:39:48:14,00;40;16;08,"Yes. That would be one of the real chances they had to visit. And of course, you know, they used to have dinner and ask that Jones would ask the Smiths over, or maybe the Smiths would go over to the Johnsons for dinner. But anyway, the, that was their particular visiting, you know, maybe friends that they, school, you know, when you had something there, everybody got to visit."
Eva Daniels,00:40:16:10,00;40;21;10,It was a big thing.
Sam Schrager,00:40:21:12,00;40;28;19,"How much of this depended on the teacher? What was it? Was the teacher supposed to to, organize this at all, or was this."
Eva Daniels,00:40:28:22,00;40;59;19,"You know, or what? The teacher was the head of it all. She, whatever. You know, there was maybe this was a program. Why then, of course, she sent home cute little invitations. She noted that the children made their mom and dad and, Everyone. Well, no one could refuse the kids, you know, they had to be there."
Eva Daniels,00:40:59:21,00;41;37;15,"And then, Of course, if it was a revival meeting, there was no no games that were. You just went and sat and listened to the speaker at home, but, and the teacher had nothing to do with that. All she did was swept the floor. Usually. And, and then, of course, for the, literary, like, where we used to have them at Christmas and Cedar Ridge, lots of schools had those all around over by Moscow and bought much."
Eva Daniels,00:41:37:15,00;42;08;23,"Wherever you went, you'd hear about the literary fun that they'd had, you know, Saturday night or Friday night, whichever they had. The mom. So that was. Several different works because, you know, the young people would hear a joke and either put it on a slip of paper and send it to school, or else they'd come up the school and give it to you, and the teacher would write them down."
Eva Daniels,00:42:08:23,00;42;35;06,"And then they had what they call a literary reader. And that person was. Then whenever the literary got together, they would read that they call it a literary paper. And that was the news in it. All these jokes and, and, about the funniest one. And now, since you've seen series picture, we had a teacher at, Cedar Ridge whose name was Miss Leach."
Eva Daniels,00:42:35:06,00;42;58;11,"Of course, I had gone to school with her. I knew very well that she was a a card. I'll tell you, that gal, she always had fun. I don't care where she went. She then turned. And so we had the coasting party one night. And so there were several of the older men that came, of course, that were really our chaperons."
