speaker,timestamp,End Time,words
Sam Schrager,,,Did these guys stay over winter?
Frank Milbert,,,"Oh, yeah, all of them stayed there year around. That was their occupation totally. But, as I say, if they got short-cornered for money, they would cut wood or posts and this Guernsey had a store here Onaway, would give them— if they would cut it and set it up there, he would have a fellow come in and haul it out and store it in his yard. And I've seen many thousands of fence posts and cords of wood, that the— not necessarily the miners, but every body in the country did that. But that's what the miners do up there if they run short of money. They would cut wood and posts. And, I'll mever forget one time old Curly Darrow told me he had an accident. He'd went up to the Peerless Dentists in Spokane and got a set of false teeth, you know, and I guess they didn't fit him and they annoyed him when he was working so much, that he took the lower plate out after he was cutting some cedar posts and laid the lower plate on a stump, you know, of a tree that he'd sawed off, and darned if he didn't fall another tree right down over it and break them. Well, he said for one good thing they were guaranteed (Chuckles) this here Peerless guarantee 'em, you know, and that, I think, would be about as rare an accident as you could have happen to your false teeth."
Sam Schrager,,,"Did most of the guys just come to start mining there in the '30's, or wlere many of the guys there in the '20's, on the creek?"
Frank Milbert,,,"Curly told me that he had been in and out of that creek from 1910 on. And this was one of his— but he was a miner, let's say, in Butte. He mined in Butte and up in the Coeur d'Alenes. He was a miner from the start, you understand. But he came in there and quit mining in the big mines, the copper mines and the silver mines, up here. He quit that al ready, and went to live on Gold Creek, by himself in 1929 or '30, '29 I think he told me. He was for a while in Bellflower, California mining. You know, you say mining, you cover a lot of things. You can be working in a mine up in the Coeur d'Alenes and you're mining, too, you see, or you can be mining placermining, like these fellows are, on your own or even hardrock mining on your own. They were mining, these miners out here on their own. Curly, I think he told me, come up here in 1929, or '30, one of the two. Roy Wilkins was in there earlier than that, about '26 or '27. Park Shattuck went in there in 1925. Brown told me he was in there before Carrico went out. So that would have been before 1925, Charlie Brown. Joe Hougen told me he went in there before the turn of the century to mine, which would have been before 1900. Art Gillamtold me that he was in there before the turn of the century. His dad took him in, he was a small boy then, i Art is still living today. He's in the home over here, he's not very good, but he's still living. He's about shoving ninety, pretty close. And, oh, there pretty near all of them at that time had been in before the price of gold ever went up. Up in the Hoodoos there was old Pete Daufner and Grant R. Smith, and oh just a whole lot of them around there in that area, I don't recall the names even."
Sam Schrager,,,But more came in and they were more steady when the price of gold went up?
Frank Milbert,,,"True, real true. A lot of them would— well, you'll find the same thing yet today. If you go out here along these old woods roads and what not you will find young kids and those fellows that think they can make a go of it on cutting posts or cutting firewood or something and living out there without any other source of income. They'll generally get a start by having worked somewhere and then have unemployment for a short time, you know, and then they can get started out there in the woods. You'll find 'em around here yet, once in a while. I was over here at the White Cross Mine on Moscow Mountain last summer and there was a bunch, two or three up in there; two, I believe, that had a tent or a cabin or something and that they were staying in. And, ohhh, they were going to stay all winter. Well, that's a pretty rough deal."
Sam Schrager,,,"Well, did you figure that you would be able to help the mining operation along quite a bit by brining in some bigger equipment to help these guys?"
Frank Milbert,,,"Oh definitely. That's what I was doing, looking it over from a mining angle for machinery. To take their word that we could operate— if you had a shovel where you could move stuff in a hurry with or dirt at a great er rate and it would pay, it's all wrong because from a machine man's angle you have to look at what it costs you to operate the machine. What limit ations a machine has, see. They don't understand any part of the limita tions. They might understand— well, you say, if it goes— it has to go so much a yard to make a paying proposition. This stand out to some- one that you say— ""It'll have to pay— work out at twenty cents a yard, I have to have that much to operate."" But that would be figured on the mach ine's capacity to operate all day long, see. Well, maybe a dollar a yard isn't going to pay to operate, simply because you are not going to move enough yards due to the condition— it's not machine ground. Your machine is not adapted to the ground. Today I have ground I back away from that has good pay under it; deep, sixteen to twenty feet deep, take that all of before you can get down to the pay..ay flat, the water won't carry away from it. Say two feet of fall in a couple of hundred, why that don't— that's a dredgers job, see, where you're working under water without draining it, see. Well, with uy outfit you have to have drainage below it."
Sam Schrager,,,"Well, did you decide to come in here and start working pretty quick?"
Frank Milbert,,,"Yeah, 1938, I first started to work in here. I fooled around a couple of— two summers that I tested in there, off and on, and that way I got to know every body in there long before I moved in there, moved machinery in."
Sam Schrager,,,What kind of sharing would you do on something like that? Would you have like split the profits?
Frank Milbert,,,"Either you give 'em a flat percentage for helping you, usually he'd help on it. I'd give 'em, say, one fifth of the takeout, whatever we took out, me one fifth of the gross. But sometimes you would pay a royalty on it. If I was off on somebody else's the old fellow wasn't able to help you or anything, and a lot of them were of very little use to you around machinery, you know. However, some of 'em were real good, and especially if you put them at a job where it didn't call for too much skill, feeding the machine or something like that, most of 'em could do that if they wanted to. While you load it into the hopper it still has to have a certain amount of— someone to guage the speed with which it goes through it, see. The machine I have today operates the same, you still have someone to — I generally operate it totally myself, but I built it as a one man operation, see. It's electric automated all over and if anything goes haywire on it, it automatically kicks itself out and you know that there's something wrong with it. It's got a regular three phase industrial type electric power plant on it."
Sam Schrager,,,It changes—
Frank Milbert,,,"Well, you see, due to the cost— when I built that machine, gold was still thirty-five dollars an ounce, which is only five years ago. Well, you can readily see that you have to have a... as possible. With today's price and everything. When I first went into Gold Creek to mine, gasoline would cost you thirteen cents a gallon by the time you get your tax back, you see, you get your tax back when you're not using it for highway use. You can't get diesel fuel for twice that today. Most of my rigs now are diesel not all of them, but some of them, washplant's still gas one bulldozer is the rest are diesel. But five years ago when I first started and put them diesel rigs in there, sixteen, seventeen cents, now forty-two. forty- three."
Sam Schrager,,,What is the price of gold now?
Frank Milbert,,,"Well, last night it showed a hundred and six:y, three dollars an ounce. 'Course that's a considerable raise over thirty-five, but everything is considerably raised over that period. But, as I say, when I built it I built it for thirty-five dollar stuff. Enough then in gold, ""no, someday it'll be up."" And my prediction was that when the American people could buy gold bars, you understand, you could buy them raw gold anytime, but not gold bars, that it would go to two hundred dollars an ounce. It went to one hundred and ninety-six dollars, didn't quite make the two hundred, last December. Just before—January first was, I believe when you could buy it— and it got to a hundred and ninety-six dollars an ounce."
Sam Schrager,,,I wanted to ask you about these old time miners who were there when you first came in. Were they much like the old-time luoberjacks? Were they the kind of guys that would— let's say like a lumberjack— the stories you always hear that they save up their money and work real hard for a long time and then they go to Spokane and blow it?
Frank Milbert,,,"No, no they weren't. Not the ones that I knew. They were more frugal living and they appeared to be unlike the lumberjacks. They were loners, pretty near every one of 'em. Even tho they would neighbor with each other along the creek, each had his own cabin and had his. everything, and they were pretty fussy about anybody. I well remember one old fellow by the name of Ed Turner that came in and he'd been an old North Dakota, or a Black Hills 64 miner, you know. There was lots of them drifting around. There was Ireland, was another that had come up from down in the Seven Devils country,— and oh, I can't think of the names of some of them— there's still more."
Sam Schrager,,,Did this guy from the Black Hills--?
Frank Milbert,,,"They would drop in, this Turner from the Black Hills dropped in there and he stayed with Darrow for, oh, for roughly a year or more, maybe a year and a half, and il little or no time, I knew Darrow real well, and would drop in quite often on him there, and he got awfully irritable with him around there. You know, they grated on each other, they snapped back and forth at each other. They were the loner type, they wanted to be alone. Go out there and dig and talk to themselves while they were digging and whatnot. Then another thing that I found— a great lot of them were— they liked to get a prognostication arrangement, you know, some willow stick or a pendulum or something and get out here and get out here and douse the ground. Just about all of them would do that."
Sam Schrager,,,"Switching for water, but not for—"
Frank Milbert,,,"Yeah, they did a lot of witching for gold. Them particular fellows, them loners did. This Gillam that I spoke of a while ago he thought he had a spec ial power witching for gold, and he used to tell me some of the queerest sto ries about it that you ever heard. He had a little pouch about, oh, possibly an inch and a half or so in diameter, a little rag bag with a copper wire on it, tied shut. And he said, ""You know, I have about nine hundred different things in that bag."" He said, ""I found they all hurt the action of my pendu lum."" He would take a— what was in it, I don't know— but it was another little sack with a string on it, or a little piece of rag with a string on it, and it would have something in there and he would walk along, and that would be aswinging back and forward and back and forward you know, and then when it would come over a ledge or some gold or something it would stop. And this would locate where it was at. And one day I'm digging with a buldozer up there and I said,— he come by and he said, asked what I was looking for and I said was looking for a tungsten ledge. I'd found tungsten in the creek and I was bulldozing trying to locate this outcrop of it, see. Up here it's nothing to have anywheres from eight to fourteen or twenty feet of overburden on the stuff and it's awful hard to locate the— you'd find the source in the creek— or the ore in the creek, but where is the source of it, see. And he said, ""Did you ever have anyone douse it for you?"" He didn't say it that way, he said, ""I can locate that for you."" is really what he said. ""Well,"" I said, ""What do you need?"" ""Well, he said, ""you got a piece of the rock around that's the ledge?"" And, I said, ""Yeah."" He grabbed that and he tied a little string around this piece of rock and walked around there, up and down over the hill, you know. And pretty soon— we'd been digging in this place and I hadn't been able to locate the see. And he said, ""Oh, it isn't any wonder,"" he said, ""the vein only comes up to here and turns around in a cir cle and quits."" I didn't quite believe that, but that's what he said. in cidentally, I didn't find the vein there above it, I don't know whether it quit or not, but we didn't find it that day. I did find it eventually, but not the way he said it was. These here 'bugs' as he called 'em in this one sack, he'd put that in his pocket or he'd hold that in the other hand, that was to keep these 'bugs' from getting into this pendulum while he was trying to locate stuff, it would affect it, you see. I never saw Hougen do any witching, but I saw Darrow do it Not always. No, each one had his own pet idea about it. I remember one that could detect it at a long range. And he had a wire, a bent piece of wire that he would hold in his hand and it would point in the direction. And he said that he picked thtdraw for that gold up already when he was coming up the road here somewhere in around Onaway, that it pointed over there and that's how he got there. I never seen the guy before, but he was one of them from down on Salmon River. And that's how he got in there. George— do you remember George's name? Big George is all I know."
Frank Milbert,,,"George, he was a great big fellow. And he had picked that up— he had picked that up way down somewhere, it pointed up this way, this here wire did."
Sam Schrager,,,Did they use a forked stick like?
Frank Milbert,,,"Some would, but the most of them had a pendulum or a bag with some- thing in it. And generally claimed to be something special in there that— Most of the ones I seen up on the creek used a pendulum, but Lonny Wilkins used a willow switch. He did quite a little placer mining up on Reservoir Gulch. That was the area where Bockmeier had a lot of diggings in there. And there's no question, there is gold in the creek. I've trenched across it. I looked at it one time for a machine operation, see, but the draw was too narrow, and you know, you had no room to work in it. And the creek was rich enough as far as for the amount you couldn't have moved, but you didn't have room to move it in there with machinery. There's one claim that I know that a fellow gets a little gold off yet up in there."
Sam Schrager,,,"I was just wondering did they douse often, or just once in a while when you were looking for something new."
Frank Milbert,,,"They usually had it in their pocket all the time, and any time there was any question of why they didn't find this or that or something, why, they'd pull it out and go to dousing. It wasn't very far away as a rule. They would be cleaning up their placer, generally, as I say, those fellows that were in there all the time would have a gate, I explained that to you some time ago, and while they were cleaning up the sloughs gate they would use this thing to see if— and they hit a crevice or a 67 crack in the rocks, and see if they ought to dig it out, see if there was anything down in it. And to claim that they didn't know, I don't know, but I'd see them— ""No, that ain't clean there,""get down in there and keep scratch- ingmaybe with a spoon or something else to get down into the bottom of it, or a pointed rod or something and come up with a pretty nice little nugget, they'd scratched out of the hole, so, to say they didn't, I don't know, I never tried it, but they did."
Sam Schrager,,,Did they just feel that there was some kind of magnetic attraction being exercised between the gold and the
Frank Milbert,,,"Not necessarily magnetic. Electric attraction is the way they said. Magnetic would mean there was some I never heard any of them explain it, but I have heard other— I'm talking of these miners explain it, but I have heard other people explain it, and the best explanation ever got, it was a I read it one time. And it said that your subconscious mind was capable of A knowing or picking up here these things were, and if you could get some in dication from the subconscious, if you concentrated your mind on what you were looking for, your subconscious'd give you the nudge to do it, and if you will try it yourself you'll find that you can take a pendulum and hold it steady and you just look at it and then all at once in your mind you see it waving one way or another, or going in a circle, and it will do it. Well that indicates that you were making it do it, and yet you are not consciously doing that. So—"
Sam Schrager,,,That's a pretty reasonable explanation.
Frank Milbert,,,"That was the most reasonable explanation and I have tried that part of it out. But they claim that you could totally concentrate on, let's say a rock-type of formation that had gold in it that you never saw before, how could you keep your mind on that particular type of thing? That's why I think that water dousers are so much more successful than the metal ones, be because water is easier to concentrate on. Everybody knows what water looks like, you can see water flowing, you can see it flowing in the cracks in the rock and things like that. And for this reason you can probably keep your mental concentration on it much easier. That's the only explanation that I would accept."
Sam Schrager,,,"Do you have any idea of the kind of things that they put in the pendulum, for the attraction?"
Frank Milbert,,,"Those are mostly figments of the imagination that they would do any good. From that article, y my checking into it, most anything at all that would give you an indication — would be one thing as good as another, see, you understandif you're getting the nudge from your subconscious to tell you where it is, or give you this information, most assuredly wouldn't make much difference what you used to get it, get, what I mean—"
Sam Schrager,,,Yeah.
Frank Milbert,,,It is not an attraction to the article but an attraction from your mental— your subconscious'd create this indication.
Sam Schrager,,,"Yes, I was curious what would a guy would think would help him, see."
Frank Milbert,,,"Well, Gillam would have such things as bits— he would have a little gold in it, see, and copper and whatnot. Now, you could hardly believe what he would have in the— 'bugs' to get rid of the bugs orethe things that destroyed it's usefulness, see. But arsenic, and you name it, everything he had in there. You understand that when a man tells you he had pretty near nine hundred things in there, elements— 'course I judge that was an exaggeration, —"
Sam Schrager,,,This was supposed to stop the—
Frank Milbert,,,"Keep it from being inacurate. He called 'em 'bugs', is what he called 'em. He had taken that, no doubt, from. the English has a book somewhere on it. I picked up one time and read. The English had a method when they was dousing, these English dousers. They used something to prevent these stray currents from influencing the pendulum. Talking about dousing in min ing, there's an old woodcut, or carving, if you ever run into it sometime, that shows them dousing and mining and whatnot in this woodcut. I've seen it several times published in magazines. I'd like to get ahold of it— a picture of it someday. Ar dt it dates back to about the sixteenth or seven teenth century. I'm pretty near sure it was France, it might have been Germany that the thing originated in."
Sam Schrager,,,Do you think that the miners believed in— that it was luck more than skill that determined if a guy would do pretty well?
Frank Milbert,,,"They depended an awful lot on skill. But you understand they were not unhappy if luck looked their way. Yes, they believed a lot in luck, too, don't you think they didn't. And I do some myself!! Because I have known fellows that were just lucky enough to go out here and pick something up and didn't have a bit of skill about them. The biggest nugget— now you understand I'm not talking about the one that Carrico said he had— but the biggest nugget that they told me about that was ever found on there, was found by a guy that was part Indian, and I don't think he had, I know him well enough to know that he had no particular mining skill, and he was up in. there during the Depression, Al Swatman was his name, and he picked up over a seven ounce nugget right in one of these fellow's diggings. He got permission of them to dig in there and he found this seven ounce nugget, and of course, Joe Hougen's is where he was digging on, and Joe run him out after that. But he went down somewhere else and started the thing and in just little or no time was getting gold right along. I cornered Al, Al is dead now, too, quite a few years, and got the date on this nugget and so forth, and he told me all about it. Now, I saw a four ounce one that Joe Hougen got in or near the same place. That size of nugget was rare -.l on Gold Creek. A half-ounce one wasn't even very popular, but anything from a half-ounce down wasn't, you know, too-and But Joe got two in one season, got two four ounce ones. I didn't see the one, he had spent the one for booze before I got at him. And he was the kind that would go get his supplies and stuff and a couple of bottles of whiskey, and maybe a bottle of rum, that hundred and thirty-five proof rum, and he'd take them up to the cabin and he'd get a 'cold'. He'd take that to keep from catching cold or to take care of a cold if he got it!! 'Course he'd drink it all, usually, last about two days and decide right in the mid dle of it he was going to go out with the car and get some more, he was run ning short. He'd get down the road a ways and the first thing the car'd be in behind a tree or hooked on a stump or something, not necessarily wrecked but run off the road, you know. And I well remember one time he come down walking, I was with Curly Darrow at the time, and he said, ""I don't know what's wrong with that car,"" he said, ""it just runned off the road, just got off the road up here,"" he said, ""come up and help me get it out."" 'Course I had mach inery and stuff, it was no problem to get it out of there. We went up there and Joe said, ""I don't know what was wrong that I got in there, run off the road like that,"" he said, ""I wasn't drunk."" ""No,"" Curly said, ""you weren't drunk, the car was!"" (Chuckles) But he was headed out to get some more. And he'd do that, oh, two, three times a year. But he wouldn't spend all his money, he'd buy what he needed and then he'd buy the booze and go on a toot and drink it up, and then he'd probably make some enemies while he was at it among the rest of them, just like you was saying."
Sam Schrager,,,ake some enemies because he'd get pretty cantankerous?
Frank Milbert,,,"No, Joe was—"
Sam Schrager,,,"Well, how would he make these enemies then?"
Frank Milbert,,,"Well, go down and visit with someone, one of the other miners, you know, and they'd make supper at suppertime, and he wouldn't eat when he was doing the drinking like that, then. And he'd sit around til nine, ten o'clock, and then he'd say, ""I'm hungry, how about making me something to eat?"" And then, of course— you know Old Curly said one time he was down there, and he said, ""I wasn't going to get him anything to eat,"" he said, ""he refused to eatwhen't i had it on the— made it."" And, he said, ""Well, make it yourself, then,"" I told him. So he said he got up and he got ahold of some pancake flour and he said he had the whole place daubed over with batter from the pancackes- he was trying to make 'em, you know. He'd started up a fire, and""While he and was doing that I crawled in bed and he built such a hell of a fire in there he said it got so hot I couldn't stay in bed any more!!"" He said finally, ""You better go home!"""
Sam Schrager,,,What was it you were telling me about when Joe first came into the country- Joe Hougen; were you saying that he had to stand up to Carrico?
Frank Milbert,,,"That's when he first went into Gold Creek, yeah. Well, you see, Joe liked to prospect. He had a little ranch out here, you know, his wife took care of that for him, and the fact is, all the miners on Gold Creek that Iknew, that seemed to be standard with them old-timers, they had deserted a wife somewhere for the mining. Gold was more important. Darrow had a— he was divorced from here, but he had a wife and a bunch of kids— that soon as he could get rid of them, why, he was up there, see. Brown'd leave his wife in Spokane and come down here for six weeks at a time, maybe only make one trip back there, one day, one Sunday and be back down. Hougen would go out, maybe once in two weeks or three, and if it was mining water season, it would be once in whatever the season was: six weeks or so. And Lon Wilkins, he had divorced his wife, that was too much trouble for him, he'd rather sit up there, you know. So, I claimed— lN: Same with Gillam."
Frank Milbert,,,"Gillam was the same way. I claimed that they had one thing in common,, they all had deserted their wife and kids somewhere! (Chuckles) After they'd get them big enough so they's done for, they didn't have nothing to do with them."
Sam Schrager,,,"Well, was that true of Hougen too? You naid he had a wife."
Frank Milbert,,,"He didn't have any children, that I know of."
Frank Milbert,,,Neither did Park.
Frank Milbert,,,Neither did Park have.
Frank Milbert,,,"Park was two years in Alaska and come back and got married for two years, and back there for six years, left his wife here. So he wasn't any better'n them. ""Oh,"" he said, ""she was the best woman in the world."" But it didn't bother him, I suppose."
Sam Schrager,,,I wonder how their wives felt?
Frank Milbert,,,I don't know. I never talked to any of them.
Mrs. Milbert,,,"I don't know, sometimes I think they would be glad to be rid of them!! (CHUCKLES)"
Frank Milbert,,,But that seemed to be standard with pretty near all of them.
Sam Schrager,,,"Well, one thing, a sailor out to sear — nothing you could do about it. The guy'd go out and be gone for a long time, but these miners— just sounds like desertion."
Frank Milbert,,,"Yeah. It always seemed that way to me. I never had to operate like that. I generally would take her with me if possible. 'Course, when the kids were in school sometimes I couldn't do that, but when the summer came they were always with me."
Frank Milbert,,,"Yes. During the war,— see, after about '42 that war order L208, we couldn't get anything to mine gold with. in other words, gold mining was out during the war. I had no right to gasoline or anything else during the war, you know. So, I'd just necessarily shut it down."
Mrs. Milbert,,,Unless we were down here and you were up in Spokane.
Sam Schrager,,,"Did these guys ever go back to their wives, when they left 'em? Once they left?"
Frank Milbert,,,"Well, some of 'em hadn't really left 'em, they just deserted them. They hadn't really divorced 'em or anything like that, they just deserted them. Mrs. M: I guess Gillam was the only one that was divorced, wasn't he? Or Lonnie Wilkins was, too."
Frank Milbert,,,"Gillam wasn't divorced. Lonnie did, though. Mrs. M: Well, Curly and Lonnie."
Frank Milbert,,,"Curly and Lonnie were, but the rest of them weren't. The rest of them— their wives, they talked about 'em and all."
Sam Schrager,,,Did they send 'em any money from what they made?
Frank Milbert,,,"Well, I don't really know. Oh, I doubt whether they got very much of it. They were usually very liberal the kids, though. Curly always kept him self totally, stone broke giving it to the kids. I don't think he give it to his wife, but he give it to the kids all the time. He'd say— well, he and Iwere together in anumber of different deals the only iron mine, the iron project up here, he and I — the state has 'em today, yet, we lease it off the state, this property, and while it isn't making any money now, it at one time did, see. Not from a mining angle, but by leasing it out, we made some money. I can well remember that he'd always say, that money or this money that he got he was going to buy one of his daughters a type writer, she was in school, or something like that. And another one, he was going to get this or that. He had four or five daughters, see, and two sons."
Sam Schrager,,,"Were they local, most of the families?"
Frank Milbert,,,"Yeah, his family was. Some of them were people from Spokane, some of them miners were from Spokane. I don't know just really where you would say Park Shattuck was from. Garfield. He had a butcher shop one time, he and his brother in Garfield, and that's where he left his brother and went off somewhere else— he went up to the— well, he went to Alaska. He did have a butcher shop,. his brother, I know in Garfield, at one time."
Sam Schrager,,,"Oh, I was asking how Hougen wound up coming into the mining country— how he established himself there."
