speaker,timestamp,"End Time",words
"Emmett Utt","00:06:25:23","00:06:49:14","The farm, you know, to green Greenwood out and and we just go on day and night, both of us and so I just didn't general freedom to run the car I could get gas to run with. Well yes, but you won't pursue that on the road. You know I get all the gas or the barrel, but then I couldn't get the ticket to go car to."

"Emmett Utt","00:06:49:16","00:06:49:27","Okay."

"Emmett Utt","00:06:49:27","00:06:54:05","You pump gas into the country and kept going."

"Sam Schrager","00:06:54:07","00:06:59:16","Was then mark gas. The gas was the farm gas market. Did they did they know."

"Emmett Utt","00:06:59:18","00:07:19:24","You had a Russian? But nobody was beat up every month. You had to turn in your speedometer reading, you know. Well, I, I learned not to get that trigger on the week I had it in. So I went on for a month, I guess I got a letter from the head office. They want to see me over there."

"Emmett Utt","00:07:19:26","00:07:45:28","Yeah, well, I knew what I was about. So she says, Well, what's the beef? It seems like you're making a pretty good gas mileage. I don't know. I don't think it is. And so they got two of my on. They did. Well, extraordinary gas mileage. Well, gorgeous without raising your gas just to have a low."

"Emmett Utt","00:07:46:00","00:07:48:01","Noise and."

"Emmett Utt","00:07:48:07","00:08:15:28","Burning gas. Well, what are you getting at Getting it out of Barbaro. boy. You'd rather be in jail right now. That was old. All that got used to run them three in a row with a moscow can. We hadn't. Good word. Yeah, he was ahead of it, so I told him. Well, you wouldn't know what you can get for as well as about driving about eight or ten miles a day was going back."

"Emmett Utt","00:08:16:01","00:08:16:15","I hold."

"Emmett Utt","00:08:16:15","00:08:17:05","The job down the."

"Emmett Utt","00:08:17:05","00:08:18:13","Mill."

"Emmett Utt","00:08:18:15","00:08:25:01","Road and so many cows, and that's what I'm doing. Far more violent."

"Emmett Utt","00:08:25:04","00:08:28:11","And the last."

"Emmett Utt","00:08:28:13","00:08:32:12","Cause you can do that on three gallon of gas a week and you come over to show me."

"Emmett Utt","00:08:32:12","00:08:34:00","How."

"Emmett Utt","00:08:34:02","00:08:37:07","Well he says you said your wife."

"Emmett Utt","00:08:37:07","00:08:40:25","Did in school as down."

"Emmett Utt","00:08:40:28","00:08:41:20","Hold a job down."

"Emmett Utt","00:08:41:20","00:08:42:14","The mill."

"Emmett Utt","00:08:42:16","00:08:49:17","Well, almond milk cow, chicken pig to be."

"Emmett Utt","00:08:49:19","00:08:49:29","Well, he."

"Emmett Utt","00:08:49:29","00:09:05:21","Says, why didn't you say something about that has just been true. I've been over here and cried my eyes out trying to get electric gas legal, so. Well, I do go home real happy to get some extra gas. So the next day I got home and in."

"Emmett Utt","00:09:05:21","00:09:06:21","The mail."

"Emmett Utt","00:09:06:24","00:09:16:02","There was a string of tickets to Georgia. Now, well, I couldn't hardly use them all, you know, crazy."

"Emmett Utt","00:09:16:04","00:09:17:09","So."

"Emmett Utt","00:09:17:12","00:09:24:09","But God, you know. But if you take them extra, take them back. You didn't need them. Well, then they don't do that much."

"Sam Schrager","00:09:24:11","00:09:25:26","So they do what?"

"Emmett Utt","00:09:25:28","00:09:27:22","They just you that much. Much, don't."

"Sam Schrager","00:09:27:25","00:09:28:02","You."

"Emmett Utt","00:09:28:05","00:09:43:22","Yeah. Well you just turn and say you bought six to go that month now. Well that's a good take a bunch. I'm thinking of them back to 60. Go. Well you had a emergency, you know you wouldn't have enough gas so I never turned a ticket."

"Emmett Utt","00:09:43:22","00:09:45:21","Back and."

"Emmett Utt","00:09:45:27","00:09:50:23","I didn't, you know, was gas or do I think they didn't have time to go out and joyride?"

"Sam Schrager","00:09:50:25","00:09:56:25","How did they know that that you were that you were you you were turning the speedometer back? Were you."

"Emmett Utt","00:09:56:27","00:09:57:08","Pregnant?"

"Sam Schrager","00:09:57:14","00:09:59:01","Were you doing this speedometer back then?"

"Emmett Utt","00:09:59:01","00:10:01:05","You know, no, I looked pretty low. That's what got me in trouble."

"Sam Schrager","00:10:01:06","00:10:01:19","I see."

"Emmett Utt","00:10:01:19","00:10:02:14","I see you can buy."

"Emmett Utt","00:10:02:14","00:10:22:09","Over 200, but I don't know if I turn Milton's beloved or, like, a little. Yeah, I think I got by, but I just let it go. Yeah, well, I at a drove in jail for a hundred. An old plumber in jail did well, anyway, I didn't want to run. It didn't matter at all. That's like I called me up."

"Emmett Utt","00:10:22:11","00:10:23:03","Because."

"Emmett Utt","00:10:23:05","00:10:25:09","I'll to go to my dad's. My car's."

"Emmett Utt","00:10:25:14","00:10:27:25","All right. So anyway."

"Sam Schrager","00:10:27:27","00:10:34:18","So I guess bureaucracy isn't a new problem. They had the same problem back then. Yeah."

"Emmett Utt","00:10:34:21","00:10:36:02","No, that's what they had them."

"Emmett Utt","00:10:36:02","00:11:02:00","So anyway, after that. But how they go from one extreme to the other. You see, I told them about how much guys I needed but anyway on like I was doing it to take my old man. Well her dad worked on the section U.S. boss on the railroad. And so during the winter, he just led the crew up, you know, and he just kind of worked himself on the track."

"Anna Utt","00:11:02:03","00:11:02:29","And shovel out."

"Emmett Utt","00:11:03:06","00:11:14:18","Shovel out of crossings, one thing another. So he just put the car up. So when I got to see he was getting extra gas for driving to work and doing his work on a railroad."

"Emmett Utt","00:11:14:20","00:11:15:23","But I only."

"Emmett Utt","00:11:15:25","00:11:38:13","When the locomotive come, I haven't run that car back to how he lived up above Harvard and left a trip. So he's a good guy. Technically didn't use them to control me. And so I guess it was like spring when he wanted to do his car again. Go away trick on the gas. Well, yet they wouldn't do him anymore."

"Emmett Utt","00:11:38:15","00:12:11:27","Well, I helped him out with tickets. I would like either. So that's the way democracy works, you know, lie until you prove yourself on. Yeah, I think that I'm good. His own love will try. And maybe you should buy this one."

"Sam Schrager","00:12:11:28","00:12:13:13","I could take a handful."

"Anna Utt","00:12:13:15","00:12:18:12","Well, I'll get a I'll put some in a sec. I want her to."

"Emmett Utt","00:12:18:19","00:12:19:00","Try him."

"Emmett Utt","00:12:19:00","00:12:21:00","Out there."

"Emmett Utt","00:12:21:03","00:12:23:12","Goodbye."

"Sam Schrager","00:12:23:14","00:12:25:14","You started telling me how you two got together."

"Emmett Utt","00:12:25:21","00:12:26:06","Well."

"Sam Schrager","00:12:26:08","00:12:28:05","With a long story."

"Emmett Utt","00:12:28:17","00:12:31:18","boy."

"Emmett Utt","00:12:31:20","00:12:33:10","I'll tell that story. How that goes."

"Emmett Utt","00:12:33:10","00:12:34:20","Along. Get go."

"Sam Schrager","00:12:35:01","00:12:40:15","I know. I. It's. It tells how little it tells how how."

"Emmett Utt","00:12:40:16","00:12:40:28","You ain't got."

"Emmett Utt","00:12:41:05","00:12:42:08","My book, you."

"Anna Utt","00:12:42:10","00:12:46:00","Know. Yeah, it was it. But he got that turned on."

"Sam Schrager","00:12:46:10","00:12:48:10","come on. Is it a bad story."

"Emmett Utt","00:12:48:13","00:12:59:07","No, it was a well I'll go ahead anyway. We were started going together and 25 and she had to go back to school."

"Emmett Utt","00:12:59:09","00:13:03:25","Well, in a way."

"Emmett Utt","00:13:03:27","00:13:09:07","She stayed with a girlfriend. I won't name her. She'd gone now."

"Emmett Utt","00:13:09:10","00:13:10:24","But anyway."

"Emmett Utt","00:13:10:26","00:13:26:24","They got they like that girl. But you could bet you could cut out time with me, you see. So I. Little foolish not to take her on. So she traveled. Well, I didn't know what the hell it was. You know, her brother in law by a guy want me to go to the house and."

"Anna Utt","00:13:26:27","00:13:28:24","And the other girls?"

"Emmett Utt","00:13:28:26","00:13:30:24","That was a good blow."

"Emmett Utt","00:13:30:26","00:13:32:08","Brother in law."

"Emmett Utt","00:13:32:10","00:13:39:05","And I didn't know what the heck I was. I stayed pretty gun shy of that medicine."

"Emmett Utt","00:13:39:07","00:13:47:09","I didn't know what the heck. A lot of I had in mind. I look I mean the thing. But anyway, I."

"Emmett Utt","00:13:47:11","00:13:49:15","I write to her and she wouldn't answer me."

"Sam Schrager","00:13:49:17","00:13:50:04","And I wouldn't."

"Emmett Utt","00:13:50:07","00:13:51:20","Well, no, she was right back."

"Sam Schrager","00:13:51:20","00:13:52:26","Why not?"

"Emmett Utt","00:13:52:29","00:13:59:06","Because she made a bargain. That girl she'd lay off a midwife could get me."

"Emmett Utt","00:13:59:09","00:13:59:21","You know."

"Emmett Utt","00:13:59:25","00:14:03:08","Something? I have two girls fighting over it."

"Anna Utt","00:14:03:11","00:14:09:24","We made that, Betsy. And it was to last. The bet was the last night."

"Emmett Utt","00:14:09:26","00:14:12:17","I don't know. You know that I did."

"Anna Utt","00:14:12:20","00:14:14:10","And why did you do something like that?"

"Sam Schrager","00:14:14:10","00:14:18:04","Why you take a chance like that? You were that sure of this guy?"

"Anna Utt","00:14:18:06","00:14:22:00","You know, you're never sure of him."

"Emmett Utt","00:14:22:14","00:14:22:17","I."

"Emmett Utt","00:14:22:17","00:14:27:16","Didn't know what was going on. So funny. She wouldn't answer my letter, so."

"Emmett Utt","00:14:27:18","00:14:30:00","I got the heck of it. I went."

"Emmett Utt","00:14:30:00","00:14:36:05","Bought me a new motorcycle. And what book of business you know, by."

"Emmett Utt","00:14:36:05","00:14:38:10","And that by noon."

"Emmett Utt","00:14:38:12","00:14:40:13","And so I just went up and down the road."

"Emmett Utt","00:14:40:13","00:14:46:19","Your motorcycle more like a mile low."

"Sam Schrager","00:14:46:21","00:14:48:15","Having more fun than what."

"Emmett Utt","00:14:48:18","00:14:54:26","I like about that. There was no."

"Sam Schrager","00:14:54:29","00:14:55:12","You ever heard."

"Emmett Utt","00:14:55:19","00:14:56:07","I never heard."

"Anna Utt","00:14:56:07","00:14:57:24","Anybody come."

"Emmett Utt","00:14:57:26","00:15:05:19","Back a mile. I don't know that will healthy anyway."

"Emmett Utt","00:15:05:21","00:15:06:24","So I give up all her."

"Emmett Utt","00:15:07:00","00:15:13:09","I thought it you know I love a pair of or I."

"Emmett Utt","00:15:13:09","00:15:17:16","Love a pair of that motorcycle. Tell them about February She come up here and."

"Anna Utt","00:15:17:23","00:15:19:20","He he had broken his ankle."

"Emmett Utt","00:15:19:22","00:15:20:12","You know."

"Anna Utt","00:15:20:14","00:15:21:21","And his ankle."

"Sam Schrager","00:15:21:23","00:15:22:22","And the motorcycle."

"Emmett Utt","00:15:22:23","00:15:24:07","Yeah."

"Emmett Utt","00:15:24:10","00:15:29:11","You know bone car backed up. I'll go down hill into Potlatch."

"Emmett Utt","00:15:29:13","00:15:32:17","You're on a halfway down the hill. That concrete wall is where."

"Emmett Utt","00:15:32:20","00:15:40:05","I was that night. Had run down and clocked a lot turned up in there. Well, we went outside, so I."

"Emmett Utt","00:15:40:10","00:15:42:09","Batten low down the hill there and."

"Emmett Utt","00:15:42:11","00:15:50:06","So it all back just had a back will break and so anyway like guys like that and pretty quickly they."

"Emmett Utt","00:15:50:06","00:15:53:01","Come back out back on the highway."

"Emmett Utt","00:15:53:04","00:15:56:07","Well I didn't know whether you're going to keep a going or what, but."

"Emmett Utt","00:15:56:09","00:15:56:23","Anyway."

"Emmett Utt","00:15:56:28","00:16:00:15","I rigged and dragged them. He backed out in the highway and I."

"Emmett Utt","00:16:00:15","00:16:01:23","Kept on going behind him."

"Emmett Utt","00:16:01:24","00:16:06:08","I thought if they didn't, I guess he begins to get back."

"Emmett Utt","00:16:06:08","00:16:07:13","I'd gotten very well."

"Emmett Utt","00:16:07:13","00:16:11:05","We've both been ragged. But you had no built."

"Emmett Utt","00:16:11:05","00:16:14:26","Back in the highway that way. Well, anyway, I."

"Emmett Utt","00:16:14:28","00:16:22:20","Got the motorcycle crap, ran sideways like split in the flat wasn't or broke a couple bones down a foot."

"Sam Schrager","00:16:22:22","00:16:24:01","And you were laid up."

"Emmett Utt","00:16:24:04","00:16:25:29","Well, I laid up for a few days."

"Sam Schrager","00:16:26:01","00:16:27:04","And Anna came to see."

"Emmett Utt","00:16:27:04","00:16:28:01","You and."

"Emmett Utt","00:16:28:06","00:16:40:12","No, no, I. I was off the mail for. I didn't know how to do from the hell out of your presence, so I come up to that's what's the rest of my apartment. And she was out of the house."

"Emmett Utt","00:16:40:14","00:16:41:26","Well, well."

"Emmett Utt","00:16:41:29","00:16:49:06","When the whole jail straightened out, we tried to go together again That were good."

"Anna Utt","00:16:49:09","00:16:52:09","That's when I came home from Myrtle."

"Emmett Utt","00:16:52:11","00:16:55:05","Yeah, that's where she."

"Sam Schrager","00:16:55:08","00:16:56:00","Well."

"Emmett Utt","00:16:56:02","00:16:58:05","But before she went to teacher training."

"Sam Schrager","00:16:58:08","00:17:07:21","What's the women? Were that fickle when you were a kid that young, that that."

"Anna Utt","00:17:07:23","00:17:10:24","Well, I don't, I don't think most of them were is fickle."

"Sam Schrager","00:17:10:28","00:17:12:16","Yeah."

"Anna Utt","00:17:12:19","00:17:28:09","But I could be talked into most anything then that girl was so sure and I was just sure that. you know, and I wasn't, you know, I wasn't that much for looks. I don't know why I'm so concerned."

"Emmett Utt","00:17:28:11","00:17:30:29","Or you wouldn't you so well, but."

"Sam Schrager","00:17:30:29","00:17:35:07","You're so good looking now, and I miss. She must have been I really a beauty."

"Emmett Utt","00:17:35:07","00:17:37:25","When you do want to take a bad look pill."

"Sam Schrager","00:17:37:27","00:17:39:25","I can't believe that."

"Emmett Utt","00:17:39:28","00:17:41:13","She she pretty good looking."

"Emmett Utt","00:17:41:13","00:17:41:21","That."

"Sam Schrager","00:17:41:25","00:17:42:23","Bit."

"Emmett Utt","00:17:42:26","00:17:47:13","No, I don't know what you know that girl, you know, she was so bold."

"Emmett Utt","00:17:47:15","00:17:49:11","And had."

"Emmett Utt","00:17:49:11","00:17:51:16","A religion working for. You know."

"Anna Utt","00:17:51:18","00:17:56:16","This is. And I say he hasn't changed an awful lot because she's our wedding picture."

"Sam Schrager","00:17:56:21","00:17:58:18","Are you good looking in that picture?"

"Anna Utt","00:17:58:24","00:18:04:16","And she he he hasn't changed all that much."

"Sam Schrager","00:18:04:19","00:18:14:12","You know, you really you really lovely looking girl. You both good looking your good looking couple. I hate to say it in it, but you press their."

"Anna Utt","00:18:14:14","00:18:25:19","Button on the picture. Now, he doesn't care. His wife doesn't keep his hair as nice as he did here anyway."

"Sam Schrager","00:18:25:22","00:18:34:29","But you really took a chance like that that she'd be here. Would Were you sure we did. You really think that he wouldn't fall for it or didn't? You weren't so."

"Emmett Utt","00:18:34:29","00:18:36:05","Sure you would like them or."

"Emmett Utt","00:18:36:05","00:18:37:28","Well, she wasn't too much. Look at you."

"Anna Utt","00:18:37:28","00:18:56:14","Just. I knew she. Well, she did. She was a person that always tried to work the other guy. You know, if she wanted to come up, go to a dance up here, you know, she nigger me all week to write him a letter and ask him to come down and get us and take us to the dance."

"Anna Utt","00:18:56:16","00:19:08:15","What did he come down from to take me to a dance like that? That would. She'd go, you know, But that was too. Too far, too much. But for three weeks wasn't very good."

"Sam Schrager","00:19:08:19","00:19:09:11","A good time."

"Anna Utt","00:19:09:11","00:19:10:19","To have him."

"Sam Schrager","00:19:10:21","00:19:20:03","But if you had to to let let go for three months, you couldn't be sure what it would be like in three months time."

"Anna Utt","00:19:20:06","00:19:20:29","No."

"Sam Schrager","00:19:21:02","00:19:26:12","But if you probably weren't all that serious about him."

"Emmett Utt","00:19:26:22","00:19:29:07","we just started going together. Really? About what we had hit."

"Anna Utt","00:19:29:08","00:19:30:17","Well, you know, we I."

"Emmett Utt","00:19:30:18","00:19:31:20","Talked about two or three times."

"Anna Utt","00:19:31:20","00:19:34:01","With anybody else by that time."

"Emmett Utt","00:19:34:04","00:19:36:04","So that's what you think?"

"Emmett Utt","00:19:36:07","00:19:43:05","I know. I know. I, I just went and."

"Emmett Utt","00:19:43:08","00:19:43:22","Bought a."

"Emmett Utt","00:19:43:22","00:19:47:01","Motorbike when I had a love affair with it."

"Emmett Utt","00:19:47:03","00:19:51:00","Another guy on it, kid of my age, he got one to like it."

"Emmett Utt","00:19:51:03","00:19:52:23","And why we."

"Emmett Utt","00:19:52:26","00:19:54:23","We just a yellow streak up and down the road."

"Anna Utt","00:19:54:23","00:20:04:10","You know how that's true they were. Thank you. He took me for a ride one day soon after he got his bike. Good. And Chairman."

"Emmett Utt","00:20:04:13","00:20:06:17","Well, about that summer lecturing."

"Anna Utt","00:20:07:16","00:20:16:15","well, anyway, I got on behind him, you know, and he was gonna make me go ride something."

"Emmett Utt","00:20:16:18","00:20:18:26","I made another mistake. The."

"Anna Utt","00:20:18:29","00:20:22:09","And I bet he went. What was that? You went 90 miles or."

"Emmett Utt","00:20:22:11","00:20:27:12","Well, we went from where you live in Britain up to Harvard. Turn around. Come back."

"Emmett Utt","00:20:27:14","00:20:30:28","I got to go home. But it had those."

"Emmett Utt","00:20:30:28","00:20:33:15","Gravel road rock roads."

"Emmett Utt","00:20:33:17","00:20:34:27","But I don't know."

"Emmett Utt","00:20:34:27","00:20:38:20","We were lining up, but I remember about an 80 plus."

"Sam Schrager","00:20:38:22","00:20:40:13","That's a real nice guy."

"Emmett Utt","00:20:40:15","00:20:41:17","And then, I don't know."

"Emmett Utt","00:20:41:22","00:20:42:27","We'll get back together."

"Anna Utt","00:20:42:29","00:20:45:16","And that one, because I just. I ever rode on the bike."

"Emmett Utt","00:20:45:19","00:20:50:20","Last year in daylight, but I got one to go on when she got off because she had a pretty bad my back, you know."

"Anna Utt","00:20:51:03","00:20:58:15","we were going so fast. And that wind was. But anyway, if we had taken it."

"Emmett Utt","00:20:58:17","00:20:59:02","Easy."

"Anna Utt","00:20:59:03","00:21:05:16","Easy. But you know, tend to like it as well as girls do nowadays. You don't know."

"Emmett Utt","00:21:05:23","00:21:06:10","Yeah."

"Emmett Utt","00:21:06:21","00:21:07:20","yeah. It had been a lot of fun."

"Sam Schrager","00:21:07:22","00:21:11:20","As it was you. You must have been pretty mad."

"Emmett Utt","00:21:11:22","00:21:12:06","Or."

"Sam Schrager","00:21:12:07","00:21:13:15","Pretty scared anyway."

"Anna Utt","00:21:13:22","00:21:14:25","Yeah, I was."

"Emmett Utt","00:21:14:27","00:21:30:15","I, well, I think I do like people. I don't know why I've done that. It's, you know, I'm kidding for what I've done, but like, one day I'll going to that general crap going down the road. I had a big pack on his back. You've done a blow."

"Emmett Utt","00:21:30:15","00:21:31:19","Have done."

"Emmett Utt","00:21:31:21","00:21:44:10","So. I'll stop now. You want to ride, you look at motors like. No, I think he just said, Well, I'm going to let you All right. I talked him into getting on a motorcycle. I just wanted, you know, And so I got him."

"Emmett Utt","00:21:44:10","00:21:49:15","On and he had that big pack on his back to. Hey, we weren't about that."

"Emmett Utt","00:21:49:15","00:21:55:14","Well, I got down or I'm going up the hill there, you know? Well, you know, in a motorcycle, you know, you lean to go around this way."

"Emmett Utt","00:21:55:14","00:21:59:13","And you need to go down that way. Well, I knew how to do that."

"Emmett Utt","00:21:59:15","00:22:11:06","And I leaned over. I knew he'd go this way. You know, he's going to be on top of it. So I allowed for his weight in a pack, made it pine the hill, the curb. I lean this way or that way."

"Emmett Utt","00:22:11:10","00:22:14:28","He'd go just out and about in."

"Emmett Utt","00:22:15:00","00:22:16:29","A little pool hall there."

"Emmett Utt","00:22:17:02","00:22:18:08","And he got."

"Emmett Utt","00:22:18:08","00:22:19:04","Up and he used to."

"Emmett Utt","00:22:19:04","00:22:20:11","Shake it."

"Emmett Utt","00:22:20:13","00:22:23:15","And he thanked me. So nice for that ride, you know."

"Emmett Utt","00:22:23:18","00:22:28:10","Each away from me, you know."

"Emmett Utt","00:22:28:13","00:22:39:18","Either cut out, you know, provide. Then I've been of fun. But he was so quiet about that was my good memories. I don't you know, it it just kind of made me feel good."

"Sam Schrager","00:22:39:19","00:22:46:03","It did. Did you, cousin? Now, you wouldn't have custom out, but did you give him a hard time for that, or were you just."

"Anna Utt","00:22:46:05","00:22:46:24","No time."

"Sam Schrager","00:22:46:24","00:22:48:06","To."

"Emmett Utt","00:22:48:08","00:22:54:03","Dillinger? But for two weeks I would have had to go, which is so gullible."

"Anna Utt","00:22:54:06","00:22:58:23","No, I didn't. I just wouldn't ride again. That."

"Emmett Utt","00:22:58:25","00:23:00:11","But. Well, probably."

"Anna Utt","00:23:00:14","00:23:04:27","But if. If he had same car too, you know, I could have."

"Emmett Utt","00:23:05:03","00:23:06:25","Ridden in there. I, I didn't."

"Emmett Utt","00:23:06:25","00:23:09:24","I haven't been angry at all. I got it with the motorcycle."

"Emmett Utt","00:23:10:19","00:23:12:23","I just want to ride cars."

"Anna Utt","00:23:12:26","00:23:14:11","If you had had them all."

"Emmett Utt","00:23:14:11","00:23:40:24","Over the last one, riding them, you know, riding was like a little boy. They were easy ride and. And they're fun. Do you want to go round the crew like you come round here? You want to go round this curve? You know, I did a little drop that I got up there, even got a personal. yeah. Right up there And I'm like to hold, you know, you you can hold it right up there."

