speaker,timestamp,End Time,words
Edna Johnson Butterfield,00:11:15:15,00:11:36:21,"And would just get ready and go for dinner. And they give you half or whatever they pay for that they'd planned for themselves. And, you know, I think it was really nice. But the day it passed."
Laura Schrager,00:11:36:23,00:11:43:28,Did you you and your brothers and sisters visit other? Just go over to other families often.
Edna Johnson Butterfield,00:11:44:00,00:12:14:06,"Well they do, yes. Oh, we used to quite often, of course, there's quite a difference in age. My oldest brother is 17 years or was 17 years older than my youngest brother. So you see, the older ones have grown out before the best friends. Because of course, I've got nothing to say about that. But 11 years between my, my, my first and last."
Laura Schrager,00:12:16:12,00:12:28:03,or is there anything that stands out in your mind as important differences in the way children were raised when you were a kid and the way they're raised now?
Edna Johnson Butterfield,00:12:28:05,00:12:51:25,"Yeah. Well, I ought to tell you, the children had to mind a lot better than they do today. Their parents made it very. It seems the parents raised the children, and today the children are raised. And the parents. That is the one thing that I could and think about."
Laura Schrager,00:12:51:27,00:12:59:23,"You'd never think of, disobeying something that your parents told you to do or."
Edna Johnson Butterfield,00:12:59:25,00:13:26:18,"No, I don't, I don't think I do. My parent, they were both quite strict, those children. But they, you know, they weren't outstanding, stricter. When they told us anything. We had to do it as children. And I think most of the children in those days."
Edna Johnson Butterfield,00:13:26:20,00:13:34:11,And.
Laura Schrager,00:13:34:13,00:13:46:20,"Is there any reason that, you believe the, that there are more divorces now than there used to be more divorces?"
Edna Johnson Butterfield,00:13:46:26,00:14:04:16,"Oh, I believe more divorces now than they used to be. The trouble is, I think there's just too many of these young marriages. And, of course, so many, many. And in."
Edna Johnson Butterfield,00:14:04:19,00:14:22:27,"Baby comes alone over time, and they don't always turn out. Yes, I know there's been, some of them, I won't say several, but there's been some in our own community."
Laura Schrager,00:14:22:29,00:14:25:29,Do you think it's mainly that people get married sooner.
Edna Johnson Butterfield,00:14:26:01,00:14:34:22,"Than I think? They get married too young. And then as they get a little older, they change their mind."
Edna Johnson Butterfield,00:14:34:24,00:14:39:17,And see somebody else that.
Laura Schrager,00:14:39:19,00:14:41:22,How did you meet your husband?
Edna Johnson Butterfield,00:14:41:25,00:15:25:02,"Well, he's people or Minnesota. And they came out here. Well, the truth would he got sick. And so, he had been working up, and his father and mother had been. Oh, living around different places. And then, they found out that this place here was for sale. And, his father bought it, and they were here two years when I married him, and I got married, he came up to my father's to buy a cow, his father, and came up to my father's to buy a cow."
Edna Johnson Butterfield,00:15:25:04,00:15:34:00,"Well, and two years after that, we were married. that would be. That's where we got acquainted."
Laura Schrager,00:15:34:03,00:15:39:23,"Did you used to do anything together before you got married? How did it caught you? I mean, would it come over."
Edna Johnson Butterfield,00:15:39:23,00:16:07:02,"There at team, men had at, of our, our system. But meat and take it. I know before I was married, my husband and I went clear to clues to the 4th of July celebration, and, I in the wintertime, a soldier danced in French movement camp mudville. Up there, down Frenchman to the dance."
Laura Schrager,00:16:07:05,00:16:09:14,He'd come up and pick you up. Yeah.
Edna Johnson Butterfield,00:16:09:17,00:16:17:26,"He come from here. Okay. Yeah. And then after that, sometimes we get home 5:00 in the morning."
Edna Johnson Butterfield,00:16:17:29,00:16:22:06,Yeah. I think it sounds kind of unbelievable that some of these others.
Laura Schrager,00:16:22:09,00:16:24:08,"Oh, it sounds great."
Edna Johnson Butterfield,00:16:24:11,00:16:29:01,Yeah.
Laura Schrager,00:16:31:26,00:16:34:17,Would you just dance with him when you went over the dance?
Edna Johnson Butterfield,00:16:34:17,00:16:42:21,"Oh, no. They crowd out mixed after they get."
Edna Johnson Butterfield,00:16:42:24,00:16:51:26,But I like their motor dancing at that time a whole lot better than they do now. I don't think much of their way of dancing nowadays. Do you?
Laura Schrager,00:16:51:29,00:16:56:26,"Oh, well, I I'm, that's the way I was brought up."
Edna Johnson Butterfield,00:16:56:26,00:17:01:01,"So with every kind of dance, the way they dance now."
Laura Schrager,00:17:01:03,00:17:02:20,Yeah.
Edna Johnson Butterfield,00:17:02:23,00:17:41:04,"Well they didn't dance that way too much then. Yeah. And when we were young and I'd go to these dances, sometimes they'd get a girl to take, Oh, sure. Okay. Couples would take some things long to at midnight for lunch. not very often, but sometimes. And then to pay the musicians for. Why? Yeah, they'd take a collection."
Edna Johnson Butterfield,00:17:41:04,00:17:58:21,"The men could put it on a dime or a quarter or whatever. They wanted to, to pay the musicians for their work. And now that wouldn't sound like much, would it? And,"
Edna Johnson Butterfield,00:17:58:23,00:18:05:25,I can remember that.
Edna Johnson Butterfield,00:18:05:27,00:18:32:25,"Oh, my. My brother. It would have been good to take this, girls, before we sold enough to boyfriends, to things going on. they people danced it, and then I don't think you'd go anywhere. They'd take the wraps off and throw them on in on the bed. And when you got ready to go home, I think you might have."
Edna Johnson Butterfield,00:18:32:27,00:18:59:03,"No other. And the school. Did you know that one stayed every year when school was out for the. I'd have a picnic, and the parents and children would go to the picnic the last day of school, and they don't have that anymore. And that was quite a thrill for the children looking forward to. They referred to a school picnic."
Laura Schrager,00:18:59:05,00:19:06:22,"When you were young, were you told not to leave the the house where the dance was being held?"
Edna Johnson Butterfield,00:19:06:25,00:19:08:11,Yeah.
Laura Schrager,00:19:08:13,00:19:10:08,Why was that? Why were we.
Edna Johnson Butterfield,00:19:10:13,00:19:30:28,"Well, they weren't supposed to go alone. The 2 or 3 could go together and leave the hall if they want to, but, oh. A girl wasn't supposed to go out on the dance. well, they weren't. I don't say they weren't allowed to, but they weren't supposed."
Edna Johnson Butterfield,00:19:31:00,00:19:51:23,"Just like it is now. You don't know. You might run across out there. If you hadn't have to go out or something. And they didn't all have toilets to go to. We, they like to do now at those days there was no outside or the toilets were all outside toilets. Do you remember that?"
Laura Schrager,00:19:51:25,00:19:58:09,"Well, yeah. I've lived in houses, you know, the have had outhouses."
Edna Johnson Butterfield,00:20:03:02,00:20:08:08,And there for nursing at the fast.
Laura Schrager,00:20:08:24,00:20:14:08,"so if you wanted to go to, to the outhouse, you had. Yeah. To get someone to go with."
Edna Johnson Butterfield,00:20:14:08,00:20:17:02,You supposed to get a girl to college. Yeah.
Edna Johnson Butterfield,00:20:18:17,00:20:27:10,Well. Of course. What was that for you to say? Forget it.
Edna Johnson Butterfield,00:20:27:12,00:20:36:22,Because you don't know who you might run into.
Laura Schrager,00:20:36:25,00:20:39:21,Did you go slow riding much in the winter?
Edna Johnson Butterfield,00:20:39:21,00:20:59:14,"Oh, yes. That's all we had to travel. And, I've still got my, Husband's bobsled that he used to have. We went in, and then we had our horses and."
Edna Johnson Butterfield,00:20:59:16,00:21:24:04,"And, as I tell my, there's one thing that I want to keep in. One of the neighbors was here one day. We had a fire out here not too far. And barn and he said I worked harder to save that barn. do you save that old hag? Because he says it's really a relic. And that was one that his, that my father in law bought when he first come here."
Edna Johnson Butterfield,00:21:24:07,00:21:37:25,"And I still got that. And that's a price to my son, too, that he thinks just as much. Yeah, of course I he was. And, he was,"
Edna Johnson Butterfield,00:21:38:02,00:21:47:12,"oh. The son, won't have one found. No, the other one died. And."
Edna Johnson Butterfield,00:21:47:14,00:22:06:06,"Yeah. We used to go on the bobsled, but wherever we went, we and the women had electric blankets. And women could sit on the bottom of the sleigh and keep the children covered up and keep warm."
Edna Johnson Butterfield,00:22:06:08,00:22:23:21,"You know, the first, first automobile that my husband owned was in 1970."
Edna Johnson Butterfield,00:22:23:23,00:22:26:05,Have you made many calls today?
Laura Schrager,00:22:26:08,00:22:28:14,"No, just the aunts."
Edna Johnson Butterfield,00:22:29:04,00:22:33:10,Yes. I know they could both give you old time stories.
Unknown Speaker,00:22:33:12,00:22:34:03,Yeah.
Edna Johnson Butterfield,00:22:34:05,00:22:55:00,"You see, she used to. My dad used to teach my, Brothers. I don't, and she might have taught my sisters, but she taught my brother. I if she didn't teach me."
Laura Schrager,00:22:55:02,00:22:57:23,"Yeah, she taught up in Woodville. I."
Edna Johnson Butterfield,00:22:57:25,00:23:15:26,"Yeah, that's what she taught. Yeah. Oh, I should I should tell my sisters to. But I was out of school before she taught there fact yet. I guess I wasn't even living up there when she taught."
Laura Schrager,00:23:15:28,00:23:21:07,How did you and your husband get started when you. After you got married?
Edna Johnson Butterfield,00:23:21:09,00:23:49:08,"Oh, they they only he was the only boy they had. And his father wasn't able to farm and do things like that, and, they, they come, brought me up me right here as a bride and right here. I've never since we've in a different house. But aside from that, I've been right here in this one place ever since I was married in 1910."
Edna Johnson Butterfield,00:23:49:10,00:24:04:07,We built a bamboo house. This house. We built that house 2320 b 23 years. And so I've been here ever since.
Laura Schrager,00:24:04:10,00:24:08:03,So his his mother and father lived with you where?
Edna Johnson Butterfield,00:24:08:03,00:24:34:24,"We lived with them? Yeah. Yes. And. We were all living together at the time. Our first three children were born. But they're my son. I have here now. He, quite a lot younger than the other children. He was born after his grandpa Butterfield died."
Laura Schrager,00:24:34:26,00:24:48:11,Did people. Where were your children born with? with a midwife rather than a doctor around. Was a midwife around rather than a doctor when your children were born?
Edna Johnson Butterfield,00:24:48:12,00:25:18:14,"Oh, my mother knew. well, my two brothers were born in Michigan. Of course, she had doctors then, but we. And, she never had a midwife for this for another four. And, now this Cochran's this mine attorney. Maybe she'll. There you, there was ten of them born over there. Yeah, well, we all they they joined us here, and they never had a doctor in the house at birth."
Edna Johnson Butterfield,00:25:18:14,00:25:38:10,"If any of them children that were just midwives. And, of course, my husband always had a doctor when I was born, the last one on the doctor didn't get there for a baby, did, but he was on the the destitution and wave and the baby go. So he took care of me afterwards."
Edna Johnson Butterfield,00:25:41:00,00:25:49:20,"Yeah. There's a when you live that far away, you just couldn't make it. Sometimes."
Laura Schrager,00:25:49:22,00:25:52:08,I imagine some of the midwives were pretty good.
Edna Johnson Butterfield,00:25:52:12,00:26:09:23,"Oh, yes, they were. They were right. They were. I don't think there were any, as far as I know. I don't think there's any mothers that was lost through the midwives at that time."
Edna Johnson Butterfield,00:26:09:26,00:26:26:07,"And as far as I know, there weren't any of the babies lost either up in this country."
Laura Schrager,00:26:26:09,00:26:31:12,Your your husband. Then he took over his father's farm and farmed it.
Edna Johnson Butterfield,00:26:31:14,00:26:47:16,"Yeah, well, his father, let's see, his father was born."
Edna Johnson Butterfield,00:26:47:19,00:27:14:09,We took over the farm in here in. 1900 and we were married in 1910. He went to work for to kind of took over his father's farm. Right. Think. And his father died in 1919.
Laura Schrager,00:27:14:12,00:27:18:07,How much land did your husband farm when he farmed here?
Edna Johnson Butterfield,00:27:18:09,00:27:30:21,"Well, we all had, at the time he was here. We don't like farming. 200. 217 acres. But,"
Laura Schrager,00:27:30:23,00:27:33:16,Was he farming that much in 1910?
Edna Johnson Butterfield,00:27:33:18,00:28:14:02,"Yeah. No, we were 1910. When you was farming. they were farming 100, 120 acres. And then, yeah. After he died, my husband bought another hundred acres. And, so therefore let them. We farmed beef until, well, my son here went, bought some land after that. Right. And he he's them he farmed. I don't know, I won't say so much."
Edna Johnson Butterfield,00:28:14:02,00:28:24:11,"Good Lord, I don't know. I think he farmed around 2000 acres. Him and him and his boy."
Laura Schrager,00:28:24:13,00:28:25:15,It's a lot.
Edna Johnson Butterfield,00:28:25:17,00:28:38:02,"It changed a lot. Of course, during some of the season I have to hire him. But. And now his youngest boy has got three boys."
Edna Johnson Butterfield,00:28:42:12,00:28:53:08,"No, I have one grandson now that works for the bankers cooperative. Okay. he's been in here. She made a tractor known."
Edna Johnson Butterfield,00:28:53:11,00:28:54:06,And how long?
Unknown Speaker,00:28:54:06,00:28:55:02,Oh.
Laura Schrager,00:28:55:05,00:28:58:12,How long a day would your husband put in working?
Edna Johnson Butterfield,00:28:58:14,00:29:25:08,"We all know I'd like to do now. He used to, when I worked with the horses. He thought ten hours was a big day for horses. And now it's, about 15 hours a day with the machinery. And the man I really think tell the truth to shorten their own lives. But I just work in that much harder."
Laura Schrager,00:29:25:10,00:29:31:21,When would he be done? By work? By when would he quit? In the fields.
Edna Johnson Butterfield,00:29:31:24,00:29:37:26,Over. Got dark.
Edna Johnson Butterfield,00:29:42:14,00:30:06:13,"Yes. One of the engine crap crap season and all that. He never quit. And he his family's just the same. Say, well, the neighbors around here do the same. They work from as long as they can see."
Laura Schrager,00:30:06:16,00:30:09:01,Did you ever help in the fields in any way?
Edna Johnson Butterfield,00:30:09:05,00:30:28:27,"Yes, I have, I'm a lot more. Not sure if you know, and skiing and all that. They did it all with horses. I never did with machinery, but I did with horses. And, I used so grass seed and."
Edna Johnson Butterfield,00:30:29:00,00:30:34:02,I run away with it. Horses on a rake one hand.
Laura Schrager,00:30:34:05,00:30:35:26,What have.
Edna Johnson Butterfield,00:30:35:28,00:30:59:22,"Well, the brush got her foot over time, and she ran away and I guess doing away. I saved my life. I threw myself backwards. Oh, thank you. Big. And she she come and they come on and run into the barn. But my oldest boy was here and and he headed him off. Did a lot of gone to the barn or I, I don't know what old."
Edna Johnson Butterfield,00:30:59:24,00:31:13:29,"But it didn't. Oh it hurt me some of course, but nothing serious like, you know, for the operation or for how you live now, do you, do you have any home out here?"
Laura Schrager,00:31:14:01,00:31:21:03,"Well, we just rent a place we'd like to find an old place to farm."
Edna Johnson Butterfield,00:31:21:08,00:31:23:18,cost something nowadays to get started.
Laura Schrager,00:31:23:20,00:31:29:20,"Yeah, well, you don't particularly want a farm, but we would like to have a little house of our own."
Edna Johnson Butterfield,00:31:29:23,00:31:40:10,"Yeah, there's so many. There's these trailer houses now. you pasture lots of them."
Laura Schrager,00:31:40:13,00:31:46:07,"I'd rather rent a little house than live in a trailer. Yeah, some of them are really nice, actually."
Edna Johnson Butterfield,00:31:47:21,00:32:00:11,but there's one thing with the trailer. Hush. We don't just sell it. let us know all about. You don't have to dispose of the property or anything.
Laura Schrager,00:32:00:13,00:32:02:19,"Yeah, I don't want to think of that one. I'm fine."
Edna Johnson Butterfield,00:32:02:19,00:32:04:04,"Yeah, well, I."
Laura Schrager,00:32:04:07,00:32:05:03,Know you can sell it.
Unknown Speaker,00:32:05:04,00:32:06:07,Right away.
Edna Johnson Butterfield,00:32:06:10,00:32:08:04,But you just live in the trailer house?
Laura Schrager,00:32:08:06,00:32:16:27,"No, we live in a house, but we just rent it."
Laura Schrager,00:32:17:00,00:32:28:02,Are there any reasons that you think of that? Why families were so much closer when you were a child? Because it seems like they were.
Edna Johnson Butterfield,00:32:28:02,00:32:49:08,"Well, because it. Yes, I do think so. Because they had to travel, but they couldn't get in a car and just go anywhere. It could be it was too far. They couldn't drive that way all the time and they neighbor more that way. And now they don't know. They just each one gets in each car and goes from fill."
Edna Johnson Butterfield,00:32:49:11,00:32:52:24,That's the way it is nowadays.
Laura Schrager,00:32:57:25,00:33:08:17,"What did your family do for, and, you know, entertainment or just, you know, when you'd be all alone on a long winter evening?"
Edna Johnson Butterfield,00:33:08:19,00:33:28:05,"Well, right now, I, I my eyes don't let me read, so I just spend the evening here alone. I let them come in and, but I have my daily paper. I get that every day. And that's pretty nice."
Laura Schrager,00:33:28:07,00:33:33:24,"What did you your you do when you were a kid and when you lived, it would fill it."
Edna Johnson Butterfield,00:33:33:24,00:33:41:14,"Well, sometime we get. Yeah. Did we?"
Edna Johnson Butterfield,00:33:41:16,00:33:54:15,"Oh, I don't know. Yeah. People. And of course they don't do it so much now when they used to play cards and play games and things that way, and they don't do that much anymore."
Edna Johnson Butterfield,00:34:02:14,00:34:11:29,"Oh, I don't hear you though. That for all work is easier than it used to be. It's more nerve wracking."
Edna Johnson Butterfield,00:34:12:02,00:34:16:04,Than it used to.
Edna Johnson Butterfield,00:34:16:07,00:34:28:24,"You know, they were under more strain where they ran more, property. You know, there's more more to it."
Edna Johnson Butterfield,00:34:28:27,00:34:48:29,"And, my son, he rents a lot of that, he didn't buy a lot of ground. And. Well, if you don't today, don't get a day in by the NFL, I guess. Well, too, you."
Edna Johnson Butterfield,00:34:49:01,00:35:08:25,"And, my folks and their main park when we were children, they can live there. So we used to milk us and sell our cream and butter and eggs. And that way we don't do anymore."
Laura Schrager,00:35:08:28,00:35:12:26,Did you do that when you lived? Once you were married? Did you?
Edna Johnson Butterfield,00:35:12:26,00:35:35:02,"Oh, I always, helped milk the time I was old enough before I was married, but, I helped my mother to milk. They used to milking 8 or 9. Go. And my father, as I told you, you know, he get one to do one for. He was right. He could only milk. He could use it."
Edna Johnson Butterfield,00:35:35:02,00:35:44:21,"Right. some, but not for everything. And so we helped my mother milk them, and then,"
Edna Johnson Butterfield,00:35:44:24,00:36:09:10,"That was. That's where they was making their money. Well know, getting it off and set up and hoodoo and around by their milk and butter nation. They'd back from my father pack it to them and they'd they. And they had to do something to feed the family. Children."
Edna Johnson Butterfield,00:36:09:18,00:36:32:05,"children. And right now, I think there's a lot more harder in one way of raising children now than it was then. The parents had something for the children to do to keep them at home. Well, now, by this I thing, they've got no chores or nothing. Since there's no so they don't have to give giving wood or do any chores night."
Edna Johnson Butterfield,00:36:32:06,00:37:04:00,"It used to be all them things. We just put it on for the children to do and they don't look at it. Now. I don't have to. But the way it reached and, let me go back to it yet, but I still got my wood stove. it, I've still got it. I can have it put up in an hour's time to heat up the house that I want it, and I'm going to keep it as long as I live."
Laura Schrager,00:37:04:02,00:37:06:21,"Is that your old cook stove, or was it a."
Edna Johnson Butterfield,00:37:06:23,00:37:11:28,"Heater that I have? No, I haven't and a cook stove anymore, but I have heated."
Unknown Speaker,00:37:12:01,00:37:13:06,And.
Edna Johnson Butterfield,00:37:13:08,00:37:28:18,"But, I think I could find a if it come to that. I, one of my daughters just got to it. I could keep on her. You could come to."
Edna Johnson Butterfield,00:37:28:21,00:37:40:17,No. I've been fortunate enough to have my children not too far from me. In all these years of being alone.
Laura Schrager,00:37:42:20,00:37:53:04,"Well, I want to ask you what you thought of, prohibition when prohibition came, but what I what did you think of prohibition?"
Edna Johnson Butterfield,00:37:53:07,00:37:59:18,"Well, I was glad when I was gentle with it. I think prohibition was the main thing. Man could go on."
Edna Johnson Butterfield,00:38:02:02,00:38:15:21,"In Utah, everybody got hold of and and liquor and, I don't know, I think some of the parents had what they needed for their children. They use their money for drinks."
Laura Schrager,00:38:15:23,00:38:19:07,"Were there any cases like that? You know, where people were?"
Edna Johnson Butterfield,00:38:19:07,00:38:48:18,"Well, I was I use one case I knew of. It was, and I was old enough. I remember that it was a little family. And she raised Cherokees and, she asked my father one time if he would take her Turkish to Pluto and settle for. And she said, bring me the money. But he she didn't he didn't understand that she wanted the money brought to her."
Edna Johnson Butterfield,00:38:48:18,00:39:09:20,"She didn't bring me the money. So when she saw it, her husband saw him inclusion. And he said something to my father, I handed him the money. And when my father come home by, she said, Mr. Johnson, what do you do with my turkey money? He she said, well, I gave it to Frank. He asked me for it."
Edna Johnson Butterfield,00:39:09:20,00:39:45:24,"I he's a that editor husband and you know, most anybody would. And she said, oh my God that's what I had for my children's clothes. This letter. Now I know that for one thing. And, I suppose without a doubt I was, 9 or 10 years old that. But that one time, that, prohibition done away with some of that."
Edna Johnson Butterfield,00:39:45:26,00:40:01:28,"That I so far it happened that which I hope won't happen. And that, my family never took to drink at."
Edna Johnson Butterfield,00:40:02:01,00:40:23:11,"That turned out to think of the fresh things. And if they have to pay for change for clothing and, oh, for children, it it must be terrible to have a family of children dependent on, you know, you know, with shoes on eatables. You know that yourself from your old self."
Edna Johnson Butterfield,00:40:24:29,00:40:29:17,Yeah. Even with two of you it amounts to quiet little.
Laura Schrager,00:40:29:20,00:40:34:13,Yeah.
Edna Johnson Butterfield,00:40:34:15,00:40:39:00,Now which do you like the best. The East to the west to live.
Laura Schrager,00:40:39:15,00:40:42:04,I like the West better.
Edna Johnson Butterfield,00:40:42:06,00:40:45:16,Well I just wondered.
Laura Schrager,00:40:47:01,00:40:55:17,"I've been home for two years now and I sort of, we're going to go back by bus this winter and I'm looking forward to it."
Edna Johnson Butterfield,00:40:55:17,00:40:58:25,But will you go by train or plane.
Laura Schrager,00:40:58:26,00:41:00:23,"No, we'll take the bus."
Edna Johnson Butterfield,00:41:00:26,00:41:01:07,You take.
Laura Schrager,00:41:01:13,00:41:06:00,"Yeah, because we'll have to do it the cheapest way we can. Fine."
Edna Johnson Butterfield,00:41:06:02,00:41:10:18,"Well, I know I've travels high."
Unknown Speaker,00:41:10:21,00:41:12:27,And.
Edna Johnson Butterfield,00:41:14:01,00:41:31:04,"but I've. I never went by plane. I went to Colorado. Oh, I guess just three years ago and back, and, But that's all I've ever rode on the plane. That's what you it on the plane a long."
Laura Schrager,00:41:31:07,00:41:37:09,Yeah.
Laura Schrager,00:41:37:11,00:41:44:03,"Do you remember,"
