speaker,timestamp,End Time,words
Rob Moore:,00;03;04;08,00;03;06;17,"Begin the residential section. No, we didn't."
F. Marvin Long:,00;03;06;17,00;03;20;24,"We didn't get trip. Well, it might have been worth. And, you know, these were all going down here if you were in church and I just wish."
F. Marvin Long:,00;03;20;27,00;03;23;02,You could tell on the other side where the park is.
Unknown,00;03;23;02,00;03;36;28,There. And the. When brick new house being built there. And if you next time if you.
F. Marvin Long:,00;03;37;00,00;03;40;27,You couldn't.
F. Marvin Long:,00;03;40;29,00;03;45;23,Yeah. I guess on that side street was burnt down further. We shifted.
Rob Moore:,00;03;45;25,00;03;53;25,To where you from? Yeah.
Rob Moore:,00;03;53;28,00;04;01;20,"And we passed that ordinance. The red light was passed through town, but I don't know how we got that."
F. Marvin Long:,00;04;01;20,00;04;21;14,"Part number three prior to the burn. I didn't save anything. Yeah, I get some stuff out. A lot of the stuff that I would not many of you would. Use, but it just took everything in."
Unknown,00;04;21;16,00;04;28;01,"It was there, a fire company and like a company, you know, just the water."
F. Marvin Long:,00;04;28;01,00;04;34;25,Brigade that made you go. There wasn't any water wells or systems.
Unknown,00;04;34;25,00;04;43;22,You. It was no water company to fight for our water didn't like a reservoir.
F. Marvin Long:,00;04;43;25,00;04;50;24,Tremendous pressure here. Kind of water.
F. Marvin Long:,00;04;50;26,00;04;56;05,And. Sorry. Pleasure.
Unknown,00;04;56;07,00;05;00;03,If what do you call holy legacy?
F. Marvin Long:,00;05;00;04,00;05;03;19,Right. And if the water pressure from don't.
Rob Moore:,00;05;03;21,00;05;08;20,Well. So I guess and then the brick road here on the property really?
F. Marvin Long:,00;05;08;22,00;05;18;26,"Well, they couldn't keep up with the orders and the white brick picture you have to do here. We should do."
Unknown,00;05;18;29,00;05;25;19,What? Is that?
Unknown,00;05;25;21,00;05;34;19,We haven't found a word from the 20.
F. Marvin Long:,00;05;34;22,00;05;46;16,"That I want to know. Right. You know, maybe they. They got the clay up there on the hill. And the."
F. Marvin Long:,00;05;46;19,00;05;48;24,Chute.
Unknown,00;05;48;27,00;06;00;20,And with them. And victory. And then it was me.
Unknown,00;06;00;22,00;06;01;03,And then.
F. Marvin Long:,00;06;01;03,00;06;03;16,We crashed.
Rob Moore:,00;06;03;19,00;06;07;21,Through. And then we couldn't make.
Unknown,00;06;07;24,00;06;13;01,"Well, that kiln where they come for every year, that roof that they knew."
F. Marvin Long:,00;06;13;04,00;06;15;15,We shipped them with white brick here.
Unknown,00;06;15;18,00;06;21;00,Which we really like.
F. Marvin Long:,00;06;21;03,00;06;23;15,I think only a minute you can do it right.
Rob Moore:,00;06;23;17,00;06;28;17,And then they didn't. They get going. We have to quit the Redman.
F. Marvin Long:,00;06;28;19,00;06;57;18,"Yeah, but I mean, they worked major. These these buildings, it's made out of different colored brick downtown. And people can see and maybe just return the temporary. They couldn't get enough right here so that they can shift momentum for camp three and that for we've got to come for brick home in life, which happens. Yeah. And all these red brick, brick local mean up here."
F. Marvin Long:,00;06;57;21,00;07;02;01,"You could, you know, they could make that move."
Rob Moore:,00;07;02;04,00;07;07;05,Who would Clinton McLean was going on the drive. It.
F. Marvin Long:,00;07;07;08,00;07;08;01,I could.
Unknown,00;07;08;04,00;07;14;14,Hear you. Where you come here real right.
Rob Moore:,00;07;14;16,00;07;17;25,There was dumped in the atmosphere. I think he was really.
F. Marvin Long:,00;07;18;00,00;07;22;24,"It wouldn't be a brick. Yeah, it wouldn't have any brick in there here, but wouldn't play in. Know."
Rob Moore:,00;07;22;26,00;07;25;21,We usually. I believe in the.
Unknown,00;07;25;23,00;07;32;28,"It would be the one drinking water you know and they, they use the scrutiny."
Rob Moore:,00;07;33;00,00;07;33;09,Of.
Unknown,00;07;33;10,00;07;39;02,The of the site and the water levels would have.
F. Marvin Long:,00;07;39;03,00;07;59;08,"Home base to this right there which groups and horses and then and they did the same way, but they buried in the chute and shut it down from that home and all the shut it down to the brickyard where the president who listed them were shooting down with the powder, or. No, I."
Rob Moore:,00;07;59;08,00;08;01;08,Would rather never before.
F. Marvin Long:,00;08;01;11,00;08;03;10,There's a claim.
Rob Moore:,00;08;03;13,00;08;04;29,To the weapon.
Unknown,00;08;05;01,00;08;10;23,"Oh, just like a month or."
F. Marvin Long:,00;08;10;26,00;08;14;18,That's pretty.
Unknown,00;08;14;21,00;08;20;21,Typical to do.
F. Marvin Long:,00;08;20;23,00;08;27;14,"You know, French people. How long you been doing? Building."
Unknown,00;08;27;16,00;08;31;16,Who?
Unknown,00;08;31;19,00;08;41;25,People push you to do your. For your.
Rob Moore:,00;08;41;27,00;08;54;06,Would like come here for the. There's no place like that in my grave. How many people do you usually shop in? Typical living.
F. Marvin Long:,00;08;54;08,00;09;01;23,"But they do for the French. And when do it get. And I guess we do the best we could. You? Well, the whole."
Unknown,00;09;01;23,00;09;07;04,"Town, we're families right here. Yes. Right."
F. Marvin Long:,00;09;07;07,00;09;16;01,"If they got a room, they were doing business. You got the rich. They invented everything else, right? Just bear."
Unknown,00;09;16;01,00;09;31;00,Do they? We do them down here. Do you still have no room? Leaves you? Okay.
Rob Moore:,00;09;31;03,00;09;37;18,"Just by, like, putting up tents in in the old locations or rebuilding. Like I said, several tent down here."
F. Marvin Long:,00;09;37;21,00;09;39;24,"Well, yeah, it is. First, until."
Unknown,00;09;39;24,00;09;49;26,I got rebuilt. I guess I make really you.
F. Marvin Long:,00;09;49;28,00;09;53;05,Ever see the new building?
Unknown,00;09;53;06,00;10;00;11,When I bought the French.
Rob Moore:,00;10;01;19,00;10;08;00,"But idea with the way, the the way the the quake, you know, shoot."
Unknown,00;10;08;00,00;10;15;08,"Remind me of, my friend. Yeah, he was doing."
F. Marvin Long:,00;10;15;08,00;10;31;02,That Draymond Green complexion from these carriers and French gravity crucified would do too much gravity. And Gregor and George man you back for.
Rob Moore:,00;10;31;03,00;10;33;17,How come we somebody we get to the back up.
F. Marvin Long:,00;10;33;17,00;10;34;21,We put.
Rob Moore:,00;10;34;23,00;10;36;06,The carrier.
F. Marvin Long:,00;10;36;08,00;10;59;20,Here we go. Back up it carry separate the empties the weight. Come down and bring it back up here and go around. And they had to break this going down. We and you days and and brains and break you with any man have to be right there all the time. Nobody can break through. And then we grown. Thank you.
F. Marvin Long:,00;10;59;21,00;11;11;15,A little program. Yeah. Amen. And you know like it. Yeah. But that's how it did it. I could see in here we was coming down.
Rob Moore:,00;11;11;16,00;11;14;07,On o'clock was a great one on top of.
F. Marvin Long:,00;11;14;07,00;11;18;13,A mountain. You know.
Rob Moore:,00;11;18;15,00;11;19;22,"And this is, this."
Unknown,00;11;19;25,00;11;37;03,Is the bottom of the stadium on from how long were taken to her. And records were you can't you can't come. And put that running right now.
F. Marvin Long:,00;11;37;06,00;11;45;26,Oh you could stop right. There it is. Gravity property from the drum. Just long from the fact that.
Rob Moore:,00;11;45;29,00;11;48;26,There was help. Like how far.
Unknown,00;11;48;26,00;11;57;17,Apart from the carriers from. Because I mean.
Unknown,00;11;57;19,00;11;58;08,I couldn't do.
F. Marvin Long:,00;11;58;10,00;12;04;08,"That. 52 things and then we could, you know, we had any idea."
Speaker 4,00;12;04;10,00;12;11;02,Since they for sure. All right. Is that throw my fucking.
Rob Moore:,00;12;11;04,00;12;12;14,One sack after.
F. Marvin Long:,00;12;12;14,00;12;26;00,Another one of down you say close on. They break it up. Not it had. If they wanted to take. Sometimes it takes the you back in every way as much as you. You didn't have to break some.
Unknown,00;12;26;02,00;12;30;19,Kind of thing. You wait for one ones.
F. Marvin Long:,00;12;30;21,00;12;37;03,I would take one thing back up right.
F. Marvin Long:,00;12;37;06,00;12;50;21,"Well, yeah. We wouldn't. That's what it let's stuff back. I don't was Farmer Village. It's a cracker. and that one worked out a bit."
Rob Moore:,00;12;50;22,00;12;52;14,Long field? Yeah.
F. Marvin Long:,00;12;52;16,00;12;58;24,The up nation that be.
Rob Moore:,00;12;58;27,00;13;00;24,And how long did that do.
Unknown,00;13;00;26,00;13;10;15,"You want to come on, when we're using."
Unknown,00;13;10;18,00;13;15;10,You do not. And we have you.
F. Marvin Long:,00;13;15;12,00;13;19;19,"Working very, very hard to come in. Trucks come."
Unknown,00;13;19;19,00;13;27;09,In. And try.
Unknown,00;13;27;11,00;13;27;27,And work like.
Rob Moore:,00;13;28;00,00;13;31;04,Moving up the bottom. Friendly. We have one guy there.
Unknown,00;13;31;04,00;13;34;28,"Load your couple guys in. No, we're just looking at you."
F. Marvin Long:,00;13;35;01,00;13;40;28,You got it right on top that you right. Okay. Doing great.
Rob Moore:,00;13;41;00,00;13;45;16,I think you want to go to the bottom. Take it off. Where? Where to go from where.
F. Marvin Long:,00;13;45;18,00;13;50;23,We got to do you shut down.
Unknown,00;13;50;25,00;14;01;01,And where you go and and where.
Rob Moore:,00;14;01;04,00;14;06;12,Did you ever go for a ride on your kilometer and we're riding and.
F. Marvin Long:,00;14;06;12,00;14;18;22,You wanted to know where you eight. Pretty few gauge you wanted.
Unknown,00;14;18;24,00;14;23;12,I don't think in there. Right.
Rob Moore:,00;14;23;14,00;14;31;16,"You know, that is there. And then when go away from it looks like a break in broken."
F. Marvin Long:,00;14;31;19,00;14;39;12,Right. And I can't remember. I. But they had one that you. Yeah. It did you.
Unknown,00;14;39;12,00;14;47;18,Get it was like could you hurt you. Probably the picture.
Rob Moore:,00;14;47;21,00;14;53;23,Did you like her okay. Yeah.
Unknown,00;14;54;21,00;15;03;29,do you knew she was.
Rob Moore:,00;15;04;01,00;15;08;23,304 for a.
Rob Moore:,00;15;08;26,00;15;12;19,When you had the meat market. Your eyes. Can you.
F. Marvin Long:,00;15;12;21,00;15;46;19,"Yeah. That's the story about that. Is. It. Every year we've been when we put up ice cream in your room during that time. Only one winter we had shipped right out of all the years. And that work, you never, never heard that you could get ice after graduation from it? I mean, it could. That seemed like a it don't thing."
F. Marvin Long:,00;15;46;21,00;16;01;28,"This is a coincidental nature or whatever, but. And I'll figure it out. I know I say, but isn't that quite a coincidence? Right? Okay."
Rob Moore:,00;16;02;00,00;16;08;03,"For how many, how many years? And you kind of closer. Well."
F. Marvin Long:,00;16;08;05,00;16;14;06,We never started life down here in 1999.
Unknown,00;16;14;09,00;16;20;03,And when I quit.
Unknown,00;16;20;05,00;16;26;22,One of you.
Unknown,00;16;26;24,00;16;28;02,Would go.
Rob Moore:,00;16;28;04,00;16;30;10,Right to work really hard to do good.
F. Marvin Long:,00;16;30;10,00;16;39;02,"Work. Well, let's going to have a big hold on these long collect quick here. And that's right. Now if you look right there's one over here."
Unknown,00;16;39;02,00;16;49;05,"We've got your friend over here, the world back there. You get the war. And that's why we're here right. And I think all during that time it."
F. Marvin Long:,00;16;49;06,00;16;56;04,"Was just that one winter we. It should be nice. You cool. Have. Good. And if not, choose."
Unknown,00;16;56;05,00;17;01;02,That you and make sure.
Unknown,00;17;01;04,00;17;07;17,To go out cook.
Rob Moore:,00;17;07;19,00;17;14;07,Did you got did you go out in the winter in salt water or how how how the work.
F. Marvin Long:,00;17;14;19,00;17;27;22,"do you saw between the freezing weather and embedded in the ice? Was in one big. But take. Hey, guys, how you were attacked in there?"
Rob Moore:,00;17;27;24,00;17;31;02,I have been really critical lately.
Unknown,00;17;31;04,00;17;33;20,The hundred pound.
F. Marvin Long:,00;17;33;22,00;17;37;24,Condition. Because you don't have the cash.
Unknown,00;17;37;27,00;17;40;03,Yeah. For you.
F. Marvin Long:,00;17;40;06,00;17;55;14,"And the solid pack is like, you know, around the edges. If you think about that. But you know that. Get me around the."
Rob Moore:,00;17;55;14,00;18;00;23,Sun is what about two people you know.
F. Marvin Long:,00;18;00;26,00;18;07;22,"Down. But that's what kept me from. Oh no, no, no change."
Unknown,00;18;07;25,00;18;16;10,We did you like you you that do you think.
F. Marvin Long:,00;18;16;12,00;18;19;00,Yeah.
Unknown,00;18;19;02,00;18;28;23,If the choice you got to come. Back. You should. Buy.
Rob Moore:,00;18;28;23,00;18;34;04,How much did you have to cut?
F. Marvin Long:,00;18;34;06,00;18;45;16,Well I at with really good you from you.
Unknown,00;18;45;19,00;18;48;09,Said fiber. When you come.
F. Marvin Long:,00;18;48;12,00;18;50;14,Request that would.
Rob Moore:,00;18;50;16,00;18;53;16,Bring.
Unknown,00;18;53;18,00;19;05;16,Your.
Unknown,00;19;05;19,00;19;12;19,Okay. Good. Okay.
Rob Moore:,00;19;12;22,00;19;16;29,"Did you go out and hide from the go for the, you know."
F. Marvin Long:,00;19;16;29,00;19;35;24,And we had prove me you do I did I was he has farm now to you him and surplus war and so there's four of us was you know I was farm 19.
Unknown,00;19;35;27,00;19;43;23,And farming out 1910 and I come back then you might be 20.
F. Marvin Long:,00;19;43;25,00;19;48;27,What where did you ever get that farm.
Unknown,00;19;49;00,00;19;53;26,Has one driver.
Unknown,00;19;53;29,00;20;01;12,Who? When one versus you. When I was with them or.
Rob Moore:,00;20;01;14,00;20;07;29,20 or what was going here?
F. Marvin Long:,00;20;08;01,00;20;15;02,"Well, before I met them, I used to work. You you right from my friend back with me."
Unknown,00;20;15;04,00;20;33;22,"You in you. So now can you show company work? And I worked for them. I will, I will be home. Here you school?"
F. Marvin Long:,00;20;33;25,00;20;38;07,Do not.
F. Marvin Long:,00;20;40;27,00;20;44;22,And then a correct all time to home.
Rob Moore:,00;20;44;25,00;20;45;17,And I was getting.
Unknown,00;20;45;17,00;20;56;20,Completely you and I go to first to my neighbors and thank you.
Unknown,00;20;56;22,00;20;59;05,After you go to the.
F. Marvin Long:,00;20;59;08,00;21;04;09,"First, you."
Unknown,00;21;05;09,00;21;07;07,how about the movie and.
F. Marvin Long:,00;21;07;09,00;21;08;00,The trip down.
Unknown,00;21;08;01,00;21;12;10,From.
Unknown,00;21;12;12,00;21;18;23,Crescent Hill Crescent to you. Remind you about that?
F. Marvin Long:,00;21;18;25,00;21;46;22,"When I was down, you. I remembered it all. I remember it one night. I was, and all the furniture was wagon. Parish like little we had. It is trucks junction box to step back and come over rather we sent my truck in the back in the way. But with me and all, I remember that trip all coming down."
Unknown,00;21;46;23,00;21;50;23,Everybody.
Unknown,00;21;51;13,00;21;53;12,I remember from my land and.
F. Marvin Long:,00;21;53;18,00;22;06;17,"Especially some crippled guy and his mother, we moved little hungry. And that's what I remember. You know, that's the first thing I ever I don't remember. One thing went."
Unknown,00;22;06;17,00;22;12;22,"On, Cedar Creek."
Rob Moore:,00;22;12;25,00;22;14;14,That was that quite a different story.
F. Marvin Long:,00;22;14;21,00;22;31;25,"Moving from daylight to dark. I think it came. And then when I got out into space, because it first job, I met my friend Krishna."
Rob Moore:,00;22;41;08,00;22;42;09,"Oh, you were saying?"
Unknown,00;22;42;09,00;22;52;00,I remember 11 or 12. You. You used to have a job.
Rob Moore:,00;22;52;03,00;22;54;16,Working straight.
F. Marvin Long:,00;22;54;18,00;23;22;10,"Backwards. Yeah. This game. Who do you happen to go earlier? Who? Early? That. This stadium station. Which. I or anyway, my brother and I, we we both escaped appreciating that at the. I took her for. Well we had working in the which."
Rob Moore:,00;23;22;13,00;23;28;20,About an hour. I think it's know you want to.
F. Marvin Long:,00;23;28;22,00;23;34;16,Go and you get screwed on. You wanted to go in there and a breakfast.
Rob Moore:,00;23;34;18,00;23;41;19,"These catering to have, music and whatever. According to."
F. Marvin Long:,00;23;41;22,00;23;50;26,Random someone and some of that. You know that. You know what they call you.
Unknown,00;23;50;28,00;23;53;00,In which means noisy noise.
F. Marvin Long:,00;23;53;00,00;23;55;17,Just in my.
Rob Moore:,00;23;55;20,00;23;58;19,These were covered over by. These were in court. And so.
F. Marvin Long:,00;23;58;23,00;24;03;16,Their attorney breaking story.
Unknown,00;24;03;19,00;24;22;00,One. Rescue group was down here. Two story building right down here on the corner. That right might be larger. You know your scooter.
Unknown,00;24;22;02,00;26;21;28,Store that time. I think the any I should not have returned.
Unknown,00;26;22;01,00;26;24;03,My grandfather's prayer.
Speaker 4,00;26;24;14,00;26;34;29,"had, change in these nooks and poor things and and help take care of them. Start off with. Let them."
F. Marvin Long:,00;26;35;02,00;26;36;01,Do it and share and.
Speaker 4,00;26;36;05,00;26;57;12,"Care for sure. No. I got home in and shoes. Would I get lost? Well, I says I won't get lost. I, I just, I know ever since I was born for. No, I don't know you just been gone could I not very like turn around evolution if I don't go mad. One good thing. No mom, I it was good."
Speaker 4,00;26;57;14,00;27;27;29,Especially if there's no other often and and so I went on a mother had taken you school. I think I got 41 year old and and so I'm right now I'm dollar again. Dollar a gallon. Yeah. Well you with that or if you use anything and you middle road they're not taking their.
F. Marvin Long:,00;27;28;02,00;27;29;06,Right.
Speaker 4,00;27;29;08,00;27;44;08,"As a madam so they could give me all that wrong or they go out that way. And what's more, I was going to tell mom I wonder where my back, but I said, that's my stupid. I didn't tell me then do I got over."
F. Marvin Long:,00;27;44;08,00;27;45;02,I you.
Speaker 4,00;27;45;04,00;28;13;22,"Have a head, I don't mind, okay? You. I am the middle that morning during the afternoon. You don't have to be. Yeah. There should or should be me down on the meadow, ma'am. Right now, the version the and game show. I do have a marriage question. You mean I should see that? You know what in that selfish. But I have worked hard for those there."
Speaker 4,00;28;13;22,00;28;15;23,Isn't that.
Speaker 5,00;28;15;25,00;28;19;00,Did you do your own sewing those days?
Speaker 4,00;28;19;02,00;28;21;28,Yeah.
Speaker 4,00;28;22;00,00;28;30;01,I threw it in the in this. And I used to do quite there. And she would do you would just you kind of better now.
Speaker 5,00;28;30;03,00;28;32;11,Did you have a big garden?
Speaker 4,00;28;32;13,00;28;34;15,Pretty much.
Speaker 5,00;28;34;17,00;28;36;23,Could you raise everything up there? That's a little.
Speaker 4,00;28;36;23,00;28;37;08,More.
Speaker 5,00;28;37;11,00;28;39;13,They had to freeze up there.
Speaker 4,00;28;39;15,00;28;50;28,"Well when you have got a little garden come real nice maybe food. And next thing you know, you're having grass and your garden kind of man."
F. Marvin Long:,00;28;51;01,00;28;51;10,And.
Speaker 4,00;28;51;15,00;28;54;12,You get along pretty well. Pretty good.
Speaker 5,00;28;54;12,00;29;08;01,"Going. It's now 1973, and, Larry French told me night before last that they had a Frost and it got down to 30."
Speaker 4,00;29;08;03,00;29;15;29,I don't want to go down to the dead of Frosty and Frozen alive. That is first year.
Speaker 5,00;29;16;01,00;29;24;25,"And this is July 8th. Isn't that something, dad? So that would be July 5th. They had it down to 30 English 50."
Speaker 4,00;29;24;25,00;29;28;28,Anything. It's part of the country. Never.
Speaker 5,00;29;29;01,00;29;31;19,Did you have fruit trees?
Speaker 4,00;29;31;22,00;29;35;04,But we had to eat.
Speaker 5,00;29;35;07,00;29;39;18,And what kind of apples could you grow?
Speaker 4,00;29;39;20,00;29;41;26,Just more. Dad. summer.
Speaker 5,00;29;41;26,00;29;45;07,"Chinese parents are, winter apples."
Speaker 4,00;29;45;09,00;29;58;06,"Well, we had one brand and a lunar pudding. And then there's a good German that the dollar should be getting right now. National. And come frost. And we wouldn't have any."
F. Marvin Long:,00;29;58;08,00;29;58;28,Moms.
Speaker 4,00;29;59;01,00;30;04;15,And mountain thing mean. Once in a while we get the layer.
Rob Moore:,00;30;04;17,00;30;13;02,"Did you ever have trouble trouble of there with, with berries in your apple trees or berries and your and your chicken ran around with your chicken."
Speaker 4,00;30;13;04,00;30;32;14,"See in there now and then on there. we left them alone. They left us 100 and we had pretty a dog. The dogs didn't particularly like the bear, but they had bark metal and give it their warranty. Better get out of the way."
Speaker 4,00;30;32;17,00;30;58;29,"And then you know that the professor did this professional German used know was Moscow schools all the time. And you won't learn it, he said, and chisel and you take the seventh grade and you. I don't like teaching down which is what you do. The stem when you like it or not. Little girl in there. I'm gonna make her as well as possible."
Speaker 4,00;30;59;02,00;31;12;14,"And how to spell and then leave. Oh my God, this is my teacher. I know I could do it. Who said maybe I can do it, but I don't. Why would you?"
