speaker,timestamp,End Time,words
Gus Gamble:,00;16;47;23,00;17;02;07,"Anyway, when I you Irish, you were Alberts. You they were just young followers, and they didn't mind."
Gus Gamble:,00;17;02;10,00;17;41;00,"And though. But I that were in there until of 19 1221 and I never even in place that the whole telegram came out. Smile on it and yeah, I yeah, I bought this, this, relinquishment. I and I don't oh they threw I have already homesteaded a piece of, Plummer and I do a lot of mountain by,"
Gus Gamble:,00;17;41;03,00;18;16;25,"Yeah. Yeah. I don't have a brush patch, but it wasn't that had no value. I don't think I might have something now, but anyhow. But we just pulled up for $50 and paid 100 for it. Not just the $50 for his hand. that was that. So he had lost $50. It was $50 of his hundred. the I got one."
Gus Gamble:,00;18;16;25,00;19;12;14,"He, tied tied, he borrowed. It was about a fellow he knew from back, and I. So he, he, took, but he he thought that mine would be valuable to him. But he was he was that good. And anyway, so he turned to me, and he and I were good friends. And so he said, yeah, if you if you want a place where you get it and, and prove up on it, and I could have proved up in 14 months, 200 grand and say, that's what I intend to do, because there was a railroad in there then it had been in a couple of years."
Gus Gamble:,00;19;12;17,00;19;41;29,"Yes, they have freight. And then when I grew up, the Middle belt and, and the long out here and down the lowest and they had this big wooden build. It had Lewiston and then he had a big, a miller pot, but still and it's still there. yes."
Sam Schrager:,00;19;42;01,00;19;44;25,Did you how did you and your brother homestead out there?
Gus Gamble:,00;19;45;15,00;20;06;20,"I said my brother bought a piece, but I, homesteaded, and I intended to stay there instead of not instead of, staying, south of that for,"
Gus Gamble:,00;20;06;23,00;20;08;13,"For 14, 14 months."
Gus Gamble:,00;20;08;13,00;20;42;13,"I, first year, changed my mind. And then I would get you in in the winter and one day in there and, I'm, I had three years in, I then I could move up and, bring to, two men, the ramblers man. And, we were there. I mean, I'm the worst part of Boston."
Gus Gamble:,00;20;43;02,00;21;12;29,"that's another branch off of the of Moscow. And and we lived it north. I don't know, here. So we, I knew this old boy over there. you know, I was born, and I was told he thought he is old, and I didn't know I. I never came out in the winter time. It was throughout the summer."
Gus Gamble:,00;21;12;29,00;21;47;22,"And work didn't come back until back in the in the weather. And the first winter in there. The storm flies high as the ceiling. Yeah. The liar came out of my shack. Yeah. Had a breakthrough and and, we made it was 80 and, in the and had them and Elk River, which had been Trumbull buzzards, dozens of them doing all and then ended."
Gus Gamble:,00;21;47;25,00;22;13;17,"But by the time they started building the mill, I think. But in those days, I didn't have a damn, when they needed anything to put it in my timber home. But there was only about half timber. The rest that didn't burned off, burned up in 1910. And I, but what was on was pretty good. White pine."
Gus Gamble:,00;22;13;19,00;22;39;20,"And I held it. Yeah, I pulled up in 1915, and then I held on and paid the taxes all night. And, I would have to pay a fire tax. yes. Potlatch. I think somehow they'd, had,"
Sam Schrager:,00;22;39;22,00;22;43;11,"But that land, that land wasn't very good for farming or not."
Gus Gamble:,00;22;43;13,00;23;11;09,"Was it down? No, it raised grass. It's good for grass. Have good. Have strawberry plants. But, no, you couldn't, you couldn't. I don't think they sent me now. But Timothy would go. Either that or not quite that I would tell his baby and all and, and, but they wouldn't laugh. You couldn't plant. They got it, didn't them?"
Gus Gamble:,00;23;11;09,00;23;40;09,"Off to a dam. And, But I didn't intend to live. but I was, just messing around, and, I would pay, but, the, the taxes weren't very, very high speed. But, yeah, when you."
Gus Gamble:,00;23;40;11,00;23;49;19,"Got to that and and look, we've done some place. I guess Elizabeth had some, but,"
Gus Gamble:,00;23;49;22,00;24;09;23,"Not all that. but, Yeah, I don't think the land is any any better now that it was in it. just a few years and, it, I don't."
Gus Gamble:,00;24;09;25,00;24;10;14,Know that.
Gus Gamble:,00;24;10;16,00;24;21;15,"You could, But I."
Sam Schrager:,00;24;21;18,00;24;27;05,"Well, well, you're starting to tell me about Pat Malone out in that country."
Gus Gamble:,00;24;27;05,00;25;01;06,"Oh. Oh, yes. For a little, until we would go in and I, we would go in and it was our homestead. The time that the, was going up and so, so bad and we started to improve. oh. What about Potlatch I. Yes, there's Potlatch. We went to one and, but anyhow, we'll have to wait for our tree and him."
Gus Gamble:,00;25;01;07,00;25;36;23,"So we had them. That was not trainload, half a dozen of them. And, but they would have to or and some, some of it as a, as a booming little town. But, then as soon as they have the, the, the timber cut around the townsite and then they. Yeah,"
Gus Gamble:,00;25;36;26,00;26;10;08,"Camp. right. Railroad out, out into the woods and, and one of the new jobs that had, a crew have building homes on that island and, So anyway, we put in our two years, but, but how we got to talking with this old man who had the loan is all that is from, from our land."
Gus Gamble:,00;26;10;08,00;26;20;19,"And he, he it would."
Gus Gamble:,00;26;20;21,00;26;56;12,"Hello. Because we were young then maybe I was 22 or 23 and, hum. Was about nine and. we were interested in, in. And so he was quite a rival there to the, ours and port Bill and, and have had to or pollution. I see that there that he just got off. He was a copper, Bovill man."
Gus Gamble:,00;26;56;15,00;27;00;05,"Was he also the copper at, Elk River or just in Vogel?"
Gus Gamble:,00;27;00;20,00;27;13;22,"as, adult? yeah. And then there was another old rooster. Well, I can't just think of them now."
Gus Gamble:,00;27;13;25,00;27;14;23,All of them.
Sam Schrager:,00;27;14;26,00;27;18;07,Did tell you any stories about what he did?
Gus Gamble:,00;27;18;19,00;27;54;28,"no. No, he, No. Well, that still his. But he was glad that. Oh. Well, at least in the old high, you kind of like him. But he was home in or. But not not a lot of his old is out back about seven. Yeah. I haven't had a round of, of moonshiners and, and, hum."
Gus Gamble:,00;27;55;19,00;28;20;02,"Duncan. So, fill them in or extend them. You have to go back to the wood, not be coming in and getting. And I guess you did you take some money though like though for them next morning they didn't have money to turn them out. They come back and pay a $10 fine, and that would take them 30 years on account."
Gus Gamble:,00;28;20;02,00;28;20;13,Anything.
Gus Gamble:,00;28;20;14,00;28;31;04,"Yeah, but he got all kinds of it. Yeah. Sometimes he gave them back the money, know, sometimes they didn't. But he was, he was well, like, that he must be dead long."
Sam Schrager:,00;28;31;05,00;28;36;05,"Oh, yeah. He died in, World War two, but 1941, I think."
Gus Gamble:,00;28;36;05,00;28;58;02,"Oh, widow. Yeah, that was actually he was pretty well all in years. Then. you remind me of an old. How about you, Sherry? Up here also, ma'am, Jim can only can. Was a big man, and he wasn't. He was about my size, thought, but."
Gus Gamble:,00;28;58;05,00;28;59;17,"Hey, we're both Irish."
Gus Gamble:,00;28;59;19,00;29;31;02,"But that was it. And that daddy's road. And, had the. You would, Oh, it finished him pretty good yarn, you believe. What'd you want him to do on that? He, he was, for the this diesel whole. We all left it all back a little bit. I was in ours. Go ahead and all my."
Gus Gamble:,00;29;31;02,00;30;03;09,"And I'll tell Moscow how I knew it. Come down. Have a mile or maybe an hour that bull bell. And then they picked me up and take me down to Delhi. And I jump out there walking is about either 30 miles, something like that. And then, if I was and you could use the catch a hat or some radio in there, but, you know."
Gus Gamble:,00;30;03;11,00;30;25;10,"Yeah. And take sometimes you would only ride a few miles. I was very clear. And so we didn't go quite to Moscow. We'd, you know, of all we got to the cemetery, we got off in that home. It was a couple of miles. How long?"
Sam Schrager:,00;30;25;12,00;30;28;02,Where would you be coming back from? From working.
Gus Gamble:,00;30;28;05,00;30;29;14,"And. No, we just."
Gus Gamble:,00;30;29;19,00;30;30;23,Coming back from out.
Gus Gamble:,00;30;30;25,00;30;40;24,"Yeah. Yeah, yeah. Coming out from the heart of my traveling one."
Gus Gamble:,00;30;40;27,00;31;22;11,"Yeah. allows you to go on to it about that time. And it wasn't this particular the first winter I said this, I had somebody every night, but then, you went down and talked to them. Now the, the. Land off the land opposite, Lewiston. And so I. Yeah. So, I don't know how long I was going to be on the lawn and so they said, no, I didn't want to have want to have them that so I did."
Gus Gamble:,00;31;22;11,00;31;50;07,"And then I got down from the had dropped so on. And so they so had it all, the half of it every night. You been gone for a week or a couple of weeks. Gone working some crazy inopportune that it you just, you just, you go in there 1st December and then you the Green Hand."
Gus Gamble:,00;31;50;10,00;32;21;04,"You. Yeah. You go to work out and just go home. So I didn't I didn't. And so then I walked in the road, and, there was only on that I would, camp and just camp and the home was, was out night and then come down Monday morning and go to work, and I, I used to go out."
Gus Gamble:,00;32;21;06,00;33;01;06,"I could, I could go all the mail on the walk back and forth, but it wasn't very good for that because it was, I had no water, mills. And so I only got up to half a day. Then I put the job that had been put away, the war. I, you know, war in back in the and the old country, the old, the carpenter in 14."
Gus Gamble:,00;33;01;09,00;33;29;21,"And we turn up to a download for that. There's about $0.60 and that was pretty good. If I'm helping bad little ranch and and go out and and work in the summer and, and, we do. We just spent minute as long as you were in there around that. And we did that, and all of them did."
Gus Gamble:,00;33;29;24,00;33;34;09,"And, that was a gold mine and,"
Sam Schrager:,00;33;34;11,00;33;37;19,My place and out of Elk River there.
Gus Gamble:,00;33;37;19,00;33;51;13,"Yeah, but and we never, never. but yes, a you he him. And I'm so glad you had up. my."
Gus Gamble:,00;33;55;25,00;33;58;28,oh. But there were to.
Gus Gamble:,00;33;59;00,00;34;02;04,It coming up. Oh.
Gus Gamble:,00;34;02;07,00;34;03;17,All right. Nice.
Gus Gamble:,00;34;03;17,00;34;06;23,They. They.
Gus Gamble:,00;34;06;25,00;34;07;29,"You know, my son."
Sam Schrager:,00;34;07;29,00;34;10;03,Yes. We met last last week.
Gus Gamble:,00;34;10;03,00;34;12;05,"Yeah, yeah. Pretty good out there."
Gus Gamble:,00;34;12;06,00;34;12;13,Yeah.
Gus Gamble:,00;34;12;15,00;34;14;26,And by the year.
Gus Gamble:,00;34;14;28,00;34;17;00,"Oh, I got a whole barn for it."
Gus Gamble:,00;34;17;03,00;34;17;13,Yeah.
Gus Gamble:,00;34;17;13,00;34;25;12,"After. Well, I got a whole combine hitch over there. Well, it just had anyone who knew how to hook it up. And horses."
Gus Gamble:,00;34;25;12,00;34;28;29,We don't have any the horses as well. I think you the out.
Gus Gamble:,00;34;29;00,00;34;35;12,"Oh no. The horses wouldn't do too much good if I had any horses hook up, man. Wouldn't do me a hell of a lot of good."
Gus Gamble:,00;34;35;13,00;34;36;25,"Well, that went pretty well."
Gus Gamble:,00;34;36;26,00;34;39;06,"I couldn't get them out in the field anyway. Yeah, yeah."
Gus Gamble:,00;34;39;07,00;34;40;02,It's really.
Gus Gamble:,00;34;40;05,00;34;49;24,"That, beats the pulse of, How hot is your. hum. Mine. What?"
Gus Gamble:,00;34;49;26,00;34;53;23,"Oh, God, I don't know. Must be can turn."
Gus Gamble:,00;34;53;25,00;34;55;16,"Oh, I don't pace at all."
Gus Gamble:,00;34;55;25,00;34;56;05,can I.
Gus Gamble:,00;34;56;05,00;35;00;14,Believe this horse? You have the all in one.
Gus Gamble:,00;35;00;17,00;35;03;06,"Once you bang, we have to push it."
Gus Gamble:,00;35;03;09,00;35;04;08,Yeah.
Gus Gamble:,00;35;04;10,00;35;06;24,I've put a tongue in behind and push.
Gus Gamble:,00;35;06;27,00;35;10;12,"Well, the reason, but I."
Gus Gamble:,00;35;10;14,00;35;22;17,Just did it. Just one charge for sure. yeah. So? So we're excited to have it for a race that you wouldn't have to.
Gus Gamble:,00;35;22;19,00;35;25;29,"I mean, why would you do that when you got to go? Oh."
Sam Schrager:,00;35;26;02,00;35;31;20,"Well, you know, there's no the way things are going. You, Randy, and you might have a hard time getting the old gas."
Gus Gamble:,00;35;31;20,00;35;37;22,"So you wouldn't need it. All these farmers are down next spring and they can't get any diesel. Well, I'll be in business."
Gus Gamble:,00;35;37;24,00;35;38;07,Yeah.
Gus Gamble:,00;35;38;10,00;35;38;29,"You know, all."
Sam Schrager:,00;35;38;29,00;35;41;11,You need is hook those farmers up there.
Gus Gamble:,00;35;41;13,00;35;41;28,You're doing.
Gus Gamble:,00;35;41;28,00;35;42;12,All right.
Gus Gamble:,00;35;42;13,00;35;47;02,"I got a horse out here, and I'll run me up another one someplace."
Gus Gamble:,00;35;47;05,00;35;49;13,"You might take us. We're buggy. Right. Anyway, with that."
Gus Gamble:,00;35;49;18,00;35;52;14,That's a woman. Yes.
Gus Gamble:,00;35;52;17,00;36;04;29,"Right. Yeah. Well, that was really. Well, it's quite popular. That didn't happen. Maybe. Yeah. You know, it could have happened to somebody home and had an airplane. Might have something."
Sam Schrager:,00;36;05;02,00;36;07;10,Who's old shorty.
Gus Gamble:,00;36;07;13,00;36;10;09,You tell him. I'm not sure he'll.
Gus Gamble:,00;36;10;12,00;36;24;21,"Rich a man. I don't know who was shorty. Oh, I did, man, but work around here at one time he did everything."
Gus Gamble:,00;36;24;23,00;36;25;21,"Oh, yeah."
Gus Gamble:,00;36;25;23,00;36;37;14,"Phenix one. Rob Banks shot, man. Yeah, yeah. A couple of things. They thought it could have been true. Yeah."
Gus Gamble:,00;36;37;16,00;36;50;17,"Hello? Yeah. I will follow you around. Over me. No, I don't know. Yeah, I had a guy. He lives in Lewiston, but he used to he with."
Gus Gamble:,00;36;50;19,00;36;52;00,A I in.
Gus Gamble:,00;36;52;02,00;37;00;15,"Hollywood. And how he. Yeah, he got a saloon up at, I believe it was,"
Gus Gamble:,00;37;02;29,00;37;03;17,comedy.
Gus Gamble:,00;37;03;22,00;37;33;04,"Yeah, yeah. History. Yeah. When they were, opening up the, the reservation there about 96, I think. And so he had a. Yeah, it's a saloon up there. And, so, I'll tell, Kevin that when we come know if there's a meeting of the night and I got. Sure the bar, it's a call and."
Gus Gamble:,00;37;33;04,00;37;38;28,"Yeah, man, I think the proprietors did. Or is that he just started all fish."
Gus Gamble:,00;37;38;28,00;37;40;06,You heard.
Gus Gamble:,00;37;40;08,00;38;01;06,"The. Yeah. Take your advice. When we get out of here is about believable follow up. well, is now you. Yeah. They could read the, on a newspaper. So a mile away and I took all of them."
Gus Gamble:,00;38;01;26,00;38;02;28,but there's.
Gus Gamble:,00;38;02;28,00;38;09;28,"No, how are they? Uses the employee, then?"
Gus Gamble:,00;38;10;01,00;38;16;11,He was the one pulled the night or done and told him to get out and shoot him. So full of holes he could read the newspaper that way. No Shorty little.
Gus Gamble:,00;38;16;17,00;38;29;01,"Oh, Shorty. Yeah. So sorry to lose. And, I hope we'll, Yeah. He said he said something like. I didn't know what he said, but, you know. Yeah, you run the hell off and then we."
Gus Gamble:,00;38;29;03,00;38;30;17,Holiday on the bar.
Gus Gamble:,00;38;30;19,00;38;31;00,Yeah.
Gus Gamble:,00;38;31;00,00;38;32;18,The shorty was in. Okay.
Gus Gamble:,00;38;32;25,00;38;39;16,"Yeah, he was in there. And he was right. It was a party line for."
Gus Gamble:,00;38;40;20,00;38;46;23,Oh. The hell that old fellow.
Gus Gamble:,00;38;46;26,00;38;56;10,"It's an old, Campbell. you know, example on the salmon River."
Gus Gamble:,00;38;57;17,00;38;58;20,flat.
Gus Gamble:,00;38;58;22,00;39;29;07,"Know in some fellow before his. But anyway, we'll, we gonna. And then Ben Reeves. Ben Reeves. Oh, yeah. yeah. And he was. He was the hell. Boy, am I good to do. I've seen him roll and ride and everything, and and ride is, just, you know, maybe 60 when he was a, you know, he could ride and, put in a horse in there."
Gus Gamble:,00;39;30;27,00;39;31;00,know.
Gus Gamble:,00;39;31;00,00;39;32;19,"That's good. Yeah, I don't recall. I've seen."
Gus Gamble:,00;39;32;19,00;39;40;04,"Him to, that that salmon river countries bad. Yeah. They have mean cattle come out of there. Yeah. Who I mean, man."
Gus Gamble:,00;39;40;06,00;39;43;03,Yeah. That's right.
Gus Gamble:,00;39;43;05,00;39;44;25,It's bad.
Gus Gamble:,00;39;44;27,00;39;54;18,"No, there's no this old a shorty had ridden was near the Isle of Man. about thousands and and,"
Gus Gamble:,00;39;54;21,00;39;55;15,"Oh, yeah."
